"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","rid","i32","i32","i32","rid","bool","[rid]","[rid]","[rid]","[rid]"
1413,"master_buff_kirac","You have additional Armour and Evasion, and increased Damage","",1,"Kirac's Boon","[116,119,24]",1,3,"","","","",18,785,1,"",1,"",1,1,"",0,"","","","","","","",4,241827840,4,0,"","",[],[],"[116,119,24]",[]
1414,"burning_arrow_additional_burn","You are taking fire damage over time.","","","Burning Arrow",[1984],1,1,1,"","",1,18,1151,1,"",2,"",1,1,"",5,"","BurningArrowDebuff","","","","","",4,254672896,4,0,"","",[],[],[1984],[]
1415,"metamorphosis_minion","",1,"","",[],"",3,"","","","",18,1144,1,"",15,1,1,1,"",0,"","MetamorphosisMinion","","","","","",4,261357568,4,0,"","",[],[],[],[]
1416,"metamorphosis_minion_emerge","",1,"","","[6400,6401,6402]","",3,"","","","",18,1152,1,"",15,"",1,1,"",0,"","MonsterDamageTakenLerp","","","","","",4,268304384,4,0,"","",[],[],"[6400,6401,6402]",[]
1417,"metamorphosis_teleport_slow","",1,"","",[7335],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,276299776,4,0,"","",[],[],[7335],[]
1418,"basilisk_acid_bbq_aura","You are taking Chaos Damage","","","Acid Pit",[453],1,3,"","","","",18,12,1,"",2,"",1,1,"",0,"","","","","","","",4,286654464,4,0,"","",[],[],[453],[]
1419,"minion_movespeed_while_near_parent","",1,"","",[10735],"",2,"","","","",18,0,1,"",15,"","","","",0,"","MinionMovespeedWhileNearParent","","","","","",4,297664512,4,0,"","",[],[],[10735],[]
1420,"atlas_orion_meteor_ground","You are taking Fire Damage, Physical Damage, Chaos Damage, Lightning Damage, have reduced maximum Fire, Chaos, and Lightning Resistances, and cannot Recover Life or Energy Shield.","","","Desolation of the Awakener","[354,1984,1988,453,946,948,949,1897,10732]",1,3,"","","","",18,1155,1,"",2,"",1,1,"",0,"","","","","","","",4,339083264,4,0,81,"",[],[],"[354,1984,1988,453,946,948,949,1897,10732]",[]
1421,"metamorphosis_boss_display","",1,"","",[],"",3,"","","","",18,1143,1,"",15,1,1,1,"",0,"","","","","","","",4,352190464,4,0,"","",[],[],[],[]
1422,"skill_location_memory","",1,"","",[],1,10,"","","","",18,0,1,"",15,"",1,1,1,0,"","RecordSkillUseLocations","","","","","",4,358481920,4,0,"","",[],[],[],[]
1423,"atlas_basilisk_spider_debuff","You are taking increased Chaos Damage","","","Caustic Webbing",[3436],1,3,"","","","",18,12,1,"",2,"",1,1,"",0,"","","","","","","",4,365690880,4,0,"","",[],[],[3436],[]
1424,"metamorph_enrage_fire","","","","","[43,44,611,5014,477]",1,3,"","","","",18,1156,1,"",15,"",1,1,"",0,"","","","","","","",4,374996992,4,0,"","",[],[],"[43,44,611,5014,477]",[]
1425,"metamorph_enrage_cold","","","","","[50,51,7449,477]",1,3,"","","","",18,1157,1,"",15,"",1,1,"",0,"","","","","","","",4,387448832,4,0,"","",[],[],"[50,51,7449,477]",[]
1426,"metamorph_enrage_lightning","","","","","[57,58,7450,477,659]",1,3,"","","","",18,1158,1,"",15,"",1,1,"",0,"","","","","","","",4,400556032,4,0,"","",[],[],"[57,58,7450,477,659]",[]
1427,"metamorph_enrage_physical","","","","","[28,29,477,1910]",1,3,"","","","",18,1159,1,"",15,"",1,1,"",0,"","","","","","","",4,413532160,4,0,"","",[],[],"[28,29,477,1910]",[]
1428,"atlas_warlord_banner_aura","","","","","[140,398]",1,3,"","","","",18,1166,1,"",1,"",1,1,"",0,"","","","","","","",4,423362560,4,0,"","",[],[],"[140,398]",[]
1429,"atlas_warlord_banner_aura_influence","","","","",[477],1,3,"","","","",18,1166,1,"",1,"",1,1,"",0,"","","","","","","",4,431357952,4,0,"","",[],[],[477],[]
1430,"eye_of_desire_increased_resistances","You have increased Fire and Cold Resistances","","","Eye of Malice","[10363,10364]",1,3,"","","","",18,1164,1,"",2,"",1,1,"",0,"","","","","","","",4,447348736,4,0,"","",[],[],"[10363,10364]",[]
1431,"alternate_fortify","You have more Evasion Rating","","","Fortify",[10790],1,3,"","","","",13,383,1,"",1,"",1,1,"",0,"","","","","","",1,4,456916992,4,0,"","",[],[],[10790],[3050]
1432,"metamorphosis_boss_teleport","",1,"","","[702,398,982,10792,10793]","",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,468058112,4,0,"","",[],[],"[702,398,982,10792,10793]",[]
1433,"single_conflux_cooldown","",1,"","Influence Mod (Invisible)",[],1,3,"","","",1,18,0,1,"",15,"","","","",0,"","SingleConfluxBuff","","","","","",4,482607104,4,0,"","",[],[],[],[]
1434,"atlas_warlord_enrage","You have 20% increased Damage, Attack, Cast and Movement Speed.","","","Arena Master's Presence","[70,216,477,177,24]",1,3,"","","","",18,1161,1,"",1,"",1,1,"",0,"","","","","","","",4,502530048,4,0,"","",[],[],"[70,216,477,177,24]",[]
1435,"atlas_orion_immunity","You cannot be Damaged",1,"","Protective Shield",[140],1,3,"","","","",18,1162,1,"",1,"",1,1,"",0,"","","","","","","",4,514195456,4,0,"","",[],[],[140],[]
1436,"ailments_types_grant_damage_taken_child_buff_scorch","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,523239424,4,0,"","",[],[],[477],[]
1437,"ailments_types_grant_damage_taken_child_buff_frostburn","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,532676608,4,0,"","",[],[],[477],[]
1438,"ailments_types_grant_damage_taken_child_buff_sap","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,541327360,4,0,"","",[],[],[477],[]
1439,"atlas_orion_eyrie_hurricane","You are taking Cold Damage over Time","","","Redeemer's Storm",[1986],1,3,1,"","","",18,1163,1,1,2,"",1,1,"",50,"","GenericIncrementStacks","","","","","",4,557711360,4,0,85,"",[],[],[1986],[]
1440,"phantasm_buff","Your spells deal additional physical damage.","","","Phantasmal Might","[1591,1592]",1,1,"","","","",18,1165,1,"",1,"",1,"","",0,"","","","","","","",3,571211776,4,0,"","",[],[],"[1591,1592]",[]
1441,"kingmaker_fortify_aura","",1,"","",[],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","GiveNearbyAlliesFortify","","","","","",4,579731456,4,0,"","",[],[],[],[]
1442,"atlas_exile_empowered","",1,"","",[24],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,583794688,4,0,"","",[],[],[24],[]
1443,"adjudicator_banner_buff","",1,"","",[24],1,1,"","","","",18,1168,1,"",15,"",1,1,"",12,"","","","","","","",4,589168640,4,0,"","",[],[],[24],[]
1444,"atlas_warlord_banner_aura_secondary","",1,"","",[],1,3,"","","","",18,1167,1,"",1,"",1,1,"",0,"","","","","","","",4,595066880,4,0,"","",[],[],[],[]
1445,"atlas_orion_eyrie_hurricane_ally","",1,"","",[],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,599523328,4,0,"","",[],[],[],[]
1446,"crusader_empowered_boss_buff","",1,"","","[5013,7450,659,563,124]",1,3,"","","","",18,1169,1,"",15,"",1,1,"",0,"","","","","","","",4,608698368,4,0,"","",[],[],"[5013,7450,659,563,124]",[]
1447,"eyrie_empowered_boss_buff","",1,"","","[5012,7009,7449,2928,124,3398,702]",1,3,"","","","",18,1170,1,"",15,"",1,1,"",0,"","","","","","","",4,624820224,4,0,"","",[],[],"[5012,7009,7449,2928,124,3398,702]",[]
1448,"basilisk_empowered_boss_buff","",1,"","","[6032,3380,1938,1939,124]",1,3,"","","","",18,1171,1,"",15,"",1,1,"",0,"","","","","","","",4,641335296,4,0,"","",[],[],"[6032,3380,1938,1939,124]",[]
1449,"adjudicator_empowered_boss_buff","",1,"","","[1910,6820,5440,177,124]",1,3,"","","","",18,1172,1,"",15,"",1,1,"",0,"","","","","","","",4,656146432,4,0,"","",[],[],"[1910,6820,5440,177,124]",[]
1450,"atlas_orion_death_zone_minion","Your integral anatomical structure is being ripped apart until you die.","","","Outer Deatomization Storm","[354,1984,1988,453,346]",1,3,"","","","",18,1147,1,"",2,"",1,1,"",0,"","OrionDeathZone","","","","","",4,670695424,4,0,"","",[],[],"[354,1984,1988,453,346]",[]
1451,"atlas_orion_death_zone_core_minion","Your integral anatomical structure is being ripped apart until you die.","","","Inner Deatomization Storm","[354,1984,1988,453,346]",1,3,"","","","",18,1148,1,"",2,"",1,1,"",0,"","OrionDeathZone","","","","","",4,685899776,4,0,80,"",[],[],"[354,1984,1988,453,346]",[]
1452,"arcane_cloak","Grants Added Lightning Damage, and a percentage of damage from hits will be taken from this buff before your Life or Energy Shield.","",1,"Arcane Cloak","[57,58,125,1077]",1,3,1,"",9899,"",18,1174,1,"",1,"",1,1,"",0,"","ArcaneCloakBuff","","","","","",4,718667776,4,0,"","",[10920],[],"[57,58,125,1077,10920]",[10916]
1453,"increased_lightning_damage_taken_in_chilling_areas","",1,"","",[3640],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,733872128,4,0,"","",[],[],[3640],[]
1454,"wand_trigger_support_skill_reservation","",1,"","",[],1,1,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,740163584,4,0,"","",[],[],[],[]
1455,"add_banner_stage_on_melee_hit_cooldown","",1,"","",[],1,1,"","","",1,18,0,1,"",15,"","","","",5,"","","","","","","",4,745406464,4,0,"","",[],[],[],[]
1456,"affliction_split_buff","",1,"","",[],1,3,"","","","",18,1184,1,"",15,"",1,1,"",0,"","AfflictionSplitBuff","","","","","",4,751173632,4,0,"","",[],[],[],[]
1457,"consume_corpse_every_second_to_recover_life_and_mana","",1,"","",[4956],1,2,"","","","",18,0,1,"",15,"","","","",0,"","Ghoulish","","","","","",4,760610816,4,0,"","",[],[],[4956],[]
1458,"affliction_boss_final_degen_interal","You are taking Physical and Lightning Damage over Time","","","Electrifying Sight","[354,1988]",1,3,"","","","",18,1231,1,1,2,"",1,1,"",0,"","AfflictionBossFinalDeathZone","","","","","",4,782499840,4,0,"","",[],[],"[354,1988]",[]
1459,"affliction_boss_final_degen_external","You have reduced movement speed and are taking Physical and Cold Damage over Time","","","Chilling Vision","[354,1986,11012]",1,3,"","","","",18,1232,1,1,2,"",1,1,"",0,"","AfflictionBossFinalDeathZone","","","","","",4,805830656,4,0,"","",[],[],"[354,1986,11012]",[]
1460,"affliction_demon_cold_degen","You are taking Cold Damage over Time","","","Frozen Ground",[1986],"",3,"","","","",18,1187,"","",2,"",1,1,"",0,"","","","","","","",4,815792128,4,0,"","",[],[],[1986],[]
1461,"keystone_one_with_nature","",1,"","",[4956],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","OneWithNature","","","","","",4,823263232,4,0,"","",[],[],[4956],[]
1462,"snipe_stacks","You are gaining stages by channelling the Snipe skill.","","","Snipe",[8334],1,4,1,"","",1,18,1230,1,1,6,"",1,1,"",0,"","","","","","","",4,835452928,4,0,"","",[],[],[8334],[]
1463,"snipe_conditional_damage_bonus","",1,"","",[],1,1,"","","",1,18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,840695808,4,0,"","",[],[],[],[]
1464,"affliction_debuff_life_and_es_recovery_rate","You have reduced Life and Energy Shield Recovery Rate. This debuff is removed when you stop being Delirious.","","","Wasting Touch","[2817,2819]",1,4,1,"","","",18,1191,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","","",4,868089856,4,0,"",1,[],[],"[2817,2819]",[]
1465,"affliction_debuff_action_speed","You are slowed. This debuff is removed when you stop being Delirious.","","","Paralysing Touch",[346],1,4,1,"","","",18,1192,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","","",4,887095296,4,0,"",1,[],[],[346],[]
1466,"affliction_debuff_damage_taken","You are taking increased Damage. This debuff is removed when you stop being Delirious.","","","Eroding Touch",[477],1,4,1,"","","",18,1193,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","","",4,906887168,4,0,"",1,[],[],[477],[]
1467,"affliction_debuff_flask_effect_and_charge_gain","You are gaining less Flask Charges and your Flasks have reduced Effect. This debuff is removed when you stop being Delirious.","","","Diluting Touch","[1750,460]",1,4,1,"","","",18,1194,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","","",4,935067648,4,0,"",1,[],[],"[1750,460]",[]
1468,"affliction_receive_recovery_debuff_cooldown","",1,"","",[11021],1,2,"","","","",18,0,1,"",15,"","","","",0,1,"","","","","","",4,944111616,4,0,"","",[],[],[11021],[]
1469,"affliction_receive_action_speed_debuff_cooldown","",1,"","",[11022],1,2,"","","","",18,0,1,"",15,"","","","",0,1,"","","","","","",4,952631296,4,0,"","",[],[],[11022],[]
1470,"affliction_receive_flask_debuff_cooldown","",1,"","",[11024],1,2,"","","","",18,0,1,"",15,"","","","",0,1,"","","","","","",4,960233472,4,0,"","",[],[],[11024],[]
1471,"affliction_receive_damage_taken_debuff_cooldown","",1,"","",[11023],1,2,"","","","",18,0,1,"",15,"","","","",0,1,"","","","","","",4,968753152,4,0,"","",[],[],[11023],[]
1472,"recent_minion_buffs","",1,"","","[1910,177,140]",1,2,"","","","",18,0,1,"",1,"",1,1,"",0,1,"","","","","","",4,975699968,4,0,"","",[],[],"[1910,177,140]",[]
1473,"gain_10_aoe_every_second_up_to_50","",1,"","",[],1,1,"","","",1,18,0,1,"",1,"","","","",0,"","GainStatsAtIntervalWhileStationary","","","","","",4,988151808,4,0,"","",[],[],[],[]
1474,"blind_monk","You are significantly less accurate","","","Blinded",[973],1,3,"","","",1,3,170,1,"",2,"",1,1,"",0,"","","","","","","",4,990773248,4,0,"","",[],[],[973],[]
1475,"have_used_a_travel_skill_recently","",1,"","",[11091],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,997457920,4,0,"","",[],[],[11091],[]
1476,"have_cast_a_spell_recently","",1,"","",[11093],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,1003225088,4,0,"","",[],[],[11093],[]
1477,"have_cursed_an_enemy_recently","",1,"","",[11095],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,1009385472,4,0,"","",[],[],[11095],[]
1478,"have_chilled_an_enemy_recently","",1,"","",[11097],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,1015676928,4,0,"","",[],[],[11097],[]
1479,"have_stunned_an_enemy_with_a_two_handed_melee_weapon_recently","",1,"","",[11099],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,1026031616,4,0,"","",[],[],[11099],[]
1480,"have_crit_with_a_two_handed_melee_weapon_recently","",1,"","",[11100],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,1034813440,4,0,"","",[],[],[11100],[]
1481,"have_used_a_brand_skill_recently","",1,"","",[11102],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,1041367040,4,0,"","",[],[],[11102],[]
1482,"have_hit_with_main_hand_weapon_recently","",1,"","",[11104],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,1048838144,4,0,"","",[],[],[11104],[]
1483,"have_hit_with_off_hand_weapon_recently","",1,"","",[11106],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,1056178176,4,0,"","",[],[],[11106],[]
1484,"have_ignited_an_enemy_recently","",1,"","",[11108],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,1062469632,4,0,"","",[],[],[11108],[]
1485,"have_summoned_totem_in_past_2_seconds","",1,"","",[11130],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,1069678592,4,0,"","",[],[],[11130],[]
1486,"cannot_regen_life","",1,"","",[1006],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,1074266112,4,0,"","",[],[],[1006],[]
1487,"nearby_enemies_deal_reduced_damage","",1,"","",[24],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,1081081856,4,0,"","",[],[],[24],[]
1488,"generic_buff_aura","",1,"","",[],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","GenericBuffAura","","","","","",4,1086849024,4,0,"","",[],[],[],[]
1489,"affliction_corpse_degen","You are taking Physical Damage over time","","","Putrefaction",[354],"",3,"","","","",18,1208,"","",2,"",1,1,"",0,"","","","","","","",4,1093009408,4,0,"","",[],[],[354],[]
1490,"hinder_aura","",1,"","",[11557],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","HinderAura","","","","","",4,1098383360,4,0,"","",[],[],[11557],[]
1491,"corpse_sink","",1,"","",[],"",11,"","","","",18,0,1,"",15,"",1,1,"",0,"","CorpseSink","","","","","",4,1102708736,4,0,"","",[],[],[],[]
1492,"orion_beam_bomb_slow","You take 10% increased Damage and are 6% slower for each stack.","","","Corruption of the Awakener","[477,11570]",1,4,1,"","",1,18,1213,1,"",2,"",1,1,"",8,"","","","","","","",4,1119879168,4,0,"",1,[],[],"[477,11570]",[]
1493,"axes_swords_rage_gain_cooldown","",1,"","",[11896],1,2,"","","","",18,0,1,"",15,"","","","",0,1,"","","","","","",4,1127219200,4,0,"","",[],[],[11896],[]
1494,"vomit_chunk_stew","You are slowed for each stack of this Debuff.","","","Explosive Retch",[346],"",4,1,"","","",18,1214,1,"",2,"",1,1,"",5,"","","","","","","",4,1140064256,4,0,"",1,[],[],[346],[]
1495,"spellslinger","You will trigger spells when you fire wand projectiles.","",1,"Spellslinger",[],1,1,"","","","",18,1215,1,"",1,"",1,1,"",0,"","","","","","","",1,1152253952,4,0,"","",[],[],[],[]
1496,"have_crit_with_herald_recently","",1,"","",[11611],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,1157496832,4,0,"","",[],[],[11611],[]
1497,"increased_enemy_elemental_damage_taken_from_item","You take increased Elemental Damage.","","","Elemental Damage Taken Increase",[3504],1,3,"","","","",18,921,1,"",2,"",1,1,"",0,"","","","","","","",4,1175453696,4,0,"","",[],[],[3504],[]
1498,"rune_paint_hidden_teleport_cooldown","",1,"","",[],"",3,"","","","",18,0,1,"",2,"",1,1,"",0,1,"","","","","","",4,1181351936,4,0,"","",[],[],[],[]
1499,"keystone_reactionary_physical_damage_reduction","",1,"","",[1038],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,1188691968,4,0,"","",[],[],[1038],[]
1500,"keystone_reactionary_plus_elemental_max_resist","",1,"","","[141,951]","",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,1198129152,4,0,"","",[],[],"[141,951]",[]
1501,"keystone_reactionary_track_guard_skill_ended_recently","",1,"","",[],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","KeystoneReactionaryTrackGuardSkill","","","","","",4,1212153856,4,0,"","",[],[],[],[]
1502,"keystone_reactionary_damage_taken_pluspercent","",1,"","",[11758],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,1219362816,4,0,"","",[],[],[11758],[]
1503,"glorious_madness","You're going gloriously mad. You will be repeatedly touched in random ways.","","","Glorious Madness","[11746,11747]",1,3,"","","","",18,1190,1,"",15,"",1,1,"",0,"","GloriousMadness","","","","","",4,1239547904,4,0,"","",[],[],"[11746,11747]",[]
1504,"lightning_volatile_slow","You have 30% less action speed.","","","Electrifying Gaze",[11570],1,3,"","","",1,18,1231,1,"",2,"",1,1,"",0,"","","","","","","",4,1252786176,4,0,"","",[],[],[11570],[]
1505,"herald_of_agony_max_virulence_hidden","",1,"","",[11511],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","",1,"","","",4,1259864064,4,0,"","",[],[],[11511],[]
1506,"elemental_warding_buff_fated","You are unaffected by Curses","",1,"Elemental Warding",[7448],1,3,"","","","",18,1296,1,"",1,"",1,1,"",0,"","","","","","","",4,1269825536,4,0,"","",[],[],[7448],[]
1507,"rallying_cry_new_weapon_damage_added","A portion of your ally's weapon damage is being added to you","","","Rallied","[30,45,52,59,66,31,46,53,60,67]",1,3,"","","",1,18,1301,1,"",1,"",1,1,"",0,"","RemoveOnOwnerWeaponSwap","","","","","",4,1298923520,4,0,"","",[],[],"[30,45,52,59,66,31,46,53,60,67]",[]
1508,"infernal_cry","You will explode if you die with this debuff.","","","Infernal Cry",[],1,3,"","","",1,18,1291,1,"",2,"",1,1,"",0,"","","","","","","",4,1319239680,4,0,"","",[],[],[],[]
1509,"enduring_cry_endurance_charge_benefits","You have extra physical damage reduction and elemental resistance for each endurance charge you have.","","","Enduring Cry","[142,446]",1,3,"","","","",18,390,1,"",1,"",1,1,"",0,"","","","","","","",4,1340080128,4,0,"","",[],[],"[142,446]",[]
1510,"rage_regeneration","",1,"","",[],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","RageRegeneration","","","","","",4,1347026944,4,0,"","",[],[],[],[]
1511,"have_changed_stance_recently","",1,"","",[11911],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,1352007680,4,0,"","",[],[],[11911],[]
1512,"seismic_cry","You can stun enemies more easily.","","","Seismic Cry",[108],1,3,"","","","",18,1276,1,"",1,"",1,1,"",0,"","","","","","","",4,1362100224,4,0,"","",[],[],[108],[]
1513,"ancestral_cry","You have bonus melee range and armour.","","","Ancestral Cry","[1234,116,117]",1,3,"","","","",18,1277,1,"",1,"",1,1,"",0,"","","","","","","",4,1375469568,4,0,"","",[],[],"[1234,116,117]",[]
1514,"brand_detonate_buff","","","","[UNUSED] Brand Detonate Buff",[11765],"",3,"","","","",18,928,1,"",1,"",1,1,"",0,"","","","","","","",4,1386348544,4,0,"","",[],[],[11765],[]
1515,"magma_sigil","You are Branded. and will gain energy over time. When the brand is removed, the energy will explode.","","","Penance Brand",[477],1,1,1,"","",1,18,1309,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","","",2,1405485056,4,0,"","",[],[],[477],[]
1516,"immolation_sigil","You are Branded.","","","Wintertide Brand",[477],1,1,1,"","",1,18,1310,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","","",2,1414660096,4,0,"","",[],[],[477],[]
1517,"trigger_sigil","You are Branded.","","","Arcanist Brand",[477],1,1,1,"","",1,18,1311,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","","",2,1420820480,4,0,"","",[],[],[477],[]
1518,"immolation_brand_burn","You are taking cold damage over time from a Wintertide Brand.","","","Wintertide",[1986],1,1,"","","",1,18,1299,1,"",2,"",1,1,"",0,"","","","","","","",4,1435762688,4,0,"","",[],[],[1986],[]
1519,"magma_pustule","You have been energised by a Penance Brand.","","","Penance",[],"",4,1,"",11941,"",18,1281,1,"",2,"",1,1,"",0,"","PenanceBrandCharge","","","","","",4,1448476672,4,0,"","",[],[],[],[]
1520,"immolation_brand_burn_secondary","You are taking cold damage over time from being near an ending Wintertide Brand effect.","","","Wintertide's End",[1986],1,3,"","","",1,18,1300,1,"",2,"",1,1,"",0,"","","","","","","",4,1467875328,4,0,"","",[],[],[1986],[]
1521,"ancestral_slam_big_hit_counter","",1,"","",[],"",1,"","","","",18,0,1,"",15,"",1,1,"",0,"","AncestralSlamBigHitCounter","","","","","",4,1476788224,4,0,"","",[],[],[],[]
1522,"fragile_regrowth","You are gaining Fragile Regrowth over time and will lose it when hit.","","","Fragile Regrowth",[],1,4,1,11968,11969,1,18,1290,1,"",6,"",1,1,"",0,"","","","","","","",4,1490812928,4,0,"","",[],[],[],[]
1523,"fragile_regrowth_generation","",1,"","",[],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","FragileRegrowthGeneration","","","","","",4,1498152960,4,0,"","",[],[],[],[]
1524,"wake_of_destruction","",1,"","",[],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","WakeOfDestruction","","","","","",4,1503395840,4,0,"","",[],[],[],[]
1525,"lightning_resistance_override","",1,"","","[11985,11986]","",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,1509556224,4,0,"","",[],[],"[11985,11986]",[]
1526,"instant_warcry_skill_delay","",1,"","",[],1,2,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,1515323392,4,0,"","",[],[],[],[]
1527,"spectral_wolf_buff","Your Spectral Wolves are granting you additional Physical Damage with Attacks","","","Spectral Pack","[30,31]",1,1,"","","","",18,1316,1,"",1,"",1,1,"",0,"","","","","","","",4,1532362752,4,0,"","",[],[],"[30,31]",[]
1528,"chaos_resistance","",1,"","",[150],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,1537867776,4,0,"","",[],[],[150],[]
1529,"have_cast_dash_recently","",1,"","",[12055],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,1543241728,4,0,"","",[],[],[12055],[]
1530,"harvest_crab_screech_buff","","","","","[1910,177,24]",1,2,"","","","",18,1292,1,"",1,"",1,1,"",0,"","","","","","","",4,1550974976,4,0,"","",[],[],"[1910,177,24]",[]
1531,"harvest_crab_screech_debuff","You take increased Cold Damage.","","","Frigid Roar",[3639],1,2,"","","","",18,1293,1,"",2,"",1,1,"",0,"","","","","","","",4,1564999680,4,0,"","",[],[],[3639],[]
1532,"replenishing_presence_passive_aura","",1,"","",[451],1,1,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,1571815424,4,0,"","",[],[],[451],[]
1533,"harvest_plague_spider_slow","You are slowed.","","","Noxious Fumes",[346],1,2,"","","","",18,1294,1,"",2,"",1,1,"",0,"","","","","","","",4,1581776896,4,0,"","",[],[],[346],[]
1534,"harvest_hulk_enrage","",1,"","","[434,718,70,216]","",1,"","","","",18,1297,1,"",15,"",1,1,"",0,"","","","","","","",4,1589772288,4,0,"","",[],[],"[434,718,70,216]",[]
1535,"generic_buff_aura_not_removed_on_death","",1,"","",[],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","GenericBuffAura","","","","","",4,1599209472,4,0,"","",[],[],[],[]
1536,"ground_profane_enemy","You are on an enemy's Profane Ground, lowering your resistances and making you easier to critically hit.","","","Profane Ground","[12113,9091,7677]","",3,"","","","",18,197,"","",2,"",1,1,"",0,"","RefreshWhenRemoved","","","","","",4,1621229568,4,0,"","",[],[],"[12113,9091,7677]",[]
1537,"unholy_might_while_no_es","You deal extra Chaos Damage, based on your Physical Damage","","","Unholy Might",[5663],1,3,"","","","",18,275,1,1,1,"",1,1,"",0,"","","","","","","",4,1628831744,4,0,"","",[],[],[5663],[]
1538,"dynamo_mana_recovery","",1,"","",[562],1,1,"","","","",18,0,1,1,15,"",1,"","",0,1,"","","","","","",4,1633812480,4,0,"","",[],[],[562],[]
1539,"keystone_oasis","",1,"","Keystone Oasis",[],1,3,"","","","",18,0,1,"",15,"",1,"","",0,"","KeystoneOasis","","","","","",4,1641021440,4,0,"","",[],[],[],[]
1540,"alchemists_genius","Flasks have increased effect on you, and you gain an increased number of Flask Charges.","","","Alchemist's Genius","[12151,460]",1,3,"","","",1,18,1308,1,"",1,"",1,1,"",0,"","","","","","","",4,1659895808,4,0,"","",[],[],"[12151,460]",[]
1541,"harvest_boss_raven_screech","Shocks on you have increased effect and duration, and can increase damage taken to a higher value than normal.","","","Shrill Screech","[3602,205,12200]",1,4,1,"","","",18,1302,1,"",2,"",1,1,"",20,"","","","","","","",4,1685585920,4,0,"","",[],[],"[3602,205,12200]",[]
1542,"have_been_ignited_recently","",1,"","",[12178],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,1693450240,4,0,"","",[],[],[12178],[]
