"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","i32","rid","bool","bool","[i32]","rid","rid","bool","[rid]","i32","i32"
7204,"VilentaBombToss","",[],3,0.04,"",4,[],[],"",0,[],"",2,1000,1026,"","",[],"","","",[],-16843010,-16843010
7205,"DelveQiongqiBombToss","",[],3,0.04,"",4,[],[],"",0,[],"",2,1000,1026,"","",[],"","","",[],-16843010,-16843010
7206,"VultureBombToss","",[],2.5,0.03,"",4,[],[],"",0,[],"",2,1000,1026,"","",[],"","","",[],-16843010,-16843010
7207,"VilentaBombTossFire","",[],2,0.05,"",4,[],[],"",0,[],"",2,1000,1026,"","",[],"","","",[],-16843010,-16843010
7208,"CrabSpiritBurrowPath","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1027,"","",[],"","","",[],-16843010,-16843010
7209,"CrabSpiritCharge","",[],1,0,"",4,[],[],"",0,[],"",2,2800,1028,"","",[],"","","",[],-16843010,-16843010
7210,"CrabSpiritChargeWall","",[],1,0,"",4,[],[],"",0,[],"",2,2800,1028,"","",[],"","","",[],-16843010,-16843010
7211,"FireProjectileRetaliation","",[],3.3333,0.05,"",4,[],[],"",0,[],"",2,1000,1029,"","",[],"","","",[],-16843010,-16843010
7212,"PhysicalProjectileRetaliation","",[],1,0.04,"",4,[],[],"",0,[],"",2,1000,1030,"","",[],"","","",[],-16843010,-16843010
7213,"AvianTornado","",[],2.13,0.0256,"",3,[],[],"",1819192441,[],"",2,650,1031,"","",[],"","","",[],-16843010,-16843010
7214,"LegionSandTornadoes","",[],2.13,0.035,"",4,[],[],"",0,[],"",2,250,69,"","",[],"","","",[],-16843010,-16843010
7215,"AtlasBossEyrieTornadoes","",[],2.13,0.035,"",4,[],[],"",0,[],"",2,250,69,"","",[],"",86,"",[],-16843010,-16843010
7216,"MasterGrantBuffTreasureHunter","",[],1,0,"",4,[],[],"",0,[],"",2,2470,1032,"","",[],"","","",[],-16843010,-16843010
7217,"MasterGrantBuffTreasureHunterTemple","",[],1,0,"",4,[],[],"",0,[],"",2,1200,1032,"",1,[],"","","",[],-16843010,-16843010
7218,"MasterGrantBuffEinhar","",[],1,0,"",4,[],[],"",0,[],"",2,1500,1032,"",1,[],"","","",[],-16843010,-16843010
7219,"TaowuApplyBuff","",[],1,0,"",4,[],[],"",0,[],"",2,1200,1032,"","",[],"","","",[],-16843010,-16843010
7220,"HeistHuckGrantBuff","",[],1,0,"",4,[],[],"",0,[],"",2,1570,1032,"",1,[],23,"","",[],-16843010,-16843010
7221,"SummonPhantasmFadingProjectile","",[],1.01,0.0485,"",4,[],[],"",0,[],"",2,1170,1033,"","",[],"","","",[],-16843010,-16843010
7222,"SummonPhantasmFadingProjectile2","",[],1.01,0.0485,"",4,[],[],"",0,[],"",2,1170,1033,"","",[],"","","",[],-16843010,-16843010
7223,"BetrayalPhantasmFadingProjectile","",[],1.5,0.0375,"",4,[],[],"",0,[],"",2,1170,1033,"","",[],20,"","",[],-16843010,-16843010
7224,"BetrayalPhantasmFadingProjectile2","",[],1.5,0.0375,"",4,[],[],"",0,[],"",2,1170,1033,"","",[],25,"","",[],-16843010,-16843010
7225,"AtlasCruasderJudgeFadingNova","",[],3,0.045,"",4,[],[],"",0,[],"",2,1330,324,"","",[],25,"","",[],-16843010,-16843010
7226,"DelveAbyssCultistFadingProjectile","",[],1.8,0.035,"",4,[],[],"",0,[],"",2,400,324,"","",[],71,"","",[],-16843010,-16843010
7227,"DelveAbyssCultistFadingProjectileCooldown1","",[],2.5,0.035,"",4,[],[],"",0,[],"",2,1200,324,"","",[],22,"","",[],-16843010,-16843010
7228,"DelveAbyssCultistFadingProjectileCooldown2","",[],0.8,0.035,"",4,[],[],"",0,[],"",2,1400,324,"","",[],22,"","",[],-16843010,-16843010
7229,"DelveAbyssCultistFadingProjectileCooldown3","",[],1.1,0.035,"",4,[],[],"",0,[],"",2,1400,324,"","",[],20,"","",[],-16843010,-16843010
7230,"DelveAbyssCultistFadingProjectileCinematic","",[],0.33,0.035,"",4,[],[],"",0,[],"",2,300,1033,"","",[],71,"","",[],-16843010,-16843010
7231,"BestiarySpiderGroundStab","",[],3.3333,0.05,"",4,[],[],"",0,[],"",2,1400,1044,"","",[],"","","",[],-16843010,-16843010
7232,"BestiarySpiderHallucinate","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1045,"","",[],"","","",[],-16843010,-16843010
7233,"LightningCloneRetaliation","",[],1,0,"",4,[],[],"",1124353059,[],"",2,1000,1046,"","",[],"","","",[],-16843010,-16843010
7234,"LightningCloneSuicideExplosion","",[],2.625,0.062,"",4,[],[],"",0,[],"",2,1000,180,"",1,[],"","","",[],-16843010,-16843010
7235,"CaptureMonster","",[],1,0,"",4,[],[],"",-1470074143,[],1,2,1000,1047,"","",[],"","","",[],-16843010,-16843010
7236,"ColdBeamRetaliation","",[],2.2273,0.062,"",4,[],[],"",0,[],"",2,1000,1048,"","",[],"","","",[],-16843010,-16843010
7237,"RabbitSummonTiger","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1049,"","",[],"","","",[],-16843010,-16843010
7238,"GroundCrab","",[],1,0,"",4,[],[],"",0,[],"",2,6000,1050,"","",[],"","","",[],-16843010,-16843010
7239,"AnimateGuardianWeapon","",[],1,0,"",2,[],[],"",2120583448,[],"",2,800,1051,"","",[],"","","",[],-16843010,-16843010
7240,"GroundCrabGeometryAttack","",[],1,0,"",4,[],[],"",0,[],"",2,1000,983,"",1,[],"","","",[],-16843010,-16843010
7241,"BestiarySpiderSpark","",[],1,0.035,"",4,[],[],"",0,[],"",2,3000,69,"","",[],"","","",[],-16843010,-16843010
7242,"BestiarySpiderSparkDaemon","",[],2,0.035,"",4,[],[],"",0,[],"",2,3000,69,"","",[],"","","",[],-16843010,-16843010
7243,"CastAuraBlinding","",[],1.5,0.025,"",4,[],[],"",1071307199,[],"",2,1200,1052,"","",[],"","","",[],-16843010,-16843010
7244,"OnHitWhileCursedTriggeredCurseNova","",[],3,0.05,"",4,[],[],"",2030417013,[],"",2,1000,666,"","",[],"","","",[],-16843010,-16843010
7245,"BestiaryCrabWallRockstorm","",[],2,0.03,"",4,[],[],"",0,[],"",2,1000,124,"","",[],"","","",[],-16843010,-16843010
7246,"BestiarySpiderTeleportSlam","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1017,"","",[],"","","",[],-16843010,-16843010
7247,"ShrapnelTrap","",[],1.7622,0.0299,"",2,[],[],"",687860590,[],"",2,1000,1053,"","",[],"","","",[],-16843010,-16843010
7248,"FlamethrowerTrap","",[],0.1027,0.0589,"",2,[],[],"",2100536980,[],"",2,1000,1056,"","",[],"","","",[],-16843010,-16843010
7249,"UltimatumGuardFlameThrowerTrap","",[],0.1027,0.0589,"",2,[],[],"",840111072,[],"",2,1000,1056,"","",[],"","","",[],-16843010,-16843010
7250,"LightningTowerTrap","",[],0.539,0.0454,"",3,[],[],"",1314759156,[],"",2,1000,1054,"","",[],"","","",[],-16843010,-16843010
7251,"IncursionArchitectLightningTowerTrap","",[],0.625,0.042,"",3,[],[],"",1482491827,[],"",2,1000,1055,"","",[],"","","",[],-16843010,-16843010
7252,"IceSiphonTrap","",[],5.8766,0.0325,"",3,[],[],"",-19674891,[],"",2,1000,1057,"","",[],"","","",[],-16843010,-16843010
7253,"PhysCascadeTrap","",[],1.3231,0.0444,"",2,[],[],"",683099815,[],"",2,1000,1058,"","",[],"","","",[],-16843010,-16843010
7254,"ColdSnap","",[],2.4902,0.0362,"",3,[],[],"",1252310733,[],"",2,850,39,"","",[],"","","",[],-16843010,-16843010
7255,"WetaColdSnapOnDeath","",[],1.375,0.052,"",3,[],[],"",0,[],"",2,850,39,"","",[],"","","",[],-16843010,-16843010
7256,"DelveProtoVaalColdSnap","",[],1.83,0.052,"",3,[],[],"",0,[],"",2,850,39,"","",[],"","","",[],-16843010,-16843010
7257,"RiverBossColdSnapTriggered","",[],1.83,0.052,"",3,[],[],"",0,[],"",2,0,39,"","",[],"","","",[],-16843010,-16843010
7258,"HeistRobotTotemColdSnap","",[],2,0.048,"",3,[],[],"",0,[],"",2,1000,39,"","",[],22,"","",[],-16843010,-16843010
7259,"HeistRobotTotemFireSnap","",[],2,0.048,"",3,[],[],"",0,[],"",2,1000,39,"","",[],22,"","",[],-16843010,-16843010
7260,"VaalColdSnap","",[],3.15,0.0456,"",3,[],[],"",1623858193,[],"",2,850,40,"","",[],"","","",[],-16843010,-16843010
7261,"VaalFleshOffering","",[],1,0,"",3,[],[],"",731411098,[],"",2,800,281,"","",[],"","","",[],-16843010,-16843010
7262,"ChargedDash","",[],1,0,"",2,[],[],"",662189721,[],"",2,1000,853,"","",[],"","","",[],-16843010,-16843010
7263,"VaalEarthquakeOld","",[],1,0,"",1,[],[],"",-1878121303,[],"",2,1000,535,"","",[],"","","",[],-16843010,-16843010
7264,"VaalLightningStrike","",[],0.67,0.0233,"",2,[],[],"",1351499481,[],"",2,1000,128,"","",[],"","","",[],-16843010,-16843010
7265,"MetamorphVaalLightningStrike","",[],0.67,0.0233,"",2,[],[],"",456324714,[],"",2,1000,128,"","",[],"","","",[],-16843010,-16843010
7266,"VaalBlight","",[],4,0.0414,"",3,[],[],"",-98584762,[],"",2,600,607,"","",[],"","","",[],-16843010,-16843010
7267,"VaalBladeVortex","",[],1.25,0.0333,"",2,[],[],"",1477747139,[],"",2,800,496,"","",[],"","","",[],-16843010,-16843010
7268,"ExpandingPulse","",[],4.56,0.04,"",3,[],[],"",0,[],"",2,3170,1059,"","",[],"","","",[],-16843010,-16843010
7269,"SynthesisGolemExpandingPulse","",[],4.56,0.044,"",3,[],[],"",0,[],"",2,1000,1059,"","",[],"","","",[],-16843010,-16843010
7270,"LegionVaalViperRetractingPulse","",[],1.6,0.044,"",3,[],[],"",0,[],"",2,2300,1059,"","",[],32,"","",[],-16843010,-16843010
7271,"MetamorphShocknova","",[],3,0.04,"",3,[],[],"",0,[],"",2,3000,1059,"","",[],"","","",[],-16843010,-16843010
7272,"ExpandingFireCone","",[],0.3101,0.0441,"",3,[],[],"",1554912928,[],"",2,200,207,"","",[],"","","",[],-16843010,-16843010
7273,"RainOfArrows","",[],0,0,"",2,[],[],"",-1340957303,[],"",2,1000,121,"","",[],"","","",[],-16843010,-16843010
7274,"RainOfArrowsOnAttackingWithBow","",[],0,0,"",2,[],[],"",-1777526794,[],"",2,1000,122,"","",[],"","","",[],-16843010,-16843010
7275,"VaalRainOfArrows","",[],1,0,"",2,[],[],"",836415083,[],"",2,1000,123,"","",[],"","","",[],-16843010,-16843010
7276,"SupportGemFrenzyPowerOnTrapTrigger",1,[33],1,0,"F",2,[],[],"",-1756126221,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
7277,"VaalSaucerTurretTriggerMortar","",[],0.95,0.05,"",4,[],[],"",0,[],"",2,1750,384,"","",[],"","","",[],-16843010,-16843010
7278,"VaalSaucerTurretTriggerMortarTrap","",[],0.95,0.05,"",4,[],[],"",0,[],"",2,1000,384,"","",[],"","","",[],-16843010,-16843010
7279,"VaalSaucerTurretTriggerMortarChaining","",[],0.95,0.05,"",4,[],[],"",0,[],"",2,3500,455,"","",[],"","","",[],-16843010,-16843010
7280,"VaalSaucerTurretTriggerBeam","",[],1,0,"",4,[],[],"",0,[],"",2,1750,1061,"","",[],22,"","",[],-16843010,-16843010
7281,"VaalSaucerTurretTriggerMultiBeam","",[],1,0,"",4,[],[],"",0,[],"",2,3500,1061,"","",[],"","","",[],-16843010,-16843010
7282,"SynthesisFinalBossTriggerBeam","",[],2.5,0.0425,"",4,[],[],"",0,[],"",2,2170,1060,"","",[],51,"","",[],-16843010,-16843010
7283,"LegionKaruiSergeantArcherTriggerBeam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1060,"","",[],"","","",[],-16843010,-16843010
7284,"AtlasExileCrusaderTriggerBeam1","",[],2.5,0.0425,"",4,[],[],"",0,[],"",2,1170,1060,"","",[],20,"","",[],-16843010,-16843010
7285,"AtlasExileCrusaderTriggerBeam1Mid","",[],2.5,0.0425,"",4,[],[],"",0,[],"",2,1170,1060,"","",[],25,"","",[],-16843010,-16843010
7286,"AtlasExileCrusaderTriggerBeam1High","",[],2.5,0.0425,"",4,[],[],"",0,[],"",2,1170,1060,"","",[],26,"","",[],-16843010,-16843010
7287,"AtlasExileCrusaderTriggerBeam2","",[],2.5,0.0425,"",4,[],[],"",0,[],"",2,2000,1060,"","",[],24,"","",[],-16843010,-16843010
7288,"AfflictionNoodleMinionTriggerBeam","",[],1.2,0.04,"",4,[],[],"",0,[],"",2,1000,1060,"","",[],"","","",[],-16843010,-16843010
7289,"TBHarvestSquidNoodleBeam","",[],0.5,0.03,"",4,[],[],"",0,[],"",2,1000,1060,"","",[],"","","",[],-16843010,-16843010
7290,"TBHeistMilitaryCasterBallLightning","",[],0.5,0.03,"",4,[],[],"",0,[],"",2,1000,1060,"","",[],"","","",[],-16843010,-16843010
7291,"TBHeistCultistMachineryBeam","",[],1.6,0.04,"",4,[],[],"",0,[],"",2,1000,1060,"","",[],"","","",[],-16843010,-16843010
7292,"TBRitualDischargeBeamFire","",[],1.6,0.04,"",4,[],[],"",0,[],"",2,500,1060,"","",[],"","","",[],-16843010,-16843010
7293,"TBRitualDischargeBeamCold","",[],1.6,0.04,"",4,[],[],"",0,[],"",2,500,1060,"","",[],"","","",[],-16843010,-16843010
7294,"TBRitualDischargeBeamLightning","",[],1.6,0.04,"",4,[],[],"",0,[],"",2,500,1060,"","",[],"","","",[],-16843010,-16843010
7295,"TBMavenMapBeamOrb","",[],1.6,0.04,"",4,[],[],"",0,[],"",2,500,1060,"","",[],"","","",[],-16843010,-16843010
7296,"VaalSaucerTurretInstantAoE","",[],2.5,0.05,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
7297,"VaalSaucerTurretInstantAoEUltimate","",[],2,0.05,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
7298,"VaalSaucerTurretBeacon","",[],1.1111,0.03,"",4,[],[],"",0,[],"",2,1000,360,"","",[],"","","",[],-16843010,-16843010
7299,"VaalSaucerTurretDelayedProjectiles","",[],1.25,0.05,"",4,[],[],"",0,[],"",2,1000,1062,"","",[],"","","",[],-16843010,-16843010
7300,"VaalSaucerTurretDelayedProjectilesUltimate","",[],1.25,0.05,"",4,[],[],"",0,[],"",2,1000,1062,"","",[],"","","",[],-16843010,-16843010
7301,"VaalSaucerTurretLightningMechanism","",[],1.25,0.03,"",4,[],[],"",0,[],"",2,1000,982,"","",[],"","","",[],-16843010,-16843010
7302,"VaalSaucerTurretGroundLaser","",[],0.4,0.05,"",4,[],[],"",0,[],"",2,100,1063,"","",[],"","","",[],-16843010,-16843010
7303,"VaalSaucerTurretMortarSummon","",[],0.95,0.05,"",4,[],[],"",0,[],"",2,1170,577,"","",[],"","","",[],-16843010,-16843010
7304,"VaalSaucerTurretMortarSummonGhosts","",[],0.95,0.05,"",4,[],[],"",0,[],"",2,1170,577,"","",[],32,"","",[],-16843010,-16843010
7305,"VaalSaucerTurretMortarSummonManyGhosts","",[],0.95,0.05,"",4,[],[],"",0,[],"",2,3500,577,"","",[],28,"","",[],-16843010,-16843010
7306,"VaalSaucerBasicFireMortar","",[],0.95,0.05,"",4,[],[],"",0,[],"",2,1170,384,"","",[],"","","",[],-16843010,-16843010
7307,"VaalSaucerBasicLightningMortar","",[],0.95,0.05,"",4,[],[],"",0,[],"",2,1170,384,"","",[],"","","",[],-16843010,-16843010
7308,"VaalSaucerTurretSkyBeam","",[],0.48,0.05,"",4,[],[],"",0,[],"",2,4000,794,"","",[],"","","",[],-16843010,-16843010
7309,"VaalDoubleStrike","",[],1,0.0233,"",2,[],[],"",-1691146925,[],"",2,1000,17,"","",[],"","","",[],-16843010,-16843010
7310,"VaalDetonateDead","",[],6.04,0.034,"",2,[],[],"",1075133967,[],"",2,600,30,"","",[],"","","",[],-16843010,-16843010
7311,"GroundSlam","",[],0.67,0.0233,"",1,[],[],"",946602590,[],"",2,1000,4,"","",[],"","","",[],-16843010,-16843010
7312,"InfernalBlow","",[],0.67,0.0233,"",1,[],[],"",1406689818,[],"",2,1000,75,"","",[],"","","",[],-16843010,-16843010
7313,"VaalGroundSlam","",[],0.67,0.0233,"",1,[],[],"",-1704950457,[],"",2,1000,5,"","",[],"","","",[],-16843010,-16843010
7314,"ArchitectHealingBeam","",[],1,0,"",3,[],[],"",0,[],"",2,1000,1064,"","",[],"","","",[],-16843010,-16843010
7315,"BetrayalHealingBeam","",[],1,0,"",3,[],[],"",0,[],"",2,1000,1064,"","",[],"","","",[],-16843010,-16843010
7316,"VaalAncestralWarchief","",[],1,0,"",1,[],[],"",2020477389,[],"",2,1000,643,"","",[],"","","",[],-16843010,-16843010
7317,"ArchitectComboStompLightning","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1066,"","",[],"","","",[],-16843010,-16843010
7318,"ArchitectBloodExplosion","",[],1.3,0.045,"",4,[],[],"",0,[],"",2,3600,1067,"","",[],"","","",[],-16843010,-16843010
7319,"DelveVaalWraithBloodExplosion","",[],2.5,0.045,"",4,[],[],"",0,[],"",2,3600,1067,"","",[],"","","",[],-16843010,-16843010
7320,"DelveArchitectBloodExplosion","",[],1.95,0.04,"",4,[],[],"",0,[],"",2,3000,1067,"","",[],"","","",[],-16843010,-16843010
7321,"VaalRighteousFire","",[],1,0,"",3,[],[],"",-571777077,[],"",2,0,50,"","",[],"","","",[],-16843010,-16843010
7322,"ArchitectBloodBeam","",[],1.4,0.028,"",4,[],[],"",0,[],"",2,3430,1068,"","",[],"","","",[],-16843010,-16843010
7323,"RitualColdDaemonSpinBeam","",[],7,0.047,"",4,[],[],"",0,[],"",2,3430,1068,"","",[],"","","",[],-16843010,-16843010
7324,"RitualColdDaemonSpinBeamUber","",[],7,0.047,"",4,[],[],"",0,[],"",2,3430,1068,"","",[],"","","",[],-16843010,-16843010
7325,"VaalSaucerTranslateRotate1","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],-16843010,-16843010
7326,"VaalSaucerTranslateRotate2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],-16843010,-16843010
7327,"VaalSaucerTranslateRotate3","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],-16843010,-16843010
7328,"VaalSaucerTranslateRotate4","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],-16843010,-16843010
7329,"VaalSaucerTranslateRotate5","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],-16843010,-16843010
7330,"VaalSaucerTranslateRotate6","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],-16843010,-16843010
7331,"VaalSaucerTranslateRotate7","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1070,"","",[],"","","",[],-16843010,-16843010
7332,"VaalSaucerTranslateRotate8","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1070,"","",[],"","","",[],-16843010,-16843010
7333,"VaalSaucerTranslateRotate9","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1070,"","",[],"","","",[],-16843010,-16843010
7334,"VaalSaucerTranslateRotate10","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1070,"","",[],"","","",[],-16843010,-16843010
7335,"VaalSaucerTranslateRotate11","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1070,"","",[],"","","",[],-16843010,-16843010
7336,"VaalSaucerTranslateRotate12","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1070,"","",[],"","","",[],-16843010,-16843010
7337,"VaalSaucerTranslateRotate13","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],-16843010,-16843010
7338,"VaalSaucerTranslateRotate14","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],-16843010,-16843010
7339,"VaalSaucerTranslateRotate15","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],-16843010,-16843010
7340,"VaalSaucerTranslateRotate16","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],-16843010,-16843010
7341,"VaalSaucerTranslateToMiddle","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1071,"","",[],"","","",[],-16843010,-16843010
7342,"VaalSaucerTranslateRotateFlamethrower","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],-16843010,-16843010
7343,"VaalSaucerTranslateRotateFlamethrower2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],-16843010,-16843010
7344,"VaalSaucerTranslateRotateDamageWave","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1073,"","",[],"","","",[],-16843010,-16843010
7345,"VaalSaucerTurretFrontalDamageWave","",[],4.56,0.05,"",4,[],[],"",0,[],"",2,8000,1075,"","",[],33,"","",[],-16843010,-16843010
7346,"VaalSaucerTurretFrontalFlamethrower","",[],2.7,0.04,"",4,[],[],"",0,[],"",2,1000,1074,"","",[],"","","",[],-16843010,-16843010
7347,"DelveLightTranslateRotate1","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],-16843010,-16843010
7348,"DelveLightTranslateRotate2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1070,"","",[],"","","",[],-16843010,-16843010
7349,"DelveLightTranslateRotateLich1","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],-16843010,-16843010
7350,"DelveLightTranslateRotateLich2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],-16843010,-16843010
7351,"MachinariumTranslateRotateRocks","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],-16843010,-16843010
7352,"MachinariumTranslateRotateSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],-16843010,-16843010
7353,"MachinariumTranslateRotateBeam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],-16843010,-16843010
7354,"MachinariumTranslateRotateWait","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1070,"","",[],"","","",[],-16843010,-16843010
7355,"DelveTalismanTranslateRotate","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],-16843010,-16843010
7356,"VaalEarthquake","",[],1.5,0.0233,"",1,[],[],"",-492074104,[],"",2,1000,536,"","",[],"","","",[],-16843010,-16843010
7357,"ConsecratedPath","",[],1,0,"",1,[],[],"",325987390,[],"",2,1000,1077,"","",[],"","","",[],-16843010,-16843010
7358,"BetrayalElreonConsecratedPath","",[],1,0,"",1,[],[],"",0,[],"",2,1500,1077,"","",[],32,"","",[],-16843010,-16843010
7359,"Smite","",[],0.6,0.028,"",1,[],[],"",1389174793,[],"",2,1000,1078,"","",[],"","","",[],-16843010,-16843010
7360,"Flare","",[],1,0,"",4,[],[],"",1371263269,[],"",2,0,1079,"","",[],40,"","",[],-16843010,-16843010
7361,"DelveLightEMP","",[],2,0.03,"",4,[],[],"",0,[],"",2,3000,1080,"","",[],"","","",[],-16843010,-16843010
7362,"DelveLithomancerRevive","",[],1,0,"",4,[],[],"",0,[],"",2,2000,1080,"","",[],32,"","",[],-16843010,-16843010
7363,"BetrayalNecromancerZombieEnrage","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1080,"","",[],"","","",[],-16843010,-16843010
7364,"BetrayalModHealingNova","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1080,"","",[],"","","",[],-16843010,-16843010
7365,"BetrayalRinDeceleratingProjectileDetonation","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1080,"","",[],"","","",[],-16843010,-16843010
7366,"BetrayalCatarinaRevive","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1080,"","",[],32,"","",[],-16843010,-16843010
7367,"BetrayalCatarinaRevive2","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1080,"","",[],32,"","",[],-16843010,-16843010
7368,"BetrayalCatarinaUnearthTransition","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1080,"","",[],32,"","",[],-16843010,-16843010
7369,"BetrayalCatarinaBlackflameIgnite","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1080,"","",[],32,"","",[],-16843010,-16843010
7370,"SynthesisGuardian2ProjectileTransition","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1080,"","",[],"","","",[],-16843010,-16843010
7371,"SynthesisGuardian3ProjectileTransition","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1080,"","",[],"","","",[],-16843010,-16843010
7372,"SynthesisGuardian3ProjectileTransitionSingle","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1080,"","",[],"","","",[],-16843010,-16843010
7373,"SynthesisGuardian3ProjectileTransitionVolley","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1080,"","",[],"","","",[],-16843010,-16843010
7374,"BetrayalModUpgradeVines","",[],1,0,"",4,[],[],"",0,[],"",2,500,1080,"","",[],22,"","",[],-16843010,-16843010
7375,"SynthesisSoulstealerDroneEnrage","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1080,"","",[],"","","",[],-16843010,-16843010
7376,"SynthesisSoulstealerBombDetonate","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1080,"","",[],"","","",[],-16843010,-16843010
7377,"LegionTemplarCasterDetonate","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1080,"","",[],"","","",[],-16843010,-16843010
7378,"SynthesisSoulstealerGuardian2DroneActivate1","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1080,"","",[],"","","",[],-16843010,-16843010
7379,"SynthesisSoulstealerGuardian2DroneActivate2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1080,"","",[],"","","",[],-16843010,-16843010
7380,"SynthesisSoulstealerGuardian2DroneActivate3","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1080,"","",[],"","","",[],-16843010,-16843010
7381,"SynthesisSoulstealerGuardian2DroneActivate4","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1080,"","",[],"","","",[],-16843010,-16843010
7382,"SynthesisSoulstealerGuardian2DroneActivate5","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1080,"","",[],"","","",[],-16843010,-16843010
7383,"SynthesisSoulstealerGuardianDroneDeactivate","",[],1,0,"",4,[],[],"",0,[],"",2,100,1080,"","",[],58,"","",[],-16843010,-16843010
7384,"SynthesisSoulstealerGuardianRemoveBuff","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1080,"","",[],"","","",[],-16843010,-16843010
7385,"BetrayalModUpgradeVinesExplode","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1081,"","",[],22,"","",[],-16843010,-16843010
7386,"LegionKaruiSergeantGealExplode","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1080,"","",[],"","","",[],-16843010,-16843010
7387,"LegionVaalViperCoreExplosion","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1080,"","",[],"","","",[],-16843010,-16843010
7388,"ExperimenterBossMassRaiseZombie","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1080,"","",[],"","","",[],-16843010,-16843010
7389,"ExperimenterEnrageDemon","",[],1,0,"",4,[],[],"",0,[],"",2,1003,1080,"","",[],45,"","",[],-16843010,-16843010
7390,"LegionMarakethGeneralScreech","",[],1,0,"",4,[],[],"",0,[],"",2,1500,1080,"","",[],35,"","",[],-16843010,-16843010
