"rownum","BetrayalDialogueCueKey","i32","i32","i32","i32","i32","[i32]","rid","i32","rid","[rid]","rid","bool","[i32]","[rid]","bool","[i32]","rid","[rid]"
956,2,0,0,0,7,2,[],5,1000,"",[],"","",[],[],1,[],3340,[]
957,2,0,0,0,7,3,[],10,1000,"",[],"","",[],[],1,[],3341,[]
958,2,0,0,0,7,4,[],11,1000,"",[],"","",[],[],1,[],3342,[]
959,2,0,0,0,7,5,[],15,1000,"",[],"","",[],[],1,[],3343,[]
960,2,0,0,0,7,6,[],"",100,"",[],"","",[],[],"",[],3344,[]
961,2,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],3345,[]
962,2,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],3346,[]
963,2,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],3347,[]
964,2,0,0,0,12,0,[],"",100,"",[1],"","",[],[],"",[],3348,[]
965,2,0,0,0,12,1,[],"",100,"",[2],"","",[],[],"",[],3349,[]
966,2,0,0,0,12,2,[],"",100,"",[0],"","",[],[],"",[],3350,[]
967,2,0,0,0,14,0,[],"",100,"",[],"","",[],[],"",[],3351,[]
968,2,0,0,0,0,15,[9],"",100,"",[],"",1,[],[],"",[],3352,[]
969,2,0,0,0,4,3,[],"",100,"",[],"",1,[],[],"",[],3353,[]
970,2,0,0,0,5,11,[],"",100,"",[],"",1,[],[],"",[],3354,[]
971,2,0,0,0,9,6,[],"",100,"",[],"",1,[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3355,[]
972,2,0,0,0,11,3,[],"",100,"",[],"",1,[],[],"",[],3356,[]
973,3,0,0,0,0,0,[],"",100,"",[],"","",[],[],1,[9],3362,[]
974,3,0,0,0,0,1,[],"",100,1,[],"","",[],[],"",[],3363,[]
975,3,0,0,0,0,2,[],"",100,2,[],"","",[],[],"",[],3364,[]
976,3,0,0,0,0,3,[],"",100,4,[],"","",[],[],"",[],3365,[]
977,3,0,0,0,0,4,[],"",100,3,[],"","",[],[],"",[],3366,[]
978,3,0,0,0,0,5,[1],"",300,"",[],"","",[],[],"",[],3367,[]
979,3,0,0,0,0,6,[3],"",300,"",[],"","",[],[],"",[],3368,[]
980,3,0,0,0,0,7,[5],"",300,"",[],"","",[],[],"",[],3369,[]
981,3,0,0,0,0,8,[6],"",300,"",[],"","",[],[],"",[],3370,[]
982,3,0,0,0,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],3371,[]
983,3,0,0,0,0,10,[],"",100,"",[],13,"",[],[],"",[],3372,[]
984,3,0,0,0,0,11,[],"",100,"",[],28,"",[],[],"",[],3373,[]
985,3,0,0,0,0,12,[],"",100,"",[],19,"",[],[],"",[],3374,[]
986,3,0,0,0,0,13,[],"",100,"",[],34,"",[],[],"",[],3375,[]
987,3,0,0,0,0,14,[],"",100,"",[],1,"",[],[],"",[],3376,[]
988,3,0,0,0,13,0,[],"",100,"",[],"","",[],[],1,[],3377,[]
989,3,0,0,0,1,0,[],"",100,1,[],"","",[],[],"",[],3378,[]
990,3,0,0,0,1,1,[],"",100,2,[],"","",[],[],"",[],3379,[]
991,3,0,0,0,1,2,[],"",100,4,[],"","",[],[],"",[],3380,[]
992,3,0,0,0,1,3,[],"",100,3,[],"","",[],[],"",[],3381,[]
993,3,0,0,0,1,4,[],"",100,"",[],"","",[],[],"",[],3382,[]
994,3,0,0,0,1,5,[],"",100,"",[],"","",[7],[],"",[],3383,[]
995,3,0,0,0,1,6,[],2,1000,"","[1,2]","","",[],[],1,[],3384,[]
996,3,0,0,0,1,7,[],4,1000,"","[1,2]","","",[],[],1,[],3385,[]
997,3,0,0,0,1,8,[],10,1000,"","[1,2]","","",[],[],1,[],3386,[]
998,3,0,0,0,1,9,[],12,1000,"","[1,2]","","",[],[],1,[],3387,[]
999,3,0,0,0,1,10,[],17,1000,"","[1,2]","","",[],[],1,[],3388,[]
1000,3,0,0,0,1,11,[],"",100,"","[1,2]","","",[],[],"",[],3389,[]
1001,3,0,0,0,1,12,[],"",100,1,[0],"","",[],[],"",[],3390,[]
1002,3,0,0,0,1,13,[],"",100,2,[0],"","",[],[],"",[],3391,[]
1003,3,0,0,0,1,14,[],"",100,4,[0],"","",[],[],"",[],3392,[]
1004,3,0,0,0,1,15,[],"",100,3,[0],"","",[],[],"",[],3393,[]
1005,3,0,0,0,1,16,[],4,1000,"",[0],"","",[],[],1,[],3394,[]
1006,3,0,0,0,1,17,[],5,1000,"",[0],"","",[],[],1,[],3395,[]
1007,3,0,0,0,1,18,[],10,1000,"",[0],"","",[],[],1,[],3396,[]
1008,3,0,0,0,1,19,[],15,1000,"",[0],"","",[],[],1,[],3397,[]
1009,3,0,0,0,1,20,[],17,1000,"",[0],"","",[],[],1,[],3398,[]
1010,3,0,0,0,1,21,[],"",100,"",[0],"","",[],[],"",[],3399,[]
1011,3,0,0,0,2,0,[],"",100,1,[0],"","",[],[],"",[],3400,[]
1012,3,0,0,0,2,1,[],"",100,2,[0],"","",[],[],"",[],3401,[]
1013,3,0,0,0,2,2,[],"",100,4,[0],"","",[],[],"",[],3402,[]
1014,3,0,0,0,2,3,[],"",100,3,[0],"","",[],[],"",[],3403,[]
1015,3,0,0,0,2,4,[],1,1000,"",[0],"","",[],[],1,[],3404,[]
1016,3,0,0,0,2,5,[],7,1000,"",[0],"","",[],[],1,[],3405,[]
1017,3,0,0,0,2,6,[],4,1000,"",[0],"","",[],[],1,[],3406,[]
1018,3,0,0,0,2,7,[],8,1000,"",[0],"","",[],[],1,[],3407,[]
1019,3,0,0,0,2,8,[],6,1000,"",[0],"","",[],[],1,[],3408,[]
1020,3,0,0,0,2,9,[],11,1000,"",[0],"","",[],[],1,[],3409,[]
1021,3,0,0,0,2,10,[],17,1000,"",[0],"","",[],[],1,[],3410,[]
1022,3,0,0,0,2,11,[],"",100,"",[0],"","",[],[],"",[],3411,[]
1023,3,0,0,0,1,22,[7],"",100,1,[],"","",[],[],"",[],3412,[]
1024,3,0,0,0,1,23,[7],"",100,2,[],"","",[],[],"",[],3413,[]
1025,3,0,0,0,1,24,[7],"",100,4,[],"","",[],[],"",[],3414,[]
1026,3,0,0,0,1,25,[7],"",100,3,[],"","",[],[],"",[],3415,[]
1027,3,0,0,0,1,26,[7],7,1000,"",[],"","",[],[],1,[],3416,[]
1028,3,0,0,0,1,27,[7],4,1000,"",[],"","",[],[],1,[],3417,[]
1029,3,0,0,0,1,28,[7],10,1000,"",[],"","",[],[],1,[],3418,[]
1030,3,0,0,0,1,29,[7],12,1000,"",[],"","",[],[],1,[],3419,[]
1031,3,0,0,0,1,30,[7],17,1000,"",[],"","",[],[],1,[],3420,[]
1032,3,0,0,0,1,31,[7],"",100,"",[],"","",[],[],"",[],3421,[]
1033,3,0,0,0,3,0,[],"",100,1,[],"","",[],[],"",[],3422,[]
1034,3,0,0,0,3,1,[],"",100,2,[],"","",[],[],"",[],3423,[]
1035,3,0,0,0,3,2,[],"",100,4,[],"","",[],[],"",[],3424,[]
1036,3,0,0,0,3,3,[],"",100,3,[],"","",[],[],"",[],3425,[]
1037,3,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],3426,[]
1038,3,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],3427,[]
1039,3,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],3428,[]
1040,3,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],3429,[]
1041,3,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],3430,[]
1042,3,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],3431,[]
1043,3,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],3432,[]
1044,3,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],3433,[]
1045,3,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],3434,[]
1046,3,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],3435,[]
1047,3,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],3436,[]
1048,3,0,0,0,5,8,"[4,2]","",300,"",[],"","",[],[],"",[],3437,[]
1049,3,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3438,[]
1050,3,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],3439,[]
1051,3,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3440,[]
1052,3,0,0,0,8,1,[],"",300,"",[],"","",[],[3],"",[],3441,[]
1053,3,0,0,0,8,2,[],"",300,"",[],"","",[],[7],"",[],3442,[]
1054,3,0,0,0,8,3,[],"",300,"",[],"","",[],[4],"",[],3443,[]
1055,3,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],3444,[]
1056,3,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],3445,[]
1057,3,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22,13,14,15]","",[],3446,[]
1058,3,0,0,0,9,0,[],"",100,"",[],"","",[],[3],"",[],3447,[]
1059,3,0,0,0,9,1,[],"",100,"",[],"","",[],[7],"",[],3448,[]
1060,3,0,0,0,9,2,[],"",100,"",[],"","",[],[4],"",[],3449,[]
1061,3,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],3450,[]
1062,3,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8,13,14,15]","",[],3451,[]
1063,3,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3452,[]
1064,3,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],3453,[]
1065,3,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],3454,[]
1066,3,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],3455,[]
1067,3,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],3456,[]
1068,3,0,0,0,6,4,[],1,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3457,[]
1069,3,0,0,0,6,5,[],4,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3458,[]
1070,3,0,0,0,6,6,[],5,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3459,[]
1071,3,0,0,0,6,7,[],6,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3460,[]
1072,3,0,0,0,6,8,[],15,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3461,[]
1073,3,0,0,0,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],3462,[]
1074,3,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],3463,[]
1075,3,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],3464,[]
1076,3,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],3465,[]
1077,3,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],3466,[]
1078,3,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],3467,[]
1079,3,0,0,0,7,1,[],1,1000,"",[],"","",[],[],1,[],3468,[]
1080,3,0,0,0,7,2,[],8,1000,"",[],"","",[],[],1,[],3469,[]
1081,3,0,0,0,7,3,[],12,1000,"",[],"","",[],[],1,[],3470,[]
1082,3,0,0,0,7,4,[],15,1000,"",[],"","",[],[],1,[],3471,[]
1083,3,0,0,0,7,5,[],16,1000,"",[],"","",[],[],1,[],3472,[]
1084,3,0,0,0,7,6,[],"",100,"",[],"","",[],[],"",[],3473,[]
1085,3,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],3474,[]
1086,3,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],3475,[]
1087,3,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],3476,[]
1088,3,0,0,0,12,0,[],"",100,"",[1],"","",[],[],"",[],3477,[]
1089,3,0,0,0,12,1,[],"",100,"",[2],"","",[],[],"",[],3478,[]
1090,3,0,0,0,12,2,[],"",100,"",[0],"","",[],[],"",[],3479,[]
1091,3,0,0,0,14,0,[],"",100,"",[],"","",[],[],"",[],3480,[]
1092,3,0,0,0,0,15,[9],"",100,"",[],"",1,[],[],"",[],3481,[]
1093,3,0,0,0,4,3,[],"",100,"",[],"",1,[],[],"",[],3482,[]
1094,3,0,0,0,5,11,[],"",100,"",[],"",1,[],[],"",[],3483,[]
1095,3,0,0,0,9,6,[],"",100,"",[],"",1,[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3484,[]
1096,3,0,0,0,11,3,[],"",100,"",[],"",1,[],[],"",[],3485,[]
1097,5,0,0,0,0,0,[],"",100,"",[],"","",[],[],1,[9],3491,[]
1098,5,0,0,0,0,1,[],"",100,1,[],"","",[],[],"",[],3492,[]
1099,5,0,0,0,0,2,[],"",100,2,[],"","",[],[],"",[],3493,[]
1100,5,0,0,0,0,3,[],"",100,4,[],"","",[],[],"",[],3494,[]
1101,5,0,0,0,0,4,[],"",100,3,[],"","",[],[],"",[],3495,[]
1102,5,0,0,0,0,5,[1],"",300,"",[],"","",[],[],"",[],3496,[]
1103,5,0,0,0,0,6,[3],"",300,"",[],"","",[],[],"",[],3497,[]
1104,5,0,0,0,0,7,[5],"",300,"",[],"","",[],[],"",[],3498,[]
1105,5,0,0,0,0,8,[6],"",300,"",[],"","",[],[],"",[],3499,[]
1106,5,0,0,0,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],3500,[]
1107,5,0,0,0,0,10,[],"",100,"",[],3,"",[],[],"",[],3501,[]
1108,5,0,0,0,0,11,[],"",100,"",[],17,"",[],[],"",[],3502,[]
1109,5,0,0,0,0,12,[],"",100,"",[],25,"",[],[],"",[],3503,[]
1110,5,0,0,0,0,13,[],"",100,"",[],43,"",[],[],"",[],3504,[]
1111,5,0,0,0,0,14,[],"",100,"",[],44,"",[],[],"",[],3505,[]
1112,5,0,0,0,13,0,[],"",100,"",[],"","",[],[],1,[],3506,[]
1113,5,0,0,0,1,0,[],"",100,1,[],"","",[],[],"",[],3507,[]
1114,5,0,0,0,1,1,[],"",100,2,[],"","",[],[],"",[],3508,[]
1115,5,0,0,0,1,2,[],"",100,4,[],"","",[],[],"",[],3509,[]
1116,5,0,0,0,1,3,[],"",100,3,[],"","",[],[],"",[],3510,[]
1117,5,0,0,0,1,4,[],"",100,"",[],"","",[],[],"",[],3511,[]
1118,5,0,0,0,1,5,[],1,100,"","[1,2]","","",[],[],1,[],3512,[]
1119,5,0,0,0,1,6,[],3,1000,"","[1,2]","","",[],[],1,[],3513,[]
1120,5,0,0,0,1,7,[],4,1000,"","[1,2]","","",[],[],1,[],3514,[]
1121,5,0,0,0,1,8,[],11,1000,"","[1,2]","","",[],[],1,[],3515,[]
1122,5,0,0,0,1,9,[],16,1000,"","[1,2]","","",[],[],1,[],3516,[]
1123,5,0,0,0,1,10,[],"",1000,"","[1,2]","","",[],[],"",[],3517,[]
1124,5,0,0,0,1,11,[7],"",100,"","[1,2]","","",[],[],"",[],3518,[]
1125,5,0,0,0,1,12,[],"",100,1,[0],"","",[],[],"",[],3519,[]
1126,5,0,0,0,1,13,[],"",100,2,[0],"","",[],[],"",[],3520,[]
1127,5,0,0,0,1,14,[],"",100,4,[0],"","",[],[],"",[],3521,[]
1128,5,0,0,0,1,15,[],"",100,3,[0],"","",[],[],"",[],3522,[]
1129,5,0,0,0,1,16,[],7,1000,"",[0],"","",[],[],1,[],3523,[]
1130,5,0,0,0,1,17,[],2,1000,"",[0],"","",[],[],1,[],3524,[]
1131,5,0,0,0,1,18,[],9,1000,"",[0],"","",[],[],1,[],3525,[]
1132,5,0,0,0,1,19,[],11,1000,"",[0],"","",[],[],1,[],3526,[]
1133,5,0,0,0,1,20,[],16,1000,"",[0],"","",[],[],1,[],3527,[]
1134,5,0,0,0,1,21,[],"",100,"",[0],"","",[],[],"",[],3528,[]
1135,5,0,0,0,2,0,[],"",100,1,[0],"","",[],[],"",[],3529,[]
1136,5,0,0,0,2,1,[],"",100,2,[0],"","",[],[],"",[],3530,[]
1137,5,0,0,0,2,2,[],"",100,4,[0],"","",[],[],"",[],3531,[]
1138,5,0,0,0,2,3,[],"",100,3,[0],"","",[],[],"",[],3532,[]
1139,5,0,0,0,2,4,[],7,1000,"",[0],"","",[],[],1,[],3533,[]
1140,5,0,0,0,2,5,[],2,1000,"",[0],"","",[],[],1,[],3534,[]
1141,5,0,0,0,2,6,[],3,1000,"",[0],"","",[],[],1,[],3535,[]
1142,5,0,0,0,2,7,[],4,1000,"",[0],"","",[],[],1,[],3536,[]
1143,5,0,0,0,2,8,[],11,1000,"",[0],"","",[],[],1,[],3537,[]
1144,5,0,0,0,2,9,[],"",100,"",[0],"","",[],[],"",[],3538,[]
1145,5,0,0,0,1,22,[7],"",100,1,[],"","",[],[],"",[],3539,[]
1146,5,0,0,0,1,23,[7],"",100,2,[],"","",[],[],"",[],3540,[]
1147,5,0,0,0,1,24,[7],"",100,4,[],"","",[],[],"",[],3541,[]
1148,5,0,0,0,1,25,[7],"",100,3,[],"","",[],[],"",[],3542,[]
1149,5,0,0,0,1,26,[7],2,1000,"",[],"","",[],[],1,[],3543,[]
1150,5,0,0,0,1,27,[7],10,1000,"",[],"","",[],[],1,[],3544,[]
1151,5,0,0,0,1,28,[7],12,1000,"",[],"","",[],[],1,[],3545,[]
1152,5,0,0,0,1,29,[7],0,1000,"",[],"","",[],[],1,[],3546,[]
1153,5,0,0,0,1,30,[7],16,1000,"",[],"","",[],[],1,[],3547,[]
1154,5,0,0,0,1,31,[7],"",100,"",[],"","",[],[],"",[],3548,[]
1155,5,0,0,0,3,0,[],"",100,1,[],"","",[],[],"",[],3549,[]
1156,5,0,0,0,3,1,[],"",100,2,[],"","",[],[],"",[],3550,[]
1157,5,0,0,0,3,2,[],"",100,4,[],"","",[],[],"",[],3551,[]
1158,5,0,0,0,3,3,[],"",100,3,[],"","",[],[],"",[],3552,[]
1159,5,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],3553,[]
1160,5,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],3554,[]
1161,5,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],3555,[]
1162,5,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],3556,[]
1163,5,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],3557,[]
1164,5,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],3558,[]
1165,5,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],3559,[]
1166,5,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],3560,[]
1167,5,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],3561,[]
1168,5,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],3562,[]
1169,5,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],3563,[]
1170,5,0,0,0,5,8,"[4,2]","",300,"",[],"","",[],[],"",[],3564,[]
1171,5,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3565,[]
1172,5,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],3566,[]
1173,5,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3567,[]
1174,5,0,0,0,8,1,[],"",300,"",[],"","",[],[3],"",[],3568,[]
1175,5,0,0,0,8,2,[],"",300,"",[],"","",[],[7],"",[],3569,[]
1176,5,0,0,0,8,3,[],"",300,"",[],"","",[],[4],"",[],3570,[]
1177,5,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],3571,[]
1178,5,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],3572,[]
1179,5,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22,13,14,15]","",[],3573,[]
1180,5,0,0,0,9,0,[],"",100,"",[],"","",[],"[3,13,14,15]","",[],3574,[]
1181,5,0,0,0,9,1,[],"",100,"",[],"","",[],[7],"",[],3575,[]
1182,5,0,0,0,9,2,[],"",100,"",[],"","",[],[4],"",[],3576,[]
1183,5,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],3577,[]
1184,5,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],3578,[]
1185,5,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3579,[]
1186,5,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],3580,[]
1187,5,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],3581,[]
1188,5,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],3582,[]
1189,5,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],3583,[]
1190,5,0,0,0,6,4,[],2,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3584,[]
1191,5,0,0,0,6,5,[],9,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3585,[]
1192,5,0,0,0,6,6,[],11,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3586,[]
1193,5,0,0,0,6,7,[],12,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3587,[]
1194,5,0,0,0,6,8,[],16,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3588,[]
1195,5,0,0,0,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],3589,[]
1196,5,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],3590,[]
1197,5,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],3591,[]
1198,5,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],3592,[]
1199,5,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],3593,[]
1200,5,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],3594,[]
1201,5,0,0,0,7,1,[],3,1000,"",[],"","",[],[],1,[],3595,[]
1202,5,0,0,0,7,2,[],4,1000,"",[],"","",[],[],1,[],3596,[]
1203,5,0,0,0,7,3,[],9,1000,"",[],"","",[],[],1,[],3597,[]
1204,5,0,0,0,7,4,[],11,1000,"",[],"","",[],[],1,[],3598,[]
1205,5,0,0,0,7,5,[],12,1000,"",[],"","",[],[],1,[],3599,[]
1206,5,0,0,0,7,6,[],"",100,"",[],"","",[],[],"",[],3600,[]
1207,5,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],3601,[]
1208,5,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],3602,[]
1209,5,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],3603,[]
1210,5,0,0,0,12,0,[],"",100,"",[1],"","",[],[],"",[],3604,[]
1211,5,0,0,0,12,1,[],"",100,"",[2],"","",[],[],"",[],3605,[]
1212,5,0,0,0,12,2,[],"",100,"",[0],"","",[],[],"",[],3606,[]
1213,5,0,0,0,14,0,[],"",100,"",[],"","",[],[],"",[],3607,[]
1214,5,0,0,0,0,15,[9],"",100,"",[],"",1,[],[],"",[],3608,[]
1215,5,0,0,0,12,3,[],"",100,"",[],"",1,[],[],"",[],3609,[]
1216,5,0,0,0,5,11,[],"",100,"",[],"",1,[],[],"",[],3610,[]
1217,5,0,0,0,5,12,[7],"",100,"",[],"",1,[],[],"",[],3611,[]
1218,5,0,0,0,11,3,[],"",100,"",[],"",1,[],[],"",[],3612,[]
1219,8,0,0,0,0,0,[],"",100,"",[],"","",[],[],1,[9],3618,[]
1220,8,0,0,0,0,1,[],"",100,1,[],"","",[],[],"",[],3619,[]
1221,8,0,0,0,0,2,[],"",100,2,[],"","",[],[],"",[],3620,[]
1222,8,0,0,0,0,3,[],"",100,4,[],"","",[],[],"",[],3621,[]
1223,8,0,0,0,0,4,[],"",100,3,[],"","",[],[],"",[],3622,[]
1224,8,0,0,0,0,5,[1],"",300,"",[],"","",[],[],"",[],3623,[]
1225,8,0,0,0,0,6,[3],"",300,"",[],"","",[],[],"",[],3624,[]
1226,8,0,0,0,0,7,[5],"",300,"",[],"","",[],[],"",[],3625,[]
1227,8,0,0,0,0,8,[6],"",300,"",[],"","",[],[],"",[],3626,[]
1228,8,0,0,0,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],3627,[]
1229,8,0,0,0,0,10,[],"",100,"",[],8,"",[],[],"",[],3628,[]
1230,8,0,0,0,0,11,[],"",100,"",[],46,"",[],[],"",[],3629,[]
1231,8,0,0,0,0,12,[],"",100,"",[],19,"",[],[],"",[],3630,[]
1232,8,0,0,0,0,13,[],"",100,"",[],40,"",[],[],"",[],3631,[]
1233,8,0,0,0,0,14,[],"",100,"",[],22,"",[],[],"",[],3632,[]
1234,8,0,0,0,13,0,[],"",100,"",[],"","",[],[],1,[],3633,[]
1235,8,0,0,0,1,0,[],"",100,1,[],"","",[],[],"",[],3634,[]
1236,8,0,0,0,1,1,[],"",100,2,[],"","",[],[],"",[],3635,[]
1237,8,0,0,0,1,2,[],"",100,4,[],"","",[],[],"",[],3636,[]
1238,8,0,0,0,1,3,[],"",100,3,[],"","",[],[],"",[],3637,[]
1239,8,0,0,0,1,4,[],"",100,"",[],"","",[],[],"",[],3638,[]
1240,8,0,0,0,1,5,[7],"",100,"","[1,2]","","",[],[],"",[],3639,[]
1241,8,0,0,0,1,6,[],7,1000,"","[1,2]","","",[],[],1,[],3640,[]
1242,8,0,0,0,1,7,[],10,1000,"","[1,2]","","",[],[],1,[],3641,[]
1243,8,0,0,0,1,8,[],13,1000,"","[1,2]","","",[],[],1,[],3642,[]
1244,8,0,0,0,1,9,[],14,1000,"","[1,2]","","",[],[],1,[],3643,[]
1245,8,0,0,0,1,10,[],"",100,"","[1,2]","","",[],[],"",[],3644,[]
1246,8,0,0,0,1,11,[],17,1000,"","[1,2]","","",[],[],1,[],3645,[]
1247,8,0,0,0,1,12,[],"",100,1,[0],"","",[],[],"",[],3646,[]
1248,8,0,0,0,1,13,[],"",100,2,[0],"","",[],[],"",[],3647,[]
1249,8,0,0,0,1,14,[],"",100,4,[0],"","",[],[],"",[],3648,[]
1250,8,0,0,0,1,15,[],"",100,3,[0],"","",[],[],"",[],3649,[]
1251,8,0,0,0,1,16,[],3,1000,"",[0],"","",[],[],1,[],3650,[]
1252,8,0,0,0,1,17,[],9,1000,"",[0],"","",[],[],1,[],3651,[]
1253,8,0,0,0,1,18,[],12,1000,"",[0],"","",[],[],1,[],3652,[]
1254,8,0,0,0,1,19,[],13,1000,"",[0],"","",[],[],1,[],3653,[]
1255,8,0,0,0,1,20,[],14,1000,"",[0],"","",[],[],1,[],3654,[]
1256,8,0,0,0,1,21,[],"",100,"",[0],"","",[],[],"",[],3655,[]
1257,8,0,0,0,2,0,[],"",100,1,[0],"","",[],[],"",[],3656,[]
1258,8,0,0,0,2,1,[],"",100,2,[0],"","",[],[],"",[],3657,[]
1259,8,0,0,0,2,2,[],"",100,4,[0],"","",[],[],"",[],3658,[]
1260,8,0,0,0,2,3,[],"",100,3,[0],"","",[],[],"",[],3659,[]
1261,8,0,0,0,2,4,[],4,1000,"",[0],"","",[],[],1,[],3660,[]
1262,8,0,0,0,2,5,[],12,1000,"",[0],"","",[],[],1,[],3661,[]
1263,8,0,0,0,2,6,[],13,1000,"",[0],"","",[],[],1,[],3662,[]
1264,8,0,0,0,2,7,[],14,1000,"",[0],"","",[],[],1,[],3663,[]
1265,8,0,0,0,2,8,[],"",100,"",[0],"","",[],[],"",[],3664,[]
1266,8,0,0,0,1,22,[7],"",100,1,[],"","",[],[],"",[],3665,[]
1267,8,0,0,0,1,23,[7],"",100,2,[],"","",[],[],"",[],3666,[]
1268,8,0,0,0,1,24,[7],"",100,4,[],"","",[],[],"",[],3667,[]
1269,8,0,0,0,1,25,[7],"",100,3,[],"","",[],[],"",[],3668,[]
1270,8,0,0,0,1,26,[7],1,1000,"",[],"","",[],[],1,[],3669,[]
