"rownum","Id","Icon_DDSFile","StatsKeys","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","CharactersKeys","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItemsKey","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","Reminder_ClientStringsKeys","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffsKeys","GrantedEffectsPerLevelKey","bool","i32","bool","bool","bool","bool","bool","bool"
2891,"affliction_jewel_slot1974_5","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,51198,"Small Jewel Socket",[],"","","","","",1,"","",[],0,"","",0,[],"","",1,1,"","","","",""
2892,"affliction_jewel_slot1974_6","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,61666,"Small Jewel Socket",[],"","","","","",1,"","",[],0,"","",0,[],"","",1,1,"","","","",""
2893,"affliction_jewel_slot1976_1","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,6910,"Medium Jewel Socket",[],"","","","","",1,"","",[],0,"","",0,[],"","",1,1,"","","","",""
2894,"affliction_jewel_slot1976_2","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,49684,"Medium Jewel Socket",[],"","","","","",1,"","",[],0,"","",0,[],"","",1,1,"","","","",""
2895,"affliction_jewel_slot1976_3","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,33753,"Medium Jewel Socket",[],"","","","","",1,"","",[],0,"","",0,[],"","",1,1,"","","","",""
2896,"affliction_jewel_slot1976_4__","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,18436,"Small Jewel Socket",[],"","","","","",1,"","",[],0,"","",0,[],"","",1,1,"","","","",""
2897,"affliction_jewel_slot1976_5","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,11150,"Small Jewel Socket",[],"","","","","",1,"","",[],0,"","",0,[],"","",1,1,"","","","",""
2898,"affliction_jewel_slot1976_6","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,22748,"Small Jewel Socket",[],"","","","","",1,"","",[],0,"","",0,[],"","",1,1,"","","","",""
2899,"affliction_jewel_slot1979_1","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,64583,"Medium Jewel Socket",[],"","","","","",1,"","",[],0,"","",0,[],"","",1,1,"","","","",""
2900,"affliction_jewel_slot1979_2","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,61288,"Medium Jewel Socket",[],"","","","","",1,"","",[],0,"","",0,[],"","",1,1,"","","","",""
2901,"affliction_jewel_slot1979_3","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,13170,"Medium Jewel Socket",[],"","","","","",1,"","",[],0,"","",0,[],"","",1,1,"","","","",""
2902,"affliction_jewel_slot1979_4","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,9797,"Small Jewel Socket",[],"","","","","",1,"","",[],0,"","",0,[],"","",1,1,"","","","",""
2903,"affliction_jewel_slot1979_5","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,41876,"Small Jewel Socket",[],"","","","","",1,"","",[],0,"","",0,[],"","",1,1,"","","","",""
2904,"affliction_jewel_slot1979_6","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,59585,"Small Jewel Socket",[],"","","","","",1,"","",[],0,"","",0,[],"","",1,1,"","","","",""
2905,"jewel_slot1969_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,43989,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2906,"jewel_slot1970_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,25134,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2907,"jewel_slot1971_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,30275,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2908,"jewel_slot1974_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,28650,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2909,"jewel_slot1976_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,48132,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2910,"jewel_slot1979_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,18756,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2911,"affliction_jewel_slot1969_1_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,55706,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2912,"affliction_jewel_slot1969_2_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,26661,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2913,"affliction_jewel_slot1969_3_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,13201,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2914,"affliction_jewel_slot1969_4_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,40114,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2915,"affliction_jewel_slot1969_5_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,18361,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2916,"affliction_jewel_slot1969_6_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,7956,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2917,"affliction_jewel_slot1970_1_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,51233,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2918,"affliction_jewel_slot1970_2_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,57194,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2919,"affliction_jewel_slot1970_3_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,35853,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2920,"affliction_jewel_slot1970_4_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,35313,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2921,"affliction_jewel_slot1970_5_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,44470,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2922,"affliction_jewel_slot1970_6_proxy_","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,37147,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2923,"affliction_jewel_slot1971_1_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,25441,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2924,"affliction_jewel_slot1971_2_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,28018,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2925,"affliction_jewel_slot1971_3_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,53203,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2926,"affliction_jewel_slot1971_4_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,3854,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2927,"affliction_jewel_slot1971_5_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,49951,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2928,"affliction_jewel_slot1971_6_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,22046,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2929,"affliction_jewel_slot1974_1_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,37898,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2930,"affliction_jewel_slot1974_2_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,64166,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2931,"affliction_jewel_slot1974_3_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,58355,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2932,"affliction_jewel_slot1974_4_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,48128,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2933,"affliction_jewel_slot1974_5_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,27475,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2934,"affliction_jewel_slot1974_6_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,35070,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2935,"affliction_jewel_slot1976_1_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,35926,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2936,"affliction_jewel_slot1976_2_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,33833,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2937,"affliction_jewel_slot1976_3_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,50179,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2938,"affliction_jewel_slot1976_4_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,36414,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2939,"affliction_jewel_slot1976_5_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,10643,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2940,"affliction_jewel_slot1976_6_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,56439,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2941,"affliction_jewel_slot1979_1_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,58194,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2942,"affliction_jewel_slot1979_2_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,34013,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2943,"affliction_jewel_slot1979_3_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,24452,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2944,"affliction_jewel_slot1979_4_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,63754,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2945,"affliction_jewel_slot1979_5_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,54600,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2946,"affliction_jewel_slot1979_6_proxy","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,27819,"Position Proxy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"",1,"","","",""
2947,"affliction_empty_node_","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,43715,"Nothingness",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"","","","",""
2948,"affliction_mastery_axe_and_sword_damage","Art/2DArt/SkillIcons/passives/AltMasteryGroupSwordAndAxe.dds",[],0,0,0,0,44810,"Axe and Sword Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2949,"affliction_mastery_mace_and_staff_damage","Art/2DArt/SkillIcons/passives/AltMasteryGroupMaceAndStaff.dds",[],0,0,0,0,43130,"Mace and Staff Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2950,"affliction_mastery_dagger_and_claw_damage_","Art/2DArt/SkillIcons/passives/AltDaggerClawDamageMastery.dds",[],0,0,0,0,42783,"Dagger and Claw Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2951,"affliction_mastery_bow_damage","Art/2DArt/SkillIcons/passives/AltMasteryGroupBow.dds",[],0,0,0,0,54935,"Bow Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2952,"affliction_mastery_wand_damage","Art/2DArt/SkillIcons/passives/AltMasteryGroupWand.dds",[],0,0,0,0,38334,"Wand Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2953,"affliction_mastery_damage_with_two_handed_melee_weapons","Art/2DArt/SkillIcons/passives/AltMasteryGroupTwoHands.dds",[],0,0,0,0,52606,"Damage with Two Handed Melee Weapons Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2954,"affliction_mastery_attack_damage_while_dual_wielding_","Art/2DArt/SkillIcons/passives/AltMasteryGroupDualWield.dds",[],0,0,0,0,44100,"Attack Damage while Dual Wielding Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2955,"affliction_mastery_attack_damage_while_holding_a_shield","Art/2DArt/SkillIcons/passives/AltMasteryGroupShield.dds",[],0,0,0,0,25429,"Attack Damage while holding a Shield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2956,"affliction_mastery_attack_damage_","Art/2DArt/SkillIcons/passives/AltAttackDamageMastery.dds",[],0,0,0,0,54888,"Attack Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2957,"affliction_mastery_spell_damage","Art/2DArt/SkillIcons/passives/AltMasteryGroupCast.dds",[],0,0,0,0,21841,"Spell Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2958,"affliction_mastery_elemental_damage","Art/2DArt/SkillIcons/passives/AltMasteryElementalDamage.dds",[],0,0,0,0,44078,"Elemental Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2959,"affliction_mastery_physical_damage","Art/2DArt/SkillIcons/passives/AltMasteryPhysicalDamage.dds",[],0,0,0,0,58618,"Physical Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2960,"affliction_mastery_fire_damage","Art/2DArt/SkillIcons/passives/AltMasteryGroupFire.dds",[],0,0,0,0,43904,"Fire Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2961,"affliction_mastery_lightning_damage","Art/2DArt/SkillIcons/passives/AltMasteryGroupLightning.dds",[],0,0,0,0,15015,"Lightning Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2962,"affliction_mastery_cold_damage","Art/2DArt/SkillIcons/passives/AltMasteryGroupCold.dds",[],0,0,0,0,37977,"Cold Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2963,"affliction_mastery_chaos_damage","Art/2DArt/SkillIcons/passives/AltMasteryChaos.dds",[],0,0,0,0,12117,"Chaos Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2964,"affliction_mastery_minion_damage","Art/2DArt/SkillIcons/passives/AltMasteryGroupMinions.dds",[],0,0,0,0,16351,"Minion Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2965,"affliction_mastery_fire_damage_over_time_multiplier","Art/2DArt/SkillIcons/passives/AltFireDamageMastery.dds",[],0,0,0,0,57049,"Fire Damage over Time Multiplier Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2966,"affliction_mastery_chaos_damage_over_time_multiplier","Art/2DArt/SkillIcons/passives/AltChaosDamageMastery.dds",[],0,0,0,0,40036,"Chaos Damage over Time Multiplier Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2967,"affliction_mastery_physical_damage_over_time_multiplier","Art/2DArt/SkillIcons/passives/AltBloodMastery.dds",[],0,0,0,0,20314,"Physical Damage over Time Multiplier Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2968,"affliction_mastery_cold_damage_over_time_multiplier","Art/2DArt/SkillIcons/passives/AltColdDamageMastery.dds",[],0,0,0,0,40966,"Cold Damage over Time Multiplier Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2969,"affliction_mastery_damage_over_time_multiplier_","Art/2DArt/SkillIcons/passives/AltDamageOverTimeMultiplierMastery.dds",[],0,0,0,0,48978,"Damage over Time Multiplier Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2970,"affliction_mastery_effect_of_non-damaging_ailments","Art/2DArt/SkillIcons/passives/AltNonDamagingAilmentsMastery.dds",[],0,0,0,0,45462,"Effect of Non-Damaging Ailments Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2971,"affliction_mastery_aura_effect","Art/2DArt/SkillIcons/passives/AltMasteryAuras.dds",[],0,0,0,0,2054,"Aura Effect Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2972,"affliction_mastery_curse_effect","Art/2DArt/SkillIcons/passives/AltMasteryCurse.dds",[],0,0,0,0,32642,"Curse Effect Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2973,"affliction_mastery_damage_while_you_have_a_herald","Art/2DArt/SkillIcons/passives/AltDamageWithHeraldMastery.dds",[],0,0,0,0,33431,"Damage while you have a Herald Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2974,"affliction_mastery_minion_damage_while_you_have_a_herald","Art/2DArt/SkillIcons/passives/AltMinionDamageHeraldMastery.dds",[],0,0,0,0,37971,"Minion Damage while you have a Herald Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2975,"affliction_mastery_warcry_buff_effect","Art/2DArt/SkillIcons/passives/AltWarcryMastery.dds",[],0,0,0,0,10118,"Warcry Buff Effect Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2976,"affliction_mastery_critical_chance","Art/2DArt/SkillIcons/passives/AltMasteryGroupCrit.dds",[],0,0,0,0,2510,"Critical Chance Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2977,"affliction_mastery_minion_life","Art/2DArt/SkillIcons/passives/AltMasteryGroupMinions.dds",[],0,0,0,0,14933,"Minion Life Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2978,"affliction_mastery_area_damage","Art/2DArt/SkillIcons/passives/AltAreaDamageMastery.dds",[],0,0,0,0,63454,"Area Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2979,"affliction_mastery_projectile_damage","Art/2DArt/SkillIcons/passives/AltMasteryProjectiles.dds",[],0,0,0,0,7883,"Projectile Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2980,"affliction_mastery_trap_and_mine_damage","Art/2DArt/SkillIcons/passives/AltMasteryTraps.dds",[],0,0,0,0,45474,"Trap and Mine Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2981,"affliction_mastery_totem_damage","Art/2DArt/SkillIcons/passives/AltMasteryTotem.dds",[],0,0,0,0,16808,"Totem Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2982,"affliction_mastery_brand_damage","Art/2DArt/SkillIcons/passives/AltMasteryBrand.dds",[],0,0,0,0,49424,"Brand Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2983,"affliction_mastery_channelling_skill_damage","Art/2DArt/SkillIcons/passives/AltMasteryChannelling.dds",[],0,0,0,0,10576,"Channelling Skill Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2984,"affliction_mastery_flask_duration","Art/2DArt/SkillIcons/passives/AltMasteryFlasks.dds",[],0,0,0,0,27397,"Flask Duration Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2985,"affliction_mastery_life_and_mana_recovery_from_flasks","Art/2DArt/SkillIcons/passives/AltMasteryFlasks.dds",[],0,0,0,0,45259,"Life and Mana recovery from Flasks Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2986,"affliction_mastery_maximum_life","Art/2DArt/SkillIcons/passives/AltMasteryBlank.dds",[],0,0,0,0,35248,"Life Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2987,"affliction_mastery_maximum_energy_shield","Art/2DArt/SkillIcons/passives/AltMasteryBlank.dds",[],0,0,0,0,36213,"Energy Shield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2988,"affliction_mastery_maximum_mana","Art/2DArt/SkillIcons/passives/AltMasteryBlank.dds",[],0,0,0,0,15121,"Mana Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2989,"affliction_mastery_armour","Art/2DArt/SkillIcons/passives/AltMasteryBlank.dds",[],0,0,0,0,47079,"Armour Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2990,"affliction_mastery_evasion","Art/2DArt/SkillIcons/passives/AltMasteryBlank.dds",[],0,0,0,0,8842,"Evasion Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2991,"affliction_mastery_chance_to_block_attack_damage","Art/2DArt/SkillIcons/passives/AltMasteryBlank.dds",[],0,0,0,0,43351,"Chance to Block Attack Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2992,"affliction_mastery_chance_to_block_spell_damage","Art/2DArt/SkillIcons/passives/AltMasteryBlank.dds",[],0,0,0,0,14650,"Chance to Block Spell Damage Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2993,"affliction_mastery_fire_resistance","Art/2DArt/SkillIcons/passives/AltMasteryBlank.dds",[],0,0,0,0,29483,"Fire Resistance Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2994,"affliction_mastery_cold_resistance","Art/2DArt/SkillIcons/passives/AltMasteryBlank.dds",[],0,0,0,0,6503,"Cold Resistance Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2995,"affliction_mastery_lightning_resistance","Art/2DArt/SkillIcons/passives/AltMasteryBlank.dds",[],0,0,0,0,61289,"Lightning Resistance Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2996,"affliction_mastery_chaos_resistance","Art/2DArt/SkillIcons/passives/AltMasteryBlank.dds",[],0,0,0,0,61532,"Chaos Resistance Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2997,"affliction_mastery_chance_to_dodge_attacks","Art/2DArt/SkillIcons/passives/AltMasteryBlank.dds",[],0,0,0,0,20930,"Chance to Dodge Attacks Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2998,"atlas_start_node","",[],0,0,0,0,29045,"",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",""
2999,"atlas_lex_proxima_niko1","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNode2.dds","[13365,13368]",3,30,0,0,28468,"Niko Favour and Delve Mission Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",""
3000,"atlas_lex_proxima_niko2","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNode2.dds","[13365,13368]",3,30,0,0,50748,"Niko Favour and Delve Mission Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",""
3001,"atlas_lex_proxima_niko3_","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNotable1.dds","[13367,13366]",10,20,0,0,34467,"Rich Veins",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",""
3002,"atlas_lex_proxima_niko6","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNotable2.dds","[13369,13370,14228]",15,35,1,0,14416,"Packed with Energy",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",""
3003,"atlas_lex_proxima_niko7","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNotable3.dds","[13371,13372,13373]",200,350,500,0,29830,"Sulphite Infusion",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",""
3004,"atlas_lex_proxima_niko8","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNode2.dds","[13365,13368]",3,30,0,0,64131,"Delve Mission Chance and Niko Favour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",""
3005,"atlas_lex_proxima_breach1","Art/2DArt/SkillIcons/passives/AtlasTrees/BreachNode2.dds",[13375],3,0,0,0,15509,"Breach Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",""
3006,"atlas_lex_proxima_breach3","Art/2DArt/SkillIcons/passives/AtlasTrees/BreachNode2.dds",[13375],3,0,0,0,13926,"Breach Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",""
3007,"atlas_lex_proxima_breach4","Art/2DArt/SkillIcons/passives/AtlasTrees/BreachNode2.dds",[13375],3,0,0,0,19649,"Breach Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",""
3008,"atlas_lex_proxima_breach6","Art/2DArt/SkillIcons/passives/AtlasTrees/BreachNotable3.dds","[13379,13376,13377]",5,1,100,0,40164,"Gatekeepers",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",""
3009,"atlas_lex_proxima_breach7","Art/2DArt/SkillIcons/passives/AtlasTrees/BreachNotable4.dds","[13380,13381,5490]",50,30,30,0,27070,"Invading Force",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",""
3010,"atlas_lex_proxima_breach8","Art/2DArt/SkillIcons/passives/AtlasTrees/BreachNotable2.dds","[13384,13385,13386,13379]",1,3,9,5,19088,"Within Their Grasp",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",""
