"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","i32","SoundEffectsKey","NormalPurchase_BaseItemTypesKeys","NormalPurchase_Costs","MagicPurchase_BaseItemTypesKeys","MagicPurchase_Costs","TagsKeys","ModDomainsKey","IsDropDisabled","ItemVisualIdentityKey","i32","[rid]","[i32]","[i32]","[i32]","[i32]","row","rid","bool","[rid]","rid","[rid]","i32","i32","bool","rid","rid","rid"
5535,"Metadata/Items/Maps/MapWorldsSpiderForest",35,1,1,"Spider Forest Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[],[],[],[],"[33,465,65]",5,"",5702,1070918699,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5536,"Metadata/Items/Maps/MapWorldsCoves",35,1,1,"Coves Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[],[],[],[],"[33,465,62,66]",5,"",5724,-1977701533,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5537,"Metadata/Items/Maps/MapWorldsWaterways",35,1,1,"Waterways Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[],[],[],[],"[33,69]",5,"",5765,1510254681,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5538,"Metadata/Items/Maps/MapWorldsFactory",35,1,1,"Factory Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[],[],[],[],"[33,69]",5,"",5670,1517532549,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5539,"Metadata/Items/Maps/MapWorldsMesa",35,1,1,"Mesa Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[],[],[],[],"[33,465,67,64]",5,"",5690,-98513348,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5540,"Metadata/Items/Maps/MapWorldsPit",35,1,1,"Pit Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[],[],[],[],"[33,465,69]",5,"",5691,-1561156140,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5541,"Metadata/Items/Maps/MapWorldsDrySea",35,1,1,"Dry Sea Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[33,465,62]",5,"",5665,1991198074,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5542,"Metadata/Items/Maps/MapWorldsDefiledCathedral",35,1,1,"Defiled Cathedral Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[33,465,63,68,69,61,160]",5,"",5796,1645413444,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5543,"Metadata/Items/Maps/MapWorldsSummit",35,1,1,"Summit Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[33,465,67,160]",5,"",5791,1107913075,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5544,"Metadata/Items/Maps/MapWorldsOvergrownShrine",35,1,1,"Overgrown Shrine Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[33,61,68]",5,"",5729,212726326,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5545,"Metadata/Items/Maps/MapWorldsCastleRuins",35,1,1,"Castle Ruins Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[33,465,65]",5,"",5708,1109252507,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5546,"Metadata/Items/Maps/MapWorldsCrystalOre",35,1,1,"Crystal Ore Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[33,61,64]",5,"",5666,1262310716,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5547,"Metadata/Items/Maps/MapWorldsVilla",35,1,1,"Villa Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[33,465,61,63,68,69]",5,"",5685,256908550,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5548,"Metadata/Items/Maps/MapWorldsTortureChamber",35,1,1,"Primordial Blocks Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[33,465,63,160,69,68]",5,"",5745,594932837,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5549,"Metadata/Items/Maps/MapWorldsNecropolis",35,1,1,"Necropolis Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[33,61,63]",5,"",5751,-1629271951,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5550,"Metadata/Items/Maps/MapWorldsRacecourse",35,1,1,"Racecourse Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[33,465,69]",5,"",5699,1150851955,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5551,"Metadata/Items/Maps/MapWorldsCaldera",35,1,1,"Caldera Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[33,64,67]",5,"",5773,1346100331,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5552,"Metadata/Items/Maps/MapWorldsGhetto",35,1,1,"Ghetto Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[33,465,69,66]",5,"",5671,131198211,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5553,"Metadata/Items/Maps/MapWorldsPark",35,1,1,"Park Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[33,465,69,65]",5,"",5801,-137110233,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5554,"Metadata/Items/Maps/MapWorldsMalformation",35,1,1,"Malformation Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[33,64,67,61]",5,"",5736,2014030969,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5555,"Metadata/Items/Maps/MapWorldsTerrace",35,1,1,"Terrace Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[33,465,69,160]",5,"",5760,967523948,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5556,"Metadata/Items/Maps/MapWorldsShrine",35,1,1,"Shrine Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[33,465,68,63,61]",5,"",5770,1098905019,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5557,"Metadata/Items/Maps/MapWorldsArsenal",35,1,1,"Arsenal Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[33,465,69,63]",5,"",5734,-525110638,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5558,"Metadata/Items/Maps/MapWorldsDesertSpring",35,1,1,"Desert Spring Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[33,465,62,65,160]",5,"",5672,925833100,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5559,"Metadata/Items/Maps/MapWorldsCore",35,1,1,"Core Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[33,64,67,61]",5,"",5775,-703851608,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5560,"Metadata/Items/Maps/MapWorldsColosseum",35,1,1,"Colosseum Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[33,69]",5,"",5774,-1598273148,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5561,"Metadata/Items/Maps/MapWorldsAcidLakes",35,1,1,"Acid Caverns Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[33,66,67,61,64]",5,"",5681,307298133,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5562,"Metadata/Items/Maps/MapWorldsDarkForest",35,1,1,"Dark Forest Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[33,465,65]",5,"",5777,700326327,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5563,"Metadata/Items/Maps/MapWorldsCrimsonTemple",35,1,1,"Crimson Temple Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[33,465,68,61]",5,"",5817,-1032997228,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5564,"Metadata/Items/Maps/MapWorldsPlaza",35,1,1,"Plaza Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[33,465,65,68,66]",5,"",5761,1026309139,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5565,"Metadata/Items/Maps/MapWorldsDig",35,1,1,"Dig Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[33,465,67,160]",5,"",5813,-326163273,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5566,"Metadata/Items/Maps/MapWorldsPalace",35,1,1,"Palace Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[33,465,61,63,68,69]",5,"",5769,-1116574876,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5567,"Metadata/Items/Maps/MapWorldsLavaLake",35,1,1,"Lava Lake Map","Metadata/Items/Maps/AbstractMap",82,"",[],1,"",[],[],[],[],"[33,465,62,65,160]",5,"",5792,1256790256,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5568,"Metadata/Items/Maps/MapWorldsBasilica",35,1,1,"Basilica Map","Metadata/Items/Maps/AbstractMap",82,"",[],1,"",[],[],[],[],"[33,465,69,68,63,61,160]",5,"",5795,1123284120,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5569,"Metadata/Items/Maps/MapWorldsSunkenCity",35,1,1,"Sunken City Map","Metadata/Items/Maps/AbstractMap",82,"",[],1,"",[],[],[],[],"[33,61,63,68,160]",5,"",5790,-1644674044,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5570,"Metadata/Items/Maps/MapWorldsReef",35,1,1,"Reef Map","Metadata/Items/Maps/AbstractMap",82,"",[],1,"",[],[],[],[],"[33,465,62,66,160]",5,"",5731,-838664393,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5571,"Metadata/Items/Maps/MapWorldsCarcass",35,1,1,"Carcass Map","Metadata/Items/Maps/AbstractMap",82,"",[],1,"",[],[],[],[],"[33,66,64,67,61]",5,"",5789,449751178,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5572,"Metadata/Items/Maps/MapWorldsStagnation",35,1,1,"Stagnation Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[],[],[],[],"[33,465,65]",5,"",5697,2030620147,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5573,"Metadata/Items/Maps/MapWorldsBrambleValley",35,1,1,"Bramble Valley Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[33,465,67,160]",5,"",5719,225993355,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5574,"Metadata/Items/Maps/MapWorldsSilo",35,1,1,"Silo Map","Metadata/Items/Maps/AbstractMap",72,"",[],1,"",[],[],[],[],"[33,465,63,61,160]",5,"",5776,1750613623,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5575,"Metadata/Items/Maps/MapWorldsChimera",35,1,1,"Pit of the Chimera Map","Metadata/Items/Maps/AbstractMap",83,"",[13917],1,"",[],[],[],[],"[33,69,160]",5,"",5779,-1753907263,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5576,"Metadata/Items/Maps/MapWorldsHydra",35,1,1,"Lair of the Hydra Map","Metadata/Items/Maps/AbstractMap",83,"",[13917],1,"",[],[],[],[],"[33,61,63,66,160]",5,"",5780,-390995563,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5577,"Metadata/Items/Maps/MapWorldsMinotaur",35,1,1,"Maze of the Minotaur Map","Metadata/Items/Maps/AbstractMap",83,"",[13917],1,"",[],[],[],[],"[33,64,160]",5,"",5781,-1735857688,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5578,"Metadata/Items/Maps/MapWorldsPhoenix",35,1,1,"Forge of the Phoenix Map","Metadata/Items/Maps/AbstractMap",83,"",[13917],1,"",[],[],[],[],"[33,61,63,160]",5,"",5782,-162877225,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5579,"Metadata/Items/Maps/MapWorldsShapersRealm",35,1,1,"The Shaper's Realm","Metadata/Items/Maps/AbstractMap",84,"",[],1,"",[],[],[],[],"[33,68,160]",5,1,5783,-1293064551,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5580,"Metadata/Items/Maps/MapWorldsVaalTemple",35,1,1,"Vaal Temple Map","Metadata/Items/Maps/AbstractMap",83,"",[],1,"",[32],[30],"[32,7]","[30,1]","[33,61,63,68,160]",5,"",5784,1996865418,[],"[32,0]","[30,1]",[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","",""
5581,"Metadata/Items/Maps/MapWorldsHarbingerLow",35,1,1,"Harbinger Map","Metadata/Items/Maps/AbstractMap",72,"",[],1,"",[],[],[],[],"[62,33]",5,"",5785,1372014403,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5582,"Metadata/Items/Maps/MapWorldsHarbingerMid",35,1,1,"Harbinger Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[],[],[],[],"[62,33]",5,"",5786,-875036422,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5583,"Metadata/Items/Maps/MapWorldsHarbingerHigh",35,1,1,"Harbinger Map","Metadata/Items/Maps/AbstractMap",82,"",[],1,"",[],[],[],[],"[62,33]",5,"",5787,-1631990136,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5584,"Metadata/Items/Maps/MapWorldsHarbingerUber",35,1,1,"Harbinger Map","Metadata/Items/Maps/AbstractMap",83,"",[],1,"",[],[],[],[],"[62,33]",5,"",5787,-285629050,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5585,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMarkOfTheWarriorWings",40,1,1,"Mark of the Warrior Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,309,1138282997,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",2,"",""
5586,"Metadata/Items/MapFragments/VaalFragment1_1",38,1,1,"Sacrifice at Midnight","Metadata/Items/MapFragments/AbstractMapFragment",60,345,[6919],1,"",[],[],[],[],[83],14,1,7051,-1654772535,[],[],[],[],[],264,"","",[],"",[],5608,0,"","","",""
5587,"Metadata/Items/MapFragments/VaalFragment1_2",38,1,1,"Sacrifice at Dawn","Metadata/Items/MapFragments/AbstractMapFragment",36,346,[6919],1,"",[],[],[],[],[83],14,1,7052,1646666626,[],[],[],[],[],264,"","",[],"",[],5609,0,"","","",""
5588,"Metadata/Items/MapFragments/VaalFragment1_3",38,1,1,"Sacrifice at Noon","Metadata/Items/MapFragments/AbstractMapFragment",36,347,[6919],1,"",[],[],[],[],[83],14,1,7053,-987197387,[],[],[],[],[],264,"","",[],"",[],5610,0,"","","",""
5589,"Metadata/Items/MapFragments/VaalFragment1_4",38,1,1,"Sacrifice at Dusk","Metadata/Items/MapFragments/AbstractMapFragment",36,348,[6919],1,"",[],[],[],[],[83],14,1,7054,1562005898,[],[],[],[],[],264,"","",[],"",[],5611,0,"","","",""
5590,"Metadata/Items/MapFragments/VaalFragment2_1",38,1,1,"Mortal Rage","Metadata/Items/MapFragments/AbstractMapFragment",70,349,[6920],1,"",[],[],[],[],[84],14,1,7056,1242305218,[],[],[],[],[],264,"","",[],"",[],5613,0,"","","",""
5591,"Metadata/Items/MapFragments/VaalFragment2_2",38,1,1,"Mortal Hope","Metadata/Items/MapFragments/AbstractMapFragment",70,350,[6920],1,"",[],[],[],[],[84],14,1,7057,1224694220,[],[],[],[],[],264,"","",[],"",[],5614,0,"","","",""
5592,"Metadata/Items/MapFragments/VaalFragment2_3",38,1,1,"Mortal Ignorance","Metadata/Items/MapFragments/AbstractMapFragment",70,351,[6920],1,"",[],[],[],[],[84],14,1,7058,196049493,[],[],[],[],[],264,"","",[],"",[],5615,0,"","","",""
5593,"Metadata/Items/MapFragments/VaalFragment2_4",38,1,1,"Mortal Grief","Metadata/Items/MapFragments/AbstractMapFragment",70,352,[6920],1,"",[],[],[],[],[84],14,1,7059,-583930877,[],[],[],[],[],264,"","",[],"",[],5616,0,"","","",""
5594,"Metadata/Items/MapFragments/ProphecyFragment1",38,1,1,"Eber's Key","Metadata/Items/MapFragments/AbstractMapFragment",60,353,[6922],1,"",[],[],[],[],[],14,1,7061,-363183713,[],[],[],[],[],264,"","",[],"",[],5618,0,"","","",""
5595,"Metadata/Items/MapFragments/ProphecyFragment2",38,1,1,"Yriel's Key","Metadata/Items/MapFragments/AbstractMapFragment",60,354,[6922],1,"",[],[],[],[],[],14,1,7062,1262654697,[],[],[],[],[],264,"","",[],"",[],5619,0,"","","",""
5596,"Metadata/Items/MapFragments/ProphecyFragment3",38,1,1,"Inya's Key","Metadata/Items/MapFragments/AbstractMapFragment",60,355,[6922],1,"",[],[],[],[],[],14,1,7063,-63050580,[],[],[],[],[],264,"","",[],"",[],5620,0,"","","",""
5597,"Metadata/Items/MapFragments/ProphecyFragment4",38,1,1,"Volkuur's Key","Metadata/Items/MapFragments/AbstractMapFragment",60,356,[6922],1,"",[],[],[],[],[],14,1,7064,763087790,[],[],[],[],[],264,"","",[],"",[],5621,0,"","","",""
5598,"Metadata/Items/MapFragments/ShaperFragment1",38,1,1,"Fragment of the Phoenix","Metadata/Items/MapFragments/AbstractMapFragment",84,357,[6923],1,"",[],[],[],[],[],14,1,7066,1837305122,[],[],[],[],[],264,"","",[],"",[],5623,0,"","","",""
5599,"Metadata/Items/MapFragments/ShaperFragment2",38,1,1,"Fragment of the Minotaur","Metadata/Items/MapFragments/AbstractMapFragment",84,358,[6923],1,"",[],[],[],[],[],14,1,7067,-1579531397,[],[],[],[],[],264,"","",[],"",[],5624,0,"","","",""
5600,"Metadata/Items/MapFragments/ShaperFragment3",38,1,1,"Fragment of the Chimera","Metadata/Items/MapFragments/AbstractMapFragment",84,359,[6923],1,"",[],[],[],[],[],14,1,7068,1085439344,[],[],[],[],[],264,"","",[],"",[],5625,0,"","","",""
5601,"Metadata/Items/MapFragments/ShaperFragment4",38,1,1,"Fragment of the Hydra","Metadata/Items/MapFragments/AbstractMapFragment",84,360,[6923],1,"",[],[],[],[],[],14,1,7069,-404971257,[],[],[],[],[],264,"","",[],"",[],5626,0,"","","",""
5602,"Metadata/Items/MapFragments/FragmentPantheonFlask",38,1,2,"Divine Vessel","Metadata/Items/MapFragments/AbstractMapFragment",68,1387,[6926],1,"",[],[],[],[],[70],14,1,7081,1912968023,[],[],[],[],[],264,"","",[],"",[],5638,0,"","","",""
5603,"Metadata/Items/MapFragments/BreachFragmentFire",46,1,1,"Xoph's Breachstone","Metadata/Items/MapFragments/AbstractMiscMapItem",68,"",[],1,"",[],[],[],[],[],27,1,7083,1898570565,[],[],[],[],[],264,"","",[],"",[],5639,0,"","","",""
5604,"Metadata/Items/MapFragments/BreachFragmentCold",46,1,1,"Tul's Breachstone","Metadata/Items/MapFragments/AbstractMiscMapItem",70,"",[],1,"",[],[],[],[],[],27,1,7084,-2092914458,[],[],[],[],[],264,"","",[],"",[],5640,0,"","","",""
5605,"Metadata/Items/MapFragments/BreachFragmentLightning",46,1,1,"Esh's Breachstone","Metadata/Items/MapFragments/AbstractMiscMapItem",72,"",[],1,"",[],[],[],[],[],27,1,7085,-257924771,[],[],[],[],[],264,"","",[],"",[],5641,0,"","","",""
5606,"Metadata/Items/MapFragments/BreachFragmentPhysical",46,1,1,"Uul-Netol's Breachstone","Metadata/Items/MapFragments/AbstractMiscMapItem",76,"",[],1,"",[],[],[],[],[],27,1,7086,-979694996,[],[],[],[],[],264,"","",[],"",[],5642,0,"","","",""
5607,"Metadata/Items/MapFragments/BreachFragmentChaos",46,1,1,"Chayula's Breachstone","Metadata/Items/MapFragments/AbstractMiscMapItem",80,"",[],1,"",[],[],[],[],[],27,1,7087,1753751322,[],[],[],[],[],264,"","",[],"",[],5643,0,"","","",""
5608,"Metadata/Items/MapFragments/CurrencyVaalFragment1_1",38,1,1,"Sacrifice at Midnight","Metadata/Items/MapFragments/AbstractMapFragment",60,345,[],1,"",[],[],[],[],[83],27,"",7051,1936504820,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5609,"Metadata/Items/MapFragments/CurrencyVaalFragment1_2",38,1,1,"Sacrifice at Dawn","Metadata/Items/MapFragments/AbstractMapFragment",36,346,[],1,"",[],[],[],[],[83],27,"",7052,1484369110,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5610,"Metadata/Items/MapFragments/CurrencyVaalFragment1_3",38,1,1,"Sacrifice at Noon","Metadata/Items/MapFragments/AbstractMapFragment",36,347,[],1,"",[],[],[],[],[83],27,"",7053,-1627763094,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5611,"Metadata/Items/MapFragments/CurrencyVaalFragment1_4",38,1,1,"Sacrifice at Dusk","Metadata/Items/MapFragments/AbstractMapFragment",36,348,[],1,"",[],[],[],[],[83],27,"",7054,-837224794,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5612,"Metadata/Items/MapFragments/CurrencyVaalFragments1Complete",38,2,2,"Sacrifice Set","Metadata/Items/MapFragments/AbstractMapFragment",1,"",[],2,"",[],[],[],[],[],27,1,7055,1670018277,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5613,"Metadata/Items/MapFragments/CurrencyVaalFragment2_1",38,1,1,"Mortal Rage","Metadata/Items/MapFragments/AbstractMapFragment",70,349,[],1,"",[],[],[],[],[84],27,"",7056,181885388,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5614,"Metadata/Items/MapFragments/CurrencyVaalFragment2_2",38,1,1,"Mortal Hope","Metadata/Items/MapFragments/AbstractMapFragment",70,350,[],1,"",[],[],[],[],[84],27,"",7057,1903008064,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5615,"Metadata/Items/MapFragments/CurrencyVaalFragment2_3",38,1,1,"Mortal Ignorance","Metadata/Items/MapFragments/AbstractMapFragment",70,351,[],1,"",[],[],[],[],[84],27,"",7058,-1456513170,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5616,"Metadata/Items/MapFragments/CurrencyVaalFragment2_4",38,1,1,"Mortal Grief","Metadata/Items/MapFragments/AbstractMapFragment",70,352,[],1,"",[],[],[],[],[84],27,"",7059,-477408385,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5617,"Metadata/Items/MapFragments/CurrencyVaalFragments2Complete",38,2,2,"Mortal Set","Metadata/Items/MapFragments/AbstractMapFragment",1,"",[],2,"",[],[],[],[],[],27,1,7060,4445249,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5618,"Metadata/Items/MapFragments/CurrencyProphecyFragment1",38,1,1,"Eber's Key","Metadata/Items/MapFragments/AbstractMapFragment",60,353,[],1,"",[],[],[],[],[],27,"",7061,1809435394,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5619,"Metadata/Items/MapFragments/CurrencyProphecyFragment2",38,1,1,"Yriel's Key","Metadata/Items/MapFragments/AbstractMapFragment",60,354,[],1,"",[],[],[],[],[],27,"",7062,-2084670056,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5620,"Metadata/Items/MapFragments/CurrencyProphecyFragment3",38,1,1,"Inya's Key","Metadata/Items/MapFragments/AbstractMapFragment",60,355,[],1,"",[],[],[],[],[],27,"",7063,-1257577808,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5621,"Metadata/Items/MapFragments/CurrencyProphecyFragment4",38,1,1,"Volkuur's Key","Metadata/Items/MapFragments/AbstractMapFragment",60,356,[],1,"",[],[],[],[],[],27,"",7064,-103195883,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5622,"Metadata/Items/MapFragments/CurrencyProphecyFragmentsComplete",38,2,2,"Pale Court Set","Metadata/Items/MapFragments/AbstractMapFragment",1,"",[],2,"",[],[],[],[],[],27,1,7065,1277376772,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5623,"Metadata/Items/MapFragments/CurrencyShaperFragment1",38,1,1,"Fragment of the Phoenix","Metadata/Items/MapFragments/AbstractMapFragment",84,357,[],1,"",[],[],[],[],[],27,"",7066,661206112,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5624,"Metadata/Items/MapFragments/CurrencyShaperFragment2",38,1,1,"Fragment of the Minotaur","Metadata/Items/MapFragments/AbstractMapFragment",84,358,[],1,"",[],[],[],[],[],27,"",7067,1862006268,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5625,"Metadata/Items/MapFragments/CurrencyShaperFragment3",38,1,1,"Fragment of the Chimera","Metadata/Items/MapFragments/AbstractMapFragment",84,359,[],1,"",[],[],[],[],[],27,"",7068,2081852622,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5626,"Metadata/Items/MapFragments/CurrencyShaperFragment4",38,1,1,"Fragment of the Hydra","Metadata/Items/MapFragments/AbstractMapFragment",84,360,[],1,"",[],[],[],[],[],27,"",7069,-536556176,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5627,"Metadata/Items/MapFragments/CurrencyShaperFragmentsComplete",38,2,2,"Key to the Crucible","Metadata/Items/MapFragments/AbstractMapFragment",1,"",[],2,"",[],[],[],[],[],27,1,7070,1061247527,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5628,"Metadata/Items/MapFragments/CurrencyElderFragment1",38,1,1,"Fragment of Enslavement","Metadata/Items/MapFragments/AbstractMapFragment",80,361,[],2,"",[],[],[],[],[],27,"",7071,-737413667,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5629,"Metadata/Items/MapFragments/CurrencyElderFragment2",38,1,1,"Fragment of Eradication","Metadata/Items/MapFragments/AbstractMapFragment",80,362,[],2,"",[],[],[],[],[],27,"",7072,-1527696963,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5630,"Metadata/Items/MapFragments/CurrencyElderFragment3",38,1,1,"Fragment of Constriction","Metadata/Items/MapFragments/AbstractMapFragment",80,363,[],2,"",[],[],[],[],[],27,"",7073,-960533807,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5631,"Metadata/Items/MapFragments/CurrencyElderFragment4",38,1,1,"Fragment of Purification","Metadata/Items/MapFragments/AbstractMapFragment",80,364,[],2,"",[],[],[],[],[],27,"",7074,1947933384,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
5632,"Metadata/Items/MapFragments/CurrencyElderFragmentsComplete",38,1,1,"Key to Decay","Metadata/Items/MapFragments/AbstractMapFragment",1,"",[],2,"",[],[],[],[],[],27,1,7075,-2099347919,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
