"rownum","Id","DisplayedName","Description","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","rid","bool","AIFile","i32","i32","i32","i32","bool","bool"
998,"despair","Despair","Curses all targets in an area, lowering their chaos resistance and increasing damage over time they take. All hits will deal added chaos damage to the cursed enemies.","ChaosWeakness","Art/2DArt/SkillIcons/Despair.dds","[1,2,22]","[2,8,9,14,15,16,22,32,56,42,69,70,72,85,86,97]",[],"","",1,"",1,20,1,"[6956,7384,7385]","[11609,215,1390]",[],1,1,[],8,"","","",0,0,477354,0,"",""
999,"shade_form","Shade Form","Makes you immune to physical damage, and harder for enemies to detect, for a duration.","ShadeForm","Art/2DArt/BuffIcons/AbyssShadowForm.dds",[4],"[2,9,5,32,37,50,28]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,477714,0,"",""
1000,"summon_petrification_statue","Petrification Statue","Creates a Petrification Statue in front of you, which will slow enemies with its gaze, until they become fully petrified.","SummonPetrificationStatue","Art/2DArt/SkillIcons/SummonPetrificationStatue.dds","[1,2]","[2,9,32,90]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,478244,0,"",""
1001,"petrification_statue_gaze","","","PetrificationStatueGaze","",[4],"[2,8,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,478364,0,"",""
1002,"ryslatha_parasite_ground","","","RyslathaParasiteGround","","[4,2,1]","[2,8,7,9,32,37,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,478504,0,"",""
1003,"ice_flower","","","IceFlower","","[4,2,1]","[2,8,7,9,32,37,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,478798,0,"",""
1004,"void_shot","Void Shot","Fires an arrow which decelerates to the target location, the arrow will then become unstable and explode dealing weapon damage in an area, converting half of the physical damage to cold damage.","VoidShot","Art/2DArt/SkillIcons/VoidShotSkill.dds","[2,1]","[1,3,7,8,32,37,50,30,57]",[13],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",13,0,479584,0,"",""
1005,"tentacle_smash","Tentacle Whip","This attack causes three otherworldly tentacles to strike the ground around you, each dealing your attack damage in an area.","TentacleSmash","Art/2DArt/SkillIcons/TentacleSlam.dds","[2,1]","[1,7,8,32,37,50]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",13,0,480246,0,"",""
1006,"temporal_anomaly","Glimpse of Eternity","Creates an Eternity Sphere at your location, which reduces the Action Speed of enemies within it. The amount of Action Speed reduction applied by the sphere decreases to zero over its duration.","TemporalAnomalySkill","Art/2DArt/SkillIcons/TimeAnomaly.dds",[4],"[2,8,32,37,50,9,72,84]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",0,0,481078,0,"",""
1007,"summon_void_sphere","Volatile Anomaly","Creates an orb which moves towards nearby enemies, exploding after a duration or when it gets close enough. The explosion deals cold spell damage in an area, and leaves behind a Vortex on the ground for a secondary duration which continues to deal cold damage over time and chill enemies caught in it.","SummonVoidSphere","Art/2DArt/SkillIcons/SummonAnomaly.dds",[1],"[2,32,37,50,9,8,7,30,68,72]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",12,0,481920,0,"",""
1008,"empty_action_spell_loop","","","EmptyActionSpellLoop","","[4,2,1]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,482218,0,"",""
1009,"empty_action_spell_loop2","","","EmptyActionSpellLoop2","","[4,2,1]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,482328,0,"",""
1010,"empty_action_spell_loop3","","","EmptyActionSpellLoop3","","[4,2,1]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,482438,0,"",""
1011,"empty_action_spell_loop4","","","EmptyActionSpellLoop4","","[4,2,1]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,482548,0,"",""
1012,"empty_action_spell_loop5","","","EmptyActionSpellLoop5","","[4,2,1]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,482658,0,"",""
1013,"mass_special_beam_cannon","","","MassSpecialBeamCannon","","[2,1]","[2,7]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,482772,0,"",""
1014,"bestiary_stampede","","","Stampede","",[2],[32],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,483030,0,"",""
1015,"tiger_spirit_fangs","","","TigerSpiritFangs","","[2,1]","[7,8,1]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,483334,0,"",""
1016,"tiger_spirit_lacerate","","","TigerSpiritLacerate","","[2,1]","[7,8,1]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,483650,0,"",""
1017,"tiger_spirit_teleport_slam","","","TigerSpiritTeleportSlam","","[2,1]","[7,8,1]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,483984,0,"",""
1018,"tora_monster_trap","","","ToraMonsterTrap","",[2],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,484268,0,"",""
1019,"intimidating_cry","Intimidating Cry","Performs a warcry, taunting nearby enemies to attack the user and exerting subsequent attacks. Grants a buff which lowers the effect of enemy physical damage reduction against your hits.","IntimidatingCry","Art/2DArt/SkillIcons/WarCryIntimidating.dds",[4],"[8,5,9,63,90,28]",[],"","",1,"IntimidatingCry","",20,1,"[9700,5535,12347,12349]","[9699,4548,3351,434]",[],1,1,[],8,"","","",0,0,484996,0,"",""
1020,"intimidating_cry_triggered","Intimidating Cry","Performs a warcry, taunting nearby enemies to attack the user and exerting subsequent attacks. Grants a buff which lowers the effect of enemy physical damage reduction against your hits.","IntimidatingCry","Art/2DArt/SkillIcons/WarCryIntimidating.dds",[4],"[8,5,9,50,63,90,28,37]",[],"","",1,"CatsStealthTriggeredIntimidatingCry","",20,1,"[9700,5535,12347,12349]","[9699,4548,3351,434]",[],1,1,[],8,"","","",0,0,485290,0,"",""
1021,"monster_detonate_dead_area","","","MonsterDetonateDeadArea","","[2,1,4,6]","[8,7,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,485424,0,"",""
1022,"aspect_cat","Aspect of the Cat","While active, grants the Cat's Stealth and Cat's Agility buffs in sequence. Cat's Stealth increases your critical strike chance, makes you harder to see, and gives you a chance to avoid damage for a short duration. Cat's Agility increases your attack and cast speed for a longer secondary duration.","CatAspect","Art/2DArt/SkillIcons/CatAspect.dds",[4],"[5,2,12,9,64,85,86,90]",[],"","",1,"CatAspect","",20,1,"[7468,7469,12863]","[357,14078,3205]",[],1,1,[],8,"","","",0,0,486520,0,"",""
1023,"aspect_bird","Aspect of the Avian","While active, grants the Avian's Might and Avian's Flight buffs in sequence. Avian's Might grants you and your minions a chance to deal Double Damage with hits for a duration. Avian's Flight grants you and your minions increased Movement Speed for a secondary duration.","BirdAspect","Art/2DArt/SkillIcons/AvianAspect.dds",[4],"[5,2,12,9,64,85,86,90]",[],"","",1,"BirdAspect","",20,1,"[7456,7455,7462]","[357,3205,4548]",[],1,1,[],8,"","","",0,0,487362,0,"",""
1024,"aspect_spider","Aspect of the Spider","While active, periodically applies a Spider's Web debuff to nearby Enemies, and Hinders them. Each Spider's Web on an Enemy increases the Damage they take. Hinder reduces their movement speed.","SpiderAspect","Art/2DArt/SkillIcons/SpiderAspect.dds",[4],"[5,2,12,9,64,85,86,90]",[],"","",1,"SpiderAspect","",20,1,"[7647,7675,7742]","[168,434,7646]",[],1,1,[],8,"","","",0,0,488062,0,"",""
1025,"aspect_crab","Aspect of the Crab","While active, periodically adds Crab Barriers to you, and grants additional Physical Damage reduction for each Crab Barrier you have. All Crab Barriers are lost when you take physical damage from a hit.","CrabAspect","Art/2DArt/SkillIcons/CrabAspect.dds",[4],"[5,2,12,64,28,85,86,90]",[],"","",1,"CrabAspect","",20,1,[7743],[7437],[],1,1,[],8,"","","",0,0,488702,0,"",""
1026,"vilenta_bomb_toss","","","VilentaBombToss","","[1,2,4]","[8,7]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,488794,0,"",""
1027,"crab_spirit_burrow_path","","","CrabSpiritBurrowPath","",[15],[34],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,489088,0,"",""
1028,"crab_spirit_charge","","","CrabSpiritCharge","","[2,1]","[34,8,7]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,489184,0,"",""
1029,"fire_projectile_retaliation","Fire Projectile Retaliation","","FireProjectileRetaliation","",[2],"[2,3,57,32]",[],"","",1,"FireProjectileRetaliation","",20,1,[],[],[],1,1,[],8,"","","",12,0,489582,0,"",""
1030,"physical_projectile_retaliation","Physical Projectile Retaliation","","PhysicalProjectileRetaliation","",[2],"[2,3,57,32]",[],"","",1,"PhysicalProjectileRetaliation","",20,1,[],[],[],1,1,[],8,"","","",12,0,489988,0,"",""
1031,"avian_tornado","Tornado","Launches an unpredictable, piercing tornado projectile that moves randomly for a duration, repeatedly dealing damage to enemies it intersects.","Spark","Art/2DArt/SkillIcons/Triggered Tornado.dds","[1,2]","[2,3,57,7,9,32,37,50,28]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,490648,0,1,""
1032,"master_grant_buff","","","MasterGrantBuff","",[4],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,490916,0,"",""
1033,"monster_fading_projectile_spell","","","MonsterFadingProjectileSpell","","[1,2]","[2,3,7]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,491062,0,"",""
1034,"empty_action_attack","","","EmptyActionAttack","","[4,2,1]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,491346,0,"",""
1035,"empty_action_attack_2","","","EmptyActionAttack2","","[4,2,1]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,491444,0,"",""
1036,"empty_action_attack_3","","","EmptyActionAttack3","","[4,2,1]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,491542,0,"",""
1037,"empty_action_attack_4","","","EmptyActionAttack4","","[4,2,1]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,491640,0,"",""
1038,"empty_action_attack_5","","","EmptyActionAttack5","","[4,2,1]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,491738,0,"",""
1039,"empty_action_loop_attack","","","EmptyActionAttackLoop","","[4,2,1]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,491848,0,"",""
1040,"empty_action_loop_attack_2","","","EmptyActionAttackLoop2","","[4,2,1]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,491964,0,"",""
1041,"empty_action_loop_attack_3","","","EmptyActionAttackLoop3","","[4,2,1]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,492080,0,"",""
1042,"empty_action_loop_attack_4","","","EmptyActionAttackLoop4","","[4,2,1]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,492196,0,"",""
1043,"empty_action_loop_attack_5","","","EmptyActionAttackLoop5","","[4,2,1]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,492312,0,"",""
1044,"bestiary_spider_ground_stab","","","BestiarySpiderGroundStab","",[4],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,492426,0,"",""
1045,"bestiary_spider_hallucinate","","","BestiarySpiderHallucinate","",[4],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,492734,0,"",""
1046,"lightning_clone_retaliation","Lightning Clone Retaliation","","LightningCloneRetaliation","",[2],"[2,3,57,32,90]",[],"","",1,"LightningCloneRetaliation","",20,1,[],[],[],1,1,[],8,"","","",12,0,492928,0,"",""
1047,"capture_monster","Capture Monster","","CaptureMonster","Art/2DArt/BuffIcons/NetThrow.dds","[2,1]",[90],[],"","",1,"","",20,"",[],[],[],"",1,[],8,"","","",0,0,493300,0,"",""
1048,"cold_beam_retaliation","","","ColdBeamRetaliation","",[1],"[2,32]",[],"","",1,"ColdBeamRetaliation","",20,1,[],[],[],1,1,[],8,"","","",12,0,493400,0,"",""
1049,"rabbit_summon_tiger","","","RabbitSummonTiger","","[4,2,1]","[7,8]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,493692,0,"",""
1050,"ground_crab","","","GroundCrab","",[2],"[7,8]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,493962,0,"",""
1051,"animate_guardian_weapon","Animate Guardian's Weapon","Animates a copy of your Animated Guardian's main-hand weapon to fight by your side.","AnimateGuardianWeapon","Art/2DArt/SkillIcons/animateweapon.dds",[4],"[32,9,6,18,2,15,50,37,77,28]",[],"","",1,"","",20,1,"[3191,3851]","[8838,4496]","[1,20,21,24,45,57,47]",1,1,[],8,"","","",0,0,494418,0,"",""
1052,"blinding_aura","Blinding Aura","Casts an aura that blinds enemies in a radius.","CastAuraBlinding","Art/2DArt/SkillIcons/BlindingAura.dds",[4],"[2,8,5,12,39,53,32,37,50,72]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",0,0,494732,0,"",""
1053,"shrapnel_trap","Explosive Trap","Throws a trap that creates a large explosion when triggered, dealing spell damage in an area. A number of smaller explosions occur around this area in quick succession after the first.","ShrapnelTrap","Art/2DArt/SkillIcons/ShrapnelTrap.dds","[2,1]","[2,7,16,8,33,29,72,28]",[],"","",1,"",1,20,1,"[7761,7762,7746]","[24,434,7745]",[],1,1,[],8,"","","",12,0,495408,0,"",""
1054,"lightning_tower_trap","Lightning Spire Trap","Throws a trap which, once triggered, will repeatedly strike multiple areas around it for a duration, dealing lightning damage. Modifiers to cast speed will affect how frequently it strikes. Has a higher chance to critically strike Shocked enemies.","LightningTowerTrap","Art/2DArt/SkillIcons/LightningSpireTrap.dds","[2,1]","[2,9,7,16,8,33,31,72,90]",[],"","",1,"",1,20,1,"[7763,7764,7765,7824,7769]","[24,215,3351,216,7768]",[],1,1,[],8,"","","",12,0,496520,0,"",""
1055,"lightning_tower_trap_triggerable","","","LightningTowerTrap","Art/2DArt/SkillIcons/LightningSpireTrap.dds","[2,1]","[2,9,7,16,8,33,31,32,72]",[],"","",1,"",1,20,1,[],[],[],1,1,[],8,"","","",12,0,496824,0,"",""
1056,"flamethrower_trap","Flamethrower Trap","Throws a trap that releases a number of flames in different directions around it when triggered. The flames last for a duration, rotating around the trap and repeatedly dealing damage. Burning enemies are dealt more damage.","FlamethrowerTrap","Art/2DArt/SkillIcons/FlamethrowerTrap.dds","[2,1]","[2,9,7,16,8,33,29,72,90]",[],"","",1,"",1,20,1,"[7770,7771,7772,7825,7774]","[24,3351,215,216,7773]",[],1,1,[],8,"","","",12,0,497868,0,"",""
1057,"ice_siphon_trap","Siphoning Trap","Throws a trap that applies debuff beams to a number of nearby enemies for a duration. The beams chill enemies and deal cold damage over time. A beam is also applied to you, granting life and mana regeneration based on the number of debuff beams affecting enemies.","IceSiphonTrap","Art/2DArt/SkillIcons/IceSiphon.dds","[2,1]","[2,9,16,8,33,30,35,49,67,17,72,90]",[],"","",1,"",1,20,1,"[7783,7784,7786,7785]","[24,215,3573,7918]",[],1,1,[],8,"","","",8,0,498942,0,"",""
1058,"phys_cascade_trap","Seismic Trap","Throws a trap which, once triggered, repeatedly releases a number of waves for a duration. Each wave deals damage in a series of small bursts in a line, ending with a larger burst. Modifiers to cast speed affects how frequently it releases waves.","PhysCascadeTrap","Art/2DArt/SkillIcons/SubterraneanTrap.dds","[2,1]","[2,9,7,16,8,33,72,28,90]",[],"","",1,"",1,20,1,"[7776,7777,7778,7780]","[24,3351,215,7779]",[],1,1,[],8,"","","",12,0,499924,0,"",""
1059,"expanding_pulse","","","ExpandingPulse","","[4,1,2]",[32],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,500198,0,"",""
1060,"trigger_beam","","","TriggerBeam","","[1,2]","[2,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",17,0,500460,0,"",""
1061,"multi_trigger_beam","","","MultiTriggerBeam","","[1,2]",[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,500820,0,"",""
1062,"delayed_spell_projectile","","","DelayedSpellProjectile","",[1],"[2,3,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,501128,0,"",""
1063,"channelled_ground_laser","","","ChannelledGroundLaser","","[1,2]","[2,48]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,501432,0,"",""
1064,"architect_healing_beam","","","ArchitectHealingBeam","",[3],[5],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,501724,0,"",""
1065,"monster_tornado","","","MonsterTornado","",[4],"[2,8,9,32,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,501814,0,"",""
1066,"architect_combo_stomp","","","ArchitectComboStomp","","[1,2]","[2,8,32,7,72]",[],"","",1,"ArchitectComboStomp","",20,1,[],[],[],1,1,[],8,"","","",17,0,502122,0,"",""
1067,"architect_blood_explosion","","","ArchitectBloodExplosion","","[1,2]","[2,8,32,7,72]",[],"","",1,"ArchitectBloodExplosion","",20,1,[],[],[],1,1,[],8,"","","",12,0,502526,0,"",""
1068,"architect_blood_beam","","","ArchitectBloodBeam","","[1,2]","[2,8,7,72]",[],"","",1,"ArchitectBloodBeam","",20,1,[],[],[],1,1,[],8,"","","",12,0,502826,0,"",""
1069,"translate_rotate","","","TranslateRotate","",[1],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,503092,0,"",""
1070,"translate_rotate_no_translate","","","TranslateRotate2_","",[1],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,503196,0,"",""
1071,"translate_rotate_to_middle","","","TranslateRotate3","",[1],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,503292,0,"",""
1072,"translate_rotate_fast","","","TranslateRotate4","",[1],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,503378,0,"",""
1073,"translate_rotate_slow","","","TranslateRotate5","",[1],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,503464,0,"",""
1074,"frontal_flamethrower","","","FrontalFlamethrower","","[1,2]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,503558,0,"",""
1075,"frontal_damage_wave","","","FrontalDamageWave","","[1,2]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,503838,0,"",""
1076,"triggered_summon_phantasm","Summon Phantasm","Summons a Phantasm minion, which uses a piercing projectile spell that deals physical damage.","SummonPhantasm","Art/2DArt/SkillIcons/animateweapon.dds","[1,2]","[2,6,9,50,32,37,77]",[],"","",1,"","",20,"",[10686],[10713],"[9,3,2,7,28]",1,"",[],8,"","","",0,0,504428,0,"",""
1077,"holy_path","Consecrated Path","Slams the ground at a targeted location. If an enemy is near where you target, you'll teleport to it from a short distance away, slam, and create an area of consecrated ground. Can't be supported by Multistrike, and requires a Sword, Axe, Mace, Sceptre, Staff or Unarmed.","HolyPath","Art/2DArt/SkillIcons/HolyPath.dds","[1,22,20]","[20,1,8,34,32,7,9,29,92]","[9,10,15,11,16,12,32,17,14,36,57]","","",1,"","",20,1,"[8403,8404]","[24,434]",[],1,1,[8378],8,0,"","",13,0,505426,0,"",""
1078,"smite","Smite","Performs a melee attack, and causes lightning to strike a targeted location or nearby enemy, dealing damage in an area. If the melee strike hits a target, that enemy cannot also be hit by the area damage. If this skill hits an enemy, you gain an aura buff, granting you and your allies additional lightning damage for a duration. Requires a Sword, Axe, Mace, Sceptre, Staff or Unarmed.","Smite","Art/2DArt/SkillIcons/Smite.dds","[1,2]","[20,1,8,9,24,7,21,39,5,31]","[9,10,15,11,16,12,32,17,14,36,57]","","",1,"","",20,1,[8402],[24],[],1,1,[],8,"","","",13,0,506756,0,"",""
1079,"flare","Throw Flare","Drops a Flare at your feet. The Flare temporarily illuminates an area, protecting those within its radius from the darkness. The Flare fades over its duration.","DelveFlareMortar","Art/2DArt/SkillIcons/FlareSkill.dds","[1,8,23]","[3,57,64,85,90]",[],"","",1,"","",20,"",[],[],[],"",1,[],8,"","","",0,0,507468,0,"",""
1080,"execute_geal","","","ExecuteGEAL","","[1,4,2]",[32],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,507538,0,"",""
1081,"execute_corpse_geal","","","ExecuteGEAL","",[6],[32],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,507588,0,"",""
1082,"dynamite","Throw Dynamite","Throws a stick of Dynamite to the target location which explodes after a short delay. Deals damage to enemies within the radius based on their Rarity. Can be used to destroy Fractured Walls.","DelveDynamiteMortar","Art/2DArt/SkillIcons/DynamiteSkill.dds","[1,8,22]","[3,57,7,8,14,15,16,22,32,64,85,90]",[],"","",1,"","",20,"",[],[],[],"",1,[],8,"","","",0,0,508206,0,"",""
1083,"virulent_arrow","Scourge Arrow","Channel to infuse an arrow with chaos, gaining stages while it is held. Release to fire it, leaving spore pods in its wake. Each spore pod blooms, firing thorn arrows, which travel for a short time before dissipating. Modifiers that cause additional projectiles to be fired will only apply to the initial arrows, and the spore pods will be split between those arrows.","VirulentArrow","Art/2DArt/SkillIcons/VirulentArrowSkillIcon.dds","[18,11,22]","[1,41,58,3,57,15,7,48,42]",[13],"","",1,"","",20,1,[8407],[24],[],1,1,[],8,"","","",13,0,509230,0,"",""
1084,"dynamite_boom","","","Dynamite","Art/2DArt/BuffIcons/DivineFlare.dds",[1],[32],[],"","",1,"","",20,"",[],[],[],"","",[],8,"","","",0,0,509570,0,"",""
1085,"flare_impact","","","Flare","Art/2DArt/BuffIcons/DivineFlare.dds",[1],[32],[],"","",1,"","",20,"",[],[],[],"","",[],8,"","","",0,0,509620,0,"",""
1086,"rain_of_spores","Toxic Rain","Fire arrows into the air that rain down around the targeted area, dealing damage to enemies they hit and creating spore pods where they land. Each spore pod deals chaos damage over time to nearby enemies and slows their movement speed. The pods last for a duration before bursting, dealing area damage.","RainOfSpores","Art/2DArt/SkillIcons/RainOfSpores.dds","[1,2]","[1,41,58,8,11,15,14,16,7,42,9,35,62,42,32,89]",[13],"","",1,"","",20,1,"[8408,8409,8410]","[24,173,450]",[],1,1,[],8,3,"","",13,0,510574,0,"",""
1087,"triggered_rain_of_spores","Toxic Rain","Fire arrows into the air that rain down around the targeted area, dealing damage to enemies they hit and creating spore pods where they land. Each spore pod deals chaos damage over time to nearby enemies and slows their movement speed. The pods last for a duration before bursting, dealing area damage.","RainOfSpores","Art/2DArt/SkillIcons/RainOfSpores.dds","[1,2]","[1,41,58,8,11,15,14,16,7,42,9,35,62,42,32,89,37,50,90]",[13],"","",1,"","",20,1,"[8408,8409,8410]","[24,173,450]",[],1,1,[],8,3,"","",13,0,511030,0,"",""
1088,"summon_relic","Summon Holy Relic","Summon a Holy Relic that stays near you. When you hit an enemy with an attack, the Holy Relic triggers a nova spell, with a very short cooldown, that deals physical damage to enemies and grants life regeneration to allies. This life regeneration is higher when applied to minions.","SummonRelic","Art/2DArt/SkillIcons/HolyRelicSkillIcon.dds","[1,2]","[32,16,6,18,22,2,15,14,77,90]",[],"","",1,"","",20,1,[],[],"[7,2,8,37,9,28]",1,1,[],8,"","","",0,0,512056,0,"",""
1089,"champion_of_light_teleport","","","ChampionTeleport","",[4],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,512152,0,"",""
1090,"proto_pizza_slam","","","ProtoPizzaSlam","","[4,1,2]","[1,7,8]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",17,0,512436,0,"",""
1091,"proto_abyss_slam","","","ProtoAbyssSlam","","[4,1,2]","[1,7,8,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,512804,0,"",""
1092,"proto_pizza_slice","","","ProtoPizzaSlice","","[4,1,2]","[1,7,8,3,11,41]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",17,0,513120,0,"",""
1093,"proto_projectile_shield","","","ProtoProjectileShield","","[4,1,2]","[1,3,11,41]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,513516,0,"",""
1094,"spawn_object","","","SpawnObject","","[4,1,2]",[32],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,513778,0,"",""
1095,"relic_triggered_nova","","","RelicHolyNova","",[4],"[2,7,8,50,32,37,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,513884,0,"",""
1096,"single_ground_laser","","","SingleGroundLaser","","[2,3]","[2,7,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,514176,0,"",""
1097,"epic_chest_pulse","","","EpicChestPulse","","[1,2]","[2,7,8,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,514460,0,"",""
1098,"delete_target_delve","","","DeleteTarget","","[15,8]",[40],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,514706,0,"",""
1099,"create_expanding_ring","","","CreateExpandingRing","","[4,1,2]","[2,7,8,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,514822,0,"",""
1100,"reverse_expanding_ring","","","ReverseExpandingRing","","[4,1,2]","[2,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,515126,0,"",""
1101,"spawn_blood_meteors","","","SpawnBloodMeteors","",[2],"[2,7,8,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,515418,0,"",""
1102,"fire_blood_meteors","","","FireBloodMeteors","",[2],"[2,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,515698,0,"",""
1103,"spirit_bomb","","","SpiritBomb","",[2],"[2,7,8,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,515960,0,"",""
1104,"place_objects_along_path","","","PlaceObjectsAlongPath","","[1,2,4]","[22,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,516270,0,"",""
1105,"create_cutout_circle","","","CreateCutoutCircle","",[4],"[2,7,8,32,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,516378,0,"",""
1106,"detonate_cutout_circle","","","DetonateCutoutCircle","",[4],"[2,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,516674,0,"",""
1107,"transition_beam","","","TransitionBeam","",[7],"[2,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,516752,0,"",""
1108,"qiongqi_tornadoes","","","QiongqiTornadoes","","[1,15]",[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,516838,0,"",""
1109,"winter_orb","Winter Orb","Channel to conjure an orb above you, which pelts nearby enemies with projectiles that impact the ground and explode. Channelling for longer builds up stages on the skill. When you stop channelling, the stages decay over a duration.","FrostFury","Art/2DArt/SkillIcons/FrostFury.dds",[1],"[2,48,30,7,8,9,3,15,72,82,100]",[],"","",1,"","",20,1,"[8735,8793,8794]","[24,8454,8795]",[],1,1,[],8,"","","",12,0,517590,0,"",""
1110,"flicker_thrust","Flicker Thrust","","FlickerThrust","",[2],"[1,20,21]",[],"","",1,"FlickerThrust","",20,1,[],[],[],1,1,[],8,"","","",13,0,517892,0,"",""
