"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","i32","TwoHandedMaceEPKFile","OneHandedAxeEPKFile","TwoHandedAxeEPKFile","ClawEPKFile","PETFile","string"
147,"Weapon_WaterElemental","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/staff.epk",55581,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/shield.epk"
148,"Footprint_WaterElemental","","","","","","","",63228,"","","","","",""
149,"Footprint_Darkprism","","","","","Metadata/Effects/Microtransactions/foot_prints/darkprism/foot_trail.epk","","",5361,"","","","","",""
150,"Weapon_Darkseer","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/wang.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/1H_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/sword_staff.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/sword_staff.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/sword_staff.epk",4294,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/2H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/1H_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/2H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/shield.epk"
151,"Weapon_Fateweaver","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/staff.epk",35867,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/shield.epk"
152,"Footprint_Project","","","","","","","",57121,"","","","","",""
153,"Weapon_Project","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/staff.epk",625,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/shield.epk"
154,"Footprint_Scientist","","","","","","","",2270,"","","","","",""
155,"Weapon_Scientist","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/staff.epk",55806,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/shield.epk"
156,"Footprint_Thaumaturgy","","","","","","","",6874,"","","","","",""
157,"Weapon_DarkMagic","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/staff.epk",26316,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/Shield.epk"
158,"Weapon_Void","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/staff.epk",15316,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/shield.epk"
159,"Weapon_Dreadspire","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/staff.epk",44299,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/shield.epk"
160,"Weapon_InsatiableMalice","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/1H_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/staff.epk",38511,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/2H_mace_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/1H_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/2H_mace_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/shield.epk"
161,"Weapon_DivineBenevolence","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/staff.epk",64403,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/shield.epk"
162,"Weapon_Angelic","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/staff.epk",28640,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/shield.epk"
163,"Footprint_Angelic","","","","","","","",62024,"","","","","",""
164,"Weapon_Demonic","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/staff.epk",28554,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/shield.epk"
165,"Footprint_Demonic","","","","","","","",15785,"","","","","",""
166,"Footprint_Pandemonium","","","","","","","",20417,"","","","","",""
167,"Footprint_Harvest","","","","","","","",40852,"","","","","",""
168,"Weapon_Nightwatch","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/staff.epk",29259,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/shield.epk"
169,"Weapon_Goddess","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/staff.epk",13937,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/shield.epk"
170,"Footprint_Goddess","","","","","","","",55257,"","","","","",""
171,"Weapon_Sunrise","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/staff.epk",9550,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/shield.epk"
172,"Footprint_Sunrise","","","","","","","",42007,"","","","","",""
173,"Weapon_Nightfall","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/staff.epk",50945,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/shield.epk"
174,"Footprint_Nightfall","","","","","","","",65162,"","","","","",""
175,"Footprint_Twilight","","","","","Metadata/Effects/Microtransactions/foot_prints/twilight/Footprints_Twilight.epk","","",49773,"","","","","",""
176,"Weapon_SavageEthercraft","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/staff.epk",60179,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/shield.epk"
177,"Weapon_EnragedEthercraft","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/staff.epk",20307,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/shield.epk"
178,"Weapon_TranquilEthercraft","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/staff.epk",45344,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/shield.epk"
179,"Weapon_ChaoticEthercraft","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/staff.epk",27957,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/shield.epk"
180,"Weapon_Temple","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/staff.epk",27177,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/shield.epk"
181,"Weapon_Darkwood","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/staff.epk",33738,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/c.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/shield.epk"
182,"Footprint_Darkwood","","","","","","","",14475,"","","","","",""
183,"Weapon_GoddessBlue","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/staff.epk",25234,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/shield.epk"
184,"Footprint_GoddessBlue","","","","","","","",60262,"","","","","",""
