"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","[rid]","[i32]","[rid]","bool","[i32]","[i32]","bool"
1295,1922,"",3908,"",[],[25],[],"",[],[7],""
1296,1923,"",3909,"",[],[25],[],"",[],[7],""
1297,1924,"",3910,"",[],[24],[],"",[],[9],""
1298,1925,"",3911,"",[],[22],[],"",[],[11],""
1299,1926,"",3912,"",[],[23],[],"",[],[12],""
1300,1927,93,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
1301,1928,"","","",[319],[4],[],"",[80],[14],""
1302,1930,"",3913,"",[],[25],[],"",[],[7],""
1303,1931,"",3914,"",[],[23],[],"",[],[12],""
1304,1932,"",3915,"",[],[22],[],"",[],[11],""
1305,1933,"",3916,"",[],[24],[],"",[],[9],""
1306,1934,"",3917,"",[],[25],[],"",[],[7],""
1307,1935,"","",3884,[],[24],[],"",[],[10],""
1308,1936,97,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
1309,1937,"","","",[319],[4],[],"",[76],[14],""
1310,1939,"",3918,"",[],[25],[],"",[],[7],""
1311,1940,"",3919,"",[],[25],[],"",[],[7],""
1312,1941,"",3920,"",[],[23],[],"",[],[12],""
1313,1942,"",3921,"",[],[22],[],"",[],[11],""
1314,1943,"",3922,"",[],[24],[],"",[],[9],""
1315,1944,"","",3923,[],[24],[],"",[],[10],""
1316,1946,99,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
1317,1947,"","","",[319],[4],[],"",[78],[14],""
1318,1949,"",3924,"",[],[25],[],"",[],[7],""
1319,1950,"",3925,"",[],[25],[],"",[],[7],""
1320,1951,"",3926,"",[],[23],[],"",[],[12],""
1321,1952,"",3927,"",[],[22],[],"",[],[11],""
1322,1953,"",3928,"",[],[24],[],"",[],[9],""
1323,1956,92,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
1324,1954,"","",3929,[],[24],[],"",[],[10],""
1325,2082,"","",4020,[],[24],[],"",[],[10],""
1326,1957,"","","",[319],[4],[],"",[81],[14],""
1327,1958,"","","",[347],[],"[4871,4873]","",[5],[24],""
1328,1959,"","","","[1225,347]",[],"[4894,4941]","","[2,2]",[24],""
1329,1961,"","","",[347],[],[4776],"",[2],[24],""
1330,1962,"",3930,"",[],[26],[],"",[],[4],""
1331,1963,"",3931,"",[],"[14,0,0,0]",[],"",[],[1],""
1332,1844,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-11],[24],""
1333,1843,"","",3853,[],[25],[],"",[],"[8,21]",""
1334,1845,"","",3854,[],[24],[],"",[],[10],""
1335,1846,"",3855,"",[],[25],[],"",[],[7],""
1336,1964,"","",3932,[],[24],[],"",[],[10],""
1337,1965,"",3933,"",[],[13],[],"",[],[1],""
1338,1966,"",3934,"",[],[25],[],"",[],[7],""
1339,1967,"",3935,"",[],[23],[],"",[],[12],""
1340,1968,"",3936,"",[],[22],[],"",[],[11],""
1341,1969,"",3937,"",[],[24],[],"",[],[9],""
1342,1970,"","",3938,[],[24],[],"",[],[10],""
1343,1971,"","",3939,[],[21],[],"",[],[15],""
1344,1972,"","",3940,[],[21],[],"",[],[15],""
1345,1973,"","",3941,[],[21],[],"",[],[15],""
1346,1974,"","",3942,[],[21],[],"",[],[15],""
1347,1975,"","",3943,[],[21],[],"",[],[15],""
1348,1976,"","",3944,[],[21],[],"",[],[15],""
1349,1977,"","",3945,[],[21],[],"",[],[15],""
1350,1978,"",3946,"",[],[25],[],"",[],[7],""
1351,1979,"",3947,"",[],[23],[],"",[],[12],""
1352,1980,"",3948,"",[],[22],[],"",[],[11],""
1353,1981,"",3949,"",[],[24],[],"",[],[9],""
1354,1982,"","",3950,[],[24],[],"",[],[10],""
1355,1983,"",3951,"",[],[25],[],"",[],[7],""
1356,1984,"",3952,"",[],[23],[],"",[],[12],""
1357,1985,"",3953,"",[],[22],[],"",[],[11],""
1358,1986,"",3954,"",[],[24],[],"",[],[9],""
1359,1987,"","",3955,[],[24],[],"",[],[10],""
1360,1988,"","","",[319],[4],[],"",[79],[14],""
1361,1989,"",3956,"",[],[26],[],"",[],[4],""
1362,1990,"",3957,"",[],[26],[],"",[],[4],""
1363,1991,"",3958,"",[],[26],[],"",[],[4],""
1364,1992,101,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
1365,1993,"","",3959,[],[24],[],"",[],[10],""
1366,1994,"","","",[8844],[],[4928],"",[1],[24],""
1367,1995,"",3960,"",[],"[9,0,0,0,11,0,0]",[],"",[],"[1,4]",""
1368,1996,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-13],[24],""
1369,1997,"","","",[319],[4],[],"",[82],[14],""
1370,1998,"","",3961,[],[21],[],"",[],[15],""
1371,2000,"","","","[347,9238]",[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","","[-14,33]",[24],""
1372,2001,103,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
1373,2004,"",3962,"",[],[25],[],"",[],[7],""
1374,2005,"",3963,"",[],[23],[],"",[],[12],""
1375,2006,"",3964,"",[],[22],[],"",[],[11],""
1376,2007,"",3965,"",[],[24],[],"",[],[9],""
1377,2009,104,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
1378,2011,"",3966,"",[],[25],[],"",[],[7],""
1379,2012,"",3967,"",[],[23],[],"",[],[12],""
1380,2013,"",3968,"",[],[22],[],"",[],[11],""
1381,2014,"",3969,"",[],[24],[],"",[],[9],""
1382,2016,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-15],[24],""
1383,2017,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-16],[24],""
1384,2018,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-17],[24],""
1385,2019,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-18],[24],""
1386,2020,"","",3970,[],[24],[],"",[],[10],""
1387,2021,"","",3971,[],[24],[],"",[],[10],""
1388,2022,"","",3972,[],[24],[],"",[],[10],""
1389,2023,"","",3973,[],[24],[],"",[],[10],""
1390,2024,"",3974,"",[],[13],[],"",[],[1],""
1391,2025,"",3975,"",[],[20],[],"",[],[4],""
1392,2026,"",3976,"",[],[25],[],"",[],[7],""
1393,2027,"","",3977,[],[25],[],"",[],"[8,21]",""
1394,2028,"","",3978,[],[24],[],"",[],[10],""
1395,2029,"","",3979,[],[24],[],"",[],[10],""
1396,2030,"","",3980,[],[24],[],"",[],[10],""
1397,2031,"",3981,"",[],[25],[],"",[],[7],""
1398,2032,"",3982,"",[],[25],[],"",[],[7],""
1399,2033,"",3983,"",[],[22],[],"",[],[11],""
1400,2034,"",3984,"",[],[23],[],"",[],[12],""
1401,2035,"",3985,"",[],[24],[],"",[],[9],""
1402,2036,"",3986,"",[],"[7,0,0,0]",[],"",[],"[1,4]",""
1403,2038,105,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
1404,2039,"","",3987,[],[21],[],"",[],[15],""
1405,2040,"","","","[347,9238]",[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","","[-20,17]",[24],""
1406,2041,"","","",[347],[],[4651],"",[2],[24],""
1407,2042,106,"","",[1371],[23],[],"",[48],[13],""
1408,2043,"","",3988,[],[24],[],"",[],[10],""
1409,2044,"","",3989,[],[24],[],"",[],[10],""
1410,2045,"",3990,"",[],[25],[],"",[],[7],""
1411,2046,"",3991,"",[],[25],[],"",[],[7],""
1412,2047,"",3992,"",[],[23],[],"",[],[12],""
1413,2048,"",3993,"",[],[22],[],"",[],[11],""
1414,2049,"",3994,"",[],[24],[],"",[],[9],""
1415,2050,"",3995,"",[],"[7,0,0,0]",[],"",[],"[1,4]",""
1416,2052,107,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
1417,2053,"","",3996,[],[21],[],"",[],[15],""
1418,2054,"","","","[347,9238]",[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","","[-19,16]",[24],""
1419,2055,"","","",[347],[],"[4594,4796]","",[2],[24],""
1420,2056,108,"","",[1371],[23],[],"",[49],[13],""
1421,2057,"","",3997,[],[24],[],"",[],[10],""
1422,2058,"","",3998,[],[24],[],"",[],[10],""
1423,2059,"",3999,"",[],[25],[],"",[],[7],""
1424,2060,"",4000,"",[],[25],[],"",[],[7],""
1425,2061,"",4001,"",[],[23],[],"",[],[12],""
1426,2062,"",4002,"",[],[22],[],"",[],[11],""
1427,2063,"",4003,"",[],[24],[],"",[],[9],""
1428,2064,"",4004,"",[],"[7,0,0,0]",[],"",[],"[1,4]",""
1429,2066,109,"","",[1371],[23],[],"",[50],[13],""
1430,2067,"","",4005,[],[24],[],"",[],[10],""
1431,2068,"",4006,"",[],[26],[],"",[],[4],""
1432,2069,"","",4007,[],[24],[],"",[],[10],""
1433,2070,"",4008,"",[],[25],[],"",[],[7],""
1434,2071,"",4009,"",[],[23],[],"",[],[12],""
1435,2072,"",4010,"",[],[22],[],"",[],[11],""
1436,2073,"",4011,"",[],[24],[],"",[],[9],""
1437,2074,"","",4012,[],[24],[],"",[],[10],""
1438,2075,"",4013,"",[],[13],[],"",[],[1],""
1439,2076,"",4014,"",[],"[15,0,0]",[],"",[],[1],""
1440,2077,"",4015,"",[],[25],[],"",[],[7],""
1441,2078,"",4016,"",[],[25],[],"",[],[7],""
1442,2079,"",4017,"",[],[23],[],"",[],[12],""
1443,2080,"",4018,"",[],[22],[],"",[],[11],""
1444,2081,"",4019,"",[],[24],[],"",[],[9],""
1445,2083,"","",4021,[],[25],[],"",[],"[8,21]",""
1446,2086,"",4023,"",[],[26],[],"",[],[4],""
1447,2087,"","","","[347,1305]",[],[4960],"","[1,2]",[24],""
1448,2088,"","","","[347,1305]",[],[4960],"","[2,2]",[24],""
1449,2089,"","",4024,[],[24],[],"",[],[10],""
1450,2090,"",4025,"",[],[25],[],"",[],[7],""
1451,2091,"",4026,"",[],[25],[],"",[],[7],""
1452,2092,"",4027,"",[],[23],[],"",[],[12],""
1453,2093,"",4028,"",[],[22],[],"",[],[11],""
1454,2094,"",4029,"",[],[24],[],"",[],[9],""
1455,2095,"","",4030,[],[21],[],"",[],[15],""
1456,2084,"",4022,"",[],"[16,0,0,0,17,0,0,0,15,0]",[],"",[],"[1,4]",""
1457,2097,"","","",[319],[4],[],"",[83],[14],""
1458,2098,"","","","[347,1730,9369]",[],[4963],"","[1,1,1]",[24],""
1459,2099,"","","",[347],[],[4949],"",[1],[24],""
1460,2101,"","","",[347],[],"[4830,4831,4832,4834,4833]","",[13],[24],""
1461,2102,"","","","[347,3609,9238,2686]",[],[4855],"","[7,7,34,4]",[24],""
1462,2103,"","","",[319],[4],[],"",[84],[14],""
1463,2105,"",4032,"",[],[25],[],"",[],[7],""
1464,2106,"",4033,"",[],[23],[],"",[],[12],""
1465,2107,"",4034,"",[],[22],[],"",[],[11],""
1466,2108,"",4035,"",[],[24],[],"",[],[9],""
1467,2109,"",4036,"",[],"[16,0,0,0,17,0,0,0,15,0]",[],"",[],"[1,4]",""
1468,2112,110,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
1469,2114,"",4038,"",[],[25],[],"",[],[7],""
1470,2115,"",4039,"",[],[25],[],"",[],[7],""
1471,2116,"",4040,"",[],[23],[],"",[],[12],""
1472,2117,"",4041,"",[],[22],[],"",[],[11],""
1473,2118,"",4042,"",[],[24],[],"",[],[9],""
1474,2120,"","",4043,[],[24],[],"",[],[10],""
1475,2121,111,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
1476,2122,"",4044,"",[],[25],[],"",[],[7],""
1477,2123,"",4045,"",[],[23],[],"",[],[12],""
1478,2124,"",4046,"",[],[22],[],"",[],[11],""
1479,2125,"",4047,"",[],[24],[],"",[],[9],""
1480,2127,"","","","[347,9238]",[],[4961],"","[1,33]",[24],""
1481,2104,"","",4031,[],[24],[],"",[],[10],""
1482,2129,"","","",[347],[],[4856],"",[1],[24],""
1483,2130,"","",4048,[],[21],[],"",[],[15],""
1484,2131,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-21],[24],""
1485,2132,"","","",[347],[],[4946],"",[1],[24],""
1486,2133,"","","","[347,9238]",[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","","[-22,62]",[24],""
1487,2134,"","","","[347,9238]",[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","","[-23,61]",[24],""
1488,2135,"","","","[347,9238]",[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","","[-49,63]",[24],""
1489,2136,"","",4049,[],[24],[],"",[],[10],""
1490,2137,"",4050,"",[],"[16,0,0,0,17,0,0,0,15,0]",[],"",[],"[1,4]",""
1491,2110,"",4037,"",[],[26],[],"",[],[4],""
1492,2138,"",4051,"",[],[25],[],"",[],[7],""
1493,2139,"",4052,"",[],[25],[],"",[],[7],""
1494,2140,"",4053,"",[],[23],[],"",[],[12],""
1495,2141,"",4054,"",[],[22],[],"",[],[11],""
1496,2142,"",4055,"",[],[24],[],"",[],[9],""
1497,2143,"","",4056,[],[24],[],"",[],[10],""
1498,2144,"","",4057,[],[24],[],"",[],[10],""
1499,2145,"",4058,"",[],"[16,0,0,0,17,0,0,0,15,0]",[],"",[],"[1,4]",""
1500,2146,"",4059,"",[],[26],[],"",[],[4],""
1501,2147,112,"","",[1371],[23],[],"",[51],[13],""
1502,2148,"","",4060,[],[21],[],"",[],[15],""
1503,2150,116,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
1504,2151,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-27],[24],""
1505,2152,"","","",[347],[],[4973],"",[1],[24],""
1506,2153,"",4061,"",[],[25],[],"",[],[7],""
1507,2154,"",4062,"",[],[25],[],"",[],[7],""
1508,2155,"",4063,"",[],[23],[],"",[],[12],""
1509,2156,"",4064,"",[],[22],[],"",[],[11],""
1510,2157,"",4065,"",[],[24],[],"",[],[9],""
1511,2158,"","",4066,[],[24],[],"",[],[10],""
1512,2159,"","",4067,[],[24],[],"",[],[10],""
1513,2160,113,"","",[1371],[23],[],"",[52],[13],""
1514,2162,"",4068,"",[],[25],[],"",[],[7],""
1515,2163,"",4069,"",[],[25],[],"",[],[7],""
1516,2164,"",4070,"",[],[23],[],"",[],[12],""
1517,2165,"",4071,"",[],[22],[],"",[],[11],""
1518,2166,"",4072,"",[],[24],[],"",[],[9],""
1519,2167,"","",4073,[],[24],[],"",[],[10],""
1520,2168,"","",4074,[],[24],[],"",[],[10],""
1521,2169,"",4075,"",[],"[7,0,0,0]",[],"",[],"[1,4]",""
1522,2170,114,"","",[1371],[23],[],"",[53],[13],""
1523,2171,"","",4076,[],[21],[],"",[],[15],""
1524,2173,117,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
1525,2174,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-26],[24],""
1526,2175,"","","",[347],[],[4984],"",[1],[24],""
1527,2176,"",4077,"",[],[25],[],"",[],[7],""
1528,2177,"",4078,"",[],[25],[],"",[],[7],""
1529,2178,"",4079,"",[],[23],[],"",[],[12],""
1530,2179,"",4080,"",[],[22],[],"",[],[11],""
1531,2180,"",4081,"",[],[24],[],"",[],[9],""
1532,2181,"","",4082,[],[24],[],"",[],[10],""
1533,2182,"","",4083,[],[24],[],"",[],[10],""
1534,2183,115,"","",[1371],[23],[],"",[54],[13],""
1535,2185,"","","",[347],[],"[4830,4831,4832,4834,4833]","",[14],[24],""
1536,2186,"",4084,"",[],[25],[],"",[],[7],""
1537,2187,"",4085,"",[],[23],[],"",[],[12],""
1538,2188,"",4086,"",[],[22],[],"",[],[11],""
1539,2189,"",4087,"",[],[24],[],"",[],[9],""
1540,2190,"","",4088,[],[24],[],"",[],[10],""
1541,2191,"",4089,"",[],"[16,0,0,0,17,0,0,0,15,0]",[],"",[],"[1,4]",""
1542,2192,118,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
1543,2193,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-24],[24],""
1544,2194,"","","",[347],[],"[4742,4798]","",[4],[24],""
1545,2196,"",4090,"",[],"[16,0,0,0,17,0,0,0,15,0]",[],"",[],"[1,4]",""
1546,2197,"",4091,"",[],[26],[],"",[],[4],""
1547,2198,"",4092,"",[],[25],[],"",[],[7],""
1548,2199,"",4093,"",[],[23],[],"",[],[12],""
1549,2200,"",4094,"",[],[22],[],"",[],[11],""
1550,2201,"",4095,"",[],[24],[],"",[],[9],""
1551,2202,"","",4096,[],[24],[],"",[],[10],""
1552,2204,"",4097,"",[],"[9,0,0,0,10,0,0,0,11,0]",[],"",[],"[1,4]",""
1553,2203,"",4098,"",[],[25],[],"",[],[7],""
1554,2205,"",4099,"",[],[23],[],"",[],[12],""
1555,2206,"",4100,"",[],[22],[],"",[],[11],""
1556,2207,"",4101,"",[],[24],[],"",[],[9],""
1557,2208,"","",4102,[],[24],[],"",[],[10],""
1558,2209,"","",4103,[],[21],[],"",[],[15],""
1559,2210,147,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",""
1560,2211,148,"","",[1371],[23],[],"",[66],[13],""
1561,2212,"",4104,"",[],[25],[],"",[],[7],""
1562,2213,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-25],[24],""
1563,2214,"","",4105,[],[24],[],"",[],[10],""
1564,2215,"",4106,"",[],[25],[],"",[],[7],""
1565,2216,"",4107,"",[],[25],[],"",[],[7],""
1566,2217,"",4108,"",[],[25],[],"",[],[7],""
1567,2220,"",4109,"",[],[25],[],"",[],[7],""
1568,2221,"","","","[347,1305]",[],"[4674,4803]","","[6,2]",[24],""
1569,2223,127,"","",[1371],[23],[],"",[55],[13],""
1570,2224,"","","","[347,1305]",[],[4883],"","[4,2]",[24],""
1571,2225,"","","","[347,1305]",[],[4880],"","[2,3]",[24],""
1572,2226,"","","",[347],[],[4881],"",[2],[24],""
1573,2227,"","","",[347],[],[4976],"",[1],[24],""
1574,2228,"","","",[347],[],"[4977,4986]","",[1],[24],""
1575,2229,"","",4110,[],[24],[],"",[],[10],""
1576,2230,"","",4111,[],[24],[],"",[],[10],""
1577,2231,"","",4112,[9953],[24],[],"",[85],[10],""
1578,2232,"","","","[347,1183,10321]",[],"[4756,4827]","","[1,17,1]",[24],""
1579,2233,"","","",[347],[],[4952],"",[1],[24],""
1580,2234,"","","","[347,1305,9369]",[],"[4693,4791]","","[-2,2,1]",[24],""
1581,2235,"","","",[347],[],[4592],"",[3],[24],""
1582,2236,"","","","[347,1305]",[],"[4882,4938]","","[1,3]",[24],""
1583,2237,"","","",[347],[],"[4742,4798]","",[5],[24],""
1584,2238,119,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
1585,2239,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-28],[24],""
1586,2241,"",4113,"",[],[25],[],"",[],[7],""
1587,2242,"",4114,"",[],[25],[],"",[],[7],""
1588,2243,"",4115,"",[],[23],[],"",[],[12],""
1589,2244,"",4116,"",[],[22],[],"",[],[11],""
1590,2245,"",4117,"",[],[24],[],"",[],[9],""
1591,2247,120,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
1592,2249,"",4118,"",[],"[11,0,0,0,9,0]",[],"",[],"[1,4]",""
1593,2250,"",4119,"",[],[25],[],"",[],[7],""
1594,2251,"",4120,"",[],[23],[],"",[],[12],""
1595,2252,"",4121,"",[],[22],[],"",[],[11],""
1596,2253,"",4122,"",[],[24],[],"",[],[9],""
1597,2255,"",4123,"",[],[25],[],"",[],[7],""
1598,2256,"",4124,"",[],[25],[],"",[],[7],""
1599,2257,"",4125,"",[],[23],[],"",[],[12],""
1600,2258,"",4126,"",[],[22],[],"",[],[11],""
1601,2259,"",4127,"",[],[24],[],"",[],[9],""
1602,2260,"","",4128,[],[24],[],"",[],[10],""
1603,2261,"","",4129,[],[24],[],"",[],[10],""
1604,2262,"",4130,"",[],"[6,0,0,0,7,0,0,0,56,0,0,0,8]",[],"",[],"[1,4]",""
1605,2263,121,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
1606,2265,"","",4131,[],[21],[],"",[],[15],""
1607,2266,123,"","",[1371],[23],[],"",[56],[13],""
1608,2267,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-31],[24],""
1609,2268,"","","",[1305],[],[4596],"",[5],[24],""
1610,2269,"",4132,"",[],[25],[],"",[],[7],""
1611,2270,"",4133,"",[],[25],[],"",[],[7],""
1612,2271,"",4134,"",[],[23],[],"",[],[12],""
1613,2272,"",4135,"",[],[22],[],"",[],[11],""
1614,2273,"",4136,"",[],[24],[],"",[],[9],""
1615,2274,"","",4137,[],[24],[],"",[],[10],""
1616,2275,"","",4138,[],[24],[],"",[],[10],""
1617,2277,124,"","",[1371],[23],[],"",[57],[13],""
1618,2278,"",4139,"",[],[25],[],"",[],[7],""
1619,2279,"",4140,"",[],[25],[],"",[],[7],""
1620,2280,"",4141,"",[],[23],[],"",[],[12],""
1621,2281,"",4142,"",[],[22],[],"",[],[11],""
1622,2282,"",4143,"",[],[24],[],"",[],[9],""
1623,2283,"","",4144,[],[24],[],"",[],[10],""
1624,2284,"","",4145,[],[24],[],"",[],[10],""
1625,2285,"",4146,"",[],"[6,0,0,0,7,0,0,0,56,0,0,0,8,0]",[],"",[],"[1,4]",""
1626,2286,122,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
1627,2288,"","",4147,[],[21],[],"",[],[15],""
1628,2289,125,"","",[1371],[23],[],"",[58],[13],""
1629,2290,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-29],[24],""
1630,2291,"","","",[347],[],[4582],"",[6],[24],""
1631,2292,"",4148,"",[],[25],[],"",[],[7],""
1632,2293,"",4149,"",[],[25],[],"",[],[7],""
1633,2294,"",4150,"",[],[23],[],"",[],[12],""
1634,2295,"",4151,"",[],[22],[],"",[],[11],""
1635,2296,"",4152,"",[],[24],[],"",[],[9],""
1636,2297,"","",4153,[],[24],[],"",[],[10],""
1637,2298,"","",4154,[],[24],[],"",[],[10],""
1638,2300,126,"","",[1371],[23],[],"",[59],[13],""
1639,2301,"",4155,"",[],[25],[],"",[],[7],""
1640,2303,"","",4156,[],[24],[],"",[],[10],""
1641,2304,"",4157,"",[],[25],[],"",[],[7],""
1642,2305,"",4158,"",[],[25],[],"",[],[7],""
1643,2306,"",4159,"",[],[23],[],"",[],[12],""
1644,2307,"",4160,"",[],[22],[],"",[],[11],""
1645,2308,"",4161,"",[],[24],[],"",[],[9],""
1646,2309,"","",4162,[],[24],[],"",[],[10],""
1647,2311,"","","",[347],[],"[4845,4847,4846,4848,4876]","",[-2],[24],""
1648,2312,"",4163,"",[],[25],[],"",[],[7],""
1649,2313,"",4164,"",[],[23],[],"",[],[12],""
1650,2314,"",4165,"",[],[22],[],"",[],[11],""
1651,2315,"",4166,"",[],[24],[],"",[],[9],""
1652,2316,"","",4167,[],[24],[],"",[],[10],""
1653,2317,"",4168,"",[],"[6,0,0,0,7,0,0,0,56,0]",[],"",[],"[1,4]",""
1654,2319,"","",4169,[],[21],[],"",[],[15],""
1655,2320,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-30],[24],""
1656,2321,"",4170,"",[],[25],[],"",[],[7],""
1657,2322,"",4171,"",[],[23],[],"",[],[12],""
1658,2323,"",4172,"",[],[22],[],"",[],[11],""
1659,2324,"",4173,"",[],[24],[],"",[],[9],""
1660,2325,"","",4174,[],[24],[],"",[],[10],""
1661,2326,"","",4175,[],[21],[],"",[],[15],""
1662,2327,"",4176,"",[],[13],[],"",[],[1],""
1663,2328,"",4177,"",[],[20],[],"",[],[4],""
1664,2330,"","",4178,[],[24],[],"",[],[10],""
