"rownum","Metadata","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","bool","bool","bool","bool","bool","i32","i32","i32","i32","i32","i32","i32","string","bool","bool","string","[i32]","i32","i32","i32","i32"
2022,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromVent_Reliquary",55,[7809],1000,2000,0,0,5272,5272,0,0,1,1,"",1,"",1,"",1,131072,131072,589824,327680,327680,65536,1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( EASHeistRobotSkitterbotEmerge );","","","",[],0,0,0,0
2023,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromVent_Reliquary",68,[7809],1000,2000,0,0,5100,5100,0,0,1,1,"",1,"",1,"",1,131072,131072,720896,393216,327680,65536,1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( EASHeistRobotSkitterbotEmerge );","","","",[],0,0,0,0
2024,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromVent_Reliquary",73,[7809],1000,2000,0,0,4932,4932,0,0,1,1,"",1,"",1,"",1,131072,131072,851968,458752,327680,65536,1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( EASHeistRobotSkitterbotEmerge );","","","",[],0,0,0,0
2025,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromVent_Reliquary",78,[7809],1000,2000,0,0,4769,4769,0,0,1,1,"",1,"",1,"",1,131072,131072,983040,524288,327680,65536,1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( EASHeistRobotSkitterbotEmerge );","","","",[],0,0,0,0
2026,"Metadata/Monsters/Thaumaturgy/ThaumaturgyRatSpawner",1,[4314],3,0,0,0,350,500,0,0,"",1,"",1,"",1,"","",524288,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge ); \t\ttriggerer.DoRandom(\r\n\t\t{\r\n\t\t\tAddStat( phase_through_objects, 1 );\r\n\t\t\tAddStat( suppress_phasing_visual, 1 );\r\n\t\t}, {} );","",1,"",[],0,0,0,0
2027,"Metadata/Monsters/Thaumaturgy/ThaumaturgyRatSpawnerOffset",1,[4314],3,0,0,0,350,500,0,0,"",1,"",1,"",1,"","",524288,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge ); \t\ttriggerer.DoRandom(\r\n\t\t{\r\n\t\t\tAddStat( phase_through_objects, 1 );\r\n\t\t\tAddStat( suppress_phasing_visual, 1 );\r\n\t\t}, {} );","",1,"",[],0,0,0,0
2028,"Metadata/Terrain/Endgame/MapFrozenCabins/Objects/BossShipmateSpawner",1,[7665],5,1500,0,0,500,500,0,0,"",1,"","","",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( Emerge );","",1,"",[],0,0,0,0
2029,"Metadata/Monsters/LeagueHeist/Science/Objects/UndeadPortalSpawner",1,"[7734,0,0,0]",1000,0,0,0,1000,1500,0,0,"",1,"",1,"",1,"","",327680,0,0,0,327680,0,1,"triggerer.ChangeStance( default ); triggerer.DoAction( Emerge ); triggerer.SetStateTo( increase_alert_level, 0 ); ","",1,"","[3,1,1,1]",0,0,0,0
2030,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/ProjectPortalSpawner",1,"[7744,0,0,0]",1000,0,0,0,4000,6400,0,0,1,1,"",1,"",1,"",1,524288,131072,0,0,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[20,20,20,8]",0,750,0,0
2031,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/ProjectPortalSpawner",4,"[7744,0,0,0]",1000,0,0,0,3900,6200,0,0,1,1,"",1,"",1,"",1,524288,131072,131072,65536,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[20,20,20,8]",0,750,0,0
2032,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/ProjectPortalSpawner",9,"[7744,0,0,0]",1000,0,0,0,3802,6004,0,0,1,1,"",1,"",1,"",1,524288,196608,196608,131072,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[20,20,20,8]",0,750,0,0
2033,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/ProjectPortalSpawner",13,"[7744,0,0,0]",1000,0,0,0,3707,5814,0,0,1,1,"",1,"",1,"",1,524288,196608,262144,131072,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[20,20,20,8]",0,750,0,0
2034,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/ProjectPortalSpawner",25,"[7744,0,0,0,7731]",1000,0,0,0,3614,5628,0,0,1,1,"",1,"",1,"",1,524288,262144,327680,196608,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[20,20,20,8,1]",0,750,0,0
2035,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/ProjectPortalSpawner",40,"[7744,0,0,0,7731]",1000,0,0,0,3524,5448,0,0,1,1,"",1,"",1,"",1,524288,262144,458752,262144,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[20,20,20,8,1]",0,750,0,0
2036,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/ProjectPortalSpawner",55,"[7744,0,0,0,7731]",1000,0,0,0,3436,5272,0,0,1,1,"",1,"",1,"",1,524288,327680,589824,327680,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[20,20,20,8,1]",0,750,0,0
2037,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/ProjectPortalSpawner",68,"[7744,0,0,0,7731]",1000,0,0,0,3349,5100,0,0,1,1,"",1,"",1,"",1,524288,393216,720896,393216,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[20,20,20,8,1]",0,750,0,0
2038,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/ProjectPortalSpawner",73,"[7744,0,0,0,7731]",1000,0,0,0,3266,4932,0,0,1,1,"",1,"",1,"",1,524288,458752,851968,458752,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[20,20,20,8,1]",0,750,0,0
2039,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/ProjectPortalSpawner",78,"[7744,0,0,0,7731]",1000,0,0,0,3184,4769,0,0,1,1,"",1,"",1,"",1,524288,524288,983040,524288,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[20,20,20,8,1]",0,750,0,0
2040,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/SciencePortalSpawner",1,"[7745,0,0]",1000,0,0,0,4000,6400,0,0,1,1,"",1,"",1,"",1,524288,131072,0,0,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[30,30,12]",0,750,0,0
2041,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/SciencePortalSpawner",4,"[7745,0,0]",1000,0,0,0,3900,6200,0,0,1,1,"",1,"",1,"",1,524288,131072,131072,65536,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[30,30,12]",0,750,0,0
2042,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/SciencePortalSpawner",9,"[7745,0,0]",1000,0,0,0,3802,6004,0,0,1,1,"",1,"",1,"",1,524288,196608,196608,131072,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[30,30,12]",0,750,0,0
2043,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/SciencePortalSpawner",13,"[7745,0,0]",1000,0,0,0,3707,5814,0,0,1,1,"",1,"",1,"",1,524288,196608,262144,131072,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[30,30,12]",0,750,0,0
2044,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/SciencePortalSpawner",25,"[7745,0,0]",1000,0,0,0,3614,5628,0,0,1,1,"",1,"",1,"",1,524288,262144,327680,196608,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[30,30,12]",0,750,0,0
2045,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/SciencePortalSpawner",40,"[7745,0,0,0]",1000,0,0,0,3524,5448,0,0,1,1,"",1,"",1,"",1,524288,262144,458752,262144,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[30,30,12,1]",0,750,0,0
2046,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/SciencePortalSpawner",55,"[7745,0,0,0]",1000,0,0,0,3436,5272,0,0,1,1,"",1,"",1,"",1,524288,327680,589824,327680,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[30,30,12,1]",0,750,0,0
2047,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/SciencePortalSpawner",68,"[7745,0,0,0]",1000,0,0,0,3349,5100,0,0,1,1,"",1,"",1,"",1,524288,393216,720896,393216,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[30,30,12,1]",0,750,0,0
2048,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/SciencePortalSpawner",73,"[7745,0,0,0]",1000,0,0,0,3266,4932,0,0,1,1,"",1,"",1,"",1,524288,458752,851968,458752,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[30,30,12,1]",0,750,0,0
2049,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/SciencePortalSpawner",78,"[7745,0,0,0]",1000,0,0,0,3184,4769,0,0,1,1,"",1,"",1,"",1,524288,524288,983040,524288,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[30,30,12,1]",0,750,0,0
2050,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/UndeadPortalSpawner",1,"[7734,0,0,0,7736]",1000,0,0,0,4000,6000,0,0,1,1,"",1,"",1,"",1,524288,131072,0,0,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );","","","","[3,1,1,1,1]",0,750,0,0
2051,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/UndeadPortalSpawner",4,"[7734,0,0,0,7736]",1000,0,0,0,3900,5800,0,0,1,1,"",1,"",1,"",1,524288,131072,131072,65536,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );","","","","[3,1,1,1,1]",0,750,0,0
2052,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/UndeadPortalSpawner",9,"[7734,0,0,0,7736]",1000,0,0,0,3802,5605,0,0,1,1,"",1,"",1,"",1,524288,196608,196608,131072,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );","","","","[3,1,1,1,1]",0,750,0,0
2053,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/UndeadPortalSpawner",13,"[7734,0,0,0,7736]",1000,0,0,0,3707,5414,0,0,1,1,"",1,"",1,"",1,524288,196608,262144,131072,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );","","","","[3,1,1,1,1]",0,750,0,0
2054,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/UndeadPortalSpawner",25,"[7734,0,0,0,7736]",1000,0,0,0,3614,5229,0,0,1,1,"",1,"",1,"",1,524288,262144,327680,196608,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );","","","","[3,1,1,1,1]",0,750,0,0
2055,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/UndeadPortalSpawner",40,"[7734,0,0,0,7736]",1000,0,0,0,3524,5048,0,0,1,1,"",1,"",1,"",1,524288,262144,458752,262144,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );","","","","[3,1,1,1,1]",0,750,0,0
2056,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/UndeadPortalSpawner",55,"[7734,0,0,0,7736]",1000,0,0,0,3436,4872,0,0,1,1,"",1,"",1,"",1,524288,327680,589824,327680,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );","","","","[3,1,1,1,1]",0,750,0,0
2057,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/UndeadPortalSpawner",68,"[7734,0,0,0,7736]",1000,0,0,0,3350,4700,0,0,1,1,"",1,"",1,"",1,524288,393216,720896,393216,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );","","","","[3,1,1,1,1]",0,750,0,0
2058,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/UndeadPortalSpawner",73,"[7734,0,0,0,7736]",1000,0,0,0,3266,4533,0,0,1,1,"",1,"",1,"",1,524288,458752,851968,458752,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );","","","","[3,1,1,1,1]",0,750,0,0
2059,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/UndeadPortalSpawner",78,"[7734,0,0,0,7736]",1000,0,0,0,3184,4369,0,0,1,1,"",1,"",1,"",1,524288,524288,983040,524288,327680,65536,3,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );","","","","[3,1,1,1,1]",0,750,0,0
2060,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawner",1,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge );","","","",[],0,0,0,0
2061,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawner",4,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge );","","","",[],0,0,0,0
2062,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawner",9,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge );","","","",[],0,0,0,0
2063,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawner",13,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge );","","","",[],0,0,0,0
2064,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawner",25,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge );","","","",[],0,0,0,0
2065,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawner",40,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge );","","","",[],0,0,0,0
2066,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawner",55,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge );","","","",[],0,0,0,0
2067,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawner",68,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge );","","","",[],0,0,0,0
2068,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawner",73,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge );","","","",[],0,0,0,0
2069,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawner",78,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge );","","","",[],0,0,0,0
2070,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawnerOffset",1,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge ); \t\ttriggerer.DoRandom(\r\n\t\t{\r\n\t\t\tAddStat( phase_through_objects, 1 );\r\n\t\t\tAddStat( suppress_phasing_visual, 1 );\r\n\t\t}, {} );","","","",[],0,0,0,0
2071,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawnerOffset",4,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge ); \t\ttriggerer.DoRandom(\r\n\t\t{\r\n\t\t\tAddStat( phase_through_objects, 1 );\r\n\t\t\tAddStat( suppress_phasing_visual, 1 );\r\n\t\t}, {} );","","","",[],0,0,0,0
2072,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawnerOffset",9,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge ); \t\ttriggerer.DoRandom(\r\n\t\t{\r\n\t\t\tAddStat( phase_through_objects, 1 );\r\n\t\t\tAddStat( suppress_phasing_visual, 1 );\r\n\t\t}, {} );","","","",[],0,0,0,0
2073,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawnerOffset",13,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge ); \t\ttriggerer.DoRandom(\r\n\t\t{\r\n\t\t\tAddStat( phase_through_objects, 1 );\r\n\t\t\tAddStat( suppress_phasing_visual, 1 );\r\n\t\t}, {} );","","","",[],0,0,0,0
2074,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawnerOffset",25,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge ); \t\ttriggerer.DoRandom(\r\n\t\t{\r\n\t\t\tAddStat( phase_through_objects, 1 );\r\n\t\t\tAddStat( suppress_phasing_visual, 1 );\r\n\t\t}, {} );","","","",[],0,0,0,0
2075,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawnerOffset",40,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge ); \t\ttriggerer.DoRandom(\r\n\t\t{\r\n\t\t\tAddStat( phase_through_objects, 1 );\r\n\t\t\tAddStat( suppress_phasing_visual, 1 );\r\n\t\t}, {} );","","","",[],0,0,0,0
2076,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawnerOffset",55,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge ); \t\ttriggerer.DoRandom(\r\n\t\t{\r\n\t\t\tAddStat( phase_through_objects, 1 );\r\n\t\t\tAddStat( suppress_phasing_visual, 1 );\r\n\t\t}, {} );","","","",[],0,0,0,0
2077,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawnerOffset",68,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge ); \t\ttriggerer.DoRandom(\r\n\t\t{\r\n\t\t\tAddStat( phase_through_objects, 1 );\r\n\t\t\tAddStat( suppress_phasing_visual, 1 );\r\n\t\t}, {} );","","","",[],0,0,0,0
2078,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawnerOffset",73,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge ); \t\ttriggerer.DoRandom(\r\n\t\t{\r\n\t\t\tAddStat( phase_through_objects, 1 );\r\n\t\t\tAddStat( suppress_phasing_visual, 1 );\r\n\t\t}, {} );","","","",[],0,0,0,0
2079,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/RatSpawnerOffset",78,[7762],8,0,0,0,160,240,0,0,"",1,"",1,"",1,"","",0,0,0,0,327680,65536,1,"triggerer.DoAction( WalkEmerge ); \t\ttriggerer.DoRandom(\r\n\t\t{\r\n\t\t\tAddStat( phase_through_objects, 1 );\r\n\t\t\tAddStat( suppress_phasing_visual, 1 );\r\n\t\t}, {} );","","","",[],0,0,0,0
2080,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromDoorway_BanditSewers",1,"[7765,0,0,0,7767,0,0,0,7769,0,0]",1000,0,0,0,4000,6400,0,0,1,1,"",1,"",1,"",1,786432,131072,0,0,327680,65536,4,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[24,24,12,12,12,12,12,8,8,8,8]",0,1000,0,0
2081,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromDoorway_BanditSewers",4,"[7765,0,0,0,7767,0,0,0,7769,0,0]",1000,0,0,0,3900,6200,0,0,1,1,"",1,"",1,"",1,786432,131072,131072,65536,327680,65536,4,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[24,24,12,12,12,12,12,8,8,8,8]",0,1000,0,0
2082,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromDoorway_BanditSewers",9,"[7765,0,0,0,7767,0,0,0,7769,0,0]",1000,0,0,0,3802,6004,0,0,1,1,"",1,"",1,"",1,786432,196608,196608,131072,327680,65536,4,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[24,24,12,12,12,12,12,8,8,8,8]",0,1000,0,0
2083,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromDoorway_BanditSewers",13,"[7765,0,0,0,7767,0,0,0,7769,0,0]",1000,0,0,0,3707,5814,0,0,1,1,"",1,"",1,"",1,786432,196608,262144,131072,327680,65536,4,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[24,24,12,12,12,12,12,8,8,8,8]",0,1000,0,0
2084,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromDoorway_BanditSewers",25,"[7765,0,0,0,7767,0,0,0,7769,0,0,0]",1000,0,0,0,3614,5628,0,0,1,1,"",1,"",1,"",1,786432,262144,327680,196608,327680,65536,4,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[24,24,12,12,12,12,12,8,8,8,8,1]",0,1000,0,0
2085,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromDoorway_BanditSewers",40,"[7765,0,0,0,7767,0,0,0,7769,0,0,0,7771]",1000,0,0,0,3524,5448,0,0,1,1,"",1,"",1,"",1,786432,262144,458752,262144,327680,65536,4,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[24,24,12,12,12,12,12,8,8,8,8,1,1]",0,1000,0,0
2086,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromDoorway_BanditSewers",55,"[7765,0,0,0,7767,0,0,0,7769,0,0,0,7771]",1000,0,0,0,3436,5272,0,0,1,1,"",1,"",1,"",1,786432,327680,589824,327680,327680,65536,4,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[24,24,12,12,12,12,12,8,8,8,8,1,1]",0,1000,0,0
2087,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromDoorway_BanditSewers",68,"[7765,0,0,0,7767,0,0,0,7769,0,0,0,7771]",1000,0,0,0,3349,5100,0,0,1,1,"",1,"",1,"",1,917504,393216,720896,393216,327680,65536,5,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[24,24,12,12,12,12,12,8,8,8,8,1,1]",0,750,0,0
2088,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromDoorway_BanditSewers",73,"[7765,0,0,0,7767,0,0,0,7769,0,0,0,7771]",1000,0,0,0,3266,4932,0,0,1,1,"",1,"",1,"",1,917504,458752,851968,458752,327680,65536,5,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[24,24,12,12,12,12,12,8,8,8,8,1,1]",0,750,0,0
2089,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromDoorway_BanditSewers",78,"[7765,0,0,0,7767,0,0,0,7769,0,0,0,7771]",1000,0,0,0,3184,4769,0,0,1,1,"",1,"",1,"",1,917504,524288,983040,524288,327680,65536,5,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[24,24,12,12,12,12,12,8,8,8,8,1,1]",0,750,0,0
2090,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromDoorway_Dungeon",1,"[7758,0,0,0,7754]",1000,0,0,0,4000,6400,0,0,1,1,"",1,"",1,"",1,786432,131072,0,0,327680,65536,2,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[8,8,20,20,30]",0,1000,0,0
2091,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromDoorway_Dungeon",4,"[7758,0,0,0,7754]",1000,0,0,0,3900,6200,0,0,1,1,"",1,"",1,"",1,786432,131072,131072,65536,327680,65536,2,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[8,8,20,20,30]",0,1000,0,0
2092,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromDoorway_Dungeon",9,"[7758,0,0,0,7754]",1000,0,0,0,3802,6004,0,0,1,1,"",1,"",1,"",1,786432,196608,196608,131072,327680,65536,2,"triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );","","","","[8,8,20,20,30]",0,1000,0,0
