"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","AchievementItemsKeys","[rid]","[string]"
3366,3033,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Misery Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
3367,3034,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Misery Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
3368,3035,1,1,"grant_micro","","","Adds the Misery Swords back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
3369,3036,1,1,"grant_micro","","","Adds the Misery Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
3370,3037,1,1,"grant_micro","","","Changes the appearance of any equipped Dagger, Wand, Claw, Sword, One Hand Mace, One Hand Axe, Bow or Quiver to the Misery Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[]
3371,3038,1,1,"grant_micro","","","Adds the Misery Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
3372,3039,1,1,"grant_micro","","","Attaches the Misery Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
3373,3040,1,1,"grant_micro","","","This character's portals use the Misery Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
3374,3041,1,1,"grant_micro","","","Adds Misery Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
3375,3042,1,1,"grant_micro","","","Your Aura becomes a Misery Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[]
3376,3043,1,1,"grant_micro","","","Your Shield Charge becomes a Misery Effect.",[],"","Shield Charge Skin","",[],[],0,"",0,"",2,[],[],[]
3377,3044,1,1,"grant_micro","","","Adds the Despair Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[]
3378,3045,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Despair Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
3379,3046,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Despair Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
3380,3047,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Despair Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
3381,3048,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Despair Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
3382,3049,1,1,"grant_micro","","","Adds the Despair Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
3383,3050,1,1,"grant_micro","","","Adds the Despair Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
3384,3051,1,1,"grant_micro","","","Your Herald becomes a Despair Effect.",[],"","Herald Skin","",[],[],0,"",0,"",2,[],[],[]
3385,3052,1,1,"modify_portal_variation","","","This character's portals use the Despair Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
3386,3053,1,1,"grant_micro","","","Adds Despair Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
3387,3054,1,1,"grant_micro","","","Changes the appearance of any equipped to the Scythe.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[]
3388,3060,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Frost Viking Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
3389,3059,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Frost Viking Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
3390,3058,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Frost Viking Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
3391,3057,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Frost Viking Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
3392,3056,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Frost Viking Alternate Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
3393,3055,1,1,"grant_micro","","","Adds the Frost Viking Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",1,[],[],[]
3394,3061,1,1,"grant_micro","","","Adds the Frost Viking Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
3395,3062,1,1,"grant_micro","","","Adds the Frost Viking Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
3396,3063,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, Axe or Mace to the Frost Viking Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[]
3397,3064,1,1,"grant_micro","","","Your Aura becomes a Frost Viking effect.",[],"","Viking Aura Skin","",[],[],0,"",0,"",1,[],[],[]
3398,3065,1,1,"modify_portal_variation","","","This character's portals use the Frost Viking Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[]
3399,3066,1,1,"grant_micro","","","Your Toxic Rain becomes a Celestial Effect.",[],"","Toxic Rain Skin","",[],[],0,"",0,"",1,[],[],[]
3400,3067,1,1,"grant_micro","","","Your Firestorm becomes a Celestial Effect.",[],"","Firestorm Skin","",[],[],0,"",0,"",1,[],[],[]
3401,3068,1,1,"grant_micro","","","Adds the Rapture Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",1,[],[],[]
3402,3069,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Rapture Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
3403,3070,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Rapture Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
3404,3071,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Rapture Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
3405,3072,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Rapture Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
3406,3073,1,1,"grant_micro","","","Adds the Rapture Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
3407,3074,1,1,"grant_micro","","","Changes the appearance of any equipped Dagger, Wand, Claw, Sword, Axe or Mace to the Rapture Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[]
3408,3075,1,1,"modify_portal_variation","","","This character's portals use the Rapture Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[]
3409,3076,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Transcendence Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[]
3410,3077,1,1,"grant_micro","","","Adds the Gryffon Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
3411,3078,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Darkprism Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[]
3412,3079,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Stygian Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
3413,3080,1,1,"modify_portal_variation","","","This character's portals use the Reaper Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
3414,3081,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Doom Gauntlet Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[]
3415,3082,1,1,"grant_micro","","","Adds the Glimmersprite Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
3416,3083,1,1,"grant_micro","","","Your Earthshatter becomes a Verdant Effect.",[],"","Earthshatter Skin","",[],[],0,"",0,"","",[],[],[]
3417,3084,1,1,"grant_micro","","","Adds the Sphinx Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
3418,3085,1,1,"grant_micro","","","Adds the Verdant Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
3419,3086,1,1,"modify_portal_variation","","","This character's portals use the Chieftain Apparition Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
3420,3087,1,1,"grant_micro","","","Your Fireball becomes a Stygian Effect.",[],"","Fireball Skin","",[],[],0,"",0,"","",[],[],[]
3421,3088,1,1,"grant_micro","","","Your Spell or Ballista totem becomes a twisted skull totem.",[],"","Totem Skin","",[],[],0,"",0,"","",[],[],[]
3422,3089,1,1,"grant_micro","","","Your Consecrated Path becomes a Stygian Effect.",[],"","Consecrated Path Skin","",[],[],0,"",0,"","",[],[],[]
3423,3090,1,1,"grant_micro","","","Your Fist of War becomes a Stygian Effect.",[],"","Fist of War Skin","",[],[],0,"",0,"","",[],[],[]
3424,3091,1,1,"grant_micro","","","Your Smite becomes a Valkyrie Effect.",[],"","Smite Skin","",[],[],0,"",0,"","",[],[],[]
3425,3092,1,1,"grant_micro","","","This character's portals use the Maven Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[]
3426,3093,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Ultimatum Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
3427,3094,1,1,"modify_portal_variation","","","This character's portals use the Ultimatum Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
3428,3095,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Lightbringer Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
3429,3096,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Lightbringer Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
3430,3097,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Lightbringer Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
3431,3098,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Lightbringer Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
3432,3099,1,1,"grant_micro","","","Adds the Lightbringer Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
3433,3100,1,1,"grant_micro","","","Adds the Lightbringer Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
3434,3101,1,1,"grant_micro","","","Adds the Lightbringer Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[]
3435,3102,1,1,"grant_micro","","","Changes the appearance of any equipped Dagger, Wand, Claw, Sword, Mace, Axe or Staff to the Lightbringer Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[]
3436,3103,1,1,"grant_micro","","","Adds the Lightbringer Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
3437,3104,1,1,"grant_micro","","","Attaches the Lightbringer Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
3438,3105,1,1,"grant_micro","","","Adds Lightbringer Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
3439,3106,1,1,"grant_micro","","","This character's portals use the Lightbringer Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
3440,3107,1,1,"grant_micro","","","Your Aura becomes a Lightbringer Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[]
3441,3108,1,1,"grant_micro","","","Your Righteous Fire becomes a Lightbringer Effect.",[],"","Righteous Fire Skin","",[],[],0,"",0,"","",[],[],[]
3442,3109,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Darkshard Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
3443,3110,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Darkshard Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
3444,3111,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Darkshard Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
3445,3112,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Darkshard Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
3446,3113,1,1,"grant_micro","","","Adds the Darkshard Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
3447,3114,1,1,"grant_micro","","","Adds the Darkshard Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
3448,3115,1,1,"grant_micro","","","Adds the Darkshard Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[]
3449,3116,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, Axe, Mace or Staff to the Darkshard Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[]
3450,3117,1,1,"grant_micro","","","Adds the Darkshard Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
3451,3118,1,1,"grant_micro","","","Attaches the Darkshard Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
3452,3119,1,1,"grant_micro","","","Adds Darkshard Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
3453,3120,1,1,"grant_micro","","","This character's portals use the Darkshard Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
3454,3121,1,1,"grant_micro","","","Your Aura becomes a Darkshard Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[]
3455,3122,1,1,"grant_micro","","","Your Spell or Ballista totem becomes a darkshard totem.",[],"","Totem Skin","",[],[],0,"",0,"","",[],[],[]
3456,3123,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Apollyon Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
3457,3124,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Apollyon Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
3458,3125,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Apollyon Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
3459,3126,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Apollyon Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
3460,3127,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Apollyon Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
3461,3128,1,1,"grant_micro","","","Adds the Apollyon Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
3462,3129,1,1,"grant_micro","","","Adds the Apollyon Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
3463,3130,1,1,"grant_micro","","","Attaches the Apollyon Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[]
3464,3131,1,1,"grant_micro","","","This character's portals use the Apollyon Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
3465,3132,1,1,"grant_micro","","","Adds Apollyon Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
3466,3133,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Ultimatum Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
3467,3134,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Oblivion Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
3468,3135,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Oblivion Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[]
3469,3136,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Oblivion Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[]
3470,3137,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Oblivion Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[]
3471,3138,1,1,"grant_micro","","","Adds the Oblivion Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
3472,3139,1,1,"grant_micro","","","Your Toxic Rain becomes an Oblivion Effect.",[],"","Toxic Rain Skin","",[],[],0,"",0,"","",[],[],[]
3473,3140,1,1,"grant_micro","","","Your Flame Wall becomes an Oblivion Effect.",[],"","Flame Wall Skin","",[],[],0,"",0,"","",[],[],[]
3474,3141,1,1,"modify_portal_variation","","","This character's portals use the Oblivion Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
3475,3142,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Oblivion Body Armour1.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[]
3476,3143,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Oblivion Body Armour2.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[]
3477,3144,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Oblivion Body Armour3.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[]
3478,3145,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Jingwei Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
3479,3146,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Jingwei Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
3480,3147,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Jingwei Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
3481,3148,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Jingwei Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
3482,3149,1,1,"grant_micro","","","Adds the Jingwei Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
3483,3150,1,1,"grant_micro","","","Attaches the Jingwei Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
3484,3151,1,1,"grant_micro","","","Adds Jingwei Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
3485,3152,1,1,"grant_micro","","","Adds the Jingwei Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
3486,3153,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Vaal Orb Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
3487,3154,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Vaal Orb Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[]
3488,3155,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Vaal Orb Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[]
3489,3156,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Vaal Orb Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[]
3490,3157,1,1,"grant_micro","","","Adds the Vaal Orb Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
3491,3158,1,1,"grant_micro","","","Changes the appearance of any equipped Axe, Sword, Mace, Staff or Bow to the Vaal Orb Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[]
3492,3159,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Vaal Orb Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[]
3493,3160,1,1,"grant_micro","","","Attaches the Vaal Orb Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[]
3494,3162,1,1,"grant_micro","","","Your Void Sphere becomes a Vaal Orb effect.",[],"","Orb Void Sphere Skin","",[],[],0,"",0,"","",[],[],[]
3495,3161,1,1,"grant_micro","","","Your Ice Shot becomes a Vaal Orb Effect.",[],"","Ice Shot Skin","",[],[],0,"",0,"","",[],[],[]
3496,3163,1,1,"grant_micro","","","Your Cremation becomes a Vaal Orb Effect.",[],"","Orb Cremation Skin","",[],[],0,"",0,"","",[],[],[]
3497,3164,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Merchant Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
3498,3165,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Merchant Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[]
3499,3166,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Merchant Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[]
3500,3167,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Merchant Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[]
3501,3168,1,1,"grant_micro","","","Adds the Merchant Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
3502,3169,1,1,"grant_micro","","","Changes the appearance of any equipped Dagger, Wand, Claw, Sword, One Hand Axe or One Hand Mace to the Merchant Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[]
3503,3170,1,1,"grant_micro","","","Your Blink and Mirror Arrow becomes a Merchant Effect.",[],"","Blink and Mirror Arrow Skin","",[],[],0,"",0,"","",[],[],[]
3504,3171,1,1,"grant_micro","","","Your Aura becomes a Merchant Effect.",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[]
3505,3172,1,1,"grant_micro","","","Your Contagion becomes a Sunprism Effect.",[],"","Contagion Skin","",[],[],0,"",0,"","",[],[],[]
3506,3173,1,1,"grant_micro","","","Your Wither becomes a Sunprism Effect.",[],"","Wither Skin","",[],[],0,"",0,"","",[],[],[]
3507,3174,1,1,"grant_micro","","","Your Blight becomes a Sunprism Effect.",[],"","Blight Skin","",[],[],0,"",0,"","",[],[],[]
3508,3175,1,1,"grant_micro","","","Your Essence Drain becomes a Sunprism Effect.",[],"","Essence Drain Skin","",[],[],0,"",0,"","",[],[],[]
3509,3176,1,1,"grant_micro","","","Your Wave of Conviction becomes a Stygian Effect.",[],"","Wave of Conviction Skin","",[],[],0,"",0,"","",[],[],[]
3510,3177,1,1,"grant_micro","","","Your Puncture becomes a Stygian Effect.",[],"","Puncture Skin","",[],[],0,"",0,"","",[],[],[]
3511,3178,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Coldsnap Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[]
3512,3179,1,1,"grant_micro","","","Adds the Slither Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
3513,3180,1,1,"grant_micro","","","Your Ensnaring Arrow becomes a Demonic Effect.",[],"","Ensnaring Arrow Skin","",[],[],0,"",0,"","",[],[],[]
3514,3181,1,1,"modify_portal_variation","","","This character's portals use the Infernal Steam-Powered Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
3515,3182,1,1,"grant_micro","","","Your Steelskin becomes a Stygian Effect.",[],"","Steelskin Skin","",[],[],0,"",0,"","",[],[],[]
3516,3183,1,1,"grant_micro","","","Your Sigil of Power becomes a Divine Effect.",[],"","Sigil of Power Skin","",[],[],0,"",0,"","",[],[],[]
3517,3184,1,1,"grant_micro","","","Attaches the Necrotic Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[]
3518,3185,1,1,"grant_micro","","","Your Wave of Conviction becomes a Celestial Effect.",[],"","Wave of Conviction Skin","",[],[],0,"",0,"","",[],[],[]
3519,3186,1,1,"grant_micro","","","Your Divine Ire becomes a Celestial Effect.",[],"","Divine Ire Skin","",[],[],0,"",0,"","",[],[],[]
3520,3187,1,1,"grant_micro","","","Your Offering becomes a Celestial Effect.",[],"","Offering Skin","",[],[],0,"",0,"","",[],[],[]
3521,3188,1,1,"grant_micro","","","Adds the Arcane Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
3522,3189,1,1,"grant_micro","","","Your Frenzy becomes an Arcane Effect.",[],"","Frenzy Skin","",[],[],0,"",0,"","",[],[],[]
3523,3190,1,1,"grant_micro","","","Your Withering Step becomes a Demonic Effect.",[],"","Withering Step Skin","",[],[],0,"",0,"","",[],[],[]
3524,3191,1,1,"grant_micro","","","Your Whirling Blades becomes a Hasina Effect.",[],"","Whirling Blades Skin","",[],[],0,"",0,"","",[],[],[]
3525,3192,1,1,"grant_micro","","","Your Blade Vortex becomes a Hasina Effect.",[],"","Blade Vortex Skin","",[],[],0,"",0,"","",[],[],[]
3526,3193,1,1,"grant_micro","","","Adds the Auspicious Dragon Weapon Effect1 to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",3,[],[],[]
3527,3194,1,1,"grant_micro","","","Adds the Auspicious Dragon Weapon Effect2 to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",3,[],[],[]
3528,3195,1,1,"grant_micro","","","Adds the Auspicious Dragon Weapon Effect3 to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",3,[],[],[]
3529,3196,1,1,"grant_micro","","","Adds the Auspicious Blue Dragon Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[]
3530,5673,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3531,5674,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3532,5675,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3533,5676,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3534,5677,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3535,5678,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3536,5679,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3537,5680,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3538,5681,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3539,5696,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3540,5697,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3541,5698,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3542,5699,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3543,5700,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3544,5701,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
