"rownum","rid","rid","rid","[rid]","[i32]","rid","rid","[rid]","[i32]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","i32","i32"
2638,2228,4,202,[],[],8214,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-570425344,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-570425344,429,-1912602624,306,0,0,0,-570425344,429,0,0,0,0,134217728,0,0,0,3724541952,3724541952,-570425344,429,0,0,-570425344,429,0
2639,2276,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-570425344,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-570425344,429,201326592,0,0,0,0,-570425344,429,0,0,0,0,134217728,0,0,0,3724541952,3724541952,-570425344,429,0,0,-570425344,429,0
2640,2276,1,2318,[],[],8157,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-570425344,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-570425344,429,-1442840576,259,0,0,0,-570425344,429,0,0,0,0,134217728,0,0,0,3724541952,3724541952,-570425344,429,0,0,-570425344,429,0
2641,2276,2,2318,[],[],8158,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-570425344,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-570425344,429,-1442840576,259,0,0,0,-570425344,429,0,0,0,0,134217728,0,0,0,3724541952,3724541952,-570425344,429,0,0,-570425344,429,0
2642,2276,3,591,[],[],8159,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-570425344,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-570425344,429,1577058304,38,0,0,0,-570425344,429,0,0,0,0,134217728,0,0,0,3724541952,3724541952,-570425344,429,0,0,-570425344,429,0
2643,2276,4,591,[],[],8169,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-570425344,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-570425344,429,1577058304,38,0,0,0,-570425344,429,0,0,0,0,134217728,0,0,0,3724541952,3724541952,-570425344,429,0,0,-570425344,429,0
2644,2224,0,296,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-570425344,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-570425344,429,771751936,420,0,0,0,-570425344,429,0,0,0,0,134217728,0,0,0,3724541952,3724541952,-570425344,429,0,0,-570425344,429,0
2645,2224,1,1036,[],[],8157,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-570425344,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-570425344,429,-570425344,429,0,0,0,-33554432,429,0,0,0,0,134217728,0,0,0,4261412864,4261412864,-33554432,429,0,0,-33554432,429,0
2646,2224,2,1036,[],[],8158,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-33554432,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-33554432,429,-570425344,429,0,0,0,-33554432,429,0,0,0,0,134217728,0,0,0,4261412864,4261412864,-33554432,429,0,0,-33554432,429,0
2647,2224,3,2574,[],[],8159,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-33554432,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-33554432,429,1946157056,176,0,0,0,-33554432,429,0,0,0,0,134217728,0,0,0,4261412864,4261412864,-33554432,429,0,0,-33554432,429,0
2648,2224,4,2574,[],[],8169,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-33554432,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-33554432,429,1946157056,176,0,0,0,-33554432,429,0,0,0,0,134217728,0,0,0,4261412864,4261412864,-33554432,429,0,0,-33554432,429,0
2649,2236,0,230,[],[],8220,"",[],[],"",1174405120,1,0,0,0,0,-33554432,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-33554432,429,201326592,0,0,0,0,-33554432,429,0,0,0,0,134217728,0,0,0,4261412864,4261412864,-33554432,429,0,0,-33554432,429,0
2650,2236,1,230,[],[],8221,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-33554432,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-33554432,429,-1778384896,87,0,0,0,-33554432,429,0,0,0,0,134217728,0,0,0,4261412864,4261412864,-33554432,429,0,0,-33554432,429,0
2651,2236,2,622,[],[],8212,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-33554432,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-33554432,429,2113929216,12,0,0,0,-33554432,429,0,0,0,0,134217728,0,0,0,4261412864,4261412864,-33554432,429,0,0,-33554432,429,0
2652,2236,3,622,[],[],8213,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-33554432,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-33554432,429,2113929216,12,0,0,0,-33554432,429,0,0,0,0,134217728,0,0,0,4261412864,4261412864,-33554432,429,0,0,-33554432,429,0
2653,2236,4,622,[],[],8214,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-33554432,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-33554432,429,2113929216,12,0,0,0,-33554432,429,0,0,0,0,134217728,0,0,0,4261412864,4261412864,-33554432,429,0,0,-33554432,429,0
2654,2255,0,169,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-33554432,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-33554432,429,-2113929216,57,0,0,0,-33554432,429,0,0,0,0,134217728,0,0,0,4261412864,4261412864,-33554432,429,0,0,-33554432,429,0
2655,2255,1,622,[],[],8211,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-33554432,429,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-33554432,429,2113929216,12,0,0,0,-33554432,429,0,0,0,0,134217728,0,0,0,4261412864,4261412864,-33554432,429,0,0,-33554432,429,0
2656,2255,2,2041,[],[],8171,"","[214,1927,1235]","[2,50,50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,973078528,430,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,973078528,430,-1375731712,402,0,0,0,973078528,430,0,0,0,0,134217728,0,0,0,973078528,973078528,973078528,430,0,0,973078528,430,0
2657,2255,3,904,[],[],8159,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,973078528,430,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,973078528,430,973078528,430,0,0,0,1509949440,430,0,0,0,0,134217728,0,0,0,1509949440,1509949440,1509949440,430,0,0,1509949440,430,0
2658,2255,4,904,[],[],8169,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1509949440,430,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1509949440,430,973078528,430,0,0,0,1509949440,430,0,0,0,0,134217728,0,0,0,1509949440,1509949440,1509949440,430,0,0,1509949440,430,0
2659,2268,0,774,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1509949440,430,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1509949440,430,-1644167168,18,0,0,0,1509949440,430,0,0,0,0,134217728,0,0,0,1509949440,1509949440,1509949440,430,0,0,1509949440,430,0
2660,2268,1,774,[],[],8221,"","[214,1927,1235]","[2,50,50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-1979711488,430,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1979711488,430,-1644167168,18,0,0,0,-1979711488,430,0,0,0,0,134217728,0,0,0,2315255808,2315255808,-1979711488,430,0,0,-1979711488,430,0
2661,2268,2,2039,[],[],8171,"","[214,1927,1235]","[2,50,50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-1174405120,430,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1174405120,430,1207959552,174,0,0,0,-1174405120,430,0,0,0,0,134217728,0,0,0,3120562176,3120562176,-1174405120,430,0,0,-1174405120,430,0
2662,2268,3,481,[],[],8160,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1174405120,430,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1174405120,430,-1174405120,430,0,0,0,-637534208,430,0,0,0,0,134217728,0,0,0,3657433088,3657433088,-637534208,430,0,0,-637534208,430,0
2663,2268,4,780,[],[],8224,"",[215],[100],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-369098752,430,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-369098752,430,1979711488,59,0,0,0,-369098752,430,0,0,0,0,134217728,0,0,0,3925868544,3925868544,-369098752,430,0,0,-369098752,430,0
2664,2282,0,2455,[],[],8156,"",[],[],"",-1090519040,2,0,0,0,0,-369098752,430,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-369098752,430,-1476395008,13,0,0,0,-369098752,430,0,0,0,0,134217728,0,0,0,3925868544,3925868544,-369098752,430,0,0,-369098752,430,0
2665,2282,1,2455,[],[],8157,"","[214,1215]","[4,130]","",-33554432,-16843010,-16843010,-16843010,16711422,0,301989888,431,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,301989888,431,301989888,431,0,0,0,704643072,431,0,0,0,0,134217728,0,0,0,704643072,704643072,704643072,431,0,0,704643072,431,0
2666,2282,2,1953,[],[],8158,"","[173,175]","[2,-50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,1375731712,431,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1375731712,431,-1979711488,180,0,0,0,1375731712,431,1677721600,0,0,0,134217728,0,0,0,1375731712,1375731712,1375731712,431,0,0,1375731712,431,0
2667,2282,3,2465,[],[],8163,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1375731712,431,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1375731712,431,1375731712,431,0,0,0,1946157056,431,0,0,0,0,134217728,0,0,0,1946157056,1946157056,1946157056,431,0,0,1946157056,431,0
2668,2282,4,2465,[],[],8164,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1946157056,431,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1946157056,431,1375731712,431,0,0,0,1946157056,431,0,0,0,0,134217728,0,0,0,1946157056,1946157056,1946157056,431,0,0,1946157056,431,0
2669,2288,0,2317,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1946157056,431,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1946157056,431,-1442840576,259,0,0,0,1946157056,431,0,0,0,0,134217728,0,0,0,1946157056,1946157056,1946157056,431,0,0,1946157056,431,0
2670,2288,1,96,[],[],8211,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1946157056,431,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1946157056,431,2113929216,12,0,0,0,1946157056,431,0,0,0,0,134217728,0,0,0,1946157056,1946157056,1946157056,431,0,0,1946157056,431,0
2671,2288,2,96,[],[],8212,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1946157056,431,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1946157056,431,2113929216,12,0,0,0,1946157056,431,0,0,0,0,134217728,0,0,0,1946157056,1946157056,1946157056,431,0,0,1946157056,431,0
2672,2288,3,2340,[],[],8160,"",[1795],[50],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-2080374784,431,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2080374784,431,-905969664,259,0,0,0,-2080374784,431,0,0,0,0,134217728,0,0,0,2214592512,2214592512,-2080374784,431,0,0,-2080374784,431,0
2673,2288,4,2340,[],[],8168,"",[1795],[50],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1811939328,431,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1811939328,431,-905969664,259,0,0,0,-1811939328,431,0,0,0,0,134217728,0,0,0,2483027968,2483027968,-1811939328,431,0,0,-1811939328,431,0
2674,2247,0,42,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1811939328,431,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1811939328,431,-1711276032,14,0,0,0,-1811939328,431,0,0,0,0,134217728,0,0,0,2483027968,2483027968,-1811939328,431,0,0,-1811939328,431,0
2675,2247,1,42,[],[],8157,"","[173,175]","[2,-20]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-1275068416,431,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1275068416,431,-1275068416,431,0,0,0,-603979776,431,0,0,0,0,134217728,0,0,0,3690987520,3690987520,-603979776,431,0,0,-603979776,431,0
2676,2247,2,2757,[],[],8158,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-603979776,431,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-603979776,431,-603979776,431,0,0,0,-100663296,431,0,0,0,0,134217728,0,0,0,4194304000,4194304000,-100663296,431,0,0,-100663296,431,0
2677,2247,3,2757,[],[],8159,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-100663296,431,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-100663296,431,-603979776,431,0,0,0,-100663296,431,0,0,0,0,134217728,0,0,0,4194304000,4194304000,-100663296,431,0,0,-100663296,431,0
2678,2247,4,1054,[],[],8280,"",[612],[250],"",-33554432,-16843010,-16843010,-16843010,16711422,0,167772160,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,167772160,432,167772160,432,2046820352,0,0,570425344,432,0,0,0,0,134217728,0,0,0,570425344,570425344,570425344,432,0,0,570425344,432,0
2679,5274,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,570425344,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,570425344,432,201326592,0,0,0,0,570425344,432,0,0,0,0,134217728,0,0,0,570425344,570425344,570425344,432,0,0,570425344,432,0
2680,5274,1,6375,[],[],8221,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,570425344,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,570425344,432,-2013265920,277,0,0,0,570425344,432,0,0,0,0,134217728,0,0,0,570425344,570425344,570425344,432,0,0,570425344,432,0
2681,5274,2,6375,[],[],8222,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,570425344,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,570425344,432,-2013265920,277,0,0,0,570425344,432,0,0,0,0,134217728,0,0,0,570425344,570425344,570425344,432,0,0,570425344,432,0
2682,5274,3,5985,[],[],8172,"",[],[],"",-33554432,-16843010,-16843010,-16843010,33488638,0,570425344,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,838860800,432,973078528,247,0,0,0,838860800,432,0,0,0,0,134217728,0,0,0,838860800,838860800,838860800,432,0,0,838860800,432,0
2683,5274,4,5985,[],[],8173,"",[],[],"",-33554432,-16843010,-16843010,-16843010,33488638,0,838860800,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1107296256,432,973078528,247,0,0,0,1107296256,432,0,0,0,0,134217728,0,0,0,1107296256,1107296256,1107296256,432,0,0,1107296256,432,0
2684,5249,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1107296256,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1107296256,432,201326592,0,0,0,0,1107296256,432,0,0,0,0,134217728,0,0,0,1107296256,1107296256,1107296256,432,0,0,1107296256,432,0
2685,5249,1,5534,[],[],8211,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1107296256,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1107296256,432,-1442840576,170,0,0,0,1107296256,432,0,0,0,0,134217728,0,0,0,1107296256,1107296256,1107296256,432,0,0,1107296256,432,0
2686,5249,2,5534,[],[],8212,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1107296256,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1107296256,432,-1442840576,170,0,0,0,1107296256,432,0,0,0,0,134217728,0,0,0,1107296256,1107296256,1107296256,432,0,0,1107296256,432,0
2687,5249,3,5537,[],[],8223,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1107296256,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1107296256,432,1845493760,305,0,0,0,1107296256,432,0,0,0,0,134217728,0,0,0,1107296256,1107296256,1107296256,432,0,0,1107296256,432,0
2688,5249,4,5537,[],[],8224,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1107296256,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1107296256,432,1845493760,305,0,0,0,1107296256,432,0,0,0,0,134217728,0,0,0,1107296256,1107296256,1107296256,432,0,0,1107296256,432,0
2689,4067,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1107296256,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1107296256,432,201326592,0,0,0,0,1107296256,432,0,0,0,0,134217728,0,0,0,1107296256,1107296256,1107296256,432,0,0,1107296256,432,0
2690,4067,1,4530,[],[],8157,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1107296256,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1107296256,432,-67108864,194,0,0,0,1107296256,432,0,0,0,0,134217728,0,0,0,1107296256,1107296256,1107296256,432,0,0,1107296256,432,0
2691,4067,2,4530,[],[],8158,"",[214],[2],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1375731712,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1375731712,432,-67108864,194,0,0,0,1375731712,432,0,0,0,0,134217728,0,0,0,1375731712,1375731712,1375731712,432,0,0,1375731712,432,0
2692,4067,3,4530,[],[],8159,"",[214],[2],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1644167168,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1644167168,432,-67108864,194,0,0,0,1644167168,432,0,0,0,0,134217728,0,0,0,1644167168,1644167168,1644167168,432,0,0,1644167168,432,0
2693,4067,4,4530,[],[],8169,"","[214,1927]","[4,100]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-2113929216,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2113929216,432,-67108864,194,0,0,0,-2113929216,432,-671088640,16777215,0,0,134217728,0,0,0,2181038080,2181038080,-2113929216,432,0,0,-2113929216,432,0
2694,5285,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-2113929216,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2113929216,432,201326592,0,0,0,0,-2113929216,432,0,0,0,0,134217728,0,0,0,2181038080,2181038080,-2113929216,432,0,0,-2113929216,432,0
2695,5285,1,5995,[],[],8221,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-2113929216,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2113929216,432,-2013265920,277,0,0,0,-2113929216,432,0,0,0,0,134217728,0,0,0,2181038080,2181038080,-2113929216,432,0,0,-2113929216,432,0
2696,5285,2,5995,[],[],8222,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-2113929216,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2113929216,432,-2013265920,277,0,0,0,-2113929216,432,0,0,0,0,134217728,0,0,0,2181038080,2181038080,-2113929216,432,0,0,-2113929216,432,0
2697,5285,3,5498,[],[],8172,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-2113929216,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2113929216,432,1912602624,361,0,0,0,-2113929216,432,0,0,0,0,134217728,0,0,0,2181038080,2181038080,-2113929216,432,0,0,-2113929216,432,0
2698,5285,4,6352,[],[],8204,22,[],[],"",1090519040,26,0,0,0,0,-2113929216,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2113929216,432,-1946157056,361,1644167168,0,0,-2113929216,432,0,0,0,0,134217728,0,0,0,2181038080,2181038080,-2113929216,432,0,0,-2113929216,432,0
2699,4011,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-2113929216,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2113929216,432,201326592,0,0,0,0,-2113929216,432,0,0,0,0,134217728,0,0,0,2181038080,2181038080,-2113929216,432,0,0,-2113929216,432,0
2700,4011,1,3,[],[],8157,"","[195,173]","[1,2]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-1577058304,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1577058304,432,-1711276032,14,0,0,0,-1577058304,432,838860800,0,0,0,134217728,0,0,0,2717908992,2717908992,-1577058304,432,0,0,-1577058304,432,0
2701,4011,2,4394,[],[],8222,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1577058304,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1577058304,432,-1946157056,318,0,0,0,-1577058304,432,0,0,0,0,134217728,0,0,0,2717908992,2717908992,-1577058304,432,0,0,-1577058304,432,0
2702,4011,3,2707,[],[],8159,"",[639],[200],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1308622848,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1308622848,432,-1275068416,319,0,0,0,-1308622848,432,0,0,0,0,134217728,0,0,0,2986344448,2986344448,-1308622848,432,0,0,-1308622848,432,0
2703,4011,4,4394,[],[],8164,"",[],[],"",-33554432,-16843010,-16843010,-16843010,50265854,0,-1308622848,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,-738197504,318,0,0,-771751936,432,-1946157056,318,0,0,0,-771751936,432,0,0,0,0,134217728,0,0,0,3523215360,3523215360,-771751936,432,0,0,-771751936,432,0
2704,5328,0,2206,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-771751936,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-771751936,432,-1711276032,301,0,0,0,-771751936,432,0,0,0,0,134217728,0,0,0,3523215360,3523215360,-771751936,432,0,0,-771751936,432,0
2705,5328,1,2206,[],[],8157,"","[195,173]","[1,2]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-234881024,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-234881024,432,-1711276032,301,0,0,0,-234881024,432,0,0,0,0,134217728,0,0,0,4060086272,4060086272,-234881024,432,0,0,-234881024,432,0
2706,5328,2,6611,[],[],8158,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-234881024,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-234881024,432,-134217728,123,0,0,0,-234881024,432,0,0,0,0,134217728,0,0,0,4060086272,4060086272,-234881024,432,0,0,-234881024,432,0
2707,5328,3,6009,[],[],8159,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-234881024,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,1409286144,357,0,0,-234881024,432,-1409286144,359,0,0,0,-234881024,432,0,0,0,0,134217728,0,0,0,4060086272,4060086272,-234881024,432,0,0,-234881024,432,0
2708,5328,4,6009,[],[],8169,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-234881024,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,1409286144,357,0,0,-234881024,432,-1409286144,359,0,0,0,-234881024,432,0,0,0,0,134217728,0,0,0,4060086272,4060086272,-234881024,432,0,0,-234881024,432,0
2709,1267,0,2207,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-234881024,432,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-234881024,432,301989888,144,0,0,0,-234881024,432,0,0,0,0,134217728,0,0,0,4060086272,4060086272,-234881024,432,0,0,-234881024,432,16777216
2710,1267,1,2207,[],[],8157,"",[173],[2],"",-33554432,-16843010,-16843010,-16843010,16711422,0,33554432,433,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,33554432,433,301989888,144,0,0,0,33554432,433,0,0,0,0,134217728,0,0,0,33554432,33554432,33554432,433,0,0,33554432,433,16777216
2711,1267,2,6614,[],[],8158,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,33554432,433,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,33554432,433,33554432,433,0,0,0,536870912,433,-503316480,16777215,0,0,134217728,0,0,0,536870912,536870912,536870912,433,0,0,536870912,433,16777216
2712,1267,3,4263,[],[],8159,"","[641,485]","[-50,50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,1207959552,433,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1207959552,433,1207959552,433,0,0,0,1711276032,433,0,0,0,0,134217728,0,0,0,1711276032,1711276032,1711276032,433,0,0,1711276032,433,16777216
2713,1267,4,4263,[],[],8169,"","[641,485]","[-50,50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-2046820352,433,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2046820352,433,1207959552,433,0,0,0,-2046820352,433,0,0,0,0,134217728,0,0,0,2248146944,2248146944,-2046820352,433,0,0,-2046820352,433,16777216
2714,1269,0,2208,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-2046820352,433,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2046820352,433,-1711276032,301,0,16777216,0,-2046820352,433,0,0,0,0,134217728,0,0,0,2516582400,2516582400,-1778384896,433,0,0,-1778384896,433,0
2715,1269,1,2208,[],[],8157,"",[173],[2],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1509949440,433,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1509949440,433,-1711276032,301,0,16777216,0,-1509949440,433,0,0,0,0,134217728,0,0,0,3053453312,3053453312,-1241513984,433,0,0,-1241513984,433,0
2716,1269,2,6616,[],[],8158,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1241513984,433,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1241513984,433,-1241513984,433,0,16777216,0,-838860800,433,0,0,0,0,134217728,0,0,0,3724541952,3724541952,-570425344,433,0,0,-570425344,433,0
