"rownum","BetrayalJobsKey","BetrayalTargetsKey","BetrayalRanksKey","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Description2","Description2 (French)","Description2 (German)","Description2 (Japanese)","Description2 (Korean)","Description2 (Portuguese)","Description2 (Russian)","Description2 (Spanish)","Description2 (Thai)","Description2 (Traditional Chinese)"
154,4,14,2,"Experimenting with Map Creation","Mène des expérimentations de création de Cartes","Experimentiert mit der Kartenerstellung","マップ作製の実験","실험한 지도 생성","Testando Criação de Mapas","Экспериментирует над созданием карт","Experimentar con la creación de mapas","ทดลองสร้างสรรค์แผนที่","編錄傳奇地圖","Looting Beyond Scarabs","Ramasse des Scarabées d'Ailleurs","Erbeutet Beyond-Skarabäen","ビヨンドスカラベの略奪","획득한 이계 갑충석","Coletando Escaravelhos do Além","Собирает скарабеев Иномирья","Sustraer escarabajos del más allá","ปล้นสคารับต่างมิติ","強奪超越聖甲蟲"
155,4,14,3,"Experimenting with Map Creation","Mène des expérimentations de création de Cartes","Experimentiert mit der Kartenerstellung","マップ作製の実験","실험한 지도 생성","Testando Criação de Mapas","Экспериментирует над созданием карт","Experimentar con la creación de mapas","ทดลองสร้างสรรค์แผนที่","編錄傳奇地圖","Looting Beyond Scarabs","Ramasse des Scarabées d'Ailleurs","Erbeutet Beyond-Skarabäen","ビヨンドスカラベの略奪","획득한 이계 갑충석","Coletando Escaravelhos do Além","Собирает скарабеев Иномирья","Sustraer escarabajos del más allá","ปล้นสคารับต่างมิติ","強奪超越聖甲蟲"
156,3,12,1,"Seizing Bestiary Scarabs","Usurpe des Scarabées du Bestiaire","Stellt Bestiarium-Skarabäen sicher","ベスティアリースカラベの強奪","점유한 야수 도감 갑충석","Confiscando Escaravelhos do Bestiário","Захватывает скарабеев Бестиария","Atrapar escarabajos de bestiario","ยึดครองสคารับรวมสัตว์","捉住獸獵聖甲蟲","Looting Bestiary Scarabs","Ramasse des Scarabées du Bestiaire","Erbeutet Bestiary-Skarabäen","ベスティアリースカラベの略奪","획득한 야수 도감 갑충석","Coletando Escaravelhos do Bestiário","Собирает скарабеев Бестиария","Sustraer escarabajos de bestiario","ปล้นสคารับรวมสัตว์","用項鍊屬性博弈"
157,3,12,2,"Seizing Bestiary Scarabs","Usurpe des Scarabées du Bestiaire","Stellt Bestiarium-Skarabäen sicher","ベスティアリースカラベの強奪","점유한 야수 도감 갑충석","Confiscando Escaravelhos do Bestiário","Захватывает скарабеев Бестиария","Atrapar escarabajos de bestiario","ยึดครองสคารับรวมสัตว์","捉住獸獵聖甲蟲","Looting Bestiary Scarabs","Ramasse des Scarabées du Bestiaire","Erbeutet Bestiary-Skarabäen","ベスティアリースカラベの略奪","획득한 야수 도감 갑충석","Coletando Escaravelhos do Bestiário","Собирает скарабеев Бестиария","Sustraer escarabajos de bestiario","ปล้นสคารับรวมสัตว์","用項鍊屬性博弈"
158,3,12,3,"Seizing Bestiary Scarabs","Usurpe des Scarabées du Bestiaire","Stellt Bestiarium-Skarabäen sicher","ベスティアリースカラベの強奪","점유한 야수 도감 갑충석","Confiscando Escaravelhos do Bestiário","Захватывает скарабеев Бестиария","Atrapar escarabajos de bestiario","ยึดครองสคารับรวมสัตว์","捉住獸獵聖甲蟲","Looting Bestiary Scarabs","Ramasse des Scarabées du Bestiaire","Erbeutet Bestiary-Skarabäen","ベスティアリースカラベの略奪","획득한 야수 도감 갑충석","Coletando Escaravelhos do Bestiário","Собирает скарабеев Бестиария","Sustraer escarabajos de bestiario","ปล้นสคารับรวมสัตว์","用項鍊屬性博弈"
159,1,12,1,"Excavating Delve Equipment (Trapped Chests!)","Extrait des pièces d'équipement de la Mine d'azurite (Coffres piégés !)","Gräbt Delve-Ausrüstung aus (Truhen mit Fallen!)","デルヴ装備の発掘（トラップチェスト！）","발굴한 탐광 장비 (덫 상자!)","Escavando Equipamentos de Escavações (Baús com Armadilha!)","Раскапывает снаряжение Спуска (ловушки в сундуках!)","Excavar equipamiento de la mina (¡cofres atrapados!)","ขุดคุ้ยไอเทมสวมใส่เหมืองลึก\r\n(หีบติดกับดัก!)","引導初始者","Smuggling Amulets (Trapped Chests!)","Fait de la contrebande d'Amulettes (Coffres piégés !)","Schmuggelt Amulette (Truhen mit Fallen!)","アミュレットの密輸（トラップチェスト！）","밀수한 목걸이 (덫 상자!)","Contrabandeando Amuletos (Baús Trancados!)","Тайно провозит амулеты (ловушки в сундуках!)","Traficar con amuletos (¡Cofres atrapados!)","ลอบขนสร้อย\r\n(หีบติดกับดัก!)","走私項鍊（陷阱寶箱！）"
160,1,12,2,"Excavating Delve Equipment (Trapped Chests!)","Extrait des pièces d'équipement de la Mine d'azurite (Coffres piégés !)","Gräbt Delve-Ausrüstung aus (Truhen mit Fallen!)","デルヴ装備の発掘（トラップチェスト！）","발굴한 탐광 장비 (덫 상자!)","Escavando Equipamentos de Escavações (Baús com Armadilha!)","Раскапывает снаряжение Спуска (ловушки в сундуках!)","Excavar equipamiento de la mina (¡cofres atrapados!)","ขุดคุ้ยไอเทมสวมใส่เหมืองลึก\r\n(หีบติดกับดัก!)","引導初始者","Smuggling Amulets (Trapped Chests!)","Fait de la contrebande d'Amulettes (Coffres piégés !)","Schmuggelt Amulette (Truhen mit Fallen!)","アミュレットの密輸（トラップチェスト！）","밀수한 목걸이 (덫 상자!)","Contrabandeando Amuletos (Baús Trancados!)","Тайно провозит амулеты (ловушки в сундуках!)","Traficar con amuletos (¡Cofres atrapados!)","ลอบขนสร้อย\r\n(หีบติดกับดัก!)","走私項鍊（陷阱寶箱！）"
161,1,12,3,"Excavating Delve Equipment (Trapped Chests!)","Extrait des pièces d'équipement de la Mine d'azurite (Coffres piégés !)","Gräbt Delve-Ausrüstung aus (Truhen mit Fallen!)","デルヴ装備の発掘（トラップチェスト！）","발굴한 탐광 장비 (덫 상자!)","Escavando Equipamentos de Escavações (Baús com Armadilha!)","Раскапывает снаряжение Спуска (ловушки в сундуках!)","Excavar equipamiento de la mina (¡cofres atrapados!)","ขุดคุ้ยไอเทมสวมใส่เหมืองลึก\r\n(หีบติดกับดัก!)","引導初始者","Smuggling Amulets (Trapped Chests!)","Fait de la contrebande d'Amulettes (Coffres piégés !)","Schmuggelt Amulette (Truhen mit Fallen!)","アミュレットの密輸（トラップチェスト！）","밀수한 목걸이 (덫 상자!)","Contrabandeando Amuletos (Baús Trancados!)","Тайно провозит амулеты (ловушки в сундуках!)","Traficar con amuletos (¡Cofres atrapados!)","ลอบขนสร้อย\r\n(หีบติดกับดัก!)","走私項鍊（陷阱寶箱！）"
162,2,12,1,"Confiscating Sulphite Scarabs","Confisque des Scarabées de Sulfite","Konfisziert Sulfit-Skarabäen","サルファイトスカラベの没収","압류한 아황산염 갑충석","Confiscando Escaravelhos de Sulfito","Конфискует сульфитовых скарабеев","Confiscar escarabajos de sulfito","ริบสคารับซัลไฟต์","朝聖時攜帶魔符","Transporting Amulets","Transporte des Amulettes","Transportiert Amulette","アミュレットの輸送","수송 중인 목걸이","Transportando Amuletos","Перевозит амулеты","Transportar amuletos","ขนส่งสร้อย","護送項鍊"
163,2,12,2,"Confiscating Sulphite Scarabs","Confisque des Scarabées de Sulfite","Konfisziert Sulfit-Skarabäen","サルファイトスカラベの没収","압류한 아황산염 갑충석","Confiscando Escaravelhos de Sulfito","Конфискует сульфитовых скарабеев","Confiscar escarabajos de sulfito","ริบสคารับซัลไฟต์","朝聖時攜帶魔符","Transporting Amulets","Transporte des Amulettes","Transportiert Amulette","アミュレットの輸送","수송 중인 목걸이","Transportando Amuletos","Перевозит амулеты","Transportar amuletos","ขนส่งสร้อย","護送項鍊"
164,2,12,3,"Confiscating Sulphite Scarabs","Confisque des Scarabées de Sulfite","Konfisziert Sulfit-Skarabäen","サルファイトスカラベの没収","압류한 아황산염 갑충석","Confiscando Escaravelhos de Sulfito","Конфискует сульфитовых скарабеев","Confiscar escarabajos de sulfito","ริบสคารับซัลไฟต์","朝聖時攜帶魔符","Transporting Amulets","Transporte des Amulettes","Transportiert Amulette","アミュレットの輸送","수송 중인 목걸이","Transportando Amuletos","Перевозит амулеты","Transportar amuletos","ขนส่งสร้อย","護送項鍊"
165,4,12,1,"Experimenting with Talismans","Mène des expérimentations avec des Talismans","Experimentiert mit Talismanen","タリスマンの実験","실험한 부적","Testando Talismãs","Экспериментирует с талисманами","Experimentar con talismanoes","ทดลองกับเครื่องราง","沒收祭祀聖甲蟲","Gambling with Amulet Properties","Joue avec les Propriétés des Amulettes","Experimentiert mit Amulett-Eigenschaften","アミュレットの特性のギャンブル","목걸이 속성 도박","Apostando com Propriedades de Amuletos","Спекулирует на свойствах амулетов","Apostar con las propiedades de los amuletos","เสี่ยงโชคกับคุณสมบัติของสร้อย","為護身符注入魔符之力"
166,4,12,2,"Experimenting with Talismans","Mène des expérimentations avec des Talismans","Experimentiert mit Talismanen","タリスマンの実験","실험한 부적","Testando Talismãs","Экспериментирует с талисманами","Experimentar con talismanoes","ทดลองกับเครื่องราง","沒收祭祀聖甲蟲","Gambling with Amulet Properties","Joue avec les Propriétés des Amulettes","Experimentiert mit Amulett-Eigenschaften","アミュレットの特性のギャンブル","목걸이 속성 도박","Apostando com Propriedades de Amuletos","Спекулирует на свойствах амулетов","Apostar con las propiedades de los amuletos","เสี่ยงโชคกับคุณสมบัติของสร้อย","為護身符注入魔符之力"
167,4,12,3,"Experimenting with Talismans","Mène des expérimentations avec des Talismans","Experimentiert mit Talismanen","タリスマンの実験","실험한 부적","Testando Talismãs","Экспериментирует с талисманами","Experimentar con talismanoes","ทดลองกับเครื่องราง","沒收祭祀聖甲蟲","Gambling with Amulet Properties","Joue avec les Propriétés des Amulettes","Experimentiert mit Amulett-Eigenschaften","アミュレットの特性のギャンブル","목걸이 속성 도박","Apostando com Propriedades de Amuletos","Спекулирует на свойствах амулетов","Apostar con las propiedades de los amuletos","เสี่ยงโชคกับคุณสมบัติของสร้อย","為護身符注入魔符之力"
168,3,3,1,"Hunting for Ritual Scarabs","Cherche des Scarabées de Rituel","Jagt nach Ritual-Skarabäen","リチュアルスカラベ狩り","사냥한 의식 갑충석","Caçando Escaravelhos do Ritual","Охотится за скарабеями Ритуала","Cazar escarabajos de ritual","ตามล่าหาสคารับพิธีกรรม","獵捕神諭聖甲蟲","Hunting for Harbinger Scarabs","Cherche des Scarabées de Précurseur","Sucht nach Vorboten-Skarabäen","ハービンジャースカラベ狩り","사냥한 선구자 갑충석","Caçando Escaravelhos de Emissários","Охотится на скарабеев Предвестников","Cazar escarabajos de heraldo","ตามล่าหาสคารับฮาร์บินเจอร์","獵捕神諭聖甲蟲"
169,3,3,2,"Hunting for Ritual Scarabs","Cherche des Scarabées de Rituel","Jagt nach Ritual-Skarabäen","リチュアルスカラベ狩り","사냥한 의식 갑충석","Caçando Escaravelhos do Ritual","Охотится за скарабеями Ритуала","Cazar escarabajos de ritual","ตามล่าหาสคารับพิธีกรรม","獵捕神諭聖甲蟲","Hunting for Harbinger Scarabs","Cherche des Scarabées de Précurseur","Sucht nach Vorboten-Skarabäen","ハービンジャースカラベ狩り","사냥한 선구자 갑충석","Caçando Escaravelhos de Emissários","Охотится на скарабеев Предвестников","Cazar escarabajos de heraldo","ตามล่าหาสคารับฮาร์บินเจอร์","獵捕神諭聖甲蟲"
170,3,3,3,"Hunting for Ritual Scarabs","Cherche des Scarabées de Rituel","Jagt nach Ritual-Skarabäen","リチュアルスカラベ狩り","사냥한 의식 갑충석","Caçando Escaravelhos do Ritual","Охотится за скарабеями Ритуала","Cazar escarabajos de ritual","ตามล่าหาสคารับพิธีกรรม","獵捕神諭聖甲蟲","Hunting for Harbinger Scarabs","Cherche des Scarabées de Précurseur","Sucht nach Vorboten-Skarabäen","ハービンジャースカラベ狩り","사냥한 선구자 갑충석","Caçando Escaravelhos de Emissários","Охотится на скарабеев Предвестников","Cazar escarabajos de heraldo","ตามล่าหาสคารับฮาร์บินเจอร์","獵捕神諭聖甲蟲"
171,1,3,1,"Cutting Refined Gems (Trapped Chests!)","Taille des Gemmes raffinées (Coffres piégés !)","Schneidet hochwertige Gemmen (Truhen mit Fallen!)","研磨されたジェム（トラップチェスト！）","세공한 제련된 마석 (덫 상자!)","Lapidando Gemas Refinadas (Baús com Armadilha!)","Вырезает обработанные камни (ловушки в сундуках!)","Tallar gemas refinadas (¡cofres atrapados!)","เจียระไนหินที่ผ่านการขัดเหลา\r\n(หีบติดกับดัก!)","保護高品質寶石","Smuggling Gems (Trapped Chests!)","Fait de Gemmes (Coffres piégés !)","Schmuggelt Gemmen (Truhen mit Fallen!)","ジェムの密輸（トラップチェスト！）","밀수한 마석 (덫 상자!)","Protegendo Gemas de Alta Qualidade","Тайно провозит камни (ловушки в сундуках!)","Traficar con gemas (¡Cofres atrapados!)","ลอบขนหิน\r\n(หีบติดกับดัก!)","走私寶石（陷阱寶箱！）"
172,1,3,2,"Cutting Refined Gems (Trapped Chests!)","Taille des Gemmes raffinées (Coffres piégés !)","Schneidet hochwertige Gemmen (Truhen mit Fallen!)","研磨されたジェム（トラップチェスト！）","세공한 제련된 마석 (덫 상자!)","Lapidando Gemas Refinadas (Baús com Armadilha!)","Вырезает обработанные камни (ловушки в сундуках!)","Tallar gemas refinadas (¡cofres atrapados!)","เจียระไนหินที่ผ่านการขัดเหลา\r\n(หีบติดกับดัก!)","保護高品質寶石","Smuggling Gems (Trapped Chests!)","Fait de Gemmes (Coffres piégés !)","Schmuggelt Gemmen (Truhen mit Fallen!)","ジェムの密輸（トラップチェスト！）","밀수한 마석 (덫 상자!)","Protegendo Gemas de Alta Qualidade","Тайно провозит камни (ловушки в сундуках!)","Traficar con gemas (¡Cofres atrapados!)","ลอบขนหิน\r\n(หีบติดกับดัก!)","走私寶石（陷阱寶箱！）"
173,1,3,3,"Cutting Refined Gems (Trapped Chests!)","Taille des Gemmes raffinées (Coffres piégés !)","Schneidet hochwertige Gemmen (Truhen mit Fallen!)","研磨されたジェム（トラップチェスト！）","세공한 제련된 마석 (덫 상자!)","Lapidando Gemas Refinadas (Baús com Armadilha!)","Вырезает обработанные камни (ловушки в сундуках!)","Tallar gemas refinadas (¡cofres atrapados!)","เจียระไนหินที่ผ่านการขัดเหลา\r\n(หีบติดกับดัก!)","保護高品質寶石","Smuggling Gems (Trapped Chests!)","Fait de Gemmes (Coffres piégés !)","Schmuggelt Gemmen (Truhen mit Fallen!)","ジェムの密輸（トラップチェスト！）","밀수한 마석 (덫 상자!)","Protegendo Gemas de Alta Qualidade","Тайно провозит камни (ловушки в сундуках!)","Traficar con gemas (¡Cofres atrapados!)","ลอบขนหิน\r\n(หีบติดกับดัก!)","走私寶石（陷阱寶箱！）"
174,2,3,1,"Smuggling Quality Gems","Fait de la contrebande de Gemmes de Qualité","Schmuggelt Gemmen mit Qualität","高品質ジェムの密輸","밀수한 퀄리티 젬","Contrabandeando Gemas com Qualidade","Тайно провозит камни высокого качества","Traficar con gemas de calidad","ลอบขนหินที่มีค่าคุณภาพ","製造定時寶石陷阱（小心！）","Transporting Skill and Support Gems","Transporte des Gemmes d'Aptitude et de Soutien","Transportiert Fertigkeiten- und Unterstützungsgemmen","スキルおよびサポートジェムの輸送","수송 중인 스킬 및 보조 젬","Transportando Gemas de Suporte e Habilidades","Перевозит камни умений и поддержки","Transportar gemas de habilidad y asistencia","ขนส่งหินสกิลและหินเสริม","護送技能與輔助寶石"
175,2,3,2,"Smuggling Quality Gems","Fait de la contrebande de Gemmes de Qualité","Schmuggelt Gemmen mit Qualität","高品質ジェムの密輸","밀수한 퀄리티 젬","Contrabandeando Gemas com Qualidade","Тайно провозит камни высокого качества","Traficar con gemas de calidad","ลอบขนหินที่มีค่าคุณภาพ","製造定時寶石陷阱（小心！）","Transporting Skill and Support Gems","Transporte des Gemmes d'Aptitude et de Soutien","Transportiert Fertigkeiten- und Unterstützungsgemmen","スキルおよびサポートジェムの輸送","수송 중인 스킬 및 보조 젬","Transportando Gemas de Suporte e Habilidades","Перевозит камни умений и поддержки","Transportar gemas de habilidad y asistencia","ขนส่งหินสกิลและหินเสริม","護送技能與輔助寶石"
176,2,3,3,"Smuggling Quality Gems","Fait de la contrebande de Gemmes de Qualité","Schmuggelt Gemmen mit Qualität","高品質ジェムの密輸","밀수한 퀄리티 젬","Contrabandeando Gemas com Qualidade","Тайно провозит камни высокого качества","Traficar con gemas de calidad","ลอบขนหินที่มีค่าคุณภาพ","製造定時寶石陷阱（小心！）","Transporting Skill and Support Gems","Transporte des Gemmes d'Aptitude et de Soutien","Transportiert Fertigkeiten- und Unterstützungsgemmen","スキルおよびサポートジェムの輸送","수송 중인 스킬 및 보조 젬","Transportando Gemas de Suporte e Habilidades","Перевозит камни умений и поддержки","Transportar gemas de habilidad y asistencia","ขนส่งหินสกิลและหินเสริม","護送技能與輔助寶石"
177,4,3,1,"Experimenting with Gem Restructuring","Mène des expérimentations de Restructuration de Gemmes","Experimentiert mit Gemmen-Umgestaltung","ジェム再構築の実験","실험한 젬 구조 변경","Testando Reestruturações de Gemas","Экспериментирует над реструктуризацией камней","Experimentar con la reestructuración de gemas","ทดลองเปลี่ยนโครงสร้างของหิน","展露寶石至戰鬥","Looting Domination Scarabs","Ramasse des Scarabées de Domination","Plündert Schrein-Skarabäen","ドミネーションスカラベの略奪","획득한 지배 갑충석","Coletando Escaravelhos do Domínio","Собирает скарабеев Господства","Robar escarabajos de dominación","ปล้นสคารับแท่นบูชา","強奪支配聖甲蟲"
178,4,3,2,"Experimenting with Gem Restructuring","Mène des expérimentations de Restructuration de Gemmes","Experimentiert mit Gemmen-Umgestaltung","ジェム再構築の実験","실험한 젬 구조 변경","Testando Reestruturações de Gemas","Экспериментирует над реструктуризацией камней","Experimentar con la reestructuración de gemas","ทดลองเปลี่ยนโครงสร้างของหิน","展露寶石至戰鬥","Looting Domination Scarabs","Ramasse des Scarabées de Domination","Plündert Schrein-Skarabäen","ドミネーションスカラベの略奪","획득한 지배 갑충석","Coletando Escaravelhos do Domínio","Собирает скарабеев Господства","Robar escarabajos de dominación","ปล้นสคารับแท่นบูชา","強奪支配聖甲蟲"
179,4,3,3,"Experimenting with Gem Restructuring","Mène des expérimentations de Restructuration de Gemmes","Experimentiert mit Gemmen-Umgestaltung","ジェム再構築の実験","실험한 젬 구조 변경","Testando Reestruturações de Gemas","Экспериментирует над реструктуризацией камней","Experimentar con la reestructuración de gemas","ทดลองเปลี่ยนโครงสร้างของหิน","展露寶石至戰鬥","Looting Domination Scarabs","Ramasse des Scarabées de Domination","Plündert Schrein-Skarabäen","ドミネーションスカラベの略奪","획득한 지배 갑충석","Coletando Escaravelhos do Domínio","Собирает скарабеев Господства","Robar escarabajos de dominación","ปล้นสคารับแท่นบูชา","強奪支配聖甲蟲"
180,3,4,1,"Selectively Stealing Legion Scarabs","Sélectionne des Scarabées de Légion avant de s'en emparer","Stiehlt erlesene Legion-Skarabäen","リージョンスカラベを選択的に盗む","신중하게 훔친 군단 갑충석","Roubando Seletivamente Escaravelhos Legion","Избирательно ворует скарабеев Легиона","Robar selectivamente escarabajos de legión","เลือกขโมยสคารับกองพัน","選擇性竊取戰亂聖甲蟲","Selectively Stealing Legion Scarabs","Sélectionne des Scarabées de Légion avant de s'en emparer","Stiehlt erlesene Legion-Skarabäen","リージョンスカラベを選択的に盗む","신중하게 훔친 군단 갑충석","Roubando Seletivamente Escaravelhos de Legiões","Избирательно ворует скарабеев Легиона","Robar selectivamente escarabajos de legión","เลือกขโมยสคารับกองพัน","選擇性竊取戰亂聖甲蟲"
181,3,4,2,"Selectively Stealing Legion Scarabs","Sélectionne des Scarabées de Légion avant de s'en emparer","Stiehlt erlesene Legion-Skarabäen","リージョンスカラベを選択的に盗む","신중하게 훔친 군단 갑충석","Roubando Seletivamente Escaravelhos Legion","Избирательно ворует скарабеев Легиона","Robar selectivamente escarabajos de legión","เลือกขโมยสคารับกองพัน","選擇性竊取戰亂聖甲蟲","Selectively Stealing Legion Scarabs","Sélectionne des Scarabées de Légion avant de s'en emparer","Stiehlt erlesene Legion-Skarabäen","リージョンスカラベを選択的に盗む","신중하게 훔친 군단 갑충석","Roubando Seletivamente Escaravelhos de Legiões","Избирательно ворует скарабеев Легиона","Robar selectivamente escarabajos de legión","เลือกขโมยสคารับกองพัน","選擇性竊取戰亂聖甲蟲"
182,3,4,3,"Selectively Stealing Legion Scarabs","Sélectionne des Scarabées de Légion avant de s'en emparer","Stiehlt erlesene Legion-Skarabäen","リージョンスカラベを選択的に盗む","신중하게 훔친 군단 갑충석","Roubando Seletivamente Escaravelhos Legion","Избирательно ворует скарабеев Легиона","Robar selectivamente escarabajos de legión","เลือกขโมยสคารับกองพัน","選擇性竊取戰亂聖甲蟲","Selectively Stealing Legion Scarabs","Sélectionne des Scarabées de Légion avant de s'en emparer","Stiehlt erlesene Legion-Skarabäen","リージョンスカラベを選択的に盗む","신중하게 훔친 군단 갑충석","Roubando Seletivamente Escaravelhos de Legiões","Избирательно ворует скарабеев Легиона","Robar selectivamente escarabajos de legión","เลือกขโมยสคารับกองพัน","選擇性竊取戰亂聖甲蟲"
183,1,4,1,"Testing Incubator Limits","Teste les limites des Incubateurs","Testet Limits von Inkubatoren","インキュベーターの限界試験","시험한 인큐베이터 한도","Testando os Limites do Incubador","Испытывает пределы инкубаторов","Poner a prueba los límites de las incubadoras","ทดสอบขีดจำกัดของตัวบ่มฟัก","巡守戰亂貯藏箱","Smuggling Weapons (Trapped Chests!)","Fait du trafic d'Armes (Coffres piégés !)","Schmuggelt Waffen (Truhen mit Fallen!)","武器の密輸（トラップチェスト！）","밀수한 무기 (덫 상자)","Contrabandeando Armas (Baús Trancados!)","Тайно провозит оружие (ловушки в сундуках!)","Traficar con armas (¡Cofres atrapados!)","ลอบขนอาวุธ\r\n(หีบติดกับดัก!)","走私武器（陷阱寶箱！）"
184,1,4,2,"Testing Incubator Limits","Teste les limites des Incubateurs","Testet Limits von Inkubatoren","インキュベーターの限界試験","시험한 인큐베이터 한도","Testando os Limites do Incubador","Испытывает пределы инкубаторов","Poner a prueba los límites de las incubadoras","ทดสอบขีดจำกัดของตัวบ่มฟัก","巡守戰亂貯藏箱","Smuggling Weapons (Trapped Chests!)","Fait du trafic d'Armes (Coffres piégés !)","Schmuggelt Waffen (Truhen mit Fallen!)","武器の密輸（トラップチェスト！）","밀수한 무기 (덫 상자)","Contrabandeando Armas (Baús Trancados!)","Тайно провозит оружие (ловушки в сундуках!)","Traficar con armas (¡Cofres atrapados!)","ลอบขนอาวุธ\r\n(หีบติดกับดัก!)","走私武器（陷阱寶箱！）"
185,1,4,3,"Testing Incubator Limits","Teste les limites des Incubateurs","Testet Limits von Inkubatoren","インキュベーターの限界試験","시험한 인큐베이터 한도","Testando os Limites do Incubador","Испытывает пределы инкубаторов","Poner a prueba los límites de las incubadoras","ทดสอบขีดจำกัดของตัวบ่มฟัก","巡守戰亂貯藏箱","Smuggling Weapons (Trapped Chests!)","Fait du trafic d'Armes (Coffres piégés !)","Schmuggelt Waffen (Truhen mit Fallen!)","武器の密輸（トラップチェスト！）","밀수한 무기 (덫 상자)","Contrabandeando Armas (Baús Trancados!)","Тайно провозит оружие (ловушки в сундуках!)","Traficar con armas (¡Cofres atrapados!)","ลอบขนอาวุธ\r\n(หีบติดกับดัก!)","走私武器（陷阱寶箱！）"
186,2,4,1,"Relocating Harbinger Scarabs","Transfère des Scarabées de Précurseur","Verlagert Vorboten-Skarabäen","ハービンジャースカラベの再配置","재배치한 선구자 갑충석","Realocando Escaravelhos de Emissários","Перемещает скарабеев Предвестника","Reubicar escarabajos de heraldo","เคลื่อนย้ายสคารับฮาร์บินเจอร์","重新定位永恆裂片","Transporting Weapons","Transporte des Armes","Transportiert Waffen","武器の輸送","수송 중인 무기","Transportando Armas","Перевозит оружие","Transportar armas","ขนส่งอาวุธ","護送武器"
187,2,4,2,"Relocating Harbinger Scarabs","Transfère des Scarabées de Précurseur","Verlagert Vorboten-Skarabäen","ハービンジャースカラベの再配置","재배치한 선구자 갑충석","Realocando Escaravelhos de Emissários","Перемещает скарабеев Предвестника","Reubicar escarabajos de heraldo","เคลื่อนย้ายสคารับฮาร์บินเจอร์","重新定位永恆裂片","Transporting Weapons","Transporte des Armes","Transportiert Waffen","武器の輸送","수송 중인 무기","Transportando Armas","Перевозит оружие","Transportar armas","ขนส่งอาวุธ","護送武器"
188,2,4,3,"Relocating Harbinger Scarabs","Transfère des Scarabées de Précurseur","Verlagert Vorboten-Skarabäen","ハービンジャースカラベの再配置","재배치한 선구자 갑충석","Realocando Escaravelhos de Emissários","Перемещает скарабеев Предвестника","Reubicar escarabajos de heraldo","เคลื่อนย้ายสคารับฮาร์บินเจอร์","重新定位永恆裂片","Transporting Weapons","Transporte des Armes","Transportiert Waffen","武器の輸送","수송 중인 무기","Transportando Armas","Перевозит оружие","Transportar armas","ขนส่งอาวุธ","護送武器"
189,4,4,1,"Experimenting with Fractured Equipment","Mène des expérimentation avec des pièces d'équipement Fissurés","Experimentiert mit brüchiger Ausrüstung","フラクチャー装備の実験","실험한 분열된 장비","Testando Equipamentos Rompidos","Экспериментирует с расколотым снаряжением","Experimentar con equipamiento fracturado","ทดลองกับไอเทมสวมใส่แตกร้าว","儲藏培育器","Gambling with Weapon Properties","Joue avec les Propriétés des Armes","Experimentiert mit Waffen-Eigenschaften","武器の特性のギャンブル","무기 속성 도박","Apostando com Propriedades de Armas","Спекулирует на свойствах оружия","Apostar con las propiedades de las armas","เสี่ยงโชคกับคุณสมบัติของอาวุธ","守護私人武器裝備"
190,4,4,2,"Experimenting with Fractured Equipment","Mène des expérimentation avec des pièces d'équipement Fissurés","Experimentiert mit brüchiger Ausrüstung","フラクチャー装備の実験","실험한 분열된 장비","Testando Equipamentos Rompidos","Экспериментирует с расколотым снаряжением","Experimentar con equipamiento fracturado","ทดลองกับไอเทมสวมใส่แตกร้าว","儲藏培育器","Gambling with Weapon Properties","Joue avec les Propriétés des Armes","Experimentiert mit Waffen-Eigenschaften","武器の特性のギャンブル","무기 속성 도박","Apostando com Propriedades de Armas","Спекулирует на свойствах оружия","Apostar con las propiedades de las armas","เสี่ยงโชคกับคุณสมบัติของอาวุธ","守護私人武器裝備"
191,4,4,3,"Experimenting with Fractured Equipment","Mène des expérimentation avec des pièces d'équipement Fissurés","Experimentiert mit brüchiger Ausrüstung","フラクチャー装備の実験","실험한 분열된 장비","Testando Equipamentos Rompidos","Экспериментирует с расколотым снаряжением","Experimentar con equipamiento fracturado","ทดลองกับไอเทมสวมใส่แตกร้าว","儲藏培育器","Gambling with Weapon Properties","Joue avec les Propriétés des Armes","Experimentiert mit Waffen-Eigenschaften","武器の特性のギャンブル","무기 속성 도박","Apostando com Propriedades de Armas","Спекулирует на свойствах оружия","Apostar con las propiedades de las armas","เสี่ยงโชคกับคุณสมบัติของอาวุธ","守護私人武器裝備"
192,3,5,1,"Thieving Harvest Scarabs","Subtilise des Scarabées du Bosquet","Stiehlt Hain-Skarabäen","ハーベストスカラベ泥棒","도둑질한 수확 갑충석","Furtando Escaravelhos de Colheitas","Ворует скарабеев Жатвы","Hurtar escarabajos de cosecha","ลักขโมยสคารับฮาร์เวสต์","偷竊塑者聖甲蟲","Thieving Delirium Scarabs","Subtilise des Scarabées du Délire","Stiehlt Delirium-Skarabäen","デリリウムスカラベ泥棒","도둑질한 환영 갑충석","Surrupiando Escaravelhos do Delírio","Ворует скарабеев Делириума","Hurtar escarabajos de delirio","ลักขโมยสคารับเดลิเรียม","偷竊塑者聖甲蟲"
