"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid","i32","i32","[rid]","[rid]","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","i32","EPKFile","i32","MonsterConditionalEffectPacksKey","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","AddonMonsterTypeIndex","i32","i32","i32","i32","i32","bool","BossHealthBar","bool"
8510,"Metadata/Monsters/LeagueHarvest/Green/HarvestCatBossMapBossStandalone",2834,37,4,6,16,"[""Metadata/Monsters/LeagueHarvest/Green/CatBossMapBossStandalone.act""]","[""Metadata/Monsters/LeagueHarvest/Green/CatBossMapBoss.ao""]","Metadata/Monsters/LeagueHarvest/Green/CatBossMapBossStandalone","[3939,22890]",1,"","",100,3,6,5,1,0,"[823,72,757,806,787,774,141,796,803,764,31,29,765,118,826,125]",200,[],135,135,700,500,0,"[483,7590,10461,10463,10462,10469,10509,10510,10511,8539,6726]","Metadata/Monsters/LeagueHarvest/Green/CatBossMapBossStandalone.ais","[6190,6221,6220]","",1,"Elida Blisterclaw",170,260,1995,[9788],[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,-14778,"","","","","","",[],[],[],"",100,0,[],[],0,"","",[],"",1,1,0,0,0,260,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8511,"Metadata/Monsters/LeagueHarvest/Green/HarvestCatBossMapBossStandaloneSupporter",2834,37,4,6,16,"[""Metadata/Monsters/LeagueHarvest/Green/CatBossMapBossStandalone.act""]","[""Metadata/Monsters/LeagueHarvest/Green/CatBossMapBoss.ao""]","Metadata/Monsters/LeagueHarvest/Green/CatBossMapBossStandalone","[3939,22890]",1,"","",100,3,6,5,1,0,"[823,72,757,806,787,774,141,796,803,764,31,29,765,118,826,125]",200,[],135,135,700,500,0,"[483,7590,10461,10463,10462,10469,10509,10510,10511,8539,6726]","Metadata/Monsters/LeagueHarvest/Green/CatBossMapBossStandalone.ais","[6190,6221,6220]","",1,"Elida Blisterclaw",170,260,1995,[9788],[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,25694,"","","","","","",[],[],[],"",100,0,[],[],0,"","",[],"",1,1,0,0,0,260,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8512,"Metadata/Monsters/LeagueHarvest/Green/HarvestCatBossMapBossElder",2834,37,4,6,16,"[""Metadata/Monsters/LeagueHarvest/Green/CatBossMapBoss.act""]","[""Metadata/Monsters/LeagueHarvest/Green/CatBossMapBoss.ao""]","Metadata/Monsters/ElderBosses/ElderBossCloneSpawnDead","[3939,22890]",1,"","",100,3,6,5,1,0,"[823,72,827,757,806,787,774,141,803,830,31,29,118,125]",200,[],135,135,700,500,0,[],"Metadata/Monsters/LeagueHarvest/Green/CatBossMapBoss.ais","[6190,6221,6220]","",1,"Elida Blisterclaw",170,260,1995,[9788],[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,17151,"","","","","","",[],[],[],"",100,0,[],[],0,"","",[],"",1,1,0,0,0,260,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8513,"Metadata/Monsters/LeagueHarvest/Blue/HarvestBirdBossMapBoss",2835,37,4,6,14,"[""Metadata/Monsters/LeagueHarvest/Blue/RavenBossMapBoss.act""]","[""Metadata/Monsters/LeagueHarvest/Blue/RavenBossMapBoss.ao""]","Metadata/Monsters/LeagueHarvest/Blue/RavenBossMapBoss","[3939,22890]",1,"","",100,3,6,5,1,0,"[823,755,72,34,806,787,774,141,768,803,764,825,30,29,118,794,125]",200,[],135,135,700,500,0,"[469,10455,10457,10399,10402,10404,10408,6727,7590]","Metadata/Monsters/LeagueHarvest/Blue/RavenBossMapBoss.ais","[6190,6221]","",1,"Orvi Acidbeak",120,290,1995,[9788],[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,-30252,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,290,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8514,"Metadata/Monsters/LeagueHarvest/Blue/HarvestBirdBossMapBossStandalone",2835,37,4,6,14,"[""Metadata/Monsters/LeagueHarvest/Blue/RavenBossMapBossStandalone.act""]","[""Metadata/Monsters/LeagueHarvest/Blue/RavenBossMapBoss.ao""]","Metadata/Monsters/LeagueHarvest/Blue/RavenBossMapBossStandalone","[3939,22890]",1,"","",100,3,6,5,1,0,"[823,755,72,34,806,787,774,141,768,803,764,30,29,118,794,826,125]",200,[],135,135,700,500,0,"[469,10455,10457,10399,10402,10404,10408,6727,7590]","Metadata/Monsters/LeagueHarvest/Blue/RavenBossMapBossStandalone.ais","[6190,6221]","",1,"Orvi Acidbeak",120,290,1995,[9788],[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,23648,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,290,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8515,"Metadata/Monsters/LeagueHarvest/Blue/HarvestBirdBossMapBossStandaloneSupporter_",2835,37,4,6,14,"[""Metadata/Monsters/LeagueHarvest/Blue/RavenBossMapBossStandalone.act""]","[""Metadata/Monsters/LeagueHarvest/Blue/RavenBossMapBoss.ao""]","Metadata/Monsters/LeagueHarvest/Blue/RavenBossMapBossStandalone","[3939,22890]",1,"","",100,3,6,5,1,0,"[823,755,72,34,806,787,774,141,768,803,764,30,29,118,794,826,125]",200,[],135,135,700,500,0,"[469,10455,10457,10399,10402,10404,10408,6727,7590]","Metadata/Monsters/LeagueHarvest/Blue/RavenBossMapBossStandalone.ais","[6190,6221]","",1,"Orvi Acidbeak",120,290,1995,[9788],[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,5082,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,290,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8516,"Metadata/Monsters/LeagueHarvest/Blue/HarvestBirdBossMapBossElder",2835,37,4,6,14,"[""Metadata/Monsters/LeagueHarvest/Blue/RavenBossMapBoss.act""]","[""Metadata/Monsters/LeagueHarvest/Blue/RavenBossMapBoss.ao""]","Metadata/Monsters/ElderBosses/ElderBossCloneSpawnDead","[3939,22890]",1,"","",100,3,6,5,1,0,"[823,755,72,827,806,787,774,141,803,830,30,29,118,125]",200,[],135,135,700,500,0,[],"Metadata/Monsters/LeagueHarvest/Blue/RavenBossMapBoss.ais","[6190,6221]","",1,"Orvi Acidbeak",120,290,1995,[9788],[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,23934,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,290,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8517,"Metadata/Monsters/DoubleCryWarrior/DoubleCryWarriorMarauder",1239,55,2,6,6,"[""Metadata/Characters/Str/Str.act""]","[""Metadata/Monsters/DoubleCryWarrior/KaruiWarrior_01.ao"",""Metadata/Monsters/DoubleCryWarrior/KaruiWarrior_02.ao"",""Metadata/Monsters/DoubleCryWarrior/KaruiWarrior_03.ao"",""Metadata/Monsters/DoubleCryWarrior/KaruiWarrior_04.ao"",""Metadata/Monsters/DoubleCryWarrior/KaruiWarrior_05.ao"",""Metadata/Monsters/DoubleCryWarrior/KaruiWarrior_06.ao"",""Metadata/Monsters/DoubleCryWarrior/KaruiWarrior_07.ao"",""Metadata/Monsters/DoubleCryWarrior/KaruiWarrior_08.ao"",""Metadata/Monsters/DoubleCryWarrior/KaruiWarrior_09.ao"",""Metadata/Monsters/DoubleCryWarrior/KaruiWarrior_010.ao""]","Metadata/Monsters/DoubleCryWarrior/DoubleCryWarrior",[],1,"","",100,3,1,2,1,0,"[74,806,791,830,118,820,805]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",0,"Mirage Warrior",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-30525,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8518,"Metadata/Monsters/SaplingMonster/IcedSaplingFiendBoss",2749,19,3,4,11,"[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced.act""]","[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced01.ao""]","Metadata/Monsters/SaplingMonster/SaplingMonsterIced1","[3939,22890]",1,"","",150,2,6,5,3,0,"[823,34,767,56,808,48,791,797,764,825,29,765,32,801,123]",200,[],135,135,700,500,0,"[390,10576,10578,10580,7977]","Metadata/Monsters/SaplingMonster/SaplingMonsterIcedMapBoss.ais",[],"stance2",9,"Skictis, Frostkeeper",130,400,1335,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-16287,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,4,1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8519,"Metadata/Monsters/SaplingMonster/IcedSaplingFiendBossStandalone",2749,19,3,4,11,"[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced.act""]","[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced01.ao""]","Metadata/Monsters/SaplingMonster/SaplingMonsterIced1Standalone","[3939,22890]",1,"","",150,2,6,5,3,0,"[823,34,767,56,808,48,791,797,764,29,765,32,826,801,123]",200,[],135,135,700,500,0,"[390,10576,10578,10580,7977]","Metadata/Monsters/SaplingMonster/SaplingMonsterIcedMapBoss.ais",[],"",9,"Skictis, Frostkeeper",130,400,1335,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,11214,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,4,1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8520,"Metadata/Monsters/SaplingMonster/IcedSaplingFiendBossElder",2749,19,3,4,11,"[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced.act""]","[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced01.ao""]","Metadata/Monsters/SaplingMonster/SaplingBossIcedElder","[3939,22890]",1,"","",150,2,6,5,3,0,"[823,56,827,808,48,791,830,29,801,123]",200,[],135,135,700,500,0,[],"Metadata/Monsters/SaplingMonster/SaplingMonsterIcedMapBoss.ais",[],"",9,"Skictis, Frostkeeper",130,400,1335,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,28691,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,4,1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8521,"Metadata/Monsters/SaplingMonster/IcedSaplingTricksterBoss",2749,19,3,4,11,"[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced.act""]","[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced02.ao""]","Metadata/Monsters/SaplingMonster/SaplingMonsterIced2","[3939,22890]",1,"","",150,2,6,5,3,0,"[823,34,767,56,808,48,791,797,764,825,29,765,32,801,123]",200,[],135,135,700,500,0,"[390,10576,10578,10580,9462,1767]","Metadata/Monsters/SaplingMonster/SaplingMonsterIcedMapBoss.ais",[],"stance2",9,"Takatax Brittlethorn",130,400,1335,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-8012,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,4,1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8522,"Metadata/Monsters/SaplingMonster/IcedSaplingTricksterBossStandalone",2749,19,3,4,11,"[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced.act""]","[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced02.ao""]","Metadata/Monsters/SaplingMonster/SaplingMonsterIced2Standalone","[3939,22890]",1,"","",150,2,6,5,3,0,"[823,34,767,56,808,48,791,797,764,29,765,32,826,801,123]",200,[],135,135,700,500,0,"[390,10576,10578,10580,9462,1767]","Metadata/Monsters/SaplingMonster/SaplingMonsterIcedMapBoss.ais",[],"",9,"Takatax Brittlethorn",130,400,1335,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-3788,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,4,1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8523,"Metadata/Monsters/SaplingMonster/IcedSaplingTricksterBossElder_",2749,19,3,4,11,"[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced.act""]","[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced02.ao""]","Metadata/Monsters/ElderBosses/ElderBossCloneSpawnDead","[3939,22890]",1,"","",150,2,6,5,3,0,"[823,56,827,808,48,791,830,29,801,123]",200,[],135,135,700,500,0,[],"Metadata/Monsters/SaplingMonster/SaplingMonsterIcedMapBoss.ais",[],"stance2",9,"Takatax Brittlethorn",130,400,1335,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-7850,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,4,1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8524,"Metadata/Monsters/SaplingMonster/IcedSaplingHunterBoss",2749,19,3,4,11,"[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced.act""]","[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced03.ao""]","Metadata/Monsters/SaplingMonster/SaplingMonsterIced3","[3939,22890]",1,"","",150,2,6,5,3,0,"[823,34,767,56,808,48,791,797,764,825,29,765,32,801,123]",200,[],135,135,700,500,0,"[390,10576,10578,10580,9160,6839,10930]","Metadata/Monsters/SaplingMonster/SaplingMonsterIcedMapBoss.ais",[],"stance2",9,"Corruptor Eedaiak",130,400,1335,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-1521,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,4,1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8525,"Metadata/Monsters/SaplingMonster/IcedSaplingHunterBossStandalone",2749,19,3,4,11,"[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced.act""]","[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced03.ao""]","Metadata/Monsters/SaplingMonster/SaplingMonsterIced3Standalone","[3939,22890]",1,"","",150,2,6,5,3,0,"[823,34,767,56,808,48,791,797,764,29,765,32,826,801,123]",200,[],135,135,700,500,0,"[390,10576,10578,10580,9160,6839,10930]","Metadata/Monsters/SaplingMonster/SaplingMonsterIcedMapBoss.ais",[],"",9,"Corruptor Eedaiak",130,400,1335,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,22068,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,4,1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8526,"Metadata/Monsters/SaplingMonster/IcedSaplingHunterBossElder",2749,19,3,4,11,"[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced.act""]","[""Metadata/Monsters/SaplingMonster/SaplingMonsterIced03.ao""]","Metadata/Monsters/ElderBosses/ElderBossCloneSpawnDead","[3939,22890]",1,"","",150,2,6,5,3,0,"[823,56,827,808,48,791,830,29,801,123]",200,[],135,135,700,500,0,[],"Metadata/Monsters/SaplingMonster/SaplingMonsterIcedMapBoss.ais",[],"stance2",9,"Corruptor Eedaiak",130,400,1335,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,12948,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,4,1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8527,"Metadata/Monsters/SaplingMonster/Objects/FrozenCrystalOrbBoss",2750,0,0,6,6,"[""Metadata/Monsters/SaplingMonster/Objects/FrozenCrystalOrbPlaceholder.act""]","[""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ritual_orb.ao""]","Metadata/Monsters/SaplingMonster/Objects/FrozenCrystalOrbPlaceholder",[6630],1,"","",100,2,6,5,3,0,"[823,34,767,74,808,163,791,29,123]",100,[],135,135,700,500,0,"[9468,1783,9470,9164,6847,7979,9472,9474,7981]","Metadata/Monsters/SaplingMonster/Objects/FrozenCrystalOrbPlaceholder.ais",[],"",9,"The Winter Orb",100,100,1500,[],[],"","","","",0,[],[36720],[],"",1,6,100,0,0,100,15458,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,100,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8528,"Metadata/Monsters/SaplingMonster/Objects/FrozenCrystalOrbBossStandalone",2750,0,0,6,6,"[""Metadata/Monsters/SaplingMonster/Objects/FrozenCrystalOrbPlaceholderStandalone.act""]","[""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ritual_orb.ao""]","Metadata/Monsters/SaplingMonster/Objects/FrozenCrystalOrbPlaceholderStandalone",[6630],1,"","",70,2,6,5,3,0,"[823,34,767,74,808,163,791,29,123]",100,[],135,135,700,500,0,"[9486,1783,9470,9164,6847,7979,9472,9474,7981]","Metadata/Monsters/SaplingMonster/Objects/FrozenCrystalOrbPlaceholderStandalone.ais",[],"",9,"The Winter Orb",100,100,1500,[],[],"","","","",0,[],[36720],[],"",1,6,100,0,0,100,-151,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,100,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8529,"Metadata/Monsters/MoveDaemon/BabyFrozenOrbMoveDaemon",1131,8,3,6,6,"[""Metadata/Monsters/Daemon/IceSaplingOrbDaemon.act""]","[""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_orb.ao""]","Metadata/Monsters/SaplingMonster/Objects/BabyFrozenOrbMoveDaemon",[],1,"","",100,1,3,6,9,0,"[34,767,814,791,765,801]",100,[],105,105,700,500,0,"[4258,4262,6851]","Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-4659,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8530,"Metadata/Monsters/MoveDaemon/BabyFrozenOrbMoveDaemonReturn",1131,8,3,6,6,"[""Metadata/Monsters/Daemon/IceSaplingOrbDaemon.act""]","[""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_orb.ao""]","Metadata/Monsters/SaplingMonster/Objects/BabyFrozenOrbMoveDaemonReturn",[],1,"","",60,1,3,6,9,0,"[34,767,814,791,765,801]",100,[],105,105,700,500,0,"[4264,4265,6853]","Metadata/Monsters/NoAi.ais",[],"stance2",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-27030,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8531,"Metadata/Monsters/Daemon/EmergingIceSpearDaemon",1131,8,3,6,6,"[""Metadata/Monsters/SaplingMonster/Objects/EmergingIceSpearDaemon.act""]","[""Metadata/Monsters/SaplingMonster/Objects/EmergingIceSpearDaemon.ao""]","Metadata/Monsters/SaplingMonster/Objects/EmergingIceSpearDaemon",[],1,"","",100,1,6,6,9,0,"[34,767,814,818,791,801]",100,[],105,105,700,500,0,"[10588,10576]","Metadata/Monsters/SaplingMonster/Objects/EmergingIceSpearDaemon.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-25047,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8532,"Metadata/Monsters/Dragon/GreyDragonBoss",2751,30,5,6,15,"[""Metadata/Monsters/Dragon/GreyDragon.act""]","[""Metadata/Monsters/Dragon/GreyDragon.ao""]","Metadata/Monsters/Dragon/GreyDragon",[],1,"","",140,2,6,2,3,0,"[56,140,808,791,141,803,764,825,765,820]",200,[],135,135,700,500,0,[381],"Metadata/Monsters/Dragon/GreyDragon.ais",[],"",10,"[UNUSED] We Doing Dragons Now",150,300,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-25464,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8533,"Metadata/Monsters/BeehiveBehemoth/BeehiveBehemothBoss",2752,16,4,5,14,"[""Metadata/Monsters/BeehiveBehemoth/BeehiveBehemoth.act""]","[""Metadata/Monsters/BeehiveBehemoth/BeehiveBehemoth.ao""]","Metadata/Monsters/BeehiveBehemoth/BeehiveBehemoth","[3939,22890]",1,"","",100,3,6,3,1,0,"[72,821,34,769,806,788,776,141,796,764,825,765,32,118,801]",200,[],135,135,700,500,0,"[390,4260,7635,7636,3392,7637,9020,5570,1769,9170,6860,6862]","Metadata/Monsters/BeehiveBehemoth/BeehiveBehemoth.ais",[],"",2,"Murgeth Bogsong",160,400,1500,[9786],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,24815,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,5,1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8534,"Metadata/Monsters/BeehiveBehemoth/BeehiveBehemothBossStandalone",2752,16,4,5,14,"[""Metadata/Monsters/BeehiveBehemoth/BeehiveBehemoth.act""]","[""Metadata/Monsters/BeehiveBehemoth/BeehiveBehemoth.ao""]","Metadata/Monsters/BeehiveBehemoth/BeehiveBehemothStandalone","[3939,22890]",1,"","",100,3,6,3,1,0,"[72,821,34,769,806,788,776,141,796,764,765,32,118,826,801]",200,[],135,135,700,500,0,"[390,4260,7635,7636,3392,7637,9020,1769,9170,6860,6862]","Metadata/Monsters/BeehiveBehemoth/BeehiveBehemothStandalone.ais",[],"",2,"Murgeth Bogsong",160,400,1500,[9786],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,20199,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,5,1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8535,"Metadata/Monsters/BeehiveBehemoth/BeehiveBehemothBossStandaloneAtlasUber",2753,16,4,5,14,"[""Metadata/Monsters/BeehiveBehemoth/BeehiveBehemoth.act""]","[""Metadata/Monsters/BeehiveBehemoth/BeehiveBehemoth.ao""]","Metadata/Monsters/BeehiveBehemoth/BeehiveBehemothStandaloneAtlasUber",[],1,"","",100,3,6,3,1,0,"[72,821,34,769,806,788,776,141,796,764,765,32,118,826,801]",300,[],135,135,700,500,0,"[390,4260,7635,7637,9020,1769,9170,6860,6862]","Metadata/Monsters/BeehiveBehemoth/BeehiveBehemothStandaloneAtlas.ais",[],"",2,"Putrefied Shaman",195,390,1500,[9786],[],"",14,"","",0,[],[],[],1,1,6,100,0,0,100,-31687,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-10,10,0,390,"",0,5,"","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/AtlasUbers/AtlasUberMonsterBase""]",0,0,0,0,0,"","",""
8536,"Metadata/Monsters/BeehiveBehemoth/BeehiveBehemothBossElder",2752,16,4,5,14,"[""Metadata/Monsters/BeehiveBehemoth/BeehiveBehemoth.act""]","[""Metadata/Monsters/BeehiveBehemoth/BeehiveBehemoth.ao""]","Metadata/Monsters/ElderBosses/ElderBossClone","[3939,22890]",1,"","",100,3,6,3,1,0,"[72,821,827,806,788,776,141,830,118,801]",200,[],135,135,700,500,0,[],"Metadata/Monsters/BeehiveBehemoth/BeehiveBehemoth.ais",[],"",2,"Murgeth Bogsong",160,400,1500,[9786],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,10131,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,5,1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8537,"Metadata/Monsters/BeehiveBehemoth/BeehiveBehemothVine",2754,0,3,6,20,"[""Metadata/Monsters/BeehiveBehemoth/BeehiveBehemothVine.act""]","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/SwampVine/swamp_vine_01.ao"",""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/SwampVine/swamp_vine_02.ao"",""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/SwampVine/swamp_vine_03.ao"",""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/SwampVine/swamp_vine_04.ao""]","Metadata/Monsters/BeehiveBehemoth/BeehiveBehemothVine",[],1,"","",100,2,3,2,12,0,"[72,163,818,791,30,31,765,820,817]",100,[],135,135,700,500,0,[6854],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",150,100,1995,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,28690,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8538,"Metadata/Monsters/BeehiveBehemoth/BeehiveBehemothSwampDaemon",1131,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/BeehiveBehemoth/SwampPoolDaemon",[],1,"","",100,1,3,6,9,0,"[814,818,791,801]",100,[],135,135,700,500,0,[8188],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,21721,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,100,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
