"rownum","Id","Name","Metadata","rid","NPCMasterKey","ShortName","i32","NPCAudios1","NPCAudios2","HASH16","row","Portrait","DialogueStyle","bool","rid","Gender","bool"
515,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionDannig","Dannig","Metadata/NPC/NPC",2410,"","Dannig",0,[139],[138],-26741,511,16,3,1,29,"M",""
516,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionGwennen_","Gwennen","Metadata/NPC/NPC",2407,"","Gwennen",0,[145],"[146,147,148]",25585,512,17,3,1,27,"F",""
517,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionTujen","Tujen","Metadata/NPC/NPC",2408,"","Tujen",0,[143],[144],-29732,513,18,3,1,28,"M",""
518,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionRog","Rog","Metadata/NPC/NPC",2409,"","Rog",0,[140],[141],-6828,514,19,3,1,26,"M",""
519,"Metadata/NPC/League/Expedition/SagaHideout","Dannig, Warrior Skald","Metadata/NPC/NPC",2410,"","Dannig",0,[137],[138],8686,511,16,3,1,29,"M",""
520,"Metadata/NPC/League/Expedition/GamblerHideout","Gwennen, the Gambler","Metadata/NPC/NPC",2407,"","Gwennen",0,[145],[146],-27842,512,17,3,1,27,"F",""
521,"Metadata/NPC/League/Expedition/HagglerHideout","Tujen, the Haggler","Metadata/NPC/NPC",2408,"","Tujen",0,[143],[144],20353,513,18,3,1,28,"M",""
522,"Metadata/NPC/League/Expedition/DealerHideout","Rog, the Dealer","Metadata/NPC/NPC",2409,"","Rog",0,[140],[141],-8538,514,19,3,1,26,"M",""
523,"RoyaleAnnouncer","Royale Announcer","Metadata/NPC/NPC","","","Royale Announcer",0,[],[],4754,"","","",1,"","M",""
524,"Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBoss_","Vorana, Last to Fall","Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBoss","","","Vorana",0,[],[],4734,"","","",1,"","F",""
525,"Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBossMap","Nightmare of Vorana","Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBossMap","","","Nightmare of Vorana",0,[],[],-19463,"","","",1,"","F",""
526,"Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionExpedition","Uhtred","Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionBoss","","","Uhtred",0,[],[],-16786,"","","",1,"","M",""
527,"Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionExpeditionMap","Nightmare of Uhtred","Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionBossMap","","","Nightmare of Uhtred",0,[],[],-30554,"","","",1,"","M",""
528,"Metadata/Monsters/LeagueExpedition/Olroth","Olroth, Origin of the Fall","Metadata/Monsters/LeagueExpedition/Olroth/Olroth","","","Olroth",0,[],[],28485,"","","",1,"","M",""
529,"Metadata/Monsters/LeagueExpedition/Medved","Medved","Metadata/Monsters/LeagueExpedition/Medved/MedvedBoss","","","Medved",0,[],[],27268,"","","",1,"","M",""
530,"Metadata/Monsters/LeagueExpedition/Medved/MedvedBossMap_","Nightmare of Medved","Metadata/Monsters/LeagueExpedition/Medved/MedvedBossMap","","","Nightmare of Medved",0,[],[],13377,"","","",1,"","M",""
531,"Metadata/NPC/League/Hellscape/HellscapeNPC","The Last to Die","Metadata/NPC/NPC","","","The Last to Die",0,[149],[150],11576,"",21,4,1,"","F",""
532,"Metadata/NPC/League/Hellscape/HellscapeNPCWild","The Last to Die","Metadata/NPC/NPC","","","The Last to Die",0,[],[151],5710,531,21,4,1,"","F",""
533,"Metadata/NPC/League/Hellscape/HellscapeNPCHideout","The Last to Die","Metadata/NPC/NPC","","","The Last to Die",0,[149],[150],-24462,531,21,4,1,"","F",""
534,"Metadata/NPC/Skadi","Skadi","Metadata/NPC/NPC","","","",0,[],[],-32709,"","","",1,"","F",""
535,"Metadata/NPC/Epilogue/LillyHideout","Lilly Roth","Metadata/NPC/NPC","","","Lilly",0,[152],[],11383,"","",1,1,35,"F",""
536,"Metadata/NPC/Epilogue/HelenaIntro","Helena","Metadata/NPC/NPC","",3,"Helena",11,[24],[25],18187,368,"",1,1,"","F",""
537,"Metadata/Monsters/AtlasInvaders/BlackStarMonsters/BlackStarBoss","The Black Star","Metadata/Monsters/AtlasInvaders/BlackStarMonsters/BlackStarBoss","","","The Black Star",0,[],[],-30306,"","","",1,"","",""
538,"Metadata/Monsters/AtlasInvaders/CleansingMonsters/CleansingBoss","The Searing Exarch","Metadata/Monsters/AtlasInvaders/CleansingMonsters/CleansingBoss","","","The Searing Exarch",0,[],[],-4927,"","","",1,"","",""
539,"Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBoss","The Eater of Worlds","Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBoss","","","The Eater of Worlds",0,[],[],22690,"","","",1,"","",""
540,"Metadata/Monsters/AtlasInvaders/DoomMonsters/DoomBoss_","The Infinite Hunger","Metadata/Monsters/AtlasInvaders/DoomMonsters/DoomBoss","","","The Infinite Hunger",0,[],[],-29749,"","","",1,"","",""
541,"Metadata/NPC/BladeSoul","Blade Soul","Metadata/NPC/NPC","","","",0,[],[],-10906,"","","",1,"","",""
542,"Metadata/NPC/League/Lake/Arbiter","Kalandra","Metadata/NPC/NPC","","","Kalandra",0,[],[],-9987,"","","",1,"","F",""
543,"Metadata/Monsters/LeagueLake/ArbiterWild","Kalandra","Metadata/NPC/NPC","","","Kalandra",0,[],[],22420,"","","",1,"","F",""
544,"Metadata/Monsters/LeagueLake/ArbiterWildEvil","Kalandra","Metadata/NPC/NPC","","","Kalandra",0,[],[],-26222,"","","",1,"","F",""
545,"Metadata/Monsters/LeagueLake/ArbiterHideout","Kalandra","Metadata/NPC/NPC","","","Kalandra",0,[],[],8802,"","","",1,"","F",""
546,"Metadata/Monsters/LeagueLake/ArbiterHideoutEvil","Kalandra","Metadata/NPC/NPC","","","Kalandra",0,[],[],15111,"","","",1,"","F",""
547,"Metadata/NPC/WarlordsLieutenant_Portal","Lieutenant","Metadata/NPC/NPC","","","Lieutenant",0,[],[],2026,"","","",1,"","",""
548,"Metadata/NPC/CultistSpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",0,[],[],-11550,"","","",1,"","",""
549,"Metadata/NPC/MercenarySpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",0,[],[],26852,"","","",1,"","",""
550,"Metadata/NPC/PyromaniacSpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",0,[],[],-21465,"","","",1,"","",""
551,"Metadata/NPC/TemplarZealotSpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",0,[],[],30424,"","","",1,"","",""
552,"Metadata/NPC/Info/KalandraGlyph01","Ancient Etchings I","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings I",-1,[],[],15757,"","","",1,"","",""
553,"Metadata/NPC/Info/KalandraGlyph02","Ancient Etchings II","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings II",-1,[],[],23236,"","","",1,"","",""
554,"Metadata/NPC/Info/KalandraGlyph03","Ancient Etchings III","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings III",-1,[],[],-2667,"","","",1,"","",""
555,"Metadata/NPC/Info/KalandraGlyph04","Ancient Etchings IV","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings IV",-1,[],[],-2401,"","","",1,"","",""
556,"Metadata/NPC/Info/KalandraGlyph05","Ancient Etchings V","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings V",-1,[],[],-12794,"","","",1,"","",""
557,"Metadata/NPC/Info/KalandraGlyph06","Ancient Etchings VI","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings VI",-1,[],[],27889,"","","",1,"","",""
558,"Metadata/NPC/Info/KalandraGlyph07","Ancient Etchings VII","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings VII",-1,[],[],-19547,"","","",1,"","",""
559,"Metadata/NPC/Mel","Mel","Metadata/NPC/NPC","","","",0,[],[],6248,"","","",1,"","F",""
560,"Metadata/NPC/Epilogue/CadiroHideout","Cadiro Perandus","Metadata/NPC/NPC","","","Cadiro",0,[155],[156],18729,"",24,1,"","","M",""
561,"Metadata/Monsters/Masters/SanctumNPC","Divinia","Metadata/NPC/NPC","","","Divinia",0,[],[],-22929,"","","",1,"","F",""
562,"Metadata/NPC/League/Sanctum/SanctumNPCTown","Divinia","Metadata/NPC/NPC","","","Divinia",0,[157],[160],-13361,"",23,5,1,"","F",""
563,"Metadata/NPC/League/Sanctum/SanctumNPCTownAct7","Divinia","Metadata/NPC/NPC","","","Divinia",0,[157],[160],-4444,"",23,5,1,"","F",""
564,"Metadata/NPC/League/Sanctum/SanctumNPCMerchant","Divinia","Metadata/NPC/NPC","","","Divinia",0,[159],[162],-18200,"",23,5,1,"","F",""
565,"Metadata/NPC/League/Sanctum/SanctumNPCAirlock","Divinia","Metadata/NPC/NPC","","","Divinia",0,[158],[161],-18547,"",23,5,1,"","F",""
566,"Metadata/NPC/League/Sanctum/Lycia","Lycia","Metadata/NPC/NPC","","","Lycia",0,[],[],23356,"","","",1,"","F",""
567,"Metadata/Monsters/LeagueSanctum/Boss/LyciaBoss","Lycia, Unholy Heretic","Metadata/Monsters/LeagueSanctum/Boss/LyciaBoss","","","Lycia",0,[],[],9717,"","","",1,"","F",""
568,"Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss","Lycia, Herald of the Scourge","Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss","","","Lycia",0,[],[],26087,"","","",1,"","F",""
569,"Metadata/Monsters/LeagueSanctum/Boss/Lycia2BossMap","Nightmare of Lycia","Metadata/Monsters/LeagueSanctum/Boss/Lycia2BossMap","","","Nightmare of Lycia",0,[],[],11173,"","","",1,"","F",""
570,"Metadata/NPC/Info/LyciaGlyph01","Remembrance","Metadata/NPC/Info/StoryGlyphBase","","","Remembrance",0,[],[],32263,"","","",1,"","",""
571,"Metadata/NPC/Info/LyciaGlyph02","The Templars","Metadata/NPC/Info/StoryGlyphBase","","","The Templars",0,[],[],29322,"","","",1,"","",""
572,"Metadata/NPC/Info/LyciaGlyph03","Creations","Metadata/NPC/Info/StoryGlyphBase","","","Creations",0,[],[],-26982,"","","",1,"","",""
573,"Metadata/NPC/Info/LyciaGlyph04","Capture","Metadata/NPC/Info/StoryGlyphBase","","","Capture",0,[],[],-21047,"","","",1,"","",""
574,"Metadata/NPC/Info/LyciaGlyph05","Sustenance","Metadata/NPC/Info/StoryGlyphBase","","","Sustenance",0,[],[],-25444,"","","",1,"","",""
575,"Metadata/NPC/Info/LyciaGlyph06","Immortality","Metadata/NPC/Info/StoryGlyphBase","","","Immortality",0,[],[],-4518,"","","",1,"","",""
576,"Metadata/NPC/Info/LyciaGlyph07","Isolation","Metadata/NPC/Info/StoryGlyphBase","","","Isolation",0,[],[],-12957,"","","",1,"","",""
577,"Metadata/NPC/Info/LyciaGlyph08","Beidat","Metadata/NPC/Info/StoryGlyphBase","","","Beidat",0,[],[],11907,"","","",1,"","",""
578,"Metadata/NPC/Info/LyciaGlyph09","Forbidden Knowledge","Metadata/NPC/Info/StoryGlyphBase","","","Forbidden Knowledge",0,[],[],8489,"","","",1,"","",""
579,"Metadata/NPC/ChaosEntity","Chaos Entity","","","","Chaos Entity",0,[],[],-1211,"","","",1,"","",""
580,"Metadata/NPC/Chieftain_Portal","Chieftain Ancestor","Metadata/NPC/NPC","","","Chieftain",0,[],[],-9416,"","","",1,"","",""
581,"Metadata/Pet/Raccoon/Raccoon","","Metadata/Pet/Raccoon/Raccoon","","","",0,[],[],-21248,"","","",1,"","",""
582,"Metadata/NPC/GoblinBand","","","","","",0,[],[],-15359,"","","",1,"","",""
583,"Metadata/NPC/MoltenOne","The Molten One","","","","The Molten One",0,[],[],-18626,"","","",1,"","",""
584,"Metadata/NPC/Info/MoltenOneGlyph01","The Redblade Caldera","Metadata/NPC/Info/Crucible_GlyphRegular","","","The Redblade Caldera",0,[],[],-439,"","","",1,"","",""
585,"Metadata/NPC/Info/MoltenOneGlyph02","An Unlikely Alliance","Metadata/NPC/Info/Crucible_GlyphUber","","","An Unlikely Alliance",0,[],[],-5184,"","","",1,"","",""
586,"Metadata/Terrain/Doodads/Hideouts/DemonCraftingBench","Kosis, the Chained","Metadata/NPC/NPC","","","Kosis",0,[],[],10009,"","","",1,"","",""
587,"Metadata/NPC/League/Ancestral/NavaliBackroom","Navali","Metadata/NPC/League/Ancestral/NavaliBackroom","","","Navali",0,[165],[166],-12551,"","",1,1,"","",1
588,"Metadata/NPC/League/Ancestral/NavaliAnnouncer","Navali","Metadata/NPC/League/Ancestral/AncestralNPCBase","","","Navali",0,[],[],13171,"","","",1,"","",""
589,"Metadata/NPC/League/Ancestral/KaomBackroom","Kaom","Metadata/NPC/League/Ancestral/KaomBackroom",2723,"","Kaom",0,[163],[164],-19194,"","",1,1,"","",1
590,"Metadata/NPC/League/Ancestral/RakiataBackroom","Rakiata","Metadata/NPC/League/Ancestral/RakiataBackroom",2768,"","Rakiata",0,[167],[168],21071,"","",1,1,"","",1
591,"Metadata/NPC/League/Ancestral/IkiahoBackroom","Ikiaho","Metadata/NPC/League/Ancestral/IkiahoBackroom",2724,"","Ikiaho",0,[175],[176],-17001,"","",1,1,"","",1
592,"Metadata/NPC/League/Ancestral/KiloavaBackroom","Kiloava","Metadata/NPC/League/Ancestral/KiloavaBackroom",2767,"","Kiloava",0,[173],[174],32253,"","",1,1,"","",1
593,"Metadata/NPC/League/Ancestral/TawhanukuBackroom","Tawhanuku","Metadata/NPC/League/Ancestral/TawhanukuBackroom",2763,"","Tawhanuku",0,[183],[184],12912,"","",1,1,"","",1
594,"Metadata/NPC/League/Ancestral/MaataBackroom","Maata","Metadata/NPC/League/Ancestral/MaataBackroom",2769,"","Maata",0,[171],[172],10486,"","",1,1,"","",1
595,"Metadata/NPC/League/Ancestral/UtulaBackroom","Utula","Metadata/NPC/League/Ancestral/UtulaBackroom",2722,"","Utula",0,[169],[170],28750,"","",1,1,"","",1
596,"Metadata/NPC/League/Ancestral/AhuanaBackroom","Ahuana","Metadata/NPC/League/Ancestral/AhuanaBackroom",2764,"","Ahuana",0,[179],[180],-31810,"","",1,1,"","",1
597,"Metadata/NPC/League/Ancestral/AkoyaBackroom","Akoya","Metadata/NPC/League/Ancestral/AkoyaBackroom",2765,"","Akoya",0,[181],[182],27397,"","",1,1,"","",1
598,"Metadata/NPC/League/Ancestral/KahuturoaBackroom","Kahuturoa","Metadata/NPC/League/Ancestral/KahuturoaBackroom",2766,"","Kahuturoa",0,[177],[178],24504,"","",1,1,"","",1
599,"Metadata/Monsters/LeagueAncestral/AncestralKaom_","Kaom","Metadata/Monsters/LeagueAncestral/Chieftains/KaomOfNgamahuTribe/Kaom","","","Kaom",0,[],[],-30211,"","","",1,"","",""
600,"Metadata/Monsters/LeagueAncestral/AncestralRakiata","Rakiata","Metadata/Monsters/LeagueAncestral/Chieftains/Rakiata/Rakiata","","","Rakiata",0,[],[],-29132,"","","",1,"","",""
601,"Metadata/Monsters/LeagueAncestral/AncestralUtula","Utula","Metadata/Monsters/LeagueAncestral/Chieftains/UtulaoftheKitavaTribe/Utula","","","Utula",0,[],[],-16121,"","","",1,"","",""
602,"Metadata/Monsters/LeagueAncestral/AncestralMaata","Maata","Metadata/Monsters/LeagueAncestral/Chieftains/Maata/Maata","","","Maata",0,[],[],6372,"","","",1,"","",""
603,"Metadata/Monsters/LeagueAncestral/AncestralKiloava___","Kiloava","Metadata/Monsters/LeagueAncestral/Chieftains/Kiloava/Kiloava","","","Kiloava",0,[],[],9820,"","","",1,"","",""
604,"Metadata/Monsters/LeagueAncestral/AncestralIkiaho","Ikiaho","Metadata/Monsters/LeagueAncestral/Chieftains/Ikiaho/Ikiaho","","","Ikiaho",0,[],[],22467,"","","",1,"","",""
605,"Metadata/Monsters/LeagueAncestral/AncestralKahuturoa","Kahuturoa","Metadata/Monsters/LeagueAncestral/Chieftains/Kahuturoa/Kahuturoa","","","Kahuturoa",0,[],[],-21063,"","","",1,"","",""
606,"Metadata/Monsters/LeagueAncestral/AncestralAhuana","Ahuana","Metadata/Monsters/LeagueAncestral/Chieftains/Ahuana/Ahuana","","","Ahuana",0,[],[],28240,"","","",1,"","",""
607,"Metadata/Monsters/LeagueAncestral/AncestralAkoya","Akoya","Metadata/Monsters/LeagueAncestral/Chieftains/Akoya/Akoya","","","Akoya",0,[],[],-18389,"","","",1,"","",""
608,"Metadata/Monsters/LeagueAncestral/AncestralTawhanuku","Tawhanuku","Metadata/Monsters/LeagueAncestral/Chieftains/Tawhanuku/Tawhanuku","","","Tawhanuku",0,[],[],-11100,"","","",1,"","",""
609,"Metadata/NPC/League/Ancestral/KaomSitting","Kaom","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Kaom",0,[],[],-4183,"","","",1,"","",""
610,"Metadata/NPC/League/Ancestral/RakiataSitting","Rakiata","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Rakiata",0,[],[],17167,"","","",1,"","",""
611,"Metadata/NPC/League/Ancestral/IkiahoSitting","Ikiaho","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Ikiaho",0,[],[],-8117,"","","",1,"","",""
612,"Metadata/NPC/League/Ancestral/KiloavaSitting","Kiloava","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Kiloava",0,[],[],-6369,"","","",1,"","",""
613,"Metadata/NPC/League/Ancestral/TawhanukuSitting","Tawhanuku","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Tawhanuku",0,[],[],13756,"","","",1,"","",""
614,"Metadata/NPC/League/Ancestral/MaataSitting","Maata","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Maata",0,[],[],-29389,"","","",1,"","",""
615,"Metadata/NPC/League/Ancestral/UtulaSitting","Utula","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Utula",0,[],[],-1917,"","","",1,"","",""
616,"Metadata/NPC/League/Ancestral/AhuanaSitting","Ahuana","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Ahuana",0,[],[],11024,"","","",1,"","",""
617,"Metadata/NPC/League/Ancestral/AkoyaSitting","Akoya","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Akoya",0,[],[],-17348,"","","",1,"","",""
618,"Metadata/NPC/League/Ancestral/KahuturoaSitting","Kahuturoa","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Kahuturoa",0,[],[],-28469,"","","",1,"","",""
619,"Metadata/NPC/League/Ancestral/HinekoraSitting","Hinekora","Metadata/NPC/League/Ancestral/Hinekora","","","Hinekora",0,[],[],30824,"","","",1,"","",""
620,"Metadata/NPC/Ghostrider","Ghostrider","Metadata/NPC/NPC","","","",0,[],[],11242,"","","",1,"","M",""
621,"Metadata/NPC/League/Azmeri/Warden","The Warden of Eaves","Metadata/NPC/NPC",3059,"","The Warden of Eaves",0,[187],[188],1770,"",25,6,1,36,"F",""
622,"Metadata/NPC/League/Azmeri/Primalist","The Primal Huntress","Metadata/NPC/NPC",3060,"","The Primal Huntress",0,[191],[192],7305,"",27,6,1,38,"F",""
623,"Metadata/NPC/League/Azmeri/VoodooShaman","The Breaker of Oaths","Metadata/NPC/NPC",3061,"","The Breaker of Oaths",0,[189],[190],-26405,"",26,6,1,37,"M",""
624,"Metadata/NPC/League/Azmeri/UniqueDealer","Nameless Seer","Metadata/NPC/NPC","","","Nameless Seer",0,[185],[186],7458,"","",6,1,39,"",""
625,"Metadata/NPC/League/Ancestral/NavaliAncestralPortal","Navali","Metadata/NPC/League/Ancestral/MicrotransactionPortal/NavaliBackroom","","","Navali",0,[165],[166],-15208,"","",1,1,"","",1
626,"Metadata/NPC/League/Ancestral/KaomAncestralPortal","Kaom","Metadata/NPC/League/Ancestral/MicrotransactionPortal/KaomBackroom","","","Kaom",0,[163],[164],-21112,"","",1,1,"","",1
627,"Metadata/NPC/League/Ancestral/RakiataAncestralPortal","Rakiata","Metadata/NPC/League/Ancestral/MicrotransactionPortal/RakiataBackroom","","","Rakiata",0,[167],[168],-17525,"","",1,1,"","",1
628,"Metadata/NPC/League/Ancestral/IkiahoAncestralPortal","Ikiaho","Metadata/NPC/League/Ancestral/MicrotransactionPortal/IkiahoBackroom","","","Ikiaho",0,[175],[176],27823,"","",1,1,"","",1
629,"Metadata/NPC/League/Ancestral/KiloavaAncestralPortal","Kiloava","Metadata/NPC/League/Ancestral/MicrotransactionPortal/KiloavaBackroom","","","Kiloava",0,[173],[174],-15554,"","",1,1,"","",1
630,"Metadata/NPC/League/Ancestral/TawhanukuAncestralPortal","Tawhanuku","Metadata/NPC/League/Ancestral/MicrotransactionPortal/TawhanukuBackroom","","","Tawhanuku",0,[183],[184],-8444,"","",1,1,"","",1
631,"Metadata/NPC/League/Ancestral/MaataAncestralPortal","Maata","Metadata/NPC/League/Ancestral/MicrotransactionPortal/MaataBackroom","","","Maata",0,[171],[172],-3106,"","",1,1,"","",1
632,"Metadata/NPC/League/Ancestral/UtulaAncestralPortal","Utula","Metadata/NPC/League/Ancestral/MicrotransactionPortal/UtulaBackroom","","","Utula",0,[169],[170],20344,"","",1,1,"","",1
633,"Metadata/NPC/League/Ancestral/AhuanaAncestralPortal","Ahuana","Metadata/NPC/League/Ancestral/MicrotransactionPortal/AhuanaBackroom","","","Ahuana",0,[179],[180],8408,"","",1,1,"","",1
634,"Metadata/NPC/League/Ancestral/AkoyaAncestralPortal","Akoya","Metadata/NPC/League/Ancestral/MicrotransactionPortal/AkoyaBackroom","","","Akoya",0,[181],[182],17198,"","",1,1,"","",1
635,"Metadata/NPC/League/Ancestral/KahuturoaAncestralPortal","Kahuturoa","Metadata/NPC/League/Ancestral/MicrotransactionPortal/KahuturoaBackroom","","","Kahuturoa",0,[177],[178],-1167,"","",1,1,"","",1
636,"Metadata/NPC/League/Affliction/GlyphsEtching01","Lost Etching","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Lost Etching",0,[],[],-10655,"","",6,1,"","",""
637,"Metadata/NPC/League/Affliction/GlyphsEtching02","Aided Etching","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Aided Etching",0,[],[],-27226,"","",6,1,"","",""
638,"Metadata/NPC/League/Affliction/GlyphsEtching03","Compelling Etching","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Compelling Etching",0,[],[],22820,"","",6,1,"","",""
639,"Metadata/NPC/League/Affliction/GlyphsEtching04","Whispering Etching","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Whispering Etching",0,[],[],-4601,"","",6,1,"","",""
640,"Metadata/NPC/League/Affliction/GlyphsEtching05","Deafened Etching","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Deafened Etching",0,[],[],-16205,"","",6,1,"","",""
641,"Metadata/NPC/League/Affliction/GlyphsGruthkulShrine","The Porcelain Queen","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3068,"","The Porcelain Queen",0,[],[],10561,"","",6,1,"","",""
642,"Metadata/NPC/League/Affliction/GlyphsHarvestTree","Experimental Harvest","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3069,"","Experimental Harvest",0,[],[],-9585,"","",6,1,"","",""
643,"Metadata/NPC/League/Affliction/GlyphsMajiProclamation01","Wildwood Greeting","Metadata/NPC/League/Azmeri/GlyphsMajiProclamation","","","Wildwood Greeting",0,[],[],-20127,"","",6,1,"","",""
644,"Metadata/NPC/League/Affliction/GlyphsMajiProclamation02","Maji Proclamation","Metadata/NPC/League/Azmeri/GlyphsMajiProclamation","","","Maji Proclamation",0,[],[],-6629,"","",6,1,"","",""
645,"Metadata/NPC/League/Affliction/GlyphsKingGlyphOne","The Exquisite Light of Meaning","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","The Exquisite Light of Meaning",0,[],[],-29299,"","",6,1,"","",""
646,"Metadata/NPC/League/Affliction/GlyphsKingGlyphTwo","Determination","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Determination",0,[],[],-26730,"","",6,1,"","",""
647,"Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss","The King in the Mists","Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss","","","The King in the Mists",0,[],[],11265,"","","",1,"","",""
648,"Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss2","The King in the Mists","Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss2","","","The King in the Mists",0,[],[],12980,"","","",1,"","",""
649,"Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss3","The King in the Mists","Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss3","","","The King in the Mists",0,[],[],-29391,"","","",1,"","",""
650,"Metadata/Terrain/Doodads/Hideouts/KalguuranWorkshopCraftingBench/attachments/SimpleHireling_Table","Kalguuran Blacksmith","Metadata/NPC/NPC","","","Blacksmith",0,[],[],-18133,"","","",1,"","M",""
651,"Metadata/Terrain/Doodads/Hideouts/KalguuranWorkshopCraftingBench/attachments/SimpleHireling_Shovelling","Kalguuran Shoveller","Metadata/NPC/NPC","","","Shoveller",0,[],[],-14387,"","","",1,"","M",""
652,"Metadata/NPC/League/Affliction/GlyphsGoddessStatue","Statue of the Goddess","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3149,"","Statue of the Goddess",0,[],[],6008,"","",6,1,"","",""
653,"Metadata/NPC/League/Affliction/GlyphsSingleStatue","Worn Statue","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3150,"","Worn Statue",0,[],[],-18891,"","",6,1,"","",""
654,"Metadata/NPC/League/Affliction/GlyphsWarringSisters","The Warring Sisters","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3151,"","The Warring Sisters",0,[],[],-15532,"","",6,1,"","",""
655,"Metadata/NPC/League/Azmeri/UniqueDealerMaps","Nameless Seer","Metadata/NPC/NPC","","","Nameless Seer",0,[185],[186],6263,"","",6,1,40,"",""
656,"Metadata/NPC/League/Necropolis/GraveyardKeeperWild","Undertaker Arimor","Metadata/NPC/NPC","","","Undertaker Arimor",0,[193],[194],-27663,"","",1,1,"","M",""
657,"Metadata/NPC/League/Necropolis/GraveyardKeeperNecropolis","Undertaker Arimor","Metadata/NPC/NPC","","","Undertaker Arimor",0,[193],[194],-15270,"","",1,1,41,"M",""
658,"Metadata/NPC/League/Necropolis/GraveyardKeeperHideout","Undertaker Arimor","Metadata/NPC/NPC","","","Undertaker Arimor",0,[193],[194],14646,"","",1,1,41,"M",""
659,"Metadata/NPC/League/Necropolis/GraveyardKeeperWildFirstEncounter","Undertaker Arimor","Metadata/NPC/NPC","","","Undertaker Arimor",0,[193],[194],-16015,"","",1,1,"","M",""
660,"Metadata/NPC/League/Necropolis/GraveyardKeeperBook","Undertaker Arimor","Metadata/NPC/NPC","","","Undertaker Arimor",0,[],[],11637,"","","",1,"","M",""
661,"Metadata/NPC/League/Necropolis/GraveyardKeeperTomb","Undertaker Arimor","Metadata/NPC/NPC","","","Undertaker Arimor",0,[],[],-22099,"","","",1,"","M",""
662,"Metadata/NPC/EldritchHunger_Armour","Eldritch Hunger","Metadata/NPC/NPC","","","Eldritch Hunger",0,[],[],-11677,"","","",1,"","",""
663,"Metadata/NPC/Epilogue/SnakeOilVendor","Gareth, Serpent Extract Distributor","Metadata/NPC/NPC","","","Gareth",0,[195],[196],-23412,"","",1,1,42,"M",""
