"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","[string]","IgnoreQuantBonus","bool"
10454,"Metadata/Items/Heist/HeistEquipmentMelee2",66,2,2,"Standard Sharpening Stone","Metadata/Items/Heist/AbstractHeistEquipment",75,"",[23293],2,"","[646,662]",23,1,13684,-373768757,[],"","","",[],[],"","","","","","","",[10454],[],"",""
10455,"Metadata/Items/Heist/HeistEquipmentMelee3",66,2,2,"Fine Sharpening Stone","Metadata/Items/Heist/AbstractHeistEquipment",80,"",[23294],2,"","[646,662]",23,1,13685,1670348634,[],"","","",[],[],"","","","","","","",[10454],[],"",""
10456,"Metadata/Items/Heist/HeistEquipmentMelee4",66,2,2,"Obsidian Sharpening Stone","Metadata/Items/Heist/AbstractHeistEquipment",83,"",[23295],2,"","[646,662]",23,1,13686,-1070642136,[],"","","",[],[],"","","","","","","",[10454],[],"",""
10457,"Metadata/Items/Heist/HeistEquipmentRanged1",66,2,2,"Flanged Arrowhead","Metadata/Items/Heist/AbstractHeistEquipment",60,"",[23296],2,"","[646,663]",23,1,13687,-1271548037,[],"","","",[],[],"","","","","","","",[10454],[],"",""
10458,"Metadata/Items/Heist/HeistEquipmentRanged2",66,2,2,"Fragmenting Arrowhead","Metadata/Items/Heist/AbstractHeistEquipment",75,"",[23297],2,"","[646,663]",23,1,13688,288805568,[],"","","",[],[],"","","","","","","",[10454],[],"",""
10459,"Metadata/Items/Heist/HeistEquipmentRanged3",66,2,2,"Hollowpoint Arrowhead","Metadata/Items/Heist/AbstractHeistEquipment",80,"",[23298],2,"","[646,663]",23,1,13689,-1284599077,[],"","","",[],[],"","","","","","","",[10454],[],"",""
10460,"Metadata/Items/Heist/HeistEquipmentRanged4",66,2,2,"Precise Arrowhead","Metadata/Items/Heist/AbstractHeistEquipment",83,"",[23299],2,"","[646,663]",23,1,13690,843039278,[],"","","",[],[],"","","","","","","",[10454],[],"",""
10461,"Metadata/Items/Heist/HeistEquipmentCaster1",66,2,2,"Focal Stone","Metadata/Items/Heist/AbstractHeistEquipment",60,"",[23300],2,"","[646,664]",23,1,13691,900914813,[],"","","",[],[],"","","","","","","",[10454],[],"",""
10462,"Metadata/Items/Heist/HeistEquipmentCaster2",66,2,2,"Conduit Line","Metadata/Items/Heist/AbstractHeistEquipment",75,"",[23301],2,"","[646,664]",23,1,13692,-2036438160,[],"","","",[],[],"","","","","","","",[10454],[],"",""
10463,"Metadata/Items/Heist/HeistEquipmentCaster3",66,2,2,"Aggregator Charm","Metadata/Items/Heist/AbstractHeistEquipment",80,"",[23302],2,"","[646,664]",23,1,13693,349930461,[],"","","",[],[],"","","","","","","",[10454],[],"",""
10464,"Metadata/Items/Heist/HeistEquipmentCaster4",66,2,2,"Burst Band","Metadata/Items/Heist/AbstractHeistEquipment",83,"",[23303],2,"","[646,664]",23,1,13694,-1269299880,[],"","","",[],[],"","","","","","","",[10454],[],"",""
10465,"Metadata/Items/Heist/HeistFinalObjective1",72,2,2,"Urn of Farud","Metadata/Items/Heist/HeistObjective",1,2294,[],2,"",[],38,0,13695,1612294950,[],"","","",[],[],"","","","","","","",[],[],"",""
10466,"Metadata/Items/Heist/HeistFinalObjective2",72,2,2,"Box of Tripyxis","Metadata/Items/Heist/HeistObjective",1,2295,[],2,"",[],38,0,13696,417762282,[],"","","",[],[],"","","","","","","",[],[],"",""
10467,"Metadata/Items/Heist/HeistFinalObjective3",72,2,2,"Incense of Keth","Metadata/Items/Heist/HeistObjective",1,2296,[],2,"",[],38,0,13697,2043671141,[],"","","",[],[],"","","","","","","",[],[],"",""
10468,"Metadata/Items/Heist/HeistFinalObjective4",72,2,2,"Crest of Ezomyr","Metadata/Items/Heist/HeistObjective",1,2297,[],2,"",[],38,0,13698,1461569917,[],"","","",[],[],"","","","","","","",[],[],"",""
10469,"Metadata/Items/Heist/HeistFinalObjective5",72,2,2,"Ez Myrae Tome","Metadata/Items/Heist/HeistObjective",1,2298,[],2,"",[],38,0,13699,-1447175897,[],"","","",[],[],"","","","","","","",[],[],"",""
10470,"Metadata/Items/Heist/HeistFinalObjective6",72,2,2,"Hand of Arimor","Metadata/Items/Heist/HeistObjective",1,2299,[],2,"",[],38,0,13700,876217044,[],"","","",[],[],"","","","","","","",[],[],"",""
10471,"Metadata/Items/Heist/HeistFinalObjective7",72,2,2,"Abberathine Horns","Metadata/Items/Heist/HeistObjective",1,2300,[],2,"",[],38,0,13701,1507507138,[],"","","",[],[],"","","","","","","",[],[],"",""
10472,"Metadata/Items/Heist/HeistFinalObjective8",72,2,2,"Admiral Proclar's Pipe","Metadata/Items/Heist/HeistObjective",1,2365,[],2,"",[],38,0,13729,-1616005283,[],"","","",[],[],"","","","","","","",[],[],"",""
10473,"Metadata/Items/Heist/HeistFinalObjective9",72,2,2,"Alchemical Chalice","Metadata/Items/Heist/HeistObjective",1,2366,[],2,"",[],38,0,13730,275748154,[],"","","",[],[],"","","","","","","",[],[],"",""
10474,"Metadata/Items/Heist/HeistFinalObjective10",72,2,2,"Ogham Candelabra","Metadata/Items/Heist/HeistObjective",1,2390,[],2,"",[],38,0,13754,-150357406,[],"","","",[],[],"","","","","","","",[],[],"",""
10475,"Metadata/Items/Heist/HeistFinalObjective11",72,2,2,"Tusked Hominid Skull","Metadata/Items/Heist/HeistObjective",1,2392,[],2,"",[],38,0,13756,672898241,[],"","","",[],[],"","","","","","","",[],[],"",""
10476,"Metadata/Items/Heist/HeistFinalObjective12",72,2,2,"Celestial Stone","Metadata/Items/Heist/HeistObjective",1,2369,[],2,"",[],38,0,13733,-370196340,[],"","","",[],[],"","","","","","","",[],[],"",""
10477,"Metadata/Items/Heist/HeistFinalObjective13",72,2,2,"Urn of the Original Ashes","Metadata/Items/Heist/HeistObjective",1,2393,[],2,"",[],38,0,13757,-1543154936,[],"","","",[],[],"","","","","","","",[],[],"",""
10478,"Metadata/Items/Heist/HeistFinalObjective14",72,2,2,"Heart Coil","Metadata/Items/Heist/HeistObjective",1,2371,[],2,"",[],38,0,13735,338091721,[],"","","",[],[],"","","","","","","",[],[],"",""
10479,"Metadata/Items/Heist/HeistFinalObjective15",72,2,2,"Enigmatic Assembly A4","Metadata/Items/Heist/HeistObjective",1,2372,[],2,"",[],38,0,13736,-1570447284,[],"","","",[],[],"","","","","","","",[],[],"",""
10480,"Metadata/Items/Heist/HeistFinalObjective16",72,2,2,"Enigmatic Assembly B2","Metadata/Items/Heist/HeistObjective",1,2373,[],2,"",[],38,0,13737,-498208786,[],"","","",[],[],"","","","","","","",[],[],"",""
10481,"Metadata/Items/Heist/HeistFinalObjective17",72,2,2,"Enigmatic Assembly C5","Metadata/Items/Heist/HeistObjective",1,2374,[],2,"",[],38,0,13738,-933251322,[],"","","",[],[],"","","","","","","",[],[],"",""
10482,"Metadata/Items/Heist/HeistFinalObjective18",72,2,2,"Enigmatic Assembly D1","Metadata/Items/Heist/HeistObjective",1,2375,[],2,"",[],38,0,13739,-1980968242,[],"","","",[],[],"","","","","","","",[],[],"",""
10483,"Metadata/Items/Heist/HeistFinalObjective19",72,2,2,"Mirror of Teklatipitzi","Metadata/Items/Heist/HeistObjective",1,2330,[],2,"",[],38,0,13763,-1253613176,[],"","","",[],[],"","","","","","","",[],[],"",""
10484,"Metadata/Items/Heist/HeistFinalObjective20",72,2,2,"Bust of Emperor Caspiro","Metadata/Items/Heist/HeistObjective",1,2377,[],2,"",[],38,0,13741,-436890260,[],"","","",[],[],"","","","","","","",[],[],"",""
10485,"Metadata/Items/Heist/HeistFinalObjective21",72,2,2,"Golden Hetzapal Idol","Metadata/Items/Heist/HeistObjective",1,2325,[],2,"",[],38,0,13758,318547020,[],"","","",[],[],"","","","","","","",[],[],"",""
10486,"Metadata/Items/Heist/HeistFinalObjective22",72,2,2,"Flask of Welakath","Metadata/Items/Heist/HeistObjective",1,2379,[],2,"",[],38,0,13743,333969982,[],"","","",[],[],"","","","","","","",[],[],"",""
10487,"Metadata/Items/Heist/HeistFinalObjective23",72,2,2,"Forbidden Lamp","Metadata/Items/Heist/HeistObjective",1,2380,[],2,"",[],38,0,13744,-513982513,[],"","","",[],[],"","","","","","","",[],[],"",""
10488,"Metadata/Items/Heist/HeistFinalObjective24",72,2,2,"The Goddess of Water","Metadata/Items/Heist/HeistObjective",1,2381,[],2,"",[],38,0,13745,611283577,[],"","","",[],[],"","","","","","","",[],[],"",""
10489,"Metadata/Items/Heist/HeistFinalObjective25",72,2,2,"The Golden Ibis","Metadata/Items/Heist/HeistObjective",1,2382,[],2,"",[],38,0,13746,-371267715,[],"","","",[],[],"","","","","","","",[],[],"",""
10490,"Metadata/Items/Heist/HeistFinalObjective26",72,2,2,"Impossible Crystal","Metadata/Items/Heist/HeistObjective",1,2383,[],2,"",[],38,0,13747,1303946448,[],"","","",[],[],"","","","","","","",[],[],"",""
10491,"Metadata/Items/Heist/HeistFinalObjective27",72,2,2,"Living Ice","Metadata/Items/Heist/HeistObjective",1,2384,[],2,"",[],38,0,13748,831766102,[],"","","",[],[],"","","","","","","",[],[],"",""
10492,"Metadata/Items/Heist/HeistFinalObjective28",72,2,2,"Seal of Lunaris","Metadata/Items/Heist/HeistObjective",1,2385,[],2,"",[],38,0,13749,-1902528964,[],"","","",[],[],"","","","","","","",[],[],"",""
10493,"Metadata/Items/Heist/HeistFinalObjective29",72,2,2,"Golden Matatl Idol","Metadata/Items/Heist/HeistObjective",1,2326,[],2,"",[],38,0,13759,1121421628,[],"","","",[],[],"","","","","","","",[],[],"",""
10494,"Metadata/Items/Heist/HeistFinalObjective30",72,2,2,"The Sea Pearl Heirloom","Metadata/Items/Heist/HeistObjective",1,2387,[],2,"",[],38,0,13751,1585016969,[],"","","",[],[],"","","","","","","",[],[],"",""
10495,"Metadata/Items/Heist/HeistFinalObjective31",72,2,2,"Seal of Solaris","Metadata/Items/Heist/HeistObjective",1,2388,[],2,"",[],38,0,13752,-1580833081,[],"","","",[],[],"","","","","","","",[],[],"",""
10496,"Metadata/Items/Heist/HeistFinalObjective32",72,2,2,"Golden Napuatzi Idol","Metadata/Items/Heist/HeistObjective",1,2327,[],2,"",[],38,0,13760,-1782142137,[],"","","",[],[],"","","","","","","",[],[],"",""
10497,"Metadata/Items/Heist/HeistFinalObjective33",72,2,4,"Essence Burner","Metadata/Items/Heist/HeistObjective",1,2378,[],2,"",[],38,0,13742,-197662912,[],"","","",[],[],"","","","","","","",[],[],"",""
10498,"Metadata/Items/Heist/HeistFinalObjective34",72,2,4,"Ancient Seal","Metadata/Items/Heist/HeistObjective",1,2367,[],2,"",[],38,0,13731,-494254996,[],"","","",[],[],"","","","","","","",[],[],"",""
10499,"Metadata/Items/Heist/HeistFinalObjective35",72,2,4,"Blood of Innocence","Metadata/Items/Heist/HeistObjective",1,2368,[],2,"",[],38,0,13732,1989601238,[],"","","",[],[],"","","","","","","",[],[],"",""
10500,"Metadata/Items/Heist/HeistFinalObjective36",72,2,4,"Dekhara's Resolve","Metadata/Items/Heist/HeistObjective",1,2370,[],2,"",[],38,0,13734,-1230514669,[],"","","",[],[],"","","","","","","",[],[],"",""
10501,"Metadata/Items/Heist/HeistFinalObjective37",72,2,4,"Orbala's Fifth Adventure","Metadata/Items/Heist/HeistObjective",1,2386,[],2,"",[],38,0,13750,-1712807154,[],"","","",[],[],"","","","","","","",[],[],"",""
10502,"Metadata/Items/Heist/HeistFinalObjective38",72,2,4,"Staff of the First Sin Eater","Metadata/Items/Heist/HeistObjective",1,2389,[],2,"",[],38,0,13753,866132204,[],"","","",[],[],"","","","","","","",[],[],"",""
10503,"Metadata/Items/Heist/HeistFinalObjective39",72,2,4,"Sword of the Inverse Relic","Metadata/Items/Heist/HeistObjective",1,2391,[],2,"",[],38,0,13755,1628757096,[],"","","",[],[],"","","","","","","",[],[],"",""
10504,"Metadata/Items/Heist/HeistFinalObjective40",72,2,2,"Golden Slave Idol","Metadata/Items/Heist/HeistObjective",1,2328,[],2,"",[],38,0,13761,-270065029,[],"","","",[],[],"","","","","","","",[],[],"",""
10505,"Metadata/Items/Heist/HeistFinalObjective41",72,2,2,"Golden Xoplotli Idol","Metadata/Items/Heist/HeistObjective",1,2329,[],2,"",[],38,0,13762,2109400139,[],"","","",[],[],"","","","","","","",[],[],"",""
10506,"Metadata/Items/Heist/HeistFinalObjective42",72,2,2,"Ceremonial Goblet","Metadata/Items/Heist/HeistObjective",1,2332,[],2,"",[],38,0,13764,1722652842,[],"","","",[],[],"","","","","","","",[],[],"",""
10507,"Metadata/Items/Heist/HeistFinalObjective43",72,2,2,"Crested Golden Idol","Metadata/Items/Heist/HeistObjective",1,2333,[],2,"",[],38,0,13765,-1228496965,[],"","","",[],[],"","","","","","","",[],[],"",""
10508,"Metadata/Items/Heist/HeistFinalObjective44",72,2,2,"Golden Ceremonial Mask","Metadata/Items/Heist/HeistObjective",1,2334,[],2,"",[],38,0,13766,1135721791,[],"","","",[],[],"","","","","","","",[],[],"",""
10509,"Metadata/Items/Heist/HeistFinalObjective45",72,2,2,"Golden Prayer Idol","Metadata/Items/Heist/HeistObjective",1,2335,[],2,"",[],38,0,13767,-1699531323,[],"","","",[],[],"","","","","","","",[],[],"",""
10510,"Metadata/Items/Heist/HeistFinalObjective46",72,2,2,"Golden Grotesque","Metadata/Items/Heist/HeistObjective",1,2336,[],2,"",[],38,0,13768,532301150,[],"","","",[],[],"","","","","","","",[],[],"",""
10511,"Metadata/Items/Heist/HeistFinalObjective47",72,2,2,"Golden Sacrificial Glyph","Metadata/Items/Heist/HeistObjective",1,2337,[],2,"",[],38,0,13769,-523471336,[],"","","",[],[],"","","","","","","",[],[],"",""
10512,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestKarst1",31,2,2,"Karst's Lockpicks","Metadata/Items/QuestItems/AbstractQuestItem",1,2345,[],2,"",[],38,0,13782,-957639570,[],"","","",[],[],"","","","","","","",[],[],"",""
10513,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestKarst2",31,1,1,"\""The Kiss Goodnight\""","Metadata/Items/QuestItems/AbstractQuestItem",1,2346,[],2,"",[],38,0,13789,909379585,[],"","","",[],[],"","","","","","","",[],[],"",""
10514,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestKarst3",31,1,1,"Poisoned Lockpick","Metadata/Items/QuestItems/AbstractQuestItem",1,2347,[],2,"",[],38,0,13790,368798219,[],"","","",[],[],"","","","","","","",[],[],"",""
10515,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestTibbs1",31,1,1,"Census Records","Metadata/Items/QuestItems/AbstractQuestItem",1,2348,[],2,"",[],38,0,13774,-1182944432,[],"","","",[],[],"","","","","","","",[],[],"",""
10516,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestTibbs2",31,1,1,"Tibbs' Wealth","Metadata/Items/QuestItems/AbstractQuestItem",1,2349,[],2,"",[],38,0,13787,-1598891574,[],"","","",[],[],"","","","","","","",[],[],"",""
10517,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestHuck1",31,1,1,"Blackguard Personnel Files","Metadata/Items/QuestItems/AbstractQuestItem",1,2350,[],2,"",[],38,0,13772,1079257468,[],"","","",[],[],"","","","","","","",[],[],"",""
10518,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestHuck2",31,1,1,"Enoch's Tags","Metadata/Items/QuestItems/AbstractQuestItem",1,2351,[],2,"",[],38,0,13784,931881734,[],"","","",[],[],"","","","","","","",[],[],"",""
10519,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestVinderi1",31,1,1,"Alchemical Supplies","Metadata/Items/QuestItems/AbstractQuestItem",1,2352,[],2,"",[],38,0,13771,-435464805,[],"","","",[],[],"","","","","","","",[],[],"",""
10520,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestVinderi2",31,1,1,"Fumarole Tar","Metadata/Items/QuestItems/AbstractQuestItem",1,2353,[],2,"",[],38,0,13778,867274712,[],"","","",[],[],"","","","","","","",[],[],"",""
10521,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestGianna1",31,1,1,"\""The Nameless Play\""","Metadata/Items/QuestItems/AbstractQuestItem",1,2354,[],2,"",[],38,0,13788,-722856049,[],"","","",[],[],"","","","","","","",[],[],"",""
10522,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestGianna2",31,1,1,"Templar Uniforms","Metadata/Items/QuestItems/AbstractQuestItem",1,2355,[],2,"",[],38,0,13793,2065985049,[],"","","",[],[],"","","","","","","",[],[],"",""
10523,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestTullina1",31,1,1,"Merveil's Wedding Dress","Metadata/Items/QuestItems/AbstractQuestItem",1,2356,[],2,"",[],38,0,13783,1509437857,[],"","","",[],[],"","","","","","","",[],[],"",""
10524,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestTullina2",31,1,1,"Tullina's Engagement Ring","Metadata/Items/QuestItems/AbstractQuestItem",1,2357,[],2,"",[],38,0,13776,-1700030240,[],"","","",[],[],"","","","","","","",[],[],"",""
10525,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestNiles1",31,1,1,"The Thought Extractor","Metadata/Items/QuestItems/AbstractQuestItem",1,2341,[],2,"",[],38,0,13794,-573369350,[],"","","",[],[],"","","","","","","",[],[],"",""
10526,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestNiles2",31,1,1,"Viridi's Finger","Metadata/Items/QuestItems/AbstractQuestItem",1,2342,[],2,"",[],38,0,13795,-1129722596,[],"","","",[],[],"","","","","","","",[],[],"",""
10527,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestNenet1",31,1,1,"The Book of Jamanra","Metadata/Items/QuestItems/AbstractQuestItem",1,2340,[],2,"",[],38,0,13773,-404083632,[],"","","",[],[],"","","","","","","",[],[],"",""
10528,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestNenet2",31,1,1,"Jamanra, the Legendary Warrior","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],38,0,13700,-1367237134,[],"","","",[],[],"","","","","","","",[],[],"",""
10529,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestIsla1",31,1,1,"Pile of Inexplicable Junk","Metadata/Items/QuestItems/AbstractQuestItem",1,2338,[],2,"",[],38,0,13775,-1535013942,[],"","","",[],[],"","","","","","","",[],[],"",""
10530,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestIsla2",31,1,1,"Baffling Blueprints","Metadata/Items/QuestItems/AbstractQuestItem",1,2339,[],2,"",[],38,0,13779,926888809,[],"","","",[],[],"","","","","","","",[],[],"",""
10531,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestIsla3",31,1,1,"The Unbreakable","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],38,0,13700,1340390134,[],"","","",[],[],"","","","","","","",[],[],"",""
10532,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestAdiyah1",31,1,1,"Solerai's Spear","Metadata/Items/QuestItems/AbstractQuestItem",1,2343,[],2,"",[],38,0,13792,1286866286,[],"","","",[],[],"","","","","","","",[],[],"",""
10533,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestAdiyah2",31,1,1,"Nashta's War Journal","Metadata/Items/QuestItems/AbstractQuestItem",1,2344,[],2,"",[],38,0,13785,197440694,[],"","","",[],[],"","","","","","","",[],[],"",""
10534,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestAdiyah3",31,1,1,"Confront Nashta","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],38,0,13700,1848000602,[],"","","",[],[],"","","","","","","",[],[],"",""
10535,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestWhakano1",31,1,1,"Hapihapi's Charm","Metadata/Items/QuestItems/AbstractQuestItem",1,2358,[],2,"",[],38,0,13780,1080890449,[],"","","",[],[],"","","","","","","",[],[],"",""
10536,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestWhakano2",31,1,1,"Slaver's Records","Metadata/Items/QuestItems/AbstractQuestItem",1,2359,[],2,"",[],38,0,13791,325382114,[],"","","",[],[],"","","","","","","",[],[],"",""
10537,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestWhakano3",31,1,1,"The Blood Idol","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],38,0,13700,-172554493,[],"","","",[],[],"","","","","","","",[],[],"",""
10538,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestFaustus1",31,1,1,"Admiral Darnaw's Papers","Metadata/Items/QuestItems/AbstractQuestItem",1,2360,[],2,"",[],38,0,13770,-596357929,[],"","","",[],[],"","","","","","","",[],[],"",""
10539,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestFaustus1B",31,1,1,"Admiral Darnaw's Papers","Metadata/Items/QuestItems/AbstractQuestItem",1,2360,[],2,"",[],38,0,13770,1161022585,[],"","","",[],[],"","","","","","","",[],[],"",""
10540,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestFaustus2",31,1,1,"Fleet Orders","Metadata/Items/QuestItems/AbstractQuestItem",1,2361,[],2,"",[],38,0,13777,662361240,[],"","","",[],[],"","","","","","","",[],[],"",""
10541,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestFaustus3",31,1,1,"Admiral Darnaw","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],38,0,13700,-1756042134,[],"","","",[],[],"","","","","","","",[],[],"",""
10542,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestKurai1",31,1,1,"\""O' Eternal\""","Metadata/Items/QuestItems/AbstractQuestItem",1,2362,[],2,"",[],38,0,13786,-2009866408,[],"","","",[],[],"","","","","","","",[],[],"",""
10543,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestKurai2",31,1,1,"Negotiate with the Client","Metadata/Items/QuestItems/AbstractQuestItem",1,2363,[],2,"",[],38,0,13700,1440290546,[],"","","",[],[],"","","","","","","",[],[],"",""
10544,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestKurai3",31,1,1,"Rescue Hana","Metadata/Items/QuestItems/AbstractQuestItem",1,2364,[],2,"",[],38,0,13700,461305229,[],"","","",[],[],"","","","","","","",[],[],"",""
10545,"Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestKurai4",31,1,1,"The Vox Twins","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],38,0,13700,578735817,[],"","","",[],[],"","","","","","","",[],[],"",""
10546,"Metadata/Items/Currency/CurrencyUpgradeInfluenceMod",30,1,1,"Orb of Dominance","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,1,13803,158744155,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10547,"Metadata/Items/QuestItems/Act11/MavenMapDeviceAlteration",31,1,1,"The Maven's Beacon","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],1,34,[],38,0,13804,716939707,[],"","","",[],[],"","","","","","","",[],[],"",""
10548,"Metadata/Items/QuestItems/Act11/TangleMapDeviceAlteration",31,1,1,"Flesh Compass","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],38,0,13805,-1967948109,[],"","","",[],[],"","","","","","","",[],[],"",""
10549,"Metadata/Items/QuestItems/Act11/CleansingFireMapDeviceAlteration",31,1,1,"Luminous Astrolabe","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],38,0,13806,-1312478453,[],"","","",[],[],"","","","","","","",[],[],"",""
10550,"Metadata/Items/MapFragments/Maven/MavenMapVoid1",46,1,1,"Maven's Invitation: The Formed","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[31557],1,"","[691,692]",5,0,13919,-892054421,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10551,"Metadata/Items/MapFragments/Maven/MavenMapVoid2",46,1,1,"Maven's Invitation: The Twisted","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[31557],1,"","[691,692]",5,0,13920,-103008157,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10552,"Metadata/Items/MapFragments/Maven/MavenMapVoid3",46,1,1,"Maven's Invitation: The Forgotten","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[31557],1,"","[691,692]",5,0,13921,-425472108,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10553,"Metadata/Items/MapFragments/Maven/MavenMapVoid4",46,1,1,"Maven's Invitation: The Hidden","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[31557],1,"","[691,692]",5,0,13922,2113054028,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10554,"Metadata/Items/MapFragments/Maven/MavenMapVoid5",46,1,1,"Maven's Invitation: The Feared","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[31557],1,"","[691,693]",5,0,13923,-1228993188,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10555,"Metadata/Items/MapFragments/Maven/MavenMapVoid6",46,1,1,"Maven's Invitation: The Elderslayers","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[31557],1,"","[691,692]",5,0,13924,-921376878,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10556,"Metadata/Items/MapFragments/Maven/MavenMapVoid1New",46,1,1,"Maven's Invitation: The Formed","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[31557],1,"","[691,692]",5,0,13919,-731905407,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10557,"Metadata/Items/MapFragments/Maven/MavenMapVoid2New",46,1,1,"Maven's Invitation: The Twisted","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[31557],1,"","[691,692]",5,0,13920,-292433692,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10558,"Metadata/Items/MapFragments/Maven/MavenMapVoid3New",46,1,1,"Maven's Invitation: The Forgotten","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[31557],1,"","[691,692]",5,0,13921,-1235108015,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10559,"Metadata/Items/MapFragments/Maven/MavenMapVoid4New",46,1,1,"Maven's Invitation: The Hidden","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[31557],1,"","[691,692]",5,0,13922,-1593856154,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10560,"Metadata/Items/MapFragments/Maven/MavenMapVoid5New",46,1,1,"Maven's Invitation: The Feared","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[31557],1,"","[691,693]",5,0,13923,1610261423,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10561,"Metadata/Items/MapFragments/Maven/MavenMapVoid6New",46,1,1,"Maven's Invitation: The Elderslayers","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[31557],1,"","[691,692]",5,0,13924,1251716705,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10562,"Metadata/Items/MapFragments/Maven/MavenMapAtlas1",31,1,1,"Maven's Invitation: The Atlas","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],2,"",[],38,0,13871,-1326543645,[],"","","",[],[],"",1,"","","","","",[],[],"",""
