"rownum","Id","bool","i32","Name","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","IsHardmode","StatsHardmode","bool"
1838,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingTrinketsThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",546,[],"",0,0,"",5,"","","",[],"",[],""
1839,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingTrinketsScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",546,[],"",0,0,"",5,"","","",[],"",[],""
1840,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingTrinketsRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",546,[],"",0,0,"",5,"","","",[],"",[],""
1841,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceGenericMilitary",1,4,"Secure Coffer","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier2.ao""]","",1,120,1,"",100,[],"","","[8155,8119]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,[],"",0,0,"",5,"","","",[],"",[],""
1842,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceGenericThug",1,4,"Lacquered Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier2.ao""]","",1,120,1,"",100,[],"","","[8155,8119]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,[],"",0,0,"",5,"","","",[],"",[],""
1843,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceGenericScience",1,4,"Liquid-Sealed Lockbox","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier2.ao""]","",1,120,1,"",100,[],"","","[8155,8119]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,[],"",0,0,"",5,"","","",[],"",[],""
1844,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceGenericRobot",1,4,"Clockwork Coffer","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier2.ao""]","",1,120,1,"",100,[],"","","[8155,8119]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,[],"",0,0,"",5,"","","",[],"",[],""
1845,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceWeaponsMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",548,[],"",0,0,"",5,"","","",[],"",[],""
1846,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceWeaponsThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",548,[],"",0,0,"",5,"","","",[],"",[],""
1847,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceWeaponsScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",548,[],"",0,0,"",5,"","","",[],"",[],""
1848,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceWeaponsRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",548,[],"",0,0,"",5,"","","",[],"",[],""
1849,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceUniquesMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",543,[],"",0,0,"",5,"","","",[],"",[],""
1850,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceUniquesThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",543,[],"",0,0,"",5,"","","",[],"",[],""
1851,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceUniquesScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",543,[],"",0,0,"",5,"","","",[],"",[],""
1852,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceUniquesRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",543,[],"",0,0,"",5,"","","",[],"",[],""
1853,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceDelveMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",555,[],"",0,0,1,5,"","","",[],"",[],""
1854,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceDelveThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",555,[],"",0,0,1,5,"","","",[],"",[],""
1855,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceDelveScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",555,[],"",0,0,1,5,"","","",[],"",[],""
1856,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceDelveRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",555,[],"",0,0,1,5,"","","",[],"",[],""
1857,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionGenericMilitary",1,4,"Secure Coffer","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier2.ao""]","",1,120,1,"",100,[],"","","[8155,8119]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",541,[],"",0,0,"",5,"","","",[],"",[],""
1858,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionGenericThug",1,4,"Lacquered Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier2.ao""]","",1,120,1,"",100,[],"","","[8155,8119]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",541,[],"",0,0,"",5,"","","",[],"",[],""
1859,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionGenericScience",1,4,"Liquid-Sealed Lockbox","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier2.ao""]","",1,120,1,"",100,[],"","","[8155,8119]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",541,[],"",0,0,"",5,"","","",[],"",[],""
1860,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionGenericRobot",1,4,"Clockwork Coffer","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier2.ao""]","",1,120,1,"",100,[],"","","[8155,8119]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",541,[],"",0,0,"",5,"","","",[],"",[],""
1861,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionDivinationMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",557,[],"",0,0,1,5,"","","",[],"",[],""
1862,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionDivinationThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",557,[],"",0,0,1,5,"","","",[],"",[],""
1863,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionDivinationScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",557,[],"",0,0,1,5,"","","",[],"",[],""
1864,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionDivinationRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",557,[],"",0,0,1,5,"","","",[],"",[],""
1865,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionProphecyMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",542,[],"",0,0,1,5,"","","",[],"",[],""
1866,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionProphecyThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",542,[],"",0,0,1,5,"","","",[],"",[],""
1867,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionProphecyScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",542,[],"",0,0,1,5,"","","",[],"",[],""
1868,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionProphecyRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",542,[],"",0,0,1,5,"","","",[],"",[],""
1869,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionTrinketsMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",546,[],"",0,0,"",5,"","","",[],"",[],""
1870,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionTrinketsThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",546,[],"",0,0,"",5,"","","",[],"",[],""
1871,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionTrinketsScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",546,[],"",0,0,"",5,"","","",[],"",[],""
1872,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionTrinketsRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",546,[],"",0,0,"",5,"","","",[],"",[],""
1873,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionGenericMilitary",1,4,"Secure Coffer","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier2.ao""]","",1,120,1,"",100,[],"","","[8155,8119]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",541,[],"",0,0,"",5,"","","",[],"",[],""
1874,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionGenericThug",1,4,"Lacquered Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier2.ao""]","",1,120,1,"",100,[],"","","[8155,8119]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",541,[],"",0,0,"",5,"","","",[],"",[],""
1875,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionGenericScience",1,4,"Liquid-Sealed Lockbox","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier2.ao""]","",1,120,1,"",100,[],"","","[8155,8119]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",541,[],"",0,0,"",5,"","","",[],"",[],""
1876,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionGenericRobot",1,4,"Clockwork Coffer","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier2.ao""]","",1,120,1,"",100,[],"","","[8155,8119]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",541,[],"",0,0,"",5,"","","",[],"",[],""
1877,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionMetamorphMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",562,[],"",0,0,1,5,"","","",[],"",[],""
1878,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionMetamorphThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",562,[],"",0,0,1,5,"","","",[],"",[],""
1879,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionMetamorphScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",562,[],"",0,0,1,5,"","","",[],"",[],""
1880,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionMetamorphRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",562,[],"",0,0,1,5,"","","",[],"",[],""
1881,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionDeliriumMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",561,[],"",0,0,1,5,"","","",[],"",[],""
1882,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionDeliriumThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",561,[],"",0,0,1,5,"","","",[],"",[],""
1883,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionDeliriumScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",561,[],"",0,0,1,5,"","","",[],"",[],""
1884,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionDeliriumRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",561,[],"",0,0,1,5,"","","",[],"",[],""
1885,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionBlightMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",563,[],"",0,0,1,5,"","","",[],"",[],""
1886,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionBlightThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",563,[],"",0,0,1,5,"","","",[],"",[],""
1887,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionBlightScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",563,[],"",0,0,1,5,"","","",[],"",[],""
1888,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionBlightRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",563,[],"",0,0,1,5,"","","",[],"",[],""
1889,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionWeaponsMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",548,[],"",0,0,"",5,"","","",[],"",[],""
1890,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionWeaponsThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",548,[],"",0,0,"",5,"","","",[],"",[],""
1891,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionWeaponsScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",548,[],"",0,0,"",5,"","","",[],"",[],""
1892,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionWeaponsRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",548,[],"",0,0,"",5,"","","",[],"",[],""
1893,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionArmourMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",547,[],"",0,0,"",5,"","","",[],"",[],""
1894,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionArmourThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",547,[],"",0,0,"",5,"","","",[],"",[],""
1895,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionArmourScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",547,[],"",0,0,"",5,"","","",[],"",[],""
1896,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolitionArmourRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",547,[],"",0,0,"",5,"","","",[],"",[],""
1897,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturgeGenericMilitary",1,4,"Secure Coffer","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier2.ao""]","",1,120,1,"",100,[],"","","[8155,8119]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturge","",541,[],"",0,0,"",5,"","","",[],"",[],""
1898,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturgeGenericThug",1,4,"Lacquered Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier2.ao""]","",1,120,1,"",100,[],"","","[8155,8119]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturge","",541,[],"",0,0,"",5,"","","",[],"",[],""
1899,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturgeGenericScience",1,4,"Liquid-Sealed Lockbox","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier2.ao""]","",1,120,1,"",100,[],"","","[8155,8119]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturge","",541,[],"",0,0,"",5,"","","",[],"",[],""
1900,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturgeGenericRobot",1,4,"Clockwork Coffer","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier2.ao""]","",1,120,1,"",100,[],"","","[8155,8119]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturge","",541,[],"",0,0,"",5,"","","",[],"",[],""
1901,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturgeTrinketsMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturge","",546,[],"",0,0,"",5,"","","",[],"",[],""
1902,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturgeTrinketsThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturge","",546,[],"",0,0,"",5,"","","",[],"",[],""
1903,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturgeTrinketsScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturge","",546,[],"",0,0,"",5,"","","",[],"",[],""
1904,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturgeTrinketsRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturge","",546,[],"",0,0,"",5,"","","",[],"",[],""
1905,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturgeGemsMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturge","",544,[],"",0,0,"",5,"","","",[],"",[],""
1906,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturgeGemsThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturge","",544,[],"",0,0,"",5,"","","",[],"",[],""
1907,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturgeGemsScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[8155],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturge","",544,[],"",0,0,"",5,"","","",[],"",[],""
