"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool"
427,"Metadata/Pet/QuadrillaPet/QuadrillaCapuchin",6503,598507936,1090060,0,1,"",0,-1574699008,0,0,0,0,-1573650432,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1,1
428,"Metadata/Pet/HyenaPet/HyenaPet",6504,1887166494,954469,0,1,"",0,-1569456128,0,0,0,0,-1568407552,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1,1
429,"Metadata/Pet/HyenaPet/HuntingHyenaPet",6505,-1995232938,958533,0,1,"",0,-1563295744,0,0,0,0,-1562247168,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1,1
430,"Metadata/Pet/LandSharkPet/LandSharkPet",6506,-933218909,1113539,0,1,"",0,-1557004288,0,0,65536,0,-1555955712,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1,""
431,"Metadata/Pet/EtchedBeetlePet/EtchedBeetlePetAsala",6549,-379674310,1067108,0,1,"",0,-1548222464,0,0,0,0,-1547173888,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1,1
432,"Metadata/Pet/EtchedBeetlePet/EtchedBeetlePetAukuna",6550,1624516527,1066875,0,1,"",0,-1540358144,0,0,0,0,-1539309568,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1,1
433,"Metadata/Pet/EtchedBeetlePet/EtchedBeetlePetBone",6551,-663763904,1055791,0,1,"",0,-1532755968,0,0,0,0,-1531707392,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1,1
434,"Metadata/Pet/EtchedBeetlePet/EtchedBeetlePetDeshret",6552,1458725739,1062297,0,1,"",0,-1524760576,0,0,0,0,-1523712000,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1,1
435,"Metadata/Pet/AzmeriStag/AzmeriStag",6553,1260857179,814204,0,1,"",0,-1518993408,0,0,0,0,-1517944832,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
436,"Metadata/Pet/LoyalCompanion/LoyalCompanion01",6642,-1798057454,542401,0,1,"",0,-1511915520,0,0,0,0,-1510866944,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
437,"Metadata/Pet/LoyalCompanion/LoyalCompanion02",6643,2068229856,578982,0,1,"",0,-1504837632,0,0,0,0,-1503789056,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
438,"Metadata/Pet/LoyalCompanion/LoyalCompanion03",6644,238674310,585663,0,1,"",0,-1497759744,0,0,0,0,-1496711168,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
