"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","i32","bool","DialogueOption2","rid","rid","string","i32","i32","i32","i32","rid","i32","rid","bool","i32","i32","i32"
2936,593,30,"Oriath's Destruction","[2716,0]",[],[2717],"","",3,"",2717,[15440],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184062,0,53,"",0,"",1,0,-16843010,-16843010
2937,593,31,"The Vastiri Desert",[2717],[],[2718],"","",3,"",2718,[15441],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184150,0,53,"",0,"",1,0,-16843010,-16843010
2938,593,32,"The Plague of Ezomyr",[2718],[],[2719],"","",3,"",2719,[15442],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184242,0,53,"",0,"",1,0,-16843010,-16843010
2939,593,33,"The Caaltu",[2719],[],[2720],"","",3,"",2720,[15443],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184314,0,53,"",0,"",1,0,-16843010,-16843010
2940,593,34,"Death",[],[],[2721],"","",3,"",2721,[15444],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184360,0,53,"",0,"",1,0,-16843010,-16843010
2941,630,0,"Rongokurai",[],[],[2706],"","",3,"",2706,[15429],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184392,0,53,"",0,"",1,0,-16843010,-16843010
2942,630,1,"Ramako",[],[],[2707],"","",3,"",2707,[15430],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184424,0,53,"",0,"",1,0,-16843010,-16843010
2943,630,2,"The Halls of the Dead",[],[],[2708],"","",3,"",2708,[15431],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184456,0,53,"",0,"",1,0,-16843010,-16843010
2944,630,3,"Ikiaho",[],[],[2709],"","",3,"",2709,[15432],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184488,0,53,"",0,"",1,0,-16843010,-16843010
2945,630,4,"Kaom",[],[],[2710],"","",3,"",2710,[15433],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184520,0,53,"",0,"",1,0,-16843010,-16843010
2946,630,5,"Utula",[],[],[2711],"","",3,"",2711,[15434],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184552,0,53,"",0,"",1,0,-16843010,-16843010
2947,630,6,"The End of Time",[],[],[2712],"","",3,"",2712,[15435],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184584,0,53,"",0,"",1,0,-16843010,-16843010
2948,630,7,"Kitava's Defeat",[59],[],[2713],"","",3,"",2713,[15436],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184632,0,53,"",0,"",1,0,-16843010,-16843010
2949,630,8,"Ngamakanui",[],[],[2714],"","",3,"",2714,[15437],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184664,0,53,"",0,"",1,0,-16843010,-16843010
2950,630,9,"The Fall of the Vaal",[2714],[],[2715],"","",3,"",2715,[15438],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184712,0,53,"",0,"",1,0,-16843010,-16843010
2951,630,10,"The Cataclysm",[2715],[],[2716],"","",3,"",2716,[15439],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184760,0,53,"",0,"",1,0,-16843010,-16843010
2952,630,11,"Oriath's Destruction","[2716,0]",[],[2717],"","",3,"",2717,[15440],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184824,0,53,"",0,"",1,0,-16843010,-16843010
2953,630,12,"The Vastiri Desert",[2717],[],[2718],"","",3,"",2718,[15441],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184872,0,53,"",0,"",1,0,-16843010,-16843010
2954,630,13,"The Plague of Ezomyr",[2718],[],[2719],"","",3,"",2719,[15442],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184920,0,53,"",0,"",1,0,-16843010,-16843010
2955,630,14,"The Caaltu",[2719],[],[2720],"","",3,"",2720,[15443],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,184968,0,53,"",0,"",1,0,-16843010,-16843010
2956,630,15,"Death",[],[],[2721],"","",3,"",2721,[15444],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185000,0,53,"",0,"",1,0,-16843010,-16843010
2957,592,0,"View Favours",[2676],[],[],"","",14,"",71,[],"","","",[],[],1344,[],1344,"","",1,"","",5,"","",0,185016,0,53,"",0,"",1,0,-16843010,-16843010
2958,592,1,"Rakiata's Defeat",[2180],[],[2740],"",2740,6,"",2740,[15037],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185064,0,53,"",0,"",1,0,-16843010,-16843010
2959,592,2,"Rakiata's Victory",[2335],[],[2741],"",2741,6,"",2741,[15038],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185112,0,53,"",0,"",1,0,-16843010,-16843010
2960,592,3,"Ahuana's Defeat",[2329],[],[2742],"",2742,6,"",2742,[15033],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185160,0,53,"",0,"",1,0,-16843010,-16843010
2961,592,4,"Ahuana's Victory",[2341],[],[2743],"",2743,6,"",2743,[15034],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185208,0,53,"",0,"",1,0,-16843010,-16843010
2962,592,5,"Kaom's Defeat",[2179],[],[2744],"",2744,6,"",2744,[15029],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185256,0,53,"",0,"",1,0,-16843010,-16843010
2963,592,6,"Kaom's Victory",[2332],[],[2745],"",2745,6,"",2745,[15030],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185304,0,53,"",0,"",1,0,-16843010,-16843010
2964,592,7,"Utula's Defeat",[2328],[],[2746],"",2746,6,"",2746,[15031],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185352,0,53,"",0,"",1,0,-16843010,-16843010
2965,592,8,"Utula's Victory",[2340],[],[2747],"",2747,6,"",2747,[15032],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185400,0,53,"",0,"",1,0,-16843010,-16843010
2966,592,9,"Tawhanuku's Defeat",[2185],[],[2748],"",2748,6,"",2748,[15035],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185488,0,53,"",0,"",1,0,-16843010,-16843010
2967,592,10,"Tawhanuku's Victory",[2338],[],[2749],"",2749,6,"",2749,[15036],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185578,0,53,"",0,"",1,0,-16843010,-16843010
2968,592,11,"Akoya's Defeat",[2330],[],[2771],"",2771,6,"",2771,[15039],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185658,0,53,"",0,"",1,0,-16843010,-16843010
2969,592,12,"Akoya's Victory",[2354],[],[2772],"",2772,6,"",2772,[15040],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185740,0,53,"",0,"",1,0,-16843010,-16843010
2970,592,13,"Match Victory",[71],[],[2750],"","",6,"",2750,[15041],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185788,0,53,"",0,"",1,0,-16843010,-16843010
2971,592,14,"Match Loss",[71],[],[2751],"","",6,"",2751,[15042],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185836,0,53,"",0,"",1,0,-16843010,-16843010
2972,592,15,"Tukohama",[],[1175],[2752],"","",3,"",2752,[15053],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185884,0,53,"",0,"",1,0,-16843010,-16843010
2973,592,16,"Tukohama",[1175],[],[2753],"","",3,"",2753,[15054],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185932,0,53,"",0,"",1,0,-16843010,-16843010
2974,592,17,"Ngakuramakoi",[],[],[2754],"","",3,"",2754,[15055],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,185992,0,53,"",0,"",1,0,-16843010,-16843010
2975,592,18,"Ngamahu",[],[],[2755],"","",3,"",2755,[15056],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186042,0,53,"",0,"",1,0,-16843010,-16843010
2976,592,19,"Tawhanuku",[2763],[],[2756],"","",3,"",2756,[15057],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186112,0,53,"",0,"",1,0,-16843010,-16843010
2977,592,20,"Death",[],[],[2757],"","",3,"",2757,[15058],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186144,0,53,"",0,"",1,0,-16843010,-16843010
2978,592,21,"Utula",[2722],[],[2758],"","",3,"",2758,[15059],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186192,0,53,"",0,"",1,0,-16843010,-16843010
2979,592,22,"Ahuana",[2764],[],[2759],"","",3,"",2759,[15060],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186256,0,53,"",0,"",1,0,-16843010,-16843010
2980,592,23,"Kiloava",[2767],[],[2760],"","",3,"",2760,[15061],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186322,0,53,"",0,"",1,0,-16843010,-16843010
2981,592,24,"The End of Time",[],[],[2761],"","",3,"",2761,[15062],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186354,0,53,"",0,"",1,0,-16843010,-16843010
2982,592,25,"The Return of the Gods",[664],[],[2762],"","",3,"",2762,[15063],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186450,0,53,"",0,"",1,0,-16843010,-16843010
2983,629,0,"Tukohama",[],[1175],[2752],"","",3,"",2752,[15053],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186498,0,53,"",0,"",1,0,-16843010,-16843010
2984,629,1,"Tukohama",[1175],[],[2753],"","",3,"",2753,[15054],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186546,0,53,"",0,"",1,0,-16843010,-16843010
2985,629,2,"Ngakuramakoi",[],[],[2754],"","",3,"",2754,[15055],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186578,0,53,"",0,"",1,0,-16843010,-16843010
2986,629,3,"Ngamahu",[],[],[2755],"","",3,"",2755,[15056],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186610,0,53,"",0,"",1,0,-16843010,-16843010
2987,629,4,"Tawhanuku",[],[],[2756],"","",3,"",2756,[15057],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186642,0,53,"",0,"",1,0,-16843010,-16843010
2988,629,5,"Death",[],[],[2757],"","",3,"",2757,[15058],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186674,0,53,"",0,"",1,0,-16843010,-16843010
2989,629,6,"Utula",[],[],[2758],"","",3,"",2758,[15059],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186706,0,53,"",0,"",1,0,-16843010,-16843010
2990,629,7,"Ahuana",[],[],[2759],"","",3,"",2759,[15060],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186738,0,53,"",0,"",1,0,-16843010,-16843010
2991,629,8,"Kiloava",[],[],[2760],"","",3,"",2760,[15061],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186770,0,53,"",0,"",1,0,-16843010,-16843010
2992,629,9,"The End of Time",[],[],[2761],"","",3,"",2761,[15062],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186802,0,53,"",0,"",1,0,-16843010,-16843010
2993,629,10,"The Return of the Gods",[664],[],[2762],"","",3,"",2762,[15063],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186850,0,53,"",0,"",1,0,-16843010,-16843010
2994,591,0,"View Favours",[2676],[],[],"","",14,"",71,[],"","","",[],[],1344,[],1344,"","",1,"","",5,"","",0,186866,0,53,"",0,"",1,0,-16843010,-16843010
2995,591,1,"Ikiaho's Defeat",[2181],[],[2773],"",2773,6,"",2773,[15271],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186914,0,53,"",0,"",1,0,-16843010,-16843010
2996,591,2,"Ikiaho's Victory",[2336],[],[2774],"",2774,6,"",2774,[15272],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,186962,0,53,"",0,"",1,0,-16843010,-16843010
2997,591,3,"Kiloava's Defeat",[2184],[],[2775],"",2775,6,"",2775,[15277],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187010,0,53,"",0,"",1,0,-16843010,-16843010
2998,591,4,"Kiloava's Victory",[2337],[],[2776],"",2776,6,"",2776,[15278],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187058,0,53,"",0,"",1,0,-16843010,-16843010
2999,591,5,"Maata's Defeat",[2327],[],[2777],"",2777,6,"",2777,[15279],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187106,0,53,"",0,"",1,0,-16843010,-16843010
3000,591,6,"Maata's Victory",[2339],[],[2778],"",2778,6,"",2778,[15280],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187154,0,53,"",0,"",1,0,-16843010,-16843010
3001,591,7,"Rakiata's Defeat",[2180],[],[2779],"",2779,6,"",2779,[15281],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187202,0,53,"",0,"",1,0,-16843010,-16843010
3002,591,8,"Rakiata's Victory",[2335],[],[2780],"",2780,6,"",2780,[15282],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187250,0,53,"",0,"",1,0,-16843010,-16843010
3003,591,9,"Kaom's Defeat",[2179],[],[2781],"",2781,6,"",2781,[15275],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187298,0,53,"",0,"",1,0,-16843010,-16843010
3004,591,10,"Kaom's Victory",[2332],[],[2782],"",2782,6,"",2782,[15276],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187346,0,53,"",0,"",1,0,-16843010,-16843010
3005,591,11,"Utula's Defeat",[2328],[],[2783],"",2783,6,"",2783,[15267],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187394,0,53,"",0,"",1,0,-16843010,-16843010
3006,591,12,"Utula's Victory",[2340],[],[2784],"",2784,6,"",2784,[15268],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187442,0,53,"",0,"",1,0,-16843010,-16843010
3007,591,13,"Kahuturoa's Defeat",[2331],[],[2785],"",2785,6,"",2785,[15273],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187490,0,53,"",0,"",1,0,-16843010,-16843010
3008,591,14,"Kahutora's Victory",[2355],[],[2785],"",2785,6,"",2785,[15273],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187578,0,53,"",0,"",1,0,-16843010,-16843010
3009,591,15,"Tawhanuku's Defeat",[2185],[],[2787],"",2787,6,"",2787,[15283],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187626,0,53,"",0,"",1,0,-16843010,-16843010
3010,591,16,"Tawhanuku's Victory",[2338],[],[2788],"",2788,6,"",2788,[15284],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187674,0,53,"",0,"",1,0,-16843010,-16843010
3011,591,17,"Ahuana's Defeat",[2329],[],[2789],"",2789,6,"",2789,[15285],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187722,0,53,"",0,"",1,0,-16843010,-16843010
3012,591,18,"Ahuana's Victory",[2341],[],[2790],"",2790,6,"",2790,[15286],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187770,0,53,"",0,"",1,0,-16843010,-16843010
3013,591,19,"Match Win",[71],[],[2791],"","",6,"",2791,[15287],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187840,0,53,"",0,"",1,0,-16843010,-16843010
3014,591,20,"Match Loss",[71],[],[2792],"","",6,"",2792,[15288],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187888,0,53,"",0,"",1,0,-16843010,-16843010
3015,591,21,"Tavukai",[],[],[2793],"","",3,"",2793,[15295],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187938,0,53,"",0,"",1,0,-16843010,-16843010
3016,591,22,"Hyrri",[],[],[2794],"","",3,"",2794,[15296],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,187984,0,53,"",0,"",1,0,-16843010,-16843010
3017,591,23,"Cataclysm",[],[],[2795],"","",3,"",2795,[15297],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188016,0,53,"",0,"",1,0,-16843010,-16843010
3018,591,24,"Being Queen",[],[],[2796],"","",3,"",2796,[15298],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188074,0,53,"",0,"",1,0,-16843010,-16843010
3019,591,25,"Victario",[150],[],[2797],"","",3,"",2797,[15299],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188122,0,53,"",0,"",1,0,-16843010,-16843010
3020,591,26,"Hyrri's Soul",[2770],[],[2798],"","",3,"",2798,[15300],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188170,0,53,"",0,"",1,0,-16843010,-16843010
3021,591,27,"Death",[],[],[2799],"","",3,"",2799,[15301],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188202,0,53,"",0,"",1,0,-16843010,-16843010
3022,591,28,"The End of Time",[],[],[2800],"","",3,"",2800,[15302],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188234,0,53,"",0,"",1,0,-16843010,-16843010
3023,591,29,"Ramako",[],[],[2801],"","",3,"",2801,[15303],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188266,0,53,"",0,"",1,0,-16843010,-16843010
3024,591,30,"Rongokurai",[2766],[],[2802],"","",3,"",2802,[15304],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188314,0,53,"",0,"",1,0,-16843010,-16843010
3025,591,31,"Lani Hua",[2707],[],[2803],"","",3,"",2803,[15305],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188382,0,53,"",0,"",1,0,-16843010,-16843010
3026,628,0,"Tavukai",[],[],[2793],"","",3,"",2793,[15295],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188414,0,53,"",0,"",1,0,-16843010,-16843010
3027,628,1,"Hyrri",[],[],[2794],"","",3,"",2794,[15296],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188446,0,53,"",0,"",1,0,-16843010,-16843010
3028,628,2,"Cataclysm",[],[],[2795],"","",3,"",2795,[15297],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188478,0,53,"",0,"",1,0,-16843010,-16843010
3029,628,3,"Being Queen",[],[],[2796],"","",3,"",2796,[15298],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188510,0,53,"",0,"",1,0,-16843010,-16843010
3030,628,4,"Victario",[150],[],[2797],"","",3,"",2797,[15299],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188558,0,53,"",0,"",1,0,-16843010,-16843010
3031,628,5,"Hyrri's Soul",[2770],[],[2798],"","",3,"",2798,[15300],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188606,0,53,"",0,"",1,0,-16843010,-16843010
3032,628,6,"Death",[],[],[2799],"","",3,"",2799,[15301],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188638,0,53,"",0,"",1,0,-16843010,-16843010
3033,628,7,"The End of Time",[],[],[2800],"","",3,"",2800,[15302],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188670,0,53,"",0,"",1,0,-16843010,-16843010
3034,628,8,"Ramako",[],[],[2801],"","",3,"",2801,[15303],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188702,0,53,"",0,"",1,0,-16843010,-16843010
3035,628,9,"Rongokurai",[],[],[2802],"","",3,"",2802,[15304],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188734,0,53,"",0,"",1,0,-16843010,-16843010
3036,628,10,"Lani Hua",[2707],[],[2803],"","",3,"",2803,[15305],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188782,0,53,"",0,"",1,0,-16843010,-16843010
3037,590,0,"View Favours",[2676],[],[],"","",14,"",71,[],"","","",[],[],1344,[],1344,"","",1,"","",5,"","",0,188798,0,53,"",0,"",1,0,-16843010,-16843010
3038,590,1,"You",[],[],[2826],"",2826,3,"",2826,[15796],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188840,0,53,"",0,"",1,0,-16843010,-16843010
3039,590,2,"Ikiaho's Defeat",[2336],[],[2804],"",2804,6,"",2804,[15780],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188888,0,53,"",0,"",1,0,-16843010,-16843010
3040,590,3,"Ikiaho's Victory",[2181],[],[2805],"",2805,6,"",2805,[15781],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188936,0,53,"",0,"",1,0,-16843010,-16843010
3041,590,4,"Kiloava's Defeat",[2184],[],[2806],"",2806,6,"",2806,[15772],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,188984,0,53,"",0,"",1,0,-16843010,-16843010
3042,590,5,"Kiloava's Victory",[2337],[],[2807],"",2807,6,"",2807,[15773],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189032,0,53,"",0,"",1,0,-16843010,-16843010
3043,590,6,"Maata's Defeat",[2327],[],[2808],"",2808,6,"",2808,[15774],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189080,0,53,"",0,"",1,0,-16843010,-16843010
3044,590,7,"Maata's Victory",[2339],[],[2809],"",2809,6,"",2809,[15775],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189128,0,53,"",0,"",1,0,-16843010,-16843010
3045,590,8,"Rakiata's Defeat",[2180],[],[2810],"",2810,6,"",2810,[15776],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189176,0,53,"",0,"",1,0,-16843010,-16843010
3046,590,9,"Rakiata's Victory",[2335],[],[2811],"",2811,6,"",2811,[15777],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189224,0,53,"",0,"",1,0,-16843010,-16843010
3047,590,10,"Ahuana's Defeat",[2329],[],[2812],"",2812,6,"",2812,[15766],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189272,0,53,"",0,"",1,0,-16843010,-16843010
3048,590,11,"Ahuana's Victory",[2341],[],[2813],"",2813,6,"",2813,[15767],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189320,0,53,"",0,"",1,0,-16843010,-16843010
3049,590,12,"Kaom's Defeat",[2179],[],[2814],"",2814,6,"",2814,[15782],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189368,0,53,"",0,"",1,0,-16843010,-16843010
3050,590,13,"Kaom's Victory",[2332],[],[2815],"",2815,6,"",2815,[15783],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189416,0,53,"",0,"",1,0,-16843010,-16843010
3051,590,14,"Utula's Defeat",[2328],[],[2816],"",2816,6,"",2816,[15784],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189464,0,53,"",0,"",1,0,-16843010,-16843010
3052,590,15,"Utula's Victory",[2340],[],[2817],"",2817,6,"",2817,[15785],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189512,0,53,"",0,"",1,0,-16843010,-16843010
3053,590,16,"Kahuturoa's Defeat",[2331],[],[2818],"",2818,6,"",2818,[15770],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189560,0,53,"",0,"",1,0,-16843010,-16843010
3054,590,17,"Kahuturoa's Victory",[2355],[],[2818],"",2818,6,"",2818,[15770],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189608,0,53,"",0,"",1,0,-16843010,-16843010
3055,590,18,"Akoya's Defeat",[2330],[],[2820],"",2820,6,"",2820,[15768],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189656,0,53,"",0,"",1,0,-16843010,-16843010
3056,590,19,"Akoya's Victory",[2354],[],[2821],"",2821,6,"",2821,[15769],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189704,0,53,"",0,"",1,0,-16843010,-16843010
3057,590,20,"Tawhanuku's Defeat",[2185],[],[2822],"",2822,6,"",2822,[15778],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189752,0,53,"",0,"",1,0,-16843010,-16843010
3058,590,21,"Tawhanuku's Victory",[2338],[],[2823],"",2823,6,"",2823,[15779],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189800,0,53,"",0,"",1,0,-16843010,-16843010
3059,590,22,"Match Win",[71],[],[2824],"","",6,"",2824,[15786],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189848,0,53,"",0,"",1,0,-16843010,-16843010
3060,590,23,"Match Loss",[71],[],[2825],"","",6,"",2825,[15787],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189896,0,53,"",0,"",1,0,-16843010,-16843010
3061,590,24,"Kitava's Defeat",[],[],[2827],"","",3,"",2827,[15797],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189928,0,53,"",0,"",1,0,-16843010,-16843010
3062,590,25,"The Halls of the Dead",[],[],[2828],"","",3,"",2828,[15798],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189960,0,53,"",0,"",1,0,-16843010,-16843010
3063,590,26,"Hinekora",[],[],[2829],"","",3,"",2829,[15799],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,189992,0,53,"",0,"",1,0,-16843010,-16843010
3064,590,27,"Rakiata",[2768],[],[2830],"","",3,"",2830,[15800],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,190058,0,53,"",0,"",1,0,-16843010,-16843010
3065,590,28,"The End of Time",[],[],[2831],"","",3,"",2831,[15801],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,190090,0,53,"",0,"",1,0,-16843010,-16843010
3066,590,29,"The Karui Way",[],[],[2832],"","",3,"",2832,[15802],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,190152,0,53,"",0,"",1,0,-16843010,-16843010
3067,627,0,"Kitava's Defeat",[],[],[2827],"","",3,"",2827,[15797],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,190184,0,53,"",0,"",1,0,-16843010,-16843010
3068,627,1,"The Halls of the Dead",[],[],[2828],"","",3,"",2828,[15798],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,190216,0,53,"",0,"",1,0,-16843010,-16843010
3069,627,2,"Hinekora",[],[],[2829],"","",3,"",2829,[15799],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,190248,0,53,"",0,"",1,0,-16843010,-16843010
3070,627,3,"Rakiata",[],[],[2830],"","",3,"",2830,[15800],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,190280,0,53,"",0,"",1,0,-16843010,-16843010
3071,627,4,"The End of Time",[],[],[2831],"","",3,"",2831,[15801],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,190312,0,53,"",0,"",1,0,-16843010,-16843010
3072,627,5,"The Karui Way",[],[],[2832],"","",3,"",2832,[15802],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,190344,0,53,"",0,"",1,0,-16843010,-16843010
3073,589,0,"View Favours",[2676],[],[],"","",14,"",71,[],"","","",[],[],1344,[],1344,"","",1,"","",5,"","",0,190360,0,53,"",0,"",1,0,-16843010,-16843010
3074,589,1,"Maata's Defeat",[2327],[],[2833],"",2833,6,"",2833,[15545],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,190408,0,53,"",0,"",1,0,-16843010,-16843010
3075,589,2,"Maata's Victory",[2339],[],[2834],"",2834,6,"",2834,[15546],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,190456,0,53,"",0,"",1,0,-16843010,-16843010
3076,589,3,"Utula's Defeat",[2328],[],[2835],"",2835,6,"",2835,[15541],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,190504,0,53,"",0,"",1,0,-16843010,-16843010
3077,589,4,"Utula's Victory",[2340],[],[2836],"",2836,6,"",2836,[15542],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,190552,0,53,"",0,"",1,0,-16843010,-16843010
3078,589,5,"Akoya's Defeat",[2330],[],[2837],"",2837,6,"",2837,[15543],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,190600,0,53,"",0,"",1,0,-16843010,-16843010
3079,589,6,"Akoya's Victory",[2354],[],[2838],"",2838,6,"",2838,[15544],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,190648,0,53,"",0,"",1,0,-16843010,-16843010
