"rownum","Id","bool","i32","Name","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]","string","i32","i32","bool","rid","rid","bool","bool"
1415,"Metadata/Chests/LeagueHeist/HeistChestPrimaryTargetRobot",1,4,"Curio Display","[""Metadata/Chests/LeagueHeist/RewardDisplayChests/RelicDisplay.ao""]","",1,0,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardDisplay","","",[],"",0,0,"",5,"","",""
1416,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCurrencyMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,6,1,"",100,"[12,23]","","",[8486],[],51,0,"",100,"","",[7295],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[258462,141538]","",0,0,1,5,"","",""
1417,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCurrencyThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,6,1,"",100,"[12,23]","","",[8486],[],52,0,"",100,"","",[7295],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[258462,141538]","",0,0,1,5,"","",""
1418,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCurrencyScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,6,1,"",100,"[12,23]","","",[8486],[],53,0,"",100,"","",[7295],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[258462,141538]","",0,0,1,5,"","",""
1419,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCurrencyRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,6,1,"",100,"[12,23]","","",[8486],[],54,0,"",100,"","",[7295],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[258462,141538]","",0,0,1,5,"","",""
1420,"Metadata/Chests/LeagueHeist/HeistChestSecondaryQualityCurrencyMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,6,1,"",100,[23],"","",[8486],[],51,0,"",100,"","",[7295],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[141538],"",0,0,1,5,"","",""
1421,"Metadata/Chests/LeagueHeist/HeistChestSecondaryQualityCurrencyThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,6,1,"",100,[23],"","",[8486],[],52,0,"",100,"","",[7295],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[141538],"",0,0,1,5,"","",""
1422,"Metadata/Chests/LeagueHeist/HeistChestSecondaryQualityCurrencyScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,6,1,"",100,[23],"","",[8486],[],53,0,"",100,"","",[7295],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[141538],"",0,0,1,5,"","",""
1423,"Metadata/Chests/LeagueHeist/HeistChestSecondaryQualityCurrencyRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,6,1,"",100,[23],"","",[8486],[],54,0,"",100,"","",[7295],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[141538],"",0,0,1,5,"","",""
1424,"Metadata/Chests/LeagueHeist/HeistChestSecondaryArmourMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,"[1,2,3,4,5]","","",[7827],[],51,0,"",100,"","",[7296],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[1122958,376224,437000,562000,499000]","",0,0,"",5,"","",""
1425,"Metadata/Chests/LeagueHeist/HeistChestSecondaryArmourThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,"[1,2,3,4,5]","","",[7827],[],52,0,"",100,"","",[7296],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[1122958,376224,437000,562000,499000]","",0,0,"",5,"","",""
1426,"Metadata/Chests/LeagueHeist/HeistChestSecondaryArmourScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,"[1,2,3,4,5]","","",[7827],[],53,0,"",100,"","",[7296],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[1122958,376224,437000,562000,499000]","",0,0,"",5,"","",""
1427,"Metadata/Chests/LeagueHeist/HeistChestSecondaryArmourRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,"[1,2,3,4,5]","","",[7827],[],54,0,"",100,"","",[7296],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[1122958,376224,437000,562000,499000]","",0,0,"",5,"","",""
1428,"Metadata/Chests/LeagueHeist/HeistChestSecondaryWeaponsMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,"[0,9]","","",[7827],[],51,0,"",100,"","",[7297],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[2825364,125000]","",0,0,"",5,"","",""
1429,"Metadata/Chests/LeagueHeist/HeistChestSecondaryWeaponsThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,"[0,9]","","",[7827],[],52,0,"",100,"","",[7297],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[2825364,125000]","",0,0,"",5,"","",""
1430,"Metadata/Chests/LeagueHeist/HeistChestSecondaryWeaponsScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,"[0,9]","","",[7827],[],53,0,"",100,"","",[7297],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[2825364,125000]","",0,0,"",5,"","",""
1431,"Metadata/Chests/LeagueHeist/HeistChestSecondaryWeaponsRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,"[0,9]","","",[7827],[],54,0,"",100,"","",[7297],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[2825364,125000]","",0,0,"",5,"","",""
1432,"Metadata/Chests/LeagueHeist/HeistChestSecondaryJewelleryMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,"[7,6,8]","","","[7827,7779]",[],51,0,"",100,"","",[7298],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[62000,125000,125000]","",0,0,"",5,"","",""
1433,"Metadata/Chests/LeagueHeist/HeistChestSecondaryJewelleryThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,"[7,6,8]","","","[7827,7779]",[],52,0,"",100,"","",[7298],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[62000,125000,125000]","",0,0,"",5,"","",""
1434,"Metadata/Chests/LeagueHeist/HeistChestSecondaryJewelleryScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,"[7,6,8]","","","[7827,7779]",[],53,0,"",100,"","",[7298],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[62000,125000,125000]","",0,0,"",5,"","",""
1435,"Metadata/Chests/LeagueHeist/HeistChestSecondaryJewelleryRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,"[7,6,8]","","","[7827,7779]",[],54,0,"",100,"","",[7298],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[62000,125000,125000]","",0,0,"",5,"","",""
1436,"Metadata/Chests/LeagueHeist/HeistChestSecondaryJewelsMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,"",5,"","",""
1437,"Metadata/Chests/LeagueHeist/HeistChestSecondaryJewelsThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,"",5,"","",""
1438,"Metadata/Chests/LeagueHeist/HeistChestSecondaryJewelsScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,"",5,"","",""
1439,"Metadata/Chests/LeagueHeist/HeistChestSecondaryJewelsRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,"",5,"","",""
1440,"Metadata/Chests/LeagueHeist/HeistChestSecondaryMapsMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],51,0,"",100,"","",[7299],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,"",5,"","",""
1441,"Metadata/Chests/LeagueHeist/HeistChestSecondaryMapsThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],52,0,"",100,"","",[7299],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,"",5,"","",""
1442,"Metadata/Chests/LeagueHeist/HeistChestSecondaryMapsScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],53,0,"",100,"","",[7299],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,"",5,"","",""
1443,"Metadata/Chests/LeagueHeist/HeistChestSecondaryMapsRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],54,0,"",100,"","",[7299],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,"",5,"","",""
1444,"Metadata/Chests/LeagueHeist/HeistChestSecondaryDivinationCardsMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],51,0,"",100,"","",[7300],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,1,5,"","",""
1445,"Metadata/Chests/LeagueHeist/HeistChestSecondaryDivinationCardsThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],52,0,"",100,"","",[7300],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,1,5,"","",""
1446,"Metadata/Chests/LeagueHeist/HeistChestSecondaryDivinationCardsScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],53,0,"",100,"","",[7300],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,1,5,"","",""
1447,"Metadata/Chests/LeagueHeist/HeistChestSecondaryDivinationCardsRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],54,0,"",100,"","",[7300],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,1,5,"","",""
1448,"Metadata/Chests/LeagueHeist/HeistChestSecondaryStackedDecksMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],51,0,"",100,"","",[7301],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,1,5,"","",""
1449,"Metadata/Chests/LeagueHeist/HeistChestSecondaryStackedDecksThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],52,0,"",100,"","",[7301],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,1,5,"","",""
1450,"Metadata/Chests/LeagueHeist/HeistChestSecondaryStackedDecksScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],53,0,"",100,"","",[7301],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,1,5,"","",""
1451,"Metadata/Chests/LeagueHeist/HeistChestSecondaryStackedDecksRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],54,0,"",100,"","",[7301],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,1,5,"","",""
1452,"Metadata/Chests/LeagueHeist/HeistChestSecondaryGemsMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,"[15,16]","","",[8486],[],51,0,"",100,"","",[7302],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[55919,19081]","",0,0,"",5,"","",""
1453,"Metadata/Chests/LeagueHeist/HeistChestSecondaryGemsThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,"[15,16]","","",[8486],[],52,0,"",100,"","",[7302],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[55919,19081]","",0,0,"",5,"","",""
1454,"Metadata/Chests/LeagueHeist/HeistChestSecondaryGemsScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,"[15,16]","","",[8486],[],53,0,"",100,"","",[7302],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[55919,19081]","",0,0,"",5,"","",""
1455,"Metadata/Chests/LeagueHeist/HeistChestSecondaryGemsRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,"[15,16]","","",[8486],[],54,0,"",100,"","",[7302],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[55919,19081]","",0,0,"",5,"","",""
1456,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCorruptedMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,25,1,"",100,"[0,9,1,2,3,4,5,7,6,8]","","","[7827,7812,7258]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[2825364,125000,1122958,376224,437000,562000,499000,62000,125000,125000]","",0,0,"",5,"","",""
1457,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCorruptedThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,25,1,"",100,"[0,9,1,2,3,4,5,7,6,8]","","","[7827,7812,7258]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[2825364,125000,1122958,376224,437000,562000,499000,62000,125000,125000]","",0,0,"",5,"","",""
1458,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCorruptedScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,25,1,"",100,"[0,9,1,2,3,4,5,7,6,8]","","","[7827,7812,7258]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[2825364,125000,1122958,376224,437000,562000,499000,62000,125000,125000]","",0,0,"",5,"","",""
1459,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCorruptedRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,25,1,"",100,"[0,9,1,2,3,4,5,7,6,8]","","","[7827,7812,7258]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[2825364,125000,1122958,376224,437000,562000,499000,62000,125000,125000]","",0,0,"",5,"","",""
1460,"Metadata/Chests/LeagueHeist/HeistChestSecondaryUniquesMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],51,0,"",100,"","",[7303],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,"",5,"","",""
1461,"Metadata/Chests/LeagueHeist/HeistChestSecondaryUniquesThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],52,0,"",100,"","",[7303],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,"",5,"","",""
1462,"Metadata/Chests/LeagueHeist/HeistChestSecondaryUniquesScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],53,0,"",100,"","",[7303],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,"",5,"","",""
1463,"Metadata/Chests/LeagueHeist/HeistChestSecondaryUniquesRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],54,0,"",100,"","",[7303],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,"",5,"","",""
1464,"Metadata/Chests/LeagueHeist/HeistChestSecondaryPropheciesMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],51,0,"",100,"","",[7304],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,"",5,"","",""
1465,"Metadata/Chests/LeagueHeist/HeistChestSecondaryPropheciesThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],52,0,"",100,"","",[7304],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,"",5,"","",""
1466,"Metadata/Chests/LeagueHeist/HeistChestSecondaryPropheciesScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],53,0,"",100,"","",[7304],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,"",5,"","",""
1467,"Metadata/Chests/LeagueHeist/HeistChestSecondaryPropheciesRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],54,0,"",100,"","",[7304],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,"",5,"","",""
1468,"Metadata/Chests/LeagueHeist/HeistChestSecondaryEssencesMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],51,0,"",100,"","",[7305],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,1,5,"","",""
1469,"Metadata/Chests/LeagueHeist/HeistChestSecondaryEssencesThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],52,0,"",100,"","",[7305],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,1,5,"","",""
1470,"Metadata/Chests/LeagueHeist/HeistChestSecondaryEssencesScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],53,0,"",100,"","",[7305],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,1,5,"","",""
1471,"Metadata/Chests/LeagueHeist/HeistChestSecondaryEssencesRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,[],"","",[7827],[],54,0,"",100,"","",[7305],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[],"",0,0,1,5,"","",""
1472,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomGenericMilitary",1,4,"Secure Coffer","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier2.ao""]","",1,120,1,"",100,[],"","","[7827,7791]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,[],"",0,0,"",5,"","",""
1473,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomGenericThug",1,4,"Lacquered Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier2.ao""]","",1,120,1,"",100,[],"","","[7827,7791]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,[],"",0,0,"",5,"","",""
1474,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomGenericScience",1,4,"Liquid-Sealed Lockbox","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier2.ao""]","",1,120,1,"",100,[],"","","[7827,7791]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,[],"",0,0,"",5,"","",""
1475,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomGenericRobot",1,4,"Clockwork Coffer","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier2.ao""]","",1,120,1,"",100,[],"","","[7827,7791]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,[],"",0,0,"",5,"","",""
1476,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingGenericMilitary",1,4,"Secure Coffer","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier2.ao""]","",1,120,1,"",100,[],"","","[7827,7791]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",541,[],"",0,0,"",5,"","",""
1477,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingGenericThug",1,4,"Lacquered Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier2.ao""]","",1,120,1,"",100,[],"","","[7827,7791]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",541,[],"",0,0,"",5,"","",""
1478,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingGenericScience",1,4,"Liquid-Sealed Lockbox","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier2.ao""]","",1,120,1,"",100,[],"","","[7827,7791]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",541,[],"",0,0,"",5,"","",""
1479,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingGenericRobot",1,4,"Clockwork Coffer","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier2.ao""]","",1,120,1,"",100,[],"","","[7827,7791]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",541,[],"",0,0,"",5,"","",""
1480,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingCurrencyMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[7827],[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",542,[],"",0,0,1,5,"","",""
1481,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingCurrencyThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[7827],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",542,[],"",0,0,1,5,"","",""
1482,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingCurrencyScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[7827],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",542,[],"",0,0,1,5,"","",""
1483,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingCurrencyRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,[],"","",[7827],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",542,[],"",0,0,1,5,"","",""
1484,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingFragmentsMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[7827],[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",554,[],"",0,0,1,5,"","",""
1485,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingFragmentsThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[7827],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",554,[],"",0,0,1,5,"","",""
1486,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingFragmentsScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[7827],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",554,[],"",0,0,1,5,"","",""
1487,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingFragmentsRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,[],"","",[7827],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",554,[],"",0,0,1,5,"","",""
