"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","bool","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags"
12515,"support_greater_projectile_intensity_projectile_damage_+%_final_from_intensity","","","",1,"","","","","","","",186879489,[],"",1,"",1,[]
12516,"support_lesser_projectile_intensity_projectile_damage_+%_final_from_intensity","","","",1,"","","","","","","",1852901405,[],"",1,"",1,[]
12517,"heist_coins_from_monsters_+%","","","",1,"","","","","","","",-1893565602,[],"","","",1,[]
12518,"support_cast_on_crit_quality_attack_damage_+%_final","","","",1,"","","","","","","",301763156,[],"","","",1,[]
12519,"heist_enchantment_life_mod_effect_+%","",1,"",1,"","","","","","",1,1752767969,[],"","","",1,[]
12520,"blade_vortex_additional_blade_chance_%","","","",1,"","","","","","",1,-2002527703,[],"","","",1,[]
12521,"multistrike_area_of_effect_+%_per_repeat","","","",1,"","",1,"","","",1,427857586,[],"","","",1,[]
12522,"minion_recover_%_maximum_life_on_hit","","","",1,"","","","","","",1,-1298320978,[],"","","",1,[]
12523,"manaweave_added_cold_damage_%_cost_if_payable","","","",1,"","","","","","","",1341012116,[],"","","",1,[]
12524,"manaweave_added_cold_damage_from_mana_cost","","","",1,"","","",1,"","","",-1306400110,[],"","","",1,[1]
12525,"recover_%_maximum_life_on_hit","","","",1,"","","","","","","",1656062929,[],"","","",1,[]
12526,"heist_contract_npc_experience_gain_+%",1,"","",1,"","","","","","","",935066522,[],"","","",1,[]
12527,"heist_contract_npc_level_+",1,"","",3,"","",1,"","","",1,-1484397392,[],"","","",1,[]
12528,"heist_interruption_resistance_%",1,"","",1,"","",1,"","","",1,632925521,[],"","","",1,[]
12529,"heist_job_lockpicking_speed_+%",1,"","",1,"","",1,"","","",1,303502453,[],"","","",1,[]
12530,"heist_job_demolition_speed_+%",1,"","",1,"","",1,"","","",1,-2139585876,[],"","","",1,[]
12531,"heist_job_trap_disarmament_speed_+%",1,"","",1,"","",1,"","","",1,1136329913,[],"","","",1,[]
12532,"heist_job_lockpicking_level_+",1,"","",1,"","",1,"","","",1,1076546043,[],"","","",1,[]
12533,"heist_job_brute_force_level_+",1,"","",3,"","",1,"","","",1,1186971464,[],"","","",1,[]
12534,"heist_job_perception_level_+",1,"","",3,"","",1,"","","",1,1149041641,[],"","","",1,[]
12535,"heist_job_demolition_level_+",1,"","",3,"","",1,"","","",1,-745700708,[],"","","",1,[]
12536,"heist_job_counter_thaumaturgy_level_+",1,"","",3,"","",1,"","","",1,842477364,[],"","","",1,[]
12537,"heist_job_trap_disarmament_level_+",1,"","",3,"","",1,"","","",1,1398333480,[],"","","",1,[]
12538,"heist_job_agility_level_+",1,"","",3,"","",1,"","","",1,-186269323,[],"","","",1,[]
12539,"heist_job_deception_level_+",1,"","",3,"","",1,"","","",1,-154213119,[],"","","",1,[]
12540,"heist_job_engineering_level_+",1,"","",3,"","",1,"","","",1,1695355076,[],"","","",1,[]
12541,"disintegrate_base_radius_+_per_intensify","","","",3,"","",1,"","","",1,-274028925,[],"","","",1,[]
12542,"projectiles_chance_to_return_%_from_final_target","","","",1,"","",1,"","","",1,-370331829,[],"","","",1,[]
12543,"local_item_can_roll_all_influences","",1,"",4,"","","","","","","",-1969742113,[],"","","","",[]
12544,"heist_job_brute_force_speed_+%",1,"","",1,"","",1,"","","",1,-1261880539,[],"","","",1,[]
12545,"heist_job_perception_speed_+%",1,"","",1,"","",1,"","","",1,-335299958,[],"","","",1,[]
12546,"heist_job_counter_thaumaturgy_speed_+%",1,"","",1,"","",1,"","","",1,-679281931,[],"","","",1,[]
12547,"heist_job_agility_speed_+%",1,"","",1,"","",1,"","","",1,-96418868,[],"","","",1,[]
12548,"heist_job_engineering_speed_+%",1,"","",1,"","",1,"","","",1,848194001,[],"","","",1,[]
12549,"heist_job_deception_speed_+%",1,"","",1,"","",1,"","","",1,1629956656,[],"","","",1,[]
12550,"player_and_minion_global_minimum_added_physical_damage",1,"","",3,"","","","","","",1,-1591902738,[],"","","",1,[]
12551,"player_and_minion_global_maximum_added_physical_damage",1,"","",3,"","","","","","",1,-1325717067,[],"","","",1,[]
12552,"player_and_minion_global_minimum_added_cold_damage",1,"","",3,"","","","","","",1,-1586714012,[],"","","",1,[]
12553,"player_and_minion_global_maximum_added_cold_damage",1,"","",3,"","","","","","",1,-1733956681,[],"","","",1,[]
12554,"player_and_minion_global_minimum_added_fire_damage",1,"","",3,"","","","","","",1,-1825124653,[],"","","",1,[]
12555,"player_and_minion_global_maximum_added_fire_damage",1,"","",3,"","","","","","",1,1314429946,[],"","","",1,[]
12556,"player_and_minion_global_minimum_added_lightning_damage",1,"","",3,"","","","","","",1,54101174,[],"","","",1,[]
12557,"player_and_minion_global_maximum_added_lightning_damage",1,"","",3,"","","","","","",1,-511387275,[],"","","",1,[]
12558,"player_and_minion_life_regeneration_rate_per_minute_%",1,"","",1,"","","","","","",1,-63903386,[],"","","",1,[]
12559,"player_and_minion_mana_regeneration_rate_+%",1,"","",1,"","","","","","",1,1256693069,[],"","","",1,[]
12560,"base_blackhole_tick_rate_ms","","","",3,"","","","","","","",270889383,[],"","","",1,[]
12561,"action_attack_or_cast_time_uses_animation_length","","","",4,"","",1,"","","",1,-380034731,[],"","","","",[]
12562,"action_use_melee_damage_pattern_as_attack_range","","","",4,"","",1,"","","",1,-1119421460,[],"","","","",[]
12563,"heist_enchantment_defence_mod_effect_+%","",1,"",1,"","","","","","",1,74649954,[],"","","",1,[]
12564,"heist_enchantment_resistance_mod_effect_+%","",1,"",1,"","","","","","",1,-1032060898,[],"","","",1,[]
12565,"disintegrate_damage_+%_final_per_intensity","","","",1,"","",1,"","","",1,1052220911,[],"",1,"",1,[]
12566,"reflect_overkill_damage_to_nearby_allies_on_death_radius_+%","","","",1,"","","","","","","",-1644959417,[],"","","",1,[]
12567,"heist_npc_uses_level_x_hatred_aura","","","",3,"","","","","","","",12209160,[],"","","",1,[]
12568,"heist_npc_uses_level_x_anger_aura","","","",3,"","","","","","","",-562209210,[],"","","",1,[]
12569,"heist_npc_uses_level_x_haste_aura","","","",3,"","","","","","","",-1169433781,[],"","","",1,[]
12570,"keystone_hex_zone_behaviour","","","",4,"","","","","","","",1116041983,[],"","","","",[]
12571,"heist_npc_uses_level_x_wrath_aura","","","",3,"","","","","","","",-2062183529,[],"","","",1,[]
12572,"heist_npc_uses_level_x_determination_aura","","","",3,"","","","","","","",-1666534006,[],"","","",1,[]
12573,"heist_npc_uses_level_x_grace_aura","","","",3,"","","","","","","",-921644551,[],"","","",1,[]
12574,"heist_npc_uses_level_x_discipline_aura","","","",3,"","","","","","","",-1928328339,[],"","","",1,[]
12575,"heist_npc_uses_level_x_fire_resist_aura","","","",3,"","","","","","","",738905181,[],"","","",1,[]
12576,"heist_npc_uses_level_x_cold_resist_aura","","","",3,"","","","","","","",1111746979,[],"","","",1,[]
12577,"heist_npc_uses_level_x_lightning_resist_aura","","","",3,"","","","","","","",1936444242,[],"","","",1,[]
12578,"heist_npc_uses_level_x_pride_aura","","","",3,"","","","","","","",1752891672,[],"","","",1,[]
12579,"heist_npc_uses_level_x_zealotry_aura","","","",3,"","","","","","","",1509388443,[],"","","",1,[]
12580,"heist_npc_uses_level_x_malevolence_aura","","","",3,"","","","","","","",933663388,[],"","","",1,[]
12581,"hexes_expire_500ms_after_reaching_max_doom","","","",4,"","","","","","","",-1787456454,[],"","","","",[]
12582,"heist_blueprint_avoid_alarm_chance_%",1,"","",1,"","","","","","","",316285196,[],"","","",1,[]
12583,"active_skill_ailment_damage_+%_final","","","",1,"","","","","","",1,1026238592,[],"","","",1,[]
12584,"skill_is_hex_skill",1,"","",4,"","","","","","","",-1603844935,[],"","","","",[]
12585,"cold_ailment_duration_+%",1,"","",1,"","",1,"","","",1,-630142897,[],2,"","",1,[]
12586,"lightning_ailment_duration_+%",1,"","",1,"","",1,"","","",1,-129408764,[],2,"","",1,[]
12587,"fire_ailment_duration_+%",1,"","",1,"","",1,"","","",1,1289126944,[],2,"","",1,[]
12588,"non_damaging_ailment_effect_+%_with_critical_strikes","","","",1,"","","","","","","",-70729194,[],2,"","",1,[]
12589,"local_display_grants_level_x_hidden_blade","",1,"",3,"","","","","","","",874361622,[],"","","","",[]
12590,"grant_attacker_power_charge_when_hit_%_chance","","","",1,"","","","","","",1,-1628802264,[],"","","",1,[]
12591,"grant_attacker_endurance_charge_when_hit_%_chance","","","",1,"","","","","","",1,1117679719,[],"","","",1,[]
12592,"grant_attacker_frenzy_charge_when_hit_%_chance","","","",1,"","","","","","",1,-1462499621,[],"","","",1,[]
12593,"cursed_enemies_%_chance_to_grant_power_charge_when_hit","","","",1,"","","","","","","",483276908,[],"","","",1,[]
12594,"cursed_enemies_%_chance_to_grant_endurance_charge_when_hit","","","",1,"","","","","","","",324639236,[],"","","",1,[]
12595,"cursed_enemies_%_chance_to_grant_frenzy_charge_when_hit","","","",1,"","","","","","","",-1218790965,[],"","","",1,[]
12596,"virtual_main_hand_withered_on_hit_for_2_seconds_%_chance","","","",1,"","","",1,"","","",-1752575972,[],"","","",1,[2]
12597,"virtual_off_hand_withered_on_hit_for_2_seconds_%_chance","","","",1,"","","",1,"","","",775224050,[],"","","",1,[2]
12598,"main_hand_local_withered_on_hit_for_2_seconds_%_chance","","","",1,"","","","","","","",-2144243883,[],"","","",1,[]
12599,"off_hand_local_withered_on_hit_for_2_seconds_%_chance","","","",1,"","","","","","","",933190599,[],"","","",1,[]
12600,"local_withered_on_hit_for_2_seconds_%_chance","",1,1,1,"","","","",12598,12599,"",1600313651,[],"","","",1,[]
12601,"virtual_chance_to_deal_triple_damage_%",1,"","",1,"","","",1,"","",1,-36191135,[],"","","",1,[18]
12602,"always_deal_triple_damage",1,"","",4,"","","","","","",1,-849648044,[],"","","","",[]
12603,"summoned_skeleton_warriors_deal_triple_damage",1,"","",4,"","","","","","",1,1884696748,[],"","","","",[]
12604,"active_skill_additional_projectiles_fire_parallel_x_dist","","","",3,"","","","","","",1,76900938,[],"","","",1,[]
12605,"additional_block_chance_against_projectiles_%_per_steel_charge","","","",1,"","","","","","",1,888851897,[],"","","",1,[]
12606,"life_regeneration_rate_per_minute_%_while_affected_by_vitality","","","",1,"","","","","","","",420469492,[],"","","",1,[]
12607,"total_recovery_per_minute_from_life_leech_is_doubled","","","",4,"","","","","","","",-1971800686,[],"","","","",[]
12608,"combined_life_leech_from_any_damage_permyriad","","","",1,"","","",1,"","","",-1903471580,[],"","","",1,[19]
12609,"life_leech_from_any_damage_permyriad_with_at_least_5_total_power_frenzy_endurance_charges","","","",1,"","","","","","","",1840870077,[],"","","",1,[]
12610,"power_charge_duration_+%_final",1,"","",1,"","","","","","","",-711427967,[],"","","",1,[]
12611,"local_display_socketed_skills_deal_double_damage","",1,"",4,"","","","","","","",-1747261214,[],"","","","",[]
12612,"has_unique_massive_shrine_effect",1,"","",4,"","",1,"","","",1,1880618985,[],"","","","",[]
12613,"has_unique_brutal_shrine_effect",1,"","",4,"","",1,"","","",1,841212671,[],"","","","",[]
12614,"local_grant_skeleton_warriors_triple_damage_on_hit","",1,1,4,"","","","",12615,12616,1,595695349,[],"","","","",[]
12615,"main_hand_local_grant_skeleton_warriors_triple_damage_on_hit","",1,"",4,"","","","","","",1,1265633477,[],"","","","",[]
12616,"off_hand_local_grant_skeleton_warriors_triple_damage_on_hit","",1,"",4,"","","","","","",1,645789249,[],"","","","",[]
12617,"portal_alternate_destination_chance_permyriad","","","",6,"","","","","","",1,-1552539382,[],"","","",1,[]
12618,"virtual_chill_on_you_proliferates_to_nearby_enemies_within_x_radius",1,"","",3,"","","",1,"","",1,-1843608209,[],"","","",1,[0]
12619,"virtual_freeze_on_you_proliferates_to_nearby_enemies_within_x_radius",1,"","",3,"","","",1,"","",1,-1324939178,[],"","","",1,[0]
12620,"elemental_ailments_on_you_proliferate_to_nearby_enemies_within_x_radius",1,"","",3,"","","","","","",1,-1309159429,[],"","","",1,[]
12621,"elemental_ailments_reflected_to_self",1,"","",4,"","","","","","","",1486194525,[],"","","","",[]
12622,"virtual_shocks_reflected_to_self",1,"","",4,"","","",1,"","","",-1533278274,[],"","","","",[0]
12623,"virtual_ignites_reflected_to_self",1,"","",4,"","","",1,"","","",1702015227,[],"","","","",[0]
12624,"skill_energy_shield_regeneration_%_per_minute_per_affected_enemy","","","",1,"","","","","","",1,-1762718202,[],"","","",1,[]
12625,"critical_multiplier_+%_per_100_max_es_on_shield","","","",1,"","","","","","","",997914193,[],"","","",1,[]
12626,"storm_burst_zap_area_of_effect_+%","","","",1,"","",1,"","","",1,-1959041706,[],"","","",1,[]
12627,"storm_burst_explosion_area_of_effect_+%","","","",1,"","",1,"","","",1,-1324127496,[],"","","",1,[]
12628,"storm_call_chance_to_strike_on_cast_%","","","",1,"","",1,"","","",1,1136730900,[],"","","",1,[]
12629,"active_skill_quality_damage_+%_final","","","",1,"","","","","","","",1865207588,[],"","","",1,[]
12630,"minions_cannot_be_damaged_after_summoned_ms",1,"","",3,"","",1,"","","",1,1839728078,[],"","","",1,[]
12631,"minion_maim_on_hit_%","","","",1,"","","","","","",1,-855024852,[],"","","",1,[]
12632,"chance_for_melee_skeletons_to_summon_as_archer_skeletons_%","","","",1,"","","","","","",1,534487594,[],"","","",1,[]
12633,"sunder_wave_area_of_effect_+%","","","",1,"","",1,"","","",1,-863446701,[],"","","",1,[]
12634,"sunder_shockwave_area_of_effect_+%","","","",1,"","",1,"","","",1,2033501624,[],"","","",1,[]
12635,"base_chance_to_deal_triple_damage_%","","","",1,"","","","","","",1,-1536921818,[],"","","",1,[]
12636,"gain_rage_on_hit_%_chance","","","",1,"","","","","","",1,-1994056747,[],"","","",1,[]
12637,"snapping_adder_chance_to_release_projectile_when_hit_%","","","",1,"","","","","","","",-74308238,[],"","","",1,[]
12638,"volatile_dead_core_movement_speed_+%","","","",1,"","","","","","",1,-244672913,[],"","","",1,[]
12639,"active_skill_damage_+%_when_cast_on_frostbolt","","","",1,"","","","","","",1,-1883820661,[],"",1,"",1,[]
12640,"whirling_blades_evasion_rating_+%_while_moving","","","",1,"","","","","","",1,393086590,[],"","","",1,[]
12641,"hinder_enemy_chaos_damage_+%","","","",1,"","","","","","",1,1733632941,[],"","","",1,[]
12642,"wither_chance_to_apply_another_stack_if_hand_cast_%","","","",1,"","","","","","",1,-512563062,[],"","","",1,[]
12643,"rune_paint_area_of_effect_+%_per_rune_level","","","",1,"","",1,"","","",1,1795123987,[],"","","",1,[]
12644,"is_not_hand_cast","","","",4,"","","",1,"","","",-1759392598,[],"","","","",[1]
12645,"ice_crash_first_stage_damage_+%_final","","","",1,"","","","","","",1,-445661694,[],"","","",1,[]
12646,"immortal_call_elemental_damage_taken_+%_final_per_endurance_charge_consumed_permyriad","","","",6,"","","","","","",1,-1208468079,[],"","","",1,[]
12647,"infernal_blow_explosion_applies_uncharged_debuff_on_hit_%_chance","","","",1,"","","","","","",1,-1207730950,[],"","","",1,[]
12648,"exerted_attacks_overwhelm_%_physical_damage_reduction","","","",1,"","","","","","",1,2132263722,[],"","","",1,[]
12649,"kinetic_blast_projectiles_gain_%_aoe_after_forking","","","",1,"","",1,"","","",1,-1174996731,[],"","","",1,[]
12650,"cast_speed_+%_applies_to_attack_speed_at_%_of_original_value","","","",1,"","","","","","","",-1723301710,[],"","","",1,[]
12651,"lightning_arrow_%_chance_to_hit_an_additional_enemy","","","",1,"","",1,"","","",1,-1286571247,[],"","","",1,[]
12652,"projectile_return_%_chance","","","",1,"","",1,"","","",1,-2139499215,[],"","","",1,[]
12653,"molten_shell_explosion_damage_penetrates_%_fire_resistance","","","",1,"","","","","","",1,-1712075977,[],"","","",1,[]
12654,"phase_run_%_chance_to_not_replace_buff_on_skill_use","","","",1,"","","","","","",1,57798432,[],"","","",1,[]
12655,"plague_bearer_movement_speed_+%_while_infecting","","","",1,"","","","","","",1,-1463814285,[],"","","",1,[]
12656,"plague_bearer_chaos_damage_taken_+%_while_incubating","","","",1,"","","","","","",1,153246659,[],"","","",1,[]
12657,"purifying_flame_%_chance_to_create_consecrated_ground_around_you","","","",1,"","","","","","",1,-1146290067,[],"","","",1,[]
12658,"damage_+%_if_firing_atleast_7_projectiles","","","",1,"","","","","","","",438300469,[],"","","",1,[]
12659,"minion_melee_damage_+%",1,"","",1,"","","","","","",1,-1716579605,[],"","","",1,[]
12660,"minion_stun_threshold_reduction_+%",1,"","",1,"","","","","","",1,-186722031,[],"","","",1,[]
12661,"minions_take_%_of_life_as_chaos_damage_when_summoned_over_1_second","","","",1,"","","","","","",1,-878854800,[],"","","",1,[]
12662,"skill_convert_%_physical_damage_to_random_element","","","",1,"","","","","","",1,-257888489,[],"","","",1,[]
12663,"debilitate_enemies_for_1_second_on_hit_%_chance","","","",1,"","","","","","",1,-1660388025,[],"","","",1,[]
12664,"base_onlsaught_on_hit_%_chance","","","",1,"","","","","","","",140307988,[],"","","",1,[]
12665,"virtual_onslaught_on_hit_%_chance","","","",1,"","","",1,"","",1,2125798437,[],"","","",1,[18]
12666,"exerted_attack_knockback_chance_%","","","",1,"","","","","","",1,1425190954,[],"","","",1,[]
12667,"shock_nova_ring_chance_to_shock_+%","","","",1,"","","","","","",1,870843087,[],"","","",1,[]
12668,"shock_nova_ring_shocks_as_if_dealing_damage_+%_final","","","",1,"","","","","","",1,-804889083,[],"","","",1,[]
12669,"virtual_enemy_phys_reduction_%_penalty_vs_hit","","","",1,"","","",1,"","","",-1295357643,[],"","","",1,[18]
12670,"minion_%_chance_to_be_summoned_with_maximum_frenzy_charges","","","",1,"","","","","","",1,-1863788737,[],"","","",1,[]
12671,"lose_all_power_charges_on_block",1,"","",4,"","","","","","","",-810545716,[],"","","","",[]
12672,"track_have_lost_power_charge_recently","","","",4,"","","",1,"","","",1936925418,[],"","","","",[36]
12673,"have_lost_power_charge_recently",1,"","",4,"","","","","","","",1019934988,[],"","","","",[]
12674,"gain_power_charge_per_second_if_have_not_lost_power_charge_recently",1,"","",4,"","","","","","","",-434521539,[],"","","","",[]
12675,"steel_steal_area_of_effect_+%","","","",1,"","",1,"","","",1,-2134914884,[],1,"","",1,[]
12676,"steel_steal_reflect_damage_+%","","","",1,"","","","","","",1,-931363419,[],1,"","",1,[]
12677,"steel_steal_cast_speed_+%","","","",1,"","",1,"","","",1,-311037621,[],1,"","",1,[]
12678,"virtual_cold_hit_damage_taken_%_as_lightning",1,"","",1,"","","",1,"","","",-703000375,[],"","","",1,[0]
12679,"virtual_fire_hit_damage_taken_%_as_lightning",1,"","",1,"","","",1,"","","",-647748615,[],"","","",1,[0]
12680,"cold_damage_over_time_%_taken_as_lightning","","","",1,"","","",1,"","","",-1274820052,[],"","","",1,[0]
12681,"fire_damage_over_time_%_taken_as_lightning","","","",1,"","","",1,"","","",1519097553,[],"","","",1,[0]
12682,"cold_hit_and_dot_damage_%_taken_as_lightning","","","",1,"","","","","","","",1841584697,[],"","","",1,[]
12683,"fire_hit_and_dot_damage_%_taken_as_lightning","","","",1,"","","","","","","",1515241502,[],"","","",1,[]
12684,"local_display_socketed_gems_have_secrets_of_suffering","",1,"",4,"","","","","","","",685758723,[],"","","","",[]
12685,"local_display_trigger_level_X_shield_shatter_on_block","",1,"",3,"","","","","","","",-1256044868,[],"","","","",[]
12686,"virtual_total_quality_from_shield","","","",1,"","","",1,"","","",-1922314504,[],"","","",1,[0]
12687,"spell_maximum_base_physical_damage_per_shield_quality","","","",3,"","","","","","",1,-215371812,[],"","","",1,[]
12688,"spell_minimum_base_physical_damage_per_shield_quality","","","",3,"","","","","","",1,76505762,[],"","","",1,[]
12689,"off_hand_shield_quality","","","",1,"","","","","","","",985163339,[],"","","",1,[]
12690,"main_hand_shield_quality","","","",1,"","","","","","","",-1350570360,[],"","","",1,[]
12691,"total_shield_evasion_rating",1,"","",3,"","","",1,"","","",-973848171,[],"","","",1,[0]
12692,"total_shield_physical_damage_reduction_rating",1,"","",3,"","","",1,"","","",-130323030,[],"","","",1,[0]
12693,"total_shield_maximum_energy_shield",1,"","",3,"","","",1,"","","",1235633590,[],"","","",1,[0]
12694,"gain_no_defences_from_equipped_shield","","","",4,"","","","","","","",-818202328,[],"","","","",[]
12695,"heist_contract_gang_takes_no_cut",1,"","",4,"","","","","","","",-1547277921,[],"","","","",[]
12696,"heist_contract_no_travel_cost",1,"","",4,"","","","","","","",-1063048443,[],"","","","",[]
12697,"local_display_cast_physical_aegis_on_gain_skill","",1,"",3,"","","","","","","",926866099,[],"","","","",[]
12698,"has_depleted_physical_aegis",1,"","",4,"","","","","","","",-1387109225,[],"","","","",[]
12699,"nearby_enemies_are_blinded_while_you_have_active_physical_aegis",1,"","",4,"","","","","","","",1437330481,[],"","","","",[]
12700,"critical_strike_chance_+%_while_you_have_depleted_physical_aegis","","","",1,"","","","","","","",-552558625,[],"","","",1,[]
12701,"attack_and_cast_speed_+%_while_you_have_depleted_physical_aegis","","","",1,"","","","","","","",-501935811,[],"","","",1,[]
12702,"local_display_grants_level_x_wintertide_brand","",1,"",3,"","","","","","","",1696100633,[],"","","","",[]
12703,"heist_monster_spawner_alive_limit_+%","","","",1,"","","","","","","",1205514684,[],"","","",1,[]
12704,"local_all_sockets_are_red",1,1,"",4,"","","","","","","",-2143298778,[],"","","","",[]
12705,"local_all_sockets_are_green",1,1,"",4,"","","","","","","",1880635539,[],"","","","",[]
12706,"local_all_sockets_are_blue",1,1,"",4,"","","","","","","",-2049807450,[],"","","","",[]
12707,"local_maximum_sockets_+",1,1,"",3,"","","","","","","",-401355657,[],"","","",1,[]
12708,"local_has_X_white_sockets",1,1,"",3,"","","","","","","",-361106387,[],"","","",1,[]
12709,"local_cannot_have_red_sockets",1,1,"",4,"","","","","","","",-988476579,[],"","","","",[]
12710,"local_cannot_have_green_sockets",1,1,"",4,"","","","","","","",-1785565075,[],"","","","",[]
12711,"local_cannot_have_blue_sockets",1,1,"",4,"","","","","","","",865924646,[],"","","","",[]
12712,"heist_player_additional_maximum_resistances_%_per_25%_alert_level","","","",1,"","","","","","","",1354740344,[],"","","",1,[]
12713,"heist_player_cold_resistance_%_per_25%_alert_level","","","",1,"","","","","","","",103770474,[],"","","",1,[]
12714,"heist_player_lightning_resistance_%_per_25%_alert_level","","","",1,"","","","","","","",-1968598109,[],"","","",1,[]
12715,"heist_player_fire_resistance_%_per_25%_alert_level","","","",1,"","","","","","","",-2011451186,[],"","","",1,[]
12716,"heist_player_flask_charges_gained_+%_per_25%_alert_level","","","",1,"","","","","","","",1506738997,[],"","","",1,[]
12717,"heist_patrols_are_magic","","","",4,"","","","","","","",992671052,[],"","","","",[]
12718,"heist_patrols_are_rare","","","",4,"","","","","","","",707626921,[],"","","","",[]
12719,"heist_guards_are_magic","","","",4,"","","","","","","",-258209609,[],"","","","",[]
12720,"heist_guards_are_rare","","","",4,"","","","","","","",2034479800,[],"","","","",[]
12721,"heist_alert_level_gained_on_monster_death","","","",3,"","","","","","","",2060040643,[],"","","",1,[]
12722,"heist_alert_level_gained_per_10_sec","","","",3,"","","","","","","",-1979263454,[],"","","",1,[]
12723,"heist_reinforcements_movements_speed_+%","","","",1,"","","","","","","",106221414,[],"","","",1,[]
12724,"heist_reinforcements_attack_speed_+%","","","",1,"","","","","","","",-897439842,[],"","","",1,[]
12725,"heist_reinforcements_cast_speed_+%","","","",1,"","","","","","","",-1523505932,[],"","","",1,[]
12726,"heist_side_reward_room_monsters_+%","","","",1,"","","","","","","",-1745734974,[],"","","",1,[]
12727,"heist_lockdown_is_instant","","","",4,"","","","","","","",796903137,[],"","","","",[]
12728,"heist_player_armour_+%_final_per_25%_alert_level","","","",1,"","","","","","","",-1549037583,[],"","","",1,[]
12729,"heist_player_evasion_rating_+%_final_per_25%_alert_level","","","",1,"","","","","","","",1492089805,[],"","","",1,[]
12730,"heist_player_life_recovery_rate_+%_final_per_25%_alert_level","","","",1,"","","","","","","",-1829026539,[],"","","",1,[]
12731,"heist_player_mana_recovery_rate_+%_final_per_25%_alert_level","","","",1,"","","","","","","",-1231780518,[],"","","",1,[]
12732,"heist_player_energy_shield_recovery_rate_+%_final_per_25%_alert_level","","","",1,"","","","","","","",295144851,[],"","","",1,[]
12733,"lancing_steel_damage_+%_final_after_first_hit_on_target","","","",1,"","","","","","",1,614883360,[],"","","",1,[]
12734,"skills_gain_intensity_every_x_milliseconds_if_gained_intensity_recently","","","",3,"","",1,"","","",1,-1181174469,[],"","","",1,[]
12735,"skills_lose_intensity_every_x_milliseconds_if_gained_intensity_recently","","","",3,"","",1,"","","",1,1271985566,[],"","","",1,[]
12736,"critical_strike_chance_+%_per_intensity","","","",1,"","","","","","",1,1514913065,[],"",1,"",1,[]
12737,"local_can_have_additional_crafted_mods",1,1,"",3,"","","","","","","",-47682441,[],"","","",1,[]
12738,"heist_coins_dropped_by_monsters_double_%","","","",1,"","","","","","","",-388616032,[],"","","",1,[]
12739,"heist_coins_from_world_chests_double_%","","","",1,"","","","","","","",-1908554449,[],"","","",1,[]
12740,"heist_drops_double_currency_%","","","",1,"","","","","","","",-590787435,[],"","","",1,[]
12741,"heist_item_rarity_+%","","","",1,"","","","","","","",-1996181254,[],"","","",1,[]
12742,"heist_item_quantity_+%","","","",1,"","","","","","","",-2079539679,[],"","","",1,[]
12743,"heist_items_drop_corrupted_%","","","",1,"","","","","","","",559731720,[],"","","",1,[]
12744,"heist_items_drop_identified_%","","","",1,"","","","","","","",-402953891,[],"","","",1,[]
12745,"heist_items_have_one_additional_socket_%","","","",1,"","","","","","","",147149678,[],"","","",1,[]
12746,"heist_items_are_fully_linked_%","","","",1,"","","","","","","",647714246,[],"","","",1,[]
12747,"heist_items_have_shaper_influence_%","","","",1,"","","","","","","",1147471945,[],"","","",1,[]
12748,"heist_items_have_elder_influence_%","","","",1,"","","","","","","",-1136118087,[],"","","",1,[]
12749,"heist_currency_transmutation_drops_as_alchemy_%","","","",1,"","","","","","","",1564253610,[],"","","",1,[]
12750,"heist_currency_transmutation_drops_as_chaos_%","","","",1,"","","","","","","",1909791263,[],"","","",1,[]
12751,"heist_currency_transmutation_drops_as_regal_%","","","",1,"","","","","","","",1427301003,[],"","","",1,[]
12752,"heist_currency_alteration_drops_as_alchemy_%","","","",1,"","","","","","","",1808546575,[],"","","",1,[]
12753,"heist_currency_alteration_drops_as_chaos_%","","","",1,"","","","","","","",7926196,[],"","","",1,[]
12754,"heist_currency_alteration_drops_as_regal_%","","","",1,"","","","","","","",-404176536,[],"","","",1,[]
12755,"heist_currency_augmentation_drops_as_alchemy_%","","","",1,"","","","","","","",1051430560,[],"","","",1,[]
12756,"heist_currency_augmentation_drops_as_chaos_%","","","",1,"","","","","","","",1920270663,[],"","","",1,[]
12757,"heist_currency_augmentation_drops_as_regal_%","","","",1,"","","","","","","",-1617160790,[],"","","",1,[]
12758,"heist_currency_alchemy_drops_as_blessed_%","","","",1,"","","","","","","",-1563689505,[],"","","",1,[]
12759,"heist_currency_alchemy_drops_as_divine_%","","","",1,"","","","","","","",391027353,[],"","","",1,[]
12760,"heist_currency_alchemy_drops_as_exalted_%","","","",1,"","","","","","","",2110409322,[],"","","",1,[]
12761,"heist_currency_chaos_drops_as_blessed_%","","","",1,"","","","","","","",489047895,[],"","","",1,[]
12762,"heist_currency_chaos_drops_as_divine_%","","","",1,"","","","","","","",-1074745564,[],"","","",1,[]
12763,"heist_currency_chaos_drops_as_exalted_%","","","",1,"","","","","","","",1846329096,[],"","","",1,[]
12764,"heist_currency_regal_drops_as_blessed_%","","","",1,"","","","","","","",1718071847,[],"","","",1,[]
12765,"heist_currency_regal_drops_as_divine_%","","","",1,"","","","","","","",202438921,[],"","","",1,[]
