"rownum","string","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
409,"MapWorldsAridLake",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
410,"MapWorldsFloodedMine",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
411,"MapWorldsMarshes",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
412,"MapWorldsIceberg",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
413,"MapWorldsCage",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
414,"MapWorldsSprings",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
415,"MapWorldsExcavation",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
416,"MapWorldsLeyline",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
417,"MapWorldsPeninsula",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
418,"MapWorldsPort",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
419,"MapWorldsBurialChambers",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
420,"MapWorldsCells",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
421,"MapWorldsArcade",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
422,"MapWorldsCitySquare",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
423,"MapWorldsRelicChambers",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
424,"MapWorldsCourthouse",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
425,"MapWorldsStrand",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
426,"MapWorldsStrandUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
427,"MapWorldsChateau",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
428,"MapWorldsChateauUnique",5,13,0,50,0,24,16,16,20,100,30,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,"MapWorldsGrotto",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
430,"MapWorldsGorge",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
431,"MapWorldsVolcano",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
432,"MapWorldsLighthouse",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
433,"MapWorldsCanyon",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
434,"MapWorldsConservatory",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
435,"MapWorldsSulphurVents",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
436,"MapWorldsHauntedMansion",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
437,"MapWorldsMaze",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
438,"MapWorldsMazeUnique",5,13,0,50,0,24,16,16,20,100,30,0,0,"[50,50,50,1]",0,0,80,20,0,0,0,0,0,0,0,0,0,72,30,0,0,0,0,0,0,0,0,0,0,0,0
439,"MapWorldsChannel",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
440,"MapWorldsToxicSewer",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
441,"MapWorldsAncientCity",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
442,"MapWorldsIvoryTemple",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
443,"MapWorldsSpiderLair",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
444,"MapWorldsBarrows",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
445,"MapWorldsMausoleum",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
446,"MapWorldsFields",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
447,"MapWorldsJungleValley",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
448,"MapWorldsPhantasmagoria",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
449,"MapWorldsAcademy",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
450,"MapWorldsThicket",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
451,"MapWorldsWharf",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
452,"MapWorldsAshenWood",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
453,"MapWorldsAtoll",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
454,"MapWorldsAtollUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
455,"MapWorldsCemetery",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
456,"MapWorldsCemeteryUnique",5,0,0,0,0,0,0,0,0,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,"MapWorldsUndergroundSea",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
458,"MapWorldsTribunal",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
459,"MapWorldsCoralRuins",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
460,"MapWorldsLavaChamber",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
461,"MapWorldsResidence",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
462,"MapWorldsRamparts",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
463,"MapWorldsDunes",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
464,"MapWorldsDunesUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,0,0,0,0,0,0,0,0,0,0,0,0
465,"MapWorldsBoneCrypt",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
466,"MapWorldsBoneCryptUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",4,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
467,"MapWorldsUndergroundRiver",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
468,"MapWorldsUndergroundRiverUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
469,"MapWorldsGardens",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
470,"MapWorldsArachnidNest",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
471,"MapWorldsBazaar",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
472,"MapWorldsLaboratory",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
473,"MapWorldsInfestedValley",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
474,"MapWorldsOvergrownRuin",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
475,"MapWorldsVaalPyramid",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
476,"MapWorldsVaalPyramidUnique",5,13,0,50,0,24,16,0,0,0,30,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,"MapWorldsGeode",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
478,"MapWorldsArmoury",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
479,"MapWorldsCourtyard",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
480,"MapWorldsCourtyardUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
481,"MapWorldsMudGeyser",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
482,"MapWorldsShore",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
483,"MapWorldsShoreUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
484,"MapWorldsTropicalIsland",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
485,"MapWorldsTropicalIslandUnique",5,13,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,"MapWorldsMineralPools",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
487,"MapWorldsMoonTemple",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
488,"MapWorldsMoonTempleUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
489,"MapWorldsSepulchre",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
490,"MapWorldsTower",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
491,"MapWorldsWastePool",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
492,"MapWorldsPlateau",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
493,"MapWorldsEstuary",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
494,"MapWorldsVault",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
495,"MapWorldsTemple",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
496,"MapWorldsTempleUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
497,"MapWorldsArena",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
498,"MapWorldsMuseum",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
499,"MapWorldsMuseumUnique",5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,"MapWorldsScriptorium",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
501,"MapWorldsSiege",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
502,"MapWorldsShipyard",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
503,"MapWorldsBelfry",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
504,"MapWorldsArachnidTomb",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
505,"MapWorldsWasteland",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
506,"MapWorldsPrecinct",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
507,"MapWorldsBog",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
508,"MapWorldsPier",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
509,"MapWorldsCursedCrypt",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
510,"MapWorldsCursedCryptUnique",5,13,0,50,0,0,0,16,20,100,0,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,"MapWorldsOrchard",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
512,"MapWorldsPromenade",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
513,"MapWorldsPromenadeUnique",5,13,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,"MapWorldsLair",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
515,"MapWorldsColonnade",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
516,"MapWorldsPrimordialPool",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
517,"MapWorldsSpiderForest",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
518,"MapWorldsCoves",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
519,"MapWorldsWaterways",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
520,"MapWorldsFactory",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
521,"MapWorldsMesa",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
522,"MapWorldsPit",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
523,"MapWorldsPitUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
524,"MapWorldsDefiledCathedral",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
525,"MapWorldsSummit",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
526,"MapWorldsOvergrownShrine",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
527,"MapWorldsOvergrownShrineUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
528,"MapWorldsCastleRuins",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
529,"MapWorldsCrystalOre",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
530,"MapWorldsVilla",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
531,"MapWorldsTortureChamber",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
532,"MapWorldsTortureChamberUnique",5,13,0,50,0,24,16,16,20,100,30,0,0,"[0,0,1000,1]",0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
533,"MapWorldsNecropolis",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
534,"MapWorldsNecropolisUnique",5,13,0,50,0,24,16,16,20,100,0,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,"MapWorldsRacecourse_",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
536,"MapWorldsCaldera",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
537,"MapWorldsGhetto",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
538,"MapWorldsPark",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
539,"MapWorldsMalformation",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
