"rownum","Id","DisplayedName","Description","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","[rid]","bool","bool","bool"
1061,"phys_cascade_trap","Seismic Trap","Throws a trap which, once triggered, repeatedly releases a number of waves for a duration. Each wave deals damage in a series of small bursts in a line, ending with a larger burst. Modifiers to trap throwing speed affects how frequently it releases waves.","PhysCascadeTrap","Art/2DArt/SkillIcons/SubterraneanTrap.dds","[2,1]","[1,8,6,15,7,32,71,27,89]",[],"","",1,"",1,21,1,"[7744,7745,7746,7748]","[24,3341,215,7747]",[],1,1,[],8,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1062,"expanding_pulse","","","ExpandingPulse","","[4,1,2]",[31],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1063,"trigger_beam","","","TriggerBeam","","[1,2]","[1,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,14,28,2,13,12,27,15,26,17,16,11,10,29,18,19,35]","","",1
1064,"multi_trigger_beam","","","MultiTriggerBeam","","[1,2]",[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1065,"delayed_spell_projectile","","","DelayedSpellProjectile","",[1],"[1,2,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1066,"channelled_ground_laser","","","ChannelledGroundLaser","","[1,2]","[1,47]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1067,"architect_healing_beam","","","ArchitectHealingBeam","",[3],[4],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1068,"monster_tornado","","","MonsterTornado","",[4],"[1,7,8,31,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1069,"architect_combo_stomp","","","ArchitectComboStomp","","[1,2]","[1,7,31,6,71]",[],"","",1,"ArchitectComboStomp","",21,1,[],[],[],1,1,[],8,"","","","[3,14,28,2,13,12,27,15,26,17,16,11,10,29,18,19,35]","","",1
1070,"architect_blood_explosion","","","ArchitectBloodExplosion","","[1,2]","[1,7,31,6,71]",[],"","",1,"ArchitectBloodExplosion","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1071,"architect_blood_beam","","","ArchitectBloodBeam","","[1,2]","[1,7,6,71]",[],"","",1,"ArchitectBloodBeam","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1072,"translate_rotate","","","TranslateRotate","",[1],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1073,"translate_rotate_no_translate","","","TranslateRotate2_","",[1],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1074,"translate_rotate_to_middle","","","TranslateRotate3","",[1],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1075,"translate_rotate_fast","","","TranslateRotate4","",[1],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1076,"translate_rotate_slow","","","TranslateRotate5","",[1],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1077,"frontal_flamethrower","","","FrontalFlamethrower","","[1,2]",[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1078,"frontal_damage_wave","","","FrontalDamageWave","","[1,2]",[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1079,"triggered_summon_phantasm","Summon Phantasm","Summons a Phantasm minion, which uses a piercing projectile spell that deals physical damage.","SummonPhantasm","Art/2DArt/SkillIcons/animateweapon.dds","[1,2]","[1,5,8,49,31,36,76]",[],"","",1,"","",21,"",[10639],[10665],"[8,2,1,6,27]",1,"",[],8,"","","",[],"","",1
1080,"holy_path","Consecrated Path","Slams the ground at a targeted location. If an enemy is near where you target, you'll teleport to it from a short distance away, slam, and create an area of consecrated ground. Can't be supported by Multistrike, and requires a Sword, Axe, Mace, Sceptre, Staff or Unarmed.","HolyPath","Art/2DArt/SkillIcons/HolyPath.dds","[1,22,20]","[19,0,7,33,31,6,8,28,91,14]","[9,10,15,11,16,12,32,17,14,36,57]","","",1,"","",21,1,"[8370,8371]","[24,434]",[],1,1,[8345],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1081,"smite","Smite","Performs a melee attack, and causes lightning to strike a targeted location or nearby enemy, dealing damage in an area. If the melee strike hits a target, that enemy cannot also be hit by the area damage. If this skill hits an enemy, you gain an aura buff, granting you and your allies additional lightning damage for a duration. Requires a Sword, Axe, Mace, Sceptre, Staff or Unarmed.","Smite","Art/2DArt/SkillIcons/Smite.dds","[1,2]","[19,0,7,8,23,6,20,38,4,30]","[9,10,15,11,16,12,32,17,14,36,57]","","",1,"","",21,1,[8369],[24],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1082,"flare","Throw Flare","Drops a Flare at your feet. The Flare temporarily illuminates an area, protecting those within its radius from the darkness. The Flare fades over its duration.","DelveFlareMortar","Art/2DArt/SkillIcons/FlareSkill.dds","[1,8,23]","[2,56,63,84,89]",[],"","",1,"","",21,"",[],[],[],"","",[],8,"","","",[],"","",1
1083,"execute_geal","","","ExecuteGEAL","","[1,4,2]",[31],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1084,"execute_corpse_geal","","","ExecuteGEAL","",[6],[31],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1085,"dynamite","Throw Dynamite","Throws a stick of Dynamite to the target location which explodes after a short delay. Deals damage to enemies within the radius based on their Rarity. Can be used to destroy Fractured Walls.","DelveDynamiteMortar","Art/2DArt/SkillIcons/DynamiteSkill.dds","[1,8,22]","[2,56,6,7,13,14,15,21,31,63,84,89]",[],"","",1,"","",21,"",[],[],[],"","",[],8,"","","",[],"","",1
1086,"virulent_arrow","Scourge Arrow","Channel to infuse an arrow with chaos, gaining stages while it is held. Release to fire it, leaving spore pods in its wake. Each spore pod blooms, firing thorn arrows, which travel for a short time before dissipating. Modifiers that cause additional projectiles to be fired will only apply to the initial arrows, and the spore pods will be split between those arrows.","VirulentArrow","Art/2DArt/SkillIcons/VirulentArrowSkillIcon.dds","[18,11,22]","[0,40,57,2,56,14,6,47,41]",[13],"","",1,"","",21,1,[8374],[24],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1087,"dynamite_boom","","","Dynamite","Art/2DArt/BuffIcons/DivineFlare.dds",[1],[31],[],"","",1,"","",21,"",[],[],[],"","",[],8,"","","",[],"","",1
1088,"flare_impact","","","Flare","Art/2DArt/BuffIcons/DivineFlare.dds",[1],[31],[],"","",1,"","",21,"",[],[],[],"","",[],8,"","","",[],"","",1
1089,"rain_of_spores","Toxic Rain","Fire arrows into the air that rain down around the targeted area, dealing damage to enemies they hit and creating spore pods where they land. Each spore pod deals chaos damage over time to nearby enemies and slows their movement speed. The pods last for a duration before bursting, dealing area damage.","RainOfSpores","Art/2DArt/SkillIcons/RainOfSpores.dds","[1,2]","[0,40,57,7,10,14,13,15,6,41,8,34,61,41,31,88]",[13],"","",1,"",1,21,1,"[8375,8376,8377]","[24,173,450]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1090,"triggered_rain_of_spores","Toxic Rain","Fire arrows into the air that rain down around the targeted area, dealing damage to enemies they hit and creating spore pods where they land. Each spore pod deals chaos damage over time to nearby enemies and slows their movement speed. The pods last for a duration before bursting, dealing area damage.","RainOfSpores","Art/2DArt/SkillIcons/RainOfSpores.dds","[1,2]","[0,40,57,7,10,14,13,15,6,41,8,34,61,41,31,88,36,49,89]",[13],"","",1,"",1,21,1,"[8375,8376,8377]","[24,173,450]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1091,"summon_relic","Summon Holy Relic","Summon a Holy Relic that stays near you. When you hit an enemy with an attack, the Holy Relic triggers a nova spell, with a very short cooldown, that deals physical damage to enemies and grants life regeneration to allies. This life regeneration is higher when applied to minions.","SummonRelic","Art/2DArt/SkillIcons/HolyRelicSkillIcon.dds","[1,2]","[31,15,5,17,21,1,14,13,76,89]",[],"","",1,"","",21,1,[],[],"[6,1,7,36,8,27]",1,1,[],8,"","","",[],"","",1
1092,"champion_of_light_teleport","","","ChampionTeleport","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1093,"proto_pizza_slam","","","ProtoPizzaSlam","","[4,1,2]","[0,6,7]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,27,3,35,15,14,28,12,26,17,16,11,10,29,18,19,13]","","",1
1094,"proto_abyss_slam","","","ProtoAbyssSlam","","[4,1,2]","[0,6,7,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1095,"proto_pizza_slice","","","ProtoPizzaSlice","","[4,1,2]","[0,6,7,2,10,40]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,27,3,35,15,14,28,12,26,17,16,11,10,29,18,19,13]","","",1
1096,"proto_projectile_shield","","","ProtoProjectileShield","","[4,1,2]","[0,2,10,40]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1097,"spawn_object","","","SpawnObject","","[4,1,2]",[31],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1098,"relic_triggered_nova","","","RelicHolyNova","",[4],"[1,6,7,49,31,36,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1099,"single_ground_laser","","","SingleGroundLaser","","[2,3]","[1,6,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1100,"epic_chest_pulse","","","EpicChestPulse","","[1,2]","[1,6,7,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1101,"delete_target_delve","","","DeleteTarget","","[15,8]",[39],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1102,"create_expanding_ring","","","CreateExpandingRing","","[4,1,2]","[1,6,7,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1103,"reverse_expanding_ring","","","ReverseExpandingRing","","[4,1,2]","[1,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1104,"spawn_blood_meteors","","","SpawnBloodMeteors","",[2],"[1,6,7,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1105,"fire_blood_meteors","","","FireBloodMeteors","",[2],"[1,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1106,"spirit_bomb","","","SpiritBomb","",[2],"[1,6,7,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1107,"place_objects_along_path","","","PlaceObjectsAlongPath","","[1,2,4]","[21,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1108,"create_cutout_circle","","","CreateCutoutCircle","",[4],"[1,6,7,31,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1109,"detonate_cutout_circle","","","DetonateCutoutCircle","",[4],"[1,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1110,"transition_beam","","","TransitionBeam","",[7],"[1,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1111,"qiongqi_tornadoes","","","QiongqiTornadoes","","[1,15]",[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1112,"winter_orb","Winter Orb","Channel to conjure an orb above you, which pelts nearby enemies with projectiles that impact the ground and explode. Channelling for longer builds up stages on the skill. When you stop channelling, the stages decay over a duration.","FrostFury","Art/2DArt/SkillIcons/FrostFury.dds",[1],"[1,47,29,6,7,8,2,14,71,81,99]",[],"","",1,"","",21,1,"[8697,8756,8757]","[24,8418,8758]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1113,"flicker_thrust","Flicker Thrust","","FlickerThrust","",[2],"[0,19,20]",[],"","",1,"FlickerThrust","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1114,"monster_haste","","","CastAuraSpeed","Art/2DArt/SkillIcons/auraspeed.dds",[4],"[1,7,4,11,22,14,38,63,31,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1115,"monster_wrath","","","CastAuraLightningDamage","Art/2DArt/SkillIcons/auralightning.dds",[4],"[1,7,4,11,22,14,38,30,63,31,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1116,"monster_fire_resist_aura","","","CastAuraFireResistance","Art/2DArt/SkillIcons/aurafireresist.dds",[4],"[1,7,4,11,22,14,38,28,63,31,71,89]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1117,"monster_cold_resist_aura","","","CastAuraColdResistance","Art/2DArt/SkillIcons/auracoldresist.dds",[4],"[1,7,4,11,22,14,38,29,63,31,71,89]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1118,"monster_lightning_resist_aura","","","CastAuraLightningResistance","Art/2DArt/SkillIcons/auralightningresist.dds",[4],"[1,7,4,11,22,14,38,30,63,31,71,89]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1119,"rending_steel","Rending Steel (NOT CURRENTLY USED)","[UNUSED] Slash in an arc, hitting with all weapons and Impaling enemies hit. Enemies struck release a burst of shards backward, dealing damage behind them. Only works with Axes and Swords.","RendingSteel","Art/2DArt/SkillIcons/LancingSteel.dds","[1,2]","[0,7,23,19,27]","[9,10,15,11,16]","","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1120,"lancing_steel","Lancing Steel","","LancingSteel","Art/2DArt/SkillIcons/LancingSteel.dds","[1,2]","[0,2,6,10,40,27,81]","[9,10,15,11,16]","","",1,"","",21,1,"[8703,8734,8737,13071]","[24,8736,8422,173]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1121,"storm_brand","Storm Brand","Creates a magical brand which can attach to a nearby enemy. It periodically activates while attached, firing beams which deal damage to nearby enemies and those around them. The brand will detach if the enemy dies.","ConduitSigil","Art/2DArt/SkillIcons/ConduitSigil.dds","[1,2]","[1,6,7,30,18,8,14,13,15,31,21,64,71]",[],"","",1,"","",21,1,"[8684,8680,8698]","[8682,8679,24]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1122,"zana_player_bubble","","","ZanaPlayerBubble","",[3],"[1,7,4,71]",[],"","",1,"ZanaPlayerBubble","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1123,"focus","Focus","Focus your power, granting yourself the Focused buff.","Focus","Art/2DArt/SkillIcons/DjinnFocus.dds",[4],"[4,1,63,89]",[],"","",1,"Focus","",21,1,"[8573,8732,14573]","[6294,3341,9386]",[],1,1,[],8,"","","",[],"","",1
1124,"banner_war","War Banner","Casting once reserves mana to carry a banner which increases the accuracy of nearby allies, and physical damage taken by nearby enemies. Gain stages by killing enemies while carrying the banner. Casting the skill again places the banner, ending the mana reservation. Once placed, it becomes more powerful for each stage gained. You cannot have multiple banners at the same time.","BloodstainedBanner","Art/2DArt/SkillIcons/WarBanner.dds",[1],"[4,7,1,8,11,38,63,71,70,27,87,84,85,89]",[],"","",1,"","",21,1,"[8695,8727,15039]","[14021,1934,14740]",[],1,1,[],8,"","","",[],"","",1
1125,"banner_dread","Dread Banner","Casting once reserves mana to carry a banner which makes nearby allies inflict impale with attacks, and lessens the accuracy of nearby enemies. Gain stages by impaling enemies while carrying the banner. Casting the skill again places the banner, ending the mana reservation. Once placed, it becomes more powerful for each stage gained. You cannot have multiple banners at the same time.","PuresteelBanner","Art/2DArt/SkillIcons/DreadBanner.dds",[1],"[4,7,1,8,11,38,63,71,70,27,87,84,85,89]",[],"","",1,"","",21,1,"[8695,8726,15038]","[14021,1934,14740]",[],1,1,[],8,"","","",[],"","",1
1126,"betrayal_siege_cannon","","","BetrayalSiegeCannon","","[1,2,8]","[6,1,7,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1127,"feast_of_flesh","Feast of Flesh","Consume a number of corpses around you to recover life, mana and energy shield.","FeastOfFlesh","Art/2DArt/SkillIcons/FeastofFlesh.dds",[4],"[1,7,31,71,83]",[],"","",1,"FeastOfFlesh","",21,"",[],[],[],1,"",[],8,"","","",[],"","",1
1128,"shattering_steel","Shattering Steel","Swing an Axe or Sword, consuming Steel Shards to gain a Steel Ward that protects you for a duration, and fire projectiles which shatter on impact or soon after being launched, dealing area damage in front of where they shatter. Steel Shards are gained with the Call of Steel Skill.","ShatteringSteel","Art/2DArt/SkillIcons/ShatteringSteel.dds","[1,2]","[0,2,6,10,40,7,27,56,95]","[9,10,15,11,16]","","",1,"","",21,1,"[8666,8701,8702,13016]","[8667,24,173,13010]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1129,"donut_circle","","","DonutCircle","","[1,2]",[1],[],"","",1,"DonutCircle","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1130,"revive_monsters_in_cone","","","ReviveMonstersInCone","",[6],[1],[],"","",1,"ReviveMonstersInCone","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1131,"create_monster_from_corpses","","","CreateMonsterFromCorpses","",[6],[1],[],"","",1,"CreateMonsterFromCorpses","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1132,"arcane_wake","Arcane Wake","Create a slipstream at your location.","CastGroundEffect","Art/2DArt/SkillIcons/ArcaneWake.dds",[1],"[1,7,6,31,8,49,71,83,89,36,103]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",[],"","",1
1133,"armageddon_brand","Armageddon Brand","Creates a magical brand which can attach to a nearby enemy. It periodically activates while attached, causing a fiery meteor to fall from the sky. The brand will detach if the enemy dies.","CataclysmSigil","Art/2DArt/SkillIcons/ArmageddonBrand.dds","[1,2]","[1,6,7,28,8,14,13,15,31,21,64,71]",[],"","",1,"","",21,1,"[8683,8700,8699]","[8681,8439,24]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1134,"multi_reflection_beam","","","MultiReflectionBeam","",[15],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1135,"sigil_recall","Brand Recall","Recall your brands to you, detaching them from enemies and increasing attachment range until they next attach to an enemy. Spends a portion of each recalled brand's cost to cause it to activate.","SigilRecall","Art/2DArt/SkillIcons/RecallSigil.dds",[4],"[1,31,63,89]",[],"","",1,"","",21,1,"[8613,12204]","[3341,12203]",[],1,1,[8592],8,"","","",[],"","",1
1136,"monster_frost_fury","","","MonsterFrostFury","",[4],"[1,29,6,7,8,2,71,81]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1137,"geometry_projectiles_spell","","","GeometryProjectiles","","[2,1,4]",[31],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1138,"geometry_projectiles_attack","","","GeometryProjectilesAttack","","[2,1,4]",[31],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1139,"death_clap","","","DeathClap","","[1,2]","[6,1,7,71]",[],"","",1,"DeathClap","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1140,"riker_bomb_shot","","","RikerBombShot","","[1,2]",[31],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1141,"catarina_carpet_mortar","","","CatarinaCarpetMortar","","[2,1]","[2,56,1,6,7,13,14,15,21,31,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1142,"hand_slam","","","HandSlam","","[2,1]","[31,7]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1143,"spiky_donut","","","SpikyDonut","","[2,1]","[31,7,6,1,71]",[],"","",1,"SpikyDonut","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1144,"reaper_slam","","","ReaperSlam","","[2,1]","[31,7,1,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1145,"bone_slam","","","BoneSlam","","[2,1]","[31,7,1,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1146,"catarina_sideways_carpet_bomb","","","CatarinaSidewaysCarpetBomb","","[2,1]","[7,6]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1147,"catarina_rollout","","","CatarinaRollout_","","[2,1]","[7,6]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1148,"catarina_scythe","","","CatarinaScythe","","[2,1]","[7,6]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1149,"catarina_barrage","","","CatarinaBarrage","","[2,1]","[7,6]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1150,"monkey_throw","","","MonkeyThrow","",[3],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1151,"effect_driven_attack","","","EffectDrivenAttack","","[2,1,4]",[31],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1152,"effect_driven_spell","","","EffectDrivenSpell","","[2,1,4]",[31],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1153,"geometry_trigger","","","GeometryTrigger","","[2,1,4]",[31],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
1154,"volatile_wormhole_slam","","","VolatileWormholeSlam","",[2],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1155,"purifying_flame","Purifying Flame","A wave of divine fire deals damage in a line, then creates Consecrated Ground and deals damage in an area around the targeted location. A larger shockwave then expands outwards, damaging enemies standing on Consecrated Ground that were not already hit.","Sanctify","Art/2DArt/SkillIcons/PurifyingFlame.dds","[2,1,22]","[1,7,6,8,13,14,15,31,21,28,69,71,27]",[],"","",1,"","",21,1,"[9126,9110]","[8814,24]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1156,"multi_teleport_blackhole_projectile","","","MultiTeleportBlackholeProjectile","",[2],"[1,2,7,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1157,"rectangle_mortar_with_rotating_orbs","","","RectangleMortarWithRotatingOrbs","","[2,1]","[1,2,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1158,"camera_lens_expanding_donut","","","CameraLensExpandingDonut","",[2],"[1,34]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1159,"soulrend","Soulrend","Fires a projectile that turns towards enemies in front of it, damaging and piercing through those it hits, and leeching some of that damage as energy shield. As the projectile travels, it repeatedly applies a short but powerful chaos damage over time debuff to each enemy in an area around it.","Soulrend","Art/2DArt/SkillIcons/Soulrend.dds","[2,1]","[1,7,8,2,34,6,41,21,31,13,15,14,69,71,56]",[],"","",1,"","",21,1,"[9104,9105]","[24,173]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1160,"dark_ritual","Bane","Applies a debuff to enemies in an area, which deals chaos damage over Time. Linked hex curses are also applied to those enemies. The debuff deals more damage and lasts longer for each hex applied this way.  This skill cannot be used by Totems, Traps, or Mines.","DarkRitual","Art/2DArt/SkillIcons/DarkRitual.dds","[2,1,22]","[1,7,8,34,41,21,55,31,48,69,71,96]",[],"","",1,"","",21,1,"[9107,9108]","[24,434]",[],1,1,[],8,"","","","[16,10,11,17,12,13]","","",1
1161,"wave_of_conviction","Wave of Conviction","An expanding wave of energy surges forward, damaging enemies in a cone-shaped area over a duration. Each enemy hit is inflicted with Exposure matching the element of which they took the highest damage. Only one Wave of Conviction can be active at a time","Purge","Art/2DArt/SkillIcons/Purge.dds","[2,1]","[1,7,6,8,13,14,15,31,28,30,69,21,71,27]",[],"","",1,"","",21,1,"[9116,9117,9118]","[24,215,9260]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1162,"spell_damage_aura","Zealotry","Casts an aura that grants bonuses to damage and critical strike chance of spells to you and your allies, and gives a chance to create Consecrated Ground against stronger enemies.","CastAuraSpellDamage","Art/2DArt/SkillIcons/SpellDamageAura.dds",[4],"[1,7,4,11,22,14,38,63,71,80,84,85,89]",[],"","",1,"Spell Damage Aura","",21,1,"[9048,9047,9049,15037,15067]","[14000,1934,14021,14740,14919]",[],1,1,[],8,"","","",[],"","",1
1163,"storm_burst_new","Storm Burst","Unleash orbs of energy while you channel that repeatedly jump towards the targeted location until their duration expires, dealing damage in small area after each jump. When you stop channelling, all remaining orbs explode, dealing higher damage in a larger area.","StormBurstNew","Art/2DArt/SkillIcons/StormBurst.dds","[18,17,23]","[1,6,14,30,47,7,8,71,27]",[],"","",1,"","",21,1,"[6353,6354,6470]","[219,434,24]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
