"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","rid"
2303,3084,186,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
2304,3085,"","",5306,[],[21],[],"",[],[15],"",[],"",[],[],""
2305,3087,187,"","",[1368],[23],[],"",[82],[13],"",[],"",[],[],""
2306,3088,"","","","[347,9196]",[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","","[-50,60]",[36],"",[],"",[],[],""
2307,3089,"","","",[347],[],[5409],"",[4],[36],"",[],"",[],[],""
2308,3090,"","",5307,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
2309,3091,"",5308,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2310,3092,"",5309,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2311,3093,"",5310,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2312,3094,"",5311,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2313,3095,"","",5312,[],[24],[],"",[],[10],"",[],"",[],[],""
2314,3096,"","",5313,[],[24],[],"",[],[10],"",[],"",[],[],""
2315,3097,"","","",[347],[],"[5649,5650,5651,5653,5652]","",[20],[36],"",[],"",[],[],""
2316,3099,190,"","",[1368],[23],[],"",[83],[13],"",[],"",[],[],""
2317,3100,"",5314,"",[],"[7,56,6,8,14,57,11,16,12,17,9,10,15,32]",[],"",[],"[1,4]","",[],"",[],[],""
2318,3101,"","","",[347],[],"[5407,5621]","",[7],[36],"",[],"",[],[],""
2319,3102,"","",5315,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
2320,3103,"",5316,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2321,3104,"",5317,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2322,3105,"",5318,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2323,3106,"",5319,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2324,3107,"",5320,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2325,3109,"","",5321,[9905],[24],[],"",[166],[10],"",[],"",[],[],""
2326,3108,"","",5322,[],[24],[],"",[],[10],"",[],"",[],[],""
2327,3110,"",5323,"",[],"[9,10,12,11,15,16,17,32]",[],"",[],"[1,4]","",[],"",[],[],""
2328,3112,"","","",[],[],[],"",[],[20],"",[],"",[],[],""
2329,3113,"","","","[347,12433]",[],[5764],"","[4,-1]",[36],"",[],"",[],[],""
2330,3114,"","","","[347,1302]",[],[5505],"","[2,3]",[36],"",[],"",[],[],""
2331,3115,"","",5324,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
2332,3116,"",5325,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2333,3117,"",5326,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2334,3118,"",5327,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2335,3119,"",5328,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2336,3120,"","",5329,[],[24],[],"",[],[10],"",[],"",[],[],""
2337,3121,"",5330,"",[],"[7,56,8,6,9,10,11,12,15,16,17,32]",[],"",[],"[1,4]","",[],"",[],[],""
2338,3123,"",5331,"",[],[26],[],"",[],[4],"",[],"",[],[],""
2339,3124,"","",5332,[],[24],[],"",[],[10],"",[],"",[],[],""
2340,3125,"",5333,"",[],[26],[],"",[],[4],"",[],"",[],[],""
2341,3126,"",5334,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2342,3128,"",5335,"",[],[26],[],"",[],[4],"",[],"",[],[],""
2343,3129,"","",5336,[],[24],[],"",[],[10],"",[],"",[],[],""
2344,3130,"","","",[347],[],[5886],"",[1],[36],"",[],"",[],[],""
2345,3131,"","",5337,[],[24],[],"",[],[10],"",[],"",[],[],""
2346,3132,"","",5338,[],[24],[],"",[],[10],"",[],"",[],[],""
2347,3134,"","","","[347,2678,9196]",[],"[5400,5609]","","[22,4,33]",[36],"",[],"",[],[],""
2348,3135,"","","",[1222],[],"[5532,5548,5534,5535,5541,5546,5542,5566,5688,5830,5826]","",[14],[36],"",[],"",[],[],""
2349,3136,"","","","[347,2678,8678]",[],[5761],"","[2,8,2]",[36],"",[],"",[],[],""
2350,3137,"","","",[12126],[],[5880],"",[3],[36],"",[],"",[],[],""
2351,3138,"","","",[347],[],[5762],"",[1],[36],"",[],"",[],[],""
2352,3140,"",5339,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2353,3142,"",5340,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2354,3143,"",5341,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2355,3144,"",5342,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2356,3145,"",5343,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2357,3146,"",5344,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2358,3147,"","",5345,[],[24],[],"",[],[10],"",[],"",[],[],""
2359,3148,"","",5346,[],[24],[],"",[],[10],"",[],"",[],[],""
2360,3149,"","",5347,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
2361,3150,"",5348,"",[],"[7,56,8,6,9,10,11,12,15,17,16,32,14,57]",[],"",[],"[1,4]","",[],"",[],[],""
2362,3151,198,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
2363,3152,"","",5349,[],[21],[],"",[],[15],"",[],"",[],[],""
2364,3153,199,"","",[1368],[23],[],"",[84],[13],"",[],"",[],[],""
2365,3155,"","","","[347,9196]",[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","","[-53,66]",[36],"",[],"",[],[],""
2366,3156,"","","","[347,1302]",[],"[5443,5640]","","[8,4]",[36],"",[],"",[],[],""
2367,3157,"","","",[347],[],"[5664,5666,5665,5667,5695]","",[-3],[36],"",[],"",[],[],""
2368,3158,"",5350,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2369,3159,"",5351,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2370,3160,"",5352,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2371,3161,"",5353,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2372,3162,"",5354,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2373,3163,"","",5355,[],[24],[],"",[],[10],"",[],"",[],[],""
2374,3164,"","",5356,[],[24],[],"",[],[10],"",[],"",[],[],""
2375,3165,"","",5357,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
2376,3166,"",5358,"",[],"[9,10,11,15,16,17,14,57,12,32]",[],"",[],"[1,4]","",[],"",[],[],""
2377,3167,200,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
2378,3168,"","",5359,[],[21],[],"",[],[15],"",[],"",[],[],""
2379,3169,201,"","",[1368],[23],[],"",[85],[13],"",[],"",[],[],""
2380,3171,"","","","[347,9196]",[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","","[-54,67]",[36],"",[],"",[],[],""
2381,3172,"","","",[1222],[],"[5532,5548,5534,5535,5541,5546,5542,5566,5688,5830,5826]","",[15],[36],"",[],"",[],[],""
2382,3173,"","","",[347],[],"[5561,5617]","",[17],[36],"",[],"",[],[],""
2383,3174,"","","",[347],[],"[5664,5666,5665,5667,5695]","",[-4],[36],"",[],"",[],[],""
2384,3175,"",5360,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2385,3176,"",5361,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2386,3177,"",5362,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2387,3178,"",5363,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2388,3179,"",5364,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2389,3180,"","",5365,[],[24],[],"",[],[10],"",[],"",[],[],""
2390,3181,"","",5366,[],[24],[],"",[],[10],"",[],"",[],[],""
2391,3182,"","",5367,[],[21],[],"",[],[15],"",[],"",[],[],""
2392,3184,202,"","",[1368],[23],[],"",[86],[13],"",[],"",[],[],""
2393,3185,"",5371,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2394,3186,"",5372,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2395,3187,"",5373,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2396,3188,"",5374,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2397,3189,"",5375,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2398,3190,"","",5376,[],[24],[],"",[],[10],"",[],"",[],[],""
2399,3191,"","","","[347,12048]",[],[5764],"","[5,23]",[36],"",[],"",[],[],""
2400,3192,"","","","[347,15883]",[],[5896],"","[2,2]",[36],"",[],"",[],[],""
2401,3208,"",5377,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2402,3209,"",5378,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2403,3210,"",5379,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2404,3211,"",5380,"",[14191],[25],[],"",[1],[7],"",[],"",[],[],""
2405,3212,"",5381,"",[14191],[23],[],"",[1],[12],"",[],"",[],[],""
2406,3213,"",5382,"",[14191],[22],[],"",[1],[11],"",[],"",[],[],""
2407,3214,"",5383,"",[14191],[24],[],"",[1],[9],"",[],"",[],[],""
2408,3215,"","",5384,[14191],[24],[],"",[1],[10],"",[],"",[],[],""
2409,3216,"","",5385,[14191],[24],[],"",[1],[10],"",[],"",[],[],""
2410,3217,"",5386,"",[14192],"[6,7,56,8,9,10,11,12,13,14,57,15,16,17,32]",[],"",[1],"[1,4]","",[],"",[],[],""
2411,3218,203,"","",[14193],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[1],"[2,5]","",[],"",[],[],""
2412,3219,"","","","[319,14191]",[4],[],"","[168,1]",[14],"",[],"",[],[],""
2413,3221,"","",5387,[14191],[21],[],"",[1],[15],"",[],"",[],[],""
2414,3222,204,"","","[1368,14191]",[23],[],"","[90,1]",[13],"",[],"",[],[],""
2415,3224,"",5388,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2416,3225,"",5389,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2417,3226,"",5390,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2418,3227,"",5391,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2419,3228,"","",5392,[],[24],[],"",[],[10],"",[],"",[],[],""
2420,3229,"",5393,"",[],"[11,16,9,10,15,17,14,57,13,12,17,32]",[],"",[],"[1,4]","",[],"",[],[],""
2421,3230,"",5394,"",[],[26],[],"",[],[4],"",[],"",[],[],""
2422,3231,"","",5395,[],[21],[],"",[],[15],"",[],"",[],[],""
2423,3233,"","","",[347],[],[5891],"",[2],[36],"",[],"",[],[],""
2424,3232,"","","","[347,1302,9327]",[],[5426],"","[3,1,-1]",[36],"",[],"",[],[],""
2425,3234,"","","",[347],[],[5738],"",[6],[36],"",[],"",[],[],""
2426,3235,"",5396,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2427,3236,"",5397,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2428,3237,"",5398,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2429,3238,"",5399,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2430,3239,"","",5400,[],[24],[],"",[],[10],"",[],"",[],[],""
2431,3240,"",5401,"",[],"[7,56,6,8,9,10,11,12,32,15]",[],"",[],"[1,4]","",[],"",[],[],""
2432,3241,"","","","[347,4823]",[],"[5660,5659]","","[5,31]",[36],"",[],"",[],[],""
2433,3242,"","","","[347,9196]",[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","","[-55,70]",[36],"",[],"",[],[],""
2434,3243,"","","","[347,1302]",[],[5699],"","[3,5]",[36],"",[],"",[],[],""
2435,3244,"","","",[347],[],[5700],"",[3],[36],"",[],"",[],[],""
2436,3245,"","","","[347,1302]",[],"[5701,5757]","","[2,6]",[36],"",[],"",[],[],""
2437,3246,"","","","[347,1302]",[],[5702],"","[7,5]",[36],"",[],"",[],[],""
2438,3247,"","","","[347,9196,2678,1725,14235]",[],[5783],"","[1,73,-3,4,1]",[36],"",[],"",[],[],""
2439,3248,"","","","[347,2678,13983,1302]",[],[5510],"","[1,4,1,1]",[36],"",[],"",[],[],""
2440,3249,"",5368,"",[],[26],[],"",[],[4],"",[],"",[],[],""
2441,3250,"","",5369,[],[24],[],"",[],[10],"",[],"",[],[],""
2442,3251,"","","",[347],[],[5829],"",[3],[36],"",[],"",[],[],""
2443,3253,"","","",[347],[],[5790],"",[2],[36],"",[],"",[],[],""
2444,3254,"","","",[347],[],[5895],"",[1],[36],"",[],"",[],[],""
2445,3255,"","",5370,[],[21],[],"",[],[15],"",[],"",[],[],""
2446,3256,"","","","[347,9196,2678,1725,14235]",[],[5783],"","[2,72,9,5,2]",[36],"",[],"",[],[],""
2447,3257,"","","",[347],[],[5782],"",[2],[36],"",[],"",[],[],""
2448,3258,"","","",[347],[],"[5604,5605,5606,5929]","",[1],[36],"",[],"",[],[],""
2449,3259,"","",5402,[],[24],[],"",[],[10],"",[],"",[],[],""
2450,3260,"","","","[347,1302]",[],[5417],"","[1,1]",[36],"",[],"",[],[],""
2451,3261,"","","",[347],[],[5813],"",[1],[36],"",[],"",[],[],""
2452,3262,206,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],""
2453,3264,"",5403,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2454,3265,"",5404,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2455,3266,"",5405,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2456,3267,"",5406,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2457,3270,"",5407,"",[],"[14,57,11,16,13,12,17,32,9,13,10]",[],"",[],"[1,4]",1,[],"",[],[],""
2458,3272,207,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],""
2459,3274,"",5408,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2460,3275,"",5409,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2461,3276,"",5410,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2462,3277,"",5411,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2463,3278,"","",5412,[],[24],[],"",[],[10],"",[],"",[],[],""
2464,3281,"",5413,"",[],"[9,15,17,16,10,11,12,32]",[],"",[],"[1,4]",1,[],"",[],[],""
2465,3283,223,"","",[1368],[23],[],"",[92],[13],"",[],"",[],[],""
2466,3284,208,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],""
2467,3286,"",5415,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2468,3287,"",5416,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2469,3288,"",5417,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2470,3289,"",5418,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2471,3290,"",5419,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2472,3291,"",5420,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2473,3292,"","",5421,[],[24],[],"",[],[10],"",[],"",[],[],""
2474,3293,"","",5422,[],[24],[],"",[],[10],"",[],"",[],[],""
2475,3294,"",5423,"",[],"[7,8,6,9,10,11,12,32,15,56]",[],"",[],"[1,4]","",[],"",[],[],""
2476,3295,209,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
2477,3296,"","",5424,[],[21],[],"",[],[15],"",[],"",[],[],""
2478,3298,210,"","",[1368],[23],[],"",[88],[13],"",[],"",[],[],""
2479,3299,"","","",[347],[],[5440],"",[1],[36],"",[],"",[],[],""
2480,3300,"","","","[347,9196]",[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","","[-56,81]",[36],"",[],"",[],[],""
2481,3301,"",5425,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2482,3302,"",5426,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2483,3303,"",5427,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2484,3304,"",5428,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2485,3305,"",5429,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2486,3306,"","",5430,[],[24],[],"",[],[10],"",[],"",[],[],""
2487,3307,"","",5431,[],[24],[],"",[],[10],"",[],"",[],[],""
2488,3308,"",5432,"",[],"[7,56,8,6,14,57,13,20]",[],"",[],"[1,4]","",[],"",[],[],""
2489,3309,211,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
2490,3310,"","",5433,[],[21],[],"",[],[15],"",[],"",[],[],""
2491,3312,212,"","",[1368],[23],[],"",[89],[13],"",[],"",[],[],""
2492,3313,"","","","[347,9196]",[],"[5418,5623]","","[4,83]",[36],"",[],"",[],[],""
2493,3314,"","","","[347,9196]",[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","","[-57,80]",[36],"",[],"",[],[],""
2494,3315,"",5434,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2495,3316,"",5435,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2496,3317,"",5436,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2497,3318,"",5437,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2498,3319,"",5438,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2499,3320,"","",5439,[],[24],[],"",[],[10],"",[],"",[],[],""
2500,3321,"","",5440,[],[24],[],"",[],[10],"",[],"",[],[],""
2501,3322,213,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
2502,3324,"","",5441,[],[21],[],"",[],[15],"",[],"",[],[],""
2503,3325,214,"","",[1368],[23],[],"",[91],[13],"",[],"",[],[],""
2504,3326,"","","",[1302],[],[5416],"",[6],[36],"",[],"",[],[],""
2505,3327,"","","",[347],[],"[5690,5692]","",[8],[36],"",[],"",[],[],""
2506,3328,218,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
2507,3329,219,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
2508,3330,220,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
2509,3331,221,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
2510,3332,"","","","[347,1302]",[],[5874],"","[3,3]",[36],"",[],"",[],[],""
2511,3333,"","","",[347],[],[5687],"",[7],[36],"",[],"",[],[],""
2512,3334,"","","","[347,2678,1302,12048]",[],"[5522,5612]","","[1,19,1,32]",[36],"",[],"",[],[],""
2513,3335,"",5442,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2514,3336,"",5443,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2515,3337,"",5444,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2516,3338,"",5445,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2517,3339,"",5446,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2518,3340,"",5447,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2519,3341,"",5448,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2520,3342,"",5449,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2521,3343,"",5450,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2522,3344,"",5451,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2523,3345,"",5452,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2524,3346,"",5453,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2525,3347,"",5454,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2526,3348,"",5455,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2527,3349,"",5456,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2528,3350,"",5457,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2529,3351,"",5458,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2530,3352,"",5459,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2531,3353,"",5460,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2532,3354,"",5461,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2533,3355,"","",5462,[],[24],[],"",[],[10],"",[],"",[],[],""
2534,3356,"","",5463,[],[24],[],"",[],[10],"",[],"",[],[],""
2535,3357,"","",5464,[],[24],[],"",[],[10],"",[],"",[],[],""
2536,3358,"","",5465,[],[24],[],"",[],[10],"",[],"",[],[],""
2537,3359,"","",5466,[],[24],[],"",[],[10],"",[],"",[],[],""
2538,3360,"","",5467,[],[24],[],"",[],[10],"",[],"",[],[],""
2539,3361,"","",5468,[],[24],[],"",[],[10],"",[],"",[],[],""
2540,3362,"","",5469,[],[24],[],"",[],[10],"",[],"",[],[],""
2541,3363,"","",5470,[],[24],[],"",[],[10],"",[],"",[],[],""
2542,3364,"","",5471,[],[24],[],"",[],[10],"",[],"",[],[],""
2543,3365,"",5472,"",[],"[9,10,11,15,16,12,17,7,56,8,6,14,57,13,32]",[],"",[],"[1,4]","",[],"",[],[],""
2544,3366,215,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
2545,3367,"","","",[347],[],[5415],"",[2],[36],"",[],"",[],[],""
2546,3368,"","","",[347],[],"[5405,5639]","",[1],[36],"",[],"",[],[],""
2547,3369,"","","","[347,2678,12048]",[],[5463],"","[1,4,26]",[36],"",[],"",[],[],""
2548,3370,"","","","[347,9196]",[],[5933],"","[1,85]",[36],"",[],"",[],[],""
2549,3371,"","","",[347],[],[5917],"",[1],[36],"",[],"",[],[],""
2550,3372,"","","",[347],[],"[5561,5617]","",[16],[36],"",[],"",[],[],""
2551,3373,"","","",[347],[],[5937],"",[1],[36],"",[],"",[],[],""
2552,3374,"",5473,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2553,3375,"",5474,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2554,3376,"",5475,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2555,3377,"",5476,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2556,3378,"","",5477,[],[24],[],"",[],[10],"",[],"",[],[],""
2557,3379,"","",5478,[],[24],[],"",[],[10],"",[],"",[],[],""
2558,3380,217,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
2559,3381,"","","","[347,1302,12048]",[],[5907],"","[1,1,7]",[36],"",[],"",[],[],""
2560,3382,"",5479,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2561,3383,"",5480,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2562,3384,"",5481,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2563,3385,"",5482,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2564,3386,"","",5483,[],[24],[],"",[],[10],"",[],"",[],[],""
2565,3387,222,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
2566,3388,"","",5484,[],[21],[],"",[],[15],"",[],"",[],[],""
2567,3390,"","","",[347],[],[5792],"",[5],[36],"",[],"",[],[],""
2568,3391,"","","",[347],[],"[5506,5625]","",[2],[36],"",[],"",[],[],""
2569,3392,"","","",[347],[],[5901],"",[1],[36],"",[],"",[],[],""
2570,3393,"","","","[347,4835,1302,14667,14668]",[],[5710],"","[5,13,5,1,1]",[36],"",[],"",[],[],""
2571,3394,"","",5485,[],[24],[],"",[],[10],"",[],"",[],[],""
2572,3395,"","","","[347,9196]",[],"[5771,5776,5884,5885,5881]","","[2,85]",[36],"",[],"",[],[],""
2573,3396,"","","",[347],[],[5645],"",[3],[36],"",[],"",[],[],""
2574,3397,"","","","[10370,347]",[],[5536],"","[2,2]",[36],"",[],"",[],[],""
2575,3398,"","","","[10370,347,2678,12048]",[],[5644],"","[2,2,4,26]",[36],"",[],"",[],[],""
2576,3399,"","","","[10370,347]",[],[5820],"","[2,2]",[36],"",[],"",[],[],""
2577,3400,"","","","[347,10370,12373]",[],[5576],"","[1,2,1]",[36],"",[],"",[],[],""
2578,3401,"",5486,"",[],[26],[],"",[],[4],"",[],"",[],[],""
2579,3402,"",5487,"",[],[13],[],"",[],[1],"",[],"",[],[],""
2580,3403,"",5488,"",[],[20],[],"",[],[4],"",[],"",[],[],""
2581,3404,"","","","[347,9196,15883]",[],[5896],"","[3,86,3]",[36],"",[],"",[],[],""
2582,3405,"","",5489,[],[24],[],"",[],[10],"",[],"",[],[],""
2583,3406,"","","",[319],[4],[],"",[167],[14],"",[],"",[],[],""
2584,3409,"","","",[347],[],[5814],"",[1],[36],"",[],"",[],[],""
2585,3410,"","","",[347],[],[5872],"",[1],[36],"",[],"",[],[],""
2586,3411,"",5490,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2587,3412,"",5491,"",[],[23],[],"",[],[12],"",[],"",[],[],""
2588,3413,"",5492,"",[],[22],[],"",[],[11],"",[],"",[],[],""
2589,3414,"",5493,"",[],[24],[],"",[],[9],"",[],"",[],[],""
2590,3415,"","","",[347],[],[5799],"",[1],[36],"",[],"",[],[],""
2591,3416,"","","","[347,12048,1725]",[],[5694],"","[2,27,3]",[36],"",[],"",[],[],""
2592,3417,"","",5494,[],[21],[],"",[],[15],"",[],"",[],[],""
2593,3418,"","","","[347,2678,8678]",[],[5761],"","[3,10,3]",[36],"",[],"",[],[],""
2594,3419,"",5495,"",[],"[7,56,6,8,9,10,11,15,16,17,14,57,32,13,20,12]",[],"",[],"[1,4]","",[],"",[],[],""
2595,3420,"",5496,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2596,3422,"","",5497,[],[24],[],"",[],[10],"",[],"",[],[],""
2597,3423,"","",5498,[],[24],[],"",[],[10],"",[],"",[],[],""
2598,3425,"","",5499,[],[21],[],"",[],[15],"",[],"",[],[],""
2599,3426,233,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
2600,3427,"",5500,"",[],"[7,56,6,8,9,10,11,12,32,15,16,17,13,20]",[],"",[],"[1,4]",1,[],"",[],[],""
2601,3429,"",5501,"",[],[25],[],"",[],[7],"",[],"",[],[],""
2602,3430,"",5502,"",[],[23],[],"",[],[12],"",[],"",[],[],""
