"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness"
7153,"DroolmawBoneLance","[499,4553]","[357,884,6794,175]","[6000,1,5,-50]",1.5,0.035
7154,"ExileBoneLance","[499,4553]","[357,173]","[6000,4]",1.2,0.035
7155,"ShakariTailStrike",[618],"[357,3195,4593]","[20000,15000,3]",2.6667,0.03
7156,"ShakariUpheaval",[],"[2107,1922,634]","[10,-25,30]",1,0
7157,"WalkEmergeHellionArenaUp",[6508],"[6505,6507,6506]","[600,250,30]",1,0
7158,"WalkEmergeHellionArenaUpForward",[6508],"[6505,6507,6506]","[600,270,165]",1,0
7159,"WalkEmergeHellionArenaForward",[],[6505],[450],1,0
7160,"WalkEmergeCrabDelve",[],[6505],[100],1,0
7161,"WalkEmergeDelveWetaUpForward",[6508],"[6505,6507]","[300,150]",1,0
7162,"WalkEmergeArakaaliCrawler",[6508],"[6505,6507]","[1300,-200]",1,0
7163,"WalkEmergeWolfDelve",[],[6505],[450],1,0
7164,"TentaclePortalWalkEmerge",[],"[6505,6507]","[150,-100]",1,0
7165,"WalkEmergeBestiaryHellion",[],[6505],[450],1,0
7166,"WalkEmergeBanditLordZombie",[],[6505],[200],1,0
7167,"WalkEmergeVaalCultistDelve",[],[6505],[100],1,0
7168,"WalkEmergeIncursionArchitect5Minion",[],"[6505,6507]","[258,-25]",1,0
7169,"WalkEmergeExile",[],[6505],[200],1,0
7170,"WalkEmergeBetrayal",[],[6505],[300],1,0
7171,"WalkEmergeBetrayalCatarina",[6508],"[6505,6507]","[200,100]",1,0
7172,"WalkEmergeSynthesis",[],[6505],[300],1,0
7173,"WalkEmergeFairgravesCrew",[6508],[6505],[400],1,0
7174,"WalkEmergeAtlasInfluenceMonster",[],[6505],[225],1,0
7175,"WalkEmergeAtlasExileGladiator",[],[6505],[450],1,0
7176,"WalkEmergeAtlasExileBasilisk",[],[6505],[450],1,0
7177,"WalkEmergeHeistGuard",[],[6505],[200],1,0
7178,"WalkEmergeHeistThug",[],[6505],[200],1,0
7179,"WalkEmergeHeistScience",[],[6505],[50],1,0
7180,"WalkEmergeHeistScienceRat",[],[6505],[200],1,0
7181,"WalkEmergeHeistRobotElevator",[],[6505],[1],1,0
7182,"WalkEmergeHeistRobotSkitterbot",[],[6505],[1],1,0
7183,"WalkEmergeHeistFriedrichSlave",[],[6505],[300],1,0
7184,"WalkEmergeTormentedSpirit",[],[6505],[300],1,0
7185,"WalkEmergeExpeditionCrab",[],[6505],[300],1,0
7186,"WalkEmergeExpeditionDeathKnight",[],[6505],[288],1,0
7187,"WalkEmergeExpeditionArmourCaster",[],[6505],[288],1,0
7188,"InfernalSweep",[618],"[1922,1101,344]","[-15,50,4]",0,0
7189,"ShakariBurrow",[618],"[634,1850,2720]","[-80,100,500]",1,0
7190,"CorpseEruption","[618,788,1997,499]","[357,6529,344,173,12987]","[8000,3,4,3,1000]",1.8179,0.0345
7191,"CorpseEruptionRoyale","[618,788,1997,499]","[357,6529,344,173,12987]","[5000,3,4,3,1000]",1.8179,0.0345
7192,"ElderCorpseEruption","[618,499]","[357,6529,344,173,2698,12987]","[10000,1,4,3,-50,1000]",4.3333,0.035
7193,"AbyssCorpseEruption","[618,499]","[357,6529,173,2698,12987,5759]","[4000,1,2,-60,1000,-33]",5,0.035
7194,"BestiaryCorpseEruption","[618,499,6540]","[357,6529,173,2698,12987,5759]","[4000,1,2,-60,1000,-33]",2,0.03
7195,"BestiaryBloodRavenCorpseEruption","[618,499]","[357,6529,173,2698,12987,5759]","[4000,1,2,-80,1000,-20]",2,0.035
7196,"DelveNecromancerCorpseEruption","[618,499]","[357,6529,173,2698,12987,5759]","[4000,1,2,-80,1000,-20]",2,0.035
7197,"ExileCorpseEruption","[618,499]","[357,6529,173,2698,12987]","[4000,1,2,-60,1000]",2.7778,0.035
7198,"KaruiElderCorpseEruption","[618,499]","[357,6529,173,2698,12987,5759]","[10000,5,2,-60,1000,-30]",2,0.035
7199,"BlightHoundBurrowEruption","[618,499]","[357,6529,173,2698,12987,5759]","[3000,1,2,-60,1000,-30]",2,0.04
7200,"ShakariQuicksand",[],"[357,5759]","[15500,20]",1,0
7201,"ShakariQuicksand2",[],"[357,5759]","[15500,80]",1,0
7202,"ShakariQuicksandBoss",[1923],[5759],[80],1,0
7203,"ShakariQuicksandBossStandalone",[],"[357,5759]","[7000,80]",1,0
7204,"IncursionArchitectBreachQuicksand",[],"[357,7936,5759]","[10000,1,30]",2.5,0.045
7205,"NinjaCopQuicksand",[],"[357,7936,5759]","[10000,2,-20]",2.5,0.045
7206,"SynthesisGuardian3Quicksand",[1923],"[7936,5759]","[3,10]",2.5,0.0475
7207,"SynthesisGuardian4Quicksand",[1923],"[7936,5759]","[3,10]",2.5,0.0475
7208,"SynthesisGuardian1QuicksandStandalone",[1923],"[7936,5759]","[8,10]",2.5,0.0475
7209,"SynthesisGuardian2QuicksandStandalone",[1923],"[7936,5759]","[9,10]",2.5,0.0475
7210,"SynthesisGuardian3QuicksandStandalone",[1923],"[7936,5759]","[10,10]",2.5,0.0475
7211,"SynthesisGuardian4QuicksandStandalone",[1923],"[7936,5759]","[11,10]",2.5,0.0475
7212,"SynthesisVenariusQuicksand",[1923],"[7936,5759]","[4,10]",2.5,0.0475
7213,"SynthesisVenariusQuicksand2",[1923],"[7936,5759]","[4,10]",2.5,0.0475
7214,"SynthesisVenariusQuicksand3",[1923],"[7936,5759]","[4,10]",2.5,0.0475
7215,"SynthesisVenariusQuicksand4",[1923],"[7936,5759]","[4,10]",2.5,0.0475
7216,"SynthesisVenariusQuicksand5",[1923],"[7936,5759]","[4,10]",2.5,0.0475
7217,"SynthesisSoulstealerQuicksand",[],"[357,7936,5759]","[6000,4,-10]",2.5,0.045
7218,"LegionMarakethRiderQuicksand",[],[357],[5000],1,0
7219,"HeistFreidrichQuickblood",[1923],[7936],[5],1.25,0.045
7220,"RitualLifeDaemonQuickSand",[],"[357,7936,2809]","[5000,6,-80]",1,0
7221,"SwampBehemothQuickswamp",[1923],"[7936,5759]","[7,100]",2,0.045
7222,"MavenBrainVoidsand",[1923],"[2698,346]","[-75,50]",4,0.055
7223,"MavenBrainVoidsand2",[1923],"[2698,346]","[-75,50]",4,0.055
7224,"MavenBrainVoidsand3",[1923],"[2698,346]","[-75,50]",4,0.055
7225,"CorpseMortar","[618,499]","[783,2504]","[5,20]",1.1111,0
7226,"HuhuGrubCorpseMortar","[618,499,6539]",[783],[5],1.1111,0
7227,"BestiaryCoreCorpseMortar","[618,499,6539]",[783],[5],1.1111,0
7228,"OakRainOfArrows","[499,618]","[357,6181,5759]","[2000,100,-35]",1,0
7229,"AliraRainOfArrows","[499,618]","[357,6181,5759]","[5000,100,-50]",1,0.043
7230,"OakSunder",[618],"[3837,1922]","[-60,-15]",1,0
7231,"OakSunderBlessing",[618],"[3837,5717]","[-60,2]",1,0
7232,"GarukhanStationaryTornado",[1930],"[357,5759]","[5000,-45]",0.67,0.03
7233,"GarukhanStationaryTornadoElder",[1930],"[357,1101,2698,5759]","[5000,50,-40,-40]",4,0.03
7234,"GarukhanStationaryTornadoObsidian",[1930],"[357,2698,5759]","[60000,-70,-45]",0.67,0.03
7235,"GarukhanStationaryTornadoMetamorph",[1930],"[357,5759]","[7000,-45]",0.67,0.03
7236,"TornadoShotStationaryTornadoMetamorph",[1930],"[357,5759]","[8000,-45]",0.35,0.03
7237,"ExpeditionStationaryTornado",[1930],"[357,5759]","[8000,-45]",0.67,0.03
7238,"DelveStationaryTornado",[1930],"[357,434,5759]","[10000,100,-50]",1.75,0.041
7239,"MonsterTornadoIncursion",[1930],"[357,434,5759]","[5000,100,-50]",3,0.041
7240,"MonsterTornadoDelve",[1930],"[357,434,5759]","[12000,100,-50]",3,0.041
7241,"QiongqiSpikedTornado",[1930],[357],[5000],2,0.041
7242,"NinjaCopTornado",[1930],[357],[8000],1.75,0.0625
7243,"BetrayalVaganSwordTornado",[1930],"[357,3195]","[6000,1500]",0.67,0.035
7244,"LegionHyrriWaterSprouts",[1930],"[357,434,5759]","[15000,100,-50]",2,0.041
7245,"WaterDjinnTornado",[1930],"[357,434,2698]","[7000,67,-70]",2,0.041
7246,"CorpseWarp",[618],"[344,6852,10298]","[6,3,200]",0.4026,0.0463
7247,"CorpseWarpBestiaryKiwethBoss",[618],[],[],2,0.035
7248,"ExileCorpseWarp",[618],[],[],1.6667,0.035
7249,"DelveNecromancerCorpseWarp",[618],[],[],1.6667,0.035
7250,"ShakariTrailBurrow",[],"[1922,1850,634]","[-14,100,-80]",1,0
7251,"ShakariTrailBurrow2",[],"[1922,1850,634]","[-14,100,-80]",1,0
7252,"UnholyTrioBallLightning","[499,4584]",[357],[30000],4.375,0.035
7253,"UnholyTrioBallLightningStandalone","[499,4584]",[357],[30000],4.375,0.035
7254,"SupportTriggerSpellOnAttack","[8402,6216]",[],[],1,0
7255,"SupportTriggerSpellOnBowAttack","[9216,6216]",[],[],1,0
7256,"DeceleratingProjectile",[499],[],[],1,0
7257,"DeceleratingProjectileKitava",[499],[6160],[1],1,0
7258,"DeceleratingProjectileZana",[499],[1922],[-33],1,0
7259,"DeceleratingProjectileZana2",[499],[173],[2],1,0
7260,"DeceleratingProjectileTora","[499,2303,12433]","[8739,1104,6160]","[150,20,1]",1,0
7261,"DeceleratingProjectileBetrayalScout",[499],"[1922,318]","[-33,-30]",1,0
7262,"DeceleratingProjectileRin",[499],"[1102,6160,8739,2521]","[75,2,100,5]",1,0
7263,"DeceleratingProjectileLegionTemplar",[499],[],[],1,0
7264,"DeceleratingProjectileLegionTemplarBoss","[499,9092,7088,4584,4553]","[1922,6831,783,318,1103]","[-71,40,74,56,75]",1,0
7265,"DeceleratingProjectileLegionHyrri","[499,4584,6851]","[1922,1102]","[-60,75]",1,0
7266,"DeceleratingProjectileLegionMarakethSergeant","[499,4584,6851]","[1922,6160,8739]","[-25,1,100]",1,0
7267,"DeceleratingProjectileAfflictionMinion","[499,4584,7088,1114]",[6160],[1],0.6,0.03
7268,"VilentaReflection",[],[],[],2.025,0.04
7269,"VilentaReflectionMap",[],[],[],8.1,0.04
7270,"DelveAbyssReflection",[],"[357,3195]","[15000,450]",2.8,0.05
7271,"DelveAbyssReflection2",[],"[357,3195]","[15000,400]",2.8,0.05
7272,"DelveAbyssReflection3",[],"[357,3195]","[15000,350]",2.8,0.05
7273,"DelveAbyssReflection4",[],"[357,3195]","[15000,200]",2.8,0.05
7274,"ElderGuardianReflectLaser",[],[660],[200],3.125,0.04
7275,"BetrayalScientistReflectionBeam",[],"[660,3195,357]","[200,300,5000]",2.5,0.04
7276,"VilentaGasMortar","[618,499,4584,6851]",[1101],[100],2.2,0.04
7277,"VilentaGasMortarMap","[618,499,4584,6851,8334]","[1101,2698]","[100,-70]",2.2,0.04
7278,"VilentaGasMortarMulti","[618,499,4584,6851]",[1101],[100],2.2,0.04
7279,"VilentaGasMortarMultiMap","[618,499,4584,6851,8334]","[1101,2698]","[100,-70]",1.3,0.04
7280,"SpectralSpinningWeapon",[499],[],[],1,0
7281,"VilentaPillarHop",[],[],[],1,0
7282,"MachinariumFireSlam",[618],"[1101,634,1922,2698]","[80,100,29,-80]",1,0
7283,"MachinariumColdSlam",[618],"[1102,634,1922,357,1754,2698,3371]","[80,50,2,2000,15,-80,80]",1,0
7284,"MachinariumLightningSlam",[618],"[1103,634,2698]","[80,20,-50]",1,0
7285,"MachinariumLightningSlam2",[618],"[1103,634,2698]","[80,20,-50]",1,0
7286,"MachinariumFireRockfall",[618],"[357,612,7356,7357,2698,5759]","[1000,500,25,1,-30,-22]",2.5,0.055
7287,"MachinariumColdRockfall",[618],"[357,612,2698,5759]","[1000,500,-30,-22]",2.5,0.06
7288,"MachinariumLightningRockfall",[618],"[357,612,2698,5759]","[1000,500,-30,-22]",2.5,0.055
7289,"MachinariumFireLaser",[6092],"[2040,357,3195,5152,2698,5475]","[10,3000,750,300,-70,700]",5,0.035
7290,"MachinariumColdLaser",[618],"[2698,5759]","[-50,-23]",4.5,0.05
7291,"MachinariumLightningLaser",[],"[659,15093,2698]","[100,100,-30]",4.5,0.06
7292,"MachinariumFireBarrage","[618,499,6851,4584,6833]","[357,6832,2698]","[8000,15,-25]",1.1111,0.05
7293,"MachinariumFireBarrageMedium","[618,499,6851,4584,6833]","[357,6832,2698]","[8000,28,-25]",2.2222,0.05
7294,"MachinariumFireBarrageFar","[618,499,6851,4584,6833]","[357,6832,2698]","[8000,40,-25]",2.2222,0.05
7295,"MachinariumColdBarrage","[618,499,6851,4584,6833]","[357,6832,2698]","[8000,15,-25]",1.8182,0.05
7296,"MachinariumColdBarrageMedium","[618,499,6851,4584,6833]","[357,6832,2698]","[8000,28,-25]",1.8182,0.05
7297,"MachinariumColdBarrageFar","[618,499,6851,4584,6833]","[357,6832,2698]","[8000,40,-25]",1.8182,0.05
7298,"MachinariumLightningBarrage","[618,499,6851,4584,6833]","[357,6832,2698]","[8000,15,-25]",2.5,0.05
7299,"MachinariumLightningBarrageMedium","[618,499,6851,4584,6833]","[357,6832,2698]","[8000,28,-25]",2.5,0.05
7300,"MachinariumLightningBarrageFar","[618,499,6851,4584,6833]","[357,6832,2698]","[8000,40,-25]",2.5,0.05
7301,"MachinariumFireSummon","[618,4584,6851]","[836,6831,884]","[20,5,3]",2.2222,0.03
7302,"MachinariumColdSummon","[618,4584,6851]","[836,6831,884]","[20,5,2]",1.8182,0.03
7303,"MachinariumLightningSummon","[618,4584,6851]","[836,6831,884]","[20,5,4]",2.5,0.03
7304,"MachinariumTriggeredGeometryAttack",[618],[634],[-75],1,0
7305,"MachinariumLaserTrap",[618],[],[],5,0.05
7306,"TriggerWaveSlow",[],[357],[1600],1,0
7307,"TriggerWaveFast",[],"[357,6182]","[1300,2]",1,0
7308,"ObsidianMortar","[618,499,6833,4584,1930,195]","[2504,1101,2698,6160]","[20,50,-70,1]",1.5,0.03
7309,"ObsidianMortar2","[618,499,6833,4584,1930,195]","[2504,1101,2698,6160]","[20,50,-70,1]",1.5,0.03
7310,"ObsidianMortar3","[618,499,6833,4584,1930,195]","[2504,1101,2698,6160]","[20,50,-70,1]",1.5,0.03
7311,"ObsidianMortarDodge","[618,499,6833,195]","[2504,173,1101,2698,6160]","[5,1,50,-25,1]",0.67,0.03
7312,"ObsidianMortarDodge2","[618,499,6833,195]","[2504,173,1101,2698,6160]","[5,1,50,-25,1]",0.67,0.03
7313,"ObsidianMortarDodge3","[618,499,6833,195]","[2504,173,1101,2698,6160]","[5,1,50,-25,1]",0.67,0.03
7314,"ObsidianSpellNova","[618,195]","[2698,5759]","[-40,-67]",4.2444,0.04
7315,"ObsidianMoveDaemon",[],[],[],1,0
7316,"ObsidianMoveDaemonGolem",[],[],[],1,0
7317,"BetrayalAislinBombMortar","[618,499,6833,4584,6851,12433]","[2504,6160,1104,2698,6832]","[3,1,20,-25,40]",1,0.04
7318,"RiverBossWaterMortar","[618,499,6851,4584]",[],[],0.6,0.05
7319,"LegionKaruiHyrriEmergeMortar","[618,499,6833,4584,6851]","[2504,6160,1102,6832]","[3,1,75,40]",1,0
7320,"BetrayalAislinBombNova","[618,12433]","[2698,1104,5759]","[-40,20,-35]",2.3,0.04
7321,"FireAegis","[4095,1828,14028]","[6809,13299]","[1000,10000]",1,0
7322,"ColdAegis","[4095,1828,14028]","[6809,7237,13299]","[1000,1,10000]",1,0
7323,"ElementalAegis","[4095,1828,14028]","[7237,13299]","[2,10000]",1,0
7324,"LightningAegis","[4095,1828,14028]","[6809,7237,13299]","[1000,3,10000]",1,0
7325,"PhysicalAegis","[4095,1828,14028]","[6809,7237,13299]","[1000,4,10000]",1,0
7326,"AbyssTeleportStrike",[693],"[1922,324]","[-84,20]",1,0
7327,"FireImpurity","[2975,4924,7766,8027]","[943,357]","[5,3000]",1,0
7328,"ColdImpurity","[2975,4922,7767,4923,8027]","[944,357]","[5,3000]",1,0
7329,"LightningImpurity","[2975,4925,7768,8027]","[945,357]","[5,3000]",1,0
7330,"SupportCursePillarTriggerCursesLessCurseEffect",[6216],"[720,14748]","[5,-20]",1,0
7331,"SupportCursePillarTriggerCurses",[6216],[720],[5],1,0
7332,"CursePillar",[],"[357,7242]","[10000,3]",1,0
7333,"AbyssLichBossSummonMinionsFromMortar","[2462,2463,2499,1778]","[2156,884,3213,783,2504,173]","[1,288,15,7,40,10]",0.9091,0.03
7334,"AbyssLichBossSummonMinionsFromMortar2","[2462,2463,2499,1778]","[2156,884,3213,783,2504,173]","[1,299,15,7,30,5]",0.9091,0.03
7335,"AbyssLichBoss2SummonMinionsFromMortarTotem","[2462,2463,2499,1778]","[2156,884,3213,783,2504,173]","[1,309,5,7,7,1]",0.9091,0.03
7336,"AbyssLichBoss2SummonMinionsFromMortarTotem2","[2462,2463,2499,1778]","[2156,884,3213,783,2504,173]","[1,310,5,7,7,1]",0.9091,0.03
7337,"AtlasBasiliskSpiderMortar","[2462,2463,2499,12433]","[2156,884,3213,783,2504,6160,1104]","[3,427,15,12,7,2,50]",0.9091,0.03
7338,"LightningElderTeleportSpark",[],"[357,173,3195]","[10000,5,5000]",7.5,0.03
7339,"EnduranceChargeSlam","[618,9616]","[11832,1101,11833,12167]","[5,60,5,30]",1,0
7340,"EnduranceChargeSlamBestiaryCrabBoss",[618],"[1922,1102]","[-42,25]",0.75,0
7341,"EnduranceChargeSlamMagmaDelve",[618],"[1922,1101,5759]","[-42,25,-20]",0.75,0
7342,"EnduranceChargeSlamBetrayalHaku",[618],"[1922,1101]","[-40,50]",0.75,0
7343,"EnduranceChargeSlamWest",[618],"[1922,1101,5759]","[-60,100,20]",0.75,0
7344,"HarvestHellionTectSlam",[618],"[1101,324]","[75,40]",1,0
7345,"LightningElderBolt1",[618],[660],[-10],5.9063,0.035
7346,"LightningElderBolt2",[618],[660],[-10],5.9063,0.035
7347,"LightningElderBolt3",[618],"[2698,660]","[-25,-10]",3.875,0.035
7348,"LightningElderBolt4",[618],"[2698,660,317,5759]","[-50,-10,-75,50]",5.4,0.035
7349,"DelveBatBolt",[618],"[660,357,5759]","[-50,260,-50]",0.6,0.04
7350,"SynthesisSoulstealerBolt",[618],"[660,357,317,5759]","[-50,260,-75,-35]",0.6,0.04
7351,"DelveCaveDwellerBoltTriggered","[618,6318]","[317,357,5759]","[100,260,-50]",1.5,0.035
7352,"LegionTemplarBossMassBeam","[618,9092]","[317,357,1103,5759]","[100,260,75,-50]",3.875,0.035
7353,"LegionTemplarBossMassBolt","[618,9092]","[2698,660,317,1103]","[-50,-10,-75,75]",5.4,0.035
7354,"AtlasExilesCrusaderArcaneOrbBolt",[618],"[660,357,5759]","[-25,260,-40]",3,0.04
7355,"HeistCultistLightningBolt",[618],"[660,1725,5759]","[-25,5,-40]",3.875,0.035
7356,"LightningElderTendrils","[618,1930]","[357,2698,5759]","[5000,-75,33]",5,0.03
7357,"GuardianLightningArenaBeam","[618,1930]","[2698,6911,6913]","[-50,2,7]",2.8125,0.035
7358,"GuardianLightningArenaBeamDouble","[618,1930]","[2698,6911,6913]","[-50,2,7]",5.625,0.035
7359,"GuardianRiverArenaFlowerNuke",[618],"[357,5759]","[2500,-50]",2.7273,0.058
7360,"BestiaryFrogFlowerNuke",[618],"[357,5759]","[2000,-50]",4.5455,0.048
7361,"SlideEmergeVendigoClone",[],[6505],[200],1,0
7362,"SlideEmergeHarvestWetaSpawnling",[],[6505],[150],1,0
7363,"HolyElderDelayedBlast",[618],"[2698,5759]","[-30,-15]",1.3,0.04
7364,"HolyElderSwordStorm","[618,2422]","[357,612,1821,2698,5759]","[500,250,-19,-50,65]",3.25,0.036
7365,"BestiaryRavenStorm","[618,2422]","[357,612,1821,2698]","[500,350,-19,-50]",1.6,0.032
7366,"BestiaryRavenStormBoss","[618,2422,3068]","[357,612,1821,2698]","[6000,350,-70,-50]",3.25,0.036
7367,"HolyElderDoubleSlam",[618],"[1922,2698,5759]","[-55,-50,250]",1,0
7368,"HolyElderDoubleSlam2",[618],"[1922,2698,5759]","[-55,-50,300]",1,0
7369,"ChaosElderSlam","[618,197]","[1922,2698,634,5759]","[-55,-50,220,175]",1,0
7370,"ChaosElderSlamCascade1",[618],"[1922,2698,634,5759]","[-55,-50,100,-25]",1,0
7371,"ChaosElderSlamCascade2",[618],"[1922,2698,634,5759]","[-55,-50,100,-25]",1,0
7372,"ChaosElderSlamCascade3",[618],"[1922,2698,634,5759]","[-55,-50,100,-25]",1,0
7373,"ElderGuardianStatueSlam","[618,197]","[1922,2698,634,5759]","[-55,-50,-60,200]",1,0
7374,"HolyElderSummonWeaponCircle",[2499],"[357,634,2698]","[2000,-25,-40]",1,0
7375,"HolyElderSwordSpray","[499,4584,6851]","[783,175,6831,2698]","[43,50,40,-25]",1,0.04
7376,"HolyElderWeaponThrow","[618,499,6833,4584]","[1857,2698,5759]","[50,-50,25]",2.7,0.04
7377,"BetrayalGraviciusWeaponThrow","[618,499,6833,4584]","[2698,1101,6160,5759]","[-50,75,1,50]",3.6,0.04
7378,"HolyElderSpectralRuckusLeft","[499,4584,5833,7299]","[634,175,2698]","[-59,100,-25]",1,0
7379,"HolyElderSpectralRuckusRight","[499,4584,5833,7299]","[634,175,2698]","[-59,100,-25]",1,0
7380,"HolyElderSpectralRuckusTriggerSlam","[618,7300]","[634,5759]","[100,150]",1,0
7381,"HolyElderFaceTarget",[],[],[],1,0
7382,"LightningElderBouncingOrb","[618,1930]",[2698],[-50],1.25,0.03
7383,"AbyssGrubMortar","[618,499,4584]","[2504,5759]","[6,-50]",1,0.03
7384,"AbyssGrubMortar2","[618,499,4584]","[2504,173,5759]","[6,1,-50]",0.66,0.03
7385,"AbyssPillarMortar","[618,499,4584]",[],[],2,0.03
7386,"AbyssPillarMortar2","[618,499,4584]",[],[],2,0.03
7387,"AbyssPillarMortarDelve","[618,499,4584]",[],[],2,0.03
7388,"AtlasBasiliskTasterMortar","[618,499,4584,7088,12433]","[1104,3213,6160,324]","[50,15,1,60]",1,0
7389,"AtlasBasiliskTasterSecondaryMortar","[618,499,4584,7088,8874,12433]","[1104,3213,6160]","[50,15,1]",1,0
7390,"SupportStormBarrier",[],"[8851,8853,8855]","[-8,6000,10]",1,0
7391,"SupportParallelProjectiles",[],"[6858,8635,173]","[2,80,2]",1,0
7392,"SupportParallelProjectilesRoyale",[],"[6858,8635,173]","[2,80,2]",1,0
7393,"SupportSpellCascade",[],[6859],[1],1,0
7394,"SupportSpellCascadeRoyale",[],[6859],[1],1,0
7395,"SupportSpiritStrike",[],[6889],[2],1,0
7396,"SupportSpiritStrikeRoyale",[],[6889],[2],1,0
7397,"SupportSummonGhostOnKill",[6896],"[6894,9255]","[15000,10]",1,0
7398,"SupportSummonGhostOnKillRoyale",[6896],"[6894,9255]","[15000,10]",1,0
7399,"TriggeredSummonGhostOnKill","[6896,6216]","[7785,357,6892,10800,10801]","[100,15000,10,42,65]",1,0
7400,"ModSupportSocketedAttacksCriticalStrikeChance",[],[],[],1,0
7401,"ModSupportSocketedAttacksCriticalStrikeMultiplier",[],[],[],1,0
7402,"ModSupportSocketedSpellsCriticalStrikeChance",[],[],[],1,0
7403,"ModSupportSocketedSpellsCriticalStrikeMultiplier",[],[],[],1,0
7404,"ModSupportMovementSkillsCostNoMana",[1894],[],[],1,0
7405,"ModSupportChain",[],[172],[1],1,0
7406,"ModSupportFork",[1115],[],[],1,0
7407,"ElderCloneShot",[],"[884,1922]","[21,-55]",1,0
7408,"ElderCloneShotStandalone",[],"[884,1922]","[21,-55]",1,0
7409,"DeathWalk","[4095,2648,1828,618,1716,2301,14028]",[344],[5],1,0
7410,"EmptyActionSpellAbyssLichBossHide","[7302,7303,7304]",[],[],1,0
7411,"ElderSiphon",[618],"[1410,346,5759]","[1200,80,35]",3,0.05
7412,"ElderSiphonStandalone",[618],"[1410,346,5759]","[1200,50,35]",3,0.05
7413,"ElderSiphonUber",[618],"[1410,346,5759]","[1200,60,35]",3,0.05
7414,"ElderSuperSiphon",[618],"[1410,346,5759]","[1200,100,35]",3,0.05
7415,"ElderSlammingTentacles",[618],"[634,5759]","[30,40]",1,0
7416,"ElderSlammingTentaclesUnstableDaemon",[618],"[634,5759]","[30,-25]",1,0
7417,"ElderSlammingTentaclesInfluence",[618],"[1922,634,5759]","[-35,30,35]",1,0
7418,"ElderExpandingNova",[618],[],[],3,0.052
7419,"ElderExpandingNovaStandalone",[618],[],[],3,0.052
7420,"ElderExpandingNovaUnstableDaemon",[618],[],[],5.1,0.052
7421,"ElderExpandingNovaUnstableDaemonSmall",[618],[5759],[-50],5.1,0.052
7422,"ElderSuperNova",[618],"[1899,1782,5759]","[400,100,300]",5,0.06
7423,"ElderSuperNova2",[618],"[1899,5759]","[400,300]",1.75,0.038
7424,"UndyingMortar","[618,499,6833,4584]",[2504],[10],0.8,0.03
7425,"AbyssLichBoss2Mortar","[618,499,6833,4584]",[2504],[10],1,0.03
7426,"UndyingMortarFan","[618,499,6851]",[6160],[1],0.3,0.03
7427,"SupportGemMirageArcher","[7085,7084,7297]","[7082,7266,7273]","[4000,-60,-138]",1,0
7428,"ElderGuardianChaosGeometryAttackArc1",[3817],[634],[-50],1,0
7429,"ElderGuardianChaosGeometryAttackArc2",[3817],[634],[-50],1,0
7430,"ElderGuardianChaosGeometryAttackArc3",[3817],[634],[-50],1,0
7431,"ElderGuardianChaosGeometryAttackArc4",[3817],[634],[-50],1,0
7432,"ElderGuardianHolyGeometryAttack",[],[634],[-50],1,0
7433,"ElderGuardianHolyGeometryAttackRight",[],[634],[-50],1,0
7434,"VilentaGeometryAttackLeft",[],[],[],1,0
7435,"VilentaGeometryAttackLeftMap",[],[],[],1,0
7436,"VilentaGeometryAttackRight",[],[],[],1,0
7437,"VilentaGeometryAttackRightMap",[],[],[],1,0
7438,"ShakariScorpionGeometryAttackLeft",[2303],"[3367,1104]","[100,25]",1,0
7439,"ShakariScorpionGeometryAttackRight",[2303],"[3367,1104]","[100,25]",1,0
7440,"BestiaryTigerBossGeometryAttackFront",[],[],[],1,0
7441,"BestiaryTigerBossGeometryAttackStrafe",[2361],[],[],1,0
7442,"BestiaryBirdTailSwipeTriggered",[],[],[],1,0
7443,"BestiaryBirdSwarmAttack","[2361,7561]","[6912,634,6043,2698]","[27,50,100,-40]",1,0
7444,"BestiaryGoatmanTriggeredSlam",[],[],[],1,0
7445,"BestiaryRootSpiderTriggeredSwipe",[],[],[],1,0
7446,"BestiaryDaemonShadeSlam",[618],[1922],[-65],1,0
7447,"BestiaryBirdBossChargeImpact",[618],[],[],1,0
7448,"BestiaryBirdBossChargeSlash",[618],[],[],1,0
7449,"IncursionLightningSlash",[618],"[1103,1922]","[75,-25]",1,0
7450,"DelveTaowuSlash",[618],"[1101,1922]","[75,-20]",1,0
7451,"DelveQiongqiSlash",[618],"[1101,1922]","[75,-35]",1,0
7452,"BetrayalSkeletonCleave",[618],"[1101,1922]","[75,-25]",1,0
7453,"IncursionArchitectLightningSlashLeft",[618],"[1103,1922]","[75,-25]",1,0
7454,"IncursionArchitectLightningSlashRight",[618],"[1103,1922]","[75,-25]",1,0
7455,"IncursionArchitectFireSlashLeft",[618],"[1101,1922]","[75,-25]",1,0
7456,"IncursionArchitectFireSlashRight",[618],"[1101,1922]","[75,-25]",1,0
7457,"IncursionArchitectChaosSlashLeft",[618],"[1104,1922]","[25,-25]",1,0
7458,"IncursionArchitectChaosSlashRight",[618],"[1104,1922]","[25,-25]",1,0
7459,"IncursionChaosGroundSlam",[618],"[1104,1922]","[25,-10]",1,0
7460,"IncursionChaosGroundSlam2",[618],"[1104,5759]","[25,100]",1,0
7461,"DelveTaowuBackwardsSlash",[618],"[1101,1922]","[75,-20]",1,0
