"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32","string","string","ModelSizeMultiplier","i32","i32","rid","i32","i32","Tags","ExperienceMultiplier","[i32]","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid","i32","i32","[rid]","MultiPartAchievements","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","AilmentThreshold","SinkEffect","i32","MonsterConditionalEffectPack","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BossHealthBar","rid","i32","bool","i32","i32","i32","i32","bool","i32","rid","i32","i32","i32","bool","i32","i32","i32","rid","i32","i32","i32","rid","bool","i32","bool"
1454,"Metadata/Monsters/KaruiBoar/ExplosivePigOnFire",757,36,2,3,9,"[""Metadata/Monsters/KaruiBoar/ExplosivePig.act""]","[""Metadata/Monsters/KaruiBoar/ExplosiveFirePig.ao""]","Metadata/Monsters/KaruiBoar/ExplosivePig",[],1,"","",100,1,6,14,1,0,"[1034,49,754,118]",110,[],135,135,700,500,0,"[580,2390,1692,5205]","Metadata/Monsters/KaruiBoar/ExplosivePig.ais","[5081,5233]","stance2",0,"Volatile Boar",110,110,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,45485,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-3,10,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,929840,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,929840,0,"",4,105,1028443341,0,1,0,""
1455,"Metadata/Monsters/JavelinThrower/JavelinThrower",758,14,3,5,14,"[""Metadata/Monsters/JavelinThrower/JavelinThrower.act""]","[""Metadata/Monsters/JavelinThrower/JavelinThrower.ao""]","Metadata/Monsters/JavelinThrower/JavelinThrower",[],1,"","",100,2,6,5,1,0,"[74,56,48,30,31,118,1025,752]",150,[],105,105,700,500,0,"[580,1693]","Metadata/Monsters/JavelinThrower/JavelinThrower.ais",[],"",0,"Headless Spiker",150,150,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,41773,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,930464,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,930464,0,"",0,125,1028443341,0,1,0,""
1456,"Metadata/Monsters/CerberusCreature/CerberusCreature",759,18,4,6,24,"[""Metadata/Monsters/CerberusCreature/CerberusCreature.act""]","[""Metadata/Monsters/CerberusCreature/CerberusCreature.ao""]","Metadata/Monsters/CerberusCreature/CerberusCreature",[],1,"","",100,3,6,14,1,0,"[72,1034,49,118,752]",100,[],105,105,700,500,0,"[580,3231]","Metadata/Monsters/CerberusCreature/CerberusCreature.ais",[],"",0,"[DNT] Cerberus Creature",100,100,1605,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,17885,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,931088,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,931088,0,"",5,100,1028443341,0,1,0,""
1457,"Metadata/Monsters/Ghouls/FarudinCrawler",760,51,2,6,14,"[""Metadata/Monsters/Ghouls/FarudinCrawler.act""]","[""Metadata/Monsters/Ghouls/FarudinCrawler.ao""]","Metadata/Monsters/Ghouls/FarudinCrawler",[],1,"","",100,2,6,4,1,0,"[1024,48,713,31,714,73,756,52]",100,[],105,105,700,500,0,"[580,2417,2418]","Metadata/Monsters/Ghouls/FarudinCrawler.ais",[],"",9,"Faridun Crawler",100,100,1500,[],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,52974,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,931664,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,931664,0,283,4,100,1028443341,0,1,0,""
1458,"Metadata/Monsters/Ghouls/FarudinCrawlerQuarry",760,51,2,6,14,"[""Metadata/Monsters/Ghouls/FarudinCrawler.act""]","[""Metadata/Monsters/Ghouls/FarudinCrawlerFoundry.ao""]","Metadata/Monsters/Ghouls/FarudinCrawler",[],1,"","",100,2,6,4,1,0,"[1024,48,713,31,714,73,756,52]",100,[],105,105,700,500,0,"[580,2417,2418]","Metadata/Monsters/Ghouls/FarudinCrawler.ais",[],"",9,"Faridun Crawler",100,100,1500,[],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,26626,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,932052,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,932052,0,283,4,100,1028443341,0,1,0,""
1459,"Metadata/Monsters/FarudinMiniboss/FarudinCorpseStrider",761,48,3,6,14,"[""Metadata/Monsters/FarudinCorpseStrider/FarudinCorpseStrider.act""]","[""Metadata/Monsters/FarudinCorpseStrider/FarudinCorpseStrider.ao""]","Metadata/Monsters/FarudinCorpseStrider/FarudinCorpseStrider",[],1,"","",150,3,6,9,1,0,"[755,48,118,1029,73,52]",100,[],105,105,700,500,0,"[580,2397,1264,2418]","Metadata/Monsters/FarudinCorpseStrider/FarudinCorpseStrider.ais",[],"",0,"Faridun Corpse Strider",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,52803,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,932898,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,932898,0,"",4,100,1028443341,0,1,0,""
1460,"Metadata/Monsters/DrudgeMiners/DrudgeBedrockBlaster",762,6,2,6,14,"[""Metadata/Monsters/DrudgeMiners/DrudgeBedrockBlaster.act""]","[""Metadata/Monsters/DrudgeMiners/DrudgeMiner01.ao""]","Metadata/Monsters/DrudgeMiners/DrudgeBedrockBlaster",[],1,"","",100,2,6,5,1,0,"[723,724,715,48,1088,32,118,1025,73,752,52]",100,[],75,105,700,500,0,"[580,1287,2473,1288,2398,5363]","Metadata/Monsters/DrudgeMiners/DrudgeBedrockBlaster.ais","[5081,5207]","",0,"Forsaken Miner",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,45497,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,933778,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,933786,0,"",4,100,1028443341,0,1,0,""
1461,"Metadata/Monsters/DrudgeMiners/DrudgeBedrockBlasterSpectre",762,6,2,6,14,"[""Metadata/Monsters/DrudgeMiners/DrudgeBedrockBlaster.act""]","[""Metadata/Monsters/DrudgeMiners/DrudgeMiner01.ao""]","Metadata/Monsters/DrudgeMiners/DrudgeBedrockBlaster",[],1,"","",100,2,6,5,1,0,"[723,724,715,48,1088,32,118,1025,73,752,52]",100,[],75,105,700,500,0,"[580,1287,2473,1288,2398,5363]","Metadata/Monsters/DrudgeMiners/DrudgeBedrockBlaster.ais","[5081,5207]","",0,"Forsaken Miner",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,25253,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,934226,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,934226,0,"",4,100,1028443341,0,1,0,""
1462,"Metadata/Monsters/DrudgeMiners/DrudgeBedrockBlasterMinecart_",762,36,2,6,14,"[""Metadata/Monsters/DrudgeMiners/DrudgeBedrockBlaster.act""]","[""Metadata/Monsters/DrudgeMiners/DrudgeMiner01_Cart.ao""]","Metadata/Monsters/DrudgeMiners/MineCart/DrudgeMinerCartGuy",[],1,"","",100,2,6,5,1,0,"[723,724,715,48,754,1088,32,118,1025,73,52]",100,[],115,200,700,500,0,"[2478,3278,2484]","Metadata/Monsters/DrudgeMiners/MineCart/DrudgeMineCartGuy.ais","[5081,5207]","stance2",0,"Forsaken Miner",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,60558,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,2,1,0,0,0,0,0,0,1,0,934976,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,934984,0,"",4,100,1028443341,0,1,0,""
1463,"Metadata/Monsters/DrudgeMiners/DrudgePickaxeMiner",763,41,2,5,10,"[""Metadata/Monsters/DrudgeMiners/DrudgePickaxeMiner.act""]","[""Metadata/Monsters/DrudgeMiners/DrudgeMiner03.ao""]","Metadata/Monsters/DrudgeMiners/DrudgePickaxeMiner",[],1,"","",100,2,6,10,1,0,"[1030,755,48,713,714,118,73,52]",100,[],105,105,700,500,0,"[580,644]","Metadata/Monsters/DrudgeMiners/DrudgePickaxeMiner.ais",[],"",0,"Forsaken Miner",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,64144,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,935580,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,935588,0,"",4,100,1028443341,0,1,0,""
1464,"Metadata/Monsters/DrudgeMiners/DrudgePickaxeMinerSpectre",763,41,2,5,10,"[""Metadata/Monsters/DrudgeMiners/DrudgePickaxeMiner.act""]","[""Metadata/Monsters/DrudgeMiners/DrudgeMiner03.ao""]","Metadata/Monsters/DrudgeMiners/DrudgePickaxeMiner",[],1,"","",100,2,6,10,1,0,"[1030,755,48,713,714,118,73,52]",100,[],105,105,700,500,0,"[580,644]","Metadata/Monsters/DrudgeMiners/DrudgePickaxeMiner.ais",[],"",0,"Forsaken Miner",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,48535,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,935880,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,935880,0,"",4,100,1028443341,0,1,0,""
1465,"Metadata/Monsters/DrudgeMiners/DrudgeMinerHammer",764,41,2,5,14,"[""Metadata/Monsters/DrudgeMiners/DrudgeMinerHammer.act""]","[""Metadata/Monsters/DrudgeMiners/DrudgeMiner02.ao""]","Metadata/Monsters/DrudgeMiners/DrudgeMinerHammer",[],1,"","",100,2,6,18,1,0,"[755,48,713,1040,714,118,73,52]",100,[],105,105,700,500,0,[580],"Metadata/Monsters/DrudgeMiners/DrudgeMinerHammer.ais",[],"",0,"Forsaken Miner",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,35317,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,936454,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,936462,0,"",3,100,1028443341,0,1,0,""
1466,"Metadata/Monsters/DrudgeMiners/DrudgeMinerHammerSpectre",764,41,2,5,14,"[""Metadata/Monsters/DrudgeMiners/DrudgeMinerHammer.act""]","[""Metadata/Monsters/DrudgeMiners/DrudgeMiner02.ao""]","Metadata/Monsters/DrudgeMiners/DrudgeMinerHammer",[],1,"","",100,2,6,18,1,0,"[755,48,713,1040,714,118,73,52]",100,[],105,105,700,500,0,[580],"Metadata/Monsters/DrudgeMiners/DrudgeMinerHammer.ais",[],"",0,"Forsaken Miner",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,373,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,936736,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,936736,0,"",3,100,1028443341,0,1,0,""
1467,"Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBoss",765,27,6,6,18,"[""Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBoss.act""]","[""Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBoss.ao""]","Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBoss",[],1,"","",140,3,6,0,6,0,"[1020,74,120,30,31,753,79]",200,[],105,105,700,500,0,"[1453,3968,1933,1934,4296,1935,2934,3977,3970,3972,3974,3976,1937,2438,661,622,662]","Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBoss.ais",[],"stance2",39,"Candlemass, the Living Rite",260,140,1500,[12632],[],"",9,"","",0,[9440],[],[],"",1,6,135,0,0,135,31276,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,937720,0,0,0,1,"",7,"",0,0,0,0,"",0,4594,1065353216,1065353216,0,"",0,937720,0,"",9,175,1028443341,0,1,0,""
1468,"Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBossCRUEL",766,27,6,6,18,"[""Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBoss.act""]","[""Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBoss.ao""]","Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBossCRUEL",[],1,"","",140,3,6,0,6,0,"[1020,74,120,30,31,753,79]",200,[],105,105,700,500,0,"[1453,3968,1933,1934,4296,1935,2934,3977,3970,3972,3974,3976,1937,2438,661,622,662]","Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBoss.ais",[],"stance2",39,"Candlemass, the Living Rite",260,200,1500,[12632],[],"",9,"","",0,[9440],[],[],"",1,6,135,0,0,135,33581,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,938280,0,0,0,1,"",7,"",0,0,0,0,"",0,4594,1065353216,1065353216,0,"",0,938280,0,"",9,250,1028443341,0,1,0,""
1469,"Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBossMap",767,27,6,6,18,"[""Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBoss.act""]","[""Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBoss.ao""]","Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBossMap_",[],1,"","",140,3,6,0,6,0,"[1020,74,120,30,31,753,79]",250,[],105,105,700,500,0,"[1453,3968,1933,1934,4296,1935,2934,3977,3970,3972,3974,3976,1937,2438,661,622,662]","Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBoss.ais",[],"stance2",39,"Meltwax, Mockery of Faith",260,250,1500,[12632],[],"",9,"","",0,[],[3578],[],"",1,6,135,0,0,135,38186,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,1,0,939016,0,0,0,1,"",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,939024,0,"",9,313,1028443341,0,1,0,""
1470,"Metadata/Monsters/WifeMonster/WifeMonster",768,28,4,5,15,"[""Metadata/Monsters/WifeMonster/WifeMonster.act""]","[""Metadata/Monsters/WifeMonster/WifeMonster.ao""]","Metadata/Monsters/WifeMonster/WifeMonster",[],1,"","",140,2,6,1,2,0,"[1021,119,48,30,51,753,73]",250,[],135,225,700,500,0,"[603,2415,2416,1489,635,4091,3247,3250,2434,1604,3255,3257,2443,1094,4096,4097,2448,3264,2525]","Metadata/Monsters/WifeMonster/WifeMonster.ais",[],"stance2",38,"Asinia, the Praetor's Consort",300,175,1500,[],[],"","","","",0,[9435],[3779],[],"",1,6,135,0,0,135,62060,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,939916,0,0,0,1,"",7,"",0,0,0,0,"",0,4601,1065353216,1065353216,0,"",0,939916,0,"",7,218,1028443341,0,1,0,""
1471,"Metadata/Monsters/WifeMonster/WifeMonsterCRUEL",769,28,4,5,15,"[""Metadata/Monsters/WifeMonster/WifeMonster.act""]","[""Metadata/Monsters/WifeMonster/WifeMonster.ao""]","Metadata/Monsters/WifeMonster/WifeMonster",[],1,"","",140,2,6,1,2,0,"[1021,119,48,30,51,753,73]",250,[],135,225,700,500,0,"[603,2415,2416,1489,635,4091,3247,3250,2434,1604,3255,3257,2443,1094,4096,4097,2448,3264,2525]","Metadata/Monsters/WifeMonster/WifeMonster.ais",[],"stance2",38,"Asinia, the Praetor's Consort",300,250,1500,[],[],"","","","",0,[9435],[3779],[],"",1,6,135,0,0,135,20217,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,940476,0,0,0,1,"",7,"",0,0,0,0,"",0,4601,1065353216,1065353216,0,"",0,940476,0,"",7,313,1028443341,0,1,0,""
1472,"Metadata/Monsters/WifeMonster/WifeMonsterMap",769,28,4,5,15,"[""Metadata/Monsters/WifeMonster/WifeMonster.act""]","[""Metadata/Monsters/WifeMonster/WifeMonster.ao""]","Metadata/Monsters/WifeMonster/WifeMonster",[],1,"","",140,2,6,1,2,0,"[1021,119,48,30,51,753,73]",250,[],135,225,700,500,0,"[603,2415,2416,1489,635,4091,3247,3250,2434,1604,3255,3257,2443,1094,4096,4097,2448,3264,2525]","Metadata/Monsters/WifeMonster/WifeMonster.ais",[],"stance2",38,"Asinia, the Praetor's Consort",300,250,1500,[],[],"","","","",0,[9435],"[3779,3579]",[],"",1,6,135,0,0,135,2209,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,1,0,941048,0,0,0,1,"",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,941056,0,"",7,313,1028443341,0,1,0,""
1473,"Metadata/Monsters/WifeMonster/WifeMonsterBoneWall",770,1,2,5,6,"[""Metadata/Monsters/WifeMonster/BoneWall.act""]","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/WifeMonster/wallSpike_01.ao"",""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/WifeMonster/wallSpike_03.ao"",""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/WifeMonster/wallSpike_02.ao""]","Metadata/Monsters/WifeMonster/BoneWall","[5626,12413]",1,"","",125,2,3,3,6,0,"[122,1023,752]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",4,"Bone Wall",7,50,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,19069,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,941918,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,941918,0,"",0,50,1028443341,0,1,0,""
1474,"Metadata/Monsters/WifeMonster/WifeMonsterApparition_",768,28,4,5,15,"[""Metadata/Monsters/WifeMonster/Apparition/WifeMonsterApparition.act""]","[""Metadata/Monsters/WifeMonster/Apparition/WifeMonsterApparition.ao""]","Metadata/Monsters/WifeMonster/Apparition/WifeMonsterApparition",[],1,"","",140,2,6,1,2,0,"[1021,119,48,30,51,753,73]",250,[],135,135,700,500,0,"[2415,2416,3250]","Metadata/Monsters/WifeMonster/Apparition/WifeMonsterApparition.ais",[],"",38,"Asinia, the Praetor's Consort",300,175,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,24655,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,942736,0,0,0,1,"",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,942736,0,"",7,218,1028443341,0,1,0,""
1475,"Metadata/Monsters/TitanWalker/TitanWalker",771,14,5,6,20,"[""Metadata/Monsters/TitanWalker/TitanWalker.act""]","[""Metadata/Monsters/TitanWalker/TitanWalkerA.ao"",""Metadata/Monsters/TitanWalker/TitanWalkerB.ao"",""Metadata/Monsters/TitanWalker/TitanWalkerC.ao"",""Metadata/Monsters/TitanWalker/TitanWalkerD.ao"",""Metadata/Monsters/TitanWalker/TitanWalkerE.ao""]","Metadata/Monsters/TitanWalker/TitanWalker",[],1,"","",200,3,6,5,8,0,"[724,122,713,714,51,1025,752]",215,[],105,105,700,500,0,"[648,597,2482,2483]","Metadata/Monsters/TitanWalker/TitanWalker.ais",[],"",4,"Walking Goliath",237,215,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,27983,"","","","","","",[],[],[],"",450,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,2,1,0,0,0,0,0,0,0,0,943738,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,943738,0,287,8,158,1028443341,0,1,0,""
1476,"Metadata/Monsters/TitanWalker/TitanWalkerSanctumTrial",772,14,5,6,20,"[""Metadata/Monsters/TitanWalker/TitanWalker.act""]","[""Metadata/Monsters/TitanWalker/TitanWalkerA.ao"",""Metadata/Monsters/TitanWalker/TitanWalkerB.ao"",""Metadata/Monsters/TitanWalker/TitanWalkerC.ao"",""Metadata/Monsters/TitanWalker/TitanWalkerD.ao"",""Metadata/Monsters/TitanWalker/TitanWalkerE.ao""]","Metadata/Monsters/TitanWalker/TitanWalker",[],1,"","",200,3,6,5,8,0,"[724,122,713,714,1015,51,1025,752]",215,[],105,105,700,500,0,"[648,597,2482,2483]","Metadata/Monsters/TitanWalker/TitanWalker.ais",[],"",4,"Walking Goliath",237,215,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,33390,"","","","","","",[],[],[],"",450,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,2,1,0,0,0,0,0,0,1,0,944088,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,944096,0,287,8,158,1028443341,0,1,0,""
1477,"Metadata/Monsters/TitanWalker/TitanWalkerCorpse",771,14,5,6,20,"[""Metadata/Monsters/TitanWalker/TitanWalker.act""]","[""Metadata/Monsters/TitanWalker/TitanWalkerA.ao"",""Metadata/Monsters/TitanWalker/TitanWalkerB.ao"",""Metadata/Monsters/TitanWalker/TitanWalkerC.ao"",""Metadata/Monsters/TitanWalker/TitanWalkerD.ao"",""Metadata/Monsters/TitanWalker/TitanWalkerE.ao""]","Metadata/Monsters/TitanWalker/TitanWalker",[],1,"","",200,3,6,5,8,0,"[724,122,713,714,51,1025,752]",215,[],105,105,700,500,0,"[648,597,2482,2483]","Metadata/Monsters/TitanWalker/TitanWalker.ais",[],"",4,"Walking Goliath",237,215,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,9495,"","","","","","",[],[],[],"",450,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,2,1,0,0,0,0,0,0,0,0,944418,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,944418,0,287,8,158,1028443341,0,1,0,""
1478,"Metadata/Monsters/SkeletalKnight/SkeletalKnight",773,16,3,5,15,"[""Metadata/Monsters/SkeletalKnight/SkeletalKnight.act""]","[""Metadata/Monsters/SkeletalKnight/SkeletalKnight.ao""]","Metadata/Monsters/SkeletalKnight/SkeletalKnight",[],1,"","",100,2,6,0,5,0,"[1020,723,724,122,48,713,1087,30,31,714,51,752]",225,[],105,105,700,500,0,"[580,5222,2442,1279,2444]","Metadata/Monsters/SkeletalKnight/SkeletalKnight.ais",[],"",4,"Eternal Knight",225,225,1500,[15358],[15359],"","",26,"",0,[],[5522],[],"",1,6,135,0,0,135,54477,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,10,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,945200,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,945200,0,"",5,163,1028443341,0,1,0,""
1479,"Metadata/Monsters/SkeletalKnight/SkeletalKnightLandmark",773,16,3,5,15,"[""Metadata/Monsters/SkeletalKnight/SkeletalKnight.act""]","[""Metadata/Monsters/SkeletalKnight/SkeletalKnight.ao""]","Metadata/Monsters/SkeletalKnight/SkeletalKnight",[],1,"","",100,2,6,0,5,0,"[1020,723,724,122,48,713,1087,30,31,714,1046,51,752]",225,[],105,105,700,500,0,"[580,5222,2442,1279,2444]","Metadata/Monsters/SkeletalKnight/SkeletalKnight.ais",[],"",4,"Eternal Knight",225,225,1500,[15358],[15359],"","",26,"",0,[],[5522],[],"",1,6,135,0,0,135,11158,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,-5,10,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,945666,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,945666,0,"",5,163,1028443341,0,1,0,""
1480,"Metadata/Monsters/SkeletalKnight/SkeletalKnightBossMinion",773,16,3,5,15,"[""Metadata/Monsters/SkeletalKnight/SkeletalKnight.act""]","[""Metadata/Monsters/SkeletalKnight/SkeletalKnight.ao""]","Metadata/Monsters/SkeletalKnight/SkeletalKnightBossMinion",[],1,"","",100,2,6,0,5,0,"[1020,723,724,122,48,713,1087,30,31,714,51,752]",225,[],105,105,700,500,0,"[580,5222,2442,1279,2444]","Metadata/Monsters/SkeletalKnight/SkeletalKnight.ais",[],"",4,"Eternal Knight",225,225,1500,[15358],[15359],"","",26,"",0,[],"[5522,12410]",[],"",1,6,135,0,0,135,37091,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,10,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,946136,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,946136,0,"",5,163,1028443341,0,1,0,""
