"rownum","Id","ItemClass","Width","Height","Name","InheritsFrom","DropLevel","FlavourText","Implicit_Mods","SizeOnGround","SoundEffect","Tags","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItem","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemType","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","rid","rid"
2254,"Metadata/Items/Armours/Helmets/FourHelmetStrDexInt1",25,2,2,"Grand Visage","Metadata/Items/Armours/Helmets/AbstractHelmet",65,"",[],1,"",[44],1,1,14359,3297527016,[],"","","",[],[],"","","","","","","",[],"",""
2255,"Metadata/Items/Armours/Gloves/FourGlovesStrDexInt1",22,2,2,"Grand Manchettes","Metadata/Items/Armours/Gloves/AbstractGloves",65,"",[],1,"",[44],1,1,14360,3626753931,[],"","","",[],[],"","","","","","","",[],"",""
2256,"Metadata/Items/Armours/Boots/FourBootsStrDexInt1",23,2,2,"Grand Cuisses","Metadata/Items/Armours/Boots/AbstractBoots",65,"",[],1,"",[44],1,1,14361,1314782119,[],"","","",[],[],"","","","","","","",[],"",""
2257,"Metadata/Items/Rings/FourRingBreach",5,1,1,"Breach Ring","Metadata/Items/Rings/AbstractRing",40,"",[1492],2,"",[],1,1,14362,3733014215,[],"","","",[],[],"","","","","","","",[],"",""
2258,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/FourOneHandSwordGamble",61,2,3,"Random One Handed Sword","Metadata/Items/Item",1,"",[],3,"","[81,12]",1,0,13760,4078996303,[],"","","",[],[],"","","","",1,"","",[],"",""
2259,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/FourTwoHandSwordGamble",61,2,4,"Random Two Handed Sword","Metadata/Items/Item",1,"",[],3,"","[82,12]",1,0,13773,622104558,[],"","","",[],[],"","","","",1,"","",[],"",""
2260,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/FourOneHandAxeGamble",61,2,3,"Random One Handed Axe","Metadata/Items/Item",1,"",[],3,"","[81,15]",1,0,13786,336867824,[],"","","",[],[],"","","","",1,"","",[],"",""
2261,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/FourTwoHandAxeGamble",61,2,4,"Random Two Handed Axe","Metadata/Items/Item",1,"",[],3,"","[82,15]",1,0,13799,3452447253,[],"","","",[],[],"","","","",1,"","",[],"",""
2262,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMaceGamble",61,2,3,"Random One Handed Mace","Metadata/Items/Item",1,"",[],3,"","[81,11]",1,0,13812,2841950208,[],"","","",[],[],"","","","",1,"","",[],"",""
2263,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMaceGamble",61,2,4,"Random Two Handed Mace","Metadata/Items/Item",1,"",[],3,"","[82,11]",1,0,13825,1358166964,[],"","","",[],[],"","","","",1,"","",[],"",""
2264,"Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpearGamble",61,1,4,"Random Spear","Metadata/Items/Item",1,"",[],3,"",[1010],1,0,13838,436800302,[],"","","",[],[],"","","","",1,"","",[],"",""
2265,"Metadata/Items/Weapons/OneHandWeapons/Claws/FourClawGamble",61,2,2,"Random Claw","Metadata/Items/Item",1,"",[],3,"",[14],1,0,13851,4133226644,[],"","","",[],[],"","","","",1,"","",[],"",""
2266,"Metadata/Items/Weapons/OneHandWeapons/Daggers/FourDaggerGamble",61,1,3,"Random Dagger","Metadata/Items/Item",1,"",[],3,"",[13],1,0,13864,1658405904,[],"","","",[],[],"","","","",1,"","",[],"",""
2267,"Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaffGamble",61,2,4,"Random Quarterstaff","Metadata/Items/Item",1,"",[],3,"",[566],1,0,13877,3972969263,[],"","","",[],[],"","","","",1,"","",[],"",""
2268,"Metadata/Items/Weapons/OneHandWeapons/Flails/FourFlailGamble",61,2,3,"Random Flail","Metadata/Items/Item",1,"",[],3,"",[1014],1,0,13890,1167671045,[],"","","",[],[],"","","","",1,"","",[],"",""
2269,"Metadata/Items/Weapons/OneHandWeapons/Wands/FourWandGamble",61,1,3,"Random Wand","Metadata/Items/Item",1,"",[],3,"",[9],1,0,13903,2731709877,[],"","","",[],[],"","","","",1,"","",[],"",""
2270,"Metadata/Items/Weapons/TwoHandWeapons/Staves/FourStaffGamble",61,1,4,"Random Staff","Metadata/Items/Item",1,"",[],3,"",[10],1,0,13916,2545417807,[],"","","",[],[],"","","","",1,"","",[],"",""
2271,"Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBowGamble",61,2,4,"Random Bow","Metadata/Items/Item",1,"",[],3,"",[5],1,0,13929,2959132457,[],"","","",[],[],"","","","",1,"","",[],"",""
2272,"Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbowGamble",61,2,4,"Random Crossbow","Metadata/Items/Item",1,"",[],3,"",[1012],1,0,13942,2951203535,[],"","","",[],[],"","","","",1,"","",[],"",""
2273,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourSceptreGamble",61,2,3,"Random Sceptre","Metadata/Items/Item",2,"",[],3,"",[37],1,0,13955,3992547499,[],"","","",[],[],"","","","",1,"","",[],"",""
2274,"Metadata/Items/Weapons/OneHandWeapons/Traps/FourTrapGamble",61,2,2,"Random Trap","Metadata/Items/Item",2,"",[],3,"",[1019],1,0,13970,70421519,[],"","","",[],[],"","","","",1,"","",[],"",""
2275,"Metadata/Items/Armours/BodyArmours/FourBodyStrGamble",61,2,3,"Random Body Armour","Metadata/Items/Item",1,"",[],3,"","[38,16]",1,0,13986,2872064923,[],"","","",[],[],"","","","",1,"","",[],"",""
2276,"Metadata/Items/Armours/BodyArmours/FourBodyDexGamble",61,2,3,"Random Body Armour","Metadata/Items/Item",1,"",[],3,"","[39,16]",1,0,14001,2456114713,[],"","","",[],[],"","","","",1,"","",[],"",""
2277,"Metadata/Items/Armours/BodyArmours/FourBodyIntGamble",61,2,3,"Random Body Armour","Metadata/Items/Item",1,"",[],3,"","[40,16]",1,0,14016,749747436,[],"","","",[],[],"","","","",1,"","",[],"",""
2278,"Metadata/Items/Armours/BodyArmours/FourBodyStrDexGamble",61,2,3,"Random Body Armour","Metadata/Items/Item",4,"",[],3,"","[41,16]",1,0,14031,2599156969,[],"","","",[],[],"","","","",1,"","",[],"",""
2279,"Metadata/Items/Armours/BodyArmours/FourBodyStrIntGamble",61,2,3,"Random Body Armour","Metadata/Items/Item",5,"",[],3,"","[42,16]",1,0,14045,2116480158,[],"","","",[],[],"","","","",1,"","",[],"",""
2280,"Metadata/Items/Armours/BodyArmours/FourBodyDexIntGamble",61,2,3,"Random Body Armour","Metadata/Items/Item",4,"",[],3,"","[43,16]",1,0,14058,4106724699,[],"","","",[],[],"","","","",1,"","",[],"",""
2281,"Metadata/Items/Armours/Helmets/FourHelmetStrGamble",61,2,2,"Random Helmet","Metadata/Items/Item",1,"",[],3,"","[38,25]",1,0,14070,339960631,[],"","","",[],[],"","","","",1,"","",[],"",""
2282,"Metadata/Items/Armours/Helmets/FourHelmetDexGamble",61,2,2,"Random Helmet","Metadata/Items/Item",1,"",[],3,"","[39,25]",1,0,14081,2146785127,[],"","","",[],[],"","","","",1,"","",[],"",""
2283,"Metadata/Items/Armours/Helmets/FourHelmetIntGamble",61,2,2,"Random Helmet","Metadata/Items/Item",1,"",[],3,"","[40,25]",1,0,14092,2879116823,[],"","","",[],[],"","","","",1,"","",[],"",""
2284,"Metadata/Items/Armours/Helmets/FourHelmetStrDexGamble",61,2,2,"Random Helmet","Metadata/Items/Item",6,"",[],3,"","[41,25]",1,0,14103,4091092256,[],"","","",[],[],"","","","",1,"","",[],"",""
2285,"Metadata/Items/Armours/Helmets/FourHelmetStrIntGamble",61,2,2,"Random Helmet","Metadata/Items/Item",5,"",[],3,"","[42,25]",1,0,14111,2960096605,[],"","","",[],[],"","","","",1,"","",[],"",""
2286,"Metadata/Items/Armours/Helmets/FourHelmetDexIntGamble",61,2,2,"Random Helmet","Metadata/Items/Item",5,"",[],3,"","[43,25]",1,0,14119,2561311607,[],"","","",[],[],"","","","",1,"","",[],"",""
2287,"Metadata/Items/Armours/Gloves/FourGlovesStrGamble",61,2,2,"Random Gloves","Metadata/Items/Item",1,"",[],3,"","[38,22]",1,0,14127,2968824884,[],"","","",[],[],"","","","",1,"","",[],"",""
2288,"Metadata/Items/Armours/Gloves/FourGlovesDexGamble",61,2,2,"Random Gloves","Metadata/Items/Item",1,"",[],3,"","[39,22]",1,0,14135,1021068197,[],"","","",[],[],"","","","",1,"","",[],"",""
2289,"Metadata/Items/Armours/Gloves/FourGlovesIntGamble",61,2,2,"Random Gloves","Metadata/Items/Item",1,"",[],3,"","[40,22]",1,0,14143,1564478512,[],"","","",[],[],"","","","",1,"","",[],"",""
2290,"Metadata/Items/Armours/Gloves/FourGlovesStrDexGamble",61,2,2,"Random Gloves","Metadata/Items/Item",6,"",[],3,"","[41,22]",1,0,14151,3127241342,[],"","","",[],[],"","","","",1,"","",[],"",""
2291,"Metadata/Items/Armours/Gloves/FourGlovesStrIntGamble",61,2,2,"Random Gloves","Metadata/Items/Item",5,"",[],3,"","[42,22]",1,0,14157,577133714,[],"","","",[],[],"","","","",1,"","",[],"",""
2292,"Metadata/Items/Armours/Gloves/FourGlovesDexIntGamble",61,2,2,"Random Gloves","Metadata/Items/Item",4,"",[],3,"","[43,22]",1,0,14163,1134735602,[],"","","",[],[],"","","","",1,"","",[],"",""
2293,"Metadata/Items/Armours/Boots/FourBootsStrGamble",61,2,2,"Random Boots","Metadata/Items/Item",1,"",[],3,"","[38,4]",1,0,14169,3074380525,[],"","","",[],[],"","","","",1,"","",[],"",""
2294,"Metadata/Items/Armours/Boots/FourBootsDexGamble",61,2,2,"Random Boots","Metadata/Items/Item",1,"",[],3,"","[39,4]",1,0,14177,798667652,[],"","","",[],[],"","","","",1,"","",[],"",""
2295,"Metadata/Items/Armours/Boots/FourBootsIntGamble",61,2,2,"Random Boots","Metadata/Items/Item",1,"",[],3,"","[40,4]",1,0,14185,3399979851,[],"","","",[],[],"","","","",1,"","",[],"",""
2296,"Metadata/Items/Armours/Boots/FourBootsStrDexGamble",61,2,2,"Random Boots","Metadata/Items/Item",6,"",[],3,"","[41,4]",1,0,14193,2542079462,[],"","","",[],[],"","","","",1,"","",[],"",""
2297,"Metadata/Items/Armours/Boots/FourBootsStrIntGamble",61,2,2,"Random Boots","Metadata/Items/Item",5,"",[],3,"","[42,4]",1,0,14199,2435128907,[],"","","",[],[],"","","","",1,"","",[],"",""
2298,"Metadata/Items/Armours/Boots/FourBootsDexIntGamble",61,2,2,"Random Boots","Metadata/Items/Item",5,"",[],3,"","[43,4]",1,0,14205,1750711803,[],"","","",[],[],"","","","",1,"","",[],"",""
2299,"Metadata/Items/Armours/Shields/FourShieldStrGamble",61,2,4,"Random Shield","Metadata/Items/Item",1,"",[],3,"","[38,1]",1,0,14211,363486818,[],"","","",[],[],"","","","",1,"","",[],"",""
2300,"Metadata/Items/Armours/Shields/FourShieldStrDexGamble",61,2,3,"Random Shield","Metadata/Items/Item",1,"",[],3,"","[41,1]",1,0,14224,1334002654,[],"","","",[],[],"","","","",1,"","",[],"",""
2301,"Metadata/Items/Armours/Shields/FourShieldStrIntGamble",61,2,3,"Random Shield","Metadata/Items/Item",1,"",[],3,"","[42,1]",1,0,14235,2392980525,[],"","","",[],[],"","","","",1,"","",[],"",""
2302,"Metadata/Items/Armours/Shields/FourShieldDexGamble",61,2,2,"Random Buckler","Metadata/Items/Item",1,"",[],3,"","[39,1]",1,0,14246,2106319627,[],"","","",[],[],"","","","",1,"","",[],"",""
2303,"Metadata/Items/Armours/Focii/FourFocusGamble",61,2,3,"Random Focus","Metadata/Items/Item",1,"",[],3,"","[40,45]",1,0,14259,3184298783,[],"","","",[],[],"","","","",1,"","",[],"",""
2304,"Metadata/Items/Quivers/FourQuiverGamble",61,2,3,"Random Quiver","Metadata/Items/Item",1,"",[],3,"",[21],1,0,14272,355507027,[],"","","",[],[],"","","","",1,"","",[],"",""
2305,"Metadata/Items/Amulets/FourAmuletGamble",61,1,1,"Random Amulet","Metadata/Items/Item",1,"",[],3,"",[3],1,0,14294,1972146852,[],"","","",[],[],"","","","",1,"","",[],"",""
2306,"Metadata/Items/Rings/FourRingGamble",61,1,1,"Random Ring","Metadata/Items/Item",1,"",[],3,"",[2],1,0,14304,956882543,[],"","","",[],[],"","","","",1,"","",[],"",""
2307,"Metadata/Items/Belts/FourBeltGamble",61,2,1,"Random Belt","Metadata/Items/Item",1,"",[],3,"",[26],1,0,14315,3791139765,[],"","","",[],[],"","","","",1,"","",[],"",""
2308,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace2Cruel",12,2,3,"Advanced Smithing Hammer","Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/AbstractOneHandMace",45,"",[1543],2,"",[],1,1,13813,4059501514,[],"","","",[],[],"","","","","","","",[],"",""
2309,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace3Cruel",12,2,3,"Advanced Slim Mace","Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/AbstractOneHandMace",48,"",[],2,"",[],1,1,13814,2633762370,[],"","","",[],[],"","","","","","","",[],"",""
2310,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace5Cruel",12,2,3,"Advanced Warpick","Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/AbstractOneHandMace",51,"",[1544],2,"",[],1,1,13816,3775084954,[],"","","",[],[],"","","","","","","",[],"",""
2311,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace6Cruel",12,2,3,"Advanced Plated Mace","Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/AbstractOneHandMace",55,"",[],2,"",[],1,1,13817,3058646899,[],"","","",[],[],"","","","","","","",[],"",""
2312,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace7Cruel",12,2,3,"Advanced Brigand Mace","Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/AbstractOneHandMace",59,"",[],2,"",[],1,1,13818,1046897310,[],"","","",[],[],"","","","","","","",[],"",""
2313,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace8Cruel",12,2,3,"Advanced Construct Hammer","Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/AbstractOneHandMace",62,"",[1545],2,"",[],1,1,13819,2452182312,[],"","","",[],[],"","","","","","","",[],"",""
2314,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace2Cruel",17,2,4,"Advanced Oak Greathammer","Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/AbstractTwoHandMace",45,"",[1546],3,"",[],1,1,13826,2900552811,[],"","","",[],[],"","","","","","","",[],"",""
2315,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace3Cruel",17,2,4,"Advanced Forge Maul","Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/AbstractTwoHandMace",48,"",[],3,"",[],1,1,13827,1091770527,[],"","","",[],[],"","","","","","","",[],"",""
2316,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace5Cruel",17,2,4,"Advanced Cultist Greathammer","Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/AbstractTwoHandMace",51,"",[1548],3,"",[],1,1,13829,3790801074,[],"","","",[],[],"","","","","","","",[],"",""
2317,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace6Cruel",17,2,4,"Advanced Temple Maul","Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/AbstractTwoHandMace",55,"",[],3,"",[],1,1,13830,577237335,[],"","","",[],[],"","","","","","","",[],"",""
2318,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace7Cruel",17,2,4,"Advanced Leaden Greathammer","Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/AbstractTwoHandMace",59,"",[],3,"",[],1,1,13831,3052097248,[],"","","",[],[],"","","","","","","",[],"",""
2319,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace8Cruel",17,2,4,"Advanced Crumbling Maul","Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/AbstractTwoHandMace",62,"",[1549],3,"",[],1,1,13832,3914674356,[],"","","",[],[],"","","","","","","",[],"",""
2320,"Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff2Cruel",57,2,4,"Advanced Long Quarterstaff","Metadata/Items/Weapons/TwoHandWeapons/Staves/AbstractWarstaff",45,"",[1565],3,"",[],1,1,13878,428491768,[],"","","",[],[],"","","","","","","",[],"",""
2321,"Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff3Cruel",57,2,4,"Advanced Gothic Quarterstaff","Metadata/Items/Weapons/TwoHandWeapons/Staves/AbstractWarstaff",48,"",[],3,"",[],1,1,13879,2130164567,[],"","","",[],[],"","","","","","","",[],"",""
2322,"Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff4Cruel",57,2,4,"Advanced Crackling Quarterstaff","Metadata/Items/Weapons/TwoHandWeapons/Staves/AbstractWarstaff",51,"",[1566],3,"",[],1,1,13880,2920128726,[],"","","",[],[],"","","","","","","",[],"",""
2323,"Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff5Cruel",57,2,4,"Advanced Crescent Quarterstaff","Metadata/Items/Weapons/TwoHandWeapons/Staves/AbstractWarstaff",55,"",[],3,"",[],1,1,13881,1758705940,[],"","","",[],[],"","","","","","","",[],"",""
2324,"Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff7Cruel",57,2,4,"Advanced Slicing Quarterstaff","Metadata/Items/Weapons/TwoHandWeapons/Staves/AbstractWarstaff",59,"",[],3,"",[],1,1,13883,1220413100,[],"","","",[],[],"","","","","","","",[],"",""
2325,"Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff8Cruel",57,2,4,"Advanced Barrier Quarterstaff","Metadata/Items/Weapons/TwoHandWeapons/Staves/AbstractWarstaff",62,"",[1567],3,"",[],1,1,13884,390346114,[],"","","",[],[],"","","","","","","",[],"",""
2326,"Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow2Cruel",13,2,4,"Advanced Shortbow","Metadata/Items/Weapons/TwoHandWeapons/Bows/AbstractBow",45,"",[],2,"",[],1,1,13930,3323321842,[],"","","",[],[],"","","","","","","",[],"",""
2327,"Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow3Cruel",13,2,4,"Advanced Warden Bow","Metadata/Items/Weapons/TwoHandWeapons/Bows/AbstractBow",48,"",[1568],2,"",[],1,1,13931,3309153388,[],"","","",[],[],"","","","","","","",[],"",""
2328,"Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow5Cruel",13,2,4,"Advanced Composite Bow","Metadata/Items/Weapons/TwoHandWeapons/Bows/AbstractBow",51,"",[],2,"",[],1,1,13933,324818526,[],"","","",[],[],"","","","","","","",[],"",""
2329,"Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow6Cruel",13,2,4,"Advanced Dualstring Bow","Metadata/Items/Weapons/TwoHandWeapons/Bows/AbstractBow",55,"",[1569],2,"",[],1,1,13934,2577415106,[],"","","",[],[],"","","","","","","",[],"",""
2330,"Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow7Cruel",13,2,4,"Advanced Cultist Bow","Metadata/Items/Weapons/TwoHandWeapons/Bows/AbstractBow",59,"",[1570],2,"",[],1,1,13935,1087428548,[],"","","",[],[],"","","","","","","",[],"",""
2331,"Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow8Cruel",13,2,4,"Advanced Zealot Bow","Metadata/Items/Weapons/TwoHandWeapons/Bows/AbstractBow",62,"",[],2,"",[],1,1,13936,1715907233,[],"","","",[],[],"","","","","","","",[],"",""
2332,"Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow2Cruel",78,2,4,"Advanced Tense Crossbow","Metadata/Items/Weapons/TwoHandWeapons/Crossbows/AbstractCrossbow",45,"",[1572],2,"",[],1,1,13943,2747921759,[],"","","",[],[],"","","","","","","",[],"",""
2333,"Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow3Cruel",78,2,4,"Advanced Sturdy Crossbow","Metadata/Items/Weapons/TwoHandWeapons/Crossbows/AbstractCrossbow",48,"",[],2,"",[],1,1,13944,1025242552,[],"","","",[],[],"","","","","","","",[],"",""
2334,"Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow4Cruel",78,2,4,"Advanced Varnished Crossbow","Metadata/Items/Weapons/TwoHandWeapons/Crossbows/AbstractCrossbow",51,"",[],2,"",[],1,1,13945,2981394870,[],"","","",[],[],"","","","","","","",[],"",""
2335,"Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow5Cruel",78,2,4,"Advanced Dyad Crossbow","Metadata/Items/Weapons/TwoHandWeapons/Crossbows/AbstractCrossbow",55,"",[1573],2,"",[],1,1,13946,1510794409,[],"","","",[],[],"","","","","","","",[],"",""
2336,"Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow7Cruel",78,2,4,"Advanced Bombard Crossbow","Metadata/Items/Weapons/TwoHandWeapons/Crossbows/AbstractCrossbow",59,"",[1574],2,"",[],1,1,13948,2265837071,[],"","","",[],[],"","","","","","","",[],"",""
2337,"Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow8Cruel",78,2,4,"Advanced Forlorn Crossbow","Metadata/Items/Weapons/TwoHandWeapons/Crossbows/AbstractCrossbow",62,"",[],2,"",[],1,1,13949,2936872542,[],"","","",[],[],"","","","","","","",[],"",""
2338,"Metadata/Items/Armours/BodyArmours/FourBodyStr2Cruel",24,2,3,"Advanced Fur Plate","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",45,"",[],3,"",[38],1,1,13987,1800297786,[],"","","",[],[],"","","","","","","",[],"",""
2339,"Metadata/Items/Armours/BodyArmours/FourBodyStr3Cruel",24,2,3,"Advanced Iron Cuirass","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",48,"",[],3,"",[38],1,1,13988,3853699193,[],"","","",[],[],"","","","","","","",[],"",""
2340,"Metadata/Items/Armours/BodyArmours/FourBodyStr5Cruel",24,2,3,"Advanced Maraketh Cuirass","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",51,"",[],3,"",[38],1,1,13990,3930488374,[],"","","",[],[],"","","","","","","",[],"",""
2341,"Metadata/Items/Armours/BodyArmours/FourBodyStr6Cruel",24,2,3,"Advanced Steel Plate","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",55,"",[],3,"",[38],1,1,13991,1753568701,[],"","","",[],[],"","","","","","","",[],"",""
2342,"Metadata/Items/Armours/BodyArmours/FourBodyStr7Cruel",24,2,3,"Advanced Full Plate","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",59,"",[],3,"",[38],1,1,13992,894308829,[],"","","",[],[],"","","","","","","",[],"",""
2343,"Metadata/Items/Armours/BodyArmours/FourBodyStr8Cruel",24,2,3,"Advanced Vaal Cuirass","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",62,"",[],3,"",[38],1,1,13993,4246623930,[],"","","",[],[],"","","","","","","",[],"",""
2344,"Metadata/Items/Armours/BodyArmours/FourBodyDex2Cruel",24,2,3,"Advanced Quilted Vest","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",45,"",[],3,"",[39],1,1,14002,530503674,[],"","","",[],[],"","","","","","","",[],"",""
2345,"Metadata/Items/Armours/BodyArmours/FourBodyDex3Cruel",24,2,3,"Advanced Pathfinder Coat","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",48,"",[],3,"",[39],1,1,14003,2548495001,[],"","","",[],[],"","","","","","","",[],"",""
2346,"Metadata/Items/Armours/BodyArmours/FourBodyDex5Cruel",24,2,3,"Advanced Rhoahide Coat","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",51,"",[],3,"",[39],1,1,14005,2118596394,[],"","","",[],[],"","","","","","","",[],"",""
2347,"Metadata/Items/Armours/BodyArmours/FourBodyDex6Cruel",24,2,3,"Advanced Studded Vest","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",55,"",[],3,"",[39],1,1,14006,2804645897,[],"","","",[],[],"","","","","","","",[],"",""
2348,"Metadata/Items/Armours/BodyArmours/FourBodyDex7Cruel",24,2,3,"Advanced Scout's Vest","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",59,"",[],3,"",[39],1,1,14007,3403658501,[],"","","",[],[],"","","","","","","",[],"",""
2349,"Metadata/Items/Armours/BodyArmours/FourBodyDex8Cruel",24,2,3,"Advanced Serpentscale Coat","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",62,"",[],3,"",[39],1,1,14008,3840798716,[],"","","",[],[],"","","","","","","",[],"",""
2350,"Metadata/Items/Armours/BodyArmours/FourBodyInt2Cruel",24,2,3,"Advanced Feathered Robe","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",45,"",[],3,"",[40],1,1,14017,3248851225,[],"","","",[],[],"","","","","","","",[],"",""
2351,"Metadata/Items/Armours/BodyArmours/FourBodyInt3Cruel",24,2,3,"Advanced Hexer's Robe","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",48,"",[],3,"",[40],1,1,14018,3219310123,[],"","","",[],[],"","","","","","","",[],"",""
2352,"Metadata/Items/Armours/BodyArmours/FourBodyInt5Cruel",24,2,3,"Advanced Silk Robe","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",51,"",[],3,"",[40],1,1,14020,2840495547,[],"","","",[],[],"","","","","","","",[],"",""
2353,"Metadata/Items/Armours/BodyArmours/FourBodyInt6Cruel",24,2,3,"Advanced Keth Raiment","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",55,"",[],3,"",[40],1,1,14021,2112284143,[],"","","",[],[],"","","","","","","",[],"",""
2354,"Metadata/Items/Armours/BodyArmours/FourBodyInt7Cruel",24,2,3,"Advanced Votive Raiment","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",59,"",[],3,"",[40],1,1,14022,3620797453,[],"","","",[],[],"","","","","","","",[],"",""
2355,"Metadata/Items/Armours/BodyArmours/FourBodyInt8Cruel",24,2,3,"Advanced Altar Robe","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",62,"",[],3,"",[40],1,1,14023,994024664,[],"","","",[],[],"","","","","","","",[],"",""
2356,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex1Cruel",24,2,3,"Advanced Chain Mail","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",45,"",[],3,"",[41],1,1,14031,1807225204,[],"","","",[],[],"","","","","","","",[],"",""
2357,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex2Cruel",24,2,3,"Advanced Rogue Armour","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",48,"",[],3,"",[41],1,1,14032,2957164534,[],"","","",[],[],"","","","","","","",[],"",""
2358,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex3Cruel",24,2,3,"Advanced Vagabond Armour","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",51,"",[],3,"",[41],1,1,14033,1789155547,[],"","","",[],[],"","","","","","","",[],"",""
