"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","rid","i32","Pickup_AchievementItemsKeys","SMFiles","Identify_AchievementItemsKeys","EPKFile","Corrupt_AchievementItemsKeys","IsAlternateArt","bool","CreateCorruptedJewelAchievementItemsKey","AnimationLocation","string","string","string","string","string","string","string","string","string","string","string","string","IsAtlasOfWorldsMapIcon","IsTier16Icon","[i32]","bool","[rid]","[string]","[string]","[string]","[string]","[string]","[string]","[string]","string","string","string","string","string","string","string","string","string","Composition","rid","rid","rid","rid","[string]","[string]","[string]","[string]","[string]","[string]","rid","string","string","string","string","string","string","string"
63,"CurrencyAfflictionOrbGems_","Art/2DItems/Currency/Delirium/DeliriumOrbGems.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-16360,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
64,"CurrencyAfflictionOrbWeapons","Art/2DItems/Currency/Delirium/DeliriumOrbWeapons.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,6246,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
65,"CurrencyAfflictionOrbArmour","Art/2DItems/Currency/Delirium/DeliriumOrbArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-3294,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
66,"CurrencyAfflictionOrbMaps","Art/2DItems/Currency/Delirium/DeliriumOrbMaps.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,30199,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
67,"CurrencyAfflictionOrbTrinkets_","Art/2DItems/Currency/Delirium/DeliriumOrbTrinkets.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,6253,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
68,"CurrencyAfflictionOrbAbyss","Art/2DItems/Currency/Delirium/DeliriumOrbAbyss.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,20000,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
69,"CurrencyAfflictionOrbPerandus","Art/2DItems/Currency/Delirium/DeliriumOrbExpedition.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,21254,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
70,"CurrencyAfflictionOrbHarbinger","Art/2DItems/Currency/Delirium/DeliriumOrbHarbinger.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,22903,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
71,"CurrencyAfflictionOrbBreach","Art/2DItems/Currency/Delirium/DeliriumOrbBreach.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,30086,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
72,"CurrencyAfflictionOrbEssences","Art/2DItems/Currency/Delirium/DeliriumOrbEssence.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,405,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
73,"CurrencyAfflictionOrbFragments","Art/2DItems/Currency/Delirium/DeliriumOrbFragments.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,28822,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
74,"CurrencyAfflictionOrbScarabs","Art/2DItems/Currency/Delirium/DeliriumOrbScarabs.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-23802,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
75,"CurrencyAfflictionOrbFossils","Art/2DItems/Currency/Delirium/DeliriumOrbFossils.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-15238,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
76,"CurrencyAfflictionOrbProphecies","Art/2DItems/Currency/Delirium/DeliriumOrbCurrency.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,7,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
77,"CurrencyAfflictionOrbDivinationCards","Art/2DItems/Currency/Delirium/DeliriumOrbDivinationCards.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-23925,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
78,"CurrencyAfflictionOrbGeneric","Art/2DItems/Currency/Delirium/DeliriumOrbGeneric.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,20582,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
79,"CurrencyAfflictionOrbTalismans_","Art/2DItems/Currency/Delirium/DeliriumOrbTalismans.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-9383,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
80,"CurrencyAfflictionOrbLabyrinth","Art/2DItems/Currency/Delirium/DeliriumOrbLabyrinth.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,22402,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
81,"CurrencyAfflictionOrbIncubators","Art/2DItems/Currency/Delirium/DeliriumOrbLegion.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-24278,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
82,"CurrencyAfflictionOrbBlight","Art/2DItems/Currency/Delirium/DeliriumOrbBlight.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,27843,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
83,"CurrencyAfflictionOrbMetamorphosis","Art/2DItems/Currency/Delirium/DeliriumOrbMetamorph.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,6861,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
84,"CurrencyRespecShapersOrb","Art/2DItems/Currency/AtlasDowngrade.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-16138,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
85,"CurrencyBreachFireShard","Art/2DItems/Currency/Breach/BreachShardFire.dds","Metadata/Items/Currency/CurrencyOrb_Silent.ao",1081,2261,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
86,"CurrencyBreachColdShard","Art/2DItems/Currency/Breach/BreachShardCold.dds","Metadata/Items/Currency/CurrencyOrb_Silent.ao",1081,-25954,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
87,"CurrencyBreachLightningShard","Art/2DItems/Currency/Breach/BreachShardLightning.dds","Metadata/Items/Currency/CurrencyOrb_Silent.ao",1081,1735,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
88,"CurrencyBreachPhysicalShard","Art/2DItems/Currency/Breach/BreachShardPhysical.dds","Metadata/Items/Currency/CurrencyOrb_Silent.ao",1081,-5778,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
89,"CurrencyBreachChaosShard","Art/2DItems/Currency/Breach/BreachShardChaos.dds","Metadata/Items/Currency/CurrencyOrb_Silent.ao",1081,-10156,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
90,"CurrencyBreachShard__","Art/2DItems/Currency/Breach/BreachstoneSplinter.dds","Metadata/Items/Currency/CurrencyOrb_Silent.ao",1081,-4095,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
91,"CurrencyBreachUpgradeUniqueFire","Art/2DItems/Currency/Breach/BreachUpgraderFire.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,2277,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
92,"CurrencyBreachUpgradeUniqueCold","Art/2DItems/Currency/Breach/BreachUpgraderCold.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-32184,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
93,"CurrencyBreachUpgradeUniqueLightning","Art/2DItems/Currency/Breach/BreachUpgraderLightning.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-3222,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
94,"CurrencyBreachUpgradeUniquePhysical","Art/2DItems/Currency/Breach/BreachUpgraderPhysical.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-10050,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
95,"CurrencyBreachUpgradeUniqueChaos","Art/2DItems/Currency/Breach/BreachUpgraderChaos.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-4204,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
96,"CurrencyLegionKaruiShard","Art/2DItems/Maps/KaruiShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,20138,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
97,"CurrencyLegionMarakethShard","Art/2DItems/Maps/MarakethShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,20768,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
98,"CurrencyLegionEternalShard","Art/2DItems/Maps/EternalEmpireShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-11039,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
99,"CurrencyLegionTemplarShard","Art/2DItems/Maps/TemplarShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-14816,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
100,"CurrencyLegionVaalShard","Art/2DItems/Maps/VaalShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,24573,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
101,"CurrencyAfflictionSplinter","Art/2DItems/Maps/DeliriumSplinter.dds","Metadata/Items/Currency/CurrencyOrb.ao",1083,16748,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
102,"CurrencyRemoveMod","Art/2DItems/Currency/AnnullOrb.dds","Metadata/Items/Currency/CurrencyRemoveMod.ao",492,32037,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
103,"CurrencyUpgradeToRareAndSetSockets","Art/2DItems/Currency/BindingOrb.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15888,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
104,"CurrencyRerollMapType","Art/2DItems/Currency/HorizonOrb.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,10674,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
105,"CurrencyUpgradeMapTier","Art/2DItems/Currency/HarbingerOrb.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,20832,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
106,"CurrencyStrongboxQuality","Art/2DItems/Currency/EngineersOrb.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-10608,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
107,"CurrencyStrongboxQualityInfused","Art/2DItems/Currency/InfusedEngineersOrb.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,5573,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
108,"CurrencyRerollUnique","Art/2DItems/Currency/AncientOrb.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,11499,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
109,"CurrencyFractureRare","Art/2DItems/Currency/FracturingOrbCombined.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-32524,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
110,"CurrencyRemoveModShard","Art/2DItems/Currency/AnnullShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",528,14716,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
111,"CurrencyUpgradeToRareAndSetSocketsShard","Art/2DItems/Currency/BindingShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,25865,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
112,"CurrencyRerollMapTypeShard","Art/2DItems/Currency/HorizonShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-30976,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
113,"CurrencyUpgradeMapTierShard","Art/2DItems/Currency/HarbingerShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-21036,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
114,"CurrencyStrongboxQualityShard","Art/2DItems/Currency/EngineersShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-19281,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
115,"CurrencyRerollUniqueShard","Art/2DItems/Currency/AncientShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,24464,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
116,"CurrencyRerollRareShard","Art/2DItems/Currency/ChaosShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-1628,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
117,"CurrencyDuplicateShard","Art/2DItems/Currency/MirrorShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,-13957,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
118,"CurrencyAddModToRareShard","Art/2DItems/Currency/ExaltedShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,22906,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
119,"CurrencyUpgradeMagicToRareShard","Art/2DItems/Currency/CurrencyUpgradeMagicToRareShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",530,-1916,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
120,"CurrencyFractureRareShard","Art/2DItems/Currency/FracturingOrbShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,30740,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
