"rownum","BaseItemTypesKey","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","VaalVariant_BaseItemTypesKey","IsVaalVariant","MinionGlobalSkillLevelStat","GemType","bool","bool","rid","i32","i32","ItemExperienceType","CraftingTypes","[rid]","bool","GemEffects","bool","TutorialVideo","UI_Image","i32","CraftingLevel","bool","i32","bool","string"
556,3185,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[560],"","","",0,3,"",0,"","Strength"
557,3186,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[561],"","","",0,2,"",0,"","Intelligence"
558,3187,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[562],"","","",0,3,"",0,"","Intelligence"
559,3188,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[563],"","","",0,3,"",0,"","Intelligence"
560,3189,0,100,0,"","","",1,1,1,"",2,1,17,[10],[0],"",[564],"","","",0,2,"",0,"","Dexterity"
561,3190,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[565],"","","",0,1,"",0,"","Dexterity"
562,3191,0,100,0,"","","",1,1,1,"",2,1,17,[10],[0],"",[566],"","","",0,3,"",0,"","Dexterity"
563,3192,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[567],"","","",0,2,"",0,"","Intelligence"
564,3193,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[568],"","","",0,1,"",0,"","Intelligence"
565,3194,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[569],"","","",0,2,"",0,"","Intelligence"
566,3195,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[570],"","","",0,3,"",0,"","Intelligence"
567,3196,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[571],"","","",0,3,"",0,"","Intelligence"
568,3197,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[572],"","","",0,2,"",0,"","Dexterity"
569,3198,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[573],"","","",0,3,"",0,"","Intelligence"
570,3199,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[574],"","","",0,3,"",0,"","Intelligence"
571,3200,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[575],"","","",0,3,"",0,"","Intelligence"
572,3201,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[576],"","","",0,2,"",0,"","Intelligence"
573,3202,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[577],"","","",0,2,"",0,"","Intelligence, Command, Minion"
574,3203,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[578],"","","",0,3,"",0,"",""
575,3204,0,0,100,"","","",0,1,1,"",3,7,0,[],[0],"",[579],"","","",0,0,"",2,"",""
576,3205,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[23],"","","",0,0,"",2,"",""
577,3206,0,0,100,"","","",1,1,1,"",3,1,17,[],[0],"",[580],"","","",0,0,"",0,"","Intelligence"
578,3207,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[581],"","","",0,0,"",2,"",""
