"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","BuffCategory","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","BinaryStats","[rid]","[rid]","bool","bool","bool","bool","rid","[i32]","string","[rid]","[i32]","i32","[rid]"
2171,"karui_horn_buff","",1,"","",[24],"",2,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
2172,"guard_flask_damage_absorption","All damage from [HitDamage|Hits] is taken from this buff before your Life or [EnergyShield|Energy Shield].","","","Guard",[],1,2,1,"","","",29,2050,1,"",1,"",1,1,"",0,"","DamageAbsorptionBuff","","","","",7,"","",0,[],"","",[],"",[],[16437],[],[],"","","","","",[],"",[],[],1,[]
2173,"chimera_poem_blood_rage","","","","","[466,1861]",1,2,"","","","",29,2051,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,1861]",[],"","","","","",[],"",[],[],1,[]
2174,"ground_sulphite","You are taking lightning and chaos damage over time.","","","Sulphite Toxicity","[1937,442]",1,3,"","","","",29,2069,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[1937,442]",[],"","","","","",[],"",[],[4],1,[]
2175,"bloodfever_aura_of_flies","","","","[DNT] Righteous Flier",[346],1,3,"","","","",29,2052,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[346],[],"","","","","",[],"",[],[],1,[]
2176,"hag_soul_drain_buff","",1,"","",[1371],"",2,"","","","",29,0,1,1,1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],1,[],[],[1371],[],"","","","","",[],"",[],[],1,[]
2177,"hag_soul_drain_debuff","[DNT] Your soul is being drained","","","[DNT] Unused",[1935],1,2,"","","","",29,632,1,1,2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1935],[],"","","","","",[],"",[],[],1,[]
2178,"baron_boss_sword_charge_impale","",1,"","",[],"",3,"","","","",29,2135,1,1,18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2179,"baron_boss_sword_lockdown","[DNT] You are ensnared and cannot escape.","","","[DNT] Sword Lockdown","[6536,14471]",1,2,"","","","",29,2053,1,1,2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[6536,14471]",[],"","","","","",[],"",[],[],1,[]
2180,"sanctum_aegis_broken","",1,"","",[],1,2,"","","","",29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[18460],[],[],"","","","","",[],"",[],[],6,[]
2181,"monster_smite_lightning_and_undead_damage","[DNT] Allies deal additional lightning damage and additional damage against the undead.","","","[DNT] Lightbringer Damage Aura","[437,17541]",1,3,"","","","",29,2057,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[437,17541]",[],"","","","","",[],"",[],[],1,[]
2182,"monster_energy_shield_warcry","[DNT] Allies gain Energy Shield that cannon be recharged.","","","[DNT] Energy Overshield","[4873,550]","",3,"","","","",29,2058,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[4873,550]",[],"","","","","",[],"",[],[],1,[]
2183,"monster_energy_shield_warcry_recharge","",1,"","",[1371],"",3,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1371],[],"","","","","",[],"",[],[],1,[]
2184,"twilight_order_holy_heal","You are Regenerating Life","","","[DNT] Holy Healing","[439,1371]","",3,"","","","",29,2054,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[439,1371]",[],"","","","","",[],"",[],[],1,[]
2185,"rapid_shot_buff","Rapid Shot and Grenade Skills [Gain] [Fire] damage","","","Heat",[],1,3,"","",17544,"",29,2055,1,"",6,"",1,1,"",0,"","RapidShotStageDecayBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2186,"twilight_convert_righteous_fire","","","","[DNT] Righteous Fire",[1933],1,3,"","","","",29,2056,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1933],[],"","","","","",[],"",[],[],1,[]
2187,"twilight_convert_righteous_fire_self_degen","",1,"","[DNT] Righteous Fire",[16168],1,3,"","","","",29,0,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[16168],[],"","","","","",[],"",[],[],1,[]
2188,"twilight_soldier_frozen_shield","",1,"","[DNT] Frozen Shield",[711],1,2,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[711],[],"","","","","",[],"",[],[],1,[]
2189,"quarterstaff_storm_strike","","","","","[70,473]",1,3,"","","","",29,2059,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[70,473]",[],"","","","","",[],"",[],[],1,[]
2190,"twilightsorceror_fire_beam_damage","You are taking fire damage over time.","","","[DNT] Holy Fire",[1933],1,3,"","","",1,29,695,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1933],[],"","","","","",[],"",[],[],1,[]
2191,"twilightsorceror_fire_beam_debuff","You are taking increased fire damage the longer you are in the beam.","","","[DNT] Holy Fire",[],1,1,"","","",1,29,694,1,"",2,"",1,1,"",0,"","AvariusBeamBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2192,"karui_bloodfever","","","","[DNT] Karui Bloodfever",[],"",11,"","","","",29,242,1,"",2,"",1,1,"",0,"","KaruiBloodfeverBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2193,"hag_curse_debuff","Nearby corpses unleash their soul towards you.","","","Ire of the Dead",[],"",2,"","","","",29,2126,1,"",2,"",1,1,"",0,"","HagCurseDebuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2194,"hag_curse_corpse_buff","","","","",[],"",2,"","","","",29,2124,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2195,"primordial_moth_corpse_desaturation_effect","","","","",[],"",3,"","","","",29,2063,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2196,"imperial_graveyard_knight_rf_sword","[DNT] You are taking fire damage over time.","","","[DNT] RF Sword",[1933],"",3,"","","","",29,2060,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1933],[],"","","","","",[],"",[],[],1,[]
2197,"primordial_rooted_beam","[DNT] You are Rooted","","","[DNT] Rooted",[338],"",1,"","","","",29,2061,1,"",2,"",1,1,"",10,"","","","","","",7,"","",500,[],"","",[],"",[],[],[338],[],"","","","","",[],"",[],[],1,[]
2198,"rooted_spore_ground","You are taking lightning and chaos damage over time.","","","[DNT] Spore Ground","[1937,442]",1,3,"","","","",29,2062,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[1937,442]",[],"","","","","",[],"",[],[4],1,[]
2199,"mana_tempest_buff","You are within a Mana Tempest. Your spells are empowered with lightning damage.","","","Mana Tempest",[18195],"",11,"","","","",29,2065,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"","[17573,17574,20831]",[17572],"[18195,17573,17574,20831]","[17603,20363]","","","","","",[],"",[],[],1,[]
2200,"arctic_armour_stationary_stage","When you are [HitDamage|Hit] by a [Melee] [Attack], you retaliate with [Cold] Damage but lose a stage.","","","Arctic Armour","[17604,17605]",1,4,1,"",17599,1,29,435,1,"",6,"",1,1,1,0,"","ArcticArmourBuff","","","","",7,"","",0,[],"","",[],1,[],[],"[17604,17605]",[],"","","","","",[],"",[],[],1,[]
2201,"new_new_arctic_armour","You are gaining stages of a retaliatory barrier over time.","",1,"Arctic Armour",[4740],1,2,"","","",1,29,431,1,"",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],[4740],[],"","","","","",[],"",[],[],1,[]
2202,"mana_tempest_cooldown_paused_buff","",1,"","",[],"",11,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[17603],"","","","","",[],"",[],[],1,[]
2203,"volcano_stage","You are gaining Volcano stages","","","Volcano",[],1,1,1,"","",1,29,434,1,"",6,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2204,"forsaken_son_flaming_censer","",1,"","","[471,435]",1,2,"","","","",29,0,1,1,18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[471,435]",[],"","","","","",[],"",[],[],1,[]
2205,"new_blood_rage","","","","[DNT] Blood Rage","[451,451,17631]",1,2,"","","",1,29,16,1,"",1,"",1,1,"",0,"","NewBloodRageBuff","","","","",7,"","",0,[],"","",[],"",[443],[],"[451,451,17631,443]",[],"","","","","",[],"",[],[],1,[]
2206,"shattering_palm_debuff","","","","Primed for Shatter",[],1,2,"","","","",29,2068,1,1,18,"",1,1,"",0,"","ShatteringPalmDebuff","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],5,[]
2207,"electrocute_display_buff","",1,"","",[],1,2,"","","","",29,2071,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2208,"pestilent_slash_damage","You are taking chaos damage over time from Pestilent Strike.","","","Pestilent Slash Damage",[442],1,3,"","","","",29,1161,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[442],[],"","","","","",[],"",[],[],1,[]
2209,"howl_buff","[DNT] You are empowered by the Wolf's Howl",1,"","[DNT] Howl","[30,31,171,8792]",1,2,"","","","",29,2067,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[30,31,171,8792]",[],"","","","","",[],"",[],[],1,[]
2210,"heat_seeking_arrow_stage","","","","[DNT] Heat Seeking Arrow Stages",[],1,1,1,"","",1,29,435,1,"",6,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2211,"serpent_boss_bone_armour","",1,"","","[1051,480,19667]",1,3,"","","","",29,2072,1,"",1,"",1,1,"",0,"","SerpentBossBoneArmour","","","","",7,"","",0,[],"","",[],"",[],[],"[1051,480,19667]",[],"","","","","",[],"",[],[],1,[]
2212,"mastodon_necro_ball_degen","You are taking Lightning Damage over Time","","","Electrifying Orb",[1937],"",3,"","","","",29,5,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1937],[],"","","","","",[],"",[],[],1,[]
2213,"support_gem_mana_regeneration","","","","",[125],1,3,"","","","",29,171,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[125],[],"","","","","",[],"",[],[],1,[]
2214,"PoEM_Act1Boss_void_debuff","You take increased damage and are slower as the void drains you","","","Void Drained","[466,10902]",1,4,1,"","","",29,2073,1,"",2,"",1,1,"",3,"","","","","","",7,"","",0,[],"","",[],1,[],[],"[466,10902]",[],"","","","","",[],"",[],[],1,[]
2215,"petrification_stacker","You are becoming Petrified",1,"","Petrification","[4755,4755,4755,4755]",1,3,"","","",1,29,0,1,"",1,"",1,1,"",0,"","PetrificationStacker","","","","",7,"","",0,[],"","",[],"",[],[],"[4755,4755,4755,4755]",[],"","","","","",[],"",[],[],1,[]
2216,"player_recovery","You are recovering all your Life, Mana, and Energy Shield.","","","Full Recovery","[548,549,12786]",1,3,"","","","",29,1704,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[548,549,12786]",[],"","","","","",[],"",[],[],1,[]
2217,"prisoner_boss_chill_donut","",1,"","",[],1,13,"","","",1,29,0,"","",2,"",1,1,"",0,"","BloodyChillDonut","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2218,"prisoner_boss_chill_donut_bloody","",1,"","",[451],1,13,"","","",1,29,0,"","",2,"",1,1,"",0,"","BloodyChillDonut","","","","",7,"","",0,[],"","",[],"",[],[],[451],[],"","","","","",[],"",[],[],1,[]
2219,"stolen_life_regen_debuff","","","","",[],"",3,"","","","",29,2077,1,"",2,"",1,1,"",0,"","StolenLifeRegenDebuff","","","","",7,"","",0,[],"","",[],"",[],[18025],[],[],"","","","","",[],"",[],[],1,[]
2220,"life_regen_from_stolen_life_regen","",1,"","",[439],"",1,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[439],[],"","","","","",[],"",[],[],1,[]
2221,"pinned","You cannot move.","","","Pinned",[6536],1,13,"","","",1,29,2078,1,"",2,"",1,1,"",0,"","PinnedDebuff","","","","",7,"","",0,[],"","",[],"",[],[],[6536],[18172],"","","",1,"",[],"",[],[],1,[]
2222,"no_elemental_resistances","",1,"","",[],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[1959],[],[],"","","","","",[],"",[],[],1,[]
2223,"fire_wake_burning_damage","",1,"","[DNT] Blazing Lance Burning Ground",[1933],"",3,"","","","",29,0,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1933],[],"","","","","",[],"",[],[],1,[]
2224,"frost_wall_segment_effects","",1,"","",[],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","FrostWallSegmentEffects","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2225,"stormsurge","",1,"","",[18200],"",1,"","","","",29,0,1,"",18,"",1,1,"",10,"","","","","","",7,"","",0,[],"","",[],"",[],[],[18200],[],"","","","","",[],"",[],[],1,[]
2226,"cast_on_shock_reserve","","","","Cast on Shock",[],1,1,1,"","","",29,2079,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2227,"cast_on_shock_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2228,"cast_on_freeze_reserve","","","","Cast on Freeze",[],1,1,1,"","","",29,2080,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2229,"cast_on_freeze_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2230,"cast_on_ignite_reserve","","","","Cast on Ignite",[],1,1,1,"","","",29,2081,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2231,"cast_on_ignite_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2232,"cast_on_melee_kill_reserve","","","","Cast on Melee Kill",[],1,1,1,"","","",29,2082,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2233,"cast_on_melee_kill_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2234,"cast_on_death_reserve","","","","Cast on Death",[],1,1,1,"","","",29,2083,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2235,"cast_on_death_kill_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2236,"cast_when_stunned_reserve","","","","Cast when Stunned",[],1,3,1,"","","",29,2084,1,"",1,"",1,1,"",0,"","","","","","",5,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2237,"cast_when_stunned_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2238,"cast_on_damage_taken_reserve","","","","Cast on Damage Taken",[],1,1,1,"","","",29,2085,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2239,"cast_on_damage_taken_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2240,"cast_on_crit_reserve","","","","Cast on Critical",[],1,1,1,"","","",29,2086,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2241,"cast_on_crit_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2242,"invocation","","","","[DNT] Invocation",[18231],1,1,"","","","",29,2087,1,"",1,"",1,1,"",0,"","","","","","",2,"","",0,[],"",1,[],1,[],[],[18231],[],"","","","","",[],"",[],[],1,[]
2243,"channelled_slam_stage_display","You are channelling Supercharged Slam.","","","Supercharged Slam Stages",[],1,2,1,"","","",29,2088,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2244,"armour_break_tracker","You have lost a portion of your armour.","","","Armour Break",[18274],1,11,1,"","","",29,2089,1,"",2,"",1,1,"",0,"","BrokenArmour",1,"","","",7,"","",0,[],"","",[],"",[],[],[18274],[],"","","","",18274,[],"",[],[],3,[]
2245,"broken_armour_debuff","Debuff negates all [Armour]","","","Fully Broken Armour",[],1,2,"","","","",29,2090,1,"",2,"",1,1,"",0,"","BrokenArmour","","","","",7,"","",0,[],"","",[],"",[],[18275],[],[],"","","",1,"",[],"",[],[],2,[]
2246,"disable_instant_teleports","",1,"","",[],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[18284],[],[18284],[],"","","","","",[],"",[],[],1,[]
2247,"barrier_invocation_reserve","You gain Energy when your Energy Shield is damaged. Stored Energy can be consumed to trigger Spells socketed in Barrier Invocation.","","","Barrier Invocation",[],1,3,1,"","","",29,2091,1,"",1,"",1,1,"",0,"","","","","","",5,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2248,"barrier_invocation_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2249,"invocation_skill_ready","",1,"","",[],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2250,"cast_on_dodge_roll_reserve","","","","Cast on Dodge Roll",[],1,1,1,"","","",29,2097,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2251,"cast_on_dodge_roll_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2252,"tornado_damaging_debuff","",1,"","",[346],"",3,"","","","",29,0,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[346],[],"","","","","",[],"",[],[],1,[]
2253,"cast_while_channelling_reserve","","","","Cast while Channelling",[],1,3,1,"","","",29,2098,1,"",1,"",1,1,"",0,"","","","","","",5,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2254,"cast_while_channelling_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2255,"cast_on_melee_stun_reserve","","","","Cast on Melee Stun",[],1,1,1,"","","",29,2099,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2256,"cast_on_melee_stun_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2257,"wolf_minion_howl_debuff","",1,"","[DNT] Wolf Howl Debuff",[8566],1,2,"","","","",29,2100,1,"",2,"",1,1,"",0,"","WolfHowlDebuff","","","","",7,"","",0,[],"","",[],"",[],[],[8566],[],"","","","","",[],"",[],[],1,[]
2258,"lingering_illusion_reserve","Dodge Rolling will create an illusory copy of you.","","","Lingering Illusion",[],1,3,"","","","",29,2183,1,"",18,"",1,1,"",0,"","","","","","",7,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2259,"slow_over_time","",1,"","",[338],"",11,"","","","",29,0,1,"",18,"",1,1,"",0,"","InterpolateBuffEffect","","","","",7,"","",0,[],1,"",[],"",[],[],[338],[],"","",1,"","",[],"",[],[],1,[]
2260,"fallen_god_minion_buff_1","","","","",[24],1,2,"","","","",29,2101,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
2261,"fallen_god_minion_buff_2","","","","",[338],1,2,"","","","",29,2102,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[338],[],"","","","","",[],"",[],[],1,[]
2262,"fallen_god_minion_buff_3","","","","",[466],1,2,"","","","",29,2103,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
2263,"fallen_god_minion_buff_4","","","","",[1933],1,3,"","","","",29,2104,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1933],[],"","","","","",[],"",[],[],1,[]
2264,"fallen_god_minion_buff_5","","","","","[192,189,190]",1,2,"","","","",29,2105,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[192,189,190]",[],"","","","","",[],"",[],[],1,[]
2265,"fallen_god_heal_buff_on_minion","","","","",[439],1,2,"","","","",29,2106,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[439],[],"","","","","",[],"",[],[],1,[]
2266,"fallen_god_heal_buff_on_self","","","","",[16168],1,2,"","","","",29,2107,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[16168],[],"","","","","",[],"",[],[],1,[]
2267,"ghost_dance_reserve","",1,"","Ghost Dance ",[],1,3,"","","","",29,2255,1,"",18,"",1,1,"",0,"","","","","","",7,"",1,0,[],"","",[],"",[20926],[],[20926],[],"","","","","",[],"",[],[],1,[]
2268,"fallen_god_chaos_aura","You are taking Chaos Damage over time.","","","[DNT] Pestilent  Degen",[442],1,3,"","","","",29,2108,"","",2,"",1,1,"",0,"","","","","","",7,"",1,0,[],"","",[],"",[],[],[442],[],"","","","","",[],"",[],[],1,[]
2269,"spectre_reserve_buff","[DNT] You have spectres, reserving your spirit",1,"","[DNT] Spectre Minions",[],"",1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2270,"fountain_statue_goop","[DNT] You are taking lightning and chaos damage over time.","","","[DNT] Goop","[1937,442]",1,3,"","","","",29,2109,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[1937,442]",[],"","","","","",[],"",[],[],1,[]
2271,"player_dominating_aura","",1,"","[DNT] Dominating Aura",[],1,3,"","","","",29,0,1,"",2,"",1,1,"",0,"","DominatingAuraLifeTracker","",1,"","",7,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2272,"player_dominating_aura_self","",1,"","[DNT] Dominating Aura",[],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2273,"player_dominating_aura_display","","","","",[],"",2,"","","","",29,2110,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2274,"player_dominating_aura_reservation","",1,"","",[],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2275,"nearby_enemies_have_no_fire_resistance_vs_dot_while_stationary","",1,"","",[],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","NoFireResistanceAuraWhileStationary","","","","",7,"","",0,[],"","",[],"",[],[18413],[],[],"","","","","",[],"",[],[],1,[]
2276,"no_fire_resistance_vs_dot_aura","","","","",[],"",3,"","","","",29,1031,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[18395],[],[],"","","","","",[],"",[],[],1,[]
2277,"shroud_reserve","","","","Shroud",[],1,3,"","","","",29,2083,1,"",18,"",1,1,"",0,"","","","","","",7,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2278,"shroud_stealth","","","","",[],1,3,"","","","",29,2113,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2279,"shroud_breakout_phys","","","","","[28,29]",1,3,"","","","",29,2114,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[28,29]",[],"","","","","",[],"",[],[],1,[]
2280,"hidden_in_stealth","",1,"","",[],1,7,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2281,"spotted","",1,"","",[],1,7,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2282,"essiepaulius_slow_orb_aura","","","","",[338],"",3,"","","","",29,2115,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[338],[],"","","","","",[],"",[],[],1,[]
2283,"corrupt_venarius_poem_buff","","","","","[466,1861]",1,1,"","","","",29,2116,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,1861]",[],"","","","","",[],"",[],[],1,[]
2284,"wendigo_donut_of_darkness","[DNT] Its dark","","","[DNT] Donut of Darkness",[346],1,3,"","","","",29,2117,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[346],[],"","","","","",[],"",[],[],1,[]
