"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClasses","WebsiteDescription","WebsiteImage","HideOnWebsite","GrantedEffect","bool","SkillTotemId","IsManuallyCasted","Input_Stats","Output_Stats","MinionActiveSkillTypes","bool","isGem","SecondarySkillSpecificStats","SkillMine","AlternateSkillTargetingBehaviour","bool","AIFile","StatContextFlags","bool","bool","bool","TransfigureBase","i32","i32","string","rid","string","rid","rid","bool","string","i32","string"
775,"spear_lightning_warp","Storm Surge","",672,"Art/2DArt/SkillIcons/SorceressLightningWarp.dds","[1,24,28,20]","[0,7,78,139]",[77],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
776,"infused_spear_mine","[DNT] Infused Barbs","",673,"Art/2DArt/SkillIcons/ElementalStrike.dds",[1],"[0,19,30,29,28,7]",[77],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
777,"wind_dancer","Wind Dancer","Grants a buff that gives you more [Evasion] per stage. Being [HitDamage|Hit] by a [Melee] [Attack] while you have this buff consumes all stages to damage and [Knockback|Knock Back] enemies around you.",674,"Art/2DArt/SkillIcons/RangerWindDancerSkill.dds",[1],"[4,11,119,138]","[9,15,11,16,12,17,57,6,7,77,13,83,78]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/wind_dancer/"
778,"triggered_wind_dancer","Gale Force","",675,"Art/2DArt/SkillIcons/InspiringCry.dds",[1],"[0,36,31,19,7]","[9,15,11,16,12,17,57,6,7,77,13,83,78]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
779,"triggered_mana_flare","Mana Flare","",676,"Art/2DArt/SkillIcons/iconbasicattack.dds",[1],"[1,6,114,31,89]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
780,"ritual_of_power","Profane Ritual","Marks a [Corpse] with a profane rune, dealing [Chaos] damage over time to nearby enemies. When the ritual is complete the [Corpse] is consumed and you gain a [Charges|Power Charge].",677,"Art/2DArt/SkillIcons/WitchProfaneRitual.dds","[6,20,30]","[1,41,8,7,34,21,55,31,48,69,71,139,65,143,145,163]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"",405,"","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/ritual_of_power/"
781,"power_offering","Soul Offering","Impales a Skeleton on a bone spike, granting you a powerful [Spell] damage [Buff] as long as the spike remains. Does not affect your [Minion|Minions].\r\n\r\nThe bone spike is itself a [Minion]. If it dies, the effect ends immediately.",602,"Art/2DArt/SkillIcons/WitchPowerOffering.dds","[1,3,20]","[153,5,8,139,31,76,143,4]",[],"","",1,"","",25,1,[9966],[209],[],1,1,[],8,5,"","",[],"","",1,"",-16843010,-16843010,"",412,"",72,"",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/power_offering/"
782,"dark_effigy","Dark Effigy","Raises a [Totem] that bombards enemies afflicted by [Chaos] damage over time [Debuff|Debuffs].",678,"Art/2DArt/SkillIcons/WitchDarkEffigy.dds","[1,20,24,28]","[25,13,15,21,8,139,41,143]",[],"","",1,"","",24,1,[],[],[],1,1,[],8,7,"","",[],"","",1,"",-16843010,-16843010,"",411,"","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
783,"dark_effigy_projectile","Vile Effusion","Fires a [Projectile|Projectile] at every nearby enemy that is afflicted by a [Chaos] damage over time [Debuff]. Fires multiple [Projectile|Projectiles] at enemies afflicted by multiple [Debuff|Debuffs], but [Projectile] count cannot be otherwise modified.",679,"Art/2DArt/SkillIcons/WitchDarkEffigy.dds",[1],"[1,6,2,41,7,71,112,175]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/dark_effigy_projectile/"
784,"instant_spell","","",681,"",[2],"[1,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
785,"ice_bomb","Ice Bomb","Crystallises the air into icy shards that explode outwards when they hit the ground.",682,"Art/2DArt/SkillIcons/WitchFrostSkeleton.dds","[1,2,20,30]","[1,8,29,5,6,13,14,15,21,31,7,71,55]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,7,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","",375,1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/ice_bomb/"
786,"grim_feast","Grim Feast","Feeds on corpses to bolster your [EnergyShield|Energy Shield]. While active, enemies and [Reviving] [Minion|Minions] that die in your [Presence] have a chance to drop Grim Remnants. Picking up a Grim Remnant grants you [EnergyShield|Energy Shield] which can [Overflow|Overflow] maximum [EnergyShield|Energy Shield].",683,"Art/2DArt/SkillIcons/WitchGrimFeast.dds",[4],"[4,11,119,138]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/grim_feast/"
787,"blasphemy","Blasphemy","Turns socketed [Curse] skills into vile [Aura|Auras], applying their effects to all nearby enemies.",684,"Art/2DArt/SkillIcons/WitchBlasphemy.dds",[4],"[7,4,11,38,71,119,138,121,149,179]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
788,"cast_on_minion_death","Cast on Minion Death","While active, gains [Energy] when one of your [Minion|Minions] is [MinionDeath|Killed], and triggers socketed [Spell|Spells] upon reaching maximum [Energy]. Cannot socket [Spell|Spells] which create [Minion|Minions].",685,"Art/2DArt/SkillIcons/CastOnMinionDeath.dds",[4],"[11,119,121,138,4,5,149,181]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
789,"scavenged_plating","Scavenged Plating","Uses fragments of armour scavenged from enemies to bolster your own. [ArmourBreak|Fully Breaking] an enemy's [Armour] grants you a stack of Scavenged Plating for a duration, and you gain [Armour] and [Thorns] per stack.",686,"Art/2DArt/SkillIcons/BruteScavengedPlating.dds",[4],"[4,119,11,8,138,27]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/scavenged_plating/"
790,"dash_attack_to_target","[DNT] dash_attack_to_target","",687,"Art/2DArt/SkillIcons/iconbasicattack.dds",[1],[],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
791,"spinning_inferno","Spinning Inferno","",458,"Art/2DArt/SkillIcons/FlamesOfJudgement.dds","[1,2]","[0,20,23,19,7,28]","[12,17]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"",453,"","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
792,"mana_drain","Mana Drain","Siphons power from an enemy, briefly [Hinder|Hindering] them and [ManaLeech|Leeching] Mana.",688,"Art/2DArt/SkillIcons/ManaDrainWeaponSkill.dds",[2],"[1,14,13,15,139]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/mana_drain/"
793,"bone_blast","Bone Blast","Conjures a circle of ritual inscriptions that last for a short duration. When the duration ends, spikes of bone erupt from enemies in the area, damaging them and potentially causing [Bleeding].",689,"Art/2DArt/SkillIcons/BoneBlastWeaponSkill.dds","[2,1,20,28]","[1,8,7,27,69,139,6,55,163]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,7,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/bone_blast/"
794,"blink_reservation","Blink","Replaces your dodge roll with a short-cooldown [Spell] that allows you to tunnel through space, instantly reappearing a medium distance away.",690,"Art/2DArt/SkillIcons/SorceressBlinkReservation.dds",[1],"[119,11,4,138]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
795,"blink","","",691,"Art/2DArt/SkillIcons/SorceressBlinkReservation.dds",[1],"[120,139,1,89]",[],"","",1,"","",25,"",[],[],[],"","",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
796,"incinerate_player","Incinerate","Conjures a torrent of [Fire] from your hand, [Ignite|Igniting] enemies in front of you. The flames grow stronger the longer you [Channelling|Channel] for, and at maximum strength also apply stacking [Exposure|Fire Exposure] and creating [IgnitedGround|Ignited Ground].",692,"Art/2DArt/SkillIcons/SorceressIncinerate.dds",[1],"[1,6,14,28,47,7,71,8,139,150,167]",[],"","",1,"ExpandingFireCone","",25,1,"[3861,7487,7486,17370,17897]","[24,423,7352,2673,5953]",[],1,1,[17432],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/incinerate_player/statset_0/"
797,"molten_blast","Molten Blast","Gouges molten rock from the ground and flings it at the target. The [Projectile] explodes on collision, damaging enemies and scattering shrapnel in a cone behind it.",693,"Art/2DArt/SkillIcons/BruteMoltenBlast.dds","[1,2]","[0,2,56,6,7,13,14,31,28]","[17,12]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","Metadata/Monsters/Totems/PlayerAIScripts/GenericTotemAI.ais","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"",446,"","","",1,"",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/molten_blast/statset_0/"
798,"aura_crit_against_enemy","Malice","Emits an [Aura] that continuously inflicts [CriticalWeakness|Critical Weakness] on enemies in your [Presence].",694,"Art/2DArt/SkillIcons/MaliceWeaponSkill.dds",[4],"[4,11,38,119,138,8]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/aura_crit_against_enemy/"
799,"hydra","Hydra Familiar","While active, a companion Hydra will rear up from your body and regularly cast socketed [Projectile] [Spell|Spells] at nearby [Shock|Shocked], [Frozen], and [Ignite|Ignited] enemies.",696,"Art/2DArt/SkillIcons/AncestorTotemSkill.dds",[4],"[11,138,4,121,76,5]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
800,"hammer_of_the_gods","Hammer of the Gods","Entreats the Ancestors to crush your enemies, manifesting a massive hammer that falls from the sky onto your target, [Slam|Slamming] into the ground after a short duration and dealing immense damage based on your weapon.",697,"Art/2DArt/SkillIcons/BruteHammerOfTheGods.dds","[1,2,24,20,28]","[0,7,19,91,23,8,14,89,139]","[12,17]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","Metadata/Monsters/Totems/PlayerAIScripts/GenericTotemAI.ais","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"",336,"","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/hammer_of_the_gods/"
801,"living_bomb_player","Living Bomb","Plant a seed of [Fire] inside an enemy, which grows over a duration. When the duration expires, the seed explodes, damaging the enemy and all other enemies nearby.",698,"Art/2DArt/SkillIcons/LivingBombWeaponSkill.dds","[1,2,23,24,20]","[1,6,7,13,14,15,71,143,28,139,8]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/living_bomb_player/"
802,"channel_stampede","Stampede","Charges forward, cracking the earth and leaving a patch of [JaggedGround|Jagged Ground] with every footstep. At the end of your charge, a massive leaping [Slam] damages enemies and causes all nearby patches of [JaggedGround|Jagged Ground] to explode, damaging enemies standing on them.",700,"Art/2DArt/SkillIcons/BruteStampede.dds",[1],"[0,19,7,91,78,167,8]","[12,17]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","Metadata/Monsters/Totems/PlayerAIScripts/GenericTotemAI.ais","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"",454,"","","",1,"",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/channel_stampede/statset_0/"
803,"shield_barricade","Shield Wall","Ram your [Shield] into the ground, throwing up a semi-circular wall of earth. Enemies can attack the walls and your [Slam|Slams] will instantly destroy them. Each wall segment explodes when destroyed, damaging enemies around it.",701,"Art/2DArt/SkillIcons/BruteShieldWall.dds",[1],"[0,137,8,9,27,7,160,166]",[26],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"",452,"","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/shield_barricade/"
804,"shielding_cry","[DNT] Shielding Cry","Performs a warcry, [Empowered|Empowering] subsequent Shield [Attack|Attacks] if there are enemies nearby. Consumes all [Charges|Endurance Charges] to [Empowered|Empower] additional attacks. Empowered Shield skills perform a counterattack on hit or block, consuming one Empower.",702,"Art/2DArt/SkillIcons/WarCryIntimidating.dds",[1],"[62,7,8,6,130,89,27,146,139,172]","[26,103]","","",1,"","",25,1,[9129],[9128],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
805,"shielding_cry_shockwave","[DNT] Shieldwave","Release a damaging shockwave forward, dealing damage based on your shield.",703,"Art/2DArt/SkillIcons/ShieldCrush.dds",[1],"[0,19,7,27,36,31,49,166]","[26,103]","","",1,"","",25,"",[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
806,"blazing_cluster","Ember Fusillade","Conjures a blazing Ember that hovers above you. After a short duration, the Ember launches at an enemy, dealing [Fire] damage in an area on impact and prioritising the last enemy targeted. Recasting this spell resets the duration for all active Embers. Multiple Embers fired in the same Fusillade will attempt to target different enemies.",704,"Art/2DArt/SkillIcons/SorceressBlazingCluster.dds","[1,2]","[1,6,28,2,8,69,139,7,71,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/blazing_cluster/statset_0/"
807,"unique_dusk_vigil_triggered_blazing_cluster","Ember Fusillade","Conjures a blazing Ember that hovers above you. After a short duration, the Ember launches at an enemy, dealing [Fire] damage in an area on impact and prioritising the last enemy targeted. Recasting this spell resets the duration for all active Embers. Multiple Embers fired in the same Fusillade will attempt to target different enemies.",704,"Art/2DArt/SkillIcons/SorceressBlazingCluster.dds","[1,2]","[1,6,28,2,8,69,139,7,71,31,89]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/blazing_cluster/statset_0/"
808,"armour_breaker","Armour Breaker","Attack with a forceful blow, knocking enemies back and weakening their [Armour|Armour].",705,"Art/2DArt/SkillIcons/BruteHeavyStrike.dds","[1,2]","[0,20,23,19,7,27]","[17,12]","When facing the hungry throngs on Wraeclast, offense truly is the best form of defence. Skilled melee combatants have mastered the technique of the Heavy Strike, a devastating blow they unleash with an Axe, Mace or any two-handed weapon. Heavy Strike lands with terrifying force, knocking foes back and often stunning them, if not killing them outright.","http://s3.amazonaws.com/pathofexile/image/skills/strength/heavy_strike.jpg","","ArmourBreakerPlayer","",25,1,"[4043,3831,3305,17232]","[70,24,5609,17231]",[],1,1,[],8,"","","Metadata/Monsters/Totems/PlayerAIScripts/GenericTotemAI.ais","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"Art/Videos/SkillExamples/HeavyStrike.bk2","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
809,"armour_explosion","","",707,"Art/2DArt/SkillIcons/iconbasicattack.dds",[1],"[0,7,6,36,31,114]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/armour_explosion/"
810,"sorcery_ward","Sorcery Ward","Passively manifests a protective barrier which takes [ElementalDamage|Elemental Damage] from [HitDamage|Hits] for you until depleted. The barrier instantly recharges to its full value a short time after it stops taking damage or is fully depleted.",261,"Art/2DArt/SkillIcons/WitchunterSpellAegis.dds",[4],"[1,98,28,29,30,4,119,138,11]",[],"","",1,"","",25,"","[19251,19252]","[21101,21102]",[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/sorcery_ward/"
811,"stomping_ground_shockwave","Stomping Ground Shockwave","",708,"Art/2DArt/SkillIcons/iconbasicattack.dds",[1],"[0,7,6,36,31,114,117]",[],"","",1,"","",25,"",[],[],[],"","",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/stomping_ground_shockwave/"
812,"life_remnants","Life Remnants","Drinks the blood of your enemies to restore your Life. While active, enemies you kill have a chance to spawn a Life Remnant, and [Critical|Critically Hitting] a target spawns a Life Remnant every few seconds. Picking up a Life Remnant grants you Life which can [Overflow|Overflow] maximum Life.",709,"Art/2DArt/SkillIcons/BloodChannel.dds",[4],"[4,11,119,138]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/life_remnants/"
813,"trick_shot","Shockchain Arrow","Fires a [Lightning]-infused arrow that homes in on [Shock|Shocked] enemies. Hitting a [Shock|Shocked] enemy will [Consume] the [Shock] to charge the arrow, causing it to release a damaging shockwave and split beams towards up to two nearby targets, prioritising ones which are [Shock|Shocked]. If the beam hits a [Shock|Shocked] target, it will release another damaging shockwave and can continue to [Chain].",710,"Art/2DArt/SkillIcons/RangerShockchainSkill.dds","[1,2]","[0,40,57,7,2,56,14,13,15,30,31,69,139,140,18,136]",[13],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35,4]","","",1,"",-16843010,-16843010,"",488,"","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/trick_shot/"
814,"vaulting_impact","Vaulting Impact","Leaps forward and [Slam|Slams] the ground, sending out a [Stun|Stunning] shockwave that is especially potent against [Daze|Dazed] enemies.",712,"Art/2DArt/SkillIcons/MonkVaultingImpact.dds","[1,2]","[0,23,19,91,7,159,161,78]",[57],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"",315,"","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/vaulting_impact/"
815,"storm_wave","Storm Wave","Sweep your [Quarterstaff|Quarterstaff], projecting a bolt of [Lightning] through the ground in a long wave ahead of you.",713,"Art/2DArt/SkillIcons/MonkStormWave.dds","[1,2]","[0,23,19,7,30,139,159,164]",[57],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/storm_wave/"
816,"mantra_of_destruction","Mantra of Destruction","Build [Combo|Combo] by successfully [Strike|Striking] Enemies with other skills. After reaching maximum [Combo|Combo], use this skill to [Empowered|Empower] your next [Quarterstaff] [Attack], causing it to deal additional [Chaos] damage. Each kill with the [Empowered] [Attack] grants\n[PurpleFlamesOfChayula|Purple Flames of Chayula] for a duration.",715,"Art/2DArt/SkillIcons/MonkMantraofDestruction.dds",[4],"[151,4,8,139,146,41]",[57],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/mantra_of_destruction/"
817,"bone_offering_explosion","Bone Explosion","The minion's shield of bone explodes, dealing physical damage to nearby enemies.",266,"",[4],"[153,31,1,6,7,27]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
818,"soulbreaker","Soulbreaker","",711,"Art/2DArt/SkillIcons/iconbasicattack.dds",[1],"[31,6,7,41,114]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[4,18,29,10,11,16,17,19,26]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
819,"throw_flask_fire","Explosive Concoction","Consume charges from your Mana [Flask] to throw a bottle that explodes, dealing unarmed [Fire] attack damage in an area and inflicting Fire [Exposure].",420,"Art/2DArt/SkillIcons/RangerBrewConcoctionFireSkill.dds","[1,2,20]","[0,40,56,31,7,2,117,8,28,139,175]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,7,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/throw_flask_fire/"
820,"throw_flask_lightning","Fulminating Concoction","Consume charges from your Mana [Flask] to throw a bottle that explodes, dealing unarmed [Lightning] attack damage in an area and inflicting Lightning [Exposure].",420,"Art/2DArt/SkillIcons/RangerBrewConcoctionLightningSkill.dds","[1,2,20]","[0,40,56,31,7,2,117,8,30,139,175]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,7,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/throw_flask_lightning/"
821,"throw_flask_cold","Shattering Concoction","Consume charges from your Mana [Flask] to throw a bottle that explodes, dealing unarmed [Cold] attack damage in an area and inflicting Cold [Exposure].",420,"Art/2DArt/SkillIcons/RangerBrewConcoctionColdSkill.dds","[1,2,20]","[0,40,56,31,7,2,117,8,29,139,175]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,7,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/throw_flask_cold/"
822,"throw_flask_poison","Poisonous Concoction","Consume charges from your Mana [Flask] to throw a bottle that explodes, dealing unarmed [Chaos] attack damage in an area. [Poison] inflicted by this skill has more effect.",420,"Art/2DArt/SkillIcons/RangerBrewConcoctionPoisonSkill.dds","[1,2,20]","[0,40,56,31,7,2,117,41,139,175]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,7,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/throw_flask_poison/"
823,"throw_flask_bleed","Bleeding Concoction","Consume charges from your Mana [Flask] to throw a bottle that explodes, dealing unarmed [Physical] attack damage in an area. [Bleeding] inflicted by this skill has more effect.",420,"Art/2DArt/SkillIcons/RangerBrewConcoctionBleedSkill.dds","[1,2,20]","[0,40,56,31,7,2,117,27,139,175]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,7,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/throw_flask_bleed/"
824,"elemental_strike_trigger","Elemental Expression","Creates a fiery explosion, an arcing bolt of lightning, or an icy wave of projectiles. The chance for an explosion is proportional to your [Strength], for a bolt proportional to your [Dexterity], and for a wave proportional to your [Intelligence].",169,"Art/2DArt/SkillIcons/MonkInvokerWildStrike.dds",[1],"[6,31,1,89,36,49,30,29,28,2,7,18]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
825,"viper_napuatzi_lightning_spear","","",714,"","[1,2]","[0,2,30]",[],"","",1,"","",25,"",[],[],[],"","",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","","","",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
826,"war_banner","War Banner","",724,"Art/2DArt/SkillIcons/WarBannerSkill.dds",[1],"[87,7,8,139]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/war_banner/"
827,"defiance_banner","Defiance Banner","",724,"Art/2DArt/SkillIcons/DefianceBannerSkill.dds",[1],"[87,7,8,139]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/defiance_banner/"
828,"dread_banner","Dread Banner","",724,"Art/2DArt/SkillIcons/DreadBannerSkill.dds",[1],"[87,7,8,139]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/dread_banner/"
