"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","GenerationType","Families","Stat1Value","Stat2Value","Stat3Value","Stat4Value","i32","i32","rid","rid","row","[rid]","[rid]","[rid]","string","[rid]","[rid]","i32","i32","rid","[rid]","[rid]","[rid]","[rid]","[string]","bool","i32","i32","rid","i32","bool","[rid]","string","i32","[rid]","i32","i32","rid","rid","i32","i32","i32","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","[string]","bool","i32","i32","i32","i32","i32","i16","bool"
11659,"UltimatumDaemonColdBeamRuin",42988,8888,1,451,"","","",3,"",3,[231],1,1,0,0,0,0,0,1353310,74,[],[],[],"Metadata/Monsters/LeagueUltimatum/Daemon/UltimatumDaemonColdBeamRuin",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-509655437,[],"",0,0,-369098752,5286,50331648,0,""
11660,"UltimatumDaemonLightningBeam",57687,8888,1,451,"","","",3,"",3,[231],1,1,0,0,0,0,0,1353526,74,[],[],[],"Metadata/Monsters/LeagueUltimatum/Daemon/UltimatumDaemonLightningBeam__",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,109701086,[],"",0,0,-939524096,5287,50331648,0,""
11661,"UltimatumDaemonLightningBeamRuin_",40919,8888,1,451,"","","",3,"",3,[231],1,1,0,0,0,0,0,1353758,74,[],[],[],"Metadata/Monsters/LeagueUltimatum/Daemon/UltimatumDaemonLightningBeamRuin",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,657963232,[],"",0,0,-1275068416,5288,50331648,0,""
11662,"UltimatumDaemonChaosBeam",22578,8888,1,451,"","","",3,"",3,[231],1,1,0,0,0,0,0,1353976,74,[],[],[],"Metadata/Monsters/LeagueUltimatum/Daemon/UltimatumDaemonChaosBeam",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1685666891,[],"",0,0,2113929216,5289,50331648,0,""
11663,"UltimatumDaemonChaosBeamRuin",4151,8888,1,451,"","","",3,"",3,[231],1,1,0,0,0,0,0,1354186,74,[],[],[],"Metadata/Monsters/LeagueUltimatum/Daemon/UltimatumDaemonChaosBeamRuin",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,125376334,[],"",0,0,1476395008,5290,50331648,0,""
11664,"UltimatumVolatileOnDeath",5297,8888,1,451,"","","",3,"",3,[231],1,1,0,0,0,0,0,1354396,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"Metadata/Monsters/LeagueUltimatum/Daemon/VolatileOnDeath",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-74508729,[],"",0,0,268435456,5291,50331648,0,""
11665,"MapContainsAtlasExile__",17748,8889,1,"","","","",6,"",3,[231],0,0,0,0,0,0,0,1354578,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,529423066,[],"",0,0,1375731712,5291,50331648,0,""
11666,"UltimatumReflectAilmentsCurses",60981,8890,1,1110,5008,"","",3,"",3,[231],1,1,1,1,0,0,0,1354658,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,819519213,[],"",0,0,-1577058304,5291,50331648,0,""
11667,"UltimatumAcceleratingMonsters",19727,8891,1,20305,"","","",3,"",3,[231],20,20,0,0,0,0,0,1354736,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,-16843010,-16843010,-1610820877,[],"",0,0,-268435456,5291,50331648,0,""
11668,"MonsterIncreasedIntensityLoss",8695,8892,1,12328,"","","",3,"",3,[231],1000,1000,0,0,0,0,0,1354814,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1915966404,[],"",0,0,1040187392,5292,50331648,0,""
11669,"ProjectileRetaliationDaemon__",13656,8917,1,451,"","","",3,"",3,[769],1,1,0,0,0,0,0,1354892,74,[],[],[],"Metadata/Monsters/Daemon/ProjectileRetaliationDaemon",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,164314259,[],"",0,0,-134217728,5292,50331648,0,""
11670,"UltimatumMonsterBuffPhysicalDamageAddedAsChaosDamage1",26792,10905,1,18134,"","","",3,"",3,[1589],20,20,0,0,0,0,0,1355126,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,393715297,[],"",0,0,1979711488,5293,50331648,0,""
11671,"UltimatumMonsterBuffPhysicalDamageAddedAsChaosDamage2",36517,10905,1,18134,"","","",3,"",3,[1589],50,50,0,0,0,0,0,1355252,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2128728381,[],"",0,0,-201326592,5293,50331648,0,""
11672,"UltimatumMonsterNoFlaskCharges",51246,354,1,4368,"","","",3,"",3,[124],1,1,0,0,0,0,0,1355332,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,742829142,[],"",0,0,1409286144,5294,50331648,0,""
11673,"UltimatumMonsterBuffCriticalStrikes",27233,10441,1,340,"","","",3,"",3,[5120],1,1,0,0,0,0,0,1355438,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1501444672,[],"",0,0,-1375731712,5294,50331648,0,""
11674,"UltimatumMonsterBuffCriticalChance",30948,514,1,541,95,"","",3,"",3,[174],300,300,0,0,0,0,0,1355526,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1221609530,[],"",0,0,637534208,5295,50331648,0,""
11675,"UltimatumMonsterBuffAlwaysPoison",30590,5560,1,3246,"","","",3,"",3,[460],100,100,0,0,0,0,0,1355642,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[314,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1994097114,[],"",0,0,-1442840576,5295,50331648,0,""
11676,"UltimatumMonsterBuffAlwaysBleed",61356,4464,1,19076,"","","",3,"",3,[492],100,100,0,0,0,0,0,1355772,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[315,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1790360968,[],"",0,0,738197504,5296,50331648,0,""
11677,"UltimatumMonsterBuffResistances",41655,137,1,135,"","","",3,"",3,[56],40,40,0,0,0,0,0,1355902,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,310,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-413962754,[],"",0,0,-838860800,5296,50331648,0,""
11678,"UltimatumMonsterBuffCannotBeSlowed",55310,10438,1,3262,3263,"","",3,"",3,[5117],1,1,1,1,0,0,0,1356070,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1326233408,[],"",0,0,637534208,5297,50331648,0,""
11679,"UltimatumMonsterBuffCannotBeStunned",61882,10439,1,682,"","","",3,"",3,[5118],1,1,0,0,0,0,0,1356160,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-511688518,[],"",0,0,-2147483648,5297,50331648,0,""
11680,"UltimatumMonsterBuffEnergyShield",26814,6514,1,550,"","","",3,"",3,[3284],15,15,0,0,0,0,0,1356244,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[575,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,487085964,[],"",0,0,-201326592,5297,50331648,0,""
11681,"UltimatumMonsterBuffVinesOnHit",52196,11140,1,15157,"","","",3,"",3,[5137],1,1,0,0,0,0,0,1356356,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-31963612,[],"",0,0,1140850688,5298,50331648,0,""
11682,"UltimatumMonsterBuffEnragedBosses",3676,11141,1,"","","","",3,"",3,[5427],0,0,0,0,0,0,0,1356442,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1220906373,"[""trength1""]","",0,0,-1442840576,5298,50331648,0,""
11683,"UltimatumMonsterBuffRareMonsterMods",46641,11142,1,"","","","",3,"",3,[231],0,0,0,0,0,0,0,1356548,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2047900080,[],"",0,0,67108864,5299,50331648,0,""
11684,"UltimatumDaemonGraveyard_",42654,596,1,"","","","",3,"",3,[231],0,0,0,0,0,0,0,1356618,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,-16843010,-16843010,304198847,[],"",0,0,1241513984,5299,50331648,0,""
11685,"UltimatumDaemonGraveyardRuin",17282,596,1,"","","","",3,"",3,[231],0,0,0,0,0,0,0,1356694,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,-16843010,-16843010,950696744,[],"",0,0,-1778384896,5299,50331648,0,""
11686,"NemesisAlliesTakeNoDamagePulse_",63549,8918,15,13394,"","","",3,"Benevolent Guardian",4,[818],1,1,0,0,0,0,0,1356818,74,[],[],[],"Metadata/Monsters/Daemon/PulseAlliesTakeNoDamageDaemon",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,-16843010,-16843010,1008387111,[],"",0,0,-2113929216,5300,50331648,0,""
11687,"MonsterSlowerAttacksRareUnique",3760,124,1,1878,"","","",3,"",3,[36],-25,-25,0,0,0,0,0,1357010,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2029418054,[],"",0,0,-234881024,5300,50331648,0,""
11688,"HearbyEnemiesAreHinderedUltimatum_",1180,3900,1,10889,"","","",3,"",3,[1693],1,1,0,0,0,0,0,1357130,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,-16843010,-16843010,-945241292,[],"",0,0,1241513984,5301,50331648,0,""
11689,"UltimatumTrialDifficultyDamage1",42390,818,1,1004,956,"","",1,"",3,[320],0,0,0,0,0,0,0,1357212,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1045208027,[],"",0,0,-1409286144,5301,50331648,0,""
11690,"UltimatumTrialDifficultyDamage2__",15748,818,1,1004,956,"","",1,"",3,[320],0,0,10,10,0,0,0,1357314,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,938478196,[],"",0,0,301989888,5302,50331648,0,""
11691,"UltimatumTrialDifficultyDamage3",29394,818,1,1004,956,"","",1,"",3,[320],0,0,20,20,0,0,0,1357412,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-637490990,[],"",0,0,1946157056,5302,50331648,0,""
11692,"UltimatumTrialDifficultyDamage4_",62814,818,1,1004,956,"","",1,"",3,[320],0,0,30,30,0,0,0,1357512,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-524347935,[],"",0,0,-671088640,5302,50331648,0,""
11693,"UltimatumTrialDifficultyDamage5_",36836,818,1,1004,956,"","",1,"",3,[320],0,0,50,50,0,0,0,1357612,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,661039234,[],"",0,0,1006632960,5303,50331648,0,""
11694,"UltimatumTrialDifficultyLife1",59241,814,1,1004,955,"","",1,"",3,[319],0,0,0,0,0,0,0,1357706,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,922341776,[],"",0,0,-1442840576,5303,50331648,0,""
11695,"UltimatumTrialDifficultyLife2_",2304,814,1,1004,955,"","",1,"",3,[319],0,0,30,30,0,0,0,1357818,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,30017738,[],"",0,0,436207616,5304,50331648,0,""
11696,"UltimatumTrialDifficultyLife3",25048,814,1,1004,955,"","",1,"",3,[319],0,0,70,70,0,0,0,1357928,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2109873179,[],"",0,0,-2013265920,5304,50331648,0,""
11697,"UltimatumTrialDifficultyLife4_",34335,814,1,1004,955,"","",1,"",3,[319],0,0,120,120,0,0,0,1358040,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-27428798,[],"",0,0,-134217728,5304,50331648,0,""
11698,"UltimatumTrialDifficultyLife5",47820,814,1,1004,955,"","",1,"",3,[319],0,0,200,200,0,0,0,1358150,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2080358708,[],"",0,0,1711276032,5305,50331648,0,""
11699,"UltimatumWave2MonsterDamage_-",39001,8919,1,13496,"","","",3,"",3,[70],0,0,0,0,0,0,0,1358260,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,696234278,[],"",0,0,-1275068416,5305,50331648,0,""
11700,"UltimatumWave3MonsterDamage",20040,8919,1,13496,"","","",3,"",3,[70],3,3,0,0,0,0,0,1358334,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,771253168,[],"",0,0,-33554432,5305,50331648,0,""
11701,"UltimatumWave4MonsterDamage",23074,8919,1,13496,"","","",3,"",3,[70],6,6,0,0,0,0,0,1358408,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-253252923,[],"",0,0,1207959552,5306,50331648,0,""
11702,"UltimatumWave5MonsterDamage__",24704,8919,1,13496,"","","",3,"",3,[70],9,9,0,0,0,0,0,1358486,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-425753057,[],"",0,0,-1778384896,5306,50331648,0,""
11703,"UltimatumWave6MonsterDamage",45939,8919,1,13496,"","","",3,"",3,[70],12,12,0,0,0,0,0,1358560,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-920880529,[],"",0,0,-536870912,5306,50331648,0,""
11704,"UltimatumWave7MonsterDamage",12295,8919,1,13496,"","","",3,"",3,[70],15,15,0,0,0,0,0,1358634,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1526360830,[],"",0,0,704643072,5307,50331648,0,""
11705,"UltimatumWave8MonsterDamage__",36823,8919,1,13496,"","","",3,"",3,[70],18,18,0,0,0,0,0,1358712,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,827702914,[],"",0,0,2013265920,5307,50331648,0,""
11706,"UltimatumWave9MonsterDamage",27385,8919,1,13496,"","","",3,"",3,[70],21,21,0,0,0,0,0,1358786,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1751319194,[],"",0,0,-1040187392,5307,50331648,0,""
11707,"UltimatumWave2MonsterLife",54217,8920,1,13495,"","","",3,"",3,[0],20,20,0,0,0,0,0,1358856,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1372226052,[],"",0,0,134217728,5308,50331648,0,""
11708,"UltimatumWave3MonsterLife___",48956,8920,1,13495,"","","",3,"",3,[0],35,35,0,0,0,0,0,1358932,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,336046907,[],"",0,0,1409286144,5308,50331648,0,""
11709,"UltimatumWave4MonsterLife_",4585,8920,1,13495,"","","",3,"",3,[0],50,50,0,0,0,0,0,1359004,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,878912906,[],"",0,0,-1677721600,5308,50331648,0,""
11710,"UltimatumWave5MonsterLife",20763,8920,1,13495,"","","",3,"",3,[0],70,70,0,0,0,0,0,1359074,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1320755106,[],"",0,0,-503316480,5308,50331648,0,""
11711,"UltimatumWave6MonsterLife",34085,8920,1,13495,"","","",3,"",3,[0],90,90,0,0,0,0,0,1359144,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1195491940,[],"",0,0,671088640,5309,50331648,0,""
11712,"UltimatumWave7MonsterLife",39342,8920,1,13495,"","","",3,"",3,[0],120,120,0,0,0,0,0,1359214,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1542767194,[],"",0,0,1845493760,5309,50331648,0,""
11713,"UltimatumWave8MonsterLife",46201,8920,1,13495,"","","",3,"",3,[0],160,160,0,0,0,0,0,1359284,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,546084085,[],"",0,0,-1275068416,5309,50331648,0,""
11714,"UltimatumWave9MonsterLife_",27004,8920,1,13495,"","","",3,"",3,[0],200,200,0,0,0,0,0,1359356,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-299727010,[],"",0,0,-67108864,5309,50331648,0,""
11715,"IncursionTempleAdditionalTormentedSpirit1",8494,8921,1,2688,"","","",6,"",3,[1229],3,3,0,0,0,0,0,1359458,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,539492614,[],"",0,0,1644167168,5310,50331648,0,""
11716,"IncursionTempleAdditionalTormentedSpirit2",36208,8921,1,2688,"","","",6,"",3,[1229],5,5,0,0,0,0,0,1359560,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-315006903,[],"",0,0,-939524096,5310,50331648,0,""
11717,"IncursionTempleBreachSpeed1",12514,8922,1,13030,"","","",6,"",3,[4244],10,10,0,0,0,0,0,1359634,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1303280972,[],"",0,0,301989888,5311,50331648,0,""
11718,"IncursionTempleBreachSpeed2",18375,8922,1,13030,"","","",6,"",3,[4244],20,20,0,0,0,0,0,1359708,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2125740404,[],"",0,0,1543503872,5311,50331648,0,""
11719,"MapItemsDropIdentified",63643,8924,1,3148,"","","",6,"",3,[4246],1,1,0,0,0,0,0,1359772,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1771802880,[],"",0,0,-1677721600,5311,50331648,0,""
11720,"RoyaleAdditionalMonsterDrops",14046,8925,1,13510,13511,13512,13513,3,"",3,[4247],0,0,80,80,80,80,300,1359848,74,[],[],[],"",[],[],75,75,13514,[],[],[],[],[],"",8,8,13515,100,"",[],"",2,[],200,200,13516,"",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-225065909,[],"",0,0,-402653184,5311,50331648,0,""
11721,"MapExpeditionLeague_",63824,8926,1,13538,"","","",6,"",3,[4249],1,1,0,0,0,0,0,1359908,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-595188266,[],"",0,0,603979776,5312,50331648,0,""
11722,"MapExpeditionLeagueCrafted",32589,8926,0,13538,"","","",6,"",3,[4249],1,1,0,0,0,0,0,1359980,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[35],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1000463398,[],"",0,0,2080374784,5312,50331648,0,""
11723,"ExpeditionLogbookMapExpeditionRelics",2419,9032,1,13683,"","","",6,"",23,[4396],10,40,0,0,0,0,0,1360088,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,258999811,[],"",0,0,-671088640,5312,50331648,0,""
