"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","HASH16","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","u16"
33,"Weapon_Challenger","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/2h_staff/2h_staff.epk",23544,-566099968,0,-550895616,0,-535953408,0,-521011200,0,56492032,0,-506593280,0,-597032960,0,56492032,0,56492032,0,56492032,0,0
34,"Weapon_Sovereign","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/SovereignSupporter/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/SovereignSupporter/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/SovereignSupporter/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/SovereignSupporter/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/SovereignSupporter/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/SovereignSupporter/2h_staff/2h_staff.epk",28843,-398458880,0,-383385600,0,-368574464,0,-353763328,0,56492032,0,-339476480,0,-429129728,0,56492032,0,56492032,0,56492032,0,0
35,"Weapon_Ascendant","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AscendantSupporter/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AscendantSupporter/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AscendantSupporter/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AscendantSupporter/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AscendantSupporter/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AscendantSupporter/2h_staff/2h_staff.epk",23726,-231473152,0,-216399872,0,-201588736,0,-186777600,0,56492032,0,-172490752,0,-262144000,0,56492032,0,56492032,0,56492032,0,0
36,"Weapon_Perandus","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/OneHandedWeapons/1h_Swords_Daggers_Wands/1h_Swords_Daggers_Wands.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/TwoHandedWeapons/Bow/Bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/OneHandedWeapons/1h_Axe_1h_Mace/1h_Axe_1h_Mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/OneHandedWeapons/1h_Swords_Daggers_Wands/1h_Swords_Daggers_Wands.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/TwoHandedWeapons/2h_Sword/2h_Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/TwoHandedWeapons/2h_Staff/2h_Staff.epk",-27236,-73269248,0,-121634816,0,-57933824,0,-42860544,0,56492032,0,-28049408,0,-104464384,0,56492032,0,56492032,0,56492032,0,0
37,"Weapon_Prophecy","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/1h_mace_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/2h_staff.epk",-9987,60948480,1,10747904,1,73269248,1,85458944,1,56492032,0,97386496,1,36044800,1,56492032,0,56492032,0,56492032,0,0
38,"Weapon_FirstBlood","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/staff.epk",-4472,172752896,1,135921664,1,172752896,1,112066560,1,56492032,0,185597952,1,148373504,1,56492032,0,56492032,0,56492032,0,0
39,"Weapon_Minotaur","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk2/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk2/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk2/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk2/others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk2/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk2/staff.epk",-29073,228065280,1,200146944,1,228065280,1,200146944,1,56492032,0,200146944,1,200146944,1,56492032,0,56492032,0,56492032,0,0
40,"Weapon_Hydra","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Hydra/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Hydra/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Hydra/epk/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Hydra/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Hydra/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Hydra/epk/2h_staff.epk",-30711,327286784,1,271843328,1,340918272,1,354418688,1,56492032,0,367656960,1,299761664,1,56492032,0,56492032,0,56492032,0,0
41,"Weapon_Chimera","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Chimera/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Chimera/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Chimera/epk/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Chimera/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Chimera/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Chimera/epk/2h_staff.epk",30810,467533824,1,411041792,1,481427456,1,495190016,1,56492032,0,508690432,1,439484416,1,56492032,0,56492032,0,56492032,0,0
42,"Weapon_Phoenix","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Phoenix/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Phoenix/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Phoenix/epk/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Phoenix/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Phoenix/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Phoenix/epk/2h_staff.epk",21077,608829440,1,552337408,1,622723072,1,636485632,1,56492032,0,649986048,1,580780032,1,56492032,0,56492032,0,56492032,0,0
43,"Weapon_Carnage","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/carnage/claw_dagger_wand/claw_dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/carnage/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/carnage/1h_mace_axe/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/carnage/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/carnage/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/carnage/2h_staves/2h_staff.epk",8239,746192896,1,692846592,1,759037952,1,665845760,1,56492032,0,771620864,1,719847424,1,56492032,0,56492032,0,56492032,0,0
44,"Weapon_Breach","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Breach/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Breach/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Breach/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Breach/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Breach/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Breach/2h_staff.epk",-24659,860880896,1,810156032,1,873332736,1,885653504,1,56492032,0,897712128,1,835715072,1,56492032,0,56492032,0,56492032,0,0
45,"Weapon_Celestial","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/celestial/celestial_weapon_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/celestial/celestial_weapon_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/celestial/celestial_weapon_big.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/celestial/celestial_weapon_big.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/celestial/celestial_weapon_big.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/celestial/celestial_weapon_big.epk",5279,939655168,1,939655168,1,939655168,1,912392192,1,56492032,0,952893440,1,939655168,1,56492032,0,56492032,0,56492032,0,0
46,"Weapon_ClassicLightning","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/lightning/claw_dagger_wand/claw_dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/lightning/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/lightning/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/lightning/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/lightning/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/lightning/2h_staff/2h_staff.epk",12910,1050673152,1,1064173568,1,1077411840,1,967573504,1,56492032,0,1090650112,1,1023148032,1,56492032,0,56492032,0,56492032,0,0
47,"Weapon_Classic","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Classic/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Classic/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Classic/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Classic/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Classic/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Classic/2h_staff.epk",-2842,1181483008,1,1130233856,1,1194065920,1,1206517760,1,56492032,0,1218707456,1,1156055040,1,56492032,0,56492032,0,56492032,0,0
48,"Weapon_Legacy","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/classic/claw_dagger_wand/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/classic/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/classic/1h_mace/mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/classic/1h_sword/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/classic/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/classic/2h_staff/2h_staff.epk",4874,1307705344,1,1320026112,1,1331691520,1,1343750144,1,56492032,0,1356857344,1,1282539520,1,56492032,0,56492032,0,56492032,0,0
49,"Weapon_Oriath","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath/claw_dagger_wand/wand_dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath/1h_mace/mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath/1h_sword/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath/2h_staff/staff.epk",11376,1443364864,1,1455554560,1,1467088896,1,1479016448,1,56492032,0,1491992576,1,1418854400,1,56492032,0,56492032,0,56492032,0,0
50,"Weapon_Lioneye","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lioneye/claw_dagger_wand/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lioneye/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lioneye/1h_mace/mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lioneye/1h_sword/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lioneye/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lioneye/2h_staff/staff.epk",13852,1579286528,1,1591607296,1,1603272704,1,1615331328,1,56492032,0,1628438528,1,1554513920,1,56492032,0,56492032,0,56492032,0,0
51,"Weapon_Legion","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/legion/claw_dagger_wand/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/legion/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/legion/1h_mace/mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/legion/1h_sword/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/legion/2h_sword/2H_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/legion/2h_staff/staff.epk",17759,1714946048,1,1727135744,1,1738670080,1,1750597632,1,56492032,0,1763573760,1,1690435584,1,56492032,0,56492032,0,56492032,0,0
52,"Weapon_Eclipse","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/FallofOriath/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/FallofOriath/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/FallofOriath/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/FallofOriath/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/FallofOriath/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/FallofOriath/2h_staff.epk",-3459,1857028096,1,1803157504,1,1870266368,1,1883373568,1,56492032,0,1896218624,1,1830289408,1,56492032,0,56492032,0,56492032,0,0
53,"Weapon_Beast","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beast/claw_dagger_wand/claw_dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beast/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beast/1h_mace/mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beast/1h_sword/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beast/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beast/2h_staff/2h_staff.epk",10571,1984823296,1,1996881920,1,2008285184,1,1911160832,1,56492032,0,2020081664,1,1960181760,1,56492032,0,56492032,0,56492032,0,0
54,"Weapon_Kitava","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kitava/claw_dagger_wand/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kitava/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kitava/1h_mace/mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kitava/1h_sword/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kitava/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kitava/2h_staff/staff.epk",-21455,2106327040,1,2118516736,1,2130051072,1,2141978624,1,56492032,0,-2140012544,1,2081816576,1,56492032,0,56492032,0,56492032,0,0
55,"Weapon_Twitch","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twitch/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twitch/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twitch/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twitch/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twitch/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twitch/2h_staff.epk",-20220,-2059403264,1,-2048262144,1,-2037252096,1,-2026242048,1,56492032,0,-2015494144,1,-2081947648,1,56492032,0,56492032,0,56492032,0,0
56,"Weapon_PureLight","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purelight/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purelight/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purelight/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purelight/1h2h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purelight/1h2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purelight/staff.epk",-802,-1943142400,1,-1978400768,1,-1943142400,1,-2002124800,1,56492032,0,-1931083776,1,-1966342144,1,56492032,0,56492032,0,56492032,0,0
57,"Weapon_UltimateChaos","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/UltimateChaos/claw_dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/UltimateChaos/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/UltimateChaos/mace_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/UltimateChaos/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/UltimateChaos/sword_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/UltimateChaos/staff.epk",27970,-1844051968,1,-1892024320,1,-1844051968,1,-1916796928,1,56492032,0,-1831469056,1,-1868038144,1,56492032,0,56492032,0,56492032,0,0
58,"Weapon_Dusk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_big.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_big.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_big.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_big.epk",-15277,-1793196032,1,-1793196032,1,-1793196032,1,-1817837568,1,56492032,0,-1781268480,1,-1793196032,1,56492032,0,56492032,0,56492032,0,0
59,"Weapon_Harbinger","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/1h_mace_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/staff.epk",-21646,-1697775616,1,-1744437248,1,-1697775616,1,-1768161280,1,56492032,0,-1685716992,1,-1720713216,1,56492032,0,56492032,0,56492032,0,0
60,"Weapon_Fire","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/wand_dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/staff.epk",-27157,-1613365248,1,-1648754688,1,-1613365248,1,-1600913408,1,56492032,0,-1589379072,1,-1636696064,1,56492032,0,56492032,0,56492032,0,0
