"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","IsHardmode","DescriptionHardmode","IsGold"
4461,3985,1,1,"grant_micro","","","Adds the Demonic Fireworks Back Attachment to any equipped body armour. Launches demonic fireworks into the air when you slay a unique enemy, and when you are killed.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],570,"","",""
4462,3986,1,1,"grant_micro","","","Adds the Divine Fireworks Back Attachment to any equipped body armour. Launches divine fireworks into the air when you slay a unique enemy, and when you are killed.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],570,"","",""
4463,3987,1,1,"grant_micro","","","Adds the Harlequin Fireworks Back Attachment to any equipped body armour. Launches harlequin fireworks into the air when you slay a unique enemy, and when you are killed.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],570,"","",""
4464,3988,1,1,"grant_micro","","","Adds the Celestial Fireworks Back Attachment to any equipped body armour. Launches celestial fireworks into the air when you slay a unique enemy, and when you are killed.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],570,"","",""
4465,3989,1,1,"grant_micro","","","Adds the Sunprism Fireworks Back Attachment to any equipped body armour. Launches sunprism fireworks into the air when you slay a unique enemy, and when you are killed.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],570,"","",""
4466,3990,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Gold-plumed Glorious Helmet. This helmet glows more brightly as your kill streak lengthens, culminating in a ray of light from the heavens.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],570,"","",""
4467,3991,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Violet-plumed Glorious Helmet. This helmet glows more brightly as your kill streak lengthens, culminating in a ray of light from the heavens.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],570,"","",""
4468,3992,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Emerald-plumed Glorious Helmet. This helmet glows more brightly as your kill streak lengthens, culminating in a ray of light from the heavens.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],570,"","",""
4469,3993,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Azure-plumed Glorious Helmet. This helmet glows more brightly as your kill streak lengthens, culminating in a ray of light from the heavens.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],570,"","",""
4470,3994,1,1,"grant_micro","","","Changes the appearance of any equipped life flask to the Raincaller Life Flask, which visually improves the higher the level of flask you have equipped. Adds a raincaller effect to your character when recovering life from the equipped life flask.",[],"","Life Flask Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",570,"","",""
4471,3995,1,1,"grant_micro","","","Changes the appearance of any equipped life flask to the Bloodcaller Life Flask, which visually improves the higher the level of flask you have equipped. Adds a bloodcaller effect to your character when recovering life from the equipped life flask.",[],"","Life Flask Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",570,"","",""
4472,3996,1,1,"grant_micro","","","Changes the appearance of any equipped life flask to the Verdant Raincaller Life Flask, which visually improves the higher the level of flask you have equipped. Adds a verdant raincaller effect to your character when recovering life from the equipped life flask.",[],"","Life Flask Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",570,"","",""
4473,3997,1,1,"grant_micro","","","Adds the Gold-plated Dovecaller Wings to any equipped body armour, causing you to discover gold doves inside chest and barrels.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],570,"","",""
4474,3998,1,1,"grant_micro","","","Adds the Silver-plated Dovecaller Wings to any equipped body armour, causing you to discover silver doves inside chest and barrels.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],570,"","",""
4475,3999,1,1,"grant_micro","","","Adds the Bronze-plated Dovecaller Wings to any equipped body armour, causing you to discover bronze doves inside chest and barrels.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],570,"","",""
4476,4000,1,1,"grant_micro","","","Adds the Bismuth-plated Dovecaller Wings to any equipped body armour, causing you to discover bismuth doves inside chest and barrels.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],570,"","",""
4477,4001,1,1,"grant_micro","","","Changes the appearance of any equipped Sword to the Defiled Revelation Blade",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",570,"","",""
4478,4002,1,1,"grant_micro","","","Changes the appearance of any equipped Sword to the Eternal Revelation Blade",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",570,"","",""
4479,4003,1,1,"grant_micro","","","Changes the appearance of any equipped Sword to the Cleansed Revelation Blade",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",570,"","",""
4480,4004,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Mist Helmet. Mist spirits spawn around you and are absorbed into your helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],552,"","",""
4481,4005,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Mist Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],552,"","",""
4482,4006,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Mist Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],552,"","",""
4483,4007,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Mist Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],552,"","",""
4484,4008,1,1,"grant_micro","","","Adds the Mist Wings back attachment to any equipped body armour. The wings leave trails of mist that are longer the higher your movement speed.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],552,"","",""
4485,4009,1,1,"grant_micro","","","Adds the Mist Weapon Effect to any equipped weapon. Mist bursts out of rare enemies you kill.",[],"","Weapon Effect","",[],[],0,"",0,"",3,[],[],[],2,"[2,5]",552,"","",""
4486,4010,1,1,"grant_micro","","","Adds the Mist Weapon Effect II to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",3,[],[],[],2,"[2,5]",552,"","",""
4487,4011,1,1,"grant_micro","","","Adds the Mist Weapon Effect III to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",3,[],[],[],2,"[2,5]",552,"","",""
4488,4012,1,1,"grant_micro","","","Attaches the Mist Character Effect to your belt. Mist spurts from you when you are hit.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],552,"","",""
4489,4013,1,1,"grant_micro","","","Adds Mist Footprints to any equipped pair of boots. Leave pools of mist in your wake that disperse when an enemy steps on them.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[],10,[13],552,"","",""
4490,4014,1,1,"grant_micro","","","This character's portals use the Mist Portal Effect. It has different effects depending on whether the portal leads to an outdoor or indoor area, or a town or hideout.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],552,"","",""
4491,4015,1,1,"grant_micro","","","Adds the Tencent Streamer Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],364,"","",""
4492,4016,1,1,"grant_micro","","","[DNT]",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","",""
4493,4017,1,1,"grant_micro","","","[DNT]",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],410,"","",""
4494,4018,1,1,"grant_micro","","","[DNT]",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],410,"","",""
4495,4019,1,1,"grant_micro","","","[DNT]",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],410,"","",""
4496,4020,1,1,"grant_micro","","","[DNT]",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],410,"","",""
4497,4022,1,1,"grant_micro","","","Your Galvanic Field becomes a Celestial Effect.",[],"","Galvanic Field Skin","",[],[],0,"",0,"","",[],[],[],17,[36],348,"","",""
4498,4023,1,1,"grant_micro","","","Your Lightning Conduit becomes a Celestial Effect.",[],"","Lightning Conduit Skin","",[],[],0,"",0,"","",[],[],[],17,[36],348,"","",""
4499,4024,1,1,"grant_micro","","","Your Alchemist's Mark becomes a Sunprism Effect.",[],"","Alchemist's Mark Skin","",[],[],0,"",0,"","",[],[],[],17,[36],456,"","",""
4500,4025,1,1,"grant_micro","","","Your Lightning Conduit becomes an Automaton Effect.",[],"","Lightning Conduit Skin","",[],[],0,"",0,"","",[],[],[],17,[36],396,"","",""
4501,4026,1,1,"grant_micro","","","Your Lightning Tendrils becomes an Automaton Effect.",[],"","Lightning Tendrils Skin","",[],[],0,"",0,"","",[],[],[],17,[36],396,"","",""
4502,4027,1,1,"grant_micro","","","Your Galvanic Field becomes an Automaton Effect.",[],"","Galvanic Field Skin","",[],[],0,"",0,"","",[],[],[],17,[36],396,"","",""
4503,4028,1,1,"grant_micro","","","Your Cobra Lash becomes an Illusionist Effect.",[],"","Cobra Lash Skin","",[],[],0,"",0,"","",[],[],[],17,[36],463,"","",""
4504,4029,1,1,"grant_micro","","","Your Whirling Blades becomes an Illusionist Effect.",[],"","Whirling Blades Skin","",[],[],0,"",0,"","",[],[],[],17,[36],463,"","",""
4505,4030,1,1,"grant_micro","","","Your Caustic Arrow becomes an Oblivion Effect.",[],"","Caustic Arrow Skin","",[],[],0,"",0,"","",[],[],[],17,[36],512,"","",""
4506,4031,1,1,"grant_micro","","","Your Kinetic Blast becomes a Heritage Effect.",[],"","Kinetic Blast Skin","",[],[],0,"",0,"","",[],[],[],17,[36],535,"","",""
4507,4032,1,1,"grant_micro","","","Your Venom Gyre becomes an Illusionist Effect.",[],"","Venom Gyre Skin","",[],[],0,"",0,"","",[],[],[],17,[36],463,"","",""
4508,4033,1,1,"grant_micro","","","Your Righteous Fire becomes a Transcendence Effect, which changes based on your percentage of current life.",[],"","Righteous Fire Skin","",[],[],0,"",0,"","",[],[],[],17,[36],452,"","",""
4509,4035,1,1,"grant_micro","","","Your Volley or Greater Volley becomes a Cannonade Effect.",[],"","Volley Skin","",[],[],0,"",0,"","",[],[],[],17,[36],412,"","",""
4510,4034,1,1,"grant_micro","","","Your Spell or Ballista totem becomes a Ghastly Mariner's totem.",[],"","Totem Skin","",[],[],0,"",0,"","",[],[],[],17,[36],412,"","",""
4511,4036,1,1,"grant_micro","","","Your Lightning Strike becomes a Void Emperor Effect.",[],"","Lightning Strike Skin","",[],[],0,"",0,"","",[],[],[],17,[36],469,"","",""
4512,4037,1,1,"grant_micro","","","Your Reap becomes a Starfall Effect.",[],"","Reap Skin","",[],[],0,"",0,"","",[],[],[],17,[36],524,"","",""
4513,4038,1,1,"grant_micro","","","Your Rage Vortex becomes a Starfall Effect.",[],"","Rage Vortex Skin","",[],[],0,"",0,"","",[],[],[],17,[36],524,"","",""
4514,4039,1,1,"grant_micro","","","Your Poisonous Concoction becomes an Alchemist Effect.",[],"","Poisonous Concoction Skin","",[],[],0,"",0,"","",[],[],[],17,[36],"","","",""
4515,4040,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Gemling Artificer Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],586,"","",""
4516,4041,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Gemling Artificer Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],586,"","",""
4517,4042,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Gemling Artificer Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],586,"","",""
4518,4043,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Gemling Artificer Body Armour, which is inlaid with gems matching those socketed in your body armour. Crafting gems with gemcutter's prisms, vaal orbs or regrading lenses plays extra effects for all to see.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],586,"","",""
4519,4044,1,1,"grant_micro","","","Adds the Gemling Sage Wings I to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",3,[],[],[],5,[10],"","","",""
4520,4045,1,1,"grant_micro","","","Adds the Gemling Sage Wings II to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",3,[],[],[],5,[10],"","","",""
4521,4046,1,1,"grant_micro","","","Adds the Gemling Sage Wings III to any equipped body armour. Its effects and appearance becomes more grand as the highest total gem levels in your equipment increases.",[],"","Body Armour Attachment","",[],[],0,"",0,"",3,[],[],[],5,[10],"","","",""
4522,4047,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Forgeguard Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],586,"","",""
4523,4048,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Forgeguard Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],586,"","",""
4524,4049,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Forgeguard Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],586,"","",""
4525,4050,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Forgeguard Body Armour, which comes with a hammer and anvil to assist your crafting projects.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],586,"","",""
4526,4054,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Victorious Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],553,"","",""
4527,4055,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Victorious Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],553,"","",""
4528,4056,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Victorious Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],553,"","",""
4529,4057,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Victorious Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],553,"","",""
4530,4058,1,1,"grant_micro","","","Adds the Hunter Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],329,"","",""
4531,4059,1,1,"grant_micro","","","Adds the Shark Fin Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],364,"","",""
4532,4060,1,1,"grant_micro","","","Changes the appearance of any equipped Wand to the Coven's Polymorphing Wand. It grants you a skill that can target party members in towns or anyone in your hideout to temporarily transform them into a cat.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,"[1,4]",586,"","",""
4533,4061,1,1,"grant_micro","","","Changes the appearance of any equipped Wand to the Regal Polymorphing Wand. It grants you a skill that can target party members in towns or anyone in your hideout to temporarily transform them into a cat.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,"[1,4]",586,"","",""
4534,4062,1,1,"grant_micro","","","Changes the appearance of any equipped Wand to the Snowy Polymorphing Wand. It grants you a skill that can target party members in towns or anyone in your hideout to temporarily transform them into a cat.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,"[1,4]",586,"","",""
4535,4063,1,1,"grant_micro","","","Changes the appearance of any equipped Wand to the Void-charged Polymorphing Wand. It grants you a skill that can target party members in towns or anyone in your hideout to temporarily transform them into a cat.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,"[1,4]",586,"","",""
4536,4064,1,1,"grant_micro","","","Changes the appearance of any equipped Wand to the Feral Polymorphing Wand. It grants you a skill that can target party members in towns or anyone in your hideout to temporarily transform them into a cat.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,"[1,4]",586,"","",""
4537,4051,1,1,"grant_micro","","","Your Anger Aura visuals are replaced with a patch of burning ground at your feet.",[],"","Anger Skin","",[],[],0,"",0,"","",[],[],[],17,[36],586,"","",""
4538,4052,1,1,"grant_micro","","","Your Wrath Aura visuals are replaced with a patch of electrified ground at your feet.",[],"","Wrath Skin","",[],[],0,"",0,"","",[],[],[],17,[36],586,"","",""
4539,4053,1,1,"grant_micro","","","Your Hatred Aura visuals are replaced with a patch of icy ground at your feet.",[],"","Hatred Skin","",[],[],0,"",0,"","",[],[],[],17,[36],586,"","",""
4540,4065,1,1,"grant_micro","","","Change the appearance of your equipped ring to the Ritual Summoning Ring. Imbues your minions with a ritual surge when summoned.",[],"","Ring Skin","",[],[],0,"",0,"","",[],[],[],28,"[31,32]",586,"","",""
4541,4066,1,1,"grant_micro","","","Change the appearance of your equipped ring to the Infernal Summoning Ring. Imbues your minions with an infernal surge when summoned.",[],"","Ring Skin","",[],[],0,"",0,"","",[],[],[],28,"[31,32]",586,"","",""
4542,4067,1,1,"grant_micro","","","Change the appearance of your equipped ring to the Necrotic Summoning Ring. Imbues your minions with a necrotic surge when summoned.",[],"","Ring Skin","",[],[],0,"",0,"","",[],[],[],28,"[31,32]",586,"","",""
4543,4068,1,1,"grant_micro","","","Change the appearance of your equipped ring to the Divine Summoning Ring. Imbues your minions with a divine surge when summoned.",[],"","Ring Skin","",[],[],0,"",0,"","",[],[],[],28,"[31,32]",586,"","",""
4544,4069,1,1,"grant_micro","","","The Reinforced Topaz Resistance Flask causes your Topaz Flask to project a shield wall while active.",[],"","Topaz Flask Skin","",[],[],0,"",0,"","",[],[],[],26,"[26,27,28,29,30]",586,"","",""
4545,4070,1,1,"grant_micro","","","The Reinforced Sapphire Resistance Flask causes your Sapphire Flask to project a shield wall while active.",[],"","Sapphire Flask Skin","",[],[],0,"",0,"","",[],[],[],26,"[26,27,28,29,30]",586,"","",""
4546,4071,1,1,"grant_micro","","","The Reinforced Ruby Resistance Flask causes your Ruby Flask to project a shield wall while active.",[],"","Ruby Flask Skin","",[],[],0,"",0,"","",[],[],[],26,"[26,27,28,29,30]",586,"","",""
4547,4072,1,1,"grant_micro","","","The Reinforced Amethyst Resistance Flask causes your Amethyst Flask to project a shield wall while active.",[],"","Amethyst Flask Skin","",[],[],0,"",0,"","",[],[],[],26,"[26,27,28,29,30]",586,"","",""
4548,4073,1,1,"grant_micro","","","Attaches the Electroswarm Character Effect to your belt. Floating jellyfish become charged with electricity over time and funnel that electricity into your character whenever you use a lightning skill.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[],16,[15],586,"","",""
4549,4074,1,1,"grant_micro","","","Attaches the Project Electroswarm Character Effect to your belt. Floating jellyfish become charged with electricity over time and funnel that electricity into your character whenever you use a lightning skill.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[],16,[15],586,"","",""
4550,4075,1,1,"grant_micro","","","Attaches the Siren Electroswarm Character Effect to your belt. Floating jellyfish become charged with electricity over time and funnel that electricity into your character whenever you use a lightning skill.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[],16,[15],586,"","",""
4551,4076,1,1,"grant_micro","","","Attaches the Void Emperor Electroswarm Character Effect to your belt. Floating jellyfish become charged with electricity over time and funnel that electricity into your character whenever you use a lightning skill.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[],16,[15],586,"","",""
4552,4077,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Vulcan Flamestrider Boots. These leave a trail of fire in your wake as you run, blazing hotter and longer the faster you move.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],586,"","",""
4553,4078,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Automaton Flamestrider Boots. These leave a trail of fire in your wake as you run, blazing hotter and longer the faster you move.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],586,"","",""
4554,4079,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Radiant Flamestrider Boots. These leave a trail of fire in your wake as you run, blazing hotter and longer the faster you move.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],586,"","",""
4555,4080,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Verdant Flamestrider Boots. These leave a trail of fire in your wake as you run, blazing hotter and longer the faster you move.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],586,"","",""
4556,4081,1,1,"grant_micro","","","[DNT]",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],"","","",""
4557,4082,1,1,"grant_micro","","","[DNT]",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],"","","",""
4558,4083,1,1,"grant_micro","","","[DNT]",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],"","","",""
4559,4084,1,1,"grant_micro","","","[DNT]",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],"","","",""
4560,4085,1,1,"grant_micro","","","Changes the appearance of your equipped gloves to the Ghostly Flesh Wound Gloves, amputating both your arms. Your ghostly arms glow when you use a skill.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],586,"","",""
4561,4086,1,1,"grant_micro","","","Changes the appearance of your equipped gloves to the Demonic Flesh Wound Gloves, amputating both your arms. Your ghostly arms glow when you use a skill.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],586,"","",""
4562,4087,1,1,"grant_micro","","","Changes the appearance of your equipped gloves to the Fading Flesh Wound Gloves, amputating both your arms. Your ghostly arms glow when you use a skill.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],586,"","",""
4563,4088,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Resilient Flambeau Helmet. It converts the appearance of the corresponding charge type to match your new hairdo.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],586,"","",""
4564,4089,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Frenzied Flambeau Helmet. It converts the appearance of the corresponding charge type to match your new hairdo.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],586,"","",""
4565,4090,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Potent Flambeau Helmet. It converts the appearance of the corresponding charge type to match your new hairdo.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],586,"","",""
4566,4091,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Ferrofluid Body Armour. It deforms and flows around hits you take.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],586,"","",""
4567,4092,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Silvered Ferrofluid Body Armour. It deforms and flows around hits you take.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],586,"","",""
4568,4093,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Aureate Ferrofluid Body Armour. It deforms and flows around hits you take.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],586,"","",""
4569,4094,1,1,"grant_micro","","","Your ring is blessed with a shower of coins, and it thanks players you've traded with through a hearty fist bump.",[],"","Ring Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",586,"","",""
4570,4095,1,1,"grant_micro","","","The Ethereal Fusing Effect displays the results of your fusing attempts, and invites other players to join in the celebration when you get a 6-link.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],586,"","",""
4571,4096,1,1,"grant_micro","","","Adds the High Templar Weapon Effect to any equipped weapon. Your weapon smites undead you fight and scours the souls of those you put to rest.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",586,"","",""
4572,4097,1,1,"grant_micro","","","Adds the Beehive Weapon Effect to any equipped weapon. Bees erupt from the hive whenever you hit an enemy with the weapon. Critical hits make them send out their best warriors.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",586,"","",""
4573,4098,1,1,"grant_micro","","","Activating your Quicksilver Flask causes a host of ghostly rhoas to charge with you.",[],"","Quicksilver Flask Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",586,"","",""
4574,4099,1,1,"grant_micro","","","Adds the Clockwork Back Attachment to any equipped body armour. It ramps up as you build a kill streak, building pressure and releasing it when your streak ends.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],586,"","",""
4575,4100,1,1,"grant_micro","","","Adds the Gemling Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],586,"","",""
4576,4101,1,1,"grant_micro","","","Adds the Gemling Artificer Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],586,"","",""
4577,4102,1,1,"grant_micro","","","Adds the Gemling Sage Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],586,"","",""
4578,4103,1,1,"grant_micro","","","Adds the Forgekeeper Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],586,"","",""
4579,4104,1,1,"grant_micro","","","Adds the Forgeguard Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],586,"","",""
4580,4105,1,1,"grant_micro","","","Adds the Forgemaster Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],586,"","",""
4581,4106,1,1,"grant_micro","","","The Cocooning Melding of the Flesh envelopes your character in a protective bubble when you take elemental damage.",[],"","Melding of the Flesh Skin","",[],[],0,"",0,"",2,[],[],[],27,[35],544,"","",""
4582,4107,1,1,"grant_micro","","","Impenetrable Olroth's Resolve locks down your ward UI when activated and conjures a ring of Kalguuran shields around your character.",[],"","Olroth's Resolve Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",544,"","",""
4583,4108,1,1,"grant_micro","","","Stormweaver Nebulis gains power the more cold and lightning damage you deal.",[],"","Nebulis Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",544,"","",""
4584,4109,1,1,"grant_micro","","","The Demonic Gull replaces summoned lesser shrines with unholy abominations.",[],"","The Gull Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],544,"","",""
4585,4110,1,1,"grant_micro","","","Soul Cage Shavronne's Wrappings shines more brightly the more energy shield you have.",[],"","Shavronne's Wrappings Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],544,"","",""
4586,4111,1,1,"grant_micro","","","High Roller Ventor's Gamble lets you celebrate your luck whenever you find a unique item, and blame the dice when you die.",[],"","Ventor's Gamble Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",544,"","",""
4587,4112,1,1,"grant_micro","","","Blood Priest Hateforge summons an apparition of Atziri whenever you use a Vaal skill.",[],"","Hateforge Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],544,"","",""
4588,4113,1,1,"grant_micro","","","Primordial Voidforge thrums with void energy, and transfers that energy to enemies you shock.",[],"","Voidforge Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],544,"","",""
4589,4114,1,1,"grant_micro","","","Primordial Starforge thrums with celestial energy, and transfers that energy to enemies you shock.",[],"","Starforge Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],544,"","",""
4590,4115,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Bloodthirsty Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],587,"","",""
