"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","bool","string","bool","bool","i32","i32","i32","i32","bool","i32","[string]","rid","bool","bool","bool","[rid]"
15301,"display_link_stuff","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,1,-1843291847,[],"","","",1,[]
15302,"display_trigger_link","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,1,-540253522,[],"","","",1,[]
15303,"map_hellscape_gimmick_shift_on_reaching_full_resource_kills_drain_resource","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1406468670,[],"","","",1,[]
15304,"map_hellscape_gimmick_shift_on_killing_rare_unique_kills_drain_resource","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1694375769,[],"","","",1,[]
15305,"map_hellscape_gimmick_shift_randomly","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1674689545,[],"","","",1,[]
15306,"map_hellscape_gimmick_double_debuff_gain_lose_debuff_over_time","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1364082379,[],"","","",1,[]
15307,"enemies_poisoned_by_you_cannot_deal_critical_strikes","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-389300352,[],"","","",1,[]
15308,"spell_suppression_chance_%_per_equipped_dagger","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-97563046,[],"","","",1,[]
15309,"passive_mastery_maximum_physical_attack_damage_+%_final_with_daggers","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-825085637,[],"","","",1,[]
15310,"passive_mastery_hit_ailment_damage_+%_final_vs_enemies_with_5+_poisons","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",707437866,[],"","","",1,[]
15311,"passive_mastery_damage_taken_over_time_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1955835136,[],"","","",1,[]
15312,"gain_wand_accuracy_rating_equal_to_intelligence","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1261675030,[],"","","",1,[]
15313,"armour_+%_per_red_socket_on_main_hand_weapon","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",568476612,[],"","","",1,[]
15314,"evasion_rating_+%_per_green_socket_on_main_hand_weapon","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1828200920,[],"","","",1,[]
15315,"number_of_red_sockets_on_main_hand_weapon","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-114383360,[],"","","",1,[]
15316,"number_of_green_sockets_on_main_hand_weapon","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1517903225,[],"","","",1,[]
15317,"passive_mastery_stun_duration_+%_final_with_two_hand_weapon","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1420489250,[],"","","",1,[]
15318,"attack_stun_duration_+%_final","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",2073306399,[],"","","",1,[]
15319,"unique_jewel_flask_duration_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1524503904,[],"","","",1,[]
15320,"gain_no_inherent_bonus_from_strength","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1467455572,[],"","","",1,[]
15321,"damage_+%_final_per_hellscape_stack_on_enemy","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",52042841,[],"","","",1,[]
15322,"main_hand_damage_+%_while_dual_wielding","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",871270961,[],1,"","",1,[]
15323,"off_hand_attack_speed_+%_while_dual_wielding","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1992504354,[],3,"","",1,[]
15324,"dexterity_accuracy_bonus_grants_accuracy_rating_+3_per_dexterity_instead","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1881466607,[],"","","",1,[]
15325,"bonus_accuracy_rating_+_from_dexterity","","","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,"",7884959,[],"","","",1,[]
15326,"supported_by_nightblade","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-2059733994,[],"","","",1,[]
15327,"chilling_areas_also_grant_curse_effect_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-577749846,[],"","","",1,[]
15328,"body_armour_evasion_rating_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-881528116,[],"","","",1,[]
15329,"evasion_rating_+_per_1_armour_on_gloves","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-278612250,[],"","","",1,[]
15330,"energy_shield_+_per_8_evasion_on_boots","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1377359751,[],"","","",1,[]
15331,"spell_suppression_chance_%_if_evasion_on_boots_helmet_gloves","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",114530263,[],"","","",1,[]
15332,"life_flasks_gain_x_charges_when_you_hit_your_marked_enemy","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1770004699,[],"","","",1,[]
15333,"chance_to_leave_2_ground_blades_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",274416259,[],"","","",1,[]
15334,"plague_bearer_maximum_stored_poison_damage_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1506230888,[],"","","",1,[]
15335,"ruthless_hits_intimidate_enemies_for_4_seconds","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1762788465,[],"","","",1,[]
15336,"accuracy_rating_+%_vs_unique_enemies","","","",1,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,1046572606,[],"","","",1,[]
15337,"reflect_%_of_physical_damage_prevented","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1110960099,[],"","","",1,[]
15338,"combined_evasion_rating_from_body_armour_+%","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-1180315818,[],"","","",1,[]
15339,"base_gloves_armour","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",64013871,[],"","","",1,[]
15340,"base_boots_evasion_rating","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-247926453,[],"","","",1,[]
15341,"base_gloves_evasion_rating","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1096882993,[],"","","",1,[]
15342,"base_helmet_evasion_rating","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-697405442,[],"","","",1,[]
15343,"skills_supported_by_nightblade_have_elusive_effect_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1740761129,[],"","","",1,[]
15344,"is_ruthless_hit","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-487669143,[],"","","",1,[]
15345,"virtual_plague_bearer_maximum_stored_poison_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-236825278,[],"","","",1,[]
15346,"tornado_maximum_number_of_hits","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,1,2124846565,[],"","","",1,[]
15347,"dodge_all_the_things","","","",4,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,-2006411111,[],"","","",1,[]
15348,"elemental_damage_taken_+%_if_been_hit_recently","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1119036851,[],"","","",1,[]
15349,"armour_and_evasion_rating_+_per_1%_attack_block_chance","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-261945501,[],"","","",1,[]
15350,"monster_hellscape_charge_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1963502250,[],"","","",1,[]
15351,"local_is_survival_jewel","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-866844046,[],"","","",1,[]
15352,"map_hellscape_points_+%_per_debuff_stack","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-815156428,[],"","","",1,[]
15353,"storm_blade_quality_local_critical_strike_chance_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,644452743,[],"","","",1,[]
15354,"storm_blade_has_local_attack_speed_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,-630295134,[],"","","",1,[]
15355,"storm_blade_has_local_lightning_penetration_%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,-1637764632,[],"","","",1,[]
15356,"storm_blade_quality_attack_lightning_damage_%_to_convert_to_chaos","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,-1095352443,[],"","","",1,[]
15357,"storm_blade_quality_chance_to_shock_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,-1805136030,[],"","","",1,[]
15358,"attack_lightning_damage_%_to_convert_to_chaos","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1178190114,[],"","","",1,[]
15359,"has_fortification",1,"","",4,"","","",1,-16843010,-16843010,-16843010,-16843010,"",770130510,[],"","","",1,[0]
15360,"mastery_extra_damage_taken_from_suppressed_crit_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",25373252,[],"","","",1,[]
15361,"skill_display_buff_grants_shock_immunity","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,1,-708872905,[],"","","",1,[]
15362,"additive_mana_modifiers_apply_to_shock_effect_at_30%_value","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-455764844,[],18,"","","",[]
15363,"daytime_fish_caught_size_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,1143971452,[],"","","",1,[]
15364,"can_catch_scourged_fish",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,1,820611903,[],"","","","",[]
15365,"strength_applies_to_fish_reel_speed_at_20%_value",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,1,317810722,[],"","","","",[]
15366,"fish_rot_when_caught",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,1,1368395392,[],"","","","",[]
15367,"fishing_reeling_stability_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,621211297,[],"","","",1,[]
15368,"cannot_fish_from_water",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,1,1948993901,[],"","","","",[]
15369,"hellscape_monster_item_quantity_+permyriad_final","","","",7,"","","","",-16843010,-16843010,-16843010,-16843010,"",-375502010,[],"","","",1,[]
15370,"hellscape_monster_item_rarity_+permyriad_final","","","",7,"","","","",-16843010,-16843010,-16843010,-16843010,"",1407161830,[],"","","",1,[]
15371,"hellscaping_speed_+permyriad_final","","","",7,"","","","",-16843010,-16843010,-16843010,-16843010,"",933904763,[],"","","",1,[]
15372,"hellscape_currency_quantity_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1111808193,[],"","","",1,[]
15373,"hellscaped_items_quantity_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1543002548,[],"","","",1,[]
15374,"soul_link_grants_mana_regeneration_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,1279952993,[],"","","",1,[]
15375,"flame_link_grants_chance_to_ignite_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,-2136597328,[],"","","",1,[]
15376,"bulwark_link_grants_stun_threshold_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,-2142946911,[],"","","",1,[]
15377,"remora_link_grants_damage_+%_when_on_full_life","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,-79479564,[],"","","",1,[]
15378,"critical_link_grants_accuracy_rating_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,-1789715568,[],"","","",1,[]
15379,"soul_link_duration_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",269231055,"[""soul_link""]","","","",1,[]
15380,"flame_link_duration_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1787793701,"[""flame_link""]","","","",1,[]
15381,"intuitive_link_duration_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1449017347,"[""intuitive_link""]","","","",1,[]
15382,"protective_link_duration_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-711747289,"[""bulwark_link""]","","","",1,[]
15383,"destructive_link_duration_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-258619900,"[""destructive_link""]","","","",1,[]
15384,"vampiric_link_duration_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",241905739,"[""vampiric_link""]","","","",1,[]
15385,"poisonous_concoction_damage_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",2050417555,"[""poisonous_concoction""]","","","",1,[]
15386,"poisonous_concoction_skill_area_of_effect_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",51978149,"[""poisonous_concoction""]","","","",1,[]
15387,"poisonous_concoction_flask_charges_consumed_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",809795156,"[""poisonous_concoction""]","","","",1,[]
15388,"tornado_damage_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-288502882,"[""tornado""]","","","",1,[]
15389,"tornado_skill_area_of_effect_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1432081421,"[""tornado""]","","","",1,[]
15390,"temporal_rift_cooldown_speed_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-462321170,"[""temporal_rift""]","","","",1,[]
15391,"wielding_storm_blades","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-2070944074,[],"","","",1,[]
15392,"tornado_hinder","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,1,1688219405,[],"","","",1,[]
15393,"inherent_block_while_dual_wielding_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-269324127,[],"","","",1,[]
15394,"map_hellscape_gimmick_%_maximum_life_and_es_taken_as_physical_damage_per_minute_per_%_hellscape_charge_while_hellscape_can_be_activated","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1579514950,[],"","","",1,[]
15395,"local_affliction_notable_aggressive_defence","",1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-430096186,[],"","","","",[]
15396,"is_semantic_minion","","","",4,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,1840912608,[],"","","",1,[]
15397,"virtual_total_spell_impale_on_hit_%_chance",1,"","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,1,502303359,[],"","","",1,[]
15398,"base_mana_cost_+","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",734190564,[],"","","",1,[]
15399,"base_life_cost_+","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1914542880,[],"","","",1,[]
15400,"base_es_cost_+","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",599295383,[],"","","",1,[]
15401,"mana_cost_+","","","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-1930706727,[],"","","",1,[]
15402,"es_cost_+","","","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-368058746,[],"","","",1,[]
15403,"life_cost_+","","","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,"",587267008,[],"","","",1,[]
15404,"map_archnemesis_league","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1781812102,[],"","","",1,[]
15405,"attack_repeat_offset_left_of_target","","","",3,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,1891291592,[],"","","",1,[]
15406,"is_in_heist_mission","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-707423269,[],"","","",1,[]
15407,"highest_maximum_elemental_resistance_%","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",2043742873,[],"","","",1,[]
15408,"elemental_resistances_are_limited_by_highest_maximum_elemental_resistance","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1923441631,[],"","","",1,[]
15409,"all_skill_gem_quality_+",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,1,967477727,[],"","","",1,[]
15410,"unique_soulless_elegance_energy_shield_recharge_rate_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",273124407,[],"","","",1,[]
15411,"all_skill_gem_level_+",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,1,-725702313,[],"","","",1,[]
15412,"fortify_combined_damage_taken_+%_final_to_counteract","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-1720677597,[],"","","",1,[]
15413,"monster_damage_taken_+%_final_from_lerp","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1894158115,[],"","","",1,[]
15414,"monster_damage_taken_+%_final_from_buff_from_ot","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",489022679,[],"","","",1,[]
15415,"elemental_skills_deal_triple_damage","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1898473217,[],"","","",1,[]
15416,"local_display_socketed_gems_projectile_damage_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1994610964,[],"","","",1,[]
15417,"unique_ebb_and_flow_support_hit_damage_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",77938411,[],"","","",1,[]
15418,"track_number_of_spells_cast_recently","","","",4,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-1710430397,[],"","","",1,[36]
15419,"number_of_spells_cast_recently","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",896660536,[],"","","",1,[]
15420,"local_display_socketed_gems_projectile_spells_cooldown_modifier_ms","",1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-833764663,[],"","","",1,[]
15421,"archnemesis_monster_life_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-131232308,[],"","","",1,[]
15422,"map_spawn_x_random_map_bosses","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1972650571,[],"","","",1,[]
15423,"ascendance",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,2028442656,[],"","","",1,[]
15424,"starting_attribute_strength","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1768117449,[],"","","",1,[]
15425,"starting_attribute_dexterity","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-409886689,[],"","","",1,[]
15426,"starting_attribute_intelligence","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-536360968,[],"","","",1,[]
15427,"modifiers_to_attributes_instead_apply_to_ascendance","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,1,-1308233830,[],"","","",1,[]
15428,"elemental_resistance_+%_per_15_ascendance","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1596762975,[],"","","",1,[]
15429,"penetrate_elemental_resistance_%_per_15_ascendance","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-360279905,[],"","","",1,[]
15430,"virtual_strength_for_requirements",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-1796504721,[],"","","",1,[]
15431,"virtual_dexterity_for_requirements",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-1772418503,[],"","","",1,[]
15432,"virtual_intelligence_for_requirements",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,370739786,[],"","","",1,[]
15433,"attribute_requirements_can_be_satisfied_by_%_of_ascendance","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,-104698764,[],"","","",1,[]
15434,"blackstar_sunlight_fire_damage_taken_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-812520455,[],"","","",1,[]
15435,"blackstar_sunlight_cold_damage_taken_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-779370883,[],"","","",1,[]
15436,"blackstar_moonlight_cold_damage_taken_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",451297442,[],"","","",1,[]
15437,"blackstar_moonlight_fire_damage_taken_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1904271389,[],"","","",1,[]
15438,"map_affliction_everywhere_seed","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1749401069,[],"","","",1,[]
15439,"map_gauntlet_unique_monster_life_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1138303991,[],"","","",1,[]
15440,"blood_and_armour_type_override_robot",1,"","",4,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,1521598287,[],"","","",1,[]
15441,"is_archnemesis","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1781728698,[],"","","",1,[]
15442,"local_left_ring_slot_cover_in_ash_for_x_seconds_when_igniting_enemy","",1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1153085855,[],"","","",1,[]
15443,"local_right_ring_slot_cover_in_frost_for_x_seconds_when_freezing_enemy","",1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1108585630,[],"","","",1,[]
15444,"cover_in_ash_for_x_seconds_when_igniting_enemy","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1220097455,[],"","","",1,[]
15445,"cover_in_frost_for_x_seconds_when_freezing_enemy","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",582256630,[],"","","",1,[]
15446,"covered_in_frost_critical_strike_chance_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",691693087,[],"","","",1,[]
15447,"map_has_affliction_everywhere","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",2132253548,[],"","","",1,[]
15448,"map_spawn_envoy",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1918178468,[],"","","","",[]
15449,"archnemesis_is_trapped","","","",1,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,31421304,[],"","","",1,[]
15450,"reserve_life_instead_of_loss_from_damage_for_x_ms","","","",3,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,870814650,[],"","","",1,[]
15451,"projectile_spell_cooldown_modifier_ms","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-477196531,[],"",1,"",1,[]
15452,"base_immune_to_cold_ailments","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,1,1811584970,[],"","","",1,[]
15453,"immune_to_wither",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1806108287,[],"","","",1,[]
15454,"is_withered",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1118797936,[],"","","",1,[]
15455,"reflect_non_damaging_ailments_%_chance","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-733185678,[],"","","",1,[]
15456,"cannot_recover_life_or_energy_shield_above_%","","","",1,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,1742939145,[],"","","",1,[]
15457,"hit_damage_+%_per_10%_missing_enemy_life","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-825857994,[],"","","",1,[]
15458,"rare_pack_minions_are_replaced_with_saplings","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",197880214,[],"","","",1,[]
15459,"damage_removed_from_pack_minions_before_life_or_es_%","","","",1,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,1814803787,[],"","","",1,[]
15460,"immune_to_culling_strike","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1868822466,[],"","","",1,[]
15461,"current_corrosion","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1167976989,[],"","","",1,[]
15462,"total_final_evasion_rating_-","","","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-1654667528,[],"","","",1,[]
15463,"total_final_armour_-","","","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-277740008,[],"","","",1,[]
15464,"attacks_corrosion_on_hit_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-2142508473,[],"","","",1,[]
15465,"endurance_charge_on_hit_%_vs_no_armour","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",221528014,[],"","","",1,[]
15466,"frenzy_charge_on_hit_%_vs_no_evasion_rating","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-983622692,[],"","","",1,[]
15467,"map_monsters_spell_suppression_chance_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1242372649,[],"","","",1,[]
15468,"map_monsters_maximum_life_%_to_add_to_maximum_energy_shield","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",302161442,[],"","","",1,[]
15469,"map_boss_is_possessed","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",483452411,[],"","","",1,[]
15470,"map_monsters_chance_to_blind_on_hit_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1118441363,[],"","","",1,[]
15471,"cooldown_speed_+%_final_from_map","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1510283665,[],"","","",1,[]
15472,"map_player_cooldown_speed_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1595572156,[],"","","",1,[]
15473,"map_player_buff_time_passed_+%_only_buff_category","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",183021521,[],"","","",1,[]
15474,"map_player_non_curse_aura_effect_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",893917871,[],"","","",1,[]
15475,"map_tier_bonus_permillage","","","",6,"","","","",-16843010,-16843010,-16843010,-16843010,"",197008177,[],"","","",1,[]
15476,"shade_form_cooldown_does_not_tick",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,1,1696763585,"[""shade_form""]","","","",1,[]
15477,"interrupt_for_X_ms_after_skill_use","","","",3,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,-1853082132,[],"","","",1,[]
15478,"arc_to_minion_monster_variety_hash","","","",3,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,-44475179,[],"","","",1,[]
15479,"suicide_explosion_%_of_default_monster_life_to_deal_as_fire","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1350587630,[],"","","",1,[]
15480,"map_dropped_maps_are_duplicated_chance_permillage",1,"","",6,"","","","",-16843010,-16843010,-16843010,-16843010,1,220372289,[],"","","",1,[]
15481,"grasping_vines_initial_stack_count","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1354636703,[],"","","",1,[]
15482,"grasping_vines_variation","","","",3,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,635941429,[],"","","",1,[]
15483,"%_of_life_to_take_as_chaos_damage_on_using_a_travel_skill",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1891891511,[],"","","",1,[]
15484,"%_of_energy_shield_to_take_as_chaos_damage_on_using_a_travel_skill",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",479090690,[],"","","",1,[]
15485,"bow_attacks_turn_frenzy_charges_into_additional_arrows","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1497187350,[],"","","",1,[]
15486,"skill_remove_frenzy_charges_for_arrows","","","",4,"","",1,1,-16843010,-16843010,-16843010,-16843010,1,1554014779,[],"","","",1,[]
15487,"critical_strike_multiplier_+_while_have_any_frenzy_charges","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-396444594,[],"","","",1,[]
15488,"unique_jewel_reserved_blood_maximum_life_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-959518306,[],"","","",1,[]
15489,"archnemesis_split_count","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-70235949,[],"","","",1,[]
15490,"disable_skill_repeats","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1549127375,[],"","","",1,[]
15491,"chance_%_to_recover_10%_mana_on_skill_use","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-256359371,[],"","","",1,[]
15492,"poison_on_hit","","","",4,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-1132031835,[],"","","",1,[]
