"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","rid","SoundEffect","string","i32","i32","i32","i32","i32","bool","[rid]","i32"
4107,"atlas_mastery_delve_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDelve.dds",[],0,0,0,0,42100,"Delve",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",11,"","",0,0,0,0,0,"",[],0
4108,"atlas_mastery_delve_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDelve.dds",[],0,0,0,0,23708,"Delve",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",11,"","",0,0,0,0,0,"",[],0
4109,"atlas_mastery_delve_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDelve.dds",[],0,0,0,0,54530,"Delve",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",11,"","",0,0,0,0,0,"",[],0
4110,"atlas_mastery_delve_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDelve.dds",[],0,0,0,0,17931,"Delve",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",11,"","",0,0,0,0,0,"",[],0
4111,"atlas_mastery_domination_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDomination.dds",[],0,0,0,0,29807,"Shrines",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",12,"","",0,0,0,0,0,"",[],0
4112,"atlas_mastery_domination_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDomination.dds",[],0,0,0,0,42943,"Shrines",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",12,"","",0,0,0,0,0,"",[],0
4113,"atlas_mastery_domination_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDomination.dds",[],0,0,0,0,18841,"Shrines",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",12,"","",0,0,0,0,0,"",[],0
4114,"atlas_mastery_elder_shaper_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryElderShaper.dds",[],0,0,0,0,25381,"The Shaper and Elder",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",13,"","",0,0,0,0,0,"",[],0
4115,"atlas_mastery_elder_shaper_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryElderShaper.dds",[],0,0,0,0,11229,"The Shaper and Elder",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",13,"","",0,0,0,0,0,"",[],0
4116,"atlas_mastery_essence_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryEssence.dds",[],0,0,0,0,30180,"Essence",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",14,"","",0,0,0,0,0,"",[],0
4117,"atlas_mastery_essence_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryEssence.dds",[],0,0,0,0,64160,"Essence",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",14,"","",0,0,0,0,0,"",[],0
4118,"atlas_mastery_essence_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryEssence.dds",[],0,0,0,0,27393,"Essence",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",14,"","",0,0,0,0,0,"",[],0
4119,"atlas_mastery_essence_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryEssence.dds",[],0,0,0,0,56946,"Essence",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",14,"","",0,0,0,0,0,"",[],0
4120,"atlas_mastery_expedition_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryExpedition.dds",[],0,0,0,0,44702,"Expedition",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",15,"","",0,0,0,0,0,"",[],0
4121,"atlas_mastery_expedition_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryExpedition.dds",[],0,0,0,0,28389,"Expedition",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",15,"","",0,0,0,0,0,"",[],0
4122,"atlas_mastery_expedition_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryExpedition.dds",[],0,0,0,0,38161,"Expedition",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",15,"","",0,0,0,0,0,"",[],0
4123,"atlas_mastery_expedition_5","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryExpedition.dds",[],0,0,0,0,6319,"Expedition",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",15,"","",0,0,0,0,0,"",[],0
4124,"atlas_mastery_expedition_6","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryExpedition.dds",[],0,0,0,0,23788,"Expedition",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",15,"","",0,0,0,0,0,"",[],0
4125,"atlas_mastery_expedition_7","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryExpedition.dds",[],0,0,0,0,61422,"Expedition",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",15,"","",0,0,0,0,0,"",[],0
4126,"atlas_mastery_harbinger_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHarbinger.dds",[],0,0,0,0,13670,"Harbinger",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",16,"","",0,0,0,0,0,"",[],0
4127,"atlas_mastery_harbinger_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHarbinger.dds",[],0,0,0,0,47322,"Harbinger",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",16,"","",0,0,0,0,0,"",[],0
4128,"atlas_mastery_harbinger_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHarbinger.dds",[],0,0,0,0,53105,"Harbinger",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",16,"","",0,0,0,0,0,"",[],0
4129,"atlas_mastery_harvest_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHarvest.dds",[],0,0,0,0,3643,"Harvest",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",17,"","",0,0,0,0,0,"",[],0
4130,"atlas_mastery_harvest_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHarvest.dds",[],0,0,0,0,36694,"Harvest",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",17,"","",0,0,0,0,0,"",[],0
4131,"atlas_mastery_harvest_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHarvest.dds",[],0,0,0,0,5021,"Harvest",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",17,"","",0,0,0,0,0,"",[],0
4132,"atlas_mastery_harvest_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHarvest.dds",[],0,0,0,0,37979,"Harvest",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",17,"","",0,0,0,0,0,"",[],0
4133,"atlas_mastery_harvest_5","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHarvest.dds",[],0,0,0,0,22985,"Harvest",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",17,"","",0,0,0,0,0,"",[],0
4134,"atlas_mastery_heist_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHeist.dds",[],0,0,0,0,54856,"Heist",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",18,"","",0,0,0,0,0,"",[],0
4135,"atlas_mastery_heist_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHeist.dds",[],0,0,0,0,40323,"Heist",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",18,"","",0,0,0,0,0,"",[],0
4136,"atlas_mastery_heist_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHeist.dds",[],0,0,0,0,29344,"Heist",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",18,"","",0,0,0,0,0,"",[],0
4137,"atlas_mastery_heist_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHeist.dds",[],0,0,0,0,6060,"Heist",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",18,"","",0,0,0,0,0,"",[],0
4138,"atlas_mastery_heist_5","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHeist.dds",[],0,0,0,0,32367,"Heist",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",18,"","",0,0,0,0,0,"",[],0
4139,"atlas_mastery_jun_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryJun.dds",[],0,0,0,0,17872,"Betrayal",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",19,"","",0,0,0,0,0,"",[],0
4140,"atlas_mastery_jun_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryJun.dds",[],0,0,0,0,49894,"Betrayal",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",19,"","",0,0,0,0,0,"",[],0
4141,"atlas_mastery_jun_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryJun.dds",[],0,0,0,0,24945,"Betrayal",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",19,"","",0,0,0,0,0,"",[],0
4142,"atlas_mastery_jun_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryJun.dds",[],0,0,0,0,11110,"Betrayal",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",19,"","",0,0,0,0,0,"",[],0
4143,"atlas_mastery_labyrinth_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryLabyrinth.dds",[],0,0,0,0,10529,"Labyrinth",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",20,"","",0,0,0,0,0,"",[],0
4144,"atlas_mastery_legion_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryLegion.dds",[],0,0,0,0,25829,"Legion",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",21,"","",0,0,0,0,0,"",[],0
4145,"atlas_mastery_legion_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryLegion.dds",[],0,0,0,0,9459,"Legion",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",21,"","",0,0,0,0,0,"",[],0
4146,"atlas_mastery_legion_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryLegion.dds",[],0,0,0,0,20892,"Legion",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",21,"","",0,0,0,0,0,"",[],0
4147,"atlas_mastery_legion_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryLegion.dds",[],0,0,0,0,57363,"Legion",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",21,"","",0,0,0,0,0,"",[],0
4148,"atlas_mastery_legion_5","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryLegion.dds",[],0,0,0,0,14005,"Legion",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",21,"","",0,0,0,0,0,"",[],0
4149,"atlas_mastery_map_tier_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,35951,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22,"","",0,0,0,0,0,"",[],0
4150,"atlas_mastery_map_tier_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,56530,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22,"","",0,0,0,0,0,"",[],0
4151,"atlas_mastery_map_tier_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,36203,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22,"","",0,0,0,0,0,"",[],0
4152,"atlas_mastery_map_tier_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,52725,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22,"","",0,0,0,0,0,"",[],0
4153,"atlas_mastery_map_tier_5","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,30340,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22,"","",0,0,0,0,0,"",[],0
4154,"atlas_mastery_metamorph_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMetamorph.dds",[],0,0,0,0,25709,"Metamorph",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",23,"","",0,0,0,0,0,"",[],0
4155,"atlas_mastery_metamorph_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMetamorph.dds",[],0,0,0,0,6177,"Metamorph",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",23,"","",0,0,0,0,0,"",[],0
4156,"atlas_mastery_metamorph_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMetamorph.dds",[],0,0,0,0,14570,"Metamorph",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",23,"","",0,0,0,0,0,"",[],0
4157,"atlas_mastery_metamorph_4_","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMetamorph.dds",[],0,0,0,0,35069,"Metamorph",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",23,"","",0,0,0,0,0,"",[],0
4158,"atlas_mastery_metamorph_5","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMetamorph.dds",[],0,0,0,0,14639,"Metamorph",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",23,"","",0,0,0,0,0,"",[],0
4159,"atlas_mastery_metamorph_6","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMetamorph.dds",[],0,0,0,0,62390,"Metamorph",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",23,"","",0,0,0,0,0,"",[],0
4160,"atlas_mastery_quality_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryQuality.dds",[],0,0,0,0,45718,"Quality",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",24,"","",0,0,0,0,0,"",[],0
4161,"atlas_mastery_rares_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRare.dds",[],0,0,0,0,5020,"Rare Monsters",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",25,"","",0,0,0,0,0,"",[],0
4162,"atlas_mastery_ritual_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,36986,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26,"","",0,0,0,0,0,"",[],0
4163,"atlas_mastery_ritual_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,39765,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26,"","",0,0,0,0,0,"",[],0
4164,"atlas_mastery_ritual_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,43728,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26,"","",0,0,0,0,0,"",[],0
4165,"atlas_mastery_ritual_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,28204,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26,"","",0,0,0,0,0,"",[],0
4166,"atlas_mastery_ritual_5","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,47080,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26,"","",0,0,0,0,0,"",[],0
4167,"atlas_mastery_ritual_6","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,1460,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26,"","",0,0,0,0,0,"",[],0
4168,"atlas_mastery_ritual_7","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,7486,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26,"","",0,0,0,0,0,"",[],0
4169,"atlas_mastery_scarab_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryScarab.dds",[],0,0,0,0,9011,"Scarabs",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",27,"","",0,0,0,0,0,"",[],0
4170,"atlas_mastery_sextant_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasterySextant.dds",[],0,0,0,0,49827,"Sextants",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",28,"","",0,0,0,0,0,"",[],0
4171,"atlas_mastery_strongbox_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryStrongbox.dds",[],0,0,0,0,7778,"Strongboxes",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",29,"","",0,0,0,0,0,"",[],0
4172,"atlas_mastery_strongbox_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryStrongbox.dds",[],0,0,0,0,4065,"Strongboxes",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",29,"","",0,0,0,0,0,"",[],0
4173,"atlas_mastery_strongbox_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryStrongbox.dds",[],0,0,0,0,48577,"Strongboxes",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",29,"","",0,0,0,0,0,"",[],0
4174,"atlas_mastery_synthesis_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasterySynthesis.dds",[],0,0,0,0,57359,"Synthesis",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",30,"","",0,0,0,0,0,"",[],0
4175,"atlas_mastery_tangle_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryTangle.dds",[],0,0,0,0,9252,"The Eater of Worlds",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",31,"","",0,0,0,0,0,"",[],0
4176,"atlas_mastery_tangle_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryTangle.dds",[],0,0,0,0,21101,"The Eater of Worlds",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",31,"","",0,0,0,0,0,"",[],0
4177,"atlas_mastery_torment_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryTorment.dds",[],0,0,0,0,21569,"Torment",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",32,"","",0,0,0,0,0,"",[],0
4178,"atlas_mastery_torment_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryTorment.dds",[],0,0,0,0,13627,"Torment",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",32,"","",0,0,0,0,0,"",[],0
4179,"atlas_mastery_unique_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryUnique.dds",[],0,0,0,0,21120,"Unique Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",33,"","",0,0,0,0,0,"",[],0
4180,"atlas_mastery_vaal_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryVaal.dds",[],0,0,0,0,35075,"Vaal Side Areas",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",34,"","",0,0,0,0,0,"",[],0
4181,"atlas_mastery_zana_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryKirac.dds",[],0,0,0,0,4326,"Kirac",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",35,"","",0,0,0,0,0,"",[],0
4182,"atlas_mastery_kirac_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryKirac.dds",[],0,0,0,0,64635,"Kirac",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",35,"","",0,0,0,0,0,"",[],0
4183,"atlas_mastery_kirac_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryKirac.dds",[],0,0,0,0,56394,"Kirac",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",35,"","",0,0,0,0,0,"",[],0
4184,"atlas_mastery_kirac_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryKirac.dds",[],0,0,0,0,65379,"Kirac",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",35,"","",0,0,0,0,0,"",[],0
4185,"atlas_mastery_maven_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMaven.dds",[],0,0,0,0,19323,"The Maven",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",36,"","",0,0,0,0,0,"",[],0
4186,"atlas_keystone_corruption_1","Art/2DArt/SkillIcons/passives/TwistOfFateKeystone.dds",[16090],1,0,0,0,34389,"Twist of Fate",[],1,"","The landscape twists before your eyes, morphing into realms of unspeakable horror.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",381,"",0,0,0,0,0,"",[],0
4187,"atlas_keystone_monsterlife_1","Art/2DArt/SkillIcons/passives/WellspringofCreationKeystone.dds","[16073,16075]",50,-25,0,0,2493,"Wellspring of Creation",[],1,"","The waters of life roil and flow,\r\nbirthing horrors of flesh and marrow.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",388,"",0,0,0,0,0,"",[],0
4188,"atlas_keystone_monsterdamage_1","Art/2DArt/SkillIcons/passives/DanceofDestructKeystone.dds","[16076,16074]",25,-25,0,0,36386,"Dance of Destruction",[],1,"","Atlassian aberrations engage in a deadly dance.\r\nWill you be joining them in the fray?","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",388,"",0,0,0,0,0,"",[],0
4189,"atlas_keystone_nofragments_1","Art/2DArt/SkillIcons/passives/StreamOfConsciousnessKeystone.dds","[16083,16152]",1,50,0,0,65225,"Stream of Consciousness",[],1,"","In a realm where thought is given form, action and will become one and the same.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",385,"Stream of Consciousness",257,0,0,0,0,"",[17436],0
4190,"atlas_keystone_favouredmaps_1","Art/2DArt/SkillIcons/passives/SingularFocusKeystone.dds","[16082,16081]",200,1,0,0,48952,"Singular Focus",[],1,"","You fancy yourself a god. You see only what you want to see.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",385,"Singular Focus",25601,0,0,0,0,"",[16082],0
4191,"atlas_keystone_smallnodes_1","Art/2DArt/SkillIcons/passives/WanderingPathKeystone.dds","[16084,16086]",1,100,0,0,40658,"Wandering Path",[],1,"","Embrace the journey, Nomad, for there is no destination.\r\nThis is the prime inescapable truth of eternity.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",386,"Wandering Path",257,0,0,0,0,"",[16084],20
4192,"atlas_keystone_notables_1_","Art/2DArt/SkillIcons/passives/GrandDesignKeystone.dds","[16085,16087]",1,1,0,0,38059,"Grand Design",[],1,"","Ignore everything but your obsession, Nomad.\r\nA mortal life is too short a season to entertain distractions.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",386,"Grand Design",257,0,0,0,0,"",[16085],20
4193,"atlas_keystone_allies_1","Art/2DArt/SkillIcons/passives/UnifiedFrontKeystone.dds","[16099,16100]",1,1,0,0,21156,"[DNT] Unused",[],1,"","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",385,"",0,0,0,0,0,"",[],0
4194,"atlas_keystone_shaper","Art/2DArt/SkillIcons/passives/ShaperAndElderKeystone.dds","[16124,16125,16265]",1,-70,100,0,34546,"Cosmic Wounds",[],1,"","A single act of love and defiance may cascade destruction across the cosmos.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",390,"Cosmic Wounds",257,-17920,255,0,0,"","[16124,16125]",0
4195,"atlas_keystone_maven_","Art/2DArt/SkillIcons/passives/UberMavenKeystone.dds","[16129,16134,17131]",1,-50,1,0,56188,"Throw the Gauntlet",[],1,"","You must rise from mere amusement to respected equal.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",387,"Throw the Gauntlet",257,-12800,255,0,0,"","[16129,16134]",0
4196,"atlas_keystone_cortex","Art/2DArt/SkillIcons/passives/CortexKeystone.dds","[16130,16135,17132,17480]",1,-70,1,100,29939,"Memento Mori",[],1,"","When memories become twisted by a corrupted mind, history is rewritten, time after time.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",382,"Memento Mori",257,-17920,25855,0,0,"","[16130,16135,17480]",0
4197,"atlas_keystone_sirus","Art/2DArt/SkillIcons/passives/SirusKeystone.dds","[16131,16136,15869]",1,-70,20,0,4088,"The Perfect Storm",[],1,"","Agony born of ennui. Hate born of love.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",392,"The Perfect Storm",257,-17920,255,0,0,"","[16131,16136]",0
4198,"atlas_keystone_searing_exarch","Art/2DArt/SkillIcons/passives/SearingExarchKeystone.dds","[16132,16137,16170]",1,-70,50,0,36777,"Thirst for Knowledge",[],1,"","Constellations are systematically incinerated in the wake of an ever-expanding archive of minds.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",389,"Thirst for Knowledge",257,-17920,255,0,0,"","[16132,16137]",0
4199,"atlas_keystone_eater_of_worlds","Art/2DArt/SkillIcons/passives/EaterOfWorldsKeystone.dds","[16133,16138,16169]",1,-70,25,0,57976,"Insatiable Appetite",[],1,"","At the core of the mass, a fierce hunger seethes, as the Tangle's champion devours a myriad of worlds...","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",384,"Insatiable Appetite",257,-17920,255,0,0,"","[16133,16138]",0
4200,"atlas_keystone_eldritch_invitations","Art/2DArt/SkillIcons/passives/UnspeakableHorrorKeystone.dds","[16153,16290]",100,1,0,0,8424,"Height of Hubris",[],1,"","It takes either immense courage or unfettered masochism\r\nto invoke unspeakable horrors, time after time...","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",380,"",0,0,0,0,0,"",[],0
