"rownum","RewardOffer","i32","Characters","Reward","RewardLevel","rid","i32","string","RewardStack","bool","bool","i32","i32","i32","rid","i32"
1150,60,52,[5],5542,61,2,0,"",1,"","",1317,0,2,"",0
1151,60,53,[5],5559,61,2,0,"",1,"","",1317,0,2,"",0
1152,60,54,[1],5559,61,2,0,"",1,"","",1317,0,2,"",0
1153,60,55,[1],5609,61,2,0,"",1,"","",1317,0,2,"",0
1154,60,56,[1],5592,61,2,0,"",1,"","",1317,0,2,"",0
1155,60,57,[6],5592,61,2,0,"",1,"","",1317,0,2,"",0
1156,60,58,[6],5524,61,2,0,"",1,"","",1317,0,2,"",0
1157,60,59,[6],5559,61,2,0,"",1,"","",1317,0,2,"",0
1158,60,60,[2],5524,61,2,0,"",1,"","",1317,0,2,"",0
1159,60,61,[2],5542,61,2,0,"",1,"","",1317,0,2,"",0
1160,60,62,[2],5559,61,2,0,"",1,"","",1317,0,2,"",0
1161,61,0,[],5975,1,"",0,"",1,"","",1317,0,0,"",0
1162,62,0,[],5976,1,"",0,"",1,"","",1317,0,0,"",0
1163,63,0,[],5973,1,"",0,"",1,"","",1317,0,0,"",0
1164,64,0,[],5767,65,1,0,"",1,"","",1317,0,1,"",0
1165,64,1,[],5782,65,1,0,"",1,"","",1317,0,1,"",0
1166,64,2,[],5803,65,1,0,"",1,"","",1317,0,1,"",0
1167,64,3,[],5802,65,1,0,"",1,"","",1317,0,1,"",0
1168,64,4,[],5799,65,1,0,"",1,"","",1317,0,1,"",0
1169,64,5,[],5801,65,1,0,"",1,"","",1317,0,1,"",0
1170,64,6,[],5797,65,1,0,"",1,"","",1317,0,1,"",0
1171,64,7,[],5800,65,1,0,"",1,"","",1317,0,1,"",0
1172,64,8,[],5806,65,1,0,"",1,"","",1317,0,1,"",0
1173,64,9,[],5799,65,0,0,"",1,"","",1317,0,2,"",0
1174,64,10,[],5801,65,0,0,"",1,"","",1317,0,2,"",0
1175,64,11,[],5802,65,0,0,"",1,"","",1317,0,2,"",0
1176,64,12,[],5803,65,0,0,"",1,"","",1317,0,2,"",0
1177,65,0,[0],5527,66,2,0,"4",1,"","",1317,0,1,"",0
1178,65,1,[0],5579,66,2,0,"4",1,"","",1317,0,1,"",0
1179,65,2,[0],5595,66,2,0,"4",1,"","",1317,0,1,"",0
1180,65,3,[6],5527,66,2,0,"4",1,"","",1317,0,1,"",0
1181,65,4,[6],5562,66,2,0,"4",1,"","",1317,0,1,"",0
1182,65,5,[6],5595,66,2,0,"4",1,"","",1317,0,1,"",0
1183,65,6,[1],5562,66,2,0,"4",1,"","",1317,0,1,"",0
1184,65,7,[1],5595,66,2,0,"4",1,"","",1317,0,1,"",0
1185,65,8,[1],5612,66,2,0,"4",1,"","",1317,0,1,"",0
1186,65,9,[5],5545,66,2,0,"4",1,"","",1317,0,1,"",0
1187,65,10,[5],5562,66,2,0,"4",1,"","",1317,0,1,"",0
1188,65,11,[5],5612,66,2,0,"4",1,"","",1317,0,1,"",0
1189,65,12,[3],5545,66,2,0,"4",1,"","",1317,0,1,"",0
1190,65,13,[3],5579,66,2,0,"4",1,"","",1317,0,1,"",0
1191,65,14,[3],5612,66,2,0,"4",1,"","",1317,0,1,"",0
1192,65,15,[4],5527,66,2,0,"4",1,"","",1317,0,1,"",0
1193,65,16,[4],5545,66,2,0,"4",1,"","",1317,0,1,"",0
1194,65,17,[4],5579,66,2,0,"4",1,"","",1317,0,1,"",0
1195,65,18,[2],5527,66,2,0,"4",1,"","",1317,0,1,"",0
1196,65,19,[2],5545,66,2,0,"4",1,"","",1317,0,1,"",0
1197,65,20,[2],5562,66,2,0,"4",1,"","",1317,0,1,"",0
1198,65,21,[2],5579,66,2,0,"4",1,"","",1317,0,1,"",0
1199,65,22,[2],5595,66,2,0,"4",1,"","",1317,0,1,"",0
1200,65,23,[2],5612,66,2,0,"4",1,"","",1317,0,1,"",0
1201,65,24,[],312,1,"",0,"",1,"",1,1317,0,2,"",0
1202,66,0,[],5980,1,"",0,"",1,"","",1317,0,0,"",0
1203,67,0,[],5981,1,"",0,"",1,"","",1317,0,0,"",0
1204,68,0,[],5321,66,2,0,"",1,"","",1317,0,0,"",0
1205,68,1,[],5322,66,2,0,"",1,"","",1317,0,0,"",0
1206,68,2,[],5323,66,2,0,"",1,"","",1317,0,0,"",0
1207,68,3,[],5324,66,2,0,"",1,"","",1317,0,0,"",0
1208,68,4,[],5325,66,2,0,"",1,"","",1317,0,0,"",0
1209,68,5,[],5326,66,2,0,"",1,"","",1317,0,0,"",0
1210,69,0,[],5982,1,"",0,"",1,"","",1317,0,0,"",0
1211,70,0,[],7169,68,1,0,"",1,"","",1317,0,0,"",0
1212,70,1,[],7127,68,1,0,"",1,"","",1317,0,0,"",0
1213,70,2,[],7145,68,1,0,"",1,"","",1317,0,0,"",0
1214,70,3,[],7165,68,1,0,"",1,"","",1317,0,0,"",0
1215,33,0,[],5886,1,"",0,"",1,"","",1317,0,0,"",0
1216,33,1,[],5884,1,"",0,"",1,"","",1317,0,0,"",0
1217,33,2,[],5885,1,"",0,"",1,"","",1317,0,0,"",0
1218,33,3,[],5883,1,"",0,"",1,"","",1317,0,0,"",0
1219,16,48,[6],6516,15,"",0,"",1,1,"",1317,0,0,"",0
1220,16,49,[6],6033,15,"",0,"",1,1,"",1317,0,0,"",0
1221,16,50,[6],6330,15,"",0,"",1,1,"",1317,0,0,"",0
1222,16,51,[6],6091,15,"",0,"",1,1,"",1317,0,0,"",0
1223,16,72,[6],6022,15,"",0,"",1,1,1,1317,0,0,"",0
1224,16,73,[6],6097,15,"",0,"",1,1,1,1317,0,0,"",0
1225,16,74,[6],6067,15,"",0,"",1,1,1,1317,0,0,"",0
1226,16,75,[6],6509,15,"",0,"",1,1,1,1317,0,0,"",0
1227,16,76,[0],6704,15,"",0,"",1,1,1,1317,0,0,"",0
1228,16,77,[0],6097,15,"",0,"",1,1,1,1317,0,0,"",0
1229,16,78,[0],6195,15,"",0,"",1,1,1,1317,0,0,"",0
1230,16,79,[0],6509,15,"",0,"",1,1,1,1317,0,0,"",0
1231,16,80,[1],6481,15,"",0,"",1,1,1,1317,0,0,"",0
1232,16,81,[1],6300,15,"",0,"",1,1,1,1317,0,0,"",0
1233,16,82,[1],6322,15,"",0,"",1,1,1,1317,0,0,"",0
1234,16,83,[1],6330,15,"",0,"",1,1,1,1317,0,0,"",0
1235,32,57,[6],6088,35,"",0,"",1,1,"",1317,0,0,"",0
1236,32,58,[6],6160,35,"",0,"",1,1,"",1317,0,0,"",0
1237,32,59,[6],6158,35,"",0,"",1,1,"",1317,0,0,"",0
1238,32,60,[6],6067,35,"",0,"",1,1,"",1317,0,0,"",0
1239,32,61,[6],6091,35,"",0,"",1,1,"",1317,0,0,"",0
1240,32,87,[6],6265,35,"",0,"",1,1,"",1317,0,0,"",0
1241,32,88,[6],6097,35,"",0,"",1,1,"",1317,0,0,"",0
1242,32,89,[6],6273,35,"",0,"",1,1,"",1317,0,0,"",0
1243,32,90,[6],6509,35,"",0,"",1,1,"",1317,0,0,"",0
1244,32,91,[6],6067,35,"",0,"",1,1,"",1317,0,0,"",0
1245,32,92,[0],6704,35,"",0,"",1,1,"",1317,0,0,"",0
1246,32,93,[0],6097,35,"",0,"",1,1,"",1317,0,0,"",0
1247,32,94,[0],6195,35,"",0,"",1,1,"",1317,0,0,"",0
1248,32,95,[0],6509,35,"",0,"",1,1,"",1317,0,0,"",0
1249,32,96,[0],6145,35,"",0,"",1,1,"",1317,0,0,"",0
1250,32,97,[1],6481,35,"",0,"",1,1,"",1317,0,0,"",0
1251,32,98,[1],6300,35,"",0,"",1,1,"",1317,0,0,"",0
1252,32,99,[1],6322,35,"",0,"",1,1,"",1317,0,0,"",0
1253,32,100,[1],6363,35,"",0,"",1,1,"",1317,0,0,"",0
1254,32,101,[1],6275,35,"",0,"",1,1,"",1317,0,0,"",0
1255,71,0,[],9537,1,0,0,"",1,"","",1317,0,0,"",0
1256,72,0,[],9675,1,0,0,"",1,"","",1317,0,0,"",0
1257,73,0,[],9676,1,0,0,"",1,"","",1317,0,0,"",0
1258,74,0,[],9678,1,0,0,"",1,"","",1317,0,0,"",0
1259,75,0,[],9686,1,0,0,"",1,"","",1317,0,0,"",0
1260,76,0,[],9701,1,0,0,"",1,"","",1317,0,0,"",0
1261,77,0,[],9514,1,"",0,"",10000,"","",1317,0,0,"",0
1262,78,0,[],9514,1,"",0,"",450,"","",1317,0,0,"",0
1263,79,0,[],9514,1,"",0,"",600,"","",1317,0,0,"",0
1264,80,0,[],9514,1,"",0,"",1000,"","",1317,0,0,"",0
1265,81,0,[],9514,1,"",0,"",450,"","",1317,0,0,"",0
1266,82,0,[],9514,1,"",0,"",1000,"","",1317,0,0,"",0
1267,83,0,[],9514,1,"",0,"",600,"","",1317,0,0,"",0
1268,84,0,[],9514,1,"",0,"",1000,"","",1317,0,0,"",0
1269,85,0,[],9514,1,"",0,"",750,"","",1317,0,0,"",0
1270,86,0,[],9514,1,"",0,"",1500,"","",1317,0,0,"",0
1271,87,0,[],9514,1,"",0,"",1000,"","",1317,0,0,"",0
1272,88,0,[],9514,1,"",0,"",3000,"","",1317,0,0,"",0
1273,89,0,[],9514,1,"",0,"",600,"","",1317,0,0,"",0
1274,90,0,[],9514,1,"",0,"",1000,"","",1317,0,0,"",0
1275,91,0,[],9514,1,"",0,"",1000,"","",1317,0,0,"",0
1276,92,0,[],9514,1,"",0,"",1500,"","",1317,0,0,"",0
1277,93,0,[],9514,1,"",0,"",1000,"","",1317,0,0,"",0
1278,94,0,[],9514,1,"",0,"",3000,"","",1317,0,0,"",0
1279,95,0,[],9514,1,"",0,"",450,"","",1317,0,0,"",0
1280,96,0,[],9514,1,"",0,"",600,"","",1317,0,0,"",0
1281,97,0,[],9514,1,"",0,"",3000,"","",1317,0,0,"",0
1282,98,0,[],9514,1,"",0,"",750,"","",1317,0,0,"",0
1283,99,0,[],9514,1,"",0,"",1500,"","",1317,0,0,"",0
1284,100,0,[],9514,1,"",0,"",3000,"","",1317,0,0,"",0
1285,101,0,[],9514,1,"",0,"",750,"","",1317,0,0,"",0
1286,102,0,[],9514,1,"",0,"",1500,"","",1317,0,0,"",0
1287,103,0,[],9514,1,"",0,"",3000,"","",1317,0,0,"",0
1288,104,0,[],9514,1,"",0,"",750,"","",1317,0,0,"",0
1289,105,0,[],9514,1,"",0,"",1500,"","",1317,0,0,"",0
1290,106,0,[],9514,1,"",0,"",3000,"","",1317,0,0,"",0
1291,107,0,[],9514,1,"",0,"",1000,"","",1317,0,0,"",0
1292,108,0,[],9514,1,"",0,"",1500,"","",1317,0,0,"",0
1293,109,0,[],9514,1,"",0,"",1500,"","",1317,0,0,"",0
1294,110,0,[],5984,1,"",0,"",1,"","",1317,0,0,"",0
1295,111,0,[],9499,1,"",0,"",1,"","",219,0,0,"",0
1296,111,1,[],9500,1,"",0,"",1,"","",220,0,0,"",0
1297,111,2,[],9501,1,"",0,"",1,"","",221,0,0,"",0
1298,111,3,[],9502,1,"",0,"",1,"","",222,0,0,"",0
1299,112,0,[],5889,1,"",0,"",1,"","",1317,0,0,"",0
1300,113,0,[],5888,1,"",0,"",1,"","",1317,0,0,"",0
1301,114,0,[],5890,1,"",0,"",1,"","",1317,0,0,"",0
1302,115,0,[],5891,1,"",0,"",1,"","",1317,0,0,"",0
1303,116,0,[],5892,1,"",0,"",1,"","",1317,0,0,"",0
1304,117,0,[],5893,1,"",0,"",1,"","",1317,0,0,"",0
1305,118,0,[],10313,1,1,0,"",1,"",1,1317,0,0,"",0
