599,"Metadata/NPC/League/Ancestral/KaomSitting","Kaom","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Kaom",[],[],"","",""
600,"Metadata/NPC/League/Ancestral/RakiataSitting","Rakiata","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Rakiata",[],[],"","",""
601,"Metadata/NPC/League/Ancestral/IkiahoSitting","Ikiaho","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Ikiaho",[],[],"","",""
602,"Metadata/NPC/League/Ancestral/KiloavaSitting","Kiloava","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Kiloava",[],[],"","",""
603,"Metadata/NPC/League/Ancestral/TawhanukuSitting","Tawhanuku","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Tawhanuku",[],[],"","",""
604,"Metadata/NPC/League/Ancestral/MaataSitting","Maata","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Maata",[],[],"","",""
605,"Metadata/NPC/League/Ancestral/UtulaSitting","Utula","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Utula",[],[],"","",""
606,"Metadata/NPC/League/Ancestral/AhuanaSitting","Ahuana","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Ahuana",[],[],"","",""
607,"Metadata/NPC/League/Ancestral/AkoyaSitting","Akoya","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Akoya",[],[],"","",""
608,"Metadata/NPC/League/Ancestral/KahuturoaSitting","Kahuturoa","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Kahuturoa",[],[],"","",""
609,"Metadata/NPC/League/Ancestral/HinekoraSitting","Hinekora","Metadata/NPC/League/Ancestral/Hinekora","","","Hinekora",[],[],"","",""
610,"Metadata/NPC/Ghostrider","Ghostrider","Metadata/NPC/NPC","","","",[],[],"","","M"
