"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags","[rid]"
18612,"support_recent_minions_virtual_gain_adrenaline_and_wakened_fury_when_summoned_ms","","","",3,"","",1,"","",1,-1052293610,[],"","","",1,[1],[]
18613,"infinite_minion_duration","","","",4,"","","","","","",-652402909,[],"","","",1,[],[]
18614,"support_trauma_melee_damage_+%_final_per_trauma","","","",1,"","","","","",1,2022517883,[],"",1,"",1,[],[]
18615,"support_trauma_stun_duration_+%_per_trauma","","","",1,"","","","","",1,-2018309135,[],"",1,"",1,[],[]
18616,"number_of_guardians_blessing_auras",1,"","",3,"","","","","","",-1995486848,[],"","","",1,[],[]
18617,"local_unique_relic_sanctum_level_restriction","","","",3,"","","","","","",-623851110,[],"","","",1,[],[]
18618,"sanctum_no_resolve_defences","","","",4,"","","","","","",-672264036,[],"","","",1,[],[]
18619,"map_lycia2_duplicate_up_to_x_deferred_rewards","","","",3,"","","","","","",540714493,[],"","","","",[],[]
18620,"supported_skill_can_only_use_axe_mace_and_staff","","","",4,"",1,"","","",1,1474700205,[],"",1,"","",[],[]
18621,"support_flamewood_totems_trigger_infernal_bolt_when_hit",1,"","",4,"","","","","","",1179482991,[],"",1,"",1,[],[]
18622,"infernal_bolt_base_fire_damage_%_maximum_life","","","",1,"","","","","",1,1545425977,[],"","","",1,[],[]
18623,"mtx_golden_chiyou_footprints","","","",4,"",1,"","","",1,-371326132,[],"","","",1,[],[]
18624,"explode_on_death_for_%_life_as_fire_damage","","","",1,"","","","","","",495562725,[],"","","",1,[],[]
18625,"explode_on_death_for_%_life_as_cold_damage","","","",1,"","","","","","",-2131189337,[],"","","",1,[],[]
18626,"explode_on_death_for_%_life_as_lightning_damage","","","",1,"","","","","","",885049381,[],"","","",1,[],[]
18627,"guardian_relic_explode_on_death_for_%_life_as_element_damage",1,"","",1,"","","","","",1,1434584374,[],"","","",1,[],[]
18628,"support_corrupting_cry_warcry_and_first_exerted_attack_applies_corrupted_blood_for_X_ms","","","",3,"","","","","","",-1769594049,[],"","","",1,[],[]
18629,"support_corrupting_cry_corrupted_blood_base_physical_damage_to_deal_per_minute","","","",3,"","","","","","",-1460477437,[],"","","",1,[],[]
18630,"support_corrupting_cry_area_of_effect_+%_final","","","",1,"","","","","",1,740721641,[],"","","",1,[],[]
18631,"support_corrupting_cry_intermediary_physical_damage_to_deal_per_minute","","","",3,"","",1,"","","",1404472960,[],"","","",1,[1],[]
18632,"support_corrupting_cry_physical_damage_to_deal_per_minute","","","",3,"","",1,"","",1,1509354127,[],"","","",1,[1],[]
18633,"support_corrupting_cry_warcry_applies_X_stacks_of_corrupted_blood","","","",3,"","","","","",1,917715045,[],"","","",1,[],[]
18634,"support_corrupting_cry_exerted_attack_applies_X_stacks_of_corrupted_blood_on_first_hit","","","",3,"","","","","",1,-2057288126,[],"","","",1,[],[]
18635,"support_corrupting_cry_corrupted_blood_duration_ms","","","",3,"","",1,"","",1,-574972075,[],"","","",1,[1],[]
18636,"chieftain_body_armour_supported_by_level_x_ancestral_call",1,"","",3,"","","","","","",654966633,[],"","","",1,[],[]
18637,"modifiers_to_maximum_fire_resistance_apply_to_maximum_cold_and_lightning_resistance","","","",4,"","","","","","",-1197964864,[],"","","",1,[],[]
18638,"recoup_%_of_damage_taken_by_your_totems_as_life",1,"","",1,"","","","","","",-1567718129,[],"","","",1,[],[]
18639,"totems_regenerate_1_life_per_x_player_life_regeneration","","","",1,"","","","","","",-1394175218,[],"","","",1,[],[]
18640,"explode_enemies_for_500%_life_as_fire_on_kill_%_chance",1,"","",1,"",1,"","","",1,1092319260,[],"","","",1,[],[]
18641,"no_fire_resistance_to_dot","","","",4,"","","","","","",1785065711,[],"","","",1,[],[]
18642,"all_jewels_transform_additive_damage_modifiers_to_fire","","","",4,"","","","","","",-1194093574,[],"","","",1,[],[]
18643,"intermediary_maximum_fire_only_damage_resistance_%","","","",1,"","",1,"","","",2130166460,[],"","","",1,[],[]
18644,"base_maximum_all_resistances_%","","","",1,"","","","","","",-4225409,[],"","","",1,[],[]
18645,"totems_regenerate_life_per_minute",1,"","",3,"","",1,"","","",1275094027,[],"","","",1,[],[]
18646,"monster_dropped_item_quantity_+%_final_for_influenced_monster","","","",1,"","","","","","",-866553419,[],"","","",1,[],[]
18647,"support_conflagration_ignites_from_stunning_melee_hits_duration_+%","","","",1,"","","","","",1,530419257,[],"","","",1,[],[]
18648,"returned_projectile_speed_+%","","","",1,"",1,"","","",1,-1274558936,[],6,"","",1,[],[]
18649,"recoup_%_of_damage_taken_as_parent_life","","","",1,"","","","","","",558183916,[],"","","",1,[],[]
18650,"display_additive_damage_modifiers_in_large_radius_of_non_unique_jewels_instead_apply_to_fire_damage","","","",4,"","","","","",1,418884959,[],"","","",1,[],[]
18651,"cold_damage_over_time_resistance_%","","","",1,"","",1,"","","",22958741,[],"","","",1,[],[]
18652,"lightning_damage_over_time_resistance_%","","","",1,"","",1,"","","",69631906,[],"","","",1,[],[]
18653,"uncapped_cold_damage_over_time_resistance_%","","","",1,"","",1,"","","",-16443506,[],"","","",1,[],[]
18654,"uncapped_lightning_damage_over_time_resistance_%","","","",1,"","",1,"","","",604275590,[],"","","",1,[],[]
18655,"intermediary_cold_resistance_only_additions","","","",1,"","",1,"","","",-1360841239,[],"","","",1,[],[]
18656,"intermediary_lightning_resistance_only_additions","","","",1,"","",1,"","","",1078331696,[],"","","",1,[],[]
18657,"intermediary_fire_only_resistance_+%","","","",1,"","",1,"","","",-491933348,[],"","","",1,[],[]
18658,"intermediary_cold_resistance_+%","","","",1,"","",1,"","","",-588713049,[],"","","",1,[],[]
18659,"intermediary_lightning_resistance_+%","","","",1,"","",1,"","","",-328714195,[],"","","",1,[],[]
18660,"modifiers_to_fire_resistance_also_apply_to_cold_lightning_resistance_at_%_value","","","",1,"","","","","","",1297221694,[],"","","",1,[],[]
18661,"combined_resist_all_%","","","",1,"","",1,"","","",-1707907232,[],"","","",1,[],[]
18662,"projectile_additional_return_chance_%","","","",1,"",1,"","","",1,-848854099,[],"","","",1,[],[]
18663,"nearby_enemies_no_fire_dot_resistance_while_you_are_stationary","","","",4,"","","","","","",842284170,[],"","","",1,[],[]
18664,"ignore_self_damage_from_trauma_chance_%","","","",1,"","","","","",1,-1275493352,[],"",1,"",1,[],[]
18665,"support_spell_weapon_damage_gain_%_of_one_hand_melee_weapon_damage_as_added_spell_damage_while_wielding_two_different_weapon_types","","","",1,"","","","","",1,440094270,[],"",1,"",1,[],[]
18666,"support_recent_minions_life_leech_from_any_damage_permyriad_from_wakened_fury","","","",7,"","","","","",1,-717269636,[],"","","",1,[],[]
18667,"every_4_seconds_%_chance_freeze_non_frozen_enemies_for_300ms","","","",3,"","","","","","",2125117748,[],"","","",1,[],[]
18668,"support_damaging_links_base_duration_is_gem","","","",4,"","","","","","",-379154463,[],"","","",1,[],[]
18669,"radiant_sentinel_minion_burning_effect_radius",1,"","",3,"","","","","",1,2090392167,[],"","","",1,[],[]
18670,"radiant_sentinel_burning_effect_radius","","","",3,"","","","","","",-764989980,[],"","","",1,[],[]
18671,"virtual_radiant_sentinel_burning_effect_radius",1,"","",3,"","",1,"","","",648319833,[],"","","",1,[],[]
18672,"radiant_sentinel_minion_fire_%_of_life_to_deal_nearby_per_minute",1,"","",1,"","","","","",1,1910483674,[],"","","",1,[],[]
18673,"radiant_sentinel_base_fire_%_of_life_to_deal_nearby_per_minute","","","",1,"","","","","","",-1042933400,[],"","","",1,[],[]
18674,"radiant_sentinel_base_fire_damage_to_deal_per_minute","","","",3,"","",1,"","","",-317671578,[],"","","",1,[],[]
18675,"radiant_sentinel_intermediary_fire_damage_to_deal_per_minute",1,"","",3,"","",1,"","","",668526554,[],"","","",1,[],[]
18676,"mtx_elder_diamond_flask","","","",4,"","","","","",1,348789683,[],"","","",1,[],[]
18677,"map_spawn_X_additional_incursion_architects","","","",3,"","","","","","",1735468271,[],"","","",1,[],[]
18678,"map_boss_replaced_with_atziri","","","",4,"","","","","","",758158860,[],"","","",1,[],[]
18679,"maximum_life_+_if_no_life_modifiers_on_equipment_except_body_armour","","","",3,"","","","","","",-1473179535,[],"","","",1,[],[]
18680,"life_tags_on_non_body_armour_equipment_count","","","",3,"","","","","","",1428446809,[],"","","",1,[],[]
18681,"life_flask_recovery_is_instant_while_on_low_life","","","",4,"","","","","","",1312211040,[],"","","",1,[],[]
18682,"mana_flask_recovery_is_instant_while_on_low_mana","","","",4,"","","","","","",-974207632,[],"","","",1,[],[]
18683,"map_beyond_demon_faction_chance_+%","","","",1,"","","","","","",-526976724,[],"","","",1,[],[]
18684,"map_beyond_flesh_faction_chance_+%","","","",1,"","","","","","",654857462,[],"","","",1,[],[]
18685,"map_beyond_pale_faction_chance_+%","","","",1,"","","","","","",-898314677,[],"","","",1,[],[]
18686,"map_beyond_divination_card_quantity_+%_final_from_demon_faction","","","",1,"","","","","","",840386808,[],"","","",1,[],[]
18687,"map_beyond_unique_item_quantity_+%_final_from_flesh_faction","","","",1,"","","","","","",1735448556,[],"","","",1,[],[]
18688,"map_beyond_basic_currency_quantity_+%_final_from_pale_faction","","","",1,"","","","","","",194899422,[],"","","",1,[],[]
18689,"divination_card_drop_chance_+%_final_from_beyond_faction","","","",1,"","","","","","",-1021202413,[],"","","",1,[],[]
18690,"unique_item_drop_chance_+%_final_from_beyond_faction","","","",1,"","","","","","",-866761711,[],"","","",1,[],[]
18691,"basic_currency_drop_chance_+%_final_from_beyond_faction","","","",1,"","","","","","",598066028,[],"","","",1,[],[]
18692,"support_trauma_base_duration_ms","","","",3,"","","","","","",749653332,[],"",1,"",1,[],[]
18693,"attack_minimum_added_physical_damage_with_weapons_per_trauma","","","",3,"","","","","",1,59693420,[],"",1,"",1,[],[]
18694,"attack_maximum_added_physical_damage_with_weapons_per_trauma","","","",3,"","","","","",1,1873419170,[],"",1,"",1,[],[]
18695,"mtx_card_oracle_armour_replace_divination_card_drop_visuals","","","",4,"","","","","",1,-2029591248,[],"","","",1,[],[]
18696,"mtx_card_oracle_armour_alternate_divination_ui_visuals",1,"","",4,"","","","","",1,1433448386,[],"","","",1,[],[]
18697,"mtx_card_oracle_armour_stacked_deck_open_above_character_visuals",1,"","",4,"","","","","","",2035740338,[],"","","",1,[],[]
18698,"mtx_card_oracle_armour_on_picked_up_divination_card_effect",1,"","",4,"",1,"","","",1,-344859336,[],"","","",1,[],[]
18699,"mtx_card_oracle_armour_on_turn_in_divination_card_effect",1,"","",4,"","","","","","",-1056699126,[],"","","",1,[],[]
18700,"mtx_card_oracle_armour_on_opened_stacked_deck_effect",1,"","",4,"","","","","","",-1225635945,[],"","","",1,[],[]
18701,"virtual_has_item_drop_visual_replacement_stat","","","",4,"","",1,"","",1,-925966195,[],"","","",1,[],[]
18702,"local_display_grants_skill_summon_radiant_sentinel","",1,"",4,"","","","","","",1615705371,[],"","","",1,[],[]
18703,"can_trigger_summon_elemental_relic_on_nearby_ally_kill_or_on_hit_rare_or_unique","","","",4,"","","","","","",-1102356018,[],"","","",1,[],[]
18704,"virtual_number_of_melee_skeletons_to_summon",1,"","",3,"","",1,"","",1,-568293010,[],"","","",1,[33],[]
18705,"map_unique_side_area_return_portal_leads_to_new_unique_side_area_chance_%","","","",1,"","","","","","",-1243112678,[],"","","",1,[],[]
18706,"map_unique_side_area_gets_additional_random_mods","","","",4,"","","","","","",-1980997543,[],"","","",1,[],[]
18707,"map_vaal_vessel_drop_X_tower_of_ordeals",1,"","",3,"","","","","","",-1313775273,[],"","","",1,[],[]
18708,"map_boss_drops_X_fractured_incursion_items",1,"","",3,"","","","","","",336176735,[],"","","",1,[],[]
18709,"map_vaal_side_area_boss_maximum_life_+%_final","","","",1,"","","","","","",-1356407446,[],"","","",1,[],[]
18710,"map_vaal_side_area_boss_damage_+%_final","","","",1,"","","","","","",1288030759,[],"","","",1,[],[]
18711,"map_vaal_side_area_vaal_vessel_%_chance_to_duplicate_rewards","","","",1,"","","","","","",67194918,[],"","","",1,[],[]
18712,"vaal_side_area_boss_maximum_life_+%_final","","","",1,"","","","","","",713510928,[],"","","",1,[],[]
18713,"vaal_side_area_boss_damage_+%_final","","","",1,"","","","","","",1903288698,[],"","","",1,[],[]
18714,"map_boss_maximum_life_+%_final_from_vaal_side_area","","","",1,"","","","","","",-554155787,[],"","","",1,[],[]
18715,"map_boss_damage_+%_final_from_vaal_side_area","","","",1,"","","","","","",-1472020997,[],"","","",1,[],[]
18716,"link_skills_allies_in_beam_lucky_elemental_damage","","","",4,"","","","","","",-1453700755,[],"","","",1,[],[]
18717,"link_skills_allies_in_beam_max_elemental_resistance_%","","","",1,"","","","","","",1627723406,[],"","","",1,[],[]
18718,"skill_triggered_by_nearby_allies_kill_or_hit_rare_unique_%_chance","","","",1,"","","","","",1,738564563,[],"",1,"",1,[],[]
18719,"disable_player_light","","","",4,"",1,"","","",1,169373841,[],"","","",1,[],[]
18720,"extra_elemental_damage_rolls","","","",3,"","","","","","",602772774,[],"","","",1,[],[]
18721,"mtx_sarcophagus_back_attachment",1,"","",4,"","","","","","",578998857,[],"","","",1,[],[]
18722,"always_take_critical_strikes","","","",4,"","","","","","",-1141768176,[],"","","",1,[],[]
18723,"hinekora_belt_every_5_seconds_rotating_buff",1,"","",4,"","","","","","",1425043565,[],"","","",1,[],[]
18724,"number_of_projectiles_+%_final_from_locus_mine_support","","","",1,"","","","","","",574098295,[],"","","",1,[],[]
18725,"minimum_number_of_projectiles_to_fire_is_1","","","",4,"","","","","","",-1783156839,[],"","","",1,[],[]
18726,"map_num_scarabs","","","",3,"","","","","","",2091477683,[],"","","",1,[],[]
18727,"num_ngamahu_tattoos",1,"","",3,"","","","","","",2004798803,[],"","","",1,[],[]
18728,"num_kitava_tattoos",1,"","",3,"","","","","","",172846053,[],"","","",1,[],[]
18729,"num_tukohama_tattoos",1,"","",3,"","","","","","",1201824248,[],"","","",1,[],[]
18730,"num_rongokurai_tattoos",1,"","",3,"","","","","","",-1519196598,[],"","","",1,[],[]
18731,"num_tasalio_tattoos",1,"","",3,"","","","","","",2147457046,[],"","","",1,[],[]
18732,"num_arohongui_tattoos",1,"","",3,"","","","","","",-773766460,[],"","","",1,[],[]
18733,"num_ramako_tattoos",1,"","",3,"","","","","","",515963917,[],"","","",1,[],[]
18734,"num_hinekora_tattoos",1,"","",3,"","","","","","",957710063,[],"","","",1,[],[]
18735,"num_tawhoa_tattoos",1,"","",3,"","","","","","",1644229397,[],"","","",1,[],[]
18736,"num_valako_tattoos",1,"","",3,"","","","","","",455307407,[],"","","",1,[],[]
18737,"ancestral_monster_respawn_timer_+%","","","",1,"","","","","","",-987171420,[],"","","",1,[],[]
18738,"display_monster_has_chilled_ground_trail_daemon","","","",4,"",1,"","","",1,-990612841,[],"","","","",[],[]
18739,"mtx_show_full_charges_in_town",1,"","",4,"",1,"","","",1,1661810987,[],"","","",1,[],[]
18740,"ancestral_totem_life_+%","","","",1,"","","","","","",-729237441,[],"","","",1,[],[]
18741,"ancestral_totem_life_regeneration_rate_per_minute_%","","","",1,"","","","","","",64700232,[],"","","",1,[],[]
18742,"ancestral_stun_nearby_enemies_on_respawn","","","",4,"","","","","","",-1490525740,[],"","","",1,[],[]
18743,"ancestral_channelling_damage_+%_against_totems",1,"","",1,"","","","","","",-2129923464,[],"","","",1,[],[]
18744,"ancestral_life_regeneration_rate_per_minute_%_while_channelling_totem","","","",1,"","","","","","",-1835524179,[],"","","",1,[],[]
18745,"display_monster_has_tailwind_aura","","","",4,"",1,"","","",1,-481501877,[],"","","","",[],[]
18746,"display_monster_has_periodic_freeze_daemon","","","",4,"",1,"","","",1,1408873874,[],"","","","",[],[]
18747,"display_monster_has_righteous_fire_daemon","","","",4,"",1,"","","",1,7328804,[],"","","","",[],[]
18748,"display_monster_has_cannot_recover_life_aura","","","",4,"",1,"","","",1,-1892706251,[],"","","","",[],[]
18749,"recover_life_for_ancestral_totem_equal_to_damage_taken_from_hits","","","",4,"","","","","","",-972346521,[],"","","",1,[],[]
18750,"ancestral_totem_periodically_freezes_nearby_enemies",1,"","",4,"","","","","","",-1623268621,[],"","","",1,[],[]
18751,"ancestral_totem_cannot_recover_life_while_being_channelled","","","",4,"","","","","","",-1901536183,[],"","","",1,[],[]
18752,"ancestral_slain_enemies_respawn_timer_+","","","",3,"","","","","","",837258293,[],"","","",1,[],[]
18753,"ancestral_chance_for_no_respawn_timer_on_death_%","","","",1,"","","","","","",538053464,[],"","","",1,[],[]
18754,"ancestral_totem_being_channelled_doesnt_prevent_your_respawn_timer","","","",4,"","","","","","",2011369623,[],"","","",1,[],[]
18755,"ancestral_embrace_effect_+%_per_ngamahu_tattoo",1,"","",1,"","","","","",1,2035311425,[],"","","",1,[],[]
18756,"ancestral_embrace_effect_+%_per_kitava_tattoo",1,"","",1,"","","","","",1,-71981341,[],"","","",1,[],[]
18757,"ancestral_embrace_effect_+%_per_tukohama_tattoo",1,"","",1,"","","","","",1,-300272094,[],"","","",1,[],[]
18758,"ancestral_embrace_effect_+%_per_rongokurai_tattoo",1,"","",1,"","","","","",1,-1902178537,[],"","","",1,[],[]
18759,"ancestral_embrace_effect_+%_per_tasalio_tattoo",1,"","",1,"","","","","",1,-282919598,[],"","","",1,[],[]
18760,"ancestral_embrace_effect_+%_per_arohongui_tattoo",1,"","",1,"","","","","",1,-2001560289,[],"","","",1,[],[]
18761,"ancestral_embrace_effect_+%_per_ramako_tattoo",1,"","",1,"","","","","",1,-1683039203,[],"","","",1,[],[]
18762,"ancestral_embrace_effect_+%_per_hinekora_tattoo",1,"","",1,"","","","","",1,-1091272790,[],"","","",1,[],[]
18763,"ancestral_embrace_effect_+%_per_tawhoa_tattoo",1,"","",1,"","","","","",1,-1415486617,[],"","","",1,[],[]
18764,"ancestral_embrace_effect_+%_per_valako_tattoo",1,"","",1,"","","","","",1,99401579,[],"","","",1,[],[]
18765,"virtual_ancestral_embrace_effect_+%","","","",1,"","",1,"","","",1855258266,[],"","","",1,[],[]
18766,"mtx_currency_charges_active_tier",1,"","",3,"",1,"","","",1,-1132000717,[],"","","",1,[],[]
18767,"map_num_gilded_or_winged_scarabs","","","",3,"","","","","","",-1225305937,[],"","","",1,[],[]
18768,"trigger_on_taking_savage_hit_from_unique",1,"","",4,"","","","","",1,1753024471,[],"",1,"",1,[],[]
18769,"support_devour_art_variation","","","",3,"",1,"","","",1,1527014095,[],"","","",1,[],[]
18770,"attacks_always_hit_you","","","",4,"",1,"","","",1,-947886973,[],"","","",1,[],[]
18771,"attacks_never_hit_you","","","",4,"",1,"","","",1,933420460,[],"","","",1,[],[]
18772,"local_display_tattoo_trigger_level_x_kaom","",1,"",4,"","","","","","",-904986634,[],"","","","",[],[]
18773,"local_display_tattoo_trigger_level_x_utula","",1,"",4,"","","","","","",772959438,[],"","","","",[],[]
18774,"local_display_tattoo_trigger_level_x_akoya","",1,"",4,"","","","","","",-991129741,[],"","","","",[],[]
18775,"local_display_tattoo_trigger_level_x_kahuturoa","",1,"",4,"","","","","","",-1666851008,[],"","","","",[],[]
18776,"local_display_tattoo_trigger_level_x_rakiata","",1,"",4,"","","","","","",-573059946,[],"","","","",[],[]
18777,"local_display_tattoo_trigger_level_x_ikiaho","",1,"",4,"","","","","","",-1106832939,[],"","","","",[],[]
18778,"local_display_tattoo_trigger_level_x_ahuana","",1,"",4,"","","","","","",1411530005,[],"","","","",[],[]
18779,"local_display_tattoo_trigger_level_x_tawhanuku","",1,"",4,"","","","","","",585161410,[],"","","","",[],[]
18780,"local_display_tattoo_trigger_level_x_maata","",1,"",4,"","","","","","",-1998336152,[],"","","","",[],[]
18781,"local_display_tattoo_trigger_level_x_kiloava","",1,"",4,"","","","","","",-1062360478,[],"","","","",[],[]
18782,"local_unique_jewel_tattoos_in_radius_effect_+%","",1,"",1,"","","","","","",-1592204256,[],"","","",1,[],[]
18783,"infernal_bolt_cannot_be_triggered","","","",4,"","","","","","",1611769405,[],"","","",1,[],[]
18784,"ancestral_buff_damage_removed_from_your_nearest_totem_before_life_or_es_%",1,"","",1,"","","","","",1,2046035551,[],"","","",1,[],[]
18785,"ancestral_buff_leech_%_is_instant",1,"","",1,"","","","","",1,-1867673949,[],"","","",1,[],[]
18786,"ancestral_buff_base_rage_regeneration_per_minute",1,"","",3,"","","","","",1,841797883,[],"","","",1,[],[]
18787,"ancestral_buff_armour_%_applies_to_all_damage_from_hits",1,"","",1,"","","","","",1,-1540170068,[],"","","",1,[],[]
18788,"ancestral_buff_action_speed_+%_minimum_value",1,"","",1,"","","","","",1,-1732729002,[],"","","",1,[],[]
18789,"ancestral_buff_travel_skill_cooldown_speed_+%",1,"","",1,"","","","","",1,702280036,[],"","","",1,[],[]
18790,"ancestral_buff_base_spell_damage_%_suppressed",1,"","",1,"","","","","",1,-675421565,[],"","","",1,[],[]
18791,"ancestral_buff_base_mana_regeneration_rate_per_minute",1,"","",3,"","","","","",1,1572278446,[],"","","",1,[],[]
18792,"ancestral_buff_flask_charges_recovered_per_3_seconds",1,"","",3,"","","","","",1,-1934183084,[],"","","",1,[],[]
18793,"ancestral_buff_recover_%_of_maximum_life_mana_energy_shield_on_block",1,"","",1,"","","","","",1,-2095989748,[],"","","",1,[],[]
18794,"ancestral_buff_cooldown_does_not_tick",1,"","",4,"","","","","",1,86693063,"[""summon_spirit_of_kaom"",""summon_spirit_of_utula"",""summon_spirit_of_akoya"",""summon_spirit_of_kahuturoa"",""summon_spirit_of_rakiata"",""summon_spirit_of_ikiaho"",""summon_spirit_of_ahuana"",""summon_spirit_of_tawhanuku"",""summon_spirit_of_maata"",""summon_spirit_of_kiloava""]","","","","",[],[]
18795,"trigger_on_totem_death_in_presence_of_unique",1,"","",4,"","","","","",1,-266825024,[],"",1,"",1,[],[]
18796,"trigger_on_reaching_maximum_rage_in_presence_of_unique",1,"","",4,"","","","","",1,4258706,[],"",1,"",1,[],[]
18797,"trigger_on_crit_by_unique_enemy",1,"","",4,"","","","","",1,928312279,[],"",1,"",1,[],[]
18798,"trigger_on_crit_vs_marked_unique",1,"","",4,"","","","","",1,-1065416460,[],"",1,"",1,[],[]
18799,"trigger_on_travel_skill_use_in_presence_of_unique",1,"","",4,"","","","","",1,-246216649,[],"",1,"",1,[],[]
18800,"trigger_on_suppress_hit_from_unique",1,"","",4,"","","","","",1,359322149,[],"",1,"",1,[],[]
18801,"trigger_on_es_recharge_in_presence_of_unique",1,"","",4,"","","","","",1,-1760713843,[],"",1,"",1,[],[]
18802,"trigger_on_reaching_low_life_in_presence_of_unique",1,"","",4,"","","","","",1,-883576534,[],"",1,"",1,[],[]
18803,"trigger_on_block_hit_from_unique",1,"","",4,"","","","","",1,-914100866,[],"",1,"",1,[],[]
18804,"has_trigger_on_totem_death_in_presence_of_unique","","","",4,"","","","","","",1174125916,[],"","","",1,[],[]
18805,"has_trigger_on_taking_savage_hit_from_unique","","","",4,"","","","","","",-1695373225,[],"","","",1,[],[]
18806,"has_trigger_on_reaching_maximum_rage_in_presence_of_unique","","","",4,"","","","","","",1433208235,[],"","","",1,[],[]
18807,"has_trigger_on_crit_by_unique_enemy","","","",4,"","","","","","",-382855998,[],"","","",1,[],[]
18808,"has_trigger_on_crit_vs_marked_unique","","","",4,"","","","","","",1003933499,[],"","","",1,[],[]
18809,"has_trigger_on_travel_skill_use_in_presence_of_unique","","","",4,"","","","","","",1456573641,[],"","","",1,[],[]
18810,"has_trigger_on_suppress_hit_from_unique","","","",4,"","","","","","",-170576989,[],"","","",1,[],[]
18811,"has_trigger_on_es_recharge_in_presence_of_unique","","","",4,"","","","","","",-148812904,[],"","","",1,[],[]
18812,"has_trigger_on_reaching_low_life_in_presence_of_unique","","","",4,"","","","","","",474349043,[],"","","",1,[],[]
18813,"has_trigger_on_block_hit_from_unique","","","",4,"","","","","","",1953686275,[],"","","",1,[],[]
18814,"combined_minimum_attack_damage_+%_final","","","",1,"","",1,"","","",1865397654,[],"","","",1,[14],[]
18815,"combined_maximum_attack_damage_+%_final","","","",1,"","",1,"","","",-1031861750,[],"","","",1,[14],[]
18816,"minimum_attack_damage_+%_final_from_volatility_support","","","",1,"","","","","",1,-1335686905,[],"","","",1,[],[]
18817,"maximum_attack_damage_+%_final_from_volatility_support","","","",1,"","","","","",1,-778105693,[],"","","",1,[],[]
18818,"ancestral_trial_destroy_totem_skill_range_+%","","","",1,"",1,"","","",1,-1814715989,[],"","","",1,[],[]
18819,"ancestral_trial_destroy_totem_interrupt_stun_duration_+%","","","",1,"",1,"","","",1,141879439,[],"","","",1,[],[]
18820,"mtx_druidic_gloves_charges_enabled","","","",4,"",1,"","","",1,1807299418,[],"","","",1,[],[]
18821,"mtx_druidic_gloves_frenzy_charges_intensity_%","","","",1,"",1,1,"","",1,-2018307029,[],"","","",1,[],[]
18822,"mtx_druidic_gloves_endurance_charges_intensity_%","","","",1,"",1,1,"","",1,-790392658,[],"","","",1,[],[]
18823,"mtx_druidic_gloves_power_charges_intensity_%","","","",1,"",1,1,"","",1,-815895654,[],"","","",1,[],[]
18824,"recover_%_life_on_death_prevented","","","",1,"","","","","","",1791291383,[],"","","",1,[],[]
18825,"support_recent_phantasms_gain_adrenaline_and_wakened_fury_when_summoned_ms","","","",3,"","",1,"","",1,1327311366,[],"","","",1,[34],[]
18826,"monster_elemental_damage_+%_final_vs_monsters","","","",1,"","","","","","",1886636943,[],"","","",1,[],[]
18827,"combined_conditional_elemental_damage_+%_final","","","",1,"","","","","","",638379254,[],"","","",1,[],[]
18828,"mtx_collector_sack",1,"","",4,"","","","","","",-1245510364,[],"","","",1,[],[]
18829,"mtx_collector_sack_wealth",1,"","",3,"",1,"","","",1,563966765,[],"","","",1,[],[]
18830,"support_flamewood_art_variation","","","",3,"",1,"","","",1,-1382385984,[],"",1,"",1,[],[]
18831,"display_minion_actor_level_is_user_level","","","",4,"","","","","",1,1530132242,[],"","","",1,[],[]
18832,"display_minion_actor_level","","","",3,"","",1,"","","",-1167979133,[],"","","",1,[33],[]
18833,"mtx_spirit_chains_gloves_freeze","","","",4,"","","","","","",-1761338864,[],"","","",1,[],[]
18834,"totems_explode_on_death_for_%_life_as_physical_divide_20",1,"","",1,"","","","","","",-1855284286,[],"","","",1,[],[]
18835,"mtx_rust_kings_weapon_variation",1,1,1,3,"",1,"",18836,18837,1,-1512644282,[],"","","",1,[],[]
18836,"mtx_rust_kings_weapon_main_hand_variation",1,"","",3,"",1,"","","",1,1219779590,[],"","","",1,[],[]
18837,"mtx_rust_kings_weapon_off_hand_variation",1,"","",3,"",1,"","","",1,155940188,[],"","","",1,[],[]
18838,"mtx_rust_kings_weapon_num_corpses_consumed",1,"","",3,"",1,"","","",1,-525579370,[],"","","",1,[],[]
18839,"mtx_phoenix_egg_shield_track_cumulative_life_regen",1,"","",4,"","","","","","",-349274667,[],"","","",1,[],[]
18840,"mtx_phoenix_egg_shield_cumulative_life_regen","","","",3,"",1,"","","",1,27435101,[],"","","",1,[],[]
18841,"map_vaal_vessel_drop_X_level_21_gems",1,"","",3,"","","","","","",-1190445591,[],"","","",1,[],[]
18842,"map_vaal_vessel_drop_X_quality_23_gems",1,"","",3,"","","","","","",494866251,[],"","","",1,[],[]
18843,"display_monster_has_shroud_walker_daemon","","","",4,"",1,"","","",1,-223316817,[],"","","","",[],[]
18844,"ancestral_channelling_interrupt_duration_+%","","","",1,"","","","","","",245537644,[],"","","",1,[],[]
18845,"ancestral_defensive_teammates_gain_charges","","","",4,"","","","","","",-1244296827,[],"","","",1,[],[]
18846,"display_monster_has_lightning_thorns_daemon","","","",4,"",1,"","","",1,20702932,[],"","","","",[],[]
