"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","IsCategory","Category","bool_25","string_26","bool_34","i32_35","i32_39","string_43"
596,"BrimstoneTheme","Brimstone","Soufre","Fegefeuer","地獄の業火","유황","Enxofre","Серный камень","Azufre","Brimstone","煉獄磺硫","",407,"","","",-16843010,-16843010,""
597,"FrostVikingTheme","Frost Viking","Viking du givre","Eiswikinger","フロストヴァイキング","서리 바이킹","Viking Gélido","Морозный викинг","Vikingo de escarcha","Frost Viking","霜寒維京","",407,"","","",-16843010,-16843010,""
598,"UltimatumTheme","Ultimatum","Ultimatum","Ultimatum","アルティメイタム","결전","Ultimatum","Ультиматум","Ultimatum","Ultimatum","最後通牒","",407,"","","",-16843010,-16843010,""
599,"ApollyonTheme","Apollyon","Apollyon","Apollyon","アポリオン","지옥 악마","Apollyon","Аполлион","Abadón","Apollyon","煉獄帝王","",407,"","","",-16843010,-16843010,""
600,"MerchantTheme","Merchant","Marchand","Händler","商人","상인","Mercador","Купец","Mercader","Merchant","大盤商","",407,"","","",-16843010,-16843010,""
601,"MidnightPactTheme","Midnight Pact","Pacte de minuit","Mitternachtspakt","ミッドナイトパクト","심야의 서약","Pacto da Meia-Noite","Полночная сделка","Pacto de medianoche","Midnight Pact","血夜冥約","",407,"","","",-16843010,-16843010,""
602,"JingweiTheme","Jingwei","Jingwei","Jingwei","女娃","정위","Jingwei","Jingwei","Jingwei","Jingwei","精衛","",407,"","","",-16843010,-16843010,""
603,"SlitherTheme","Slither","Serpentine","Lindwurm","スリザー","기어가기","Rastejante","Ящер","Serpenteante","Slither","滑翔","",407,"","","",-16843010,-16843010,""
604,"ExpeditionTheme","Expedition","Expedition","Expedition","エクスペディション","탐험","Expedition","Экспедиция","Expedition","Expedition","死境探險","",407,"","","",-16843010,-16843010,""
605,"MyrmidonTheme","Myrmidon","Myrmidon","Myrmidon","ミュルミドーン","미르미돈","Mirmidão","Мирмидон","Mirmidón","Myrmidon","水獄使徒","",407,"","","",-16843010,-16843010,""
606,"BanebrandTheme","Banebrand","Marque du fléau","Fluchmal","ベインブランド","파멸 낙인","Runa do Banimento","Губительная печать","Marca de condenación","Banebrand","災厄烙印","",407,"","","",-16843010,-16843010,""
607,"StarfallTheme","Starfall","Tombétoile","Sternenregen","スターフォール","별내림","Queda Estelar","Звездопад","Lluvia de estrellas","Starfall","星空殞落","",407,"","","",-16843010,-16843010,""
608,"NecrolordTheme","Necrolord","Nécro-seigneur","Nekrofürst","ネクロロード","강령군주","Necrolorde","Повелитель нежити","Señor necrótico","Necrolord","亡魂領主","",407,"","","",-16843010,-16843010,""
609,"DirebladeTheme","Direblade","Lamefuneste","Schreckensklinge","ダイアブレード","지독한 칼날","Lâmina Destemida","Клинок ужаса","Acero colosal","Direblade","恐怖之刃","",407,"","","",-16843010,-16843010,""
610,"CursedTheme","Cursed","Maudit","Piratenfluch","呪い","저주받은","Amaldiçoado","Проклятые","Maldito","Cursed","惡咒邪術","",407,"","","",-16843010,-16843010,""
611,"AtlantisTheme","Atlantis","Atlantide","Atlantis","アトランティス","아틀란티스","Atlantis","Атлантида","Atlantis","Atlantis","亞特蘭提斯","",407,"","","",-16843010,-16843010,""
612,"ScourgeTheme","Scourge","Scourge","Scourge","スカージ","스컬지","Scourge","Нашествие","Scourge","Scourge","轉世災魘","",407,"","","",-16843010,-16843010,""
613,"ScourgelordTheme","Scourgelord","Seigneur souillé","Scourgelord","スカージロード","스컬지 군주","Lorde Scourge","Повелитель Нашествия","Señor de la Calamidad","Scourgelord","災魘魔君","",407,"","","",-16843010,-16843010,""
614,"OnyxTheme","Onyx","Onyx","Onyx","黒檀","오닉스","Onix","Ониксовые","Ónice","Onyx","黑曜","",407,"","","",-16843010,-16843010,""
615,"AstralTheme","Astral","Astral","Astral","星","우주의","Astral","Астральные","Astral","Astral","璀璨星際","",407,"","","",-16843010,-16843010,""
616,"Core2022Theme","Core 2022","Universel (2022)","Universell 2022","コア 2022","2022 코어","Principal 2022","Основные наборы 2022","Universal 2022","คอร์ 2022","2022 熔核之心","",407,"","","",-16843010,-16843010,""
617,"WinterDragonTheme","Winter Dragon","Dragon de l'hiver","Winterdrache","冬のドラゴン","겨울 용","Dragão Invernal","Дракон зимы","Dragón invernal","Winter Dragon","寒凍霜龍","",407,"","","",-16843010,-16843010,""
618,"HarmonyTheme","Harmony","Harmonie","Harmonie","調和","조화","Harmonia","Гармония","Armonía","Harmony","萬物和諧","",407,"","","",-16843010,-16843010,""
619,"GodOfThunderTheme","God of Thunder","Dieu du tonnerre","Donnergott","雷神","천둥의 신","Deus do Trovão","Бог грома","Dios del trueno","God of Thunder","雷神","",407,"","","",-16843010,-16843010,""
620,"Archnemesis","Archnemesis","Archnemesis","Archnemesis","アーチネメシス","강적","Archnemesis","Возмездие","Archnemesis","Archnemesis","強襲宿敵","",407,"","","",-16843010,-16843010,""
621,"AuspiciousTheme","Auspicious","Faste","Verheißungsvoll","吉兆","상서로운","Auspicioso","Auspicious","Auspicioso","Auspicious","吉祥福兆","",407,"","","",-16843010,-16843010,""
622,"HarmoniousTheme","Harmonious","Harmonieux","Harmonisch","ハーモニアス","조화로운","Harmonioso","Гармоничные","Armonioso","Harmonious","和煦太祥","",407,"","","",-16843010,-16843010,""
623,"VulcanTheme","Vulcan","Vulcain","Vulkan","バルカン","불카누스","Vulcânico","Вулкан","Vulcano","Vulcan","火山炎神","",407,"","","",-16843010,-16843010,""
624,"MercurialTheme","Mercurial","Mercuriel","Quecksilber","水銀","머큐리","Mercurial","Ртутные","Mercurio","Mercurial","水星逆行","",407,"","","",-16843010,-16843010,""
625,"EtherealTheme","Ethereal","Éthéré","Ätherisch","イシリアル","천상","Etéreo","Бесплотные","Etéreo","Ethereal","虛空幻影","",407,"","","",-16843010,-16843010,""
626,"MasqueradeTheme","Masquerade","Mascarade","Maskerade","マスカレード","가장무도회","Baile de Máscaras","Маскарад","Mascarada","Masquerade","魅影舞會","",407,"","","",-16843010,-16843010,""
627,"KiracsVaultTheme","Kirac's Vault","Salle des coffres de Kirac","Kiracs Schatzkammer","キラックの金庫室","키락의 금고실","Cofre de Kirac","Хранилище Кирака","Bóveda de Kirac","คลังของคิรัค","基拉克的祕寶","",407,"","","",-16843010,-16843010,""
628,"ChaosTheme","Chaos","Chaos","Chaos","カオス","혼돈","Caos","Хаос","Caos","Chaos","混沌","",407,"","","",-16843010,-16843010,""
629,"Stormstrider","Stormstrider","Marche-orage","Sturmläufer","ストームストライダー","폭풍 질주자","Andarilho da Tempestade","Грозовой странник","Caminante de la tormenta","ก้าวมรสุม","風暴馭者","",407,"","","",-16843010,-16843010,""
630,"SentinelTheme","Sentinel","Sentinel","Wächter","センチネル","파수꾼","Sentinel","Дозор","Sentinel","Sentinel","守望號令","",407,"","","",-16843010,-16843010,""
631,"OphidianTheme","Ophidian","Ophidien","Schlange","オフィディアン","장충","Ofídio","Змеиные","Ofidio","Ophidian","巨蛇毒牙","",407,"","","",-16843010,-16843010,""
632,"RubyTheme","Ruby","Rubis","Rubinrot","紅玉","루비","Rubi","Рубиновый","Rubí","Ruby","紅玉","",407,"","","",-16843010,-16843010,""
633,"SapphireTheme","Sapphire","Saphir","Saphirblau","蒼玉","사파이어","Safira","Сапфировый","Zafiro","Sapphire","藍玉","",407,"","","",-16843010,-16843010,""
634,"MoltenTheme","Molten","Volcanique","Geschmolzen","モルテン","녹아내린","Vulcânico","Расплавленный","Fundido","Molten","熔岩","",407,"","","",-16843010,-16843010,""
635,"MistTheme","Mist","Brume","Nebel","霧","연무","Nebuloso","Мгла","Niebla","Mist","嵐","",407,"","","",-16843010,-16843010,""
636,"ExaltedTheme","Exalted","Exalté","Erhaben","高貴","고귀한","Exaltado","Возвышенный","Exaltado","Exalted","崇高","",407,"","","",-16843010,-16843010,""
637,"Lunar","Lunar","Lunaire","Lunar","月","달의","Lunar","Лунные","Lunar","Lunar","月神","",407,"","","",-16843010,-16843010,""
638,"Unlocked","Unlocked","Débloqué","Freigeschaltet","アンロック","개방","Destravado","Разблокированное","Desbloqueado","ปลดล็อก","已解鎖",1,"",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagArmour","",-16843010,-16843010,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame12"
639,"StormstriderBoots","Stormstrider Boots","Bottes du Marche-orage","Sturmläufer-Stiefel","ストームストライダーブーツ","폭풍 질주자 장화","Botas do Andarilho da Tempestade","Сапоги грозового странника","Botas de Caminante de la tormenta","รองเท้าก้าวมรสุม","腳部外觀：風暴馭者","",629,"","","",-16843010,-16843010,""
640,"ScintillationBodyArmour","Scintillation Body Armour","Armure du Scintillement","Funkelnde Körperrüstung","シンチレーションアーマー","발광형 갑옷","Peitoral Cintilante","Сверкающая броня","Armadura Centelleante","เสื้อเกราะก่อประกาย","身體外觀：浩瀚星光","",547,"","","",-16843010,-16843010,""
641,"NgamahuBodyArmour","Ngamahu Body Armour","Armure de Ngamahu","Ngamahu-Körperrüstung","ナマフアーマー","나마후 갑옷","Peitoral Ngamahu","Нательный доспех Нгамаху","Armadura de Ngamahu","เสื้อเกราะนามาฮู","身體外觀：努葛瑪呼","",511,"","","",-16843010,-16843010,""
642,"ThunderstrikeGloves","Thunderstrike Gloves","Gants du Frappe-tonnerre","Donnerschlag-Handschuhe","サンダーストライクグローブ","천둥 일격 장갑","Luvas Trovejantes","Перчатки громового раската","Guantes de Golpe de trueno","ถุงมือฟ้าผ่า","手部外觀：霹靂雷擊","",428,"","","",-16843010,-16843010,""
643,"PhoenixHelmet","Phoenix Helmet","Casque du Phénix","Phönix-Helm","フェニックスヘルメット","불사조 투구","Elmo da Fênix","Шлем Феникса","Casco de Fénix","หมวกฟีนิกซ์","頭部外觀：浴火鳳凰","",408,"","","",-16843010,-16843010,""
644,"ManaTankBackAttachment","Mana Tank Back Attachment","Réservoir de Mana (Accessoire dorsal)","Manatank-Rückenzusatz","マナタンク背面装飾品","마나 탱크 등 부착물","Adorno Dorsal Tanque de Mana","Заплечный бак с маной","Accesorio para la espalda de Tanque de maná","แฟชั่นติดหลังแทงค์มานา","背飾：魔能靈罐","",447,"","","",-16843010,-16843010,""
645,"SplinteringShield","Splintering Shield","Bouclier de Fragments","Geborstener Schild","スプリンタリングシールド","파편 방패","Escudo Difusor","Трескающийся щит","Escudo Fragmentador","โล่แตกสะเก็ด","護盾外觀：破裂魔盾","",493,"","","",-16843010,-16843010,""
646,"WillpowerAmulet","Willpower Amulet","Pendentif de Volonté","Anhänger der Willenskraft","ウィルパワーアミュレット","의지력 목걸이","Amuleto da Força de Vontade","Амулет воли","Colgante de Voluntad","สร้อยอำนาจจิต","項鍊特效：神志","",447,"","","",-16843010,-16843010,""
647,"FlaskEffectSentinel","Nexus Flask Effects","Effets de Flacons du Nexus","Nexus-Fläschcheneffekte","ネクサスフラスコエフェクト","결속 플라스크 이펙트","Efeitos de Frascos Nexus","Эффекты флаконов слияния","Efectos de Nexo para frasco","เอฟเฟคขวดยา Nexus","藥劑效果．靈能匯流","",447,"","","",-16843010,-16843010,""
648,"CrystallineChargeSentinel","Crystal Charges","Charges cristallines","Kristall-Ladungen","クリスタルチャージ","수정 충전","Cargas de Cristal","Кристальные заряды","Cargas cristalinas","ชาร์จผลึก","能量球．水晶","",476,"","","",-16843010,-16843010,""
649,"FlareCharacterEffect","Flare Character Effect","Effet de personnage du Flamboiement","Fackel-Charaktereffekt","フレアキャラクターエフェクト","섬광 캐릭터 이펙트","Efeito Personagem Inflamado","Вспыхивающий эффект персонажа","Efecto de Bengala para el personaje","เอฟเฟคตัวละครไฟปะทุ","角色特效：光耀閃爍","",408,"","","",-16843010,-16843010,""
650,"WarpRuneHideout","Hideout Warp Runes","Runes de transfert","Teleport-Runen","隠れ家ワープルーン","은신처 차원 이동 룬","Runas de Teleporte de Refúgios","Руны телепортации для убежища","Runa de teletransporte para guarida","อักขระวาร์ปที่ซ่อน","藏身處傳送符紋","",447,"","","",-16843010,-16843010,""
651,"ShardcrownHelmet","Shardcrown Helmet","Couronne d'éclats","Splitterkrone-Helm","シャードクラウンヘルメット","파편 왕관 투구","Elmo Coroa Fragmentada","Корона осколков","Corona de cristales","หมวกมงกุฎ","頭部外觀：浮游王冠","",476,"","","",-16843010,-16843010,""
652,"DeathnotchBow","Deathnotch Bow","Arc de Morte-encoche","Leichensammler-Bogen","デスノッチの弓","죽음의 오늬 활","Arco do Nó Mortal","Смертоносный зазубренный лук","Arco de muescas mortales","ธนูง้างมรณะ","武器外觀：死亡刻痕","",447,"","","",-16843010,-16843010,""
653,"TreasureHunterWeaponEffect","Treasure Hunter Weapon Effect","Effet d'arme du Chasseur de trésors","Waffeneffekt des Schatzjägers","トレジャーハンターの武器エフェクト","보물 사냥꾼 무기 이펙트","Efeito Arma do Caçador de Tesouros","Эффект оружия охотника за сокровищами","Efecto de Cazatesoros para arma","เอฟเฟคอาวุธนักล่าสมบัติ","武器特效：寶藏獵人","",600,"","","",-16843010,-16843010,""
654,"LakeOfKalandraTheme","Lake of Kalandra","Lake of Kalandra","Lake of Kalandra","レイクオブカランドラ","칼란드라 호수","Lago de Kalandra","Озеро Каландры","Lake of Kalandra","Lake of Kalandra","卡蘭德迷湖","",407,"","","",-16843010,-16843010,""
655,"PyromaniacWeaponEffect","Pyromaniac Weapon Effect","Effet d'arme du Pyromane","Waffeneffekt des Pyromanen","放火魔の武器エフェクト","방화광 무기 이펙트","Efeito Arma do Piromaníaco","Эффект оружия пироманьяка","Efecto de pirómano para arma","เอฟเฟคอาวุธผู้คลั่งเพลิง","武器特效：縱火犯","",408,"","","",-16843010,-16843010,""
656,"SummonersAmulet","Summoner's Amulet","Amulette d'Invocateur","Amulett des Beschwörers","召喚士のアミュレット","소환사의 목걸이","Amuleto do Convocador","Амулет призывателя","Amuleto del invocador","สร้อยนักอัญเชิญ","項鍊外觀：召喚師","",447,"","","",-16843010,-16843010,""
657,"OshabisHeaddress","Oshabi's Headdress","Coiffe d'Oshabi","Oshabis Kopfschmuck","オシャービの頭飾り","오샤비의 머리 방어구","Elmo de Oshabi","Головной убор Ошаби","Tocado de Oshabi","เฮดเดรสโอชาบิ","頭部外觀：奧莎比","",581,"","","",-16843010,-16843010,""
658,"CrystallisedBodyArmour","Crystallised Body Armour","Armure cristallisée","Kristallisierte Körperrüstung","結晶化したアーマー","결정 갑옷","Peitoral Cristalizado","Нательный доспех с кристаллами","Armadura cristalizada","เสื้อเกราะสร้างผลึก","身體外觀：晶化","",476,"","","",-16843010,-16843010,""
659,"EnchantersRing","Enchanter's Ring","Bague de l'Enchanteur","Zauberring","魔法使いの指輪","인챈터의 반지","Anel Encantado","Кольцо зачарователя","Anillo del encantador","แหวนผู้ลงเสน่ห์","戒指外觀：魔戒","",447,"","","",-16843010,-16843010,""
660,"TorturersGloves","Torturer's Gloves","Gants du Bourreau","Handschuhe des Folterers","拷問人のグローブ","고문자의 장갑","Luvas do Torturador","Перчатки мучителя","Guantes del torturador","ถุงมือนักทรมาน","手部外觀：刑求暴徒","",447,"","","",-16843010,-16843010,""
661,"FireworksBackAttachment","Fireworks Back Attachment","Accessoire dorsal Feux d'artifice","Feuerwerk-Rückenzusatz","花火の背面装飾品","폭죽 등 부착물","Adorno Dorsal dos Fogos de Artifício","Заплечное украшение с фейерверками","Accesorio para la espalda de fuegos artificiales","แฟชั่นติดหลังดอกไม้ไฟ","背飾：絢爛花火","",447,"","","",-16843010,-16843010,""
662,"CrystalariumBoots","Crystalarium Boots","Bottes du Cristalarium","Kristallarium-Stiefel","クリスタラリウムブーツ","크리스탈라리움 장화","Botas do Cristalarium","Сапоги с кристаллами","Botas del cristalario","รองเท้าเกาะผลึก","腳部外觀：水晶魔柱","",476,"","","",-16843010,-16843010,""
663,"GloriousHelmet","Glorious Helmet","Casque splendide","Glorreicher Helm","グローリアスヘルメット","영광의 투구","Elmo Glorioso","Великолепный шлем","Casco glorioso","หมวกเกรียงไกร","頭部外觀：無上榮耀","",447,"","","",-16843010,-16843010,""
664,"RaincallerFlask","Raincaller Flask","Flacon du Mande-pluie","Fläschchen des Regenbeschwörers","レインコーラーフラスコ","비 소환사 플라스크","Frasco do Invocador de Chuva","Флакон призывателя дождя","Frasco invocalluvia","ขวดยาผู้เรียกฝน","生命藥劑：祈雨","",447,"","","",-16843010,-16843010,""
665,"DovecallerWings","Dovecaller Wings","Ailes du Mande-colombe","Flügel des Taubenflüsterers","ダヴコーラーの翼","비둘기 소환자 날개","Asas do Invocador de Pombas","Крылья голубя","Alas del palomero","ปีกผู้เรียกพิราบ","背飾：和平喚鴿","",447,"","","",-16843010,-16843010,""
666,"StormHarrier","Storm Harrier Pet","Busard des tempêtes (Familier)","Sturmweihe","ストームハリアーペット","폭풍 개구리매 애완동물","Mascote Saqueador das Tempestades","Питомец - штормовой лунь","Mascota Harrier de la tormenta","สัตว์เลี้ยงนกแฮร์เรียร์มรสุม","寵物：風暴獵鷹","",447,"","","",-16843010,-16843010,""
667,"RevelationBlade","Revelation Blade","Lame de révélation","Klinge der Offenbarung","啓示の剣","탈각 검","Lâmina da Revelação","Клинок Откровения","Espada de revelación","ดาบแสดงฤทธิ์","武器外觀：啟示之劍","",447,"","","",-16843010,-16843010,""
668,"Arachnomorph","Arachnomorph Pet","Arachnomorphe (Familier)","Arachnomorph","アラクノモルフペット","거미 괴물 애완동물","Mascote Aracnomorfo","Питомец - арахноморф","Mascota Aracnomorfa","สัตว์เลี้ยงอารัคโนมอร์ฟ","寵物：多腳毒蛛","",447,"","","",-16843010,-16843010,""
669,"TinkersWaypoint","Tinker's Waypoint","Point de téléportation du Bricoleur","Wegpunkt des Tüftlers","からくりウェイポイント","땜장이의 거점","Marcador do Faz-tudo","Портал лудильщика для убежища","Transportador del calderero","เวย์พอยน์ช่างเชื่อม","裝飾物：匠師傳送點","",447,"","","",-16843010,-16843010,""
670,"ForbiddenSanctum","Forbidden Sanctum","Forbidden Sanctum","Forbidden Sanctum","Forbidden Sanctum","금지된 성역","Sanctum Proibido","Запретное святилище","Forbidden Sanctum","Forbidden Sanctum","禁忌聖域","",407,"","","",-16843010,-16843010,""
671,"Core2023","Core 2023","Universel (2023)","Universell 2023","コア 2023","코어 2023","Principais 2023","Основные наборы 2023","Universal 2023","คอร์ 2023","2023 熔核之心","",407,"","","",-16843010,-16843010,""
672,"AlchemistTheme","Alchemist","Alchimiste","Alchemist","錬金術師","연금술사","Alquimista","Алхимик","Alquimista","Alchemist","煉金術師","",407,"","","",-16843010,-16843010,""
673,"VaultPass","Kirac's Vault","Salle des coffres de Kirac","Kiracs Schatzkammer","キラックの金庫室","키락의 금고실","Cofre de Kirac","Хранилище Кирака","Bóveda de Kirac","คลังของคิรัค","基拉克的秘寶","","","","","",-16843010,-16843010,""
674,"ArachnidTheme","Arachnid","Arachnide","Arachnide","アラクニド","거미류","Aracnídeo","Арахнид","Arácnido","Arachnid","蜘蛛","",407,"","","",-16843010,-16843010,""
675,"ShadeTheme","Shade","Fantôme","Schatten","シェード","망령","Sombrio","Тень","Sombra","Shade","影魅","",407,"","","",-16843010,-16843010,""
676,"DiscipleTheme","Disciple","Disciple","Jünger","ディサイプル","신봉자","Discípulo","Адепт","Discípulo","Disciple","門徒","",407,"","","",-16843010,-16843010,""
677,"TrialOfTheAncestorsTheme","Trial of the Ancestors","Trial of the Ancestors","Trial of the Ancestors","Trial of the Ancestors","선조들의 심판","Torneio dos Ancestrais","Испытание Предков","Trial of the Ancestors","Trial of the Ancestors","祖靈的試煉","",407,"","","",-16843010,-16843010,""
678,"MagmaticTheme","Magmatic","Magmatique","Magmatisch","マグマ","마그마","Magmático","Магматический","Magmático","Magmatic","岩漿","",407,"","","",-16843010,-16843010,""
679,"Core2024","Core 2024","Universel (2024)","Universell 2024","コア 2024","코어 2024","Principal 2024","Основные наборы 2024","Universal 2024","คอร์ 2024","2024 熔核之心","",407,"","","",-16843010,-16843010,""
680,"AfflictionTheme","Affliction Theme","Affliction","Affliction-Thema","Afflictionテーマ","고난 테마","Tema Affliction","Тематика Заклятия","Temática de Affliction","ธีม Affliction","禁咒主題","",407,"","","",-16843010,-16843010,""
681,"RaceRewards","Race Rewards","Récompenses de course","Race-Belohnungen","レース報酬","레이스 보상","Recompensas de Corridas","Награды за гонки","Recompensas de carreras","ของรางวัลงานแข่ง","比賽獎賞","",407,"","","",-16843010,-16843010,""
682,"SolarTheme","Solar","Solaire","Sonne","ソーラー","태양의","Solar","Солнце","Solar","Solar","日耀的","",407,"","","",-16843010,-16843010,""
683,"EldritchTheme","Eldritch","Surnaturel","Unheimlich","エルドリッチ","섬뜩한","Ancestral","Древний","Sobrenatural","Eldritch","異能","",407,"","","",-16843010,-16843010,""
684,"NecropolisTheme","Necropolis","Necropolis","Necropolis","Necropolisテーマ","네크로폴리스","Necropolis","Некрополь","Necropolis","Necropolis","魔影墓場","",407,"","","",-16843010,-16843010,""
685,"VoidbornTheme","Voidborn","Néangendré","Leerengeborener","ヴォイドボーン","공허의 시초","Nascido do Vazio","Рожденный Пустотой","Nacido del vacío","Voidborn","虛誕","",407,"","","",-16843010,-16843010,""
686,"WuzhiqiTheme","Wuzhiqi","Wuzhiqi","Wuzhiqi","無支祁","무지기","Wuzhiqi","Wuzhiqi","Wuzhiqi","Wuzhiqi","巫支祁","",407,"","","",-16843010,-16843010,""
687,"PaladinTheme","Paladin","Paladin","Paladin","パラディン","성기사","Paladino","Паладин","Paladín","Paladin","聖騎士","",407,"","","",-16843010,-16843010,""
688,"PenanceTheme","Penance","Pénitence","Büßender","ペナンス","속죄","Penitente","Покаяние","Penitencia","Penance","苦行","",407,"","","",-16843010,-16843010,""
689,"SettlersOfKalguurTheme","Settlers of Kalguur","Settlers of Kalguur","Settlers of Kalguur","Settlers of Kalguur","칼구르의 정착자들","Colonos de Kalguur","Поселенцы Калгуура","Settlers of Kalguur","Settlers of Kalguur","卡爾葛拓荒者","",407,"","","",-16843010,-16843010,""
690,"DawnoftheHuntTheme","Dawn of the Hunt","Dawn of the Hunt","Dawn of the Hunt","Dawn of the Hunt","Dawn of the Hunt","Dawn of the Hunt","Dawn of the Hunt","Dawn of the Hunt","Dawn of the Hunt","Dawn of the Hunt","",407,"","","",-16843010,-16843010,""
691,"FaridunTheme","Faridun","Faridun","Faridun","Faridun","Faridun","Faridun","Faridun","Faridun","Faridun","Faridun","",407,"","","",-16843010,-16843010,""
692,"KitavaTheme","Kitava","Kitava","Kitava","Kitava","Kitava","Kitava","Kitava","Kitava","Kitava","Kitava","",407,"","","",-16843010,-16843010,""
693,"ExtraEffectMtx","Extra Effects","Effets supplémentaires","Extra Effekte","追加エフェクト","추가 이펙트","Efeitos Extras","Дополнительные эффекты","Efectos adicionales","เอฟเฟคเพิ่มเติม","額外效果","","","","","",-16843010,-16843010,""
694,"BowMtx","Bow Skin","Apparence d'arc","Bogen-Skin","弓スキン","활 스킨","Visual de Arco","Внешний вид лука","Aspecto para arco","สกินธนู","弓外觀","","","","","",-16843010,-16843010,""
695,"MaceMtx","Mace Skin","Apparence de masse","Streitkolben-Skin","メイススキン","철퇴 스킨","Visual de Maça","Внешний вид булавы","Aspecto para maza","สกินกระบอง","錘外觀","","","","","",-16843010,-16843010,""
696,"SceptreMtx","Sceptre Skin","Apparence de sceptre","Zepter-Skin","セプタースキン","셉터 스킨","Visual de Cetro","Внешний вид скипетра","Aspecto para cetro","สกินคทา","權杖外觀","","","","","",-16843010,-16843010,""
697,"AxeMtx","Axe Skin","Apparence de hache","Axt-Skin","斧スキン","도끼 스킨","Visual de Machado","Внешний вид топора","Aspecto para hacha","สกินขวาน","斧外觀","","","","","",-16843010,-16843010,""
698,"SwordMtx","Sword Skin","Apparence d'épée","Schwert-Skin","剣スキン","검 스킨","Visual de Espada","Внешний вид меча","Aspecto para espada","สกินดาบ","劍外觀","","","","","",-16843010,-16843010,""
699,"WandMtx","Wand Skin","Apparence de baguette","Zauberstab-Skin","ワンドスキン","마법봉 스킨","Visual de Varinha","Внешний вид жезла","Aspecto para varita","สกินไม้กายสิทธิ์","法杖外觀","","","","","",-16843010,-16843010,""
700,"StaffMtx","Staff Skin","Apparence de bâton","Stab-Skin","スタッフスキン","지팡이 스킨","Visual de Cajado","Внешний вид посоха","Aspecto para báculo","สกินไม้พลอง","長杖外觀","","","","","",-16843010,-16843010,""
701,"ClawMtx","Claw Skin","Apparence de griffe","Klaue-Skin","鉤爪スキン","클로 스킨","Visual de Garra","Внешний вид когтя","Aspecto para garra","สกินกรงเล็บ","爪外觀","","","","","",-16843010,-16843010,""
702,"StashUpgrades","Upgrade","Amélioration","Aufwertung","アップグレード","업그레이드","Aprimoramento","Улучшение","Mejora","อัพเกรด","升級","","","","","",-16843010,-16843010,""
703,"StashBundles","Bundles","Bundles","Pakete","バンドル","꾸러미","Pacotes","Наборы","Paquetes","ชุดสุดคุ้ม","組合包","","","","","",-16843010,-16843010,""
704,"StashLeagueTabs","League","Ligue","Liga","リーグ","리그","Liga","Лига","Liga","ลีก","聯盟","","","","","",-16843010,-16843010,""
705,"PetBiped","Biped","Bipède","Zweibeiner","二足歩行","두 발","Bípede","Двуногие","Bípedos","สัตว์สองขา","兩足動物","","","","","",-16843010,-16843010,""
706,"PetQuadruped","Quadruped","Quadrupède","Vierfüßler","四足歩行","네 발","Quadrúpede","Четвероногие","Cuadrúpedo","สัตว์สี่ขา","四足動物","","","","","",-16843010,-16843010,""
707,"PetFlying","Flying","Volant","Fliegend","飛行","비행","Voador","Летающие","Volador","สัตว์ปีก","飛行動物","","","","","",-16843010,-16843010,""
708,"PetMammal","Mammal","Mammifère","Säugetier","哺乳類","포유류","Mamífero","Млекопитающие","Mamífero","สัตว์เลี้ยงลูกด้วยนม","哺乳類動物","","","","","",-16843010,-16843010,""
709,"PetMechanical","Mechanical","Mécanique","Mechanisch","機械","기계","Mecânico","Механические","Mecánico","เครื่องจักร","機械","","","","","",-16843010,-16843010,""
710,"PetMythical","Mythical","Mythique","Mythisch","神話","신화","Mítico","Мифические","Mítico","สัตว์วิเศษ","神話","","","","","",-16843010,-16843010,""
711,"PetFish","Fish","Poisson","Fisch","魚","물고기","Peixe","Рыба","Pez","ปลา","魚影","","","","","",-16843010,-16843010,""
712,"PetArthropod","Arthropod","Arthropode","Gliederfüßer","節足動物","절지류","Artrópode","Членистоногие","Artrópodo","สัตว์ขาปล้อง","節肢動物","","","","","",-16843010,-16843010,""
713,"PetCephalopod","Cephalopod","Céphalopode","Kopffüßer","頭足類","두족류","Cefalópode","Головоногие","Cefalópodo","เซฟาโลพอต","頭足綱動物","","","","","",-16843010,-16843010,""
714,"PetAmphibian","Amphibian","Amphibien","Amphibie","両生類","양서류","Anfíbio","Земноводные","Anfibio","สัตว์ครึ่งบกครึ่งน้ำ","兩棲動物","","","","","",-16843010,-16843010,""
715,"PetReptile","Reptile","Reptile","Reptil","爬虫類","파충류","Réptil","Рептилии","Reptil","สัตว์เลื้อยคลาน","爬行動物","","","","","",-16843010,-16843010,""
716,"PetVisualEffect","Visual Effect","Effet visuel","Visueller Effekt","視覚エフェクト","시각 이펙트","Efeito Visual","Визуальный эффект","Efecto visual","ภาพเอฟเฟค","視覺效果","","","","","",-16843010,-16843010,""
717,"HideoutMtx","Hideouts","Repaires","Verstecke","隠れ家","은신처","Refúgios","Убежища","Guaridas","ที่ซ่อน","藏身處","","","","","",-16843010,-16843010,""
