"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","[string]","IgnoreQuantBonus","bool","rid"
3676,"Metadata/Items/Scarabs/ScarabUber2",38,1,1,"Horned Scarab of Nemeses","Metadata/Items/MapFragments/AbstractMapFragment",81,2561,[],1,"","[837,1133,1097]",38,1,14512,-1956584748,[],"","","",[],[],"","","","","",43,"",[],[],"","",""
3677,"Metadata/Items/Scarabs/ScarabUber3",38,1,1,"Horned Scarab of Preservation","Metadata/Items/MapFragments/AbstractMapFragment",81,2562,[],1,"","[837,1133,1099]",38,1,14513,-165343249,[],"","","",[],[],"","","","","",43,"",[],[],"","",""
3678,"Metadata/Items/Scarabs/ScarabUber4",38,1,1,"Horned Scarab of Awakening","Metadata/Items/MapFragments/AbstractMapFragment",81,2563,[],1,"","[837,1133,1098]",38,1,14514,-1472156845,[],"","","",[],[],"","","","","",43,"",[],[],"","",""
3679,"Metadata/Items/Scarabs/ScarabUber5",38,1,1,"Horned Scarab of Tradition","Metadata/Items/MapFragments/AbstractMapFragment",81,2564,[],1,"","[837,1133,1098]",38,1,14515,176551352,[],"","","",[],[],"","","","","",43,"",[],[],"","",""
3680,"Metadata/Items/Scarabs/ScarabUber6",38,1,1,"Horned Scarab of Glittering","Metadata/Items/MapFragments/AbstractMapFragment",81,2565,[],1,"","[837,1133,1098]",38,1,14516,-1287654336,[],"","","",[],[],"","","","","",43,"",[],[],"","",""
3681,"Metadata/Items/Scarabs/ScarabUber7",38,1,1,"Horned Scarab of Pandemonium","Metadata/Items/MapFragments/AbstractMapFragment",81,2566,[],1,"","[837,1133,1098]",38,1,14517,-872999860,[],"","","",[],[],"","","","","",43,"",[],[],"","",""
3682,"Metadata/Items/Currency/MushruneCorrupt",30,1,1,"Tainted Oil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[460],38,1,13470,762277101,[],"","","",[],[],"","","","","",45,"",[],[],"","",""
3683,"Metadata/Items/Currency/MushruneMirror",30,1,1,"Reflective Oil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[460],38,1,13471,-1174948536,[],"","","",[],[],"","","","","",45,"",[],[],"","",""
3684,"Metadata/Items/Currency/MushruneUber",30,1,1,"Prismatic Oil","Metadata/Items/Currency/StackableCurrency",80,"",[],1,"",[460],38,1,13472,612976790,[],"","","",[],[],"","","","","",45,"",[],[],"","",""
3685,"Metadata/Items/Currency/Mushrune1",30,1,1,"Clear Oil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[460],38,1,13473,-1902428885,[],"","","",[],[],"","","","","",45,"",[],[],"","",""
3686,"Metadata/Items/Currency/Mushrune2",30,1,1,"Sepia Oil","Metadata/Items/Currency/StackableCurrency",10,"",[],1,"",[460],38,1,13474,2080675964,[],"","","",[],[],"","","","","",45,"",[],[],"","",""
3687,"Metadata/Items/Currency/Mushrune3",30,1,1,"Amber Oil","Metadata/Items/Currency/StackableCurrency",19,"",[],1,"",[460],38,1,13475,-1167173332,[],"","","",[],[],"","","","","",45,"",[],[],"","",""
3688,"Metadata/Items/Currency/Mushrune4",30,1,1,"Verdant Oil","Metadata/Items/Currency/StackableCurrency",27,"",[],1,"",[460],38,1,13476,1022972610,[],"","","",[],[],"","","","","",45,"",[],[],"","",""
3689,"Metadata/Items/Currency/Mushrune5",30,1,1,"Teal Oil","Metadata/Items/Currency/StackableCurrency",36,"",[],1,"",[460],38,1,13477,850520369,[],"","","",[],[],"","","","","",45,"",[],[],"","",""
3690,"Metadata/Items/Currency/Mushrune6",30,1,1,"Azure Oil","Metadata/Items/Currency/StackableCurrency",44,"",[],1,"",[460],38,1,13478,1253989140,[],"","","",[],[],"","","","","",45,"",[],[],"","",""
3691,"Metadata/Items/Currency/Mushrune6b",30,1,1,"Indigo Oil","Metadata/Items/Currency/StackableCurrency",48,"",[],1,"",[460],38,1,13479,-251736888,[],"","","",[],[],"","","","","",45,"",[],[],"","",""
3692,"Metadata/Items/Currency/Mushrune7",30,1,1,"Violet Oil","Metadata/Items/Currency/StackableCurrency",52,"",[],1,"",[460],38,1,13480,-2094308799,[],"","","",[],[],"","","","","",45,"",[],[],"","",""
3693,"Metadata/Items/Currency/Mushrune8",30,1,1,"Crimson Oil","Metadata/Items/Currency/StackableCurrency",60,"",[],1,"",[460],38,1,13481,2136598579,[],"","","",[],[],"","","","","",45,"",[],[],"","",""
3694,"Metadata/Items/Currency/Mushrune9",30,1,1,"Black Oil","Metadata/Items/Currency/StackableCurrency",68,"",[],1,"",[460],38,1,13482,2037676620,[],"","","",[],[],"","","","","",45,"",[],[],"","",""
3695,"Metadata/Items/Currency/Mushrune10",30,1,1,"Opalescent Oil","Metadata/Items/Currency/StackableCurrency",73,"",[],1,"",[460],38,1,13483,-1674780138,[],"","","",[],[],"","","","","",45,"",[],[],"","",""
3696,"Metadata/Items/Currency/Mushrune11",30,1,1,"Silver Oil","Metadata/Items/Currency/StackableCurrency",78,"",[],1,"",[460],38,1,13484,-2001755804,[],"","","",[],[],"","","","","",45,"",[],[],"","",""
3697,"Metadata/Items/Currency/Mushrune12",30,1,1,"Golden Oil","Metadata/Items/Currency/StackableCurrency",80,"",[],1,"",[460],38,1,13485,1817952349,[],"","","",[],[],"","","","","",45,"",[],[],"","",""
3698,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgradeFinal",59,1,1,"Ivory Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13583,413798085,[],"","","",[],[],"","","","","","","",[],[],"","",""
3699,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_1",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13580,618788044,[],"",8376,"",[],[],"","","","","","","",[],[],"","",""
3700,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_2",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13580,-1071151731,[],"",8376,"",[],[],"","","","","","","",[],[],"","",""
3701,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_3",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13580,-377999186,[],"",8376,"",[],[],"","","","","","","",[],[],"","",""
3702,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_4",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13580,-700433826,[],"",8376,"",[],[],"","","","","","","",[],[],"","",""
3703,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_5",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13580,-1641854067,[],"",8376,"",[],[],"","","","","","","",[],[],"","",""
3704,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_6",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13580,-1996300804,[],"",8376,"",[],[],"","","","","","","",[],[],"","",""
3705,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_7",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13580,164264982,[],"",8376,"",[],[],"","","","","","","",[],[],"","",""
3706,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_8",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13580,-1729716648,[],"",8376,"",[],[],"","","","","","","",[],[],"","",""
3707,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_1",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13581,-1894503627,[],"",8377,"",[],[],"","","","","","","",[],[],"","",""
3708,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_2",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13581,53650723,[],"",8377,"",[],[],"","","","","","","",[],[],"","",""
3709,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_3",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13581,-1464252846,[],"",8377,"",[],[],"","","","","","","",[],[],"","",""
3710,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_4",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13581,-1448958994,[],"",8377,"",[],[],"","","","","","","",[],[],"","",""
3711,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_5",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13581,454577472,[],"",8377,"",[],[],"","","","","","","",[],[],"","",""
3712,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_6",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13581,554246974,[],"",8377,"",[],[],"","","","","","","",[],[],"","",""
3713,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_7",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13581,-39636962,[],"",8377,"",[],[],"","","","","","","",[],[],"","",""
3714,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_8",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13581,-416413458,[],"",8377,"",[],[],"","","","","","","",[],[],"","",""
3715,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_1",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13582,37912037,[],"",8378,"",[],[],"","","","","","","",[],[],"","",""
3716,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_2",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13582,-1165712684,[],"",8378,"",[],[],"","","","","","","",[],[],"","",""
3717,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_3",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13582,1902892693,[],"",8378,"",[],[],"","","","","","","",[],[],"","",""
3718,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_4",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13582,-1029736996,[],"",8378,"",[],[],"","","","","","","",[],[],"","",""
3719,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_5",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13582,925320030,[],"",8378,"",[],[],"","","","","","","",[],[],"","",""
3720,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_6",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13582,-236377089,[],"",8378,"",[],[],"","","","","","","",[],[],"","",""
3721,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_7",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13582,-1789269812,[],"",8378,"",[],[],"","","","","","","",[],[],"","",""
3722,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_8",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13582,-1835222734,[],"",8378,"",[],[],"","","","","","","",[],[],"","",""
3723,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_1",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13584,-690732271,[],"",8379,"",[],[],"","","","","","","",[],[],"","",""
3724,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_2",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13584,-107984217,[],"",8379,"",[],[],"","","","","","","",[],[],"","",""
3725,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_3",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13584,-203865450,[],"",8379,"",[],[],"","","","","","","",[],[],"","",""
3726,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_4",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13584,-1155001437,[],"",8379,"",[],[],"","","","","","","",[],[],"","",""
3727,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_5",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13584,-584580122,[],"",8379,"",[],[],"","","","","","","",[],[],"","",""
3728,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_6",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13584,914567329,[],"",8379,"",[],[],"","","","","","","",[],[],"","",""
3729,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_7",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13584,592518356,[],"",8379,"",[],[],"","","","","","","",[],[],"","",""
3730,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_8",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2206,[],1,"",[],38,0,13584,-1847625819,[],"",8379,"",[],[],"","","","","","","",[],[],"","",""
3731,"Metadata/Items/AtlasUpgrades/AtlasUpgradePrimordial1",59,1,1,"Ceremonial Voidstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2207,[],1,"",[],38,0,13585,912203882,[],"","","",[],[],"","","","","","","",[],[],"","",""
3732,"Metadata/Items/AtlasUpgrades/AtlasUpgradePrimordial2",59,1,1,"Decayed Voidstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2208,[],1,"",[],38,0,13586,-1694552586,[],"","","",[],[],"","","","","","","",[],[],"","",""
3733,"Metadata/Items/AtlasUpgrades/AtlasUpgradePrimordial3",59,1,1,"Grasping Voidstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2209,[],1,"",[],38,0,13587,422345387,[],"","","",[],[],"","","","","","","",[],[],"","",""
3734,"Metadata/Items/AtlasUpgrades/AtlasUpgradePrimordial4",59,1,1,"Omniscient Voidstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2210,[],1,"",[],38,0,13588,1346218064,[],"","","",[],[],"","","","","","","",[],[],"","",""
3735,"Metadata/Items/Metamorphosis/MetamorphosisBrain",60,1,1,"Metamorph Brain","Metadata/Items/Metamorphosis/MetamorphosisDNA",1,"",[],1,"",[],38,0,13570,904452783,[],"","","",[],[],"","","","","","","",[],[],"","",""
3736,"Metadata/Items/Metamorphosis/MetamorphosisEye",60,1,1,"Metamorph Eye","Metadata/Items/Metamorphosis/MetamorphosisDNA",1,"",[],1,"",[],38,0,13571,-558509225,[],"","","",[],[],"","","","","","","",[],[],"","",""
3737,"Metadata/Items/Metamorphosis/MetamorphosisLiver",60,1,1,"Metamorph Liver","Metadata/Items/Metamorphosis/MetamorphosisDNA",1,"",[],1,"",[],38,0,13572,-1764734344,[],"","","",[],[],"","","","","","","",[],[],"","",""
3738,"Metadata/Items/Metamorphosis/MetamorphosisLung",60,1,1,"Metamorph Lung","Metadata/Items/Metamorphosis/MetamorphosisDNA",1,"",[],1,"",[],38,0,13573,-757430415,[],"","","",[],[],"","","","","","","",[],[],"","",""
3739,"Metadata/Items/Metamorphosis/MetamorphosisHeart",60,1,1,"Metamorph Heart","Metadata/Items/Metamorphosis/MetamorphosisDNA",1,"",[],1,"",[],38,0,13574,427599842,[],"","","",[],[],"","","","","","","",[],[],"","",""
3740,"Metadata/Items/AtlasExiles/AddModToRareCrusader",30,1,1,"Crusader's Exalted Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,1,13575,1904644,[],"","","",[],[],"",1,"","","","","",[],[],"","",""
3741,"Metadata/Items/AtlasExiles/AddModToRareRedeemer",30,1,1,"Redeemer's Exalted Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,1,13576,-388244932,[],"","","",[],[],"",1,"","","","","",[],[],"","",""
3742,"Metadata/Items/AtlasExiles/AddModToRareHunter",30,1,1,"Hunter's Exalted Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,1,13577,578245771,[],"","","",[],[],"",1,"","","","","",[],[],"","",""
3743,"Metadata/Items/AtlasExiles/AddModToRareWarlord",30,1,1,"Warlord's Exalted Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,1,13578,1556597358,[],"","","",[],[],"",1,"","","","","",[],[],"","",""
3744,"Metadata/Items/AtlasExiles/ApplyInfluence",30,1,1,"Awakener's Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,1,13579,-114251136,[],"","","",[],[],"",1,"","","","","",[],[],"","",""
3745,"Metadata/Items/Weapons/OneHandWeapons/Daggers/EtherealBlade1",7,1,3,"Ethereal Blade","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractDagger",1,"",[],1,"",[33],38,0,13596,528204907,[],"","","",[],[],"","","","","","","",[],[],"","",""
3746,"Metadata/Items/Heist/HeistCoin",30,1,1,"Rogue's Marker","Metadata/Items/Currency/StackableCurrency",48,"",[],1,34,[643],38,1,13643,613685212,[],"","","",[],[],"","","","",1,"","",[],[],"","",""
3747,"Metadata/Items/Heist/HeistContractControlBlocks",65,1,1,"Contract: Bunker","Metadata/Items/Heist/HeistContract",48,"",[],1,"",[626],22,1,13700,-2022152256,[],"","","",[],[],"","","","","","","",[],[],"","",""
3748,"Metadata/Items/Heist/HeistContractMines",65,1,1,"Contract: Smuggler's Den","Metadata/Items/Heist/HeistContract",50,"",[],1,"",[626],22,1,13701,1337136312,[],"","","",[],[],"","","","","","","",[],[],"","",""
3749,"Metadata/Items/Heist/HeistContractDungeon",65,1,1,"Contract: Laboratory","Metadata/Items/Heist/HeistContract",60,"",[],1,"",[626],22,1,13702,1602775226,[],"","","",[],[],"","","","","","","",[],[],"","",""
3750,"Metadata/Items/Heist/HeistContractReliquary",65,1,1,"Contract: Repository","Metadata/Items/Heist/HeistContract",55,"",[],1,"",[626],22,1,13703,950255212,[],"","","",[],[],"","","","","","","",[],[],"","",""
3751,"Metadata/Items/Heist/HeistContractLibrary",65,1,1,"Contract: Prohibited Library","Metadata/Items/Heist/HeistContract",60,"",[],1,"",[626],22,1,13704,-15762783,[],"","","",[],[],"","","","","","","",[],[],"","",""
3752,"Metadata/Items/Heist/HeistContractRobotTunnels",65,1,1,"Contract: Tunnels","Metadata/Items/Heist/HeistContract",55,"",[],1,"",[626],22,1,13705,749741440,[],"","","",[],[],"","","","","","","",[],[],"","",""
3753,"Metadata/Items/Heist/HeistContractSewers",65,1,1,"Contract: Underbelly","Metadata/Items/Heist/HeistContract",48,"",[],1,"",[626],22,1,13706,1659377709,[],"","","",[],[],"","","","","","","",[],[],"","",""
3754,"Metadata/Items/Heist/HeistContractCourts",65,1,1,"Contract: Records Office","Metadata/Items/Heist/HeistContract",50,"",[],1,"",[626],22,1,13707,403583441,[],"","","",[],[],"","","","","","","",[],[],"","",""
3755,"Metadata/Items/Heist/HeistContractMansion",65,1,1,"Contract: Mansion","Metadata/Items/Heist/HeistContract",50,"",[],1,"",[626],22,1,13708,1861861855,[],"","","",[],[],"","","","","","","",[],[],"","",""
3756,"Metadata/Items/Heist/HeistBlueprintControlBlocks",70,1,1,"Blueprint: Bunker","Metadata/Items/Heist/HeistBlueprint",50,"",[],2,"",[665],22,1,13717,-675079705,[],"","","",[],[],"","","","","","","",[],[],"","",""
3757,"Metadata/Items/Heist/HeistBlueprintMines",70,1,1,"Blueprint: Smuggler's Den","Metadata/Items/Heist/HeistBlueprint",50,"",[],2,"",[665],22,1,13718,1529071515,[],"","","",[],[],"","","","","","","",[],[],"","",""
3758,"Metadata/Items/Heist/HeistBlueprintDungeon",70,1,1,"Blueprint: Laboratory","Metadata/Items/Heist/HeistBlueprint",60,"",[],2,"",[665],22,1,13719,1709175510,[],"","","",[],[],"","","","","","","",[],[],"","",""
3759,"Metadata/Items/Heist/HeistBlueprintReliquary",70,1,1,"Blueprint: Repository","Metadata/Items/Heist/HeistBlueprint",55,"",[],2,"",[665],22,1,13720,-47238618,[],"","","",[],[],"","","","","","","",[],[],"","",""
3760,"Metadata/Items/Heist/HeistBlueprintLibrary",70,1,1,"Blueprint: Prohibited Library","Metadata/Items/Heist/HeistBlueprint",60,"",[],2,"",[665],22,1,13721,-2082328669,[],"","","",[],[],"","","","","","","",[],[],"","",""
3761,"Metadata/Items/Heist/HeistBlueprintRobotTunnels",70,1,1,"Blueprint: Tunnels","Metadata/Items/Heist/HeistBlueprint",55,"",[],2,"",[665],22,1,13722,-318939768,[],"","","",[],[],"","","","","","","",[],[],"","",""
3762,"Metadata/Items/Heist/HeistBlueprintSewers",70,1,1,"Blueprint: Underbelly","Metadata/Items/Heist/HeistBlueprint",50,"",[],2,"",[665],22,1,13723,-2017072010,[],"","","",[],[],"","","","","","","",[],[],"","",""
3763,"Metadata/Items/Heist/HeistBlueprintCourts",70,1,1,"Blueprint: Records Office","Metadata/Items/Heist/HeistBlueprint",50,"",[],2,"",[665],22,1,13724,-2021492156,[],"","","",[],[],"","","","","","","",[],[],"","",""
3764,"Metadata/Items/Heist/HeistBlueprintMansion",70,1,1,"Blueprint: Mansion","Metadata/Items/Heist/HeistBlueprint",50,"",[],2,"",[665],22,1,13725,725505293,[],"","","",[],[],"","","","","","","",[],[],"","",""
3765,"Metadata/Items/Heist/HeistEquipmentWeaponTest",66,2,2,"[UNUSED] Heist Test Weapon","Metadata/Items/Heist/AbstractHeistEquipment",1,"",[],1,"",[],23,0,7319,1005245674,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3766,"Metadata/Items/Heist/HeistEquipmentToolTest",67,2,2,"[UNUSED] Heist Test Tool","Metadata/Items/Heist/AbstractHeistEquipment",1,"",[],1,"",[],23,0,10045,1523789054,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3767,"Metadata/Items/Heist/HeistEquipmentUtilityTest",68,2,2,"[UNUSED] Heist Test Utility Equipment","Metadata/Items/Heist/AbstractHeistEquipment",1,"",[],1,"",[],23,0,12534,-844146198,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3768,"Metadata/Items/Heist/HeistEquipmentRewardTest",69,1,1,"[UNUSED] Heist Test Reward Equipment","Metadata/Items/Heist/AbstractHeistEquipment",1,"",[],1,"",[],23,0,7429,-409359488,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3769,"Metadata/Items/Heist/QuestContracts/HeistContractTutorial",31,1,1,"Contract: Trial Run","Metadata/Items/QuestItems/AbstractQuestItem",45,"",[],1,"",[],38,0,13709,-1554406079,[],"","","",[],[],"","","","","","","",[],[],"","",""
3770,"Metadata/Items/Heist/QuestContracts/HeistContractQuestKarst1",31,1,1,"Contract: Stolen Lockpicks","Metadata/Items/QuestItems/AbstractQuestItem",48,"",[],1,"",[],38,0,13709,-117295149,[],"","","",[],[],"","","","","","","",[],[],"","",""
3771,"Metadata/Items/Heist/QuestContracts/HeistContractQuestKarst2",31,1,1,"Contract: Karst's Revenge","Metadata/Items/QuestItems/AbstractQuestItem",55,"",[],2,"",[],38,0,13709,640431252,[],"","","",[],[],"","","","","","","",[],[],"","",""
3772,"Metadata/Items/Heist/QuestContracts/HeistContractQuestKarst3",31,1,1,"Contract: Credit Where Credit's Due","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],38,0,13709,-24604159,[],"","","",[],[],"","","","","","","",[],[],"","",""
3773,"Metadata/Items/Heist/QuestContracts/HeistContractQuestTibbs1",31,1,1,"Contract: Finding Opal","Metadata/Items/QuestItems/AbstractQuestItem",48,"",[],2,"",[],38,0,13709,264373484,[],"","","",[],[],"","","","","","","",[],[],"","",""
3774,"Metadata/Items/Heist/QuestContracts/HeistContractQuestTibbs2",31,1,1,"Contract: Opal's Jewels","Metadata/Items/QuestItems/AbstractQuestItem",55,"",[],2,"",[],38,0,13709,183237461,[],"","","",[],[],"","","","","","","",[],[],"","",""
3775,"Metadata/Items/Heist/QuestContracts/HeistContractQuestHuck1",31,1,1,"Contract: Enoch's Whereabouts","Metadata/Items/QuestItems/AbstractQuestItem",55,"",[],2,"",[],38,0,13709,1054773602,[],"","","",[],[],"","","","","","","",[],[],"","",""
3776,"Metadata/Items/Heist/QuestContracts/HeistContractQuestHuck2",31,1,1,"Contract: Enoch's Remains","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],38,0,13709,-1636857398,[],"","","",[],[],"","","","","","","",[],[],"","",""
3777,"Metadata/Items/Heist/QuestContracts/HeistContractQuestVinderi1",31,1,1,"Contract: Grocery List","Metadata/Items/QuestItems/AbstractQuestItem",60,"",[],2,"",[],38,0,13709,-2032500676,[],"","","",[],[],"","","","","","","",[],[],"","",""
3778,"Metadata/Items/Heist/QuestContracts/HeistContractQuestVinderi2",31,1,1,"Contract: The Vinderi Bomb","Metadata/Items/QuestItems/AbstractQuestItem",78,"",[],2,"",[],38,0,13709,745899267,[],"","","",[],[],"","","","","","","",[],[],"","",""
3779,"Metadata/Items/Heist/QuestContracts/HeistContractQuestGianna1",31,1,1,"Contract: The Nameless Play","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],38,0,13709,1265367098,[],"","","",[],[],"","","","","","","",[],[],"","",""
3780,"Metadata/Items/Heist/QuestContracts/HeistContractQuestGianna2",31,1,1,"Contract: The Finest Costumes","Metadata/Items/QuestItems/AbstractQuestItem",80,"",[],2,"",[],38,0,13709,-588876298,[],"","","",[],[],"","","","","","","",[],[],"","",""
3781,"Metadata/Items/Heist/QuestContracts/HeistContractQuestTullina1",31,1,1,"Contract: The Wedding Dress","Metadata/Items/QuestItems/AbstractQuestItem",55,"",[],2,"",[],38,0,13709,1967416920,[],"","","",[],[],"","","","","","","",[],[],"","",""
