"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","BinaryStats","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]","string","[rid]","bool"
1712,"absorption_charge","Players Recoup a percentage of Elemental Damage they take as Energy Shield for each Absorption Charge they have.","","","Absorption Charges",[],1,4,1,13432,13430,1,30,1476,1,"",3,"",1,1,"",0,"","","","",13433,"",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1713,"energy_shield_recoup","",1,"","",[13453],1,1,"","","","",30,0,1,1,17,"",1,"","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[13453],[],"","","","","","",[],"",[],""
1714,"negative_energy_shield_recoup","",1,"","",[12422],1,1,"","","","",30,0,1,1,17,"",1,"","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[12422],[],"","","","","","",[],"",[],""
1715,"have_culled_recently","",1,"","",[],"",9,"","","",1,30,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[13476],[],[],"","","","","","",[],"",[],""
1716,"have_taken_projectile_damage_recently","",1,"","",[],"",9,"","","",1,30,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[13482],[],[],"","","","","","",[],"",[],""
1717,"crazy","",1,"","","[451,70,24]",1,3,"","","",1,30,1478,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[13489],"[451,70,24]",[],"","","","","","",[],"",[],""
1718,"thaumaturgist_grow_buff","",1,"","","[716,177,70,15391]","",1,"","","","",30,1479,1,"",1,"",1,1,"",10,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[716,177,70,15391]",[],"","","","","","",[],"",[],""
1719,"ritual_blood_totem_degen","You are taking Physical Damage over time.","","","Fading Flesh",[353],"",1,1,"","","",30,1480,"","",2,"",1,1,"",10,"","","","","","",4,"","",0,[],"","",[],"",[],[],[353],[],"","","","","","",[],"",[],""
1720,"behemoth_swamp_gas","",1,"","",[452],1,3,"","","","",30,0,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[452],[],"","","","","","",[],"",[],""
1721,"vilenta_reflection_beam_degen_fire","You are taking Fire Damage over Time","","","Vilenta's Beam",[1974],1,3,"","","","",30,648,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1974],[],"","","","","","",[],"",[],""
1722,"toxic_grasping_vines","You are slowed and taking chaos damage from vines. Move to break them.","","","Toxic Vines","[13493,452]",1,4,1,"","","",30,1489,1,"",2,"",1,1,"",10,"","StackingVineBuff","","","","",4,"","",0,[],"","",[],1,[],[12238],"[13493,452]",[],"","","","","","",[],"",[],""
1723,"ritual_toxic_grasping_vines_aura","",1,"","","[4930,4930]",1,3,"","","","",30,0,1,"",2,"",1,1,"",0,"","AddBuffWhileInAura","","","","",4,"","",0,[],"","",[],"",[],[],"[4930,4930]",[],"","","","","","",[],"",[],""
1724,"ritual_grow_buff","",1,"","","[716,177,70,15391]","",1,"","","","",30,1482,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[716,177,70,15391]",[],"","","","","","",[],"",[],""
1725,"maven_boss_heal","","","","","[450,1408]","",3,"","","","",30,1483,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[450,1408]",[],"","","","","","",[],"",[],""
1726,"reaper_wraith_grasping_chains","You are slowed by grasping chains. Move to break the chains","","","Grasping Chains","[6863,4930,4930,12238]",1,2,1,"","","",30,773,1,"",2,"",1,1,"",0,"","GraspingVinesBuff",1,"","","",4,"","",0,[],"","",[],"",[],[],"[6863,4930,4930,12238]",[],"","","","","","",[],"",[],""
1727,"ritual_totem_defences","",1,"","",[476],1,3,"","","","",30,1487,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[476],[],"","","","","","",[],"",[],""
1728,"maven_map_space_vines","You are slowed by ethereal tendrils. Move to break them.","","","Ethereal Tendrils","[6863,4930,4930,12238]",1,2,1,"","","",30,773,1,"",2,"",1,1,"",0,"","GraspingVinesBuff",1,"","","",4,"","",0,[],"","",[],"",[],[],"[6863,4930,4930,12238]",[],"","","","","","",[],"",[],""
1729,"maven_decay_on_hit","","","","","[4873,4874]",1,2,"","","","",30,1491,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[4873,4874]",[],"","","","","","",[],"",[],""
1730,"kill_on_expiry","",1,"","",[],"",2,"","","","",30,0,1,"",17,1,1,1,"",0,1,"KillOnExpiry","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1731,"maven_clone_buff","",1,"","","[859,24]",1,2,"","","","",30,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[859,24]",[],"","","","","","",[],"",[],""
1732,"sirus_influence","Sirus has imbued you, increasing your speed and causing your non-Chaos Damage to deal extra Chaos Damage. ","","","Eldritch Empowerment","[716,177,1902,7117,24]",1,2,"","","","",30,1493,"","",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[716,177,1902,7117,24]",[],"","","","","","",[],"",[],""
1733,"maven_orb_degenzone","You are taking fire damage over time from Maven's Orb","","","Orb Fire",[1974],"",3,"","","","",30,2,"",1,2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1974],[],"","","","","","",[],"",[],""
1734,"ritual_es_recharge","",1,"","","[139,138]",1,2,"","","","",30,0,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[139,138]",[],"","","","","","",[],"",[],""
1735,"ultimatum_ruin","You have Ruin. On reaching 7 Ruin, you will fail the Ultimatum","","","Ruin",[],1,4,1,"","",1,30,1494,1,1,2,"",1,1,"",0,"","UltimatumRuinBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1736,"supporter_map_ruin","You have Ruin. On reaching 7 Ruin, you will no longer be able to claim the Reward","","","Ruin",[],"",4,1,"","","",30,1494,1,1,2,"",1,1,"",7,"","UltimatumRuinBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1737,"maven_memory_game_degen","You are slowed and taking Fire, Cold and Lightning damage over time","","","Maven's Game","[1974,1976,1978,10612]",1,3,"","","","",30,1497,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1974,1976,1978,10612]",[],"","","","","","",[],"",[],""
1738,"maven_rotating_beam_debuff","Your maximum Elemental Resistances are lower and you cannot recover Life or Energy Shield","","","Maven's Punishment","[946,1889,7813]",1,9,"","","","",30,1497,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[203],"",[],[],"[946,1889,7813]",[],"","","","","","",[0],"",[],""
1739,"maven_cutter_beam_debuff","Your maximum Elemental Resistances are lower and you cannot recover Life or Energy Shield","","","Maven's Punishment","[946,1889,7813]",1,9,"","","","",30,1497,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[203],"",[],[],"[946,1889,7813]",[],"","","","","","",[0],"",[],""
1740,"ultimatum_monster_emerge","",1,"","",[],"",3,"","","","",30,1500,1,"",17,1,1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1741,"maven_void_ground","You are slowed and taking Cold Damage over time.","","","Gravity Well","[345,1976]",1,3,"","","","",30,989,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[182],"",[],[],"[345,1976]",[],"","","","","","",[0],"",[],""
1742,"maven_quick_guard","",1,1,"","[1033,7634]",1,3,"","",9838,"",30,0,1,"",1,"",1,1,"",0,"","QuickGuardBuff","","","","",4,"","",0,[],"","",[],"",[9344],[],"[1033,7634,9344]",[],"","","","","","",[],"",[],""
1743,"ultimatumape_enrage","","","","Enrage","[177,70,14163]",1,3,"","","","",30,1504,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[177,70,14163]",[],"","","","","","",[],"",[],""
1744,"arctic_breath_chill_aura","",1,"","",[],"",3,"","","","",30,0,"","",17,"","","","",0,"","CorpseShockChillAura","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1745,"ultimatum_chieftain_buff","You deal a portion of your Physical Damage as extra Fire Damage","","","Chieftain's Wrath",[446],1,3,"","","",1,30,1560,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[446],[],"","","","","","",[],"",[],""
1746,"ultimatum_ruin_over_time","You are gaining Ruin over time",1,"","Escalating Ruin",[],1,3,"","","",1,30,0,1,"",17,"",1,1,"",0,"","GainUltimatumRuinOverTime","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1747,"blood_tendrils","You are taking Physical Damage over time.","","","Exsanguinate",[353],1,1,1,"","","",23,1501,1,"",2,"",1,1,"",3,"","","","","","",4,"","",0,[],"","",[],"",[],[],[353],[],"","","","","","",[],"",[],""
1748,"blood_tendrils_fire","You are taking Fire Damage over time.","","","Exsanguinate",[1974],1,1,1,"","","",23,1501,1,"",2,"",1,1,"",3,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1974],[],"","","","","","",[],"",[],""
1749,"slow_life_loss_from_hit_damage","",1,"","",[16846],1,1,"","","",1,30,0,1,"",17,"",1,"","",0,1,"",1,"","","",4,"","",0,[],"","",[],"",[],[],[16846],[],"","","","","","",[],"",[],""
1750,"blood_surge","Your Corrupting Fever skill applies Corrupted Blood when you hit enemies.","",1,"Corrupting Fever",[],1,2,"","","","",30,1502,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1751,"ultimatum_chaos_degenzone","You are taking Chaos Damage over time","","","Choking Miasma",[452],"",3,"","","","",30,1555,"",1,2,"",1,1,"",0,"","InvisibleFireBuff","","","","",4,"","",0,[],"","",[],"",[],[],[452],[],"","","","","","",[],"",[],""
1752,"ultimatum_chaos_degenzone2","You are taking Chaos Damage over time","","","Choking Miasma",[452],"",3,"","","","",30,1555,"",1,2,"",1,1,"",0,"","InvisibleFireBuff","","","","",4,"","",0,[],"","",[],"",[],[],[452],[],"","","","","","",[],"",[],""
1753,"ultimatum_chaos_degenzone3","You are taking significantly more Chaos Damage over time","","","Inner Choking Miasma",[452],"",3,"","","","",30,1555,"",1,2,"",1,1,"",0,"","InvisibleFireBuff","","","","",4,"","",0,[],"","",[],"",[],[],[452],[],"","","","","","",[],"",[],""
1754,"ultimatum_vulnerability","You are taking increased damage. The effect of this increases every second","","","Escalating Vulnerability",[476],"",11,"","","","",30,1503,1,"",17,"",1,1,"",0,"","InterpolateBuffEffect","","","","",4,"","",0,[],1,"",[],"",[],[],[476],[],"","","",1,"","",[],"",[],""
1755,"trialmaster_tether_debuff","",1,"","",[14150],"",1,"","","","",30,0,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[14150],[],"","","","","","",[],"",[],""
1756,"trialmaster_tether_debuff_display","You are tethered by a chain. Moving too far will slow you, and eventually break the chain. Breaking the chain will cause damage and stun you.","","","Trialmaster's Tether",[],"",1,"","","","",30,1569,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[12238],[],[],"","","","","","",[],"",[],""
1757,"skill_track_mana_spent_recently","",1,"","",[],"",3,"","","","",30,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[13850],[],[],"","","","","","",[],"",[],""
1758,"ultimatum_recovery_reduction","",1,"","","[2804,2805,2806]","",2,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2804,2805,2806]",[],"","","","","","",[],"",[],""
1759,"ultimatum_area_and_projectile_speed","",1,"","","[14083,14084]","",2,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[14083,14084]",[],"","","","","","",[],"",[],""
1760,"ultimatum_buffs_expire_faster","",1,"","",[13027],"",2,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[13027],[],"","","","","","",[],"",[],""
1761,"ultimatum_cooldown_speed","",1,"","",[14085],"",2,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[14085],[],"","","","","","",[],"",[],""
1762,"ultimatum_pale_ape_degen_aura","You are taking Physical Damage over time","","","Haemolytic Aura",[2561],1,3,"","","","",30,1506,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[2561],[],"","","","","","",[],"",[],""
1763,"ultimatum_pale_ape_degen_aura_ruin","You are taking Physical Damage over time","","","Haemolytic Aura",[2561],1,3,"","","","",30,1507,"","",2,"",1,1,"",0,"","GainUltimatumRuinOverTime","","","","",4,"","",0,[],"","",[],"",[],[],[2561],[],"","","","","","",[],"",[],""
1764,"projectile_projectile_retaliation","","","","",[],1,2,"","","","",30,1508,1,"",17,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1765,"ultimatum_accelerating_monsters","",1,"","","[70,216,177]",1,2,"","","","",30,1509,1,"",17,"",1,1,"",0,"","InterpolateBuffEffect","","","","",4,"","",0,[],"","",[],"",[],[],"[70,216,177]",[],"","","","","","",[],"",[],""
1766,"cruelty","Skills supported by Cruelty Support deal more damage over time.","","","Cruelty",[14072],1,13,"","","",1,30,1516,1,"",1,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[],[],[14072],[13912],"","","",1,"","",[],"",[],1
1767,"ground_vortex_lightning","You are taking damage from a Vortex","","","Vortex",[1978],1,3,"","","","",30,1517,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[13915],[1978],[],"","","","","","",[],"",[],""
1768,"ground_vortex_lightning_ruin","You are taking damage from a Vortex","","","Vortex",[1978],1,3,"","","","",30,1517,"","",2,"",1,1,"",0,"","GainUltimatumRuinOverTime","","","","",4,"","",0,[],"","",[],"",[],[13915],[1978],[],"","","","","","",[],"",[],""
1769,"ground_vortex_ruin","You are taking damage from a Vortex","","","Vortex",[1976],1,3,"","","","",30,607,"","",2,"",1,1,"",0,"","GainUltimatumRuinOverTime","","","","",4,"","",0,[],"","",[],"",[],[4542],[1976],[],"","","","","","",[],"",[],""
1770,"petrified_blood","When hit, a percentage of the life you would lose from the bottom half of your life is not lost immediately, then you lose life over 4 seconds based on the prevented loss. Your skills cost life as well as mana while you are above low life, and you can only go above low life by using flasks.","",1,"Petrified Blood","[13910,13842,13994]",1,3,"","","","",30,1518,1,"",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[13909],"[13910,13842,13994]",[],"","","","","","",[],"",[],""
1771,"extra_projectiles_from_consuming_steel_ammo","",1,"","",[173],1,3,"","","","",30,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[173],[],"","","","","","",[],"",[],""
1772,"extra_projectiles_steel_ammo_spent","",1,"","",[],"",4,"","","","",30,0,1,"",17,"",1,1,"",0,"","ExtraProjectilesSteelAmmoSpent","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1773,"blood_scythe_charge","These charges are granted by and affect your Reap skill.","","","Blood Charges",[],1,4,1,14087,13943,1,30,1522,1,"",3,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1774,"blood_scythe_degen","You are taking Physical Damage over time.","","","Reap",[353],1,3,"","","",1,24,1521,"","",2,"",1,1,"",0,"","BloodScytheDegen","","","","",4,"","",0,[],"","",[],"",[],[],[353],[],"","","","","","",[],"",[],""
1775,"blood_scythe_degen_fire","You are taking Fire Damage over time.","","","Reap",[1974],1,3,"","","",1,24,1521,"","",2,"",1,1,"",0,"","BloodScytheDegen","","","","",4,"","",0,[],"","",[],"",[],[],[1974],[],"","","","","","",[],"",[],""
1776,"ulimatum_daemon_beam_fire_damage","You are taking Fire Damage over time","","","Burning Bond",[1974],1,3,"","","",1,30,1523,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1974],[],"","","","","","",[],"",[],""
1777,"ulimatum_daemon_beam_cold_damage","You are taking Cold Damage over time","","","Chilling Bond",[1976],1,3,"","","",1,30,1524,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1976],[],"","","","","","",[],"",[],""
1778,"ulimatum_daemon_beam_lightning_damage","You are taking Lightning Damage over time","","","Electrifying Bond",[1978],1,3,"","","",1,30,1525,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1978],[],"","","","","","",[],"",[],""
1779,"ulimatum_daemon_beam_chaos_damage","You are taking Chaos Damage over time","","","Chaotic Bond",[452],1,3,"","","",1,30,1526,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[452],[],"","","","","","",[],"",[],""
1780,"ulimatum_daemon_beam_fire_damage_and_ruin","You are taking Fire Damage over time and periodically gaining Ruin","","","Ruinous Burning Bond",[1974],1,3,"","","",1,30,1527,1,"",2,"",1,1,"",0,"","GainUltimatumRuinOverTime","","","","",4,"","",0,[],"","",[],"",[],[],[1974],[],"","","","","","",[],"",[],""
1781,"ulimatum_daemon_beam_cold_damage_and_ruin","You are taking Cold Damage over time and periodically gaining Ruin","","","Ruinous Chilling Bond",[1976],1,3,"","","",1,30,1527,1,"",2,"",1,1,"",0,"","GainUltimatumRuinOverTime","","","","",4,"","",0,[],"","",[],"",[],[],[1976],[],"","","","","","",[],"",[],""
1782,"ulimatum_daemon_beam_lightning_damage_and_ruin","You are taking Lightning Damage over time and periodically gaining Ruin","","","Ruinous Electrifying Bond",[1978],1,3,"","","",1,30,1527,1,"",2,"",1,1,"",0,"","GainUltimatumRuinOverTime","","","","",4,"","",0,[],"","",[],"",[],[],[1978],[],"","","","","","",[],"",[],""
1783,"ulimatum_daemon_beam_chaos_damage_and_ruin","You are taking Chaos Damage over time and periodically gaining Ruin","","","Ruinous Chaotic Bond",[452],1,3,"","","",1,30,1527,1,"",2,"",1,1,"",0,"","GainUltimatumRuinOverTime","","","","",4,"","",0,[],"","",[],"",[],[],[452],[],"","","","","","",[],"",[],""
1784,"ultimatum_unlucky_critical_rolls","",1,"","",[1416],"",3,"","","","",30,0,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1416],[],"","","","","","",[],"",[],""
1785,"ultimatum_hindered_ms_on_flask_use","",1,"","",[13928],"",3,"","","","",30,0,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[13928],[],"","","","","","",[],"",[],""
1786,"ultimatum_cannot_gain_flask_charges","",1,"","",[8094],"",3,"","","","",30,0,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8094],[],"","","","","","",[],"",[],""
1787,"ultimatum_curses_and_non_damaging_ailments_reflected_to_self","",1,"","","[1803,13931]","",3,"","","","",30,0,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1803,13931]",[],"","","","","","",[],"",[],""
1788,"ultimatum_self_lightning_damage_on_skill_use_mana_spent_on_cost","",1,"","",[13930],"",3,"","","","",30,0,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[13930],[],"","","","","","",[],"",[],""
1789,"ultimatum_random_projectile_direction","",1,"","",[13926],"",3,"","","","",30,0,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[13926],[],"","","","","","",[],"",[],""
1790,"projectile_bull_thorns","","","","",[],1,2,"","","",1,30,1536,1,"",17,"",1,1,"",0,"","ProjectileThorns","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1791,"ultimatum_aura_skills_affecting_allies_also_affect_enemies","",1,"","",[13929],"",3,"","","","",30,0,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[13929],[],"","","","","","",[],"",[],""
1792,"spider_web_tether","You are slowed by Spider Web. Move away from the webs to break the webbing.","","","Webbed","[10519,10520,5198,10557,13029]",1,1,1,"","","",30,1546,1,"",2,"",1,1,"",8,"","TetheredDebuff","","","","",4,"","",0,[],"","",[],"",[],[],"[10519,10520,5198,10557,13029]",[],"","","","","","",[],"",[],""
1793,"ultimatum_daemon_summon_phantasm_aura","",1,"","",[],1,3,"","","","",30,0,1,"",17,"",1,1,"",0,"","SummonMonsterOnAuraTargetDeath","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1794,"keystone_everlasting_sacrifice_resistance","You have additional Maximum Resistances","","","Everlasting Sacrifice",[945],1,2,"","","",1,30,1547,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[945],[],"","","","","","",[],"",[],""
1795,"ultimatum_daemon_summon_phantasm_aura_ruin","",1,"","",[],1,3,"","","","",30,0,1,"",17,"",1,1,"",0,"","SummonMonsterOnAuraTargetDeath","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1796,"lifetap_life_spent","",1,"","",[],"",1,"","","","",30,0,1,"",17,"",1,1,"",0,"","LifetapLifeSpent","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1797,"lifetap_buff","Your flasks recover increased amounts of life.","",1,"Lifetap",[398],1,3,"","","",1,30,1548,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[398],[14049],"","","","","","",[],"",[],""
1798,"damage_immune_while_owner_lives","You cannot take Damage","","","Intervention",[],1,7,"","","","",30,1557,1,"",1,"",1,1,"",0,1,"RemoveOnOwnerDeath","","","","",4,"","",0,[],"","",[],"",[140],[],[140],[],"","","","","","",[],"",[],""
1799,"ultimatum_physical_charge","You are faster, leech Life from Physical Damage and deal increased Physical Damage, but are taking Physical Damage over time","","","Costly Might","[2561,3054,9923,26,3102]",1,3,"","","",1,30,1549,1,"",3,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2561,3054,9923,26,3102]",[],"","","","","","",[],"",[],""
1800,"ultimatum_elemental_charge","You are faster, leech Life from Elemental Damage and deal increased Elemental Damage, but are taking Fire Damage over time","","","Costly Potency","[2528,9923,485,3108]",1,3,"","","",1,30,1550,1,"",3,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2528,9923,485,3108]",[],"","","","","","",[],"",[],""
1801,"queens_demand_trigger_a","",1,"","",[],"",2,"","","","",18,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1802,"queens_demand_trigger_b","",1,"","",[],"",2,"","","","",18,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1803,"ultimatum_deal_no_damage","You and your Minions are dealing no damage.","","","Impotence",[],1,3,"","","","",30,1552,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],"[2968,6819]",[],[],"","","","","","",[],"",[],""
1804,"ultimatum_deal_no_damage_timer","",1,"","",[],1,2,"","","","",30,0,1,"",2,"",1,1,"",0,"","PeriodicEffectBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1805,"ultimatum_lose_charges_timer","",1,"","",[],1,2,"","","","",30,0,1,"",2,"",1,1,"",0,"","PeriodicEffectBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1806,"ultimatum_gain_corrupted_blood_timer","",1,"","",[],1,2,"","","","",30,0,1,"",2,"",1,1,"",0,"","PeriodicEffectBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1807,"ultimatum_initial_damage_reduction","",1,"","","[6365,6366,6367]","",3,"","","","",30,0,1,"",17,"",1,1,"",0,"","MonsterDamageTakenLerp","","","","",4,"","",0,[],"","",[],"",[],[],"[6365,6366,6367]",[],"","","","","","",[],"",[],""
1808,"ultimatum_altar_protection","",1,"","",[],1,3,"","","","",30,1553,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[14097],[],[],"","","","","","",[],"",[],""
1809,"defiance","You defy pain, up to a point.","","","Defiance",[],1,1,1,"","",1,30,1554,1,1,17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[14114],"","","","","","",[],"",[],""
1810,"cannot_gain_defiance_from_hit_life_loss","",1,"","",[],1,2,"","","",1,30,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[],[14119],"","","","","","",[],"",[],""
1811,"ultimatum_monster_teleporting","",1,"","",[345],"",3,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],"[859,140,700]",[345],[],"","","","","","",[],"",[],""
1812,"ultimatum_altar_damage_reduction","",1,"","",[15391],"",1,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[15391],[],"","","","","","",[],"",[],""
1813,"ultimatum_survival_enrage","","","","","[716,9923,24]","",3,"","","","",30,1567,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[716,9923,24]",[],"","","","","","",[],"",[],""
1814,"armour_evasion_banner_buff_aura","You have increased Armour and Evasion.","","","Defiance Banner","[1073,2602,1033,24,1902,450,18550]",1,3,"","","","",30,954,1,"",1,"",1,1,"",0,"","ActiveBanner","","","","",4,"","",0,[],"","",[],"",[],[],"[1073,2602,1033,24,1902,450,18550]",[],"","","","","","",[],"",[],""
1815,"armour_evasion_banner_debuff_aura","Your Critical Strike Chance is reduced.","","","Defiance Banner",[553],1,3,"","","","",30,955,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[553],[],"","","","","","",[],"",[],""
1816,"armour_evasion_banner_stage","Your Banner is gaining stages while you carry it.","","","Defiance Banner Stage",[],1,4,1,"",14182,1,30,956,1,"",17,"",1,1,"",50,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1817,"voidburst_delayed_explosion","Voltaxic Burst will deal damage in a nova when this expires.","","","Voltaxic Burst",[],"",1,"","",15199,"",30,1595,1,"",6,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1818,"banner_add_stage_every_x_milliseconds_while_enemies_nearby","",1,"","",[],"",3,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"",1,0,[],"","",[],"",[4930],[],[4930],[],"","","","","","",[],"",[],""
1819,"divine_cry","Your attack damage is affected by increases and reductions to spell damage, and your critical strike chance is increased.","","","Battlemage's Cry","[14201,553]",1,3,"","","","",30,1571,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[17885],"[14201,553]",[],"","","","","","",[],"",[],""
