"rownum","Id","i32","WorldAreasKeys","i32","i32","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool","[i32]","[string]","TagsKeys","MinLevel","MaxLevel","WorldAreas2","i32","PackFormation","i32","bool","[rid]","bool","bool","bool","bool","[string]","NecropolisPack"
2318,"synthesis-signature-pack-Rooftop",0,[0],4,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2319,"synthesis-signature-pack-LushCrater",1,[0],3,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2320,"synthesis-guest-pack-skeleton1",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,5,0,0,[],"",[1],[],[],50,100,[],0,"",0,"",[],1,"","",1,[],""
2321,"synthesis-guest-pack-beasts1",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,4,0,0,[],"",[1],[],[],15,100,[],0,"",0,"",[],1,"","",1,[],""
2322,"synthesis-guest-pack-beasts2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,4,0,0,[],"",[1],[],[],15,100,[],0,"",0,"",[],1,"","",1,[],""
2323,"synthesis-guest-pack-beasts3",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,8,0,0,[],"",[1],[],[],22,100,[],0,"",0,"",[],1,"","",1,[],""
2324,"synthesis-guest-pack-beasts4",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,8,0,0,[],"",[1],[],[],22,100,[],0,"",0,"",[],1,"","",1,[],""
2325,"synthesis-guest-pack-ghosts1",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",2,8,0,0,[],"",[1],[],[],11,100,[],0,"",0,"",[],1,"","",1,[],""
2326,"synthesis-guest-pack-ghosts2",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],11,100,[],0,"",0,"",[],1,"","",1,[],""
2327,"synthesis-guest-pack-ghosts3",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,0,0,[],"",[1],[],[],12,100,[],0,"",0,"",[],1,"","",1,[],""
2328,"synthesis-guest-pack-ghosts4",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,8,0,0,[],"",[1],[],[],12,100,[],0,"",0,"",[],1,"","",1,[],""
2329,"synthesis-guest-pack-goatmen2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,8,0,0,[],"",[1],[],[],7,100,[],0,"",0,"",[],1,"","",1,[],""
2330,"synthesis-guest-pack-goatmen3",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,9,0,0,[],"",[1],[],[],7,100,[],0,"",0,"",[],1,"","",1,[],""
2331,"synthesis-guest-pack-goatmen6",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,8,0,0,[],"",[1],[],[],40,100,[],0,"",0,"",[],1,"","",1,[],""
2332,"synthesis-guest-pack-goatmen7",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,8,0,0,[],"",[1],[],[],40,100,[],0,"",0,"",[],1,"","",1,[],""
2333,"synthesis-guest-pack-lion1",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,7,0,0,[],"",[1],[],[],10,100,[],0,"",0,"",[],1,"","",1,[],""
2334,"synthesis-guest-pack-lion2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,7,0,0,[],"",[1],[],[],10,100,[],0,"",0,"",[],1,"","",1,[],""
2335,"synthesis-guest-pack-monkeys4",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,11,0,0,[],"",[1],[],[],13,100,[],0,"",0,"",[],1,"","",1,[],""
2336,"synthesis-guest-pack-monkeys5",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,11,0,0,[],"",[1],[],[],13,100,[],0,"",0,"",[],1,"","",1,[],""
2337,"synthesis-guest-pack-mossmonsters2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,4,0,0,[],"",[1],[],[],14,100,[],0,"",0,"",[],1,"","",1,[],""
2338,"synthesis-guest-pack-mossmonsters3",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,4,0,0,[],"",[1],[],[],14,100,[],0,"",0,"",[],1,"","",1,[],""
2339,"synthesis-guest-pack-necros1",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,5,0,0,[],"",[1],[],[],8,100,[],0,"",0,"",[],1,"","",1,[],""
2340,"synthesis-guest-pack-necros2",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,5,0,0,[],"",[1],[],[],8,100,[],0,"",0,"",[],1,"","",1,[],""
2341,"synthesis-guest-pack-necros3",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,6,0,0,[],"",[1],[],[],9,100,[],0,"",0,"",[],1,"","",1,[],""
2342,"synthesis-guest-pack-necros4",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,5,0,0,[],"",[1],[],[],9,100,[],0,"",0,"",[],1,"","",1,[],""
2343,"synthesis-guest-pack-necros7",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,4,0,0,[],"",[1],[],[],27,100,[],0,"",0,"",[],1,"","",1,[],""
2344,"synthesis-guest-pack-rhoas2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,8,0,0,[],"",[1],[],[],4,100,[],0,"",0,"",[],1,"","",1,[],""
2345,"synthesis-guest-pack-rhoas3",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],5,100,[],0,"",0,"",[],1,"","",1,[],""
2346,"synthesis-guest-pack-cannibals1",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2347,"synthesis-guest-pack-seawitches-slithering-emanant1",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,0,0,[],"",[1],[],[],12,100,[],0,"",0,"",[],1,"","",1,[],""
2348,"synthesis-guest-pack-seawitches-slithering3",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",5,11,0,0,[],"",[1],[],[],12,100,[],0,"",0,"",[],1,"","",1,[],""
2349,"synthesis-guest-pack-seawitches-slithering4",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",5,11,0,0,[],"",[1],[],[],13,100,[],0,"",0,"",[],1,"","",1,[],""
2350,"synthesis-guest-pack-seawitches-slithering5",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",5,11,0,0,[],"",[1],[],[],13,100,[],0,"",0,"",[],1,"","",1,[],""
2351,"synthesis-guest-pack-shieldcrabs1",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,7,0,0,[],"",[1],[],[],6,100,[],0,"",0,"",[],1,"","",1,[],""
2352,"synthesis-guest-pack-shieldcrabs2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,7,0,0,[],"",[1],[],[],5,100,[],0,"",0,"",[],1,"","",1,[],""
2353,"synthesis-guest-pack-shieldcrabs4",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,7,0,0,[],"",[1],[],[],5,100,[],0,"",0,"",[],1,"","",1,[],""
2354,"synthesis-guest-pack-skeletons2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,35,1,"[1045,1031,1030,1032,1029]","",[1],[],[],6,100,[],0,"",0,"",[],1,"","",1,[],""
2355,"synthesis-guest-pack-skeletons3",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,35,1,"[1045,1031,1030,1032,1029]","",[1],[],[],6,100,[],0,"",0,"",[],1,"","",1,[],""
2356,"synthesis-guest-pack-skeletons4",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,35,1,"[1045,1031,1030,1032,1029]","",[1],[],[],16,100,[],0,"",0,"",[],1,"","",1,[],""
2357,"synthesis-guest-pack-skeletons9",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,35,1,"[1045,1031,1030,1032,1029]","",[1],[],[],23,100,[],0,"",0,"",[],1,"","",1,[],""
2358,"synthesis-guest-pack-skeletons10",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,35,1,"[1045,1031,1030,1032,1029]","",[1],[],[],23,100,[],0,"",0,"",[],1,"","",1,[],""
2359,"synthesis-guest-pack-skeletons11",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,35,1,"[1045,1031,1030,1032,1029]","",[1],[],[],23,100,[],0,"",0,"",[],1,"","",1,[],""
2360,"synthesis-guest-pack-skeletons20",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,7,0,0,[],"",[1],[],[],60,100,[],0,"",0,"",[],1,"","",1,[],""
2361,"synthesis-guest-pack-skeletons21",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],60,100,[],0,"",0,"",[],1,"","",1,[],""
2362,"synthesis-guest-pack-skeletons22",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,8,0,0,[],"",[1],[],[],60,100,[],0,"",0,"",[],1,"","",1,[],""
2363,"synthesis-guest-pack-snakes1",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,5,0,0,[],"",[1],[],[],15,100,[],0,"",0,"",[],1,"","",1,[],""
2364,"synthesis-guest-pack-snakes3",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,5,0,0,[],"",[1],[],[],21,100,[],0,"",0,"",[],1,"","",1,[],""
2365,"synthesis-guest-pack-animals7",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,5,0,0,[],"",[1],[],[],15,100,[],0,"",0,"",[],1,"","",1,[],""
2366,"synthesis-guest-pack-spawns-slithering1",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",7,15,0,0,[],"",[1],[],[],6,100,[],0,"",0,"",[],1,"","",1,[],""
2367,"synthesis-guest-pack-spiders1",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",5,6,0,0,[],"",[1],[],[],17,100,[],0,"",0,"",[],1,"","",1,[],""
2368,"synthesis-guest-pack-spiders2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",5,6,0,0,[],"",[1],[],[],17,100,[],0,"",0,"",[],1,"","",1,[],""
2369,"synthesis-guest-pack-spiders6",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",5,6,0,0,[],"",[1],[],[],18,100,[],0,"",0,"",[],1,"","",1,[],""
2370,"synthesis-guest-pack-spiders7",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",5,6,0,0,[],"",[1],[],[],18,100,[],0,"",0,"",[],1,"","",1,[],""
2371,"synthesis-guest-pack-spiders10",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",5,6,0,0,[],"",[1],[],[],50,100,[],0,"",0,"",[],1,"","",1,[],""
2372,"synthesis-guest-pack-vaal1",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,7,0,0,[],"",[1],[],[],20,100,[],0,"",0,"",[],1,"","",1,[],""
2373,"synthesis-guest-pack-vaal2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,6,0,0,[],"",[1],[],[],20,100,[],0,"",0,"",[],1,"","",1,[],""
2374,"synthesis-guest-pack-vaal11",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],50,100,[],0,"",0,"",[],1,"","",1,[],""
2375,"synthesis-guest-pack-waterelementals2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,0,0,[],"",[1],[],[],3,100,[],0,"",0,"",[],1,"","",1,[],""
2376,"synthesis-guest-pack-waterelementals3",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,0,0,[],"",[1],[],[],3,100,[],0,"",0,"",[],1,"","",1,[],""
2377,"synthesis-guest-pack-zombies3",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,9,0,0,[],"",[1],[],[],15,100,[],0,"",0,"",[],1,"","",1,[],""
2378,"synthesis-guest-pack-zombies5",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,9,0,0,[],"",[1],[],[],16,100,[],0,"",0,"",[],1,"","",1,[],""
2379,"synthesis-guest-pack-axis",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],27,100,[],0,"",0,"",[],1,"","",1,[],""
2380,"synthesis-guest-pack-axis2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,8,0,0,[],"",[1],[],[],27,100,[],0,"",0,"",[],1,"","",1,[],""
2381,"synthesis-guest-pack-axis3",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],29,100,[],0,"",0,"",[],1,"","",1,[],""
2382,"synthesis-guest-pack-axis4",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],29,100,[],0,"",0,"",[],1,"","",1,[],""
2383,"synthesis-guest-pack-experimenter2",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],30,100,[],0,"",0,"",[],1,"","",1,[],""
2384,"synthesis-guest-pack-demons1",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,8,0,0,[],"",[1],[],[],30,100,[],0,"",0,"",[],1,"","",1,[],""
2385,"synthesis-guest-pack-demons2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],30,100,[],0,"",0,"",[],1,"","",1,[],""
2386,"synthesis-guest-pack-demons3",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,8,0,0,[],"",[1],[],[],30,100,[],0,"",0,"",[],1,"","",1,[],""
2387,"synthesis-guest-pack-guardians1",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,8,0,0,[],"",[1],[],[],27,100,[],0,"",0,"",[],1,"","",1,[],""
2388,"synthesis-guest-pack-guardians2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,9,0,0,[],"",[1],[],[],27,100,[],0,"",0,"",[],1,"","",1,[],""
2389,"synthesis-guest-pack-insects",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,9,0,0,[],"",[1],[],[],24,100,[],0,"",0,"",[],1,"","",1,[],""
2390,"synthesis-guest-pack-insects2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,12,0,0,[],"",[1],[],[],24,100,[],0,"",0,"",[],1,"","",1,[],""
2391,"synthesis-guest-pack-flamebearers",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],29,100,[],0,"",0,"",[],1,"","",1,[],""
2392,"synthesis-guest-pack-flamebearers2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,0,0,[],"",[1],[],[],29,100,[],0,"",0,"",[],1,"","",1,[],""
2393,"synthesis-guest-pack-pyromaniacfire",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,8,0,0,[],"",[1],[],[],25,100,[],0,"",0,"",[],1,"","",1,[],""
2394,"synthesis-guest-pack-pyromaniacfire2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,8,0,0,[],"",[1],[],[],25,100,[],0,"",0,"",[],1,"","",1,[],""
2395,"synthesis-guest-pack-pyromaniacpoison",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,8,0,0,[],"",[1],[],[],26,100,[],0,"",0,"",[],1,"","",1,[],""
2396,"synthesis-guest-pack-citystalkers1",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,8,0,0,[],"",[1],[],[],26,100,[],0,"",0,"",[],1,"","",1,[],""
2397,"synthesis-guest-pack-citystalkers2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,8,0,0,[],"",[1],[],[],26,100,[],0,"",0,"",[],1,"","",1,[],""
2398,"synthesis-guest-pack-undying",2,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,4,0,0,[],"",[1],[],[],23,100,[],0,"",0,"",[],1,"","",1,[],""
2399,"synthesis-guest-pack-humanoids4",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],17,100,[],0,"",0,"",[],1,"","",1,[],""
2400,"synthesis-guest-pack-humanoids6",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],29,100,[],0,"",0,"",[],1,"","",1,[],""
2401,"synthesis-guest-pack-spikers",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,0,0,[],"",[1],[],[],30,100,[],0,"",0,"",[],1,"","",1,[],""
2402,"synthesis-guest-pack-kiweth",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,5,0,0,[],"",[1],[],[],30,100,[],0,"",0,"",[],1,"","",1,[],""
2403,"synthesis-guest-pack-kiweth2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,0,0,[],"",[1],[],[],30,100,[],0,"",0,"",[],1,"","",1,[],""
2404,"synthesis-guest-pack-citystalkers5",2,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,5,0,0,[],"",[1],[],[],30,100,[],0,"",0,"",[],1,"","",1,[],""
2405,"synthesis-guest-pack-citystalkers6",2,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,5,0,0,[],"",[1],[],[],31,100,[],0,"",0,"",[],1,"","",1,[],""
2406,"synthesis-guest-pack-citystalkers7",2,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,0,0,[],"",[1],[],[],32,100,[],0,"",0,"",[],1,"","",1,[],""
2407,"synthesis-guest-pack-undyingiguana",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,0,0,[],"",[1],[],[],33,100,[],0,"",0,"",[],1,"","",1,[],""
2408,"synthesis-guest-pack-gemfrogundying",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,0,0,[],"",[1],[],[],33,100,[],0,"",0,"",[],1,"","",1,[],""
2409,"synthesis-guest-pack-animals11",2,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",2,3,0,0,[],"",[1],[],[],21,100,[],0,"",0,"",[],1,"","",1,[],""
2410,"synthesis-guest-pack-vultures",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",5,6,0,0,[],"",[1],[],[],33,100,[],0,"",0,"",[],1,"","",1,[],""
2411,"synthesis-guest-pack-soldierskeletons-waterspiral",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,8,0,0,[],"",[1],[],[],33,100,[],0,"",0,"",[],1,"","",1,[],""
2412,"synthesis-guest-pack-massskeleton-skeletons",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,5,0,0,[],"",[1],[],[],34,100,[],0,"",0,"",[],1,"","",1,[],""
2413,"synthesis-guest-pack-miners1",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,0,0,[],"",[1],[],[],35,100,[],0,"",0,"",[],1,"","",1,[],""
2414,"synthesis-guest-pack-miners2",2,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,4,0,0,[],"",[1],[],[],35,100,[],0,"",0,"",[],1,"","",1,[],""
2415,"synthesis-guest-pack-miners3",2,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,4,0,0,[],"",[1],[],[],35,100,[],0,"",0,"",[],1,"","",1,[],""
2416,"synthesis-guest-pack-bats",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,6,0,0,[],"",[1],[],[],36,100,[],0,"",0,"",[],1,"","",1,[],""
2417,"synthesis-guest-pack-kaomgroup1",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,0,0,[],"",[1],[],[],37,100,[],0,"",0,"",[],1,"","",1,[],""
2418,"synthesis-guest-pack-kaomgroup2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],37,100,[],0,"",0,"",[],1,"","",1,[],""
2419,"synthesis-guest-pack-kaomgroup4",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,0,0,[],"",[1],[],[],38,100,[],0,"",0,"",[],1,"","",1,[],""
2420,"synthesis-guest-pack-hounds",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,5,0,0,[],"",[1],[],[],38,100,[],0,"",0,"",[],1,"","",1,[],""
2421,"synthesis-guest-pack-arena1",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],37,100,[],0,"",0,"",[],1,"","",1,[],""
2422,"synthesis-guest-pack-arena2",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],37,100,[],0,"",0,"",[],1,"","",1,[],""
2423,"synthesis-guest-pack-arena4",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],38,100,[],0,"",0,"",[],1,"","",1,[],""
2424,"synthesis-guest-pack-arena5",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],38,100,[],0,"",0,"",[],1,"","",1,[],""
2425,"synthesis-guest-pack-belly2-abomination",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",2,3,0,0,[],"",[1],[],[],38,100,[],0,"",0,"",[],1,"","",1,[],""
2426,"synthesis-guest-pack-belly3-abomination",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,0,0,[],"",[1],[],[],38,100,[],0,"",0,"",[],1,"","",1,[],""
2427,"synthesis-guest-pack-belly4-abomination",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],39,100,[],0,"",0,"",[],1,"","",1,[],""
2428,"synthesis-guest-pack-belly5-abomination",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],39,100,[],0,"",0,"",[],1,"","",1,[],""
2429,"synthesis-guest-pack-belly6-abomination",0,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",[1],[],[],40,100,[],0,"",0,"",[],1,"","",1,[],""
2430,"synthesis-guest-pack-belly7-abomination",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,100,1,"[1038,1039,1040,1041,1043,1044]","",[1],[],[],40,100,[],0,"",0,"",[],1,"","",1,[],""
2431,"synthesis-guest-pack-cultists3",1,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,5,0,0,[],"",[1],[],[],44,100,[],0,"",0,"",[],1,"","",1,[],""
2432,"synthesis-guest-pack-cultists4",2,"[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,4,0,0,[],"",[1],[],[],44,100,[],0,"",0,"",[],1,"","",1,[],""
