"rownum","Quest","Order","FlagsPresent","FlagsMissing","Text","bool","Message","MapPinsKeys1","i32","string","rid","[rid]","bool","[i32]","[i32]","i32","rid","row","[rid]"
421,44,9,[],[],"Search the Copper Citadel for the Perennial King.","","Search the Copper Citadel for the Perennial King",[],0,"Search the Copper Citadel for the Perennial King","",[],"","[4088,4086,4081]",[4085],10,"",228,[]
422,44,10,[],[],"Travel to the Copper Citadel.","","Travel to the Copper Citadel",[],0,"Travel to the Copper Citadel","",[],"","[4088,4086]",[4081],10,"",228,[]
423,44,11,[],[],"Defeat Count Geonor.","","Defeat Count Geonor",[],0,"Defeat Count Geonor","",[],"","[4088,4087,4083]",[],10,"",228,[]
424,44,12,[],[],"Search the Iron Citadel for Count Geonor.","","Search the Iron Citadel for Count Geonor",[],0,"Search the Iron Citadel for Count Geonor","",[],"","[4088,4087,4080]",[4083],10,"",228,[]
425,44,13,[],[],"Travel to the Iron Citadel.","","Travel to the Iron Citadel",[],0,"Travel to the Iron Citadel","",[],"","[4088,4087]",[4080],10,"",228,[]
426,44,14,[],[],"Defeat Doryani, Royal Thaumaturge.\r\nDefeat The Perennial King.","","Defeat the Stone and Copper Citadel Bosses",[],0,"Defeat Doryani, Royal Thaumaturge\r\nDefeat The Perennial King","",[],"","[4086,4085,4084]",[],10,"",228,[]
427,44,15,[],[],"Search the Stone Citadel for Doryani.\r\nDefeat The Perennial King.","","Defeat the Stone and Copper Citadel Bosses",[],0,"Search the Stone Citadel for Doryani\r\nDefeat The Perennial King","",[],"","[4086,4085,4082]",[4084],10,"",228,[]
428,44,16,[],[],"Travel to the Stone Citadel.\r\nDefeat The Perennial King.","","Defeat the Stone and Copper Citadel Bosses",[],0,"Travel to the Stone Citadel\r\nDefeat The Perennial King","",[],"","[4086,4085]",[4082],10,"",228,[]
429,44,17,[],[],"Defeat Doryani, Royal Thaumaturge.\r\nSearch the Copper Citadel for the Perennial King.","","Defeat the Stone and Copper Citadel Bosses",[],0,"Defeat Doryani, Royal Thaumaturge\r\nSearch the Copper Citadel for the Perennial King","",[],"","[4086,4084,4081]",[4085],10,"",228,[]
430,44,18,[],[],"Defeat Doryani, Royal Thaumaturge.\r\nTravel to the Copper Citadel.","","Defeat the Stone and Copper Citadel Bosses",[],0,"Defeat Doryani, Royal Thaumaturge\r\nTravel to the Copper Citadel","",[],"","[4086,4084]",[4081],10,"",228,[]
431,44,19,[],[],"Search the Stone Citadel for Doryani.\r\nSearch the Copper Citadel for the Perennial King.","","Defeat the Stone and Copper Citadel Bosses",[],0,"Search the Stone Citadel for Doryani\r\nSearch the Copper Citadel for the Perennial King","",[],"","[4086,4081,4082]","[4084,4085]",10,"",228,[]
432,44,20,[],[],"Travel to the Stone Citadel.\r\nSearch the Copper Citadel for the Perennial King.","","Defeat the Stone and Copper Citadel Bosses",[],0,"Travel to the Stone Citadel\r\nSearch the Copper Citadel for the Perennial King","",[],"","[4086,4081]","[4082,4085]",10,"",228,[]
433,44,21,[],[],"Search the Stone Citadel for Doryani.\r\nTravel to the Copper Citadel.","","Defeat the Stone and Copper Citadel Bosses",[],0,"Search the Stone Citadel for Doryani\r\nTravel to the Copper Citadel","",[],"","[4086,4082]","[4081,4084]",10,"",228,[]
434,44,22,[],[],"Travel to the Stone Citadel.\r\nTravel to the Copper Citadel.","","Travel to the Stone and Copper Citadels",[],0,"Travel to the Stone Citadel\r\nTravel to the Copper Citadel","",[],"",[4086],"[4081,4082]",10,"",228,[]
435,44,23,[],[],"Defeat Doryani, Royal Thaumaturge.\r\nDefeat Count Geonor.","","Defeat the Stone and Iron Citadel Bosses",[],0,"Defeat Doryani, Royal Thaumaturge\r\nDefeat Count Geonor","",[],"","[4087,4084,4083]",[],10,"",228,[]
436,44,24,[],[],"Defeat Doryani, Royal Thaumaturge.\r\nSearch the Iron Citadel for Count Geonor.","","Defeat the Stone and Iron Citadel Bosses",[],0,"Defeat Doryani, Royal Thaumaturge\r\nSearch the Iron Citadel for Count Geonor","",[],"","[4087,4084,4080]",[4083],10,"",228,[]
437,44,25,[],[],"Defeat Doryani, Royal Thaumaturge.\r\nTravel to the Iron Citadel.","","Defeat the Stone and Iron Citadel Bosses",[],0,"Defeat Doryani, Royal Thaumaturge\r\nTravel to the Iron Citadel","",[],"","[4087,4084]",[4080],10,"",228,[]
438,44,26,[],[],"Search the Stone Citadel for Doryani.\r\nDefeat Count Geonor.","","Defeat the Stone and Iron Citadel Bosses",[],0,"Search the Stone Citadel for Doryani\r\nDefeat Count Geonor","",[],"","[4087,4083,4082]",[4084],10,"",228,[]
439,44,27,[],[],"Travel to the Stone Citadel.\r\nDefeat Count Geonor.","","Defeat the Stone and Iron Citadel Bosses",[],0,"Travel to the Stone Citadel\r\nDefeat Count Geonor","",[],"","[4087,4083]",[4082],10,"",228,[]
440,44,28,[],[],"Search the Stone Citadel for Doryani.\r\nSearch the Iron Citadel for Count Geonor.","","Defeat the Stone and Iron Citadel Bosses",[],0,"Search the Stone Citadel for Doryani\r\nSearch the Iron Citadel for Count Geonor","",[],"","[4087,4080,4082]","[4083,4084]",10,"",228,[]
441,44,29,[],[],"Travel to the Stone Citadel.\r\nSearch the Iron Citadel for Count Geonor.","","Defeat the Stone and Iron Citadel Bosses",[],0,"Travel to the Stone Citadel\r\nSearch the Iron Citadel for Count Geonor","",[],"","[4087,4080]","[4082,4083]",10,"",228,[]
442,44,30,[],[],"Search the Stone Citadel for Doryani.\r\nTravel to the Iron Citadel.","","Defeat the Stone and Iron Citadel Bosses",[],0,"Search the Stone Citadel for Doryani\r\nTravel to the Iron Citadel","",[],"","[4087,4082]","[4080,4084]",10,"",228,[]
443,44,31,[],[],"Travel to the Stone Citadel.\r\nTravel to the Iron Citadel.","","Travel to the Stone and Iron Citadels",[],0,"Travel to the Stone Citadel\r\nTravel to the Iron Citadel","",[],"",[4087],"[4080,4082]",10,"",228,[]
444,44,32,[],[],"Defeat The Perennial King.\r\nDefeat Count Geonor.","","Defeat the Copper and Iron Citadel Bosses",[],0,"Defeat The Perennial King\r\nDefeat Count Geonor","",[],"","[4088,4083,4085]",[],10,"",228,[]
445,44,33,[],[],"Search the Copper Citadel for the Perennial King.\r\nDefeat Count Geonor.","","Defeat the Copper and Iron Citadel Bosses",[],0,"Search the Copper Citadel for the Perennial King\r\nDefeat Count Geonor","",[],"","[4088,4083,4081]",[4085],10,"",228,[]
446,44,34,[],[],"Travel to the Copper Citadel.\r\nDefeat Count Geonor.","","Defeat the Copper and Iron Citadel Bosses",[],0,"Travel to the Copper Citadel\r\nDefeat Count Geonor","",[],"","[4088,4083]",[4081],10,"",228,[]
447,44,35,[],[],"Defeat The Perennial King.\r\nSearch the Iron Citadel for Count Geonor.","","Defeat the Copper and Iron Citadel Bosses",[],0,"Defeat The Perennial King\r\nSearch the Iron Citadel for Count Geonor","",[],"","[4088,4085,4080]",[4083],10,"",228,[]
448,44,36,[],[],"Defeat The Perennial King.\r\nTravel to the Iron Citadel.","","Defeat the Copper and Iron Citadel Bosses",[],0,"Defeat The Perennial King\r\nTravel to the Iron Citadel","",[],"","[4088,4085]",[4080],10,"",228,[]
449,44,37,[],[],"Search the Copper Citadel for the Perennial King.\r\nSearch the Iron Citadel for Count Geonor.","","Defeat the Copper and Iron Citadel Bosses",[],0,"Search the Copper Citadel for the Perennial King\r\nSearch the Iron Citadel for Count Geonor","",[],"","[4088,4081,4080]","[4085,4083]",10,"",228,[]
450,44,38,[],[],"Travel to the Copper Citadel.\r\nSearch the Iron Citadel for Count Geonor.","","Defeat the Copper and Iron Citadel Bosses",[],0,"Travel to the Copper Citadel\r\nSearch the Iron Citadel for Count Geonor","",[],"","[4088,4080]","[4081,4083]",10,"",228,[]
451,44,39,[],[],"Search the Copper Citadel for the Perennial King.\r\nTravel to the Iron Citadel.","","Defeat the Copper and Iron Citadel Bosses",[],0,"Search the Copper Citadel for the Perennial King\r\nTravel to the Iron Citadel","",[],"","[4088,4081]","[4080,4085]",10,"",228,[]
452,44,40,[],[],"Travel to the Copper Citadel.\r\nTravel to the Iron Citadel.","","Travel to the Copper and Iron Citadels",[],0,"Travel to the Copper Citadel\r\nTravel to the Iron Citadel","",[],"",[4088],"[4081,4080]",10,"",228,[]
453,44,41,[],[],"Defeat Doryani, Royal Thaumaturge.\r\nDefeat The Perennial King.\r\nDefeat Count Geonor.","","Defeat the Citadel Bosses",[],0,"Defeat Doryani, Royal Thaumaturge\r\nDefeat The Perennial King\r\nDefeat Count Geonor","",[],"","[4084,4085,4083]",[],10,"",228,[]
454,44,42,[],[],"Search the Stone Citadel for Doryani.\r\nDefeat The Perennial King.\r\nDefeat Count Geonor.","","Defeat the Citadel Bosses",[],0,"Search the Stone Citadel for Doryani\r\nDefeat The Perennial King\r\nDefeat Count Geonor","",[],"","[4085,4083,4082]",[4084],10,"",228,[]
455,44,43,[],[],"Defeat Doryani, Royal Thaumaturge.\r\nSearch the Copper Citadel for the Perennial King.\r\nDefeat Count Geonor.","","Defeat the Citadel Bosses",[],0,"Defeat Doryani, Royal Thaumaturge\r\nSearch the Copper Citadel for the Perennial King\r\nDefeat Count Geonor","",[],"","[4084,4083,4081]",[4085],10,"",228,[]
456,44,44,[],[],"Defeat Doryani, Royal Thaumaturge.\r\nDefeat The Perennial King.\r\nSearch the Iron Citadel for Count Geonor.","","Defeat the Citadel Bosses",[],0,"Defeat Doryani, Royal Thaumaturge\r\nDefeat The Perennial King\r\nSearch the Iron Citadel for Count Geonor","",[],"","[4084,4085,4080]",[4083],10,"",228,[]
457,44,45,[],[],"Travel to the Stone Citadel.\r\nDefeat The Perennial King.\r\nDefeat Count Geonor.","","Defeat the Citadel Bosses",[],0,"Travel to the Stone Citadel\r\nDefeat The Perennial King\r\nDefeat Count Geonor","",[],"","[4085,4083]",[4082],10,"",228,[]
458,44,46,[],[],"Defeat Doryani, Royal Thaumaturge.\r\nTravel to the Copper Citadel.\r\nDefeat Count Geonor.","","Defeat the Citadel Bosses",[],0,"Defeat Doryani, Royal Thaumaturge\r\nTravel to the Copper Citadel\r\nDefeat Count Geonor","",[],"","[4084,4083]",[4081],10,"",228,[]
459,44,47,[],[],"Defeat Doryani, Royal Thaumaturge.\r\nDefeat The Perennial King.\r\nTravel to the Iron Citadel.","","Defeat the Citadel Bosses",[],0,"Defeat Doryani, Royal Thaumaturge\r\nDefeat The Perennial King\r\nTravel to the Iron Citadel","",[],"","[4084,4085]",[4080],10,"",228,[]
460,44,48,[],[],"Defeat Doryani, Royal Thaumaturge.\r\nSearch the Copper Citadel for the Perennial King.\r\nSearch the Iron Citadel for Count Geonor.","","Defeat the Citadel Bosses",[],0,"Defeat Doryani, Royal Thaumaturge\r\nSearch the Copper Citadel for the Perennial King\r\nSearch the Iron Citadel for Count Geonor","",[],"","[4084,4081,4080]","[4085,4085]",10,"",228,[]
461,44,49,[],[],"Travel to the Stone Citadel.\r\nSearch the Copper Citadel for the Perennial King.\r\nDefeat Count Geonor.","","Defeat the Citadel Bosses",[],0,"Travel to the Stone Citadel\r\nSearch the Copper Citadel for the Perennial King\r\nDefeat Count Geonor","",[],"","[4083,4081]",[4082],10,"",228,[]
462,44,50,[],[],"Search the Stone Citadel for Doryani.\r\nTravel to the Copper Citadel.\r\nDefeat Count Geonor.","","Defeat the Citadel Bosses",[],0,"Search the Stone Citadel for Doryani\r\nTravel to the Copper Citadel\r\nDefeat Count Geonor","",[],"","[4083,4082]",[4081],10,"",228,[]
463,44,51,[],[],"Travel to the Stone Citadel.\r\nDefeat The Perennial King.\r\nSearch the Iron Citadel for Count Geonor.","","Defeat the Citadel Bosses",[],0,"Travel to the Stone Citadel\r\nDefeat The Perennial King\r\nSearch the Iron Citadel for Count Geonor","",[],"","[4085,4080]",[4082],10,"",228,[]
464,44,52,[],[],"Search the Stone Citadel for Doryani.\r\nDefeat The Perennial King.\r\nTravel to the Iron Citadel.","","Defeat the Citadel Bosses",[],0,"Search the Stone Citadel for Doryani\r\nDefeat The Perennial King\r\nTravel to the Iron Citadel","",[],"","[4085,4082]",[4080],10,"",228,[]
465,44,53,[],[],"Search the Stone Citadel for Doryani.\r\nSearch the Copper Citadel for the Perennial King.\r\nDefeat Count Geonor.","","Defeat the Citadel Bosses",[],0,"Search the Stone Citadel for Doryani\r\nSearch the Copper Citadel for the Perennial King\r\nDefeat Count Geonor","",[],"","[4083,4082,4081]","[4085,4084]",10,"",228,[]
466,44,54,[],[],"Defeat Doryani, Royal Thaumaturge.\r\nTravel to the Copper Citadel.\r\nSearch the Iron Citadel for Count Geonor.","","Defeat the Citadel Bosses",[],0,"Defeat Doryani, Royal Thaumaturge\r\nTravel to the Copper Citadel\r\nSearch the Iron Citadel for Count Geonor","",[],"","[4084,4080]",[4081],10,"",228,[]
467,44,55,[],[],"Defeat Doryani, Royal Thaumaturge.\r\nSearch the Copper Citadel for the Perennial King.\r\nTravel to the Iron Citadel.","","Defeat the Citadel Bosses",[],0,"Defeat Doryani, Royal Thaumaturge\r\nSearch the Copper Citadel for the Perennial King\r\nTravel to the Iron Citadel","",[],"","[4084,4081]",[4080],10,"",228,[]
468,44,56,[],[],"Travel to the Stone Citadel.\r\nTravel to the Copper Citadel.\r\nDefeat Count Geonor.","","Defeat Count Geonor",[],0,"Travel to the Stone Citadel\r\nTravel to the Copper Citadel\r\nDefeat Count Geonor","",[],"",[4083],"[4082,4081]",10,"",228,[]
469,44,57,[],[],"Travel to the Stone Citadel.\r\nDefeat The Perennial King.\r\nTravel to the Iron Citadel.","","Defeat The Perennial King",[],0,"Travel to the Stone Citadel\r\nDefeat The Perennial King\r\nTravel to the Iron Citadel","",[],"",[4085],"[4082,4080]",10,"",228,[]
470,44,58,[],[],"Defeat Doryani, Royal Thaumaturge.\r\nTravel to the Copper Citadel.\r\nTravel to the Iron Citadel.","","Defeat Doryani, Royal Thaumaturge",[],0,"Defeat Doryani, Royal Thaumaturge\r\nTravel to the Copper Citadel\r\nTravel to the Iron Citadel","",[],"",[4084],"[4081,4080]",10,"",228,[]
471,44,59,[],[],"Search the Stone Citadel for Doryani.\r\nSearch the Copper Citadel for the Perennial King.\r\nSearch the Iron Citadel for Count Geonor.","","Search the Citadels",[],0,"Search the Stone Citadel for Doryani\r\nSearch the Copper Citadel for the Perennial King\r\nSearch the Iron Citadel for Count Geonor","",[],"","[4082,4081,4080]",[],10,"",228,[]
472,44,60,[],[],"Travel to the Stone Citadel.\r\nSearch the Copper Citadel for the Perennial King.\r\nSearch the Iron Citadel for Count Geonor.","","Search the Citadels",[],0,"Travel to the Stone Citadel\r\nSearch the Copper Citadel for the Perennial King\r\nSearch the Iron Citadel for Count Geonor","",[],"","[4081,4080]",[4082],10,"",228,[]
473,44,61,[],[],"Search the Stone Citadel for Doryani.\r\nTravel to the Copper Citadel.\r\nSearch the Iron Citadel for Count Geonor.","","Search the Citadels",[],0,"Search the Stone Citadel for Doryani\r\nTravel to the Copper Citadel\r\nSearch the Iron Citadel for Count Geonor","",[],"","[4082,4080]",[4081],10,"",228,[]
474,44,62,[],[],"Search the Stone Citadel for Doryani.\r\nSearch the Copper Citadel for the Perennial King.\r\nTravel to the Iron Citadel.","","Search the Citadels",[],0,"Search the Stone Citadel for Doryani\r\nSearch the Copper Citadel for the Perennial King\r\nTravel to the Iron Citadel","",[],"","[4082,4081]",[4080],10,"",228,[]
475,44,63,[],[],"Travel to the Stone Citadel.\r\nTravel to the Copper Citadel.\r\nSearch the Iron Citadel for Count Geonor.","","Search the Iron Citadel for Count Geonor",[],0,"Travel to the Stone Citadel\r\nTravel to the Copper Citadel\r\nSearch the Iron Citadel for Count Geonor","",[],"",[4080],"[4082,4081]",10,"",228,[]
476,44,64,[],[],"Travel to the Stone Citadel.\r\nSearch the Copper Citadel for the Perennial King.\r\nTravel to the Iron Citadel.","","Search the Copper Citadel for the Perennial King",[],0,"Travel to the Stone Citadel\r\nSearch the Copper Citadel for the Perennial King\r\nTravel to the Iron Citadel","",[],"",[4081],"[4082,4080]",10,"",228,[]
477,44,65,[],[],"Search the Stone Citadel for Doryani.\r\nTravel to the Copper Citadel and seek out The Perennial King.\r\nTravel to the Iron Citadel and seek out Count Geonor.","","Search the Stone Citadel for Doryani",[],0,"Search the Stone Citadel for Doryani\r\nTravel to the Copper Citadel\r\nTravel to the Iron Citadel","",[],"",[4082],"[4081,4080]",10,"",228,[]
478,44,66,[],[],"Travel to the Stone Citadel and seek out Doryani.\r\nTravel to the Copper Citadel and seek out The Perennial King.\r\nTravel to the Iron Citadel and seek out Count Geonor.","","Travel to the Citadels in search of Crisis Fragments",[],0,"Obtain three Crisis Fragments from Citadels to open the locked door","",[],"",[4075],[],10,"",228,[]
479,44,67,[],[],"Explore The Burning Monolith.","","Explore The Burning Monolith",[],0,"Explore The Burning Monolith","",[],"",[4073],[],10,"",228,[]
480,44,68,[],[],"Doryani has told you about the mysterious fortress. Seek out the Burning Monolith and investigate it.","","Investigate the Burning Monolith",[],0,"Investigate the Burning Monolith","",[],"",[4180],[],10,"",228,[]
481,48,0,[2812],[2812],"",1,"",[],0,"","",[],"",[],[],10,"",228,[]
482,48,1,[2811],[2812],"Investigate the object that fell.","","Investigate the object that fell",[],0,"Investigate the object that fell","",[],"",[],[],10,"",228,[]
483,49,0,[],[],"Quest Complete - Ketzuli has explained Breaches to you and wants you to obtain a Breachstone. He has given you a Breach Tablet to help you get started.",1,"Quest Complete",[],0,"","",[],"",[4125],[4121],10,"",228,[]
484,49,1,[],[],"Take the Breach Tablet that Ketzuli is offering you to help you get started investigating Breaches.","","Take the Breach Tablet",[],0,"Take the Breach Tablet from Ketzuli","",[],"",[4120],[4121],10,"",228,[]
485,49,2,[],[],"Speak to Ketzuli about the breach in reality you experienced.","","Speak to Ketzuli",[],0,"Speak to Ketzuli about the Breach you experienced","",[],"",[4119],[4121],10,"",228,[]
486,50,0,[],[],"Quest Complete - You have defeated Xesht, We That Are One and have told the tale to Ketzuli.",1,"Quest Complete",[],0,"","",[],"",[4123],[],10,"",228,[]
487,50,1,[],[],"Return to Ketzuli to tell them of your triumph over Xesht.","","Return to Ketzuli",[],0,"Return to Ketzuli to tell him of your triumph","",[],"",[4122],[],10,"",228,[]
488,50,2,[2173],[],"Defeat Xesht, We That Are One.","","Defeat Xesht, We That Are One",[],0,"Defeat Xesht","",[],"",[],[],10,"",228,[]
489,50,3,[53],[],"Follow the Breach in search of Xesht, We That Are One.","","Follow the Breach",[],0,"Follow the Breach in search of Xesht","",[],"",[],[],10,"",228,[]
490,50,4,[54],[],"Enter the Breach.","","Enter the Breach",[],0,"Enter the Breach","",[],"",[],[],10,"",228,[]
491,50,5,[],[],"You have obtained a Breachstone. Use the Realmgate to traverse to the Twisted Domain.","","Travel to the Twisted Domain",[],0,"Use the Realmgate to travel to the Twisted Domain","",[],"",[4121],[],10,"",228,[]
492,51,0,[],[],"Quest Complete - Alva has explained Delirium to you and wants you to obtain a Simulacrum. She has given you a Delirium Tablet to help you get started.",1,"Quest Complete",[],0,"","",[],"",[4129],[4130],10,"",228,[]
493,51,1,[],[],"Take the Delirium Tablet that Alva is offering you to help you get started with Delirium.","","Take the Delirium Tablet",[],0,"Take the Delirium Tablet from Alva","",[],"",[4127],[4130],10,"",228,[]
494,51,2,[],[],"Speak to Alva to learn more about what caused the horrifying fog that you experienced after touching a strange mirror.","","Speak to Alva",[],0,"Speak to Alva to learn more about what caused the fog","",[],"",[4126],[4130],10,"",228,[]
495,52,0,[],[],"Quest Complete - You have survived the Simulacrum and have told the tale to Alva.",1,"Quest Complete",[],0,"","",[],"",[4132],[],10,"",228,[]
496,52,1,[],[],"Return to Alva to tell her of your triumph in the Simulacrum.","","Return to Alva",[],0,"Return to Alva to tell her of your triumph in the Simulacrum","",[],"",[4131],[],10,"",228,[]
497,52,2,[57],[],"Complete the Simulacrum.","","Complete the Simulacrum",[],0,"Complete the Simulacrum","",[],"",[],[],10,"",228,[]
498,52,3,[56],[],"Speak to the Strangely Familiar Entity.","","Speak to the Strangely Familiar Entity",[],0,"Speak to the Strangely Familiar Entity","",[],"",[],[],10,"",228,[]
499,52,4,[],[],"You have obtained a Simulacrum. Use the Realmgate to travel there.","","Travel to the Simulacrum",[],0,"Use the Realmgate to travel to the Simulacrum","",[],"",[4186],[],10,"",228,[]
500,52,5,[],[],"Speak to Alva to learn more about the Simulacrum.","","Speak to Alva",[],0,"Speak to Alva to learn more about the Simulacrum","",[],"",[4130],[],10,"",228,[]
501,53,0,[],[],"Quest Complete - Atalui has explained Ritual to you and wants you to obtain an Audience with the King. She has given you a Ritual Tablet to help you get started.",1,"Quest Complete",[],0,"","",[],"",[4136],[4137],10,"",228,[]
502,53,1,[],[],"Take the Ritual Tablet from Atalui.","","Take the Ritual Tablet",[],0,"Take the Ritual Tablet from Atalui","",[],"",[4134],[4137],10,"",228,[]
503,53,2,[],[],"Speak to Atalui to learn more about the mysterious altars.","","Speak to Atalui",[],0,"Speak to Atalui to learn more about the mysterious altars","",[],"",[4133],[4137],10,"",228,[]
504,54,0,[],[],"Quest Complete - You have defeated The King in the Mists in the Audience with the King and told Atalui about it.",1,"Quest Complete",[],0,"","",[],"",[4139],[],10,"",228,[]
505,54,1,[],[],"Return to Atalui to tell her of your triumph over The King in the Mists.","","Return to Atalui",[],0,"Return to Atalui to tell her of your triumph","",[],"",[4138],[],10,"",228,[]
506,54,2,[68],[],"Defeat The King in the Mists.","","Defeat The King in the Mists",[],0,"Defeat The King in the Mists","",[],"",[],[],10,"",228,[]
507,54,3,[],[],"You have obtained an Audience with the King. Use the Realmgate to travel to the Crux of Nothingness.","","Travel to the Crux of Nothingness",[],0,"Use the Realmgate to travel to the Crux of Nothingness","",[],"",[4196],[],10,"",228,[]
508,54,4,[],[],"Speak to Atalui about the Audience with the King you have obtained.","","Speak to Atalui",[],0,"Speak to Atalui about The Audience with the King","",[],"",[4137],[],10,"",228,[]
509,55,0,[],[],"Quest Complete - Dannig has explained Expeditions to you and wants you to obtain a Logbook. He has given you an Expedition Tablet to help you get started.",1,"Quest Complete",[],0,"","",[],"",[4144],[4141],10,"",228,[]
510,55,1,[],[],"Take the Expedition Tablet.","","Take the Expedition Tablet",[],0,"Take the Expedition Tablet","",[],"",[4142],[4141],10,"",228,[]
511,55,2,[],[],"Speak to Dannig to learn more about the unearthed Monsters.","","Speak to Dannig",[],0,"Speak to Dannig to learn more about the unearthed Monsters","",[],"",[4140],[4141],10,"",228,[]
512,56,0,[],[],"Quest Complete - You have defeated Olroth, Origin of the Fall and told the tale to Dannig.",1,"Quest Complete",[],0,"","",[],"",[4146],[],10,"",228,[]
513,56,1,[],[],"Return to Dannig to tell him of your triumph over Olroth, Origin of the Fall.","","Return to Dannig",[],0,"Return to Dannig to tell him of your triumph","",[],"",[4145],[],10,"",228,[]
514,56,2,[76],[],"Defeat Olroth, Origin of the Fall.","","Defeat Olroth",[],0,"Defeat Olroth","",[],"",[],[],10,"",228,[]
515,56,3,[75],[],"Search the area for signs of Olroth, Origin of the Fall.","","Search the area for signs of Olroth",[],0,"Search the area for signs of Olroth","",[],"",[],[],10,"",228,[]
516,56,4,[],[],"Bring an Expedition Logbook to Dannig to begin an Expedition.","","Travel to the Expedition",[],0,"Bring an Expedition Logbook to Dannig to begin an Expedition","",[],"",[4141],[],10,"",228,[]
517,57,0,[],[],"Quest Complete - You have learned about Azmeri Spirits and defeated the Hunted Monster.",1,"Quest Complete",[],0,"","",[],"",[4193],[],10,"",228,[]
518,57,1,[],[],"Speak to Delwyn, the Azmeri hunter in the Grelwood.","","Speak to Delwyn",[],0,"Speak to Delwyn","",[],"",[4192],[],10,"",228,[]
519,57,2,[5111],[],"Defeat the Hunted Monster.","","Defeat the Hunted Monster",[],0,"Defeat the Hunted Monster","",[],"",[],[],10,"",228,[]
520,57,3,[],[],"Track the Spirit as it leads you to a monster.","","Track the Spirit",[],0,"Track the Spirit","",[],"",[4191],[],10,"",228,[]
521,57,4,[],[],"Speak to Delwyn, the Azmeri hunter in the Grelwood.","","Speak to Delwyn",[],0,"Speak to Delwyn","",[],"",[4190],[],10,"",228,[]
522,58,0,[994],[],"Quest Complete - You have triggered the explosive.",1,"Quest Complete",[],0,"","",[323],"",[],[],10,"",228,[]
523,58,1,[998],[],"Locate the Buried Treasure in the centre of the Island.",1,"Locate the Buried Treasure",[],0,"Locate the Buried Treasure in the centre of the Island","",[323],"",[],[],10,"",228,[]
524,58,2,[993],[],"Pick up the Rotten Satchel Charge.","","Pick up the Rotten Satchel Charge",[],0,"Pick up the Rotten Satchel Charge","",[323],"",[],[],10,"",228,[]
525,58,3,[111],[],"Defeat Torrek of the Drowned Fleet.","","Defeat Torrek of the Drowned Fleet",[],0,"Defeat Torrek of the Drowned Fleet","",[323],"",[],[],10,"",228,[]
526,58,4,[997],[],"Locate the Captain of the Island.","","Locate the Captain",[],0,"Locate the Captain of the Island","",[323],"",[],[],10,"",228,[]
527,58,5,[996],[],"Release all the Souls bound within the Treasure around the Shipwrecks.","","Release the Trapped souls",[],0,"Release all the Souls bound within the Treasure around the Shipwrecks ","",[323],"",[],[],10,"",228,[]
528,58,6,[995],[],"Investigate the Shipwrecks around the edges of the Island.","","Investigate the Shipwrecks",[],0,"Investigate the Shipwrecks around the edges of the Island","",[323],"",[],[],10,"",228,[]
529,60,0,[],[],"Quest Complete - You have defeated a Map Boss. Defeating Map Bosses is a reliable way to obtain higher tier maps.",1,"Quest Complete",[],0,"","",[],"",[7],[],10,"",228,[]
530,60,1,[],[],"Defeat a Map Boss. Defeating Map Bosses is a reliable way to obtain higher tier maps.","","Defeat a Map Boss",[],0,"Defeat a Map Boss","",[],"",[4027],[7],10,"",228,[]
531,61,0,[],[],"Quest Complete - You have used a Precursor Tablet on a Tower and have modified many surrounding Maps.",1,"Quest Complete",[],0,"","",[],"",[4113],[],10,"",228,[]
532,61,1,[],[],"Place a Precursor Tablet into a Tower.","","Place a Tablet into a Tower",[],0,"Place a Precursor Tablet into a Tower","",[],"",[91],[],10,"",228,[]
533,61,2,[],[],"Take the Precursor Tablet that Doryani is offering to you.","","Take the Precursor Tablet",[],0,"Take the Precursor Tablet from Doryani","",[],"",[214],[],10,"",228,[]
534,61,3,[],[],"Speak to Doryani.","","Speak to Doryani",[],0,"Speak to Doryani","",[],"",[88],[],10,"",228,[]
535,61,4,[114],[],"Activate the Precursor Beacon.","","Activate the Precursor Beacon",[],0,"Activate the Precursor Beacon","",[],"",[],[],10,"",228,[]
536,61,5,[113],[],"Find the Precursor Beacon.","","Find the Precursor Beacon",[],0,"Find the Precursor Beacon","",[],"",[],[],10,"",228,[]
537,61,6,[],[],"Investigate the Tower in the distance.","","Investigate the Tower",[],0,"Investigate the Tower in the distance","",[],"",[4176],[],10,"",228,[]
538,68,0,[125],[],"Collect the Sands of TIme.","","Collect the Sands of TIme",[],0,"Collect the Sands of TIme","",[],"",[],[],10,"",228,[]
539,68,1,[124],[],"Enter the Confluence to begin the Trial of Time.","","Enter the Confluence to begin the Trial of Time",[],0,"Enter the Confluence to begin the Trial of Time","",[],"",[],[],10,"",228,[]
