"rownum","Id","MonsterTypesKey","i32_24","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","i32_128","i32_132","i32_136","TagsKeys","ExperienceMultiplier","[i32]_160","i32_176","i32_180","i32_184","CriticalStrikeChance","i32_192","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid_244","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32_376","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool_428","i32_429","i32_433","i32_437","i32_441","i32_445","i32_449","HASH16","bool_455","string_456"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid_576","i32_592","i32_596","[rid]_600","[rid]_616","i32_632","SinkAnimation_AOFile","bool_644","[rid]_645","bool_661","bool_662","bool_663","i32_664","i32_668","f32_672","i32_676","EPKFile","i32_688","MonsterConditionalEffectPacksKey","bool_708","bool_709","i32_710","bool_714","i32_715","i32_719","i32_723","i32_727","i32_731","i32_735","AddonMonsterTypeIndex","i32_755","i32_759","i32_763","i32_767","i32_771","bool_775","BossHealthBar","bool_777"
7124,"Metadata/Monsters/MossMonster/MossMonsterEmergeIceDelve",466,12,4,5,12,"[""Metadata/Monsters/MossMonster/MossMonster1.act""]","[""Metadata/Monsters/MossMonster/MossMonster_Ice.ao""]","Metadata/Monsters/MossMonster/MossMonster",[],1,"","",100,3,6,1,6,0,"[175,819,74,993,54,777,774,126,797,141,764,120,1143,30,31,765,811,801]",150,[],20,135,700,500,0,[397],"Metadata/Monsters/Standard.ais",[],"",5,"Frozen Titan","Titan gelé","Gefrorener Titan","凍ったタイタン","동결 거신","Titã Congelado","Замороженный титан","Titán congelado","Frozen Titan","冰凍石像",255,270,1170,[],[],"","","","",0,[],[10099],[],"",1,4,41,0,0,100,-5597,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,270,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueDelve/DelveMonsterBaseAddon""]",0,0,0,0,0,"","",""
7125,"Metadata/Monsters/ZombieDismember/ZombieDrownedPoison1Delve",90,8,3,6,8,"[""Metadata/Monsters/ZombieDismember/Zombie.act""]","[""Metadata/Monsters/ZombieDismember/ZombieMossy.ao""]","Metadata/Monsters/Zombies/ZombieCausticGroundOnDeath","[6370,6353]",1,"","",100,3,6,6,1,0,"[993,806,791,796,764,1143,765,149,118,73,801,52]",90,[],20,135,700,500,0,"[397,4731,4729]","Metadata/Monsters/Zombies/StrandZombie.ais",[],"",2,"Sutured Aberration","Aberration suturée","Geflickte Anomalie","縫合された異常者","봉합된 변이","Aberração Suturada","Сшитый кадавр","Aberración suturada","Sutured Aberration","纏絲腐屍",180,108,2400,[],[],"","","","",0,[],[10099],[630],"",1,4,100,0,0,6,-16073,"","","F","F","","","F","MS","F","","","",13,"","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,-5,5,0,108,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueDelve/DelveMonsterBaseAddon""]",0,0,0,0,0,"","",""
7126,"Metadata/Monsters/ZombieDismember/ZombieDrownedPoison2Delve",90,8,3,6,8,"[""Metadata/Monsters/ZombieDismember/Zombie.act""]","[""Metadata/Monsters/ZombieDismember/ZombieMossy.ao""]","Metadata/Monsters/Zombies/ZombieCausticGroundOnDeath","[6370,6353]",1,"","",100,3,6,6,1,0,"[993,806,791,796,764,1143,765,149,118,73,801,52]",90,[],20,135,700,500,0,"[397,4731,4729]","Metadata/Monsters/Zombies/StrandZombie.ais",[],"",2,"Sutured Aberration","Aberration suturée","Geflickte Anomalie","縫合された異常者","봉합된 변이","Aberração Suturada","Сшитый кадавр","Aberración suturada","Sutured Aberration","纏絲腐屍",180,108,2400,[],[],"","","","",0,[],[10099],[630],"",1,4,100,0,0,6,13059,"","","F","F","","","F","MS","F","","","",14,"","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,-5,5,0,108,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueDelve/DelveMonsterBaseAddon""]",0,0,0,0,0,"","",""
7127,"Metadata/Monsters/ZombieDismember/ZombieDrownedPoison3Delve",90,8,3,6,8,"[""Metadata/Monsters/ZombieDismember/Zombie3.act""]","[""Metadata/Monsters/ZombieDismember/ZombieMossy.ao""]","Metadata/Monsters/Zombies/ZombieCausticGroundOnDeath","[6370,6353]",1,"","",100,3,6,6,1,0,"[993,806,791,796,764,1143,765,149,118,73,801,52]",90,[],20,135,700,500,0,"[397,4731,4729]","Metadata/Monsters/Zombies/StrandZombie.ais",[],"",2,"Sutured Aberration","Aberration suturée","Geflickte Anomalie","縫合された異常者","봉합된 변이","Aberração Suturada","Сшитый кадавр","Aberración suturada","Sutured Aberration","纏絲腐屍",180,108,2400,[],[],"","","","",0,[],[10099],[630],"",1,4,100,0,0,6,-6646,"","","F","F","","","F","MS","F","","","",15,"","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,-5,5,0,108,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueDelve/DelveMonsterBaseAddon""]",0,0,0,0,0,"","",""
7128,"Metadata/Monsters/Snake/SnakeSpitDelve",734,30,3,6,8,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/Snake4/Snake4.ao""]","Metadata/Monsters/Snake/SnakeRanged",[],1,"","",100,2,6,6,2,0,"[72,993,787,774,807,803,795,1143,31,29,765,32,118,50]",125,[],20,135,700,500,0,[1582],"Metadata/Monsters/Snake/RangedSnakeDelve.ais",[],"",1,"Tunnel Asp","Aspic des tunnels","Tunnelnatter","坑道のアスプ","터널 독사","Víbora do Túnel","Тоннельный аспид","Víbora de túnel","Tunnel Asp","坑道角螲",100,94,1095,[],[],"","","","",0,[],[4675],[658],1,2,4,65,0,0,100,27843,"","","M","F","","","F","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueDelve/DelveMonsterBaseAddon""]",0,0,0,0,0,"","",""
7129,"Metadata/Monsters/Snake/SnakeSpitDelveSpectre",734,30,3,6,8,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/Snake4/Snake4.ao""]","Metadata/Monsters/Snake/SnakeRanged",[],1,"","",100,2,6,6,2,0,"[72,993,787,774,807,803,1143,31,29,765,32,118,50]",125,[],105,135,700,500,0,[1582],"Metadata/Monsters/Snake/RangedSnake.ais",[],"",1,"Tunnel Asp","Aspic des tunnels","Tunnelnatter","坑道のアスプ","터널 독사","Víbora do Túnel","Тоннельный аспид","Víbora de túnel","Tunnel Asp","坑道角螲",100,94,1095,[],[],"","","","",0,[],[4675],[658],1,2,4,65,0,0,100,-13524,"","","M","F","","","F","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueDelve/DelveMonsterBaseAddon""]",0,0,0,0,0,"","",""
7130,"Metadata/Monsters/Spirit/WraithDelve",1414,37,3,6,6,"[""Metadata/Monsters/Banshee/Wraith.act""]","[""Metadata/Monsters/Banshee/Wraith.ao""]","Metadata/Monsters/Banshee/Wraith",[],1,"","",100,2,6,9,9,0,"[34,993,814,119,791,796,803,764,1143,30,29,765,32,73]",120,[],20,135,700,500,0,"[2179,396]","Metadata/Monsters/Banshee/Wraith.ais",[],"",3,"Wraith","Spectre","Gespenst","レイス","악령","Aparição","Фантом","Tumulario","Wraith","怨靈",120,144,1755,[],[],"","","","",0,[],[],[],1,2,4,21,0,0,100,28688,"","","M","N","","","F","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"","","",0,0,0,144,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueDelve/DelveMonsterBaseAddon""]",0,0,0,0,0,"","",""
7131,"Metadata/Monsters/Spirit/WraithDelveSpectre",1414,37,3,6,6,"[""Metadata/Monsters/Banshee/Wraith.act""]","[""Metadata/Monsters/Banshee/Wraith.ao""]","Metadata/Monsters/Banshee/Wraith",[],1,"","",100,2,6,9,9,0,"[34,993,814,119,791,803,764,1143,30,29,765,32,73]",120,[],105,135,700,500,0,"[2179,396]","Metadata/Monsters/Banshee/Wraith.ais",[],"",3,"Wraith","Spectre","Gespenst","レイス","악령","Aparição","Фантом","Tumulario","Wraith","怨靈",120,144,1755,[],[],"","","","",0,[],[],[],1,2,4,21,0,0,100,-1992,"","","M","N","","","F","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"","","",0,0,0,144,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueDelve/DelveMonsterBaseAddon""]",0,0,0,0,0,"","",""
7132,"Metadata/Monsters/SummonedPhantasm/PhantasmDelve",1417,37,3,6,6,"[""Metadata/Monsters/SummonedPhantasm/SummonedPhantasm.act""]","[""Metadata/Monsters/SummonedPhantasm/SummonedPhantasm.ao""]","Metadata/Monsters/LeagueDelve/DelvePhantasm",[],1,"","",125,2,6,9,9,0,"[34,993,53,814,791,796,803,1143,30,29,765,32,73]",120,[],20,135,700,500,0,"[9058,9059]","Metadata/Monsters/SummonedPhantasm/SummonedPhantasmDelve.ais",[],"",10,"Primeval Phantasm","Apparition primitive","Urzeitliches Phantasma","太古のファンタズム","원시 환영","Fantasma Primitivo","Первобытный фантом","Fantasma Primitivo","ผีบรรพกาล","史前幻影",120,168,1755,[],[],"","","","",0,[],[],[],"",1,4,21,0,0,100,11645,"","","F","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,168,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7133,"Metadata/Monsters/AnimatedItem/AnimatedWeaponDelveEncounter1",1177,32,3,6,6,"[""Metadata/Monsters/AnimatedItem/AnimatedItemMapBossMinion.act""]","[""Metadata/Monsters/AnimatedItem/AnimatedItemDedicated.ao""]","Metadata/Monsters/AnimatedItem/AnimatedWeaponDelveEncounter",[13352],1,"","",100,2,1,2,9,0,"[74,993,814,779,776,796,803,764,1143,765,820]",100,[],135,135,700,500,0,[396],"Metadata/Monsters/NoAi.ais",[],"TwoHandSword",10,"Animated Weapon","Arme animée","Beseelte Waffe","アニメーティドウェポン","기동된 무기","Arma Animada","Оживлённое оружие","Arma Animada","อาวุธปลุกเสก","幻靈武器",110,100,1500,"[7530,7531]",[],"",15,"","",0,[],[],[],"",1,6,100,0,0,100,2321,"","","F","F","","","F","NS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7134,"Metadata/Monsters/AnimatedItem/AnimatedWeaponDelveEncounter2",1177,32,3,6,6,"[""Metadata/Monsters/AnimatedItem/AnimatedItemMapBossMinion.act""]","[""Metadata/Monsters/AnimatedItem/AnimatedItemDedicated.ao""]","Metadata/Monsters/AnimatedItem/AnimatedWeaponDelveEncounter",[13352],1,"","",100,2,1,2,9,0,"[74,993,814,779,776,796,803,764,1143,765,820]",100,[],135,135,700,500,0,[396],"Metadata/Monsters/NoAi.ais",[],"TwoHandSword",10,"Animated Weapon","Arme animée","Beseelte Waffe","アニメーティドウェポン","기동된 무기","Arma Animada","Оживлённое оружие","Arma Animada","อาวุธปลุกเสก","幻靈武器",110,100,1500,"[7530,7531]",[],"",15,"","",0,[],[],[],"",1,6,100,0,0,100,-569,"","","F","F","","","F","NS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7135,"Metadata/Monsters/AnimatedItem/AnimatedWeaponDelveEncounter3",1178,32,3,6,6,"[""Metadata/Monsters/AnimatedItem/AnimatedItemMapBossMinion.act""]","[""Metadata/Monsters/AnimatedItem/AnimatedItemDedicated.ao""]","Metadata/Monsters/AnimatedItem/AnimatedWeaponDelveEncounter",[13352],1,"","",100,2,1,2,9,0,"[74,993,814,779,776,796,803,764,1143,765,820]",125,[],135,135,700,500,0,[396],"Metadata/Monsters/NoAi.ais",[],"TwoHandSword",10,"Animated Weapon","Arme animée","Beseelte Waffe","アニメーティドウェポン","기동된 무기","Arma Animada","Оживлённое оружие","Arma Animada","อาวุธปลุกเสก","幻靈武器",125,138,1500,"[7530,7531]",[],"",15,"","",0,[],[],[],"",1,6,100,0,0,100,-24078,"","","F","F","","","F","NS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,138,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7136,"Metadata/Monsters/AnimatedItem/AnimatedWeaponDelveEncounter4__",1178,32,3,6,6,"[""Metadata/Monsters/AnimatedItem/AnimatedItemMapBossMinion.act""]","[""Metadata/Monsters/AnimatedItem/AnimatedItemDedicated.ao""]","Metadata/Monsters/AnimatedItem/AnimatedWeaponDelveEncounter",[13352],1,"","",100,2,1,2,9,0,"[74,993,814,779,776,796,803,764,1143,765,820]",125,[],135,135,700,500,0,[396],"Metadata/Monsters/NoAi.ais",[],"TwoHandSword",10,"Animated Weapon","Arme animée","Beseelte Waffe","アニメーティドウェポン","기동된 무기","Arma Animada","Оживлённое оружие","Arma Animada","อาวุธปลุกเสก","幻靈武器",125,138,1500,"[7530,7531]",[],"",15,"","",0,[],[],[],"",1,6,100,0,0,100,-19440,"","","F","F","","","F","NS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,138,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7137,"Metadata/Monsters/AnimatedItem/AnimatedWeaponDelveEncounter5",1179,32,3,6,6,"[""Metadata/Monsters/AnimatedItem/AnimatedItemMapBossMinion.act""]","[""Metadata/Monsters/AnimatedItem/AnimatedItemDedicated.ao""]","Metadata/Monsters/AnimatedItem/AnimatedWeaponDelveEncounter",[13352],1,"","",100,2,1,2,9,0,"[74,993,814,779,776,796,803,764,1143,765,820]",150,[],135,135,700,500,0,[396],"Metadata/Monsters/NoAi.ais",[],"TwoHandSword",10,"Animated Weapon","Arme animée","Beseelte Waffe","アニメーティドウェポン","기동된 무기","Arma Animada","Оживлённое оружие","Arma Animada","อาวุธปลุกเสก","幻靈武器",135,180,1500,"[7530,7531]",[],"",15,"","",0,[],[],[],"",1,6,100,0,0,100,-28334,"","","F","F","","","F","NS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,180,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7138,"Metadata/Monsters/AnimatedItem/AnimatedArmourDelve",1162,32,3,6,6,"[""Metadata/Monsters/AnimatedItem/AnimatedItemDelve.act""]","[""Metadata/Monsters/AnimatedItem/AnimatedItemDelve.ao""]","Metadata/Monsters/AnimatedItem/AnimatedItemDelve",[20729],1,"","",100,2,6,2,5,0,"[74,993,777,774,796,803,764,1143,30,31,765,810,820]",120,[],135,135,700,500,0,"[396,226]","Metadata/Monsters/AnimatedItem/AnimatedItemDelve.ais",[],"",10,"Animated Guardian","Gardien animé","Beseelter Wächter","アニメーティドガーディアン","기동된 수호자","Guardião Animado","Оживлённый страж","Guardián Animado","ผู้พิทักษ์ปลุกเสก","幻靈守衛",120,210,1500,[9703],[9638],"",9,26,"",0,[],[],[],"",1,6,100,0,0,100,-18634,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,210,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7139,"Metadata/Monsters/AnimatedItem/AnimatedArmourDelveTwoHand",1162,32,3,6,6,"[""Metadata/Monsters/AnimatedItem/AnimatedItemDelveTwoHand.act""]","[""Metadata/Monsters/AnimatedItem/AnimatedItemDelve.ao""]","Metadata/Monsters/AnimatedItem/AnimatedItemDelveTwoHand",[],1,"","",100,2,6,2,5,0,"[74,993,779,776,796,803,764,1143,30,31,765,810,820]",120,[],135,135,700,500,0,"[396,276,189]","Metadata/Monsters/AnimatedItem/AnimatedItemDelveTwoHand.ais",[],"",10,"Animated Guardian","Gardien animé","Beseelter Wächter","アニメーティドガーディアン","기동된 수호자","Guardião Animado","Оживлённый страж","Guardián Animado","ผู้พิทักษ์ปลุกเสก","幻靈守衛",120,210,1500,[9705],[],"",15,"","",0,[],[],[],"",1,6,100,0,0,100,-9766,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,210,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7140,"Metadata/Monsters/Garukhan/SandWarriorDelveEncounter",1963,39,2,6,10,"[""Metadata/Monsters/Garukhan/GarukhanNormalMinion.act""]","[""Metadata/Monsters/Garukhan/GarukhanNormalMinion.ao""]","Metadata/Monsters/Garukhan/Delve/GarukhanNormalMinion",[13352],1,"","",115,3,6,2,6,0,"[74,993,804,775,777,774,796,764,120,1143,31,765,820,811,79]",100,[],135,135,700,500,0,[396],"Metadata/Monsters/Standard.ais",[],"",6,"Sand Warrior","Guerrier des sables","Sandkrieger","砂の戦士","모래 전사","Guerreiro Arenoso","Песчаный воин","Guerrero de Arena","นักรบผืนทราย","沙兵衛士",120,100,1245,[9919],[9919],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,-281,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7141,"Metadata/Monsters/Garukhan/SandGoliathDelveEncounter_",1965,16,3,6,9,"[""Metadata/Monsters/Garukhan/GarukhanBigMinion.act""]","[""Metadata/Monsters/Garukhan/GarukhanBigMinion.ao""]","Metadata/Monsters/Garukhan/Delve/GarukhanBigMinion",[13352],1,"","",110,3,6,3,6,0,"[821,34,74,993,791,796,764,120,1143,30,31,765,32,811,79,801]",200,[],135,135,700,500,0,"[396,4644,4725]","Metadata/Monsters/MinerLarge/MinerLargeGarukhan.ais",[],"",6,"Sand Goliath","Goliath des sables","Sandgoliath","砂のゴライアス","모래 골리앗","Golias Arenoso","Песчаный гигант","Goliath de Arena","ยักษ์ผืนทราย","沙地巨獸",120,138,1755,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,16718,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,138,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7142,"Metadata/Monsters/Daemon/DelveSandsEncounterTornado",1220,12,1,6,6,"[""Metadata/Monsters/InvisibleFire/InvisibleFire.act""]","[""Metadata/Monsters/InvisibleFire/InvisibleFire.ao""]","Metadata/Monsters/InvisibleFire/InvisibleFire10SecDurationDelveSand",[],1,"","",100,2,6,6,8,0,"[813,34,74,993,792,791,1143,765,801]",100,[],135,135,700,500,0,[8496],"Metadata/Monsters/InvisibleFire/DelveStationaryTornado.ais",[],"",10,"Creeping Fire","Feu dévorant","Schleichendes Feuer","忍び寄る火","번지는 불","Fogo Trêmulo","Ползучий огонь","Fuego Acechante","ไฟคืบคลาน","潛伏之炎",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-15120,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7143,"Metadata/Monsters/Daemon/NinjaCopSandTornado",1220,18,1,6,6,"[""Metadata/Monsters/InvisibleFire/InvisibleFire.act""]","[""Metadata/Monsters/InvisibleFire/InvisibleFire.ao""]","Metadata/Monsters/InvisibleFire/InvisibleFire10SecDurationNinjaCop",[16889],1,"","",100,2,6,6,8,0,"[813,34,74,792,791,765,801]",100,[],135,135,700,500,0,[8500],"Metadata/Monsters/InvisibleFire/NinjaCopStationaryTornado.ais",[],"",10,"Creeping Fire","Feu dévorant","Schleichendes Feuer","忍び寄る火","번지는 불","Fogo Trêmulo","Ползучий огонь","Fuego Acechante","ไฟคืบคลาน","潛伏之炎",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-3655,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,1,[],[],0,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7144,"Metadata/Monsters/Daemon/DelveSandsEncounterSandstorm",1145,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/15SecondDurationDaemon",[],1,"","",100,1,6,6,9,0,"[993,792,814,818,791,1143,801]",100,[],135,135,700,500,0,[6081],"Metadata/Monsters/Daemon/ElderTornadoDaemon.ais",[],"",10,"Daemon","Démon","Dämon","デーモン","다이몬","Demônio","Демон","Demonio","ปีศาจ","惡魔",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-11061,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7145,"Metadata/Monsters/ChaosElemental/ChaosElementalDelveEncounter_",1473,22,3,6,7,"[""Metadata/Monsters/ChaosElemental/ChaosElemental.act""]","[""Metadata/Monsters/ChaosElemental/ChaosElemental.ao""]","Metadata/Monsters/ChaosElemental/Delve/ChaosElementalDelve",[13352],1,"","",126,3,6,3,6,0,"[821,34,769,74,993,119,791,141,796,764,1143,30,765,802,811]",125,[],105,105,700,500,0,"[396,4226,3292]","Metadata/Monsters/ChaosElemental/ChaosElementalSummoned.ais",[],"",4,"Chaos Sentinel","Sentinelle du chaos","Chaoswache","カオス・センチネル","카오스 파수꾼","Sentinela do Caos","Страж хаоса","Centinela de Caos","ทหารยามเคออส","混沌衛兵",125,156,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,32167,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",500,0,[],[],10,"","",[],"","",1,0,0,0,156,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7146,"Metadata/Monsters/ChaosElemental/ChaosElementalDelveEncounter2",1474,22,2,6,7,"[""Metadata/Monsters/ChaosElemental/ChaosElemental.act""]","[""Metadata/Monsters/ChaosElemental/ChaosElemental.ao""]","Metadata/Monsters/ChaosElemental/Delve/ChaosElementalDelve",[13352],1,"","",98,3,6,3,6,0,"[821,74,993,119,791,141,796,764,1143,30,31,765,802,811]",90,[],105,105,700,500,0,[396],"Metadata/Monsters/Standard.ais",[],"",4,"Chaos Fragment","Fragment du chaos","Chaosfragment","混沌の断片","카오스 조각","Fragmento do Caos","Осколок хаоса","Fragmento de Caos","ชิ้นส่วนเคออส","混沌裂片",90,99,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-30589,"","","M","N","","","M","MS","F","","","","","","",[],[],[],"",500,0,[],[],10,"","",[],"","",1,0,0,0,99,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7147,"Metadata/Monsters/LivingCrystal/DelveLivingCrystal",1684,32,3,6,8,"[""Metadata/Monsters/LivingCrystal/LivingCrystal.act""]","[""Metadata/Monsters/LivingCrystal/LivingCrystal.ao""]","Metadata/Monsters/LivingCrystal/LivingCrystalDelve",[13352],1,"","",95,1,6,3,6,0,"[821,34,74,993,791,768,796,803,1143,811]",100,[],105,105,700,500,0,[2318],"Metadata/Monsters/LivingCrystal/LivingCrystal.ais",[],"",10,"Energy Locus","Convergence d'énergies","Energie-Locus","エナジーローカス","에너지의 현장","Locus Enérgico","Локус энергии","Foco de Energía","โลคัสพลังงาน","能量軌跡",100,200,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-5404,"","","F","M","","","M","MS","M","","","",35,"","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7148,"Metadata/Monsters/Skeletons/SkeletonBowExplosiveArrowDelve1",513,21,2,6,40,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonBanditBowEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonBowBanditEmerge","[6370,6418]",1,"","",100,3,6,4,8,100,"[813,122,993,786,48,796,1143,31,765,822,32,51,802,73]",120,[],105,105,700,500,0,"[397,1069]","Metadata/Monsters/Skeletons/ArcherExplosiveArrow.ais",[],"",8,"Brittle Miner","Mineur frêle","Spröder Minenarbeiter","脆い炭鉱夫","말라붙은 광부","Mineiro Frágil","Хрупкий шахтёр","Minero quebradizo","Brittle Miner","殘骨礦工",90,132,1995,[14398],[7505],14397,13,"","",0,[],[],[],"",1,6,100,0,0,100,25415,"","","M","M","","","M","MS","M","","","","",32,"",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,132,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7149,"Metadata/Monsters/Skeletons/SkeletonBowExplosiveArrowDelve2",513,21,2,6,40,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonBanditBowEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonBowBanditEmerge","[6370,6418]",1,"","",100,3,6,4,8,100,"[813,122,993,786,48,796,1143,31,765,822,32,51,802,73]",120,[],105,105,700,500,0,"[397,1069]","Metadata/Monsters/Skeletons/ArcherExplosiveArrow.ais",[],"",8,"Brittle Miner","Mineur frêle","Spröder Minenarbeiter","脆い炭鉱夫","말라붙은 광부","Mineiro Frágil","Хрупкий шахтёр","Minero quebradizo","Brittle Miner","殘骨礦工",90,132,1995,[14398],[7505],14397,13,"","",0,[],[],[],"",1,6,100,0,0,100,-15768,"","","M","M","","","M","MS","M","","","","",32,"",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,132,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
