"rownum","string_0","string_8","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_16","i32_20","u16_24","string_26","[i32]_34"
198,"Crit1HShadow5","\""A masterful blend of audacity and discretion - that's the Azadi trademark. You'll know who made the kill, never who paid for it.\""","Un savant mélange d'audace et de discrétion, telle est la signature de la Maison Azadi. On saura toujours qui a frappé, jamais qui a commandité le meurtre.","\""Eine meisterhafte Mischung aus Kühnheit und Diskretion - das ist das Markenzeichen der Azadi. Ihr werdet wissen, wer den Mord verübt hat, aber nie, wer dafür zahlte.\""","\""A masterful blend of audacity and discretion - that's the Azadi trademark. You'll know who made the kill, never who paid for it.\""","과감성과 조심성의 절묘한 조합이야말로 아자디만의 특징이다. 죽인 자가 누구인지는 알 수 있지만, 돈을 댄 자가 누구인지는 절대 알 수 없다.","\""Azadi tem um estilo ousado e discreto. Todo mundo sabe quem matou, mas ninguém descobre quem pagou.\""","\""A masterful blend of audacity and discretion - that's the Azadi trademark. You'll know who made the kill, never who paid for it.\""","\""Una mezcla maestra de audacia y discreción: esa es la marca de Azadi. Sabrás quién cometió el asesinato, pero nunca quién pagó por él\"".","\""การผสมความกล้าหาญกับความรอบคอบเป็นแบบฉบับบ้านอะซาดิ\r\nเจ้าจะรู้จักคนลงมือ แต่ไม่มีวันรู้จักผู้ว่าจ้าง\""","愛札丁家族的事業講究過人膽識和謹小慎微的絕妙平衡。你不難發現殺手的身分，但絕對無法得知背後是何方神聖買兇。",189200,0,0,"ү","[0,1000]"
199,"Crit1HShadow6","Azadi's true currency wasn't coin. It was reputation. And reputation, once wounded, bled.","La vraie monnaie d'Azadi n'était pas l'or, mais la réputation. Une fois cette dernière blessée, elle s'est mise à saigner.","Die wahre Währung der Azadi waren keine Münzen. Es war ihr Ruf. Und der Ruf, einmal angekratzt, blutete.","Azadi's true currency wasn't coin. It was reputation. And reputation, once wounded, bled.","아자디의 진짜 화폐는 주화가 아니라, 평판이었다. 그리고 평판은 상처를 입으면 피를 흘렸다.","A moeda de Azadi não era ouro, mas reputação. E, quando sangrava, era pra valer.","Azadi's true currency wasn't coin. It was reputation. And reputation, once wounded, bled.","Azadi no comerciaba con monedas. Si no con reputación. Y la reputación, una vez herida, sangraba.","เงินตราที่แท้จริของบ้านอะซาดิมิใช่เหรียญใด แต่เป็นชื่อเสียง\r\nการเสื่อมเสียชื่อเสียงจะตามมาด้วยการหลั่งเลือด","對於愛札丁家族，名聲遠比金錢來得更有價值。金錢可失而復得，名聲一旦受創，便難以挽回信任。",159060,0,0,"ү","[0,1000]"
200,"Crit1HShadow7","Azadi contracts came sealed in wax. To break the seal was to accept the mark - and the consequences of failure.","Les contrats arrivaient scellés à la cire. Si vous rompiez le sceau, alors vous acceptiez d'abattre votre cible, ainsi que les conséquences d'un possible échec.","Aufträge hatten ein Siegel aus Wachs. Das Siegel zu brechen hieß, ihn zu akzeptieren - und die Konsequenzen im Falle eines Versagens.","Azadi contracts came sealed in wax. To break the seal was to accept the mark - and the consequences of failure.","청부 계약서는 밀랍으로 봉인되어 도착했다. 그 봉인을 뜯으면, 표적을 받아들이고 실패했을 때의 결과도 받아들이는 것이었다.","Os contratos de Azadi vinham selados. Romper o selo significava não apenas aceitar a missão, mas também as consequências do fracasso.","Azadi contracts came sealed in wax. To break the seal was to accept the mark - and the consequences of failure.","Los contratos de Azadi venían sellados con cera. Para romper el sello había que aceptar al objetivo, y también las consecuencias del fracaso.","สัญญาบ้านอะซาดิจะลงตราประทับขี้ผึ้งเอาไว้ การเปิดตรานี้คือการ\r\nรับเป้าหมายและผลลัพธ์ที่จะเกิดเมื่อล้มเหลว","工作合約以蠟塊密封。拆信即代表接受委託……以及失敗時的一切風險。",184153,0,0,"ү","[0,1000]"
201,"Crit1HShadow8","Each Azadi contract was coded - names obscured, motives buried. But the message was always the same: kill. ","Chaque contrat était codé : les noms étaient dissimulés, les motivations enfouies. Toutefois, le message restait identique : « Tuez untel ». ","Jeder Azadi-Auftrag war verschlüsselt - verborgene Namen, versteckte Motive. Aber die Botschaft war immer klar: Töte.","Each Azadi contract was coded - names obscured, motives buried. But the message was always the same: kill. ","청부 계약서는 모두 암호로 쓰여 있었다. 이름은 가려 있고, 동기는 묻혀 있었다. 하지만 요지는 늘 똑같았다. 죽여라.","Os contratos de Azadi eram codificados, sem nomes, sem explicações. Mas a mensagem era sempre a mesma: matar. ","Each Azadi contract was coded - names obscured, motives buried. But the message was always the same: kill. ","Cada contrato de Azadi estaba codificado: los nombres oscurecidos, los motivos ocultados. Pero el mensaje era siempre el mismo: mata.","สัญญาบ้านอะซาดิแต่ละสัญญาจะถูกลงรหัสเอาไว้... ปิดบังชื่อ ปิดบัง\r\nเจตนา แต่สารก็เหมือนกันเสมอ: ฆ่าทิ้ง","每份工作合約都經過加密……殺手無從得知買兇者的姓名與動機，但總能明確得知目的是置受害者於死地。 ",188125,0,0,"ү","[0,1000]"
202,"Crit1HShadow9","Some left trophies. Others left warnings. But all Azadins left a message: the job was done - and the debt had been paid. ","Certains laissaient des trophées. D'autres des avertissements. Cependant, tous les Azadins laissaient un message : la besogne était accomplie, et la dette acquittée. ","Manche hinterließen Trophäen. Andere Warnungen. Aber alle Azadi hinterließen eine Botschaft: Der Auftrag war erledigt - und die Schuld wurde beglichen.","Some left trophies. Others left warnings. But all Azadins left a message: the job was done - and the debt had been paid. ","살인의 증거를 남기는 자도 있고, 경고를 남기는 자도 있었다. 하지만 아자디 사람은 모두 메시지를 남겼다. 일이 끝났고, 빚이 청산되었다는 것.","Alguns deixavam troféus. Outros, avisos. Mas todo azadino deixava um recado: missão cumprida, dívida quitada. ","Some left trophies. Others left warnings. But all Azadins left a message: the job was done - and the debt had been paid. ","Algunos dejaban trofeos. Otros dejaban advertencias. Pero todos los Azadi dejaban un mensaje: el trabajo estaba hecho, y la deuda se había pagado.","บางคนทิ้งของ บางคนทิ้งคำเตือน แต่คนบ้านอะซาดินทุกคนทิ้งสาร:\r\nงานเสร็จแล้ว และมีการชดใช้ตามค่าจ้างไปแล้ว","愛札丁家族的殺手或留下戰利品或警語，但總是留下同樣的訊息：工作已完成……且債務已結清。 ",155438,0,0,"ү","[0,1000]"
203,"Crit1HShadow10","\""Everyone knows: renege on Azadi, and become their next target.\"" ","Chacun le sait : si l'on manque à sa parole envers la Maison Azadi, l'on devient sa prochaine cible. ","\""Jeder weiß: Brich dein Wort gegenüber einem Azadi und du wirst zu seinem nächsten Ziel.\""","\""Everyone knows: renege on Azadi, and become their next target.\"" ","아자디의 뒤통수를 치면 그들의 다음 표적이 된다는 것은 주지의 사실이었다.","\""Todo mundo sabe que, se trair Azadi, vira o próximo alvo.\"" ","\""Everyone knows: renege on Azadi, and become their next target.\"" ","\""Todo el mundo lo sabe: reniega de un Azadi, y te convertirás en su próximo objetivo\"". ","\""ใครต่อใครก็รู้ ผิดสัญญากับพวกอะซาดิเมื่อไร ก็เป็นเป้าหมายคนต่อ\r\nไป\""","所有人都深知對愛札丁家族背信，自己就會成為下一個受害者。 ",187341,0,0,"ү","[0,1000]"
204,"Crit1HShadow11","\""To last in House Azadi, you need to be dead inside - or skilled at making others so. Preferably both.\""","« Pour survivre dans la Maison Azadi, il faut être mort de l'intérieur, ou exceller à tuer les autres. De préférence les deux. »","\""Um im Haus Azadi zu bestehen, muss man innerlich tot sein - oder geschickt darin, es andere werden zu lassen. Am besten beides.\""","\""To last in House Azadi, you need to be dead inside - or skilled at making others so. Preferably both.\""","\""아자디 가문에서 살아남기 위해서는, 내면이 죽어 있거나 남들을 죽이는 데 뛰어나거나 둘 중 하나여야 한다. 둘 다라면 더 좋다.\""","\""Só sobrevive na casa Azadi quem já morreu por dentro ou quem sabe como matar por dentro. Melhor se for os dois.\""","\""To last in House Azadi, you need to be dead inside - or skilled at making others so. Preferably both.\""","\""Para durar en la Casa Azadi, tienes que estar muerto por dentro, o tener habilidad para hacer que otros lo estén. Preferiblemente las dos cosas\"".","\""เจ้าจะอยู่ได้ยาวในบ้านอะซาดิก็ต่อเมื่อเป็นคนตายด้าน หรือการทำให้\r\nคนอื่นตายด้าน ถ้าทำได้สองอย่างก็ดี\""","「想在愛札丁家族混口飯吃，你必須泯滅良心，或是擅於取人性命，兩者皆是尤佳。」",195032,0,0,"ү","[0,1000]"
205,"Crit1HShadow13","\""In Trarthus, life is cheap. We made sure death wasn't.\""\r\n - Ratha Azadi","« À Trarthus, la vie ne vaut rien. Nous avons fait en sorte que la mort ait un prix. » — Ratha Azadi","\""In Trarthus ist ein Leben nicht viel wert. Wir sorgten dafür, dass es beim Tod anders war.\"" \r\n– Ratha Azadi","\""In Trarthus, life is cheap. We made sure death wasn't.\""\r\n - Ratha Azadi","\""트라투스에서 삶은 싸구려다. 우리는 죽음이 싸구려가 되지 않게 손을 썼다.\"" - 라타 아자디","\""Em Trarthus, a vida é barata. Fazemos questão de valorizar a morte.\""\r\n- Ratha Azadi","\""In Trarthus, life is cheap. We made sure death wasn't.\""\r\n - Ratha Azadi","\""En Trarthus, la vida vale poco. Nos aseguramos de que la muerte no fuera así\"".\r\n - Ratha Azadi","\""ชีวิตในทาร์ทัสมีราคาถูกนัก เราทำให้ความตายมีราคาแพง\""\r\n- ราธา อะซาดิ","「在特拉特斯，人命不值多少錢。我們讓買兇成為一門好生意。」 - 菈妲．愛札丁",142770,0,0,"ү","[0,1000]"
206,"Crit1HShadowNoble1","{0} Azadi's was not a style. It was a standard - silent, surgical, untraceable.","Son style n'en était pas un à proprement parler. Il s'agissait plutôt d'une référence, silencieuse, chirurgicale, qui ne laissait aucune trace.","{0} Azadis Art war kein Stil. Sie war ein Standard - leise, präzise, ohne Spuren. ","{0} Azadi's was not a style. It was a standard - silent, surgical, untraceable.","그의 솜씨는 양식이 아니라, 규격이었다. 조용하고 정밀하며, 단서를 남기지 않는.","{0} Azadi não tinha estilo, mas um padrão: silencioso, cirúrgico e irrastreável.","{0} Azadi's was not a style. It was a standard - silent, surgical, untraceable.","{0} Azadi no era un estilo. Era un estándar: silencioso, quirúrgico, irrastreable.","วิธี​ของ{0} อะซาดิ​มิใช่​สไตล์ แต่​เป็น​มาตรฐาน... เงียบงัน เฉียบคม ไร้ร่องรอย","{0} Azadi's was not a style. It was a standard - silent, surgical, untraceable.",222718,0,0,"Ӈ","[1000,1000,1000]"
207,"Crit1HShadowNoble2","Where other Azadi painted death in crimson arcs, {0} delivered it with a whisper. ","Là où d'autres Azadi peignaient la mort en arcs écarlates, lui l'apportait dans un murmure. ","Andere Azadi malten den Tod in roten Schwüngen. {0} brachte ihn mit einem Flüstern.","Where other Azadi painted death in crimson arcs, {0} delivered it with a whisper. ","다른 아자디 사람들이 죽음을 진홍빛 호로 채색했을 때, 그는 속삭임으로 죽음을 전했다.","Enquanto outros azadinos faziam da morte um espetáculo sangrento, {0} a entregava num sussurro. ","Where other Azadi painted death in crimson arcs, {0} delivered it with a whisper. ","Donde los otros Azadi pintaban la muerte con arcos de color carmesí, {0} la entregaba con un susurro. ","คนบ้าน​อะซาดิ​คน​อื่น​วาด​ความตาย​ด้วย​โลหิต​เป็น​วง​โค้ง ขณะ​ที่​{0}​ส่งความตาย​ด้วย​เสียงกระซิบ","Where other Azadi painted death in crimson arcs, {0} delivered it with a whisper. ",233153,0,0,"Ӈ","[1000,1000,1000]"
208,"Crit1HShadowNoble3","In a House that prized spectacle, {0} Azadi offered none - only results. ","Dans une Maison qui chérissait l'apparat, il offrait seulement des résultats. ","In einem Haus, das große Auftritte schätzte, steuerte {0} Azadi keine bei - nur Resultate.","In a House that prized spectacle, {0} Azadi offered none - only results. ","볼거리를 중시하는 가문에서, 그는 볼거리를 전혀 주지 않았다. 그저 결과를 냈을 뿐.","Numa casa que vivia de espetáculo, {0} Azadi só entregava uma coisa: resultado. ","In a House that prized spectacle, {0} Azadi offered none - only results. ","En una Casa que se preciaba por su espectáculo, {0} Azadi no ofrecía ninguno: solo resultados. ","ใน​บ้าน​ที่​ยกย่อง​การ​แสดง {0} อะซาดิ​มิได้​ให้การ​แสดง​ใด ให้​เพียง​ผลลัพธ์​​เท่านั้น","In a House that prized spectacle, {0} Azadi offered none - only results. ",257934,0,0,"Ӈ","[1000,1000,1000]"
209,"Crit1HShadowNoble4","\""Trarthans never forget a debt. When the Ezomytes rebelled against the Empire, even though centuries had passed, we came to their aid.\""","« Les Trarthiens n'oublient jamais une dette. Quand les Ézomytes se sont rebellés contre l'Empire, nous sommes venus à leur aide même si des siècles s'étaient écoulés. »","\""Trarthaner vergessen nie eine Schuld. Als die Ezomyten gegen das Kaiserreich rebellierten, eilten wir ihnen zu Hilfe, auch wenn schon Jahrhunderte vergangen waren.\""","\""Trarthans never forget a debt. When the Ezomytes rebelled against the Empire, even though centuries had passed, we came to their aid.\""","\""트라투스인은 빚을 지면 절대로 잊지 않는다. 에조미어인이 제국에 반기를 들었을 때, 수 세기가 지난 후였는데도 우리는 그들을 도왔다.\""","\""Os trarthanos não esquecem uma dívida. Quando os ezomytas se levantaram contra o Império, séculos depois, nós os ajudamos.\""","\""Trarthans never forget a debt. When the Ezomytes rebelled against the Empire, even though centuries had passed, we came to their aid.\""","\""Los trarthanos nunca olvidan una deuda. Cuando los ezomitas se rebelaron contra el imperio, aunque hubieran pasado siglos, acudimos en su ayuda\"".","\""ชาวทาร์ทานไม่เคยลืมหนี้ เมื่อพวกเอโซไมต์กบฏต่อจักรวรรดิ ไม่ว่าจะ\r\nผ่านมาหลายศตวรรษ เราก็ไปช่วยเหลือพวกเขา\""","\""Trarthans never forget a debt. When the Ezomytes rebelled against the Empire, even though centuries had passed, we came to their aid.\""",207374,0,0,"Ӈ","[1000,1000,1000]"
210,"Crit1HShadowNoble5","\""Once our debts were paid to the Ezomytes and the Karui, we considered ourselves even. After that... well, might makes right.\""","« Une fois notre dette acquittée envers les Ézomytes et les Karuis, nous avons estimé que nous étions quittes. Après ça… disons que la force fait loi. »","\""Nachdem wir unsere Schulden gegenüber den Ezomyten und den Karui beglichen hatten, waren wir quitt. Danach … nun, der Stärkere gewinnt.\""","\""Once our debts were paid to the Ezomytes and the Karui, we considered ourselves even. After that... well, might makes right.\""","\""우리는 에조미어인과 카루이인에게 빚을 갚은 후로, 그들과 동등해졌다고 생각했다. 그 후로는... 힘이 곧 답이다.\""","\""Pagamos o que devíamos aos ezomytas e aos karui, e as contas se acertaram. A partir dali... passou a valer a lei do mais forte.\""","\""Once our debts were paid to the Ezomytes and the Karui, we considered ourselves even. After that... well, might makes right.\""","\""Una vez que hubimos pagado nuestras deudas a los ezomitas y los karui, nos consideramos a mano. Luego de eso… bueno, el poder otorga la razón\"".","\""เมื่อพวกเราชดใช้หนี้ที่ติดค้างต่อพวกเอโซไมต์และคารุย เราเลยคิด\r\nเสียว่าหายกันแล้ว จากนั้น... อำนาจก็คือความชอบธรรม\""","\""Once our debts were paid to the Ezomytes and the Karui, we considered ourselves even. After that... well, might makes right.\""",256260,0,0,"Ӈ","[1000,1000,1000]"
211,"MiscScion1","The Merchant Council gave Trarthus a mask of order. Those who can't wear it are cast out.","Le Conseil des marchands a donné à Trarthus un semblant d'ordre. Ceux qui refusent de s'y plier sont exclus.","Der Rat der Händler gab Trarthus eine Maske aus Ordnung. Die, die sie nicht tragen können, werden ausgestoßen.","The Merchant Council gave Trarthus a mask of order. Those who can't wear it are cast out.","상인 의회는 트라투스에 질서의 가면을 주었다. 가면을 쓰지 못하는 자는 축출된다.","O conselho dos comerciantes deu a Trarthus uma fachada de ordem. Quem não se encaixa, é descartado.","The Merchant Council gave Trarthus a mask of order. Those who can't wear it are cast out.","El Concilio de mercaderes le dio a Trarthus una máscara de orden. Quienes no pudiesen usarla, serían desterrados.","สภาพ่อค้ามอบหน้ากากความเป็นระเบียบให้กับทาร์ทัส คนที่สวม\r\nหน้ากากนี้ไม่ได้จะถูกไล่ออกไป","商會給予特拉特斯一只秩序的面具，無法遵從者只能另尋他處。",139558,0,0,"ү","[0,1000]"
212,"MiscScion2","Though they would not rule for years, the Bardiyans helped shape Trarthus - quiet power moving behind every deal and coin exchange.","Même s'ils n'allaient gouverner que bien des années plus tard, les Bardiyens ont contribué à forger Trarthus ; une influence discrète à l'œuvre derrière chaque transaction et échange de monnaie.","Auch wenn ihre Herrschaft noch in weiter Ferne lag, halfen die Bardiyans, Trarthus zu formen - eine leise Macht hinter jedem Handel und jeder Transaktion.","Though they would not rule for years, the Bardiyans helped shape Trarthus - quiet power moving behind every deal and coin exchange.","바르디야 가문은 오랫동안 통치하지는 못하였으나 지금의 트라투스를 만드는 데 이바지했다. 그들은 모든 거래와 주화의 교환 뒤에서 소리 없이 움직이는 힘이었다.","Mesmo sem governar por anos, os bardiyanos ajudaram a moldar Trarthus, um poder silencioso presente em cada acordo e troca de moeda.","Though they would not rule for years, the Bardiyans helped shape Trarthus - quiet power moving behind every deal and coin exchange.","Aunque no gobernaron durante muchos años, los Bardiya ayudaron a darle forma a Trarthus. Fueron un poder silencioso detrás de cada trato e intercambio comercial.","แม้พวกเขาไม่ได้ปกครองหลายปี แต่คนบ้านบาร์ดิยาช่วยก่อร่างสร้าง\r\nทาร์ทัสขึ้นมา เป็นพลังเงียบเบื้องหลังข้อตกลงและเหรียญทั้งหมด","巴迪亞家族並無實際治理，但他們成功將自己的影響力擴及特拉特斯的各行各業。",150219,0,0,"ү","[0,1000]"
213,"MiscScion3","The first Bardiyan vault was carved into Korathin's bedrock - long before the city rose above it.","La première chambre forte bardiyenne fut creusée dans les fondations de Korathin, bien avant que la cité ne s'élève au-dessus.","Die erste Tresorkammer der Bardiya wurden in den Felsboden von Korathin gehauen - lange bevor die Stadt darüber erbaut wurde.","The first Bardiyan vault was carved into Korathin's bedrock - long before the city rose above it.","최초의 바르디야 금고는 도시가 그 위에 들어서기 오래전, 코라틴의 기반암을 파낸 곳에 만들어졌다.","O primeiro cofre dos bardiyanos foi escavado no nadir de Korathin, muito antes de a cidade existir.","The first Bardiyan vault was carved into Korathin's bedrock - long before the city rose above it.","La primera bóveda Bardiya se construyó en los cimientos de Korathin, mucho antes de la ciudad que luego se erigiría encima.","คลังบ้านบาร์ดิยาคลังแรกถูกขุดขึ้มาที่หินดานของโคราธิน... ก่อนที่\r\nจะมีนครอยู่เหนือที่นั่นมาเนิ่นนาน","早在科拉廷這座城市達到今日的規模之前，巴迪亞家族便已在基岩鑿出他們的首座金庫。",166428,0,0,"ү","[0,1000]"
214,"MiscScion4","While the Keitans laid stone, the Bardiyans moved coin. One built a city in broad daylight. The other ran it from the shadows.","Pendant que les Keitiens posaient la pierre, les Bardiyens faisaient circuler l'or. Les uns bâtirent une ville en plein jour. Les autres la dirigeaient depuis l'ombre.","Während die Keita Steine bewegten, bewegten die Bardiya Münzen. Die einen erbauten die Stadt im hellen Tageslicht. Die anderen beherrschten sie aus den Schatten.","While the Keitans laid stone, the Bardiyans moved coin. One built a city in broad daylight. The other ran it from the shadows.","케이타 가문이 돌을 까는 동안, 바르디야 가문은 돈을 움직였다. 한쪽은 백주 대낮에 도시를 건설했고, 한쪽은 그림자 속에서 도시를 운영했다.","Enquanto os keitanos levantavam muros, os bardiyanos faziam o dinheiro girar. Um construiu a cidade à luz do dia. O outro, no escuro.","While the Keitans laid stone, the Bardiyans moved coin. One built a city in broad daylight. The other ran it from the shadows.","Mientras los Keita colocaban piedras, los Bardiya circulaban dinero. Uno construyó una ciudad a la luz del día. El otro la gobernó desde las sombras.","ยามที่บ้านเคย์ทาวางหิน บ้านบาร์ดิยาก็เคลื่อนเหรียญ บ้านหนึ่งสร้าง\r\nเมืองกลางแจ้ง อีกบ้านคุมเมืองจากเงามืด","當凱塔家族操控奴隸築起城牆時，巴迪亞家族則四處調度財權。\r\n一方在陽光下建城，另一方則在陰影中維持城市的營運。",158910,0,0,"ү","[0,1000]"
215,"MiscScion5","Before the wars, there was trade. Keitan muscle, Bardiyan mind. Neither trusted the other - but both saw profit.","Avant les guerres, il y avait le commerce. La force keitienne, l'esprit bardiyen. Aucun ne faisait confiance à l'autre, mais tous deux y trouvaient leur compte.","Vor den Kriegen gab es den Handel. Die Muskeln der Keita, den Verstand der Bardiya. Keiner vertraute dem anderen - aber beide sahen den Profit.","Before the wars, there was trade. Keitan muscle, Bardiyan mind. Neither trusted the other - but both saw profit.","전쟁이 있기 전, 교역이 있었다. 케이타의 근력, 바르디야의 지력. 어느 쪽도 상대를 믿지 않았지만, 양쪽 모두 이익의 기회를 보았다.","Antes das guerras, havia o comércio. Os keitanos usavam a força, os bardiyanos, a cabeça. Desconfiavam um do outro, mas contavam o mesmo ouro.","Before the wars, there was trade. Keitan muscle, Bardiyan mind. Neither trusted the other - but both saw profit.","Antes de las guerras, había comercio. Fuerza Keita, mente Bardiya. Ninguno confiaba en el otro, pero los dos obtuvieron ganancias.","ก่อนที่จะมีสงครามก็มีการค้าขาย เคย์ทานมีกำลัง บาร์ดิยามีปัญญา\r\nไม่มีบ้านไหนไว้ใจกันและกัน แต่ต่างฝ่ายต่างเห็นกำไร","在商戰爆發前，家族間仍從事貿易：凱塔家族提供勞力、巴迪亞家族從事謀劃。雙方對彼此毫不信任……但仍認為有利可圖。",152906,0,0,"ү","[0,1000]"
216,"MiscScion6","No two Trarthan forefathers were more opposed - in ideology or in temperament - than Ixan Keita and Quilon Bardiya.  ","Aucun précurseur trarthien n'était plus diamétralement opposé qu'Ixan Keita et Quilon Bardiya, tant par l'idéologie que par le tempérament.  ","Es gab keine zwei trarthanischen Vorväter, die gegensätzlicher waren - sowohl in ihrer Ideologie, als auch ihrem Temperament - als Ixan Keita und Quilon Bardiya.","No two Trarthan forefathers were more opposed - in ideology or in temperament - than Ixan Keita and Quilon Bardiya.  ","트라투스의 시조들 중, 이상 면에서나 기질 면에서나 익산 케이타와 퀼론 바르디야만큼 서로 반대되는 이들은 없었다.","Nenhum outro par fundou Trarthus com ideias tão opostas em termos de ideologia e temperamento quanto Ixan Keita e Quilon Bardiya.  ","No two Trarthan forefathers were more opposed - in ideology or in temperament - than Ixan Keita and Quilon Bardiya.  ","No hubo dos precursores más opuestos, tanto en ideología como en temperamento, que Ixan Keita y Quilon Bardiya.","ไม่มีผู้ก่อตั้งทาร์ทานสองคนไหนที่ขัดแย้งกันทั้งในคติและนิสัย\r\nไปกว่าอิกซาน เคย์ทาและควีลอน บาร์ดิยา","沒有人能比伊珊．凱塔和奇隆．巴迪亞這兩位特拉特斯創始期的要角更加看對方不順眼，不論是在理念上或氣質上。",175447,0,0,"ү","[0,1000]"
217,"MiscScion7","Keita and Bardiya's rivalry erupted across Trarthus - supply lines cut, coin vanished, and not a single soldier raised. ","La rivalité entre Keita et Bardiya éclata dans Trarthus : le ravitaillement fut interrompu, l'or s'évapora, sans qu'un seul guerrier ne soit mobilisé. ","Die Rivalität zwischen Keita und Bardiya überzog ganz Trarthus - unterbrochene Versorgungswege, verschwundenes Geld und das ohne einen einzigen Soldaten.","Keita and Bardiya's rivalry erupted across Trarthus - supply lines cut, coin vanished, and not a single soldier raised. ","케이타와 바르디야의 경쟁 구도가 트라투스 전역에서 불거졌다. 보급로가 끊기고 돈이 사라졌으며 군인이 한 명도 육성되지 않았다.","A rivalidade entre Keita e Bardiya eclodiu em Trarthus. Rotas de suprimento foram cortadas e moedas sumiram sem que um soldado sequer fosse necessário. ","Keita and Bardiya's rivalry erupted across Trarthus - supply lines cut, coin vanished, and not a single soldier raised. ","La rivalidad de Keita y Bardiya estalló en todo Trarthus: se cortaron las cadenas de suministros, se desvaneció el dinero y ni un soldado.","ความเป็นอริกันระหว่างเคย์ทาและบาร์ดิยาปะทุไปทั่วทาร์ทัส\r\nตัดเส้นเสบียง เหรียญสูญหาย ไม่มีทหารรับจ้างอยู่","凱塔和巴迪亞之間的競爭影響了整個特拉特斯，造成補給線阻隔、財源斷絕，也沒有士兵願意響應號召。",173560,0,0,"ү","[0,1000]"
218,"MiscScion8","Keita demanded tribute. Bardiya and Azadi refused. The result: starvation, sabotage, and blood in the streets of Korathin. ","Keita exigea son dû. Bardiya et Azadi s'y opposèrent. Il en résulta une période de disette, de destruction. Le sang se déversa dans les rues de Korathin. ","Keita verlangte Tribut. Bardiya und Azadi weigerten sich. Das Ergebnis: Hunger, Sabotage und Blut in den Straßen von Korathin.","Keita demanded tribute. Bardiya and Azadi refused. The result: starvation, sabotage, and blood in the streets of Korathin. ","케이타는 공물을 요구했고, 바르디야와 아자디는 거부했다. 그 결과로 코라틴의 거리에는 기아와 파괴, 유혈 사태가 횡행했다.","Keita exigiu tributo. Bardiya e Azadi se recusaram. Depois veio a fome, a sabotagem e o banho de sangue nas ruas de Korathin. ","Keita demanded tribute. Bardiya and Azadi refused. The result: starvation, sabotage, and blood in the streets of Korathin. ","Keita exigió tributo. Bardiya y Azadi se negaron. El resultado fue hambruna, sabotaje y sangre en las calles de Korathin.","บ้านเคย์ทาสั่งให้มอบบรรณาการ บ้านบาร์ดิยาและอะซาดิปฏิเสธ\r\nเกิดความอดอยาก การบ่อนทำลาย และนองเลือดทั่วถนนโคราธิน","凱塔要求貢禮，但巴迪亞和愛札丁拒絕遵從。最後讓科拉廷餓莩遍野、暴力和血腥事件層出不窮。",176743,0,0,"ү","[0,1000]"
219,"MiscScion9","Bardiya won their struggle with Keita. Coin proved more vital to Trarthus than all the slaves Keita could whip into labour.","Bardiya l'emporta dans son conflit avec Keita. L'argent s'avéra plus crucial pour Trarthus que tous les esclaves que Keita pouvait mener au fouet.","Bardiya ging aus dem Kampf mit Keita siegreich hervor. Es stellte sich heraus, dass Geld in Trarthus wichtiger war als all die Sklaven, die Keita zur Arbeit peitschen konnte.","Bardiya won their struggle with Keita. Coin proved more vital to Trarthus than all the slaves Keita could whip into labour.","바르디야가 케이타와의 투쟁에서 승리했다. 트라투스에는 케이타 가문이 채찍질하며 노역을 시킬 수 있는 그 많은 노예보다는 돈이 더 중했던 것이다.","Bardiya venceu a disputa com Keita. O dinheiro se mostrou mais valioso para Trarthus do que todos os escravos que Keita podia forçar ao trabalho.","Bardiya won their struggle with Keita. Coin proved more vital to Trarthus than all the slaves Keita could whip into labour.","Bardiya ganó su enfrentamiento contra Keita. El dinero probó ser más importante para Trarthus que todos los esclavos que Keita podía azotar.","บาร์ดิยาชนะการต่อสู้กับเคย์ทา เหรียญมีค่ากับทาร์ทัสมากไปกว่า\r\nทาสทุกคนที่เคย์ทาเฆี่ยนตีให้ทำงานได้","最終巴迪亞在鬥爭中勝過了凱塔。事實證明，對特拉特斯來說，錢財比凱塔手下奴役的奴隸重要多了。",153091,0,0,"ү","[0,1000]"
