"rownum","Id","Tier","Mod","[i32]_28","[rid]_44","Icon","Type","Achievements"
1959,"ElementalDamageReflectImmunePhysicalReflectDamageTaken",1,34881,"[3,4]","[0,1,3]","Art/2DArt/SkillIcons/passives/elementalist.dds",0,[]
1960,"PhysicalDamageReflectImmuneElementalReflectDamageTaken",1,34882,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/OneHandedPhysicalAndLeechNotable.dds",0,[]
1961,"DamageYouReflectGainedAsLife",1,34883,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeRecoupNotable.dds",0,[]
1962,"DamageYouReflectGainedAsLife",2,34884,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeRecoupNotable.dds",0,[]
1963,"LifeRecoveryRateReducedMaximumLife",1,34885,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeRecoupNotable.dds",0,[]
1964,"LifeRecoveryRateReducedMaximumLife",2,34886,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeRecoupNotable.dds",0,[]
1965,"EnergyShieldRecoveryRateReducedLocalEnergyShield",1,34887,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/EssenceSurge.dds",0,[]
1966,"EnergyShieldRecoveryRateReducedLocalEnergyShield",2,34888,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/EssenceSurge.dds",0,[]
1967,"ManaRecoveryRateReducedMaximumMana",1,34889,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/deepthoughts.dds",0,[]
1968,"ManaRecoveryRateReducedMaximumMana",2,34890,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/deepthoughts.dds",0,[]
1969,"LifeRegenOnLowLife",1,34891,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeRecoupNotable.dds",0,[]
1970,"LifeRegenOnLowLife",2,34892,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeRecoupNotable.dds",0,[]
1971,"EnergyShieldRegenOnLowLife",1,34893,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/EssenceSurge.dds",0,[]
1972,"EnergyShieldRegenOnLowLife",2,34894,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/EssenceSurge.dds",0,[]
1973,"SpellProjectileBlockReducedAttackProjectileBlock",1,34895,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/ProjectileSpellBlockNotable.dds",0,[]
1974,"SpellProjectileBlockReducedAttackProjectileBlock",2,34896,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/ProjectileSpellBlockNotable.dds",0,[]
1975,"AttackProjectileBlockReducedSpellProjectileBlock",1,34897,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/ProjectileSpellBlockNotable.dds",0,[]
1976,"AttackProjectileBlockReducedSpellProjectileBlock",2,34898,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/ProjectileSpellBlockNotable.dds",0,[]
1977,"ElusiveOnLowLifeReducedElusiveEffect",1,34899,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/ElusiveNotable.dds",0,[]
1978,"ElusiveOnLowLifeReducedElusiveEffect",2,34900,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/ElusiveNotable.dds",0,[]
1979,"CannotBeStunnedOnLowLifeDamageTakenOnLowLife",1,34901,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/Unfaltering.dds",0,[]
1980,"CannotBeStunnedOnLowLifeDamageTakenOnLowLife",2,34902,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/Unfaltering.dds",0,[]
1981,"ConsecratedGroundAilmentImmunityConsecratedGroundEffect",1,34903,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/LightOfDivinity.dds",0,[]
1982,"ConsecratedGroundEffectConsecratedGroundArea",1,34904,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/LightOfDivinity.dds",0,[]
1983,"ConsecratedGroundEffectConsecratedGroundArea",2,34905,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/LightOfDivinity.dds",0,[]
1984,"GuardSkillCooldownRecoveryGuardDuration",1,34906,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds",0,[]
1985,"GuardSkillCooldownRecoveryGuardDuration",2,34907,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds",0,[]
1986,"DebuffTimePassed",1,34908,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
1987,"DebuffTimePassed",2,34909,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
1988,"AvoidAilmentsFromCriticalStrikes",1,34910,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/elementalist.dds",0,[]
1989,"AvoidAilmentsFromCriticalStrikes",2,34911,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/elementalist.dds",0,[]
1990,"CounterattacksMoreDamageCounterattackCooldownRecovery",1,34912,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/ambidexterity.dds",0,[]
1991,"CounterattacksMoreDamageCounterattackCooldownRecovery",2,34913,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/ambidexterity.dds",0,[]
1992,"FortificationDurationMaximumFortification",1,34914,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/FortifyNotable2.dds",0,[]
1993,"FortificationDurationMaximumFortification",2,34915,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/FortifyNotable2.dds",0,[]
1994,"NumberOfCorpsesReducedCorpseLife",1,34916,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/CorpsesNotable.dds",0,[]
1995,"NumberOfCorpsesReducedCorpseLife",2,34917,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/CorpsesNotable.dds",0,[]
1996,"NumberOfCorpsesReducedCorpseLife2h",1,34918,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/CorpsesNotable.dds",0,[]
1997,"NumberOfCorpsesReducedCorpseLife2h",2,34919,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/CorpsesNotable.dds",0,[]
1998,"CorpseLifeReducedNumberOfCorpses",1,34920,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/CorpsesNotable.dds",0,[]
1999,"CorpseLifeReducedNumberOfCorpses",2,34921,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/CorpsesNotable.dds",0,[]
2000,"CorpseLifeReducedNumberOfCorpses2h",1,34922,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/CorpsesNotable.dds",0,[]
2001,"CorpseLifeReducedNumberOfCorpses2h",2,34923,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/CorpsesNotable.dds",0,[]
2002,"MinionCooldownRecoveryReducedMinionDuration",1,34924,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
2003,"MinionCooldownRecoveryReducedMinionDuration",2,34925,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
2004,"MinionCooldownRecoveryReducedMinionDuration2h",1,34926,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
2005,"MinionCooldownRecoveryReducedMinionDuration2h",2,34927,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
2006,"MinionDurationReducedCooldownRecovery",1,34928,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
2007,"MinionDurationReducedCooldownRecovery",2,34929,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
2008,"MinionDurationReducedCooldownRecovery2h",1,34930,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
2009,"MinionDurationReducedCooldownRecovery2h",2,34931,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
2010,"MinionAreaOfEffectReducedDamage",1,34932,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/AreaofEffectofMinionsNode.dds",0,[]
2011,"MinionAreaOfEffectReducedDamage",2,34933,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/AreaofEffectofMinionsNode.dds",0,[]
2012,"MinionAreaOfEffectReducedDamage2h",1,34934,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/AreaofEffectofMinionsNode.dds",0,[]
2013,"MinionAreaOfEffectReducedDamage2h",2,34935,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/AreaofEffectofMinionsNode.dds",0,[]
2014,"MinionElementalResistanceReducedChaosResistance",1,34936,"[3,4]","[0,1,3]","Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2015,"MinionElementalResistanceReducedChaosResistance",2,34937,"[3,4]","[0,1,3]","Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2016,"MinionElementalResistanceReducedChaosResistance2h",1,34938,"[3,4]","[0,1,3]","Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2017,"MinionElementalResistanceReducedChaosResistance2h",2,34939,"[3,4]","[0,1,3]","Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2018,"MinionChaosResistanceReducedElementalResistance",1,34940,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/MinionChaosResistanceNode.dds",0,[]
2019,"MinionChaosResistanceReducedElementalResistance",2,34941,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/MinionChaosResistanceNode.dds",0,[]
2020,"MinionChaosResistanceReducedElementalResistance2h",1,34942,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/MinionChaosResistanceNode.dds",0,[]
2021,"MinionChaosResistanceReducedElementalResistance2h",2,34943,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/MinionChaosResistanceNode.dds",0,[]
2022,"MinionArmour",1,34944,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2023,"MinionArmour",2,34945,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2024,"MinionArmour2h",1,34946,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2025,"MinionArmour2h",2,34947,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2026,"MinionEvasion",1,34948,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2027,"MinionEvasion",2,34949,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2028,"MinionEvasion2h",1,34950,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2029,"MinionEvasion2h",2,34951,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2030,"MinionSpellSuppressionChanceReducedEvasion",1,34952,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2031,"MinionSpellSuppressionChanceReducedEvasion",2,34953,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2032,"MinionSpellSuppressionChanceReducedEvasion2h",1,34954,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2033,"MinionSpellSuppressionChanceReducedEvasion2h",2,34955,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2034,"MinionLifeReducedLifeRecoveryRate",1,34956,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2035,"MinionLifeReducedLifeRecoveryRate",2,34957,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2036,"MinionLifeReducedLifeRecoveryRate2h",1,34958,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2037,"MinionLifeReducedLifeRecoveryRate2h",2,34959,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2038,"MinionLifeRecoveryRateReducedMaximumLife",1,34960,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2039,"MinionLifeRecoveryRateReducedMaximumLife",2,34961,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2040,"MinionLifeRecoveryRateReducedMaximumLife2h",1,34962,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2041,"MinionLifeRecoveryRateReducedMaximumLife2h",2,34963,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2042,"MinionLifeAsExtraEnergyShieldReducedElementalResistance",1,34964,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2043,"MinionLifeAsExtraEnergyShieldReducedElementalResistance",2,34965,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2044,"MinionLifeAsExtraEnergyShieldReducedElementalResistance2h",1,34966,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2045,"MinionLifeAsExtraEnergyShieldReducedElementalResistance2h",2,34967,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2046,"MinionMaximumElementalResistances",1,34968,"[3,4]","[0,1,3]","Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2047,"MinionMaximumElementalResistances2h",1,34969,"[3,4]","[0,1,3]","Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2048,"MinionBlindOnHitChance",1,34970,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2049,"MinionBlindOnHitChance",2,34971,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2050,"MinionBlindOnHitChance2h",1,34972,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2051,"MinionBlindOnHitChance2h",2,34973,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2052,"MinionHinderOnHitChance",1,34974,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2053,"MinionHinderOnHitChance",2,34975,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2054,"MinionHinderOnHitChance2h",1,34976,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2055,"MinionHinderOnHitChance2h",2,34977,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2056,"MinionMovementSpeed",1,34978,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2057,"MinionMovementSpeed",2,34979,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2058,"MinionMovementSpeed2h",1,34980,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2059,"MinionMovementSpeed2h",2,34981,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2060,"MinionProjectileSpeed",1,34982,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2061,"MinionProjectileSpeed",2,34983,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2062,"MinionProjectileSpeed2h",1,34984,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2063,"MinionProjectileSpeed2h",2,34985,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2064,"MinionBleedChanceBleedDurationOnSelf",1,34986,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2065,"MinionBleedChanceBleedDurationOnSelf",2,34987,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2066,"MinionBleedChanceBleedDurationOnSelf2h",1,34988,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2067,"MinionBleedChanceBleedDurationOnSelf2h",2,34989,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2068,"MinionPoisonChancePoisonDurationOnSelf",1,34990,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
2069,"MinionPoisonChancePoisonDurationOnSelf",2,34991,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
2070,"MinionPoisonChancePoisonDurationOnSelf2h",1,34992,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
2071,"MinionPoisonChancePoisonDurationOnSelf2h",2,34993,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
2072,"MinionIgniteChanceIgniteDurationOnSelf",1,34994,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
2073,"MinionIgniteChanceIgniteDurationOnSelf",2,34995,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
2074,"MinionIgniteChanceIgniteDurationOnSelf2h",1,34996,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
2075,"MinionIgniteChanceIgniteDurationOnSelf2h",2,34997,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
2076,"MinionFreezeChanceFreezeDurationOnSelf",1,34998,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
2077,"MinionFreezeChanceFreezeDurationOnSelf",2,34999,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
2078,"MinionFreezeChanceFreezeDurationOnSelf2h",1,35000,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
2079,"MinionFreezeChanceFreezeDurationOnSelf2h",2,35001,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
2080,"MinionShockChanceShockDurationOnSelf",1,35002,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
2081,"MinionShockChanceShockDurationOnSelf",2,35003,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
2082,"MinionShockChanceShockDurationOnSelf2h",1,35004,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
2083,"MinionShockChanceShockDurationOnSelf2h",2,35005,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
2084,"LinkSkillsEffectReducedLinkManaCost",1,35006,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/LinkNotable4.dds",0,[]
2085,"LinkSkillsEffectReducedLinkManaCost",2,35007,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/LinkNotable4.dds",0,[]
2086,"LinkSkillsEffectReducedLinkManaCost2h",1,35008,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/LinkNotable4.dds",0,[]
2087,"LinkSkillsEffectReducedLinkManaCost2h",2,35009,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/LinkNotable4.dds",0,[]
2088,"LinkToExtraAlliesReducedLinkBuffEffect",1,35010,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/LinkNotable4.dds",0,[]
2089,"LinkToExtraAlliesReducedLinkBuffEffect2h",1,35011,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/LinkNotable4.dds",0,[]
2090,"ConvocationCooldownSpeedReducedBuffEffect",1,35012,"[3,4]",[5],"Art/2DArt/SkillIcons/Convocation.dds",0,[]
2091,"ConvocationCooldownSpeedReducedBuffEffect",2,35013,"[3,4]",[5],"Art/2DArt/SkillIcons/Convocation.dds",0,[]
2092,"ConvocationCooldownSpeedReducedBuffEffect2h",1,35014,"[3,4]",[5],"Art/2DArt/SkillIcons/Convocation.dds",0,[]
2093,"ConvocationCooldownSpeedReducedBuffEffect2h",2,35015,"[3,4]",[5],"Art/2DArt/SkillIcons/Convocation.dds",0,[]
2094,"OfferingEffectReducedDuration",1,35016,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/RighteousArmy.dds",0,[]
2095,"OfferingEffectReducedDuration",2,35017,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/RighteousArmy.dds",0,[]
2096,"OfferingEffectReducedDuration2h",1,35018,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/RighteousArmy.dds",0,[]
2097,"OfferingEffectReducedDuration2h",2,35019,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/RighteousArmy.dds",0,[]
2098,"OfferingDurationReducedEffect",1,35020,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/RighteousArmy.dds",0,[]
2099,"OfferingDurationReducedEffect",2,35021,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/RighteousArmy.dds",0,[]
2100,"OfferingDurationReducedEffect2h",1,35022,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/RighteousArmy.dds",0,[]
2101,"OfferingDurationReducedEffect2h",2,35023,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/RighteousArmy.dds",0,[]
2102,"MinionOnslaughtChanceReducedMovementSpeed",1,35024,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2103,"MinionOnslaughtChanceReducedMovementSpeed",2,35025,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2104,"MinionOnslaughtChanceReducedMovementSpeed2h",1,35026,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2105,"MinionOnslaughtChanceReducedMovementSpeed2h",2,35027,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2106,"MinionUnholyMightChanceReducedChaosResistance",1,35028,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/MinionChaosResistanceNode.dds",0,[]
2107,"MinionUnholyMightChanceReducedChaosResistance",2,35029,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/MinionChaosResistanceNode.dds",0,[]
2108,"MinionUnholyMightChanceReducedChaosResistance2h",1,35030,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/MinionChaosResistanceNode.dds",0,[]
2109,"MinionUnholyMightChanceReducedChaosResistance2h",2,35031,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/MinionChaosResistanceNode.dds",0,[]
2110,"MinionBlockReducedSpellBlock",1,35032,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2111,"MinionBlockReducedSpellBlock",2,35033,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2112,"MinionBlockReducedSpellBlock2h",1,35034,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2113,"MinionBlockReducedSpellBlock2h",2,35035,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2114,"MinionSpellBlockReducedBlock",1,35036,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2115,"MinionSpellBlockReducedBlock",2,35037,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2116,"MinionSpellBlockReducedBlock2h",1,35038,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2117,"MinionSpellBlockReducedBlock2h",2,35039,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2118,"MinionRecoverLifeOnBlockReducedMaximumLife",1,35040,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2119,"MinionRecoverLifeOnBlockReducedMaximumLife",2,35041,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2120,"MinionRecoverLifeOnBlockReducedMaximumLife2h",1,35042,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2121,"MinionRecoverLifeOnBlockReducedMaximumLife2h",2,35043,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2122,"GolemsAllowedReducedGolemBuffEffect",1,35044,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/GolemsNotable.dds",0,[]
2123,"GolemsAllowedReducedGolemBuffEffect2h",1,35045,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/GolemsNotable.dds",0,[]
2124,"GolemBuffEffectReducedGolemsAllowed",1,35046,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/GolemsNotable.dds",0,[]
2125,"GolemBuffEffectReducedGolemsAllowed2h",1,35047,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/GolemsNotable.dds",0,[]
2126,"SupportManaLeech",1,35048,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2127,"SupportManaLeech2H",1,35049,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2128,"SupportAdditionalAccuracy",1,35050,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2129,"SupportAdditionalAccuracy2H",1,35051,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2130,"SupportArrogance",1,35052,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
2131,"SupportArrogance2H",1,35053,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
2132,"SupportFork",1,35054,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2133,"SupportFork2H",1,35055,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2134,"SupportChanceToPoison",1,35056,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2135,"SupportChanceToPoison2H",1,35057,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2136,"SupportLifeLeech",1,35058,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
2137,"SupportLifeLeech2H",1,35059,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
2138,"SupportMeleeSplash",1,35060,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
2139,"SupportMeleeSplash2H",1,35061,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
2140,"SupportFasterProjectiles",1,35062,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2141,"SupportFasterProjectiles2H",1,35063,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
