"rownum","Id","Characters","Text","AudioFiles","i32","i32","bool","bool","i32","i32","i32","i32","i32","NPCs","rid","f32","[rid]","i32"
13206,"TrialmasterG3_ModSelectionNoFlaskChargesGained_2",[],"A drought for the thirsty.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_30_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13207,"TrialmasterG3_ModSelectionNoFlaskChargesGained_3",[],"A drought for the thirsty.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_30_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13208,"TrialmasterG3_ModSelectionNoFlaskChargesGained_4",[],"A drought for the thirsty.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_30_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13209,"TrialmasterG3_ModSelectionNoFlaskChargesGained_5",[],"Your thirst will never be quenched.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_30_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13210,"TrialmasterG3_ModSelectionNoFlaskChargesGained_6",[],"Your thirst will never be quenched.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_30_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13211,"TrialmasterG3_ModSelectionIncreasedDamageAsChaosTier1_Random",[],"They strike with dark intent.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_31_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13212,"TrialmasterG3_ModSelectionIncreasedDamageAsChaosTier1_2",[],"They strike with dark intent.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_31_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13213,"TrialmasterG3_ModSelectionIncreasedDamageAsChaosTier1_3",[],"They strike with dark intent.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_31_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13214,"TrialmasterG3_ModSelectionIncreasedDamageAsChaosTier1_4",[],"They bring night's madness.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_31_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13215,"TrialmasterG3_ModSelectionIncreasedDamageAsChaosTier1_5",[],"They bring night's madness.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_31_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13216,"TrialmasterG3_ModSelectionIncreasedDamageAsChaosTier1_6",[],"They bring night's madness.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_31_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13217,"TrialmasterG3_ModSelectionIncreasedDamageAsChaosTier2_Random",[],"Naught stands before them.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_32_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13218,"TrialmasterG3_ModSelectionIncreasedDamageAsChaosTier2_2",[],"Naught stands before them.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_32_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13219,"TrialmasterG3_ModSelectionIncreasedDamageAsChaosTier2_3",[],"Naught stands before them.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_32_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13220,"TrialmasterG3_ModSelectionIncreasedDamageAsChaosTier2_4",[],"There will be naught but pain.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_32_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13221,"TrialmasterG3_ModSelectionIncreasedDamageAsChaosTier2_5",[],"There will be naught but pain.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_32_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13222,"TrialmasterG3_ModSelectionIncreasedDamageAsChaosTier2_6",[],"There will be naught but pain.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_32_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13223,"TrialmasterG3_ModSelectionMonsterHitsAlwaysCrit_Random",[],"An overwhelming assault.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_33_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13224,"TrialmasterG3_ModSelectionMonsterHitsAlwaysCrit_2",[],"An overwhelming assault.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_33_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13225,"TrialmasterG3_ModSelectionMonsterHitsAlwaysCrit_3",[],"An overwhelming assault.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_33_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13226,"TrialmasterG3_ModSelectionMonsterHitsAlwaysCrit_4",[],"They strike for the heart.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_33_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13227,"TrialmasterG3_ModSelectionMonsterHitsAlwaysCrit_5",[],"They strike for the heart.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_33_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13228,"TrialmasterG3_ModSelectionMonsterHitsAlwaysCrit_6",[],"They strike for the heart.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_33_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13229,"TrialmasterG3_ModSelectionMonsterHitsAlwaysCrit_7",[],"Gossamer flesh and brittle bones.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_33_03A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13230,"TrialmasterG3_ModSelectionMonsterHitsAlwaysCrit_8",[],"Gossamer flesh and brittle bones.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_33_03B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13231,"TrialmasterG3_ModSelectionMonsterHitsAlwaysCrit_9",[],"Gossamer flesh and brittle bones.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_33_03C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13232,"TrialmasterG3_ModSelectionMonsterHitsAlwaysPoisonBleed_Random",[],"Jagged edges and coated blades await you.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_34_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13233,"TrialmasterG3_ModSelectionMonsterHitsAlwaysPoisonBleed_2",[],"Jagged edges and coated blades await you.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_34_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13234,"TrialmasterG3_ModSelectionMonsterHitsAlwaysPoisonBleed_3",[],"Jagged edges and coated blades await you.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_34_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13235,"TrialmasterG3_ModSelectionMonsterHitsAlwaysPoisonBleed_4",[],"They covet you, bleeding and infected.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_34_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13236,"TrialmasterG3_ModSelectionMonsterHitsAlwaysPoisonBleed_5",[],"They covet you, bleeding and infected.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_34_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13237,"TrialmasterG3_ModSelectionMonsterHitsAlwaysPoisonBleed_6",[],"They covet you, bleeding and infected.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_34_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13238,"TrialmasterG3_ModSelectionMonsterHitsAlwaysPoisonBleed_7",[],"Feel their infected caress.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_34_03A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13239,"TrialmasterG3_ModSelectionMonsterHitsAlwaysPoisonBleed_8",[],"Feel their infected caress.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_34_03B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13240,"TrialmasterG3_ModSelectionMonsterHitsAlwaysPoisonBleed_9",[],"Feel their infected caress.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_34_03C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13241,"TrialmasterG3_ModSelectionMonsterAllEleRes_Random",[],"Their skin grows stiff and resilient.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_35_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13242,"TrialmasterG3_ModSelectionMonsterAllEleRes_2",[],"Their skin grows stiff and resilient.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_35_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13243,"TrialmasterG3_ModSelectionMonsterAllEleRes_3",[],"Their skin grows stiff and resilient.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_35_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13244,"TrialmasterG3_ModSelectionMonsterAllEleRes_4",[],"They adapt to your assault.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_35_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13245,"TrialmasterG3_ModSelectionMonsterAllEleRes_5",[],"They adapt to your assault.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_35_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13246,"TrialmasterG3_ModSelectionMonsterAllEleRes_6",[],"They adapt to your assault.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_35_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13247,"TrialmasterG3_ModSelectionMonsterCannotBeSlowedStunned_Random",[],"Unrelenting and unyielding determination.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_36_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13248,"TrialmasterG3_ModSelectionMonsterCannotBeSlowedStunned_2",[],"Unrelenting and unyielding determination.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_36_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13249,"TrialmasterG3_ModSelectionMonsterCannotBeSlowedStunned_3",[],"Unrelenting and unyielding determination.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_36_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13250,"TrialmasterG3_ModSelectionMonsterCannotBeSlowedStunned_4",[],"They grow unstoppable.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_36_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13251,"TrialmasterG3_ModSelectionMonsterCannotBeSlowedStunned_5",[],"They grow unstoppable.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_36_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13252,"TrialmasterG3_ModSelectionMonsterCannotBeSlowedStunned_6",[],"They grow unstoppable.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_36_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13253,"TrialmasterG3_ModSelectionMonsterExtraLifeAsES_Random",[],"Their indomitable spirit protects them.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_37_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13254,"TrialmasterG3_ModSelectionMonsterExtraLifeAsES_2",[],"Their indomitable spirit protects them.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_37_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13255,"TrialmasterG3_ModSelectionMonsterExtraLifeAsES_3",[],"Their indomitable spirit protects them.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_37_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13256,"TrialmasterG3_ModSelectionMonsterExtraLifeAsES_4",[],"Their inner demons protect them.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_37_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13257,"TrialmasterG3_ModSelectionMonsterExtraLifeAsES_5",[],"Their inner demons protect them.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_37_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13258,"TrialmasterG3_ModSelectionMonsterExtraLifeAsES_6",[],"Their inner demons protect them.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_37_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13259,"TrialmasterG3_ModSelectionMonsterGraspingVineOnHit_Random",[],"The flora overwhelms.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_38_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13260,"TrialmasterG3_ModSelectionMonsterGraspingVineOnHit_2",[],"The flora overwhelms.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_38_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13261,"TrialmasterG3_ModSelectionMonsterGraspingVineOnHit_3",[],"The flora overwhelms.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_38_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13262,"TrialmasterG3_ModSelectionMonsterGraspingVineOnHit_4",[],"Drown in a sea of vines.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_38_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13263,"TrialmasterG3_ModSelectionMonsterGraspingVineOnHit_5",[],"Drown in a sea of vines.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_38_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13264,"TrialmasterG3_ModSelectionMonsterGraspingVineOnHit_6",[],"Drown in a sea of vines.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_38_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13265,"TrialmasterG3_ModSelectionMonsterGraspingVineOnHit_7",[],"Vines restrict your every move.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_38_03A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13266,"TrialmasterG3_ModSelectionMonsterGraspingVineOnHit_8",[],"Vines restrict your every move.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_38_03B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13267,"TrialmasterG3_ModSelectionMonsterGraspingVineOnHit_9",[],"Vines restrict your every move.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_38_03C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13268,"TrialmasterG3_ModSelectionBossesEnraged_Random",[],"They fall into a crazed frenzy.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_39_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13269,"TrialmasterG3_ModSelectionBossesEnraged_2",[],"They fall into a crazed frenzy.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_39_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13270,"TrialmasterG3_ModSelectionBossesEnraged_3",[],"They fall into a crazed frenzy.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_39_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13271,"TrialmasterG3_ModSelectionBossesEnraged_4",[],"Adversaries plagued with a blood-curdling fever.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_39_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13272,"TrialmasterG3_ModSelectionBossesEnraged_5",[],"Adversaries plagued with a blood-curdling fever.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_39_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13273,"TrialmasterG3_ModSelectionBossesEnraged_6",[],"Adversaries plagued with a blood-curdling fever.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_39_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13274,"TrialmasterG3_ModSelectionRareMonstersExtraMod_Random",[],"The exceptional are more common than you think.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_40_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13275,"TrialmasterG3_ModSelectionRareMonstersExtraMod_2",[],"The exceptional are more common than you think.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_40_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13276,"TrialmasterG3_ModSelectionRareMonstersExtraMod_3",[],"The exceptional are more common than you think.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_40_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13277,"TrialmasterG3_ModSelectionRareMonstersExtraMod_4",[],"Natural Selection breeds the mightiest foes.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_40_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13278,"TrialmasterG3_ModSelectionRareMonstersExtraMod_5",[],"Natural Selection breeds the mightiest foes.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_40_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13279,"TrialmasterG3_ModSelectionRareMonstersExtraMod_6",[],"Natural Selection breeds the mightiest foes.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_40_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13280,"TrialmasterG3_ModSelectionPeriodicDealNoDamage_Random",[],"Despair in your sporadic impotence.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_41_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13281,"TrialmasterG3_ModSelectionPeriodicDealNoDamage_2",[],"Despair in your sporadic impotence.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_41_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13282,"TrialmasterG3_ModSelectionPeriodicDealNoDamage_3",[],"Despair in your sporadic impotence.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_41_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13283,"TrialmasterG3_ModSelectionPeriodicDealNoDamage_4",[],"Struggle with your inadequacies.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_41_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13284,"TrialmasterG3_ModSelectionPeriodicDealNoDamage_5",[],"Struggle with your inadequacies.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_41_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13285,"TrialmasterG3_ModSelectionPeriodicDealNoDamage_6",[],"Struggle with your inadequacies.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_41_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13286,"TrialmasterG3_ModSelectionLessLifeAndESRecoveryTier1_Random",[],"Fight the slowing of your own heart.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_42_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13287,"TrialmasterG3_ModSelectionLessLifeAndESRecoveryTier1_2",[],"Fight the slowing of your own heart.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_42_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13288,"TrialmasterG3_ModSelectionLessLifeAndESRecoveryTier1_3",[],"Fight the slowing of your own heart.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_42_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13289,"TrialmasterG3_ModSelectionLessLifeAndESRecoveryTier1_4",[],"Your heart beats more slowly.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_42_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13290,"TrialmasterG3_ModSelectionLessLifeAndESRecoveryTier1_5",[],"Your heart beats more slowly.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_42_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13291,"TrialmasterG3_ModSelectionLessLifeAndESRecoveryTier1_6",[],"Your heart beats more slowly.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_42_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13292,"TrialmasterG3_ModSelectionLessLifeAndESRecoveryTier2_Random",[],"Your arteries constrict.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_43_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13293,"TrialmasterG3_ModSelectionLessLifeAndESRecoveryTier2_2",[],"Your arteries constrict.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_43_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13294,"TrialmasterG3_ModSelectionLessLifeAndESRecoveryTier2_3",[],"Your arteries constrict.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_43_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13295,"TrialmasterG3_ModSelectionLessLifeAndESRecoveryTier2_4",[],"Death spreads within your veins.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_43_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13296,"TrialmasterG3_ModSelectionLessLifeAndESRecoveryTier2_5",[],"Death spreads within your veins.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_43_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13297,"TrialmasterG3_ModSelectionLessLifeAndESRecoveryTier2_6",[],"Death spreads within your veins.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_43_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13298,"TrialmasterG3_ModSelectionBuffExpiryRate_Random",[],"Time moves against you...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_44_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13299,"TrialmasterG3_ModSelectionBuffExpiryRate_2",[],"Time moves against you...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_44_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13300,"TrialmasterG3_ModSelectionBuffExpiryRate_3",[],"Time moves against you...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_44_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13301,"TrialmasterG3_ModSelectionBuffExpiryRate_4",[],"One cannot outrun time...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_44_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13302,"TrialmasterG3_ModSelectionBuffExpiryRate_5",[],"One cannot outrun time...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_44_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13303,"TrialmasterG3_ModSelectionBuffExpiryRate_6",[],"One cannot outrun time...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_44_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13304,"TrialmasterG3_ModSelectionBuffExpiryRate_7",[],"Best be quick...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_44_03A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13305,"TrialmasterG3_ModSelectionBuffExpiryRate_8",[],"Best be quick...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_44_03B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13306,"TrialmasterG3_ModSelectionBuffExpiryRate_9",[],"Best be quick...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_44_03C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
