"rownum","SetId","AchievementsRequired","Rewards","TotemPieceEveryNAchievements","Message (English)","Message (French)","Message (German)","Message (Japanese)","Message (Korean)","Message (Portuguese)","Message (Russian)","Message (Spanish)","Message (Thai)","Message (Traditional Chinese)","NotificationIcon","HideoutName (English)","HideoutName (French)","HideoutName (German)","HideoutName (Japanese)","HideoutName (Korean)","HideoutName (Portuguese)","HideoutName (Russian)","HideoutName (Spanish)","HideoutName (Thai)","HideoutName (Traditional Chinese)","Id"
191,53,3,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Gloves and Chaosborn Boots!","Félicitations ! Vous avez remporté un autre palier des Gants Nés du Chaos et des Bottes Nées du Chaos !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktionen 'Chaosgeborene Handschuhe' und 'Chaosgeborene Stiefel' freigespielt!","おめでとうございます！\n第二段階のカオスボーングローブとカオスボーンブーツを獲得しました！","축하합니다!\n혼돈의 시초 장갑과 혼돈의 시초 장화가 1등급 올랐습니다!","Parabéns!\nVocê ganhou outro tier das Luvas e Botas Nascidas do Caos!","Поздравляем!\nВы получили ещё один уровень перчаток и сапог Рождённого Хаосом!","¡Felicitaciones!\n¡Has conseguido otro nivel de los Guantes de Nacido del caos y las Botas de Nacido del caos!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​ถุงมือ Chaosborn และ​รองเท้า Chaosborn ระดับ​ใหม่​แล้ว!","恭喜！你獲得另一階級的手部和腳部外觀：混沌魔王！","Art/2DItems/Effects/ChaosOrbGlovesBootsPack.dds","Chaosborn Gloves (Tier 2) and Chaosborn Boots (Tier 2)","Gants Nés du Chaos (Palier 2) et Bottes Nées du Chaos (Palier 2)","Chaosgeborene Handschuhe (Level 2) und Chaosgeborene Stiefel (Level 2)","カオスボーングローブ（ティア2）およびカオスボーンブーツ（ティア2）","혼돈의 시초 장갑(2등급)과 혼돈의 시초 장화(2등급)","Luvas Nascidas do Caos (Tier 2) e Botas Nascidas do Caos (Tier 2)","Перчатки Рождённого Хаосом (2 уровень) и сапоги Рождённого Хаосом (2 уровень)","Guantes y botas de Nacido del caos (nivel 2)","ถุงมือ Chaosborn (ระดับ 2) และรองเท้า Chaosborn (ระดับ 2)","手部和腳部外觀：混沌魔王（T2）",""
192,53,5,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Gloves and Chaosborn Boots!","Félicitations ! Vous avez remporté un autre palier des Gants Nés du Chaos et des Bottes Nées du Chaos !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktionen 'Chaosgeborene Handschuhe' und 'Chaosgeborene Stiefel' freigespielt!","おめでとうございます！\n第三段階のカオスボーングローブとカオスボーンブーツを獲得しました！","축하합니다!\n혼돈의 시초 장갑과 혼돈의 시초 장화가 1등급 올랐습니다!","Parabéns!\nVocê ganhou outro tier das Luvas e Botas Nascidas do Caos!","Поздравляем!\nВы получили ещё один уровень перчаток и сапог Рождённого Хаосом!","¡Felicitaciones!\n¡Has conseguido otro nivel de los Guantes de Nacido del caos y las Botas de Nacido del caos!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​ถุงมือ Chaosborn และ​รองเท้า Chaosborn ระดับ​ใหม่​แล้ว!","恭喜！你獲得另一階級的手部和腳部外觀：混沌魔王！","Art/2DItems/Effects/ChaosOrbGlovesBootsPack.dds","Chaosborn Gloves (Tier 3) and Chaosborn Boots (Tier 3)","Gants Nés du Chaos (Palier 3) et Bottes Nées du Chaos (Palier 3)","Chaosgeborene Handschuhe (Level 3) und Chaosgeborene Stiefel (Level 3)","カオスボーングローブ（ティア3）およびカオスボーンブーツ（ティア3）","혼돈의 시초 장갑(3등급)과 혼돈의 시초 장화(3등급)","Luvas Nascidas do Caos (Tier 3) e Botas Nascidas do Caos (Tier 3)","Перчатки Рождённого Хаосом (3 уровень) и сапоги Рождённого Хаосом (3 уровень)","Guantes y botas de Nacido del caos (nivel 3)","ถุงมือ Chaosborn (ระดับ 3) และรองเท้า Chaosborn (ระดับ 3)","手部和腳部外觀：混沌魔王（T3）",""
193,53,7,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Gloves and Chaosborn Boots!","Félicitations ! Vous avez remporté un autre palier des Gants Nés du Chaos et des Bottes Nées du Chaos !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktionen 'Chaosgeborene Handschuhe' und 'Chaosgeborene Stiefel' freigespielt!","おめでとうございます！\n最終段階のカオスボーングローブとカオスボーンブーツを獲得しました！","축하합니다!\n혼돈의 시초 장갑과 혼돈의 시초 장화가 1등급 올랐습니다!","Parabéns!\nVocê ganhou outro tier das Luvas e Botas Nascidas do Caos!","Поздравляем!\nВы получили ещё один уровень перчаток и сапог Рождённого Хаосом!","¡Felicitaciones!\n¡Has conseguido otro nivel de los Guantes de Nacido del caos y las Botas de Nacido del caos!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​ถุงมือ Chaosborn และ​รองเท้า Chaosborn ระดับ​ใหม่​แล้ว!","恭喜！你獲得另一階級的手部和腳部外觀：混沌魔王！","Art/2DItems/Effects/ChaosOrbGlovesBootsPack.dds","Chaosborn Gloves (Tier 4) and Chaosborn Boots (Tier 4)","Gants Nés du Chaos (Palier 4) et Bottes Nées du Chaos (Palier 4)","Chaosgeborene Handschuhe (Level 4) und Chaosgeborene Stiefel (Level 4)","カオスボーングローブ（ティア4）およびカオスボーンブーツ（ティア4）","혼돈의 시초 장갑(4등급)과 혼돈의 시초 장화(4등급)","Luvas Nascidas do Caos (Tier 4) e Botas Nascidas do Caos (Tier 4)","Перчатки Рождённого Хаосом (4 уровень) и сапоги Рождённого Хаосом (4 уровень)","Guantes y botas de Nacido del caos (nivel 4)","ถุงมือ Chaosborn (ระดับ 4) และรองเท้า Chaosborn (ระดับ 4)","手部和腳部外觀：混沌魔王（T4）",""
194,53,4,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Helmet and Chaosborn Body Armour!","Félicitations ! Vous avez remporté un autre palier du Casque Né du Chaos et de l'Armure Née du Chaos !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktionen 'Chaosgeborener Helm' und 'Chaosgeborene Körperrüstung' freigespielt!","おめでとうございます！\n第二段階のカオスボーンヘルメットとカオスボーンアーマーを獲得しました！","축하합니다!\n혼돈의 시초 투구와 혼돈의 시초 갑옷이 1등급 올랐습니다!","Parabéns!\nVocê ganhou outro tier do Peitoral e Elmo Nascido do Caos!","Поздравляем!\nВы получили ещё один уровень шлема и нательного доспеха Рождённого Хаосом!","¡Felicitaciones!\n¡Has conseguido otro nivel del Casco de Nacido del caos y la Armadura de Nacido del caos!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​หมวก Chaosborn และ​เสื้อเกราะ Chaosborn ระดับ​ใหม่​แล้ว!","恭喜！你獲得另一階級的頭部和身體外觀：混沌魔王！","Art/2DItems/Effects/ChaosOrbBodyHelmetPack.dds","Chaosborn Helmet (Tier 2) and Chaosborn Body Armour (Tier 2)","Casque Né du Chaos (Palier 2) et Armure Née du Chaos (Palier 2)","Chaosgeborener Helm (Level 2) und Chaosgeborene Körperrüstung (Level 2)","カオスボーンヘルメット（ティア2）およびカオスボーンアーマー（ティア2）","혼돈의 시초 투구(2등급)와 혼돈의 시초 갑옷(2등급)","Elmo Nascido do Caos (Tier 2) e Peitoral Nascido do Caos (Tier 2)","Шлем Рождённого Хаосом (2 уровень) и нательный доспех Рождённого Хаосом (2 уровень)","Casco y armadura de Nacido del caos (nivel 2)","หมวก Chaosborn (ระดับ 2) และเสื้อเกราะ Chaosborn (ระดับ 2)","頭部和身體外觀：混沌魔王（T2）",""
195,53,6,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Helmet and Chaosborn Body Armour!","Félicitations ! Vous avez remporté un autre palier du Casque Né du Chaos et de l'Armure Née du Chaos !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktionen 'Chaosgeborener Helm' und 'Chaosgeborene Körperrüstung' freigespielt!","おめでとうございます！\n第三段階のカオスボーンヘルメットとカオスボーンアーマーを獲得しました！","축하합니다!\n혼돈의 시초 투구와 혼돈의 시초 갑옷이 1등급 올랐습니다!","Parabéns!\nVocê ganhou outro tier do Peitoral e Elmo Nascido do Caos!","Поздравляем!\nВы получили ещё один уровень шлема и нательного доспеха Рождённого Хаосом!","¡Felicitaciones!\n¡Has conseguido otro nivel del Casco de Nacido del caos y la Armadura de Nacido del caos!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​หมวก Chaosborn และ​เสื้อเกราะ Chaosborn ระดับ​ใหม่​แล้ว!","恭喜！你獲得另一階級的頭部和身體外觀：混沌魔王！","Art/2DItems/Effects/ChaosOrbBodyHelmetPack.dds","Chaosborn Helmet (Tier 3) and Chaosborn Body Armour (Tier 3)","Casque Né du Chaos (Palier 3) et Armure Née du Chaos (Palier 3)","Chaosgeborener Helm (Level 3) und Chaosgeborene Körperrüstung (Level 3)","カオスボーンヘルメット（ティア3）およびカオスボーンアーマー（ティア3）","혼돈의 시초 투구(3등급)와 혼돈의 시초 갑옷(3등급)","Elmo Nascido do Caos (Tier 3) e Peitoral Nascido do Caos (Tier 3)","Шлем Рождённого Хаосом (3 уровень) и нательный доспех Рождённого Хаосом (3 уровень)","Casco y armadura de Nacido del caos (nivel 3)","หมวก Chaosborn (ระดับ 3) และเสื้อเกราะ Chaosborn (ระดับ 3)","頭部和身體外觀：混沌魔王（T3）",""
196,53,8,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Helmet and Chaosborn Body Armour!","Félicitations ! Vous avez remporté un autre palier du Casque Né du Chaos et de l'Armure Née du Chaos !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktionen 'Chaosgeborener Helm' und 'Chaosgeborene Körperrüstung' freigespielt!","おめでとうございます！\n最終段階のカオスボーンヘルメットとカオスボーンアーマーを獲得しました！","축하합니다!\n혼돈의 시초 투구와 혼돈의 시초 갑옷이 1등급 올랐습니다!","Parabéns!\nVocê ganhou outro tier do Peitoral e Elmo Nascido do Caos!","Поздравляем!\nВы получили ещё один уровень шлема и нательного доспеха Рождённого Хаосом!","¡Felicitaciones!\n¡Has conseguido otro nivel del Casco de Nacido del caos y la Armadura de Nacido del caos!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​หมวก Chaosborn และ​เสื้อเกราะ Chaosborn ระดับ​ใหม่​แล้ว!","恭喜！你獲得另一階級的頭部和身體外觀：混沌魔王！","Art/2DItems/Effects/ChaosOrbBodyHelmetPack.dds","Chaosborn Helmet (Tier 4)  and Chaosborn Body Armour (Tier 4)","Casque Né du Chaos (Palier 4) et Armure Née du Chaos (Palier 4)","Chaosgeborener Helm (Level 4) und Chaosgeborene Körperrüstung (Level 4)","カオスボーンヘルメット（ティア4）およびカオスボーンアーマー（ティア4）","혼돈의 시초 투구(4등급)와 혼돈의 시초 갑옷(4등급)","Elmo Nascido do Caos (Tier 4) e Peitoral Nascido do Caos (Tier 4)","Шлем Рождённого Хаосом (4 уровень) и нательный доспех Рождённого Хаосом (4 уровень)","Casco y armadura de Nacido del caos (nivel 4)","หมวก Chaosborn (ระดับ 4) และเสื้อเกราะ Chaosborn (ระดับ 4)","頭部和身體外觀：混沌魔王（T4）",""
197,54,4,[4316],0,"Congratulations!\nYou earned the Beastmaster Boots!","Félicitations ! Vous avez remporté les Bottes du Belluaire !","Glückwunsch!\nDu hast die Mikrotransaktion 'Bestienmeister-Stiefel' freigespielt!","おめでとうございます！ビーストマスターブーツを獲得しました","축하합니다!\n야수의 대가 장화를 획득했습니다!","Parabéns!\nVocê recebeu as Botas do Homem Bestial!","Поздравляем!\nВы получили сапоги Мастера зверей!","¡Felicitaciones!\n¡Has conseguido las Botas de Maestro de bestias!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​รองเท้า Beastmaster แล้ว!","恭喜！\n你獲得腳部外觀：野獸大師！","","","","","","","","","","","","BeastmasterBoots"
198,54,8,[4317],0,"Congratulations! You earned the Beastmaster Gloves!\nThe appearance of this glove improves as you complete 20 and 26 challenges.","Félicitations ! Vous avez remporté les Gants du Belluaire !\n L'apparence de ces gants s'améliore lorsque vous terminez 20 et 26 défis.","Glückwunsch!\nDu hast die Mikrotransaktion 'Bestienmeister-Handschuhe' freigespielt!\nDas Erscheinungsbild verbessert sich mit dem Abschluss von 20 und 26 Herausforderungen.","おめでとうございます！ビーストマスターグローブを獲得しました\nこのグローブの見た目はチャンレンジを20、26個完了すると向上します。","축하합니다! 야수의 대가 장갑을 획득했습니다!\n이 장갑의 외형은 도전과제를 20개, 26개 완료하는 시점에 더 멋있어집니다. ","Parabéns!\nVocê recebeu as Luvas do Homem bestial!\nA aparência destas luvas é melhorada quando você completar o 20° e 26° desafios.","Поздравляем!\nВы получили перчатки Мастера зверей!\nВнешний вид этих перчаток меняется по завершении вами 20 и 26 испытаний.","¡Felicitaciones! ¡Has conseguido los Guantes de Maestro de bestias!\nLa apariencia de estos guantes mejorará cuando completes 20 y 26 desafíos.","ยินดีด้วย! คุณ​ได้​ครอบครอง​ถุงมือ Beastmaster แล้ว! ถุงมือ​นี้​จะ​มี​รูปลักษณ์​ที่​ดี​ขึ้น​เมื่อ​คุณ​ผ่าน​ภารกิจ​ท้าทาย 12, 20 และ 29 ภารกิจ","恭喜！\n你獲得手部外觀：野獸大師！\n此手部外觀會在你完成 20和26個挑戰時優化。","","Beastmaster Gloves (Tier 1)","Gants du Belluaire (Palier 1)","Bestienmeister-Handschuhe (Level 1)","ビーストマスターグローブ (ティア1)","야수의 대가 장갑 (1등급)","Luvas do Homem Bestial (Tier 1)","Перчатки Мастера зверей (1 уровень)","Guantes de Maestro de bestias (nivel 1)","ถุงมือ Beastmaster (ระดับ 1)","手部外觀：野獸大師（T1）","BeastmasterGloves"
199,54,12,[4318],0,"Congratulations! You earned the Beastmaster Body Armour!\nThe appearance of this body armour improves as you complete 22, 29 and 35 challenges.","Félicitations ! Vous avez remporté l'Armure du Belluaire !\n L'apparence de cette armure s'améliore lorsque vous terminez 22, 29 et 35 défis.","Glückwunsch!\nDu hast die Mikrotransaktion 'Bestienmeister-Körperrüstung' freigespielt!\nDas Erscheinungsbild verbessert sich mit dem Abschluss von 22, 29 und 35 Herausforderungen.","おめでとうございます！ビーストマスターアーマーを獲得しました\nこのボディアーマーの見た目はチャンレンジを22、29、35個完了すると向上します。","축하합니다! 야수의 대가 갑옷을 획득했습니다!\n이 갑옷의 외형은 도전과제를 22개, 29개, 35개 완료하는 시점에 더 멋있어집니다. ","Parabéns!\nVocê recebeu o Peitoral do Homem bestial!\nA aparência deste peitoral é melhorada quando você completar o 22° e 29° desafios.","Поздравляем!\nВы получили нательный доспех Мастера зверей!\nВнешний вид этого нательного доспеха меняется по завершении вами 22, 29 и 35 испытаний.","¡Felicitaciones! ¡Has conseguido la Armadura de Maestro de bestias!\nLa apariencia de esta armadura mejorará cuando completes 22, 29 y 35 desafíos.","ยินดี​ด้วย! คุณ​ได้​ครอบ​ครอง​เสื้อ​เกราะ Beastmaster แล้ว! เสื้อ​เกราะ​นี้​จะ​มี​รูปลักษณ์​ที่​ดี​ขึ้น​เมื่อ​คุณ​ผ่าน​ภารกิจ​ท้าทาย 22, 29 และ 35 ภารกิจ","恭喜！\n你獲得身體外觀：野獸大師！\n此身體外觀會在你完成 22、29和35個挑戰時優化。","","Beastmaster Body Armour (Tier 1)","Armure du Belluaire (Palier 1)","Bestienmeister-Körperrüstung (Level 1)","ビーストマスターアーマー (ティア1)","야수의 대가 갑옷 (1등급)","Peitoral do Homem Bestial (Tier 1)","Нательный доспех Мастера зверей (1 уровень)","Armadura de Maestro de bestias (nivel 1)","เสื้อเกราะ Beastmaster (ระดับ 1)","身體外觀：野獸大師（T1）","BeastmasterBodyArmour"
200,54,16,[4315],0,"Congratulations! You earned the Beastmaster Helmet!\nThe appearance of this helmet improves as you complete 24, 32 and 38 challenges.","Félicitations ! Vous avez remporté le Casque du Belluaire !\n L'apparence de ce casque s'améliore lorsque vous terminez 24, 32 et 38 défis.","Glückwunsch!\nDu hast die Mikrotransaktion 'Bestienmeister-Helm' freigespielt!\nDas Erscheinungsbild verbessert sich mit dem Abschluss von 24, 32 und 38 Herausforderungen.","おめでとうございます！ビーストマスターヘルメットを獲得しました\nこのヘルメットの見た目はチャンレンジを24、32、38個完了すると向上します。","축하합니다! 야수의 대가 투구를 획득했습니다!\n이 투구의 외형은 도전과제를 24개, 32개, 38개 완료하는 시점에 더 멋있어집니다. ","Parabéns!\nVocê recebeu o Peitoral do Homem bestial!\nA aparência deste peitoral é melhorada quando você completar o 24°, 32° e 38°desafios.","Поздравляем!\nВы получили шлем Мастера зверей!\nВнешний вид этого шлема меняется по завершении вами 24, 32 и 38 испытаний.","¡Felicitaciones! ¡Has conseguido el Casco de Maestro de bestias!\nLa apariencia de este casco mejorará cuando completes 24, 32 y 38 desafíos.","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​หมวก Beastmaster แล้ว! หมวก​นี้​จะ​มี​รูปลักษณ์​ที่​ดี​ขึ้น​เมื่อ​คุณ​ผ่าน​ภารกิจ​ท้าทาย 24, 32 และ 38 ภารกิจ","恭喜！\n你獲得頭部外觀：野獸大師！\n此頭部外觀會在你完成 24、32和38個挑戰時優化。","","Beastmaster Helmet (Tier 1)","Casque du Belluaire (Palier 1)","Bestienmeister-Helm (Level 1)","ビーストマスターヘルメット (ティア1)","야수의 대가 투구 (1등급)","Elmo do Homem Bestial (Tier 1)","Шлем Мастера зверей (1 уровень)","Casco de Maestro de bestias (nivel 1)","หมวก Beastmaster (ระดับ 1)","頭部外觀：野獸大師（T1）","BeastmasterHelmet"
201,54,20,[],0,"Congratulations!\nYou earned another tier of the Beastmaster Gloves!","Félicitations ! Vous avez remporté un autre palier des Gants du Belluaire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Bestienmeister-Handschuhe' freigespielt!","おめでとうございます！\n第二段階のビーストマスターグローブを獲得しました！","축하합니다!\n야수의 대가 장갑이 1등급 올랐습니다!","Parabéns!\nVocê recebeu outro tier das Luvas do Homem Bestial!","Поздравляем!\nВы получили ещё один уровень перчаток Мастера зверей!","¡Felicitaciones!\n¡Has conseguido otro nivel de los Guantes de Maestro de bestias!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​ถุงมือ Beastmaster ระดับ​ใหม่​แล้ว!","恭喜！\n你獲得另一階級的手部外觀：野獸大師！","Art/2DItems/Effects/gloves/BeastmasterGloves.dds","Beastmaster Gloves (Tier 2)","Gants du Belluaire (Palier 2)","Bestienmeister-Handschuhe (Level 2)","ビーストマスターグローブ (ティア2)","야수의 대가 장갑 (2등급)","Luvas do Homem Bestial (Tier 2)","Перчатки Мастера зверей (2 уровень)","Guantes de Maestro de bestias (nivel 2)","ถุงมือ Beastmaster (ระดับ 2)","手部外觀：野獸大師（T2）",""
202,54,22,[],0,"Congratulations!\nYou earned another tier of the Beastmaster Body Armour!","Félicitations ! Vous avez remporté un autre palier de l'Armure du Belluaire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Bestienmeister-Körperrüstung' freigespielt!","おめでとうございます！\n第二段階のビーストマスターアーマーを獲得しました！","축하합니다!\n야수의 대가 갑옷이 1등급 올랐습니다!","Parabéns!\nVocê recebeu outro tier do Peitoral do Homem Bestial!","Поздравляем!\nВы получили ещё один уровень нательного доспеха Мастера зверей!","¡Felicitaciones!\n¡Has conseguido otro nivel de la Armadura de Maestro de bestias!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​เสื้อเกราะ Beastmaster ระดับ​ใหม่​แล้ว!","恭喜！\n你獲得另一階級的身體外觀：野獸大師！","Art/2DItems/Effects/BodyArmour/BeastmasterBody.dds","Beastmaster Body Armour (Tier 2)","Armure du Belluaire (Palier 2)","Bestienmeister-Körperrüstung (Level 2)","ビーストマスターアーマー (ティア2)","야수의 대가 갑옷 (2등급)","Peitoral do Homem Bestial (Tier 2)","Нательный доспех Мастера зверей (2 уровень)","Armadura de Maestro de bestias (nivel 2)","เสื้อเกราะ Beastmaster (ระดับ 2)","身體外觀：野獸大師（T2）",""
203,54,24,[],0,"Congratulations!\nYou earned another tier of the Beastmaster Helmet!","Félicitations ! Vous avez remporté un autre palier du Casque du Belluaire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Bestienmeister-Helm' freigespielt!","おめでとうございます！\n第二段階のビーストマスターヘルメットを獲得しました！","축하합니다!\n야수의 대가 투구가 1등급 올랐습니다!","Parabéns!\nVocê recebeu outro tier do Elmo do Homem Bestial!","Поздравляем!\nВы получили ещё один уровень шлема Мастера зверей!","¡Felicitaciones!\n¡Has conseguido otro nivel del Casco de Maestro de bestias!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​หมวก Beastmaster ระดับ​ใหม่​แล้ว!","恭喜！\n你獲得另一階級的頭部外觀：野獸大師！","Art/2DItems/Effects/Hats/BeastmasterHelmet.dds","Beastmaster Helmet (Tier 2)","Casque du Belluaire (Palier 2)","Bestienmeister-Helm (Level 2)","ビーストマスターヘルメット (ティア2)","야수의 대가 투구 (2등급)","Elmo do Homem Bestial (Tier 2)","Шлем Мастера зверей (2 уровень)","Casco de Maestro de bestias (nivel 2)","หมวก Beastmaster (ระดับ 2)","頭部外觀：野獸大師（T2）",""
204,54,26,[],0,"Congratulations!\nYou earned the final tier of the Beastmaster Gloves!","Félicitations ! Vous avez remporté un autre palier des Gants du Belluaire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Bestienmeister-Handschuhe' freigespielt!","おめでとうございます！\n最終段階のビーストマスターグローブを獲得しました！","축하합니다!\n야수의 대가 장갑이 최종 등급에 도달했습니다!","Parabéns!\nVocê recebeu o tier final das Luvas do Homem Bestial!","Поздравляем!\nВы получили последний уровень перчаток Мастера зверей!","¡Felicitaciones!\n¡Has conseguido el nivel final de los Guantes de Maestro de bestias!","ยินดี​ด้วย! คุณ​ได้​ครอบครองถุงมือ Beastmaster ระดับ​สุดท้าย​แล้ว!","恭喜！\n你獲得最終階級的手部外觀：野獸大師！","Art/2DItems/Effects/gloves/BeastmasterGloves.dds","Beastmaster Gloves (Tier 3)","Gants du Belluaire (Palier 3)","Bestienmeister-Handschuhe (Level 3)","ビーストマスターグローブ (ティア3)","야수의 대가 장갑 (3등급)","Luvas do Homem Bestial (Tier 3)","Перчатки Мастера зверей (3 уровень)","Guantes de Maestro de bestias (nivel 3)","ถุงมือ Beastmaster (ระดับ 3)","手部外觀：野獸大師（T3）",""
205,54,29,[],0,"Congratulations!\nYou earned another tier of the Beastmaster Body Armour!","Félicitations ! Vous avez remporté un autre palier de l'Armure du Belluaire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Bestienmeister-Körperrüstung' freigespielt!","おめでとうございます！\n第三段階のビーストマスターアーマーを獲得しました！","축하합니다!\n야수의 대가 갑옷이 1등급 올랐습니다!","Parabéns!\nVocê recebeu outro tier do Peitoral do Homem Bestial!","Поздравляем!\nВы получили ещё один уровень нательного доспеха Мастера зверей!","¡Felicitaciones!\n¡Has conseguido otro nivel de la Armadura de Maestro de bestias!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​เสื้อเกราะ Beastmaster ระดับ​ใหม่​แล้ว!","恭喜！\n你獲得另一階級的身體外觀：野獸大師！","Art/2DItems/Effects/BodyArmour/BeastmasterBody.dds","Beastmaster Body Armour (Tier 3)","Armure du Belluaire (Palier 3)","Bestienmeister-Körperrüstung (Level 3)","ビーストマスターアーマー (ティア3)","야수의 대가 갑옷 (3등급)","Peitoral do Homem Bestial (Tier 3)","Нательный доспех Мастера зверей (3 уровень)","Armadura de Maestro de bestias (nivel 3)","เสื้อเกราะ Beastmaster (ระดับ 3)","身體外觀：野獸大師（T3）",""
206,54,32,[],0,"Congratulations!\nYou earned another tier of the Beastmaster Helmet!","Félicitations ! Vous avez remporté un autre palier du Casque du Belluaire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Bestienmeister-Helm' freigespielt!","おめでとうございます！\n第三段階のビーストマスターヘルメットを獲得しました！","축하합니다!\n야수의 대가 투구가 1등급 올랐습니다!","Parabéns!\nVocê recebeu outro tier do Elmo do Homem Bestial!","Поздравляем!\nВы получили ещё один уровень шлема Мастера зверей!","¡Felicitaciones!\n¡Has conseguido otro nivel del Casco de Maestro de bestias!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​หมวก Beastmaster ระดับ​ใหม่​แล้ว!","恭喜！\n你獲得另一階級的頭部外觀：野獸大師！","Art/2DItems/Effects/Hats/BeastmasterHelmet.dds","Beastmaster Helmet (Tier 3)","Casque du Belluaire (Palier 3)","Bestienmeister-Helm (Level 3)","ビーストマスターヘルメット (ティア3)","야수의 대가 투구 (3등급)","Elmo do Homem Bestial (Tier 3)","Шлем Мастера зверей (3 уровень)","Casco de Maestro de bestias (nivel 3)","หมวก Beastmaster (ระดับ 3)","頭部外觀：野獸大師（T3）",""
207,54,35,[],0,"Congratulations!\nYou earned the final tier of the Beastmaster Body Armour!","Félicitations ! Vous avez remporté un autre palier de l'Armure du Belluaire !","Glückwunsch!\nDu hast den letzten Level der Mikrotransaktion 'Bestienmeister-Körperrüstung' freigespielt!","おめでとうございます！\n最終段階のビーストマスターアーマーを獲得しました！","축하합니다!\n야수의 대가 갑옷이 최종 등급에 도달했습니다!","Parabéns!\nVocê recebeu o tier final do Peitoral do Homem Bestial!","Поздравляем!\nВы получили последний уровень нательного доспеха Мастера зверей!","¡Felicitaciones!\n¡Has conseguido el nivel final de la Armadura de Maestro de bestias!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​เสื้อ​เกราะ Beastmaster ระดับ​สุดท้าย​แล้ว!","恭喜！\n你獲得最終階級的身體外觀：野獸大師！","Art/2DItems/Effects/BodyArmour/BeastmasterBody.dds","Beastmaster Body Armour (Tier 4) and Beastmaster Body Armour (Tier 5)","Armure du Belluaire (Palier 4) et Armure du Belluaire (Palier 5)","Bestienmeister-Körperrüstung (Level 4) und Bestienmeister-Körperrüstung (Level 5)","ビーストマスターアーマー (ティア4)およびビーストマスターアーマー (ティア5)","야수의 대가 갑옷 (4등급) 및 야수의 대가 갑옷 (5등급)","Peitoral do Homem Bestial (Tiers 4 e 5)","Нательный доспех Мастера зверей (4 и 5 уровень)","Armadura de Maestro de bestias (nivel 4) y Armadura de Maestro de bestias (nivel 5)","เสื้อเกราะ Beastmaster (ระดับ 4) และเสื้อเกราะ Beastmaster (ระดับ 5)","身體外觀：野獸大師（T4、5）",""
208,54,38,[],0,"Congratulations!\nYou earned the final tier of the Beastmaster Helmet!","Félicitations ! Vous avez remporté un autre palier du Casque du Belluaire !","Glückwunsch!\nDu hast den letzten Level der Mikrotransaktion 'Bestienmeister-Helm' freigespielt!","おめでとうございます！\n最終段階のビーストマスターヘルメットを獲得しました！","축하합니다!\n야수의 대가 투구가 최종 등급에 도달했습니다!","Parabéns!\nVocê recebeu o tier final do Elmo do Homem Bestial!","Поздравляем!\nВы получили последний уровень шлема Мастера зверей!","¡Felicitaciones!\n¡Has conseguido el nivel final del Casco de Maestro de bestias!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​หมวก Beastmaster ระดับ​สุดท้าย​แล้ว!","恭喜！\n你獲得最終階級的頭部外觀：野獸大師！","Art/2DItems/Effects/Hats/BeastmasterHelmet.dds","Beastmaster Helmet (Tier 4)","Casque du Belluaire (Palier 4)","Bestienmeister-Helm (Level 4)","ビーストマスターヘルメット (ティア4)","야수의 대가 투구 (4등급)","Elmo do Homem Bestial (Tier 4)","Шлем Мастера зверей (4 уровень)","Casco de Maestro de bestias (nivel 4)","หมวก Beastmaster (ระดับ 4)","頭部外觀：野獸大師（T4）",""
