"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","MiscAnimations","bool"
2958,7065,4,3112,[],[],9456,"",[2154],[-2],0,"",[],0,"","","",[],"Volatile Cascade","Déferlement instable","Explosive Kaskade","ヴォラタイルカスケード","폭발성 폭포","Cascata Volátil","Нестабильный каскад","Cascada volátil","ระเบิดเรียงหลั่น","虛空爆發",98,[],0,0,[],[],[],[],[],""
2959,5382,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
2960,5382,1,4221,[],[],9409,"",[],[],0,"",[],0,"","","",[],"Spear","Coup de lance","Speer","スピアー","창","Lança","Копьё","Lanza","หอก","投擲長矛",0,[],0,0,[],[],[],[],[],""
2961,5382,2,4221,[],[],9410,"",[],[],0,"",[],0,"","","",[],"Spear","Coup de lance","Speer","スピアー","창","Lança","Копьё","Lanza","หอก","投擲長矛",0,[],0,0,[],[],[],[],[],""
2962,5382,3,4976,[],[],9411,"",[],[],0,"",[],0,"","","",[],"Spear Barrage","Salve de coups de lance","Speer-Sperrfeuer","スピアーバラージ","창 연발 사격","Barragem de Lanças","Залп копий","Aluvión de espadas","หอกเป็นชุด","長矛彈幕",0,[],-30,0,[],[],[],[],[],""
2963,5382,4,4976,[],[],9421,"",[],[],0,"",[],0,"","","",[],"Spear Barrage","Salve de coups de lance","Speer-Sperrfeuer","スピアーバラージ","창 연발 사격","Barragem de Lanças","Залп копий","Aluvión de espadas","หอกเป็นชุด","長矛彈幕",0,[],-30,0,[],[],[],[],[],""
2964,4414,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
2965,4414,1,4596,[],[],9409,"",[],[],0,"",[],0,"","","",[],"Jolt","Choc électrique","Stoß","ジョルト","경악","Sacudida","Толчок","Sacudida","สะดุ้ง","亡魂射擊",0,[],0,0,[],[],[],[],[],""
2966,4414,2,4596,[],[],9410,"",[],[],0,"",[],0,"","","",[],"Jolt","Choc électrique","Stoß","ジョルト","경악","Sacudida","Толчок","Sacudida","สะดุ้ง","亡魂射擊",0,[],0,0,[],[],[],[],[],""
2967,4414,3,3680,[],[],9411,"",[],[],0,"",[],0,"","","",[],"Ancient Bones","Ossements anciens","Uralte Knochen","エンシェントボーン","고대의 뼈","Ossos Ancestrais","Древние кости","Huesos antiguos","กระดูกดึกดำบรรพ์","遠古骸骨",0,[],0,0,[],[],[],[],[],""
2968,4414,4,3680,[],[],9421,"",[],[],0,"",[],0,"","","",[],"Ancient Bones","Ossements anciens","Uralte Knochen","エンシェントボーン","고대의 뼈","Ossos Ancestrais","Древние кости","Huesos antiguos","กระดูกดึกดำบรรพ์","遠古骸骨",0,[],0,0,[],[],[],[],[],""
2969,2311,0,357,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
2970,2311,1,202,[],[],9463,"",[],[],0,"",[],0,"","","",[],"Shield Charge","Charge au bouclier","Schildansturm","シールドチャージ","방패 돌진","Investida com Escudo","Удар щитом","Carga con escudo","โล่พุ่งชน","重盾衝鋒",0,[],0,0,[],[],[],[],[],""
2971,2311,2,202,[],[],9464,"",[70],[-20],0,"","[6233,6245]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],"Shield Charge","Charge au bouclier","Schildansturm","シールドチャージ","방패 돌진","Investida com Escudo","Удар щитом","Carga con escudo","โล่พุ่งชน","重盾衝鋒",0,[],0,0,[],[],[],[],[],""
2972,2311,3,202,[],[],9465,"",[70],[-40],0,"",[8163],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],"Spectral Charge","Charge spectrale","Spektral-Ansturm","スペクトラルチャージ","영체 돌진","Investida Espectral","Призрачный рывок","Carga espectral","เงาพุ่งชน","靈體衝刺",0,[],0,0,[],[],[],[],[],""
2973,2311,4,202,[],[],9466,"",[70],[-40],0,"",[8163],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],"Spectral Charge","Charge spectrale","Spektral-Ansturm","スペクトラルチャージ","영체 돌진","Investida Espectral","Призрачный рывок","Carga espectral","เงาพุ่งชน","靈體衝刺",0,[],0,0,[],[],[],[],[],""
2974,2435,0,357,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
2975,2435,1,202,[],[],9463,"",[],[],0,"",[],0,"","","",[],"Shield Charge","Charge au bouclier","Spektral-Ansturm","シールドチャージ","방패 돌진","Investida com Escudo","Удар щитом","Carga con escudo","โล่พุ่งชน","重盾衝鋒",0,[],0,0,[],[],[],[],[],""
2976,2435,2,202,[],[],9464,"",[70],[-20],0,"","[6233,6245]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],"Shield Charge","Charge au bouclier","Schildansturm","シールドチャージ","방패 돌진","Investida com Escudo","Удар щитом","Carga con escudo","โล่พุ่งชน","重盾衝鋒",0,[],0,0,[],[],[],[],[],""
2977,2435,4,202,[],[],9465,"",[70],[-40],0,"",[8163],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],"Spectral Charge","Charge spectrale","Spektral-Ansturm","スペクトラルチャージ","영체 돌진","Investida Espectral","Призрачный рывок","Carga espectral","เงาพุ่งชน","靈體衝刺",0,[],0,0,[],[],[],[],[],""
2978,2435,3,202,[],[],9466,"",[70],[-40],0,"",[8163],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],"Spectral Charge","Charge spectrale","Spektral-Ansturm","スペクトラルチャージ","영체 돌진","Investida Espectral","Призрачный рывок","Carga espectral","เงาพุ่งชน","靈體衝刺",0,[],0,0,[],[],[],[],[],""
2979,4488,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
2980,4488,1,297,[],[],9463,"",[],[],0,"",[],0,"","","",[],"Rollout","Roulade","Überrollen","ロールアウト","활주","Rolamento","Откат","Rodar","กลิ้งตัว","推擊",0,[],0,0,[],[],[],[],[],""
2981,4488,2,297,[],[],9464,"",[],[],0,"",[],0,"","","",[],"Rollout","Roulade","Überrollen","ロールアウト","활주","Rolamento","Откат","Rodar","กลิ้งตัว","推擊",0,[],0,0,[],[],[],[],[],""
2982,4488,3,3615,[],[],9411,"",[],[],0,"",[],0,"","","",[],"Sand Slam","Fracas de sable","Sandhieb","サンドスラム","모래 강타","Pancada de Areia","Песчаный удар","Impacto de arena","ทุบทราย","沙之擊",0,[],0,0,[],[],[],[],[],""
2983,4488,4,4848,[],[],9416,"",[],[],0,"","[9528,6287]",0,"","","on_event_contact_for_QuakeSlam = \""TriggerSkill( MetamorphGeometryEarthquake );\""",[],"Charged Earthquake","Séisme chargé","Geladenes Erdbeben","チャージドアースクエイク","충전된 지진","Terremoto Carregado","Заряженное землетрясение","Terremoto cargado","แผ่นดินไหว เต็มกำลัง","充能震地",0,[],0,0,[],[],[],[],[],""
2984,4491,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
2985,4491,1,3882,[],[],9472,"",[],[],0,"",[],0,"","","",[],"Slam","Frappe au sol","Hieb","スラム","강타","Pancada","Удар","Impacto","ทุบ","重擊",0,[],0,0,[],[],[],[],[],""
2986,4491,2,740,[],[],9464,"",[],[],0,"",[],0,"","","",[],"Leap Slam","Bond percutant","Sprunghieb","リープスラム","도약 강타","Salto Impactante","Наскок","Salto con impacto","กระโจนทุบ","躍擊",0,[],0,0,[],[],[],[],[],""
2987,4491,3,5417,[],[],9455,"",[],[],0,5418,[],0,"","","",[],"Delayed Blast","Explosion à retardement","Verzögerte Explosion","ディレイドブラスト","지연 폭발","Explosão Atrasada","Отложенный взрыв","Explosión demorada","ระเบิดเวลา","延遲爆破",58,[],0,0,[],[],[],[],[],""
2988,4491,4,5417,[],[],9456,"",[],[],0,5418,[],0,"","","",[],"Delayed Blast","Explosion à retardement","Verzögerte Explosion","ディレイドブラスト","지연 폭발","Explosão Atrasada","Отложенный взрыв","Explosión demorada","ระเบิดเวลา","延遲爆破",98,[],0,0,[],[],[],[],[],""
2989,2653,0,357,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
2990,2653,1,1479,[],[],9409,"","[482,638]","[100,200]",0,"",[],0,"","","",[],"Devouring Blast","Explosion dévorante","Verschlingende Explosion","デヴァワリングブラスト","포식성 폭발","Explosão Devoradora","Пожирающий взрыв","Explosión devoradora","ระเบิดกลืนกิน","吞噬爆破",0,[],0,0,[],[],[],[],[],""
2991,2653,2,1479,[],[],9410,"","[482,638]","[100,200]",0,"",[],0,"","","",[],"Devouring Blast","Explosion dévorante","Verschlingende Explosion","デヴァワリングブラスト","포식성 폭발","Explosão Devoradora","Пожирающий взрыв","Explosión devoradora","ระเบิดกลืนกิน","吞噬爆破",0,[],0,0,[],[],[],[],[],""
2992,2653,3,3438,[],[],9411,"","[482,195]","[100,1]",0,"",[6621],0,"","","",[],"Explosive Spit","Crachat explosif","Explosive Spucke","エクスプローシブスピット","폭발성 침","Cuspe Explosivo","Взрывоопасный плевок","Escupitajo explosivo","พ่นระเบิด","爆破噴吐",0,[],0,0,[],[],[],[],[],""
2993,2653,4,3438,[],[],9421,"","[482,195]","[100,1]",0,"",[6621],0,"","","",[],"Explosive Spit","Crachat explosif","Explosive Spucke","エクスプローシブスピット","폭발성 침","Cuspe Explosivo","Взрывоопасный плевок","Escupitajo explosivo","พ่นระเบิด","爆破噴吐",0,[],0,0,[],[],[],[],[],""
2994,2351,0,357,[],[],9471,"","[483,639]","[50,100]",0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
2995,2351,1,1410,[],[],9409,"",[173],[2],0,"",[],0,"","","",[],"Ice Spear","Lance de glace","Eisspeer","アイススピアー","얼음 창","Lança de Gelo","Ледяное копьё","Lanza de hielo","หอกน้ำแข็ง","冰矛",0,[],100,0,[],[],[],[],[],""
2996,2351,2,2985,[],[],9410,"",[639],[100],0,"",[],0,"","","",[],"Glacial Cascade","Déferlement de glace","Frostwelle","グレイシャルカスケード","빙하 폭포","Cascata Glacial","Ледяной каскад","Cascada glacial","เยือกแข็งเรียงหลั่น","冰川爆發",0,[],0,0,[],[],[],[],[],""
2997,2351,3,2985,[],[],9411,"",[639],[100],0,"",[],0,"","","",[],"Glacial Cascade","Déferlement de glace","Frostwelle","グレイシャルカスケード","빙하 폭포","Cascata Glacial","Ледяной каскад","Cascada glacial","เยือกแข็งเรียงหลั่น","冰川爆發",0,[],0,0,[],[],[],[],[],""
2998,2351,4,2985,[],[],9421,"","[639,6427]","[100,8]",0,"",[],0,"","","",[],"Glacial Cascade","Déferlement de glace","Frostwelle","グレイシャルカスケード","빙하 폭포","Cascata Glacial","Ледяной каскад","Cascada glacial","เยือกแข็งเรียงหลั่น","冰川爆發",0,[],0,0,[],[],[],[],[],""
2999,2318,0,357,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Fire Strike","Frappe enflammée","Feuerschlag","ファイヤーストライク","불벼락 공격","Golpe Flamejante","Огненный удар","Golpe de fuego","เอาไฟฟาด","火焰之擊",0,[],-20,0,[],[],[],[],[],""
3000,2318,1,1877,[],[],9413,24,[1775],[2],0,"",[],0,"","","",[],"Fire Bomb","Bombe de feu","Feuerbombe","ファイヤーボム","화염 폭탄","Bomba de Fogo","Огненная бомба","Bomba de fuego","ระเบิดไฟ","火焰炸彈",0,[],0,0,[],[],[],[],[],""
3001,2318,2,1133,[],[],9454,32,[],[],0,"",[],0,"","","",[],"Raise Burning Bones","Réanimation d'ossements brûlants","Brennende Knochen erwecken","バーニングボーン召喚","불타는 뼈 소환","Erguer Ossos Incendiados","Подъём горящих костей","Levantar huesos ardientes","ปลุกกระดูกไฟ","喚醒燃燒骸骨",58,[],0,0,[],[],[],[],[],""
3002,2318,3,1184,[],[],9415,32,"[1820,357]","[50,-2000]",0,"",[],0,"","","",[],"Fire Storm","Tempête de feu","Feuersturm","ファイヤーストーム","불벼락 폭풍","Tempestade Flamejante","Огненный шторм","Tormenta de fuego","พายุไฟ","火焰風暴",0,[],0,0,[],[],[],[],[],""
3003,2318,4,1184,[2154],[3],9499,32,[],[],0,"",[],0,"","","",[],"Conflagration","Flambée","Feuersbrunst","カンフラグレイション","연소 화재","Conflagração","Пожарище","Conflagración","อัคคีภัย","燃爆",0,[],0,0,[],[],[],[],[],""
3004,2301,0,357,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
3005,2301,1,3920,[],[],9409,"","[173,1789]","[2,30]",0,"",[],0,"","","",[],"Molten Mortar","Mortier volcanique","Lavageschosse","モルテンモーター","용암 박격포","Morteiro Vulcânico","Магмовая мортира","Mortero fundido","กระสุนหินหลอมลอย","熔岩砲擊",0,[],0,0,[],[],[],[],[],""
3006,2301,2,2961,[],[],9410,"",[],[],0,"",[],0,"","","",[],"Lava Cascade","Déferlement de lave","Lavakaskade","ラーヴァカスケード","용암 폭포","Cascata de Lava","Каскад лавы","Cascada de lava","ลาวาเรียงหลั่น","岩漿爆發",0,[],0,0,[],[],[],[],[],""
3007,2301,3,5293,[],[],9411,"",[],[],0,"",[],0,"","","",[],"Flaming Orbs","Orbes enflammés","Flammenkugeln","フレイミングオーブ","불을 뿜는 오브","Orbes Flamejantes","Пылающие сферы","Orbes en llamas","ลูกแก้วเพลิง","烈焰漩渦",0,[],0,0,[],[],[],[],[],""
3008,2301,4,5293,[],[],9421,"",[],[],0,"",[],0,"","","",[],"Flaming Orbs","Orbes enflammés","Flammenkugeln","フレイミングオーブ","불을 뿜는 오브","Orbes Flamejantes","Пылающие сферы","Orbes en llamas","ลูกแก้วเพลิง","烈焰漩渦",0,[],0,0,[],[],[],[],[],""
3009,2346,0,357,[],[],9471,"",[484],[50],0,"",[],0,"","","",[6079],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
3010,2346,1,789,[],[],9409,"",[173],[5],0,"",[],0,"","","",[],"Spark","Étincelle","Funken","スパーク","전기불꽃","Faísca","Искра","Chispa","ไฟช็อต","電球",0,[],0,0,[],[],[],[],[],""
3011,2346,2,789,[],[],9437,"",[],[],0,"",[],0,"","","",[],"Spark Barrage","Salve d'étincelles","Funken-Sperrfeuer","スパークバラージ","전기불꽃 세례","Barragem Faiscante","Залп искр","Aluvión de chispas","ไฟช็อตเป็นชุด","電球彈幕",56,[],0,0,[],[],[],[],[],""
3012,2346,3,9241,[],[],9412,"",[],[],0,"",[],0,"","","",[],"Warp Totems","Totems de téléportation","Teleportierende Totems","ワープトーテム","차원 이동 토템","Totens Teleportadores","Перемещающиеся тотемы","Tótems de teletransporte","โทเทมวาร์ป","傳送圖騰",0,[],0,0,[],[],[],[],[],""
3013,2346,4,9241,[],[],9420,"","[1722,166,867]","[5,300,3]",0,"",[],0,"","","",[],"Warp Totems","Totems de téléportation","Teleportierende Totems","ワープトーテム","차원 이동 토템","Totens Teleportadores","Перемещающиеся тотемы","Tótems de teletransporte","โทเทมวาร์ป","傳送圖騰",0,[],0,0,[],[],[],[],[],""
3014,2374,0,6240,[],[],9408,"",[1211],[200],0,"",[],0,"","","",[],"Sea Surge","Déferlement marin","Meereswoge","シーサージ","해일 쇄도","Explosão Marítima","Морской всплеск","Oleada marina","แส้จากทะเล","海洋浪湧",0,[2366],100,0,[],[],[],[],[],""
3015,2374,1,6240,[],[],9431,"","[214,1211]","[1,200]",0,"",[],0,"","","",[],"Sea Surge","Déferlement marin","Meereswoge","シーサージ","해일 쇄도","Explosão Marítima","Морской всплеск","Oleada marina","แส้จากทะเล","海洋浪湧",49,[2366],100,0,[],[],[],[],[],""
3016,2374,2,3537,[],[],9489,91,"[173,1789]","[2,40]",0,3362,[],0,2366,"","",[],"Ice Shard Barrage","Salve d'éclats de glace","Eissplitter-Sperrfeuer","アイスシャードバラージ","얼음 파편 연발 사격","Barragem de Cacos Gelados","Залп ледяных осколков","Aluvión de esquirlas de hielo","เกล็ดน้ำแข็งเป็นชุด","碎冰彈幕",79,[2366],80,0,[],[],[],[],[],""
3017,2374,3,3538,[],[],9487,"",[],[],0,1233,[],0,2366,"","",[],"Ice Storm","Tempête de glace","Eissturm","アイスストーム","얼음 폭풍","Tempestade de Gelo","Ледяной шторм","Tormenta de hielo","พายุน้ำแข็ง","冰風暴",55,[2366],0,0,[],[],[],[],[],""
3018,2374,4,3368,[],[],9488,"",[],[],0,3366,[],0,"","","",[],"Geyser Arena","Geysers","Geysir-Arena","ガイザーアリーナ","간헐천 투기장","Arena Gêiser","Поле гейзеров","Arena de géiseres","สังเวียนบ่อไฟปะทุ","噴火競技場",78,[2366],0,0,[],[],[],[],[],""
3019,5888,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[5884],0,0,[],[],[],[],[],""
3020,5888,1,7604,[],[],9472,"","[485,641]","[50,-50]",0,"",[],0,"","","",[],"Tail Strike","Frappe caudale","Schwanzhieb","テイルストライク","꼬리 타격","Golpe de Cauda","Удар хвостом","Golpe de cola","ฟาดหาง","尾之擊",0,[5884],0,0,[],[],[],[],[],""
3021,5888,2,7605,[],[],9410,"",[],[],0,"",[],0,"","","",[],"Ground Churn","Soulèvement terrestre","Verwüstung","グラウンドチャーン","대지 휘젓기","Solo Agitado","Сбивание с ног","Suelo agitado","ปั่นธรณี","裂地碎動",0,[5884],0,0,[],[],[],[],[],""
3022,5888,3,4956,[],[],9474,"",[485],[50],0,"",[],0,"","","",[],"Tail Slam","Fracas caudal","Schwanzhieb","テイルスラム","꼬리 강타","Pancanda de Cauda","Удар хвостом","Impacto de cola","หางทุบ","尾重擊",0,[5884],-20,0,[],[],[],[],[],""
3023,5888,4,7638,[],[],9469,"",[],[],0,"",[],0,"","","",[],"Burrow","Enfouissement","Vergraben","バーロゥ","굴착","Escavar","Закопаться","Excavar","มุดดิน","挖洞",0,[5884],0,0,[],[],[],[],[],""
3024,4147,0,3392,[],[],9408,"",[],[],0,"",[],0,"","","",[],"Thunder Ball","Boule de tonnerre","Donnerkugel","サンダーボール","천둥 구체","Bola Trovejante","Грозовой шар","Bola de trueno","ลูกบอลฟ้าผ่า","雷電球",0,[],0,0,[],[],[],[],[],""
3025,4147,1,3392,[],[],9409,"",[173],[2],0,"",[],0,"","","",[],"Thunder Ball","Boule de tonnerre","Donnerkugel","サンダーボール","천둥 구체","Bola Trovejante","Грозовой шар","Bola de trueno","ลูกบอลฟ้าผ่า","雷電球",0,[],0,0,[],[],[],[],[],""
3026,4147,2,3760,[],[],9473,"","[214,1211]","[1,-30]",0,"",[],0,"","","",[],"Lightning Tendrils","Filaments de foudre","Blitzranken","ライトニングテンドリル","덩굴 번개","Tentáculos Relampejantes","Побеги молний","Centellas","สายฟ้าแลบ","電能釋放",0,[],0,0,[],[],[],[],[],""
3027,4147,3,3392,[],[],9438,"",[],[],0,"",[],0,"","","",[],"Thunder Ball","Boule de tonnerre","Donnerkugel","サンダーボール","천둥 구체","Bola Trovejante","Грозовой шар","Bola de trueno","ลูกบอลฟ้าผ่า","雷電球",56,[],0,0,[],[],[],[],[],""
3028,4147,4,3392,[],[],9456,"",[173],[2],0,"",[],0,"","","",[],"Thunder Ball","Boule de tonnerre","Donnerkugel","サンダーボール","천둥 구체","Bola Trovejante","Грозовой шар","Bola de trueno","ลูกบอลฟ้าผ่า","雷電球",98,[],0,0,[],[],[],[],[],""
3029,5793,0,7374,[],[],9408,"",[],[],0,"",[],0,"","","",[],"Ball Lightning","Boule de foudre","Kugelblitz","ボールライトニング","구형 번개","Esfera Trovejante","Шаровая молния","Bola de rayos","ลูกบอลสายฟ้า","天雷之珠",0,[],0,0,[],[],[],[],[],""
3030,5793,1,7373,[],[],9409,"",[],[],0,"",[],0,"","","",[],"Charged Slam","Fracas chargé","Geladener Hieb","チャージドスラム","충전된 강타","Pancada Carregada","Заряженный удар","Impacto cargado","ทุบ เต็มกำลัง","充能重擊",0,[],0,0,[],[],[],[],[],""
3031,5793,2,7374,[],[],9410,"",[173],[2],0,"",[],0,"","","",[],"Ball Lightning","Boule de foudre","Kugelblitz","ボールライトニング","구형 번개","Esfera Trovejante","Шаровая молния","Bola de rayo","ลูกบอลสายฟ้า","天雷之珠",0,[],0,0,[],[],[],[],[],""
3032,5793,3,5851,[],[],9411,"",[],[],0,"",[],0,"","","",[],"Storm Burst","Éclats de foudre","Sturmexplosion","ストームバースト","폭풍 점사","Tempestade Explosiva","Грозовой взрыв","Estallido de tormenta","ระเบิดพายุ","風爆",0,[],0,0,[],[],[],[],[],""
3033,5793,4,7374,[],[],9421,"","[175,3881]","[-66,80]",0,"",[],0,"","","",[],"Ball Lightning","Boule de foudre","Kugelblitz","ボールライトニング","구형 번개","Esfera Trovejante","Шаровая молния","Bola de rayos","ลูกบอลสายฟ้า","天雷之珠",0,[],0,0,[],[],[],[],[],""
3034,5157,0,401,[],[],9471,"",[1920],[-20],0,"",[],0,"","","//AddBuff( brutus_empowered, infinity, 30, -33 );",[],"Empowered Strike","Frappe améliorée","Verstärkter Schlag","エンパワードストライク","강화된 타격","Golpe Poderoso","Усиленный удар","Golpe potenciado","ฟาด พลังสูง","增幅之擊",0,[],-20,0,[],[],[],[],[],""
3035,5157,1,5643,[],[],9409,"",[1920],[-20],0,"",[],0,"","","",[],"Empowered Hook","Crochet amélioré","Verstärkter Haken","エンパワードフック","강화된 갈고리","Gancho Poderoso","Усиленный крюк","Gancho potenciado","โซ่ดึงเข้าหาตัว พลังสูง","增幅勾索",0,[],0,0,[],[],[],[],[],""
3036,5157,2,5978,[],[],9410,"",[],[],0,"",[],0,"","","",[],"Lightning Slam","Fracas d'éclairs","Blitzgeladener Hieb","ライトニングスラム","번개 강타","Pancada Relampejante","Удар молнии","Impacto de rayo","ทุบสายฟ้า","閃電之擊",0,[],0,0,[],[],[],[],[],""
3037,5157,3,5644,[],[],9411,"",[],[],0,5645,[],0,"","","",[],"Hover Strike","Frappe plongeante","Rüttelnder Schlag","ホバーストライク","공중 부양 타격","Golpe Aéreo","Парящий удар","Golpe deslizante","ลอยฟาด","懸浮之擊",0,[],0,0,[],[],[],[],[],""
3038,5157,4,5644,[],[],9466,14,[],[],0,5645,"[9528,6287]",0,"","","on_event_hit_ground_for_BrutusLevitationSlam = \""TriggerSkill( MetamorphGeometryEarthquake );\""",[],"Hover Strike","Frappe plongeante","Rüttelnder Schlag","ホバーストライク","공중 부양 타격","Golpe Aéreo","Парящий удар","Golpe deslizante","ลอยฟาด","懸浮之擊",0,[],0,0,[],[],[],[],[],""
3039,2330,0,808,[],[],9408,"",[],[],0,"",[],0,"","","",[],"Spark","Étincelle","Funken","スパーク","전기불꽃","Faísca","Искра","Chispa","ไฟช็อต","電球",0,[],100,0,[],[],[],[],[],""
3040,2330,1,808,[],[],9409,"",[],[],0,"",[],0,"","","",[],"Spark","Étincelle","Funken","スパーク","전기불꽃","Faísca","Искра","Chispa","ไฟช็อต","電球",0,[],100,0,[],[],[],[],[],""
3041,2330,2,908,[],[],9414,"",[],[],0,"",[],0,"","","",[],"Shock Nova","Nova d'électricité","Schocknova","ショックノヴァ","충격 폭발","Nova Elétrica","Кольцо молний","Nova de rayo","สายฟ้ากระจาย","閃電新星",0,[],200,0,[],[],[],[],[],""
3042,2330,3,908,[],[],9415,"",[],[],0,"",[],0,"","","",[],"Shock Nova","Nova d'électricité","Schocknova","ショックノヴァ","충격 폭발","Nova Elétrica","Кольцо молний","Nova de rayo","สายฟ้ากระจาย","閃電新星",0,[],200,0,[],[],[],[],[],""
3043,2330,4,908,[],[],9416,"",[],[],0,8266,[],0,"","","",[],"Shock Nova","Nova d'électricité","Schocknova","ショックノヴァ","충격 폭발","Nova Elétrica","Кольцо молний","Nova de rayo","สายฟ้ากระจาย","閃電新星",0,[],200,0,[],[],[],[],[],""
3044,2324,0,1356,[],[],9408,"",[1920],[-20],0,"",[],0,"","","",[],"Split Arrow","Flèches multiples","Pfeilfächer","スプリットアロー","분할 화살","Flecha Partida","Расколотая стрела","Flecha dividida","ศรแยก","分裂箭矢",0,[],0,0,[],[],[],[],[],""
3045,2324,1,1345,[],[],9409,"",[175],[-30],0,"",[],0,"","","",[],"Rain of Arrows","Pluie de flèches","Pfeilregen","レインオブアロー","화살비","Chuva de Flechas","Ливень стрел","Lluvia de flechas","ฝนลูกธนู","箭雨",0,[],0,0,[],[],[],[],[],""
3046,2324,2,1345,[],[],9410,"",[175],[-30],0,"",[],0,"","","",[],"Rain of Arrows","Pluie de flèches","Pfeilregen","レインオブアロー","화살비","Chuva de Flechas","Ливень стрел","Lluvia de flechas","ฝนลูกธนู","箭雨",0,[],0,0,[],[],[],[],[],""
3047,2324,3,1356,[],[],9411,22,"[1920,214]","[50,2]",0,"",[],0,"","","",[],"Split Arrow","Flèches multiples","Pfeilfächer","スプリットアロー","분할 화살","Flecha Partida","Расколотая стрела","Flecha dividida","ศรแยก","分裂箭矢",0,[],-50,0,[],[],[],[],[],""
3048,2324,4,1345,[],[],9456,22,[],[],0,"",[],0,"","","",[],"Rain of Arrows","Pluie de flèches","Pfeilregen","レインオブアロー","화살비","Chuva de Flechas","Ливень стрел","Lluvia de flechas","ฝนลูกธนู","箭雨",98,[],0,0,[],[],[],[],[],""
