"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool"
1152,1777,"","",4334,[],[25],[],"",[],"[8,21]","",[],""
1153,1778,"","","",[1368],[23],[],"",[39],[13],"",[],""
1154,1779,"","","",[1368],[23],[],"",[40],[13],"",[],""
1155,1780,"","","",[1368],[23],[],"",[41],[13],"",[],""
1156,1781,"",4335,"",[],[26],[],"",[],[4],"",[],""
1157,1782,"","",4336,[],[24],[],"",[],[10],"",[],""
1158,1783,"",4337,"",[],[25],[],"",[],[7],"",[],""
1159,1784,"",4338,"",[],[23],[],"",[],[12],"",[],""
1160,1785,"",4339,"",[],[22],[],"",[],[11],"",[],""
1161,1786,"",4340,"",[],[24],[],"",[],[9],"",[],""
1162,1787,86,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
1163,1790,"",4341,"",[],[25],[],"",[],[7],"",[],""
1164,1791,"",4342,"",[],[23],[],"",[],[12],"",[],""
1165,1792,"",4343,"",[],[22],[],"",[],[11],"",[],""
1166,1793,"",4344,"",[],[24],[],"",[],[9],"",[],""
1167,1794,87,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
1168,1795,"","",4345,[],[24],[],"",[],[10],"",[],""
1169,1798,"",4346,"",[],[25],[],"",[],[7],"",[],""
1170,1799,"",4347,"",[],[23],[],"",[],[12],"",[],""
1171,1800,"",4348,"",[],[22],[],"",[],[11],"",[],""
1172,1801,"",4349,"",[],[24],[],"",[],[9],"",[],""
1173,1802,"",4350,"",[],"[16,17,15,14,57]",[],"",[],[1],"",[],""
1174,1803,"","","",[347],[],[5561],"",[5],[24],"",[],""
1175,1806,"","",4351,[],[24],[],"",[],[10],"",[],""
1176,1807,"","",4352,[],[24],[],"",[],[10],"",[],""
1177,1808,"",4353,"",[],[26],[],"",[],[4],"",[],""
1178,1809,"","","","[347,1302]",[],"[5330,5458]","","[3,7]",[24],"",[],""
1179,1810,"","",4354,[],[24],[],"",[],[10],"",[],""
1180,1811,"",4355,"",[],[25],[],"",[],[7],"",[],""
1181,1812,"",4356,"",[],[23],[],"",[],[12],"",[],""
1182,1813,"",4357,"",[],[22],[],"",[],[11],"",[],""
1183,1814,"",4358,"",[],[24],[],"",[],[9],"",[],""
1184,1815,"","",4359,[],[24],[],"",[],[10],"",[],""
1185,1816,"",4360,"",[],[25],[],"",[],[7],"",[],""
1186,1817,"","",4361,[],[24],[],"",[],[10],"",[],""
1187,1818,"","",4362,[],[24],[],"",[],[10],"",[],""
1188,1819,"","",4363,[],[24],[],"",[],[10],"",[],""
1189,1820,"",4364,"",[],[25],[],"",[],[7],"",[],""
1190,1822,"",4365,"",[],[25],[],"",[],[7],"",[],""
1191,1823,"",4366,"",[],[23],[],"",[],[12],"",[],""
1192,1824,"",4367,"",[],[22],[],"",[],[11],"",[],""
1193,1825,"",4368,"",[],[24],[],"",[],[9],"",[],""
1194,1826,"","",4369,[],[25],[],"",[],"[8,21]","",[],""
1195,1827,"","",4370,[],[25],[],"",[],"[8,21]","",[],""
1196,1828,"","",4371,[],[25],[],"",[],"[8,21]","",[],""
1197,1829,"","",4372,[],[24],[],"",[],[10],"",[],""
1198,1830,"",4373,"",[],[25],[],"",[],[7],"",[],""
1199,1831,"","",4374,[],[25],[],"",[],"[8,21]","",[],""
1200,1832,"",4375,"",[],[25],[],"",[],[7],"",[],""
1201,1833,"",4376,"",[],[23],[],"",[],[12],"",[],""
1202,1834,"",4377,"",[],[22],[],"",[],[11],"",[],""
1203,1835,"",4378,"",[],[24],[],"",[],[9],"",[],""
1204,1836,"",4379,"",[],[13],[],"",[],[1],"",[],""
1205,1837,"",4380,"",[],[20],[],"",[],[4],"",[],""
1206,1838,"",4381,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],""
1207,1839,"",4382,"",[],"[16,17,15]",[],"",[],[1],"",[],""
1208,1840,"","",4383,[],[24],[],"",[],[10],"",[],""
1209,1841,"","",4384,[],[21],[],"",[],[15],"",[],""
1210,1842,88,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
1211,1843,89,"","",[1368],[23],[],"",[42],[13],"",[],""
1212,1847,"","","","[347,1302]",[],[5439],"","[3,1]",[24],"",[],""
1213,1849,"","","","[347,12442]",[],[5608],"","[1,-1]",[24],"",[],""
1214,1850,"","","","[347,4593,12442]",[],[5268],"","[2,7,-1]",[24],"",[],""
1215,1851,"","","","[347,12442]",[],[5607],"","[1,-1]",[24],"",[],""
1216,1852,"",4385,"",[],[25],[],"",[],[7],"",[],""
1217,1853,"",4386,"",[],[24],[],"",[],[9],"",[],""
1218,1854,"",4387,"",[],[22],[],"",[],[11],"",[],""
1219,1855,"",4388,"",[],[23],[],"",[],[12],"",[],""
1220,1856,90,"","",[1368],[23],[],"",[43],[13],"",[],""
1221,1857,"","","",[347],[],[5257],"",[1],[24],"",[],""
1222,1858,"","","","[347,1302,1725]",[],"[5356,5454]","","[-3,5,2]",[24],"",[],""
1223,1859,"","","",[347],[],"[5405,5461]","",[9],[24],"",[],""
1224,1860,"","","","[347,1725,12059]",[],[5597],"","[1,3,14]",[24],"",[],""
1225,1861,"","","",[347],[],[5582],"",[4],[24],"",[],""
1226,1862,"","","",[1222],[],"[5557,5604,5760]","",[1],[24],"",[],""
1227,1864,"","","",[347],[],"[5255,5471]","",[1],[24],"",[],""
1228,1865,"",4389,"",[],[26],[],"",[],[4],"",[],""
1229,1866,"",4390,"",[],[26],[],"",[],[4],"",[],""
1230,1867,"",4391,"",[],[26],[],"",[],[4],"",[],""
1231,1868,"",4392,"",[],[26],[],"",[],[4],"",[],""
1232,1869,"",4393,"",[],[26],[],"",[],[4],"",[],""
1233,1875,"","","",[1368],[23],[],"",[44],[13],"",[],""
1234,1876,"","",4397,[],[24],[],"",[],[10],"",[],""
1235,1877,"","",4398,[],[24],[],"",[],[10],"",[],""
1236,1878,"",4399,"",[],[25],[],"",[],[7],"",[],""
1237,1879,"",4400,"",[],[25],[],"",[],[7],"",[],""
1238,1880,"",4401,"",[],[24],[],"",[],[9],"",[],""
1239,1881,"",4402,"",[],[22],[],"",[],[11],"",[],""
1240,1882,"",4403,"",[],[23],[],"",[],[12],"",[],""
1241,1883,"","",4404,[],[21],[],"",[],[15],"",[],""
1242,1885,"","","","[347,1302]",[],"[5504,5503]","","[4,4]",[24],"",[],""
1243,1886,96,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
1244,1887,98,"","",[1368],[23],[],"",[45],[13],"",[],""
1245,1888,"",4405,"",[],"[14,15,16,17,57]",[],"",[],[1],"",[],""
1246,1889,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-12],[24],"",[],""
1247,1890,"","",4406,[],[24],[],"",[],[10],"",[],""
1248,1891,"","",4407,[],[24],[],"",[],[10],"",[],""
1249,1892,"",4408,"",[],[25],[],"",[],[7],"",[],""
1250,1893,"",4409,"",[],[25],[],"",[],[7],"",[],""
1251,1894,"",4410,"",[],[25],[],"",[],[7],"",[],""
1252,1895,"",4411,"",[],[24],[],"",[],[9],"",[],""
1253,1896,"",4412,"",[],[22],[],"",[],[11],"",[],""
1254,1897,"",4413,"",[],[23],[],"",[],[12],"",[],""
1255,1898,"","",4414,[],[21],[],"",[],[15],"",[],""
1256,1900,"","","","[347,3599,1302,2678]",[],[5518],"","[6,6,6,5]",[24],"",[],""
1257,1901,95,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
1258,1902,"","","",[1368],[23],[],"",[46],[13],"",[],""
1259,1903,"",4415,"",[],"[14,15,16,17,57]",[],"",[],[1],"",[],""
1260,1904,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-10],[24],"",[],""
1261,1905,"",4416,"",[],[25],[],"",[],[7],"",[],""
1262,1906,"",4417,"",[],[23],[],"",[],[12],"",[],""
1263,1907,"",4418,"",[],[22],[],"",[],[11],"",[],""
1264,1908,"",4419,"",[],[24],[],"",[],[9],"",[],""
1265,1909,"","",4420,[],[24],[],"",[],[10],"",[],""
1266,1910,"","",4421,[],[24],[],"",[],[10],"",[],""
1267,1912,"",4422,"",[],[25],[],"",[],[7],"",[],""
1268,1913,"",4424,"",[],"[14,15,16,17,57]",[],"",[],[1],"",[],""
1269,1914,"","","",[1368],[23],[],"",[47],[13],"",[],""
1270,1915,"","",4423,[],[21],[],"",[],[15],"",[],""
1271,1916,"",4427,"",[],[25],[],"",[],[7],"",[],""
1272,1917,"",4428,"",[],[23],[],"",[],[12],"",[],""
1273,1918,"",4429,"",[],[22],[],"",[],[11],"",[],""
1274,1919,"",4430,"",[],[24],[],"",[],[9],"",[],""
1275,1920,"","",4431,[],[25],[],"",[],"[8,21]","",[],""
1276,1921,"","",4432,[],[25],[],"",[],"[8,21]","",[],""
1277,1923,94,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
1278,1925,"","",4433,[],[24],[],"",[],[10],"",[],""
1279,1927,"",4434,"",[],[25],[],"",[],[7],"",[],""
1280,1928,"",4435,"",[],[23],[],"",[],[12],"",[],""
1281,1929,"",4436,"",[],[22],[],"",[],[11],"",[],""
1282,1930,"",4437,"",[],[24],[],"",[],[9],"",[],""
1283,1933,"",4438,"",[],[25],[],"",[],[7],"",[],""
1284,1934,"",4439,"",[],[23],[],"",[],[12],"",[],""
1285,1935,"",4440,"",[],[22],[],"",[],[11],"",[],""
1286,1936,"",4441,"",[],[24],[],"",[],[9],"",[],""
1287,1938,91,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
1288,1940,"",4442,"",[],[25],[],"",[],[7],"",[],""
1289,1941,"",4443,"",[],[23],[],"",[],[12],"",[],""
1290,1942,"",4444,"",[],[22],[],"",[],[11],"",[],""
1291,1943,"",4445,"",[],[24],[],"",[],[9],"",[],""
1292,1944,"","",4446,[],[25],[],"",[],"[8,21]","",[],""
1293,1945,"","",4447,[],[24],[],"",[],[10],"",[],""
1294,1946,100,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
1295,1947,"","","",[319],[4],[],"",[77],[14],"",[],""
1296,1949,"","",4448,[],[24],[],"",[],[10],"",[],""
1297,1950,"",4449,"",[],[25],[],"",[],[7],"",[],""
1298,1951,"",4450,"",[],[25],[],"",[],[7],"",[],""
1299,1952,"",4451,"",[],[24],[],"",[],[9],"",[],""
1300,1953,"",4452,"",[],[22],[],"",[],[11],"",[],""
1301,1954,"",4453,"",[],[23],[],"",[],[12],"",[],""
1302,1955,93,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
1303,1956,"","","",[319],[4],[],"",[80],[14],"",[],""
1304,1958,"",4454,"",[],[25],[],"",[],[7],"",[],""
1305,1959,"",4455,"",[],[23],[],"",[],[12],"",[],""
1306,1960,"",4456,"",[],[22],[],"",[],[11],"",[],""
1307,1961,"",4457,"",[],[24],[],"",[],[9],"",[],""
1308,1962,"",4458,"",[],[25],[],"",[],[7],"",[],""
1309,1963,"","",4425,[],[24],[],"",[],[10],"",[],""
1310,1964,97,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
1311,1965,"","","",[319],[4],[],"",[76],[14],"",[],""
1312,1967,"",4459,"",[],[25],[],"",[],[7],"",[],""
1313,1968,"",4460,"",[],[25],[],"",[],[7],"",[],""
1314,1969,"",4461,"",[],[23],[],"",[],[12],"",[],""
1315,1970,"",4462,"",[],[22],[],"",[],[11],"",[],""
1316,1971,"",4463,"",[],[24],[],"",[],[9],"",[],""
1317,1972,"","",4464,[],[24],[],"",[],[10],"",[],""
1318,1974,99,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
1319,1975,"","","",[319],[4],[],"",[78],[14],"",[],""
1320,1977,"",4465,"",[],[25],[],"",[],[7],"",[],""
1321,1978,"",4466,"",[],[25],[],"",[],[7],"",[],""
1322,1979,"",4467,"",[],[23],[],"",[],[12],"",[],""
1323,1980,"",4468,"",[],[22],[],"",[],[11],"",[],""
1324,1981,"",4469,"",[],[24],[],"",[],[9],"",[],""
1325,1984,92,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
1326,1982,"","",4470,[],[24],[],"",[],[10],"",[],""
1327,2110,"","",4561,[],[24],[],"",[],[10],"",[],""
1328,1985,"","","",[319],[4],[],"",[81],[14],"",[],""
1329,1986,"","","",[347],[],"[5534,5536]","",[5],[24],"",[],""
1330,1987,"","","",[1222],[],"[5557,5604,5760]","",[2],[24],"",[],""
1331,1989,"","","",[347],[],[5439],"",[2],[24],"",[],""
1332,1990,"",4471,"",[],[26],[],"",[],[4],"",[],""
1333,1991,"",4472,"",[],"[14,16,17,57]",[],"",[],[1],"",[],""
1334,1872,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-11],[24],"",[],""
1335,1871,"","",4394,[],[25],[],"",[],"[8,21]","",[],""
1336,1873,"","",4395,[],[24],[],"",[],[10],"",[],""
1337,1874,"",4396,"",[],[25],[],"",[],[7],"",[],""
1338,1992,"","",4473,[],[24],[],"",[],[10],"",[],""
1339,1993,"",4474,"",[],[13],[],"",[],[1],"",[],""
1340,1994,"",4475,"",[],[25],[],"",[],[7],"",[],""
1341,1995,"",4476,"",[],[23],[],"",[],[12],"",[],""
1342,1996,"",4477,"",[],[22],[],"",[],[11],"",[],""
1343,1997,"",4478,"",[],[24],[],"",[],[9],"",[],""
1344,1998,"","",4479,[],[24],[],"",[],[10],"",[],""
1345,1999,"","",4480,[],[21],[],"",[],[15],"",[],""
1346,2000,"","",4481,[],[21],[],"",[],[15],"",[],""
1347,2001,"","",4482,[],[21],[],"",[],[15],"",[],""
1348,2002,"","",4483,[],[21],[],"",[],[15],"",[],""
1349,2003,"","",4484,[],[21],[],"",[],[15],"",[],""
1350,2004,"","",4485,[],[21],[],"",[],[15],"",[],""
1351,2005,"","",4486,[],[21],[],"",[],[15],"",[],""
1352,2006,"",4487,"",[],[25],[],"",[],[7],"",[],""
1353,2007,"",4488,"",[],[23],[],"",[],[12],"",[],""
1354,2008,"",4489,"",[],[22],[],"",[],[11],"",[],""
1355,2009,"",4490,"",[],[24],[],"",[],[9],"",[],""
1356,2010,"","",4491,[],[24],[],"",[],[10],"",[],""
1357,2011,"",4492,"",[],[25],[],"",[],[7],"",[],""
1358,2012,"",4493,"",[],[23],[],"",[],[12],"",[],""
1359,2013,"",4494,"",[],[22],[],"",[],[11],"",[],""
1360,2014,"",4495,"",[],[24],[],"",[],[9],"",[],""
1361,2015,"","",4496,[],[24],[],"",[],[10],"",[],""
1362,2016,"","","",[319],[4],[],"",[79],[14],"",[],""
1363,2017,"",4497,"",[],[26],[],"",[],[4],"",[],""
1364,2018,"",4498,"",[],[26],[],"",[],[4],"",[],""
1365,2019,"",4499,"",[],[26],[],"",[],[4],"",[],""
1366,2020,101,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
1367,2021,"","",4500,[],[24],[],"",[],[10],"",[],""
1368,2022,"","","",[8807],[],[5591],"",[1],[24],"",[],""
1369,2023,"",4501,"",[],"[9,11,12,15,12,10,32]",[],"",[],"[1,4]","",[],""
1370,2024,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-13],[24],"",[],""
1371,2025,"","","",[319],[4],[],"",[82],[14],"",[],""
1372,2026,"","",4502,[],[21],[],"",[],[15],"",[],""
1373,2028,"","","","[347,9198]",[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","","[-14,33]",[24],"",[],""
1374,2029,103,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
1375,2032,"",4503,"",[],[25],[],"",[],[7],"",[],""
1376,2033,"",4504,"",[],[23],[],"",[],[12],"",[],""
1377,2034,"",4505,"",[],[22],[],"",[],[11],"",[],""
1378,2035,"",4506,"",[],[24],[],"",[],[9],"",[],""
1379,2037,104,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
1380,2039,"",4507,"",[],[25],[],"",[],[7],"",[],""
1381,2040,"",4508,"",[],[23],[],"",[],[12],"",[],""
1382,2041,"",4509,"",[],[22],[],"",[],[11],"",[],""
1383,2042,"",4510,"",[],[24],[],"",[],[9],"",[],""
1384,2044,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-15],[24],"",[],""
1385,2045,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-16],[24],"",[],""
1386,2046,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-17],[24],"",[],""
1387,2047,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-18],[24],"",[],""
1388,2048,"","",4511,[],[24],[],"",[],[10],"",[],""
1389,2049,"","",4512,[],[24],[],"",[],[10],"",[],""
1390,2050,"","",4513,[],[24],[],"",[],[10],"",[],""
1391,2051,"","",4514,[],[24],[],"",[],[10],"",[],""
1392,2052,"",4515,"",[],[13],[],"",[],[1],"",[],""
1393,2053,"",4516,"",[],[20],[],"",[],[4],"",[],""
1394,2054,"",4517,"",[],[25],[],"",[],[7],"",[],""
1395,2055,"","",4518,[],[25],[],"",[],"[8,21]","",[],""
1396,2056,"","",4519,[],[24],[],"",[],[10],"",[],""
1397,2057,"","",4520,[],[24],[],"",[],[10],"",[],""
1398,2058,"","",4521,[],[24],[],"",[],[10],"",[],""
1399,2059,"",4522,"",[],[25],[],"",[],[7],"",[],""
1400,2060,"",4523,"",[],[25],[],"",[],[7],"",[],""
1401,2061,"",4524,"",[],[22],[],"",[],[11],"",[],""
1402,2062,"",4525,"",[],[23],[],"",[],[12],"",[],""
1403,2063,"",4526,"",[],[24],[],"",[],[9],"",[],""
1404,2064,"",4527,"",[],"[7,8,6,56]",[],"",[],"[1,4]","",[],""
1405,2066,105,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
1406,2067,"","",4528,[],[21],[],"",[],[15],"",[],""
1407,2068,"","","","[347,9198]",[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","","[-20,17]",[24],"",[],""
1408,2069,"","","",[347],[],[5315],"",[2],[24],"",[],""
1409,2070,106,"","",[1368],[23],[],"",[48],[13],"",[],""
1410,2071,"","",4529,[],[24],[],"",[],[10],"",[],""
1411,2072,"","",4530,[],[24],[],"",[],[10],"",[],""
1412,2073,"",4531,"",[],[25],[],"",[],[7],"",[],""
1413,2074,"",4532,"",[],[25],[],"",[],[7],"",[],""
1414,2075,"",4533,"",[],[23],[],"",[],[12],"",[],""
1415,2076,"",4534,"",[],[22],[],"",[],[11],"",[],""
1416,2077,"",4535,"",[],[24],[],"",[],[9],"",[],""
1417,2078,"",4536,"",[],"[7,8,6,56]",[],"",[],"[1,4]","",[],""
1418,2080,107,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
1419,2081,"","",4537,[],[21],[],"",[],[15],"",[],""
1420,2082,"","","","[347,9198]",[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","","[-19,16]",[24],"",[],""
1421,2083,"","","",[347],[],"[5258,5459]","",[2],[24],"",[],""
1422,2084,108,"","",[1368],[23],[],"",[49],[13],"",[],""
1423,2085,"","",4538,[],[24],[],"",[],[10],"",[],""
1424,2086,"","",4539,[],[24],[],"",[],[10],"",[],""
1425,2087,"",4540,"",[],[25],[],"",[],[7],"",[],""
1426,2088,"",4541,"",[],[25],[],"",[],[7],"",[],""
1427,2089,"",4542,"",[],[23],[],"",[],[12],"",[],""
1428,2090,"",4543,"",[],[22],[],"",[],[11],"",[],""
1429,2091,"",4544,"",[],[24],[],"",[],[9],"",[],""
1430,2092,"",4545,"",[],"[7,8,6,56]",[],"",[],"[1,4]","",[],""
1431,2094,109,"","",[1368],[23],[],"",[50],[13],"",[],""
1432,2095,"","",4546,[],[24],[],"",[],[10],"",[],""
1433,2096,"",4547,"",[],[26],[],"",[],[4],"",[],""
1434,2097,"","",4548,[],[24],[],"",[],[10],"",[],""
1435,2098,"",4549,"",[],[25],[],"",[],[7],"",[],""
1436,2099,"",4550,"",[],[23],[],"",[],[12],"",[],""
1437,2100,"",4551,"",[],[22],[],"",[],[11],"",[],""
1438,2101,"",4552,"",[],[24],[],"",[],[9],"",[],""
1439,2102,"","",4553,[],[24],[],"",[],[10],"",[],""
1440,2103,"",4554,"",[],[13],[],"",[],[1],"",[],""
1441,2104,"",4555,"",[],"[15,16,17]",[],"",[],[1],"",[],""
1442,2105,"",4556,"",[],[25],[],"",[],[7],"",[],""
1443,2106,"",4557,"",[],[25],[],"",[],[7],"",[],""
1444,2107,"",4558,"",[],[23],[],"",[],[12],"",[],""
1445,2108,"",4559,"",[],[22],[],"",[],[11],"",[],""
1446,2109,"",4560,"",[],[24],[],"",[],[9],"",[],""
1447,2111,"","",4562,[],[25],[],"",[],"[8,21]","",[],""
1448,2114,"",4564,"",[],[26],[],"",[],[4],"",[],""
1449,2115,"","","","[347,1302]",[],[5623],"","[1,2]",[24],"",[],""
1450,2116,"","","","[347,1302]",[],[5623],"","[2,2]",[24],"",[],""
1451,2117,"","",4565,[],[24],[],"",[],[10],"",[],""
1452,2118,"",4566,"",[],[25],[],"",[],[7],"",[],""
1453,2119,"",4567,"",[],[25],[],"",[],[7],"",[],""
1454,2120,"",4568,"",[],[23],[],"",[],[12],"",[],""
1455,2121,"",4569,"",[],[22],[],"",[],[11],"",[],""
1456,2122,"",4570,"",[],[24],[],"",[],[9],"",[],""
1457,2123,"","",4571,[],[21],[],"",[],[15],"",[],""
1458,2112,"",4563,"",[],"[16,17,15,14,9,11,12,32,10,57]",[],"",[],"[1,4]","",[],""
1459,2125,"","","",[319],[4],[],"",[83],[14],"",[],""
1460,2126,"","","","[347,1725,9329]",[],[5626],"","[1,1,1]",[24],"",[],""
1461,2127,"","","",[347],[],[5612],"",[1],[24],"",[],""
1462,2129,"","","",[347],[],"[5493,5494,5495,5497,5496]","",[13],[24],"",[],""
1463,2130,"","","","[347,3599,9198,2678]",[],[5518],"","[7,7,34,4]",[24],"",[],""
1464,2131,"","","",[319],[4],[],"",[84],[14],"",[],""
1465,2133,"",4573,"",[],[25],[],"",[],[7],"",[],""
1466,2134,"",4574,"",[],[23],[],"",[],[12],"",[],""
1467,2135,"",4575,"",[],[22],[],"",[],[11],"",[],""
1468,2136,"",4576,"",[],[24],[],"",[],[9],"",[],""
1469,2137,"",4577,"",[],"[16,17,15,14,9,11,12,32,10,57]",[],"",[],"[1,4]","",[],""
1470,2140,110,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
1471,2142,"",4579,"",[],[25],[],"",[],[7],"",[],""
1472,2143,"",4580,"",[],[25],[],"",[],[7],"",[],""
1473,2144,"",4581,"",[],[23],[],"",[],[12],"",[],""
1474,2145,"",4582,"",[],[22],[],"",[],[11],"",[],""
1475,2146,"",4583,"",[],[24],[],"",[],[9],"",[],""
1476,2148,"","",4584,[],[24],[],"",[],[10],"",[],""
1477,2149,111,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
1478,2150,"",4585,"",[],[25],[],"",[],[7],"",[],""
1479,2151,"",4586,"",[],[23],[],"",[],[12],"",[],""
1480,2152,"",4587,"",[],[22],[],"",[],[11],"",[],""
1481,2153,"",4588,"",[],[24],[],"",[],[9],"",[],""
1482,2155,"","","","[347,9198]",[],[5624],"","[1,33]",[24],"",[],""
1483,2132,"","",4572,[],[24],[],"",[],[10],"",[],""
1484,2157,"","","","[347,2678]",[],[5519],"","[1,4]",[24],"",[],""
1485,2158,"","",4589,[],[21],[],"",[],[15],"",[],""
1486,2159,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-21],[24],"",[],""
1487,2160,"","","",[347],[],[5609],"",[1],[24],"",[],""
1488,2161,"","","","[347,9198]",[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","","[-22,62]",[24],"",[],""
1489,2162,"","","","[347,9198]",[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","","[-23,61]",[24],"",[],""
1490,2163,"","","","[347,9198]",[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","","[-49,63]",[24],"",[],""
1491,2164,"","",4590,[],[24],[],"",[],[10],"",[],""
1492,2165,"",4591,"",[],"[16,17,15,14,9,11,12,32,10,57]",[],"",[],"[1,4]","",[],""
1493,2138,"",4578,"",[],[26],[],"",[],[4],"",[],""
1494,2166,"",4592,"",[],[25],[],"",[],[7],"",[],""
1495,2167,"",4593,"",[],[25],[],"",[],[7],"",[],""
