"rownum","Metadata","i32","[rid]","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","bool","bool","bool","bool","bool","bool","bool","i32","i32","i32","i32","rid","bool","bool","i32","Script1","bool","bool","Script2","[i32]","i32","i32","i32","i32"
2450,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerMid",1,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge2 );",1,"","",[],0,0,0,0
2451,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerMid",4,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge2 );",1,"","",[],0,0,0,0
2452,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerMid",9,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge2 );",1,"","",[],0,0,0,0
2453,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerMid",13,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge2 );",1,"","",[],0,0,0,0
2454,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerMid",25,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge2 );",1,"","",[],0,0,0,0
2455,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerMid",40,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge2 );",1,"","",[],0,0,0,0
2456,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerMid",55,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge2 );",1,"","",[],0,0,0,0
2457,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerMid",68,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge2 );",1,"","",[],0,0,0,0
2458,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerMid",73,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge2 );",1,"","",[],0,0,0,0
2459,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerMid",78,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge2 );",1,"","",[],0,0,0,0
2460,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerHigh",1,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );",1,"","",[],0,0,0,0
2461,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerHigh",4,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );",1,"","",[],0,0,0,0
2462,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerHigh",9,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );",1,"","",[],0,0,0,0
2463,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerHigh",13,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );",1,"","",[],0,0,0,0
2464,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerHigh",25,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );",1,"","",[],0,0,0,0
2465,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerHigh",40,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );",1,"","",[],0,0,0,0
2466,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerHigh",55,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );",1,"","",[],0,0,0,0
2467,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerHigh",68,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );",1,"","",[],0,0,0,0
2468,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerHigh",73,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );",1,"","",[],0,0,0,0
2469,"Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerHigh",78,[8261],1,0,0,0,0,0,0,0,"",1,"",1,"",1,"","","","",0,0,0,0,"",1,"",1,"triggerer.ChangeStance( default ); triggerer.SetStateTo( fight, 2 ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );",1,"","",[],0,0,0,0
2470,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/FriedrichSlaveSpawner",1,"[8138,8139]",1000,0,0,0,1500,3000,0,0,1,1,"",1,"",1,1,1,"","",4,0,0,0,"",1,"",2,"triggerer.DoAction( WalkEmerge );",1,"","","[4,1]",0,750,0,0
2471,"Metadata/Terrain/EndGame/MapColdRiver/Objects/SolarisCelestialSpawner",1,[5294],1,500,0,0,750,2500,0,0,"",1,"","","","","","","","",0,0,0,0,"","","",1,"triggerer.DoAction( Emerge );",1,1,"",[],0,0,0,0
2472,"Metadata/Terrain/EndGame/MapColdRiver/Objects/LunarisCelestialSpawner",1,[5270],1,500,0,0,750,2500,0,0,"",1,"","","","","","","","",0,0,0,0,"","","",1,"triggerer.DoAction( Emerge );",1,1,"",[],0,0,0,0
2473,"Metadata/Monsters/Vilenta/VilentaSkeletonSpawner",1,"[768,769]",12,0,0,0,1500,2500,0,0,1,1,"",1,"",1,"","","","",0,0,30,3,"","","",1,"triggerer.DoAction( Emerge );",1,"","",[],0,1500,0,0
2474,"Metadata/Monsters/LeagueUltimatum/Spawners/BloodApeSpawnerMixed",1,"[8418,8419]",1000,0,15,60,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,3,0,"","","",7,"","","","","[12,3]",0,0,2,730
2475,"Metadata/Monsters/LeagueUltimatum/Spawners/BloodApeSpawnerMixed",6,"[8418,8419,8426]",1000,0,15,60,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,5,0,"","","",8,"","","","","[24,6,1]",0,0,2,730
2476,"Metadata/Monsters/LeagueUltimatum/Spawners/BloodApeSpawnerMixed",20,"[8418,8419,8426]",1000,0,15,60,7600,9500,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"","","",9,"","","","","[36,9,2]",0,0,4,730
2477,"Metadata/Monsters/LeagueUltimatum/Spawners/BloodApeSpawnerMixed",40,"[8418,8419,8426]",1000,0,15,60,7220,9025,0,0,"",1,1,"","",1,"","","","",0,0,9,0,"","","",10,"","","","","[12,3,1]",0,0,6,730
2478,"Metadata/Monsters/LeagueUltimatum/Spawners/BloodApeSpawnerMixed",55,"[8418,8419,8426]",1000,0,15,60,6859,8574,0,0,"",1,1,"","",1,"","","","",0,0,12,0,"","","",12,"","","","","[12,3,1]",0,0,7,730
2479,"Metadata/Monsters/LeagueUltimatum/Spawners/BloodApeSpawnerMixed",68,"[8418,8419,8426]",1000,0,15,60,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,14,0,"","","",14,"","","","","[12,3,1]",0,0,9,730
2480,"Metadata/Monsters/LeagueUltimatum/Spawners/BloodApeSpawnerMixed",75,"[8418,8419,8426]",1000,0,15,60,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",14,"","","","","[12,3,1]",0,0,9,730
2481,"Metadata/Monsters/LeagueUltimatum/Spawners/BloodApeSpawnerMixed",81,"[8418,8419,8426]",1000,0,15,60,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",14,"","","","","[12,3,1]",0,0,9,730
2482,"Metadata/Monsters/LeagueUltimatum/Spawners/BloodApeSpawnerNoBoom",1,[8418],1000,0,15,60,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,3,0,"","","",7,"","","","",[],0,0,2,730
2483,"Metadata/Monsters/LeagueUltimatum/Spawners/BloodApeSpawnerNoBoom",6,"[8418,8426]",1000,0,15,60,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,5,0,"","","",8,"","","","","[30,1]",0,0,2,730
2484,"Metadata/Monsters/LeagueUltimatum/Spawners/BloodApeSpawnerNoBoom",20,"[8418,8426]",1000,0,15,60,7600,9500,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"","","",9,"","","","","[45,2]",0,0,4,730
2485,"Metadata/Monsters/LeagueUltimatum/Spawners/BloodApeSpawnerNoBoom",40,"[8418,8426]",1000,0,15,60,7220,9025,0,0,"",1,1,"","",1,"","","","",0,0,9,0,"","","",10,"","","","","[15,1]",0,0,6,730
2486,"Metadata/Monsters/LeagueUltimatum/Spawners/BloodApeSpawnerNoBoom",55,"[8418,8426]",1000,0,15,60,6859,8574,0,0,"",1,1,"","",1,"","","","",0,0,12,0,"","","",12,"","","","","[15,1]",0,0,7,730
2487,"Metadata/Monsters/LeagueUltimatum/Spawners/BloodApeSpawnerNoBoom",68,"[8418,8426]",1000,0,15,60,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,14,0,"","","",14,"","","","","[15,1]",0,0,9,730
2488,"Metadata/Monsters/LeagueUltimatum/Spawners/BloodApeSpawnerNoBoom",75,"[8418,8426]",1000,0,15,60,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",14,"","","","","[15,1]",0,0,9,730
2489,"Metadata/Monsters/LeagueUltimatum/Spawners/BloodApeSpawnerNoBoom",81,"[8418,8426]",1000,0,15,60,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",14,"","","","","[15,1]",0,0,9,730
2490,"Metadata/Monsters/LeagueUltimatum/Spawners/PaleApeSpawnerMixed",1,"[8422,8423]",1000,0,15,60,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,3,0,"","","",5,"","","","","[12,3]",0,0,2,730
2491,"Metadata/Monsters/LeagueUltimatum/Spawners/PaleApeSpawnerMixed",6,"[8422,8423,8426]",1000,0,15,60,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,5,0,"","","",6,"","","","","[24,6,1]",0,0,2,730
2492,"Metadata/Monsters/LeagueUltimatum/Spawners/PaleApeSpawnerMixed",20,"[8422,8423,8426]",1000,0,15,60,7600,9500,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"","","",7,"","","","","[36,9,2]",0,0,4,730
2493,"Metadata/Monsters/LeagueUltimatum/Spawners/PaleApeSpawnerMixed",40,"[8422,8423,8426]",1000,0,15,60,7220,9025,0,0,"",1,1,"","",1,"","","","",0,0,9,0,"","","",8,"","","","","[12,3,1]",0,0,5,730
2494,"Metadata/Monsters/LeagueUltimatum/Spawners/PaleApeSpawnerMixed",55,"[8422,8423,8426]",1000,0,15,60,6859,8574,0,0,"",1,1,"","",1,"","","","",0,0,12,0,"","","",8,"","","","","[12,3,1]",0,0,5,730
2495,"Metadata/Monsters/LeagueUltimatum/Spawners/PaleApeSpawnerMixed",68,"[8422,8423,8426]",1000,0,15,60,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,14,0,"","","",8,"","","","","[12,3,1]",0,0,6,730
2496,"Metadata/Monsters/LeagueUltimatum/Spawners/PaleApeSpawnerMixed",75,"[8422,8423,8426]",1000,0,15,60,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",8,"","","","","[12,3,1]",0,0,6,730
2497,"Metadata/Monsters/LeagueUltimatum/Spawners/PaleApeSpawnerMixed",81,"[8422,8423,8426]",1000,0,15,60,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",8,"","","","","[12,3,1]",0,0,6,730
2498,"Metadata/Monsters/LeagueUltimatum/Spawners/PaleApeSpawnerNoBoom",1,[8422],1000,0,15,60,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,3,0,"","","",5,"","","","",[15],0,0,2,730
2499,"Metadata/Monsters/LeagueUltimatum/Spawners/PaleApeSpawnerNoBoom",6,"[8422,8426]",1000,0,15,60,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,5,0,"","","",6,"","","","","[30,1]",0,0,2,730
2500,"Metadata/Monsters/LeagueUltimatum/Spawners/PaleApeSpawnerNoBoom",20,"[8422,8426]",1000,0,15,60,7600,9500,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"","","",7,"","","","","[45,2]",0,0,4,730
2501,"Metadata/Monsters/LeagueUltimatum/Spawners/PaleApeSpawnerNoBoom",40,"[8422,8426]",1000,0,15,60,7220,9025,0,0,"",1,1,"","",1,"","","","",0,0,9,0,"","","",8,"","","","","[15,1]",0,0,5,730
2502,"Metadata/Monsters/LeagueUltimatum/Spawners/PaleApeSpawnerNoBoom",55,"[8422,8426]",1000,0,15,60,6859,8574,0,0,"",1,1,"","",1,"","","","",0,0,12,0,"","","",8,"","","","","[15,1]",0,0,5,730
2503,"Metadata/Monsters/LeagueUltimatum/Spawners/PaleApeSpawnerNoBoom",68,"[8422,8426]",1000,0,15,60,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,14,0,"","","",8,"","","","","[15,1]",0,0,6,730
2504,"Metadata/Monsters/LeagueUltimatum/Spawners/PaleApeSpawnerNoBoom",75,"[8422,8426]",1000,0,15,60,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",8,"","","","","[15,1]",0,0,6,730
2505,"Metadata/Monsters/LeagueUltimatum/Spawners/PaleApeSpawnerNoBoom",81,"[8422,8426]",1000,0,15,60,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",8,"","","","","[15,1]",0,0,6,730
2506,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerFire",1,[8429],1000,0,25,70,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,3,0,"","","",6,"","","","",[],0,0,2,730
2507,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerFire",6,"[8429,8456]",1000,0,25,70,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,5,0,"","","",7,"","","","","[30,1]",0,0,2,730
2508,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerFire",20,"[8429,8456]",1000,0,25,70,7600,9500,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"","","",8,"","","","","[45,2]",0,0,5,730
2509,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerFire",40,"[8429,8456]",1000,0,25,70,7220,9025,0,0,"",1,1,"","",1,"","","","",0,0,9,0,"","","",10,"","","","","[15,1]",0,0,6,730
2510,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerFire",55,"[8429,8456]",1000,0,25,70,6859,8574,0,0,"",1,1,"","",1,"","","","",0,0,12,0,"","","",11,"","","","","[15,1]",0,0,7,730
2511,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerFire",68,"[8429,8456]",1000,0,25,70,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,14,0,"","","",11,"","","","","[15,1]",0,0,9,730
2512,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerFire",75,"[8429,8456]",1000,0,25,70,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",11,"","","","","[15,1]",0,0,9,730
2513,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerFire",81,"[8429,8456]",1000,0,25,70,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",11,"","","","","[15,1]",0,0,9,730
2514,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerCold",1,[8432],1000,0,25,70,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,3,0,"","","",6,"","","","",[],0,0,2,730
2515,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerCold",6,"[8432,8456]",1000,0,25,70,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,5,0,"","","",7,"","","","","[30,1]",0,0,2,730
2516,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerCold",20,"[8432,8456]",1000,0,25,70,7600,9500,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"","","",8,"","","","","[45,2]",0,0,5,730
2517,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerCold",40,"[8432,8456]",1000,0,25,70,7220,9025,0,0,"",1,1,"","",1,"","","","",0,0,9,0,"","","",10,"","","","","[15,1]",0,0,6,730
2518,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerCold",55,"[8432,8456]",1000,0,25,70,6859,8574,0,0,"",1,1,"","",1,"","","","",0,0,12,0,"","","",11,"","","","","[15,1]",0,0,7,730
2519,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerCold",68,"[8432,8456]",1000,0,25,70,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,14,0,"","","",11,"","","","","[15,1]",0,0,9,730
2520,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerCold",75,"[8432,8456]",1000,0,25,70,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",11,"","","","","[15,1]",0,0,9,730
2521,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerCold",81,"[8432,8456]",1000,0,25,70,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",11,"","","","","[15,1]",0,0,9,730
2522,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerLightning",1,[8435],1000,0,25,70,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,3,0,"","","",6,"","","","",[],0,0,2,730
2523,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerLightning",6,"[8435,8456]",1000,0,25,70,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,5,0,"","","",7,"","","","","[30,1]",0,0,2,730
2524,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerLightning",20,"[8435,8456]",1000,0,25,70,7600,9500,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"","","",8,"","","","","[45,2]",0,0,5,730
2525,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerLightning",40,"[8435,8456]",1000,0,25,70,7220,9025,0,0,"",1,1,"","",1,"","","","",0,0,9,0,"","","",10,"","","","","[15,1]",0,0,6,730
2526,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerLightning",55,"[8435,8456]",1000,0,25,70,6859,8574,0,0,"",1,1,"","",1,"","","","",0,0,12,0,"","","",11,"","","","","[15,1]",0,0,7,730
2527,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerLightning",68,"[8435,8456]",1000,0,25,70,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,14,0,"","","",11,"","","","","[15,1]",0,0,9,730
2528,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerLightning",75,"[8435,8456]",1000,0,25,70,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",11,"","","","","[15,1]",0,0,9,730
2529,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerLightning",81,"[8435,8456]",1000,0,25,70,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",11,"","","","","[15,1]",0,0,9,730
2530,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerChaos",1,[8438],1000,0,25,70,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,3,0,"","","",6,"","","","",[],0,0,2,730
2531,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerChaos",6,"[8438,8456]",1000,0,25,70,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,5,0,"","","",7,"","","","","[30,1]",0,0,2,730
2532,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerChaos",20,"[8438,8456]",1000,0,25,70,7600,9500,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"","","",8,"","","","","[45,2]",0,0,5,730
2533,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerChaos",40,"[8438,8456]",1000,0,25,70,7220,9025,0,0,"",1,1,"","",1,"","","","",0,0,9,0,"","","",10,"","","","","[15,1]",0,0,6,730
2534,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerChaos",55,"[8438,8456]",1000,0,25,70,6859,8574,0,0,"",1,1,"","",1,"","","","",0,0,12,0,"","","",11,"","","","","[15,1]",0,0,7,730
2535,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerChaos",68,"[8438,8456]",1000,0,25,70,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,14,0,"","","",11,"","","","","[15,1]",0,0,9,730
2536,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerChaos",75,"[8438,8456]",1000,0,25,70,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",11,"","","","","[15,1]",0,0,9,730
2537,"Metadata/Monsters/LeagueUltimatum/Spawners/GolemSpawnerChaos",81,"[8438,8456]",1000,0,25,70,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",11,"","","","","[15,1]",0,0,9,730
2538,"Metadata/Monsters/LeagueUltimatum/Spawners/GuardSpawnerBow",1,"[8376,8381,8386,8379,8384,8389]",1000,0,40,80,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,3,0,"","","",2,"","","","","[2,2,2,5,5,5]",0,0,2,730
2539,"Metadata/Monsters/LeagueUltimatum/Spawners/GuardSpawnerBow",6,"[8376,8381,8386,8379,8384,8389,8401,8404]",1000,0,40,80,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,5,0,"","","",2,"","","","","[6,6,6,14,14,14,1,1]",0,0,2,730
2540,"Metadata/Monsters/LeagueUltimatum/Spawners/GuardSpawnerBow",20,"[8376,8381,8386,8379,8384,8389,8401,8404]",1000,0,40,80,7600,9500,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"","","",4,"","","","","[9,9,9,21,21,21,2,2]",0,0,3,730
2541,"Metadata/Monsters/LeagueUltimatum/Spawners/GuardSpawnerBow",40,"[8376,8381,8386,8379,8384,8389,8401,8404]",1000,0,40,80,7220,9025,0,0,"",1,1,"","",1,"","","","",0,0,9,0,"","","",8,"","","","","[3,3,3,7,7,7,1,1]",0,0,5,730
2542,"Metadata/Monsters/LeagueUltimatum/Spawners/GuardSpawnerBow",55,"[8376,8381,8386,8379,8384,8389,8401,8404]",1000,0,40,80,6859,8574,0,0,"",1,1,"","",1,"","","","",0,0,12,0,"","","",10,"","","","","[3,3,3,7,7,7,1,1]",0,0,6,730
2543,"Metadata/Monsters/LeagueUltimatum/Spawners/GuardSpawnerBow",68,"[8376,8381,8386,8379,8384,8389,8401,8404]",1000,0,40,80,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,14,0,"","","",12,"","","","","[3,3,3,19,19,19,2,2]",0,0,8,730
2544,"Metadata/Monsters/LeagueUltimatum/Spawners/GuardSpawnerBow",75,"[8376,8381,8386,8379,8384,8389,8401,8404]",1000,0,40,80,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",12,"","","","","[3,3,3,19,19,19,2,2]",0,0,8,730
2545,"Metadata/Monsters/LeagueUltimatum/Spawners/GuardSpawnerBow",81,"[8376,8381,8386,8379,8384,8389,8401,8404]",1000,0,40,80,6516,8145,0,0,"",1,1,"","",1,"","","","",0,0,16,0,"","","",12,"","","","","[3,3,3,19,19,19,2,2]",0,0,8,730
2546,"Metadata/Monsters/LeagueUltimatum/Spawners/GuardSpawnerMixed",1,"[8376,8381,8386,8371,8391,8379,8384,8389,8374,8394]",1000,0,25,80,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,3,0,"","","",4,"","","","","[2,2,2,8,6,4,4,4,18,12]",0,0,2,730
2547,"Metadata/Monsters/LeagueUltimatum/Spawners/GuardSpawnerMixed",6,"[8376,8381,8386,8371,8391,8379,8384,8389,8374,8394,8401,8404]",1000,0,25,80,8000,10000,0,0,"",1,1,"","",1,"","","","",0,0,5,0,"","","",4,"","","","","[4,4,4,16,12,8,8,8,36,24,1,1]",0,0,2,730
2548,"Metadata/Monsters/LeagueUltimatum/Spawners/GuardSpawnerMixed",20,"[8376,8381,8386,8371,8391,8379,8384,8389,8374,8394,8401,8404]",1000,0,25,80,7600,9500,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"","","",6,"","","","","[6,6,6,24,18,12,12,12,54,36,4,4]",0,0,4,730
