"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","i32","i32","i32","bool","i32","[rid]","row","rid","bool","[rid]","[rid]","i32","i32","bool","rid","rid","bool","rid"
7185,"Metadata/Items/Hideout/HideoutSteampunkWaypoint",39,2,2,"[DO NOT USE] Laboratory Waypoint","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2271489,0,0,0,"",-1490300708,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7186,"Metadata/Items/Hideout/HideoutSteampunkVats",39,2,2,"[DO NOT USE] Laboratory Equipment","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2271489,0,0,0,"",1727080694,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7187,"Metadata/Items/Hideout/HideoutSteampunkTables",39,2,2,"[DO NOT USE] Laboratory Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2271489,0,0,0,"",-226932635,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7188,"Metadata/Items/Hideout/HideoutSteampunkPipes",39,2,2,"[DO NOT USE] Laboratory Pipes","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2271489,0,0,0,"",-1193325183,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7189,"Metadata/Items/Hideout/HideoutAutomatonDecor",39,2,2,"Automaton Decor","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2271489,0,0,0,"",-1351740396,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7190,"Metadata/Items/Hideout/HideoutAutomatonBeam",39,2,2,"Automaton Beam","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2271745,0,0,0,"",32229067,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7191,"Metadata/Items/Hideout/HideoutAutomatonLightning",39,2,2,"Automaton Lightning","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2272001,0,0,0,"",-949374483,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7192,"Metadata/Items/Hideout/HideoutOriathMedallion",39,2,2,"Light Mural Tile","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2272257,0,0,0,"",-1957467582,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7193,"Metadata/Items/Hideout/HideoutOriathMedallionDefaced",39,2,2,"Dark Mural Tile","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2272513,0,0,0,"",1472373605,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7194,"Metadata/Items/Hideout/HideoutLightOriathStatue",39,2,2,"Light Oriath Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2272769,0,0,0,"",-1821384364,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7195,"Metadata/Items/Hideout/HideoutDarkOriathStatue",39,3,3,"Dark Oriath Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2273025,0,0,0,"",1953619913,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7196,"Metadata/Items/Hideout/HideoutOriathWall",39,2,2,"Oriath Wall","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2273281,0,0,0,"",-1199995314,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7197,"Metadata/Items/Hideout/HideoutOriathFence",39,2,2,"Oriath Fence","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2273537,0,0,0,"",-1453704327,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7198,"Metadata/Items/Hideout/HideoutInnocenceSanctumStatue",39,2,3,"Sanctum Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2273793,0,0,0,"",-734395448,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7199,"Metadata/Items/Hideout/HideoutReefCoral",39,2,2,"Reef Coral","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2274049,0,0,0,"",2118502992,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7200,"Metadata/Items/Hideout/HideoutBeachCoral",39,2,2,"Beach Coral","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2274305,0,0,0,"",-912271992,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7201,"Metadata/Items/Hideout/HideoutCoralGrass",39,2,2,"Coral Grass","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2274561,0,0,0,"",1638895646,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7202,"Metadata/Items/Hideout/HideoutCoralBarnacles",39,2,2,"Coral Barnacles","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2274817,0,0,0,"",2113150861,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7203,"Metadata/Items/Hideout/HideoutSmallBarnacles",39,2,2,"Barnacles","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2275073,0,0,0,"",1006259064,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7204,"Metadata/Items/Hideout/HideoutCoralCluster",39,2,2,"Coral Cluster","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2275329,0,0,0,"",-786416850,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7205,"Metadata/Items/Hideout/HideoutCoralFormation",39,2,2,"Coral Formation","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2275585,0,0,0,"",-356163373,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7206,"Metadata/Items/Hideout/HideoutSarnPalm",39,2,2,"Sarn Palm","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2275841,0,0,0,"",-568516851,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7207,"Metadata/Items/Hideout/HideoutArch_Rock",39,2,2,"Rock Formation","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2276097,0,0,0,"",940588437,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7208,"Metadata/Items/Hideout/HideoutOriathFrozenTree",39,2,3,"Frozen Tree","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2280193,0,0,0,"",-937723801,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7209,"Metadata/Items/Hideout/HideoutOriathFrozenVerdantTree",39,3,3,"Verdant Tree","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2280449,0,0,0,"",853529689,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7210,"Metadata/Items/Hideout/HideoutCourtsBooks",39,1,1,"Oriathan Books","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2280705,0,0,0,"",-643381000,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7211,"Metadata/Items/Hideout/HideoutCourtsBench",39,2,1,"Courthouse Bench","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2280961,0,0,0,"",-2108744522,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7212,"Metadata/Items/Hideout/HideoutCourtsBust",39,1,1,"Courthouse Bust","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2281217,0,0,0,"",-466948179,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7213,"Metadata/Items/Hideout/HideoutCourtsArmchair",39,1,1,"Courthouse Armchair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2281473,0,0,0,"",-949023485,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7214,"Metadata/Items/Hideout/HideoutCourtsInterrogationTools",39,2,1,"Interrogation Tools","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2281729,0,0,0,"",1993959115,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7215,"Metadata/Items/Hideout/HideoutCourtsDominusPortrait",39,1,1,"Dominus Portrait","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2281985,0,0,0,"",528599513,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7216,"Metadata/Items/Hideout/HideoutCourtsInterrogationChair",39,1,2,"Interrogation Chair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2282241,0,0,0,"",-775967686,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7217,"Metadata/Items/Hideout/HideoutCourtsJusticeStatue",39,3,3,"Justice Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2282497,0,0,0,"",498648411,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7218,"Metadata/Items/Hideout/HideoutCourtsReadingDesk",39,1,1,"Reading Desk","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2282753,0,0,0,"",28014178,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7219,"Metadata/Items/Hideout/HideoutCourtsSideTable",39,1,1,"Courthouse Side Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2283009,0,0,0,"",-95924030,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7220,"Metadata/Items/Hideout/HideoutCourtsCoffeeTable",39,2,1,"Coffee Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2283265,0,0,0,"",1165256748,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7221,"Metadata/Items/Hideout/HideoutCourtsBookcase",39,3,3,"Court Bookcase","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2283521,0,0,0,"",-558014135,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7222,"Metadata/Items/Hideout/HideoutCourtsRug",39,2,2,"Templar Rug","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2283777,0,0,0,"",281807382,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7223,"Metadata/Items/Hideout/HideoutCourtsDesk",39,2,2,"Courthouse Desk","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2284033,0,0,0,"",-175670303,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7224,"Metadata/Items/Hideout/HideoutCourtsJuryStand",39,2,2,"Jury Stand","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2284289,0,0,0,"",-1937210240,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7225,"Metadata/Items/Hideout/HideoutCourtsTable",39,2,2,"Courthouse Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2284545,0,0,0,"",-1371468338,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7226,"Metadata/Items/Hideout/HideoutCourtsWritingDesk",39,1,1,"Writing Desk","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2284801,0,0,0,"",1015730179,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7227,"Metadata/Items/Hideout/HideoutCourtsBurnedBooks",39,1,1,"Burned Books","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2285057,0,0,0,"",-1294242963,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7228,"Metadata/Items/Hideout/HideoutCourtsBurnedChair",39,1,2,"Burned Chair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2285313,0,0,0,"",-538642194,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7229,"Metadata/Items/Hideout/HideoutCourtsBurnedRug",39,2,2,"Burned Rug","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2285569,0,0,0,"",308093113,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7230,"Metadata/Items/Hideout/HideoutCourtsBurnedBookcase",39,2,2,"Burned Bookcase","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2285825,0,0,0,"",1245835445,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7231,"Metadata/Items/Hideout/HideoutCourtsBurnedDesk",39,1,1,"Burned Desk","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2286081,0,0,0,"",-550340596,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7232,"Metadata/Items/Hideout/HideoutOrnatePlanter",39,1,2,"Ornate Planter","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2286337,0,0,0,"",-55915002,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7233,"Metadata/Items/Hideout/HideoutPlantPot",39,1,1,"Plant Pot","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2286593,0,0,0,"",-49284290,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7234,"Metadata/Items/Hideout/HideoutOriathStatue",39,2,2,"Oriath Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2286849,0,0,0,"",596544799,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7235,"Metadata/Items/Hideout/HideoutMysticHideoutDecor1",39,2,2,"Mystic Building Supplies","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2287105,0,0,0,"",-1021401329,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7236,"Metadata/Items/Hideout/HideoutMysticHideoutDecor2",39,2,2,"Mystic Cave","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2287361,0,0,0,"",511620559,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7237,"Metadata/Items/Hideout/HideoutMysticHideoutDecor3",39,2,2,"Mystic Glowworms","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2287617,0,0,0,"",406171915,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7238,"Metadata/Items/Hideout/HideoutCorsairHideoutDecor1",39,2,2,"Corsair Building Supplies","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2287873,0,0,0,"",-1114633260,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7239,"Metadata/Items/Hideout/HideoutCorsairHideoutDecor2",39,2,2,"Mysterious Treasure","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2288129,0,0,0,"",842394388,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7240,"Metadata/Items/Hideout/HideoutCorsairHideoutDecor3",39,2,2,"Pooled Water","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2288385,0,0,0,"",-1687441194,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7241,"Metadata/Items/Hideout/HideoutOilLamp",39,1,1,"Oil Lamp","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2288641,0,0,0,"",-1227145003,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7242,"Metadata/Items/Hideout/HideoutOrnateVase",39,1,1,"Ornate Vase","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2288897,0,0,0,"",1119029253,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7243,"Metadata/Items/Hideout/HideoutStrangeGlobe",39,1,1,"Strange Globe","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2289153,0,0,0,"",-62391792,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7244,"Metadata/Items/Hideout/HideoutMetalRelicStand",39,1,1,"Metal Relic Stand","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2289409,0,0,0,"",1503042858,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7245,"Metadata/Items/Hideout/HideoutOrnateRelicStand",39,1,1,"Ornate Relic Stand","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2289665,0,0,0,"",781679345,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7246,"Metadata/Items/Hideout/HideoutTinyRelicStand",39,1,1,"Tiny Relic Stand","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2289921,0,0,0,"",1176818107,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7247,"Metadata/Items/Hideout/HideoutSmallRelicStand",39,1,1,"Small Relic Stand","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2290177,0,0,0,"",619362235,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7248,"Metadata/Items/Hideout/HideoutLootedSmallRelicStand",39,1,1,"Small Looted Stand","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2290433,0,0,0,"",999529333,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7249,"Metadata/Items/Hideout/HideoutRelicStand",39,1,2,"Relic Stand","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2290689,0,0,0,"",1318647182,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7250,"Metadata/Items/Hideout/HideoutLootedRelicStand",39,1,2,"Looted Stand","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2290945,0,0,0,"",791773500,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7251,"Metadata/Items/Hideout/HideoutSmallRelicDisplay",39,2,2,"Small Relic Display","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2291201,0,0,0,"",-638564781,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7252,"Metadata/Items/Hideout/HideoutLootedSmallRelicDisplay",39,2,2,"Small Looted Display","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2291457,0,0,0,"",-1817549152,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7253,"Metadata/Items/Hideout/HideoutSmallRelicTable",39,2,2,"Small Relic Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2291713,0,0,0,"",363040789,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7254,"Metadata/Items/Hideout/HideoutLootedSmallRelicTable",39,2,2,"Small Looted Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2291969,0,0,0,"",1859633220,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7255,"Metadata/Items/Hideout/HideoutRelicDisplay",39,2,2,"Relic Display","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2292225,0,0,0,"",1117464728,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7256,"Metadata/Items/Hideout/HideoutLootedRelicDisplay",39,2,2,"Looted Display","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2292481,0,0,0,"",-1121864480,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7257,"Metadata/Items/Hideout/HideoutRelicTable",39,2,2,"Relic Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2292737,0,0,0,"",1017474358,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7258,"Metadata/Items/Hideout/HideoutLootedRelicTable",39,2,2,"Looted Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2292993,0,0,0,"",350009423,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7259,"Metadata/Items/Hideout/HideoutLargeRelicDisplay",39,2,2,"Large Relic Display","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2293249,0,0,0,"",-1334461697,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7260,"Metadata/Items/Hideout/HideoutRelicCase",39,2,2,"Relic Case","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2293505,0,0,0,"",-892185354,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7261,"Metadata/Items/Hideout/HideoutLootedRelicCase",39,2,2,"Looted Case","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2293761,0,0,0,"",-2003861467,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7262,"Metadata/Items/Hideout/HideoutRelicCrate",39,2,2,"Relic Crate","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2294017,0,0,0,"",289381901,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7263,"Metadata/Items/Hideout/HideoutLootedRelicCrate",39,2,2,"Looted Crate","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2294273,0,0,0,"",492825157,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7264,"Metadata/Items/Hideout/HideoutMapBoard",39,2,2,"Map Board","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2294529,0,0,0,"",-959712659,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7265,"Metadata/Items/Hideout/HideoutScatteredAtlasPapers",39,1,1,"Scattered Papers","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2294785,0,0,0,"",721892162,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7266,"Metadata/Items/Hideout/HideoutReliquaryPillar",39,1,2,"Reliquary Pillar","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2295041,0,0,0,"",-840170116,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7267,"Metadata/Items/Hideout/HideoutShroudedFurniture",39,2,2,"Shrouded Furniture","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2295297,0,0,0,"",811065636,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7268,"Metadata/Items/Hideout/HideoutReliquarySheet",39,1,1,"Discarded Sheet","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2295553,0,0,0,"",1485949557,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7269,"Metadata/Items/Hideout/HideoutReliquaryBrokenGlass",39,1,1,"Broken Glass","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2295809,0,0,0,"",1402103417,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7270,"Metadata/Items/Hideout/HideoutRelicPile",39,2,2,"Relic Pile","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2296065,0,0,0,"",-1677204175,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7271,"Metadata/Items/Hideout/HideoutArch_Arch",39,2,2,"Ruined Arch","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2276353,0,0,0,"",790724878,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7272,"Metadata/Items/Hideout/HideoutArch_Machinery",39,2,2,"Dig Machinery","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2276609,0,0,0,"",1093639160,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7273,"Metadata/Items/Hideout/HideoutArch_Board",39,1,1,"Wooden Board","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2276865,0,0,0,"",-916301291,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7274,"Metadata/Items/Hideout/HideoutArch_Brick",39,1,1,"Excavated Brick","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2277121,0,0,0,"",-1143672944,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7275,"Metadata/Items/Hideout/HideoutArch_ClothPost",39,1,1,"Cloth Post","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2277377,0,0,0,"",1251513557,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7276,"Metadata/Items/Hideout/HideoutArch_Column",39,1,2,"Ruined Column","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2277633,0,0,0,"",194048536,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7277,"Metadata/Items/Hideout/HideoutArch_Hut",39,2,2,"Ramshackle Hut","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2277889,0,0,0,"",-576640715,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7278,"Metadata/Items/Hideout/HideoutArch_LongRubble",39,2,2,"Rubble Strip","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2278145,0,0,0,"",1448662947,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7279,"Metadata/Items/Hideout/HideoutArch_Peg",39,1,1,"Archaeologist's Peg","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2278401,0,0,0,"",-1792366099,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7280,"Metadata/Items/Hideout/HideoutArch_RubblePile",39,2,2,"Ancient Rubble","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2278657,0,0,0,"",-512296820,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7281,"Metadata/Items/Hideout/HideoutArch_Ruin",39,2,1,"Exposed Ruins","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2278913,0,0,0,"",-1874461570,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7282,"Metadata/Items/Hideout/HideoutArch_DriedWell",39,2,2,"Dried Well","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2279169,0,0,0,"",-53031458,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7283,"Metadata/Items/Hideout/HideoutArch_FoothillsGrass",39,1,1,"Foothills Grass","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2279425,0,0,0,"",520788996,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7284,"Metadata/Items/Hideout/HideoutArch_FoothillsDebris",39,1,1,"Foothills Debris","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2279681,0,0,0,"",1553422858,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7285,"Metadata/Items/Hideout/HideoutArch_WagonWheel",39,2,2,"Wagon Wheel","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2279937,0,0,0,"",-1058720992,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7286,"Metadata/Items/Hideout/HideoutShaperFragment",39,1,1,"Shaper Fragment","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2296321,0,0,0,"",1522237144,[],252,"","",[],[],-16843010,-16843010,"","","","",""
