"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","rid","bool","[rid]","[rid]","[rid]","[rid]","i32","bool","rid"
1472,"affliction_debuff_damage_taken","You are taking increased Damage. This debuff is removed when you stop being Delirious.","","","Eroding Touch",[477],1,4,1,"","","",21,1208,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","","",4,"","",0,[],"","","",1,[],[],[477],[],0,"",""
1473,"affliction_debuff_flask_effect_and_charge_gain","You are gaining less Flask Charges and your Flasks have reduced Effect. This debuff is removed when you stop being Delirious.","","","Diluting Touch","[1745,460]",1,4,1,"","","",21,1209,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","","",4,"","",0,[],"","","",1,[],[],"[1745,460]",[],0,"",""
1474,"affliction_receive_recovery_debuff_cooldown","",1,"","",[10975],1,2,"","","","",21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[10975],[],0,"",""
1475,"affliction_receive_action_speed_debuff_cooldown","",1,"","",[10976],1,2,"","","","",21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[10976],[],0,"",""
1476,"affliction_receive_flask_debuff_cooldown","",1,"","",[10978],1,2,"","","","",21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[10978],[],0,"",""
1477,"affliction_receive_damage_taken_debuff_cooldown","",1,"","",[10977],1,2,"","","","",21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[10977],[],0,"",""
1478,"recent_minion_buffs","",1,"","","[1905,177,140]",1,2,"","","","",21,0,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],"[1905,177,140]",[],0,"",""
1479,"gain_10_aoe_every_second_up_to_50","",1,"","",[],1,1,"","","",1,21,0,1,"",1,"","","","",0,"","GainStatsAtIntervalWhileStationary","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1480,"have_used_a_travel_skill_recently","",1,"","",[11045],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11045],[],0,"",""
1481,"have_cast_a_spell_recently","",1,"","",[11047],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11047],[],0,"",""
1482,"have_cursed_an_enemy_recently","",1,"","",[11049],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11049],[],0,"",""
1483,"have_chilled_an_enemy_recently","",1,"","",[],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[11051],0,"",""
1484,"have_stunned_an_enemy_with_a_two_handed_melee_weapon_recently","",1,"","",[11053],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11053],[],0,"",""
1485,"have_crit_with_a_two_handed_melee_weapon_recently","",1,"","",[11054],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11054],[],0,"",""
1486,"have_used_a_brand_skill_recently","",1,"","",[11056],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11056],[],0,"",""
1487,"have_hit_with_main_hand_weapon_recently","",1,"","",[11058],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11058],[],0,"",""
1488,"have_hit_with_off_hand_weapon_recently","",1,"","",[11060],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11060],[],0,"",""
1489,"have_ignited_an_enemy_recently","",1,"","",[],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[11062],0,"",""
1490,"have_summoned_totem_in_past_2_seconds","",1,"","",[11084],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11084],[],0,"",""
1491,"cannot_regen_life","",1,"","",[1003],1,3,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1003],[],0,"",""
1492,"nearby_enemies_deal_reduced_damage","",1,"","",[24],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[24],[],0,"",""
1493,"generic_buff_aura","",1,"","",[],1,3,"","","","",21,0,1,"",15,"",1,1,"",0,"","GenericBuffAura","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1494,"affliction_corpse_degen","You are taking Physical Damage over time","","","Putrefaction",[354],"",3,"","","","",21,1223,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[354],[],0,"",""
1495,"hinder_aura","",1,"","",[11509],1,3,"","","","",21,0,1,"",15,"",1,1,"",0,"","HinderAura","","","","","",4,"","",0,[],"","","","",[],[],[11509],[],0,"",""
1496,"corpse_sink","",1,"","",[],"",11,"","","","",21,0,1,"",15,"",1,1,"",0,"","CorpseSink","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1497,"orion_beam_bomb_slow","You take 10% increased Damage and are 6% slower for each stack.","","","Corruption of the Awakener","[477,11522]",1,4,1,"","",1,21,1228,1,"",2,"",1,1,"",8,"","","","","","","",4,"","",0,[],"","",155,1,[],[],"[477,11522]",[],0,"",""
1498,"axes_swords_rage_gain_cooldown","",1,"","",[11851],1,2,"","","","",21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11851],[],0,"",""
1499,"vomit_chunk_stew","You are slowed for each stack of this Debuff.","","","Explosive Retch",[346],"",4,1,"","","",21,1229,1,"",2,"",1,1,"",5,"","","","","","","",4,"","",0,[],"","","",1,[],[],[346],[],0,"",""
1500,"spellslinger","You will trigger spells when you fire wand projectiles.","",1,"Spellslinger",[],1,1,"","","","",21,1230,1,"",1,"",1,1,"",0,"","","","","","","",1,"",1,0,[],"","","","",[],[],[],[],0,"",""
1501,"have_crit_with_herald_recently","",1,"","",[11566],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11566],[],0,"",""
1502,"increased_enemy_elemental_damage_taken_from_item","You take increased Elemental Damage.","","","Elemental Damage Taken Increase",[3494],1,3,"","","","",21,929,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3494],[],0,"",""
1503,"rune_paint_hidden_teleport_cooldown","",1,"","",[],"",3,"","","","",21,0,1,"",2,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1504,"keystone_reactionary_physical_damage_reduction","",1,"","",[1035],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1035],[],0,"",""
1505,"keystone_reactionary_plus_elemental_max_resist","",1,"","","[141,948]","",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[141,948]",[],0,"",""
1506,"keystone_reactionary_track_guard_skill_ended_recently","",1,"","",[],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","KeystoneReactionaryTrackGuardSkill","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1507,"keystone_reactionary_damage_taken_pluspercent","",1,"","",[11713],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11713],[],0,"",""
1508,"glorious_madness","You're going gloriously mad. You will be repeatedly touched in random ways.","","","Glorious Madness","[11701,11702]",1,3,"","","","",21,1205,1,"",15,"",1,1,"",0,"","GloriousMadness","","","","","",4,"",1,0,[],"","","","",[],[],"[11701,11702]",[],0,"",""
1509,"lightning_volatile_slow","You have 30% less action speed.","","","Electrifying Gaze",[11522],1,3,"","","",1,21,1246,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[11522],[],0,"",""
1510,"herald_of_agony_max_virulence_hidden","",1,"","",[11463],1,3,"","","","",21,0,1,"",15,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],[11463],[],0,"",""
1511,"elemental_warding_buff_fated","You are unaffected by Curses","",1,"Elemental Warding",[7418],1,3,"","","","",21,1311,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7418],[],0,"",""
1512,"rallying_cry_new_weapon_damage_added","A portion of your ally's weapon damage is being added to you","","","Rallied","[30,45,52,59,66,31,46,53,60,67]",1,3,"","","",1,21,1316,1,"",1,"",1,1,"",0,"","RemoveOnOwnerWeaponSwap","","","","","",4,"","",0,[],"","","","",[],[],"[30,45,52,59,66,31,46,53,60,67]",[],0,"",""
1513,"infernal_cry","You will explode if you die with this debuff.","","","Infernal Cry",[],1,3,"","","",1,21,1306,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1514,"enduring_cry_endurance_charge_benefits","You have extra physical damage reduction and elemental resistance for each endurance charge you have.","","","Enduring Cry","[142,446]",1,3,"","","","",21,397,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[142,446]",[],0,"",""
1515,"rage_regeneration","",1,"","",[],1,3,"","","","",21,0,1,"",15,"",1,1,"",0,"","RageRegeneration","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1516,"have_changed_stance_recently","",1,"","",[11866],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11866],[],0,"",""
1517,"seismic_cry","You can stun enemies more easily.","","","Seismic Cry",[108],1,3,"","","","",21,1291,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[108],[],0,"",""
1518,"ancestral_cry","You have bonus melee range and armour.","","","Ancestral Cry","[1231,116,117]",1,3,"","","","",21,1292,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1231,116,117]",[],0,"",""
1519,"brand_detonate_buff","","","","[UNUSED] Brand Detonate Buff",[11720],"",3,"","","","",21,936,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[11720],[],0,"",""
1520,"magma_sigil","You are Branded. and will gain energy over time. When the brand is removed, the energy will explode.","","","Penance Brand",[477],1,1,1,"","",1,21,1324,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","","",2,"","",0,[],"","","","",[],[],[477],[],0,"",""
1521,"immolation_sigil","You are Branded.","","","Wintertide Brand",[477],1,1,1,"","",1,21,1325,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","","",2,"","",0,[],"","","","",[],[],[477],[],0,"",""
1522,"trigger_sigil","You are Branded.","","","Arcanist Brand",[477],1,1,1,"","",1,21,1326,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","","",2,"","",0,[],"","","","",[],[],[477],[],0,"",""
1523,"immolation_brand_burn","You are taking cold damage over time from a Wintertide Brand.","","","Wintertide",[1979],1,1,"","","",1,21,1314,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1979],[],0,"",""
1524,"magma_pustule","You have been energised by a Penance Brand.","","","Penance",[],"",4,1,"",11896,"",21,1296,1,"",2,"",1,1,"",0,"","PenanceBrandCharge","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1525,"immolation_brand_burn_secondary","You are taking cold damage over time from being near an ending Wintertide Brand effect.","","","Wintertide's End",[1979],1,3,"","","",1,21,1315,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1979],[],0,"",""
1526,"ancestral_slam_big_hit_counter","",1,"","",[],"",1,"","","","",21,0,1,"",15,"",1,1,"",0,"","AncestralSlamBigHitCounter","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1527,"fragile_regrowth","You are gaining Fragile Regrowth over time and will lose it when hit.","","","Fragile Regrowth",[],1,4,1,11923,11924,1,21,1305,1,"",6,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1528,"fragile_regrowth_generation","",1,"","",[],1,3,"","","",1,21,0,1,"",15,"",1,1,"",0,"","FragileRegrowthGeneration","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1529,"wake_of_destruction","",1,"","",[],1,3,"","","","",21,0,1,"",15,"",1,1,"",0,"","WakeOfDestruction","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1530,"lightning_resistance_override","",1,"","","[11940,11941]","",3,"","","","",21,0,"","",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[11940,11941]",[],0,"",""
1531,"instant_warcry_skill_delay","",1,"","",[],1,2,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1532,"spectral_wolf_buff","Your Spectral Wolves are granting you additional Physical Damage with Attacks","","","Spectral Pack","[30,31]",1,1,"","","","",21,1331,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[30,31]",[],0,"",""
1533,"chaos_resistance","",1,"","",[150],"",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[150],[],0,"",""
1534,"have_cast_dash_recently","",1,"","",[12010],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[12010],[],0,"",""
1535,"harvest_crab_screech_buff","","","","","[1905,177,24]",1,2,"","","","",21,1307,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1905,177,24]",[],0,"",""
1536,"harvest_crab_screech_debuff","You take increased Cold Damage.","","","Frigid Roar",[3629],1,2,"","","","",21,1308,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3629],[],0,"",""
1537,"replenishing_presence_passive_aura","",1,"","",[451],1,1,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[451],[],0,"",""
1538,"harvest_plague_spider_slow","You are slowed.","","","Noxious Fumes",[346],1,2,"","","","",21,1309,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[346],[],0,"",""
1539,"harvest_hulk_enrage","",1,"","","[434,717,70,216]","",1,"","","","",21,1312,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[434,717,70,216]",[],0,"",""
1540,"generic_buff_aura_not_removed_on_death","",1,"","",[],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","GenericBuffAura","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1541,"ground_profane_enemy","You are on an enemy's Profane Ground, lowering your resistances and making you easier to critically hit.","","","Profane Ground","[12068,9053,7645]",1,3,"","","","",21,203,"","",2,"",1,1,"",0,"","RefreshWhenRemoved","","","","","",4,"","",0,[],"","","","",[],[],"[12068,9053,7645]",[],0,"",""
1542,"unholy_might_while_no_es","You deal extra Chaos Damage, based on your Physical Damage","","","Unholy Might",[5642],1,3,"","","","",21,281,1,1,1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[5642],[],0,"",""
1543,"dynamo_mana_recovery","",1,"","",[562],1,1,"","","","",21,0,1,1,15,"",1,"","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[562],[],0,"",""
1544,"keystone_oasis","",1,"","Keystone Oasis",[],1,3,"","","","",21,0,1,"",15,"",1,"","",0,"","KeystoneOasis","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1545,"alchemists_genius","Flasks have increased effect on you, and you gain an increased number of Flask Charges.","","","Alchemist's Genius","[12106,460]",1,3,"","","",1,21,1323,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[12106,460]",[],0,"",""
1546,"harvest_boss_raven_screech","Shocks on you have increased effect and duration, and can increase damage taken to a higher value than normal.","","","Shrill Screech","[3592,205,12155]",1,4,1,"","","",21,1317,1,"",2,"",1,1,"",20,"","","","","","","",4,"","",0,[],"","","","",[],[],"[3592,205,12155]",[],0,"",""
1547,"have_been_ignited_recently","",1,"","",[],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[12133],0,"",""
1548,"have_been_shocked_recently","",1,"","",[12134],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[12134],[],0,"",""
1549,"warcry_physical_damage_reduction_rating_percent","",1,"","",[117],"",3,"","","","",21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[117],[],0,"",""
1550,"winter_brand_stacks","",1,"","",[],1,4,"","","","",21,1319,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1551,"display_num_empowered_attacks","",1,"","",[],1,1,"","","","",21,0,1,"",15,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1552,"harvest_beast_roar_debuff","You are slowed.","","","Bestial Roar",[346],1,2,"","","","",21,1320,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[346],[],0,"",""
1553,"keystone_impale_cannot_be_impaled","You cannot be impaled again, and Call of Steel cannot remove impale debuffs from you.","","","The Impaled",[12074],"",3,"","","","",21,1321,1,"",1,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[13662],[12074],[],0,"",""
1554,"harvest_rhex_screech_debuff","You take increased Lightning Damage.","","","Thunderous Roar",[3630],1,2,"","","","",21,1322,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3630],[],0,"",""
1555,"debilitate","You are slowed and deal less Damage.","","","Debilitate","[12170,12171]",1,3,"","","","",21,1327,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[12170,12171]",[],0,"",""
1556,"explode_on_death_dealing_chaos_damage","",1,"","",[12175],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[12175],[],0,"",""
1557,"cannot_be_stunned_after_stun_finished","",1,"","",[701],1,2,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[701],[],0,"",""
1558,"maximum_life_cannot_be_zero_temporarily","",1,1,"",[12201],1,3,"","","",1,21,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[12201],[],0,"",""
1559,"hindered_enemy_life_regeneration_rate","",1,"","",[2401],"",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[2401],[],0,"",""
1560,"exposed_enemy_elemental_status_duration","",1,"","",[621],"",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[621],[],0,"",""
1561,"maimed_enemy_damage_taken_over_time","",1,"","",[542],"",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[542],[],0,"",""
1562,"taunted_enemy_less_area_damage","",1,"","",[12279],"",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[12279],[],0,"",""
1563,"withered_enemy_all_resistances","",1,"","",[7645],"",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7645],[],0,"",""
1564,"blinded_enemy_crit_chance","",1,"","",[554],"",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[554],[],0,"",""
1565,"intimidated_enemy_self_stun_duration","",1,"","",[4605],"",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[4605],[],0,"",""
1566,"unnerved_enemy_self_spell_crit_chance","",1,"","",[12284],"",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[12284],[],0,"",""
1567,"berserker_more_empowered_attack_damage","Your Exerted Attacks deal more Attack Damage.","","","War Bringer",[12287],1,2,"","","",1,21,1329,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[12287],[],0,"",""
1568,"have_lost_endurance_charge_in_past_8_seconds","",1,"","",[12317],"",9,"","","","",21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[12317],[],0,"",""
1569,"crown_of_thorns_ground","You are taking Physical and Fire Damage over time","","","Sacred Ashes","[354,1977]",1,3,"","","","",21,1330,1,"",2,"",1,1,"",0,"","AddBuffWhileInAura","","","","","",4,"","",0,[],"","",101,"",[],[],"[354,1977]",[],0,"",""
1570,"crushed","",1,"","Crushed",[1035],1,3,"","","",1,21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1035],[],0,"",""
1571,"harvest_boss_push_immunity","",1,"","","[701,979,2668]",1,2,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[701,979,2668]",[],0,"",""
1572,"add_buff_while_in_aura","",1,"","",[],1,1,"","","","",21,0,1,"",15,"","","","",0,"","AddBuffWhileInAura","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1573,"crown_of_thorns_stacking","You have reduced physical damage reduction and maximum resistances.","","","Sacred Suffering","[1035,947]","",1,"","","","",21,1332,1,1,2,"",1,1,"",10,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1035,947]",[],0,"",""
1574,"oshabi_blue_aura","You take increased damage from Oshabi's Primal skills","","","Primal Malady",[12360],1,3,1,"","","",21,1334,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[12360],[],0,"",""
1575,"oshabi_green_aura","You take increased damage from Oshabi's Vivid skills","","","Vivid Malady",[12361],1,3,1,"","","",21,1335,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[12361],[],0,"",""
1576,"oshabi_red_aura","You take increased damage from Oshabi's Wild skills","","","Wild Malady",[12362],1,3,1,"","","",21,1336,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[12362],[],0,"",""
1577,"blackhole_damage_taken","",1,"","",[477],"",3,"","","","",21,1354,1,"",2,"",1,1,"",0,"","BlackHoleApplyHinderBuff","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,"",""
1578,"frostglobe_absorb_damage","The Frost Shield will take some damage for you.","","","Frost Shield",[],"",3,"","","","",21,1356,1,"",15,"",1,1,"",0,"","FrostGlobeAbsorbDamage","","","","","",4,"","",0,[],"","","","","[12372,12385]",[],"[12372,12385]",[],0,"",""
1579,"steel_skill_ammo_buff","Steel Shards are consumed by some attack skills.","","","Steel Shard",[],"",3,1,"",12373,"",21,1357,1,"",15,"",1,1,"",10,"","SteelSkillAmmoBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1580,"circle_of_power_buff","You are standing in a Sigil of Power","","","Sigil of Power","[213,57,58,25,659,554]","",3,"","","","",21,1359,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[213,57,58,25,659,554]",[],0,"",""
1581,"circle_of_power_debuff","You deal less damage.","","","Sigil of Power",[12393],"",3,"","","","",21,1361,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[12393],[],0,"",""
1582,"frostglobe_chill_enemies","",1,"","Frost Shield",[],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","CorpseShockChillAura","","","","","",4,"","",0,[],"","","","",[],[],[],[13868],0,"",""
1583,"warlords_mark_rage_regeneration","",1,"","",[12395],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[12395],[],0,"",""
1584,"firewall_debuff","You are taking Fire Damage while inside a Flame Wall.","","","Flame Wall",[1977],1,3,"","","","",21,167,"","",2,"",1,1,"",0,"","FirewallDegenBuff","","","","","",4,"","",0,[],"","","","",[],[12427],[1977],[],0,"",""
1585,"firewall_secondary_debuff","You are taking extra Fire Damage from a Flame Wall.","","","Flame Wall",[1977],1,3,"","","","",21,167,"","",2,"",1,1,"",0,"","FirewallSecondaryDegenBuff","","","","","",4,"","",0,[],"","","","",[],[],[1977],[],0,"",""
1586,"mark_tracker","",1,"","",[],1,2,"","","","",21,0,1,"",15,"",1,1,"",0,"","MarkTrackerBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1587,"curse_zone_aura","",1,"","",[],1,1,"","","","",21,0,"","",15,"","","","",0,1,"CurseZoneAura","","","","","",4,"","",0,[],"","","","",[],[12436],[],[],0,"",""
1588,"have_gained_power_charge_recently","",1,"","",[],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[12441],0,"",""
1589,"heist_disguised","",1,"","",[3197],1,2,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3197],[],0,"",""
1590,"frostglobe_degen_owner","",1,"","",[12447],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[5060],[12447],[],0,"",""
1591,"frostglobe_crit_owner","",1,"","",[553],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[553],[],0,"",""
1592,"corpse_walk_display_buff","While you are moving, you spawn corpses beneath you each second.","","","Corpse Walk",[],"",3,"","","","",21,1375,1,"",15,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1593,"glacial_cascade_unique_knockback_cooldown","",1,"","",[],"",3,"","","","",21,0,"","",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1594,"area_of_effect_on_mana_spent","",1,"","",[],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","AreaOfEffectOnManaSpent","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1595,"area_of_effect_pluspercent_unique","You have increased Area of Effect.","","","Replica Kalisa's Grace",[434],"",3,"","","","",21,1376,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[434],[],0,"",""
1596,"unique_flask_eldritch_battery","You have Eldritch Battery, allowing you to spend Energy Shield for Costs of Skills.","","","Eldritch Battery","[5247,9588]",1,3,"","","",1,21,1379,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[5247,9588]",[],0,"",""
1597,"death_wish","",1,"","","[70,216,177]",1,2,"","","","",21,1377,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],"[12496,1854,5824]","[70,216,177]",[],0,"",""
1598,"heist_military_shield_wall_aura","Allies take less Damage","","","",[477],1,3,"","","","",21,1378,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,"",""
1599,"death_wish_display_stages","A number of your minions are affected by Death Wish.","","","Death Wish",[],1,4,1,"","","",21,1380,1,"",15,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
