"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","rid","AddEnchantment","SortCategory","rid","bool","i32"
497,5,89,15962,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3,0,2]",0,18,1,1,[],[],1203,1203,16907,"",1,6399,1,0
498,5,90,15963,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,36,1,1,[],[],1203,1203,16908,"",2,5621,1,0
499,5,91,15964,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,36,1,1,[],[],1203,1203,16908,"",2,5621,1,0
500,5,92,15965,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,4]",0,36,1,1,[],[],1203,1203,16909,"",2,5621,1,0
501,5,93,15966,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,4]",0,36,1,1,[],[],1203,1203,16909,"",2,5621,1,0
502,5,94,16072,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,1,1,[],[],1203,1203,16945,"",1,67,1,0
503,5,95,16073,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,1,1,[],[],1203,1203,16945,"",1,67,1,0
504,5,96,16074,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,1,1,[],[],1203,1203,16945,"",1,67,1,0
505,5,97,16075,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,1,1,[],[],1203,1203,16946,"",1,68,1,0
506,5,98,16076,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,1,1,[],[],1203,1203,16946,"",1,68,1,0
507,5,99,16077,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,1,1,[],[],1203,1203,16946,"",1,68,1,0
508,5,100,16078,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,1,1,[],[],1203,1203,16947,"",1,69,1,0
509,5,101,16079,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,1,1,[],[],1203,1203,16947,"",1,69,1,0
510,5,102,16080,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,1,1,[],[],1203,1203,16947,"",1,69,1,0
511,5,103,16081,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,1,1,[],[],1203,1203,16948,"",1,70,1,0
512,5,104,16082,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,1,1,[],[],1203,1203,16948,"",1,70,1,0
513,5,105,16083,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,1,1,[],[],1203,1203,16948,"",1,70,1,0
514,5,106,16084,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,1,1,[],[],1203,1203,16949,"",1,71,1,0
515,5,107,16085,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,1,1,[],[],1203,1203,16949,"",1,71,1,0
516,5,108,16086,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,1,1,[],[],1203,1203,16949,"",1,71,1,0
517,5,109,16087,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,1,1,[],[],1203,1203,16950,"",1,72,1,0
518,5,110,16088,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,1,1,[],[],1203,1203,16950,"",1,72,1,0
519,5,111,16089,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,1,1,[],[],1203,1203,16950,"",1,72,1,0
520,5,112,16090,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,1,1,[],[],1203,1203,16951,"",1,73,1,0
521,5,113,16091,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,1,1,[],[],1203,1203,16951,"",1,73,1,0
522,5,114,16092,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,1,1,[],[],1203,1203,16951,"",1,73,1,0
523,5,115,16093,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,1,1,[],[],1203,1203,16952,"",1,67,1,0
524,5,116,16094,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,1,1,[],[],1203,1203,16952,"",1,67,1,0
525,5,117,16095,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,1,1,[],[],1203,1203,16952,"",1,67,1,0
526,5,118,16096,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,1,1,[],[],1203,1203,16953,"",1,68,1,0
527,5,119,16097,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,1,1,[],[],1203,1203,16953,"",1,68,1,0
528,5,120,16098,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,1,1,[],[],1203,1203,16953,"",1,68,1,0
529,5,121,16099,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,1,1,[],[],1203,1203,16954,"",1,69,1,0
530,5,122,16100,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,1,1,[],[],1203,1203,16954,"",1,69,1,0
531,5,123,16101,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,1,1,[],[],1203,1203,16954,"",1,69,1,0
532,5,124,16102,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,1,1,[],[],1203,1203,16955,"",1,70,1,0
533,5,125,16103,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,1,1,[],[],1203,1203,16955,"",1,70,1,0
534,5,126,16104,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,1,1,[],[],1203,1203,16955,"",1,70,1,0
535,5,127,16105,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,1,1,[],[],1203,1203,16956,"",1,71,1,0
536,5,128,16106,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,1,1,[],[],1203,1203,16956,"",1,71,1,0
537,5,129,16107,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,1,1,[],[],1203,1203,16956,"",1,71,1,0
538,5,130,16108,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,1,1,[],[],1203,1203,16957,"",1,72,1,0
539,5,131,16109,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,1,1,[],[],1203,1203,16957,"",1,72,1,0
540,5,132,16110,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,1,1,[],[],1203,1203,16957,"",1,72,1,0
541,5,133,16111,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,1,1,[],[],1203,1203,16958,"",1,73,1,0
542,5,134,16112,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,1,1,[],[],1203,1203,16958,"",1,73,1,0
543,5,135,16113,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,1,1,[],[],1203,1203,16958,"",1,73,1,0
544,5,136,16114,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,1,1,[],[],1203,1203,16959,"",1,67,1,0
545,5,137,16115,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,1,1,[],[],1203,1203,16959,"",1,67,1,0
546,5,138,16116,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,1,1,[],[],1203,1203,16959,"",1,67,1,0
547,5,139,16117,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,1,1,[],[],1203,1203,16960,"",1,68,1,0
548,5,140,16118,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,1,1,[],[],1203,1203,16960,"",1,68,1,0
549,5,141,16119,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,1,1,[],[],1203,1203,16960,"",1,68,1,0
550,5,142,16120,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,1,1,[],[],1203,1203,16961,"",1,69,1,0
551,5,143,16121,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,1,1,[],[],1203,1203,16961,"",1,69,1,0
552,5,144,16122,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,1,1,[],[],1203,1203,16961,"",1,69,1,0
553,5,145,16123,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,1,1,[],[],1203,1203,16962,"",1,70,1,0
554,5,146,16124,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,1,1,[],[],1203,1203,16962,"",1,70,1,0
555,5,147,16125,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,1,1,[],[],1203,1203,16962,"",1,70,1,0
556,5,148,16126,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,1,1,[],[],1203,1203,16963,"",1,71,1,0
557,5,149,16127,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,1,1,[],[],1203,1203,16963,"",1,71,1,0
558,5,150,16128,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,1,1,[],[],1203,1203,16963,"",1,71,1,0
559,5,151,16129,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,1,1,[],[],1203,1203,16964,"",1,72,1,0
560,5,152,16130,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,1,1,[],[],1203,1203,16964,"",1,72,1,0
561,5,153,16131,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,1,1,[],[],1203,1203,16964,"",1,72,1,0
562,5,154,16132,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,1,1,[],[],1203,1203,16965,"",1,73,1,0
563,5,155,16133,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,1,1,[],[],1203,1203,16965,"",1,73,1,0
564,5,156,16134,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,1,1,[],[],1203,1203,16965,"",1,73,1,0
565,5,157,16135,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,8,7,5,4,10,11,9,13]",0,106,1,1,"[744,745]",[],1203,1203,16966,"",2,6231,1,0
566,5,158,16136,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,8,7,5,4,10,11,9,13]",0,106,1,1,"[744,745]",[],1203,1203,16966,"",2,6231,1,0
567,5,159,16137,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,8,7,5,4,10,11,9,13]",0,106,1,1,"[744,745]",[],1203,1203,16966,"",2,6231,1,0
568,5,160,16138,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,8,7,5,4,10,11,9,13]",0,34,1,1,"[746,745]",[],1203,1203,16967,"",2,6233,1,0
569,5,161,16139,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,8,7,5,4,10,11,9,13]",0,34,1,1,"[746,745]",[],1203,1203,16967,"",2,6233,1,0
570,5,162,16140,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,8,7,5,4,10,11,9,13]",0,34,1,1,"[746,745]",[],1203,1203,16967,"",2,6233,1,0
571,5,163,16141,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,8,7,5,4,10,11,9,13]",0,107,1,1,"[744,746]",[],1203,1203,16968,"",2,6232,1,0
572,5,164,16142,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,8,7,5,4,10,11,9,13]",0,107,1,1,"[744,746]",[],1203,1203,16968,"",2,6232,1,0
573,5,165,16143,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,8,7,5,4,10,11,9,13]",0,107,1,1,"[744,746]",[],1203,1203,16968,"",2,6232,1,0
574,5,166,16144,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,"[9,10]",0,79,1,1,[],[],1203,1203,16969,"",2,6295,1,0
575,5,167,16145,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,"[9,10]",0,81,1,1,[],[],1203,1203,16970,"",2,6296,1,0
576,5,168,16146,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,"[9,10]",0,80,1,1,[],[],1203,1203,16971,"",2,6297,1,0
577,5,169,16147,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[9,10]",0,53,1,1,[],[],1203,1203,16972,"",1,185,1,0
578,5,170,16148,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[9,10]",0,53,1,1,[],[],1203,1203,16972,"",1,185,1,0
579,5,171,16149,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[9,10]",0,53,1,1,[],[],1203,1203,16972,"",1,185,1,0
580,5,172,16150,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[9,10]",0,73,1,1,[],[],1203,1203,16973,"",1,6302,1,0
581,5,173,16151,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[9,10]",0,73,1,1,[],[],1203,1203,16973,"",1,6302,1,0
582,5,174,16152,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[9,10]",0,73,1,1,[],[],1203,1203,16973,"",1,6302,1,0
583,5,175,16153,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[9,10]",0,72,1,1,[],[],1203,1203,16974,"",1,6303,1,0
584,5,176,16154,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[9,10]",0,72,1,1,[],[],1203,1203,16974,"",1,6303,1,0
585,5,177,16155,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[9,10]",0,72,1,1,[],[],1203,1203,16974,"",1,6303,1,0
586,5,178,16156,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[10,13]",0,7,1,1,[],[],1203,1203,16975,"",2,3744,1,0
587,5,179,16157,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[10,13]",0,7,1,1,[],[],1203,1203,16975,"",2,3744,1,0
588,5,180,16158,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[10,13]",0,7,1,1,[],[],1203,1203,16975,"",2,3744,1,0
589,5,181,16159,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,[8],0,86,1,1,[],[],1203,1203,16976,"",1,6214,1,0
590,5,182,16160,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[8],0,86,1,1,[],[],1203,1203,16976,"",1,6214,1,0
591,5,183,16161,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[8],0,86,1,1,[],[],1203,1203,16976,"",1,6214,1,0
592,5,184,16162,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,[8],0,87,1,1,[],[],1203,1203,16977,"",1,6215,1,0
593,5,185,16163,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[8],0,87,1,1,[],[],1203,1203,16977,"",1,6215,1,0
594,5,186,16164,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[8],0,87,1,1,[],[],1203,1203,16977,"",1,6215,1,0
595,5,187,16165,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,[8],0,85,1,1,[],[],1203,1203,16978,"",1,6216,1,0
596,5,188,16166,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[8],0,85,1,1,[],[],1203,1203,16978,"",1,6216,1,0
597,5,189,16167,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[8],0,85,1,1,[],[],1203,1203,16978,"",1,6216,1,0
598,5,190,16168,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[11,13]",0,6,1,1,"[757,758]",[],1203,1203,16979,"",1,4056,1,0
599,5,191,16169,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[11,13]",0,6,1,1,"[757,758]",[],1203,1203,16979,"",1,4056,1,0
600,5,192,16170,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[11,13]",0,6,1,1,"[757,758]",[],1203,1203,16979,"",1,4056,1,0
601,5,193,16171,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[11],0,5,1,1,"[757,759]",[],1203,1203,16980,"",1,6304,1,0
602,5,194,16172,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[11],0,5,1,1,"[757,759]",[],1203,1203,16980,"",1,6304,1,0
603,5,195,16173,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[11],0,5,1,1,"[757,759]",[],1203,1203,16980,"",1,6304,1,0
604,5,196,16174,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[11,13]",0,41,1,1,"[758,759]",[],1203,1203,16981,"",1,6305,1,0
605,5,197,16175,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[11,13]",0,41,1,1,"[758,759]",[],1203,1203,16981,"",1,6305,1,0
606,5,198,16176,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[11,13]",0,41,1,1,"[758,759]",[],1203,1203,16981,"",1,6305,1,0
607,5,199,16180,[17],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[11],0,15,1,1,[],[],1203,1203,16983,"",1,5288,1,0
608,5,200,16181,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[11],0,15,1,1,[],[],1203,1203,16983,"",1,5288,1,0
609,5,201,16182,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[11],0,44,1,1,[],[],1203,1203,16984,"",1,6306,1,0
610,5,202,16183,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,[11],0,44,1,1,[],[],1203,1203,16984,"",1,6306,1,0
611,5,203,16186,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[11],0,48,1,1,[],[],1203,1203,16986,"",2,4746,1,0
612,5,204,16187,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,[11],0,48,1,1,[],[],1203,1203,16986,"",2,4746,1,0
613,5,205,16189,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[1,3]",0,28,1,1,[],[],1203,1203,16988,"",2,5995,1,0
614,5,206,16188,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[0,2]",0,28,1,1,[],[],1203,1203,16987,"",2,5995,1,0
615,5,207,16191,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[1,3]",0,29,1,1,[],[],1203,1203,16990,"",2,5996,1,0
616,5,208,16190,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[0,2]",0,29,1,1,[],[],1203,1203,16989,"",2,5996,1,0
617,5,209,16193,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[1,3]",0,30,1,1,[],[],1203,1203,16992,"",2,4669,1,0
618,5,210,16192,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[0,2]",0,30,1,1,[],[],1203,1203,16991,"",2,4669,1,0
619,5,211,16194,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,[7],0,91,1,1,[416],[],1203,1203,16993,"",1,430,1,0
620,5,212,16195,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,[7],0,90,1,1,[416],[],1203,1203,16994,"",1,491,1,0
621,5,213,16196,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,[7],0,92,1,1,[416],[],1203,1203,16995,"",1,2588,1,0
622,5,214,16197,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],0,[5],0,76,1,1,[],[],1203,1203,16996,"",1,899,1,0
623,5,215,16198,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,10]",0,38,1,1,[],[],1203,1203,16997,"",2,5833,1,0
624,5,216,16199,[14],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,10]",0,38,1,1,[],[],1203,1203,16997,"",2,5833,1,0
625,5,217,16201,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[4],0,26,1,1,[],[],1203,1203,16999,"",2,2333,1,0
626,5,218,16202,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,[4],0,26,1,1,[],[],1203,1203,16999,"",2,2333,1,0
627,5,219,16205,[33],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,5]",0,10,1,1,[],[],1203,1203,17001,"",2,6217,1,0
628,5,220,16206,[33],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,5]",0,10,1,1,[],[],1203,1203,17001,"",2,6217,1,0
629,5,221,16207,[33],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,4]",0,94,1,1,[],[],1203,1203,17002,"",1,6218,1,0
630,5,222,16208,[33],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,4]",0,94,1,1,[],[],1203,1203,17002,"",1,6218,1,0
631,5,223,16209,[33],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,4]",0,94,1,1,[],[],1203,1203,17002,"",1,6218,1,0
632,5,224,16210,[33],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[8,7]",0,46,1,1,[],[],1203,1203,17003,"",2,6219,1,0
633,5,225,16211,[33],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,31,1,1,[],[],1203,1203,17004,"",2,6220,1,0
634,5,226,16212,[33],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,31,1,1,[],[],1203,1203,17004,"",2,6220,1,0
635,5,227,16213,[33],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,31,1,1,[],[],1203,1203,17004,"",2,6220,1,0
636,5,228,16214,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,"[5,7]",0,100,1,1,[],[],1203,1203,17005,"",1,6221,1,0
637,5,229,16215,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,"[5,7]",0,96,1,1,[],[],1203,1203,17006,"",1,6222,1,0
638,5,230,16216,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,"[5,7]",0,77,1,1,[],[],1203,1203,17007,"",1,6223,1,0
639,5,231,16220,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,25,1,1,[],[],1203,1203,17009,"",2,6260,1,0
640,5,232,16221,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,25,1,1,[],[],1203,1203,17009,"",2,6260,1,0
641,5,233,16222,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3]",0,25,1,1,[],[],1203,1203,17009,"",2,6260,1,0
642,5,234,16217,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,25,1,1,[],[],1203,1203,17008,"",2,6260,1,0
643,5,235,16218,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,25,1,1,[],[],1203,1203,17008,"",2,6260,1,0
644,5,236,16219,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,25,1,1,[],[],1203,1203,17008,"",2,6260,1,0
645,5,237,16226,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,9,1,1,[],[],1203,1203,17011,"",2,6261,1,0
646,5,238,16227,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,9,1,1,[],[],1203,1203,17011,"",2,6261,1,0
647,5,239,16228,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3]",0,9,1,1,[],[],1203,1203,17011,"",2,6261,1,0
648,5,240,16223,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,9,1,1,[],[],1203,1203,17010,"",2,6261,1,0
649,5,241,16224,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,9,1,1,[],[],1203,1203,17010,"",2,6261,1,0
650,5,242,16225,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,9,1,1,[],[],1203,1203,17010,"",2,6261,1,0
651,5,243,16229,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,11]",0,40,1,1,[],[],1203,1203,17012,"",2,6262,1,0
652,5,244,16230,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,11]",0,40,1,1,[],[],1203,1203,17012,"",2,6262,1,0
653,5,245,16231,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,11]",0,40,1,1,[],[],1203,1203,17012,"",2,6262,1,0
654,5,246,16232,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,[13],0,24,1,1,[],[],1203,1203,17013,"",2,6263,1,0
655,5,247,16233,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[13],0,24,1,1,[],[],1203,1203,17013,"",2,6263,1,0
656,5,248,16234,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[13],0,24,1,1,[],[],1203,1203,17013,"",2,6263,1,0
657,5,249,16235,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[7,13]",0,23,1,1,[],[],1203,1203,17014,"",2,6264,1,0
658,5,250,16236,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[7,13]",0,23,1,1,[],[],1203,1203,17014,"",2,6264,1,0
659,5,251,16237,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[7,13]",0,23,1,1,[],[],1203,1203,17014,"",2,6264,1,0
660,5,252,16238,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[7,13]",0,22,1,1,[],[],1203,1203,17015,"",2,6265,1,0
661,5,253,16239,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[7,13]",0,22,1,1,[],[],1203,1203,17015,"",2,6265,1,0
662,5,254,16240,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[7,13]",0,22,1,1,[],[],1203,1203,17015,"",2,6265,1,0
663,5,255,16244,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,7,8,9,10,11,13]",0,12,1,1,[],[],1203,1203,17017,"",1,6267,1,0
664,5,256,16245,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,7,8,9,10,11,13]",0,12,1,1,[],[],1203,1203,17017,"",1,6267,1,0
665,5,257,16246,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,7,8,9,10,11,13]",0,12,1,1,[],[],1203,1203,17017,"",1,6267,1,0
666,5,258,16247,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,7,8,9,10,11,13]",0,12,1,1,[],[],1203,1203,17018,"",1,6268,1,0
667,5,259,16248,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,7,8,9,10,11,13]",0,12,1,1,[],[],1203,1203,17018,"",1,6268,1,0
