"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","rid"
3818,"atlas_mastery_anarchy_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryAnarchy.dds",[],0,0,0,0,14902,"Rogue Exiles",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",2
3819,"atlas_mastery_anarchy_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryAnarchy.dds",[],0,0,0,0,16772,"Rogue Exiles",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",2
3820,"atlas_mastery_anarchy_3__","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryAnarchy.dds",[],0,0,0,0,11320,"Rogue Exiles",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",2
3821,"atlas_mastery_bestiary_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBestiary.dds",[],0,0,0,0,8146,"Bestiary",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",3
3822,"atlas_mastery_bestiary_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBestiary.dds",[],0,0,0,0,39027,"Bestiary",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",3
3823,"atlas_mastery_bestiary_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBestiary.dds",[],0,0,0,0,38298,"Bestiary",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",3
3824,"atlas_mastery_bestiary_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBestiary.dds",[],0,0,0,0,57153,"Bestiary",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",3
3825,"atlas_mastery_beyond_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBeyond.dds",[],0,0,0,0,26913,"Beyond",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",4
3826,"atlas_mastery_beyond_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBeyond.dds",[],0,0,0,0,54190,"Beyond",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",4
3827,"atlas_mastery_beyond_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBeyond.dds",[],0,0,0,0,22910,"Beyond",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",4
3828,"atlas_mastery_blight_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBlight.dds",[],0,0,0,0,39679,"Blight",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",5
3829,"atlas_mastery_blight_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBlight.dds",[],0,0,0,0,972,"Blight",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",5
3830,"atlas_mastery_blight_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBlight.dds",[],0,0,0,0,43214,"Blight",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",5
3831,"atlas_mastery_blight_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBlight.dds",[],0,0,0,0,30929,"Blight",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",5
3832,"atlas_mastery_boss_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBoss.dds",[],0,0,0,0,22667,"Map Bosses",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",6
3833,"atlas_mastery_boss_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBoss.dds",[],0,0,0,0,22920,"Map Boss",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",6
3834,"atlas_mastery_boss_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBoss.dds",[],0,0,0,0,48210,"Map Boss",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",6
3835,"atlas_mastery_breach_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBreach.dds",[],0,0,0,0,37680,"Breach",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",7
3836,"atlas_mastery_breach_2_","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBreach.dds",[],0,0,0,0,28701,"Breach",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",7
3837,"atlas_mastery_breach_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBreach.dds",[],0,0,0,0,27476,"Breach",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",7
3838,"atlas_mastery_breach_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryBreach.dds",[],0,0,0,0,21368,"Breach",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",7
3839,"atlas_mastery_cleansing_fire_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryCleansingFire.dds",[],0,0,0,0,54192,"The Searing Exarch",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",8
3840,"atlas_mastery_cleansing_fire_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryCleansingFire.dds",[],0,0,0,0,65499,"The Searing Exarch",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",8
3841,"atlas_mastery_conqueror_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryConqueror.dds",[],0,0,0,0,45689,"Elderslayers",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",9
3842,"atlas_mastery_conqueror_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryConqueror.dds",[],0,0,0,0,29584,"Elderslayers",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",9
3843,"atlas_mastery_delirium_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDelirium.dds",[],0,0,0,0,27185,"Delirium",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",10
3844,"atlas_mastery_delirium_2_","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDelirium.dds",[],0,0,0,0,23718,"Delirium",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",10
3845,"atlas_mastery_delirium_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDelirium.dds",[],0,0,0,0,2908,"Delirium",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",10
3846,"atlas_mastery_delirium_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDelirium.dds",[],0,0,0,0,43239,"Delirium",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",10
3847,"atlas_mastery_delve_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDelve.dds",[],0,0,0,0,42100,"Delve",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",11
3848,"atlas_mastery_delve_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDelve.dds",[],0,0,0,0,23708,"Delve",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",11
3849,"atlas_mastery_delve_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDelve.dds",[],0,0,0,0,54530,"Delve",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",11
3850,"atlas_mastery_delve_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDelve.dds",[],0,0,0,0,17931,"Delve",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",11
3851,"atlas_mastery_domination_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDomination.dds",[],0,0,0,0,29807,"Shrines",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",12
3852,"atlas_mastery_domination_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDomination.dds",[],0,0,0,0,42943,"Shrines",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",12
3853,"atlas_mastery_domination_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryDomination.dds",[],0,0,0,0,18841,"Shrines",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",12
3854,"atlas_mastery_elder_shaper_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryElderShaper.dds",[],0,0,0,0,25381,"The Shaper and Elder",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",13
3855,"atlas_mastery_elder_shaper_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryElderShaper.dds",[],0,0,0,0,11229,"The Shaper and Elder",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",13
3856,"atlas_mastery_essence_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryEssence.dds",[],0,0,0,0,30180,"Essence",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",14
3857,"atlas_mastery_essence_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryEssence.dds",[],0,0,0,0,64160,"Essence",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",14
3858,"atlas_mastery_essence_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryEssence.dds",[],0,0,0,0,27393,"Essence",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",14
3859,"atlas_mastery_essence_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryEssence.dds",[],0,0,0,0,56946,"Essence",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",14
3860,"atlas_mastery_expedition_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryExpedition.dds",[],0,0,0,0,44702,"Expedition",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",15
3861,"atlas_mastery_expedition_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryExpedition.dds",[],0,0,0,0,28389,"Expedition",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",15
3862,"atlas_mastery_expedition_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryExpedition.dds",[],0,0,0,0,38161,"Expedition",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",15
3863,"atlas_mastery_harbinger_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHarbinger.dds",[],0,0,0,0,13670,"Harbinger",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",16
3864,"atlas_mastery_harbinger_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHarbinger.dds",[],0,0,0,0,47322,"Harbinger",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",16
3865,"atlas_mastery_harbinger_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHarbinger.dds",[],0,0,0,0,53105,"Harbinger",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",16
3866,"atlas_mastery_harvest_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHarvest.dds",[],0,0,0,0,3643,"Harvest",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",17
3867,"atlas_mastery_harvest_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHarvest.dds",[],0,0,0,0,36694,"Harvest",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",17
3868,"atlas_mastery_harvest_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHarvest.dds",[],0,0,0,0,5021,"Harvest",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",17
3869,"atlas_mastery_harvest_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHarvest.dds",[],0,0,0,0,37979,"Harvest",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",17
3870,"atlas_mastery_heist_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHeist.dds",[],0,0,0,0,54856,"Heist",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",18
3871,"atlas_mastery_heist_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHeist.dds",[],0,0,0,0,40323,"Heist",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",18
3872,"atlas_mastery_heist_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryHeist.dds",[],0,0,0,0,29344,"Heist",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",18
3873,"atlas_mastery_jun_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryJun.dds",[],0,0,0,0,17872,"Betrayal",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",19
3874,"atlas_mastery_jun_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryJun.dds",[],0,0,0,0,49894,"Betrayal",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",19
3875,"atlas_mastery_jun_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryJun.dds",[],0,0,0,0,24945,"Betrayal",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",19
3876,"atlas_mastery_jun_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryJun.dds",[],0,0,0,0,11110,"Betrayal",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",19
3877,"atlas_mastery_labyrinth_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryLabyrinth.dds",[],0,0,0,0,10529,"Labyrinth",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",20
3878,"atlas_mastery_legion_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryLegion.dds",[],0,0,0,0,25829,"Legion",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",21
3879,"atlas_mastery_legion_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryLegion.dds",[],0,0,0,0,9459,"Legion",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",21
3880,"atlas_mastery_legion_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryLegion.dds",[],0,0,0,0,20892,"Legion",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",21
3881,"atlas_mastery_legion_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryLegion.dds",[],0,0,0,0,57363,"Legion",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",21
3882,"atlas_mastery_map_tier_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,35951,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22
3883,"atlas_mastery_map_tier_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,56530,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22
3884,"atlas_mastery_map_tier_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,36203,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22
3885,"atlas_mastery_map_tier_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,52725,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22
3886,"atlas_mastery_map_tier_5","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,30340,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22
3887,"atlas_mastery_metamorph_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMetamorph.dds",[],0,0,0,0,25709,"Metamorph",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",23
3888,"atlas_mastery_metamorph_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMetamorph.dds",[],0,0,0,0,6177,"Metamorph",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",23
3889,"atlas_mastery_metamorph_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMetamorph.dds",[],0,0,0,0,14570,"Metamorph",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",23
3890,"atlas_mastery_metamorph_4_","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMetamorph.dds",[],0,0,0,0,35069,"Metamorph",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",23
3891,"atlas_mastery_quality_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryQuality.dds",[],0,0,0,0,45718,"Quality",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",24
3892,"atlas_mastery_rares_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRare.dds",[],0,0,0,0,5020,"Rare Monsters",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",25
3893,"atlas_mastery_ritual_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,36986,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26
3894,"atlas_mastery_ritual_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,39765,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26
3895,"atlas_mastery_ritual_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,43728,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26
3896,"atlas_mastery_ritual_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,28204,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26
3897,"atlas_mastery_scarab_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryScarab.dds",[],0,0,0,0,9011,"Scarabs",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",27
3898,"atlas_mastery_sextant_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasterySextant.dds",[],0,0,0,0,49827,"Sextants",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",28
3899,"atlas_mastery_strongbox_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryStrongbox.dds",[],0,0,0,0,7778,"Strongboxes",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",29
3900,"atlas_mastery_strongbox_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryStrongbox.dds",[],0,0,0,0,4065,"Strongboxes",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",29
3901,"atlas_mastery_strongbox_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryStrongbox.dds",[],0,0,0,0,48577,"Strongboxes",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",29
3902,"atlas_mastery_synthesis_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasterySynthesis.dds",[],0,0,0,0,57359,"Synthesis",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",30
3903,"atlas_mastery_tangle_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryTangle.dds",[],0,0,0,0,9252,"The Eater of Worlds",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",31
3904,"atlas_mastery_tangle_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryTangle.dds",[],0,0,0,0,21101,"The Eater of Worlds",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",31
3905,"atlas_mastery_torment_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryTorment.dds",[],0,0,0,0,21569,"Torment",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",32
3906,"atlas_mastery_torment_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryTorment.dds",[],0,0,0,0,13627,"Torment",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",32
3907,"atlas_mastery_unique_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryUnique.dds",[],0,0,0,0,21120,"Unique Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",33
3908,"atlas_mastery_vaal_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryVaal.dds",[],0,0,0,0,35075,"Vaal Side Areas",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",34
3909,"atlas_mastery_zana_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryKirac.dds",[],0,0,0,0,4326,"Kirac",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",35
3910,"atlas_mastery_kirac_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryKirac.dds",[],0,0,0,0,64635,"Kirac",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",35
3911,"atlas_mastery_kirac_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryKirac.dds",[],0,0,0,0,56394,"Kirac",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",35
3912,"atlas_mastery_kirac_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryKirac.dds",[],0,0,0,0,65379,"Kirac",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",35
3913,"atlas_mastery_maven_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMaven.dds",[],0,0,0,0,19323,"The Maven",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",36
3914,"royale_life_1","Art/2DArt/SkillIcons/passives/trollblood.dds",[451],120,0,0,0,31018,"Juggernaut's Tenacity",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3915,"royale_life_2","Art/2DArt/SkillIcons/passives/WritteninBlood.dds","[124,2005]",12,12,0,0,64618,"Defender of the Faith",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3916,"royale_life_3","Art/2DArt/SkillIcons/passives/Unrelenting.dds","[124,14010]",10,-20,0,0,25880,"Tireless Soldier",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3917,"royale_life_4","Art/2DArt/SkillIcons/passives/Blood2.dds","[123,3412]",40,1,0,0,23159,"Blood Oath",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3918,"royale_life_5","Art/2DArt/SkillIcons/passives/arcaneefficiency.dds","[399,739]",20,20,0,0,46737,"Natural Remedies",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3919,"royale_life_6","Art/2DArt/SkillIcons/passives/HeartoftheOak.dds","[124,177]",10,6,0,0,37255,"Rugged Upbringing",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3920,"royale_life_7","Art/2DArt/SkillIcons/passives/lifeleech.dds","[603,2695]",100,500,0,0,619,"Thirst for Battle",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3921,"royale_life_8","Art/2DArt/SkillIcons/passives/HeartandSoul.dds","[124,128]",12,12,0,0,13658,"Mind and Body",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3922,"royale_life_9","Art/2DArt/SkillIcons/passives/lifeleechimmunity.dds","[343,740]",4,-75,1,0,36547,"Veinslicer",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3923,"royale_life_10","Art/2DArt/SkillIcons/passives/mentalacuity.dds","[24,107]",10,5,0,0,31133,"Murderous Intent",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3924,"royale_life_11","Art/2DArt/SkillIcons/passives/heartofthegladiator.dds","[124,9963]",10,15,0,0,46341,"Grappler",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3925,"royale_life_12","Art/2DArt/SkillIcons/passives/Constitution.dds","[123,124]",20,8,0,0,61979,"Warrior's Constitution",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3926,"royale_ES_1","Art/2DArt/SkillIcons/passives/foresight.dds","[134,138]",20,30,0,0,60557,"Arcane Recovery",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3927,"royale_ES_2","Art/2DArt/SkillIcons/passives/EssenceSurge.dds","[133,139]",20,30,0,0,32146,"Moment's Respite",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3928,"royale_ES_3","Art/2DArt/SkillIcons/passives/Resourcefulness.dds","[134,124,1202]",50,-30,1,0,10335,"Shavronne's Secret",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3929,"royale_armour_1","Art/2DArt/SkillIcons/passives/Warrior.dds","[117,116,702]",30,50,1,0,26368,"Perfectly Polished",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3930,"royale_armour_2","Art/2DArt/SkillIcons/passives/Unwavering.dds","[97,6169]",50,75,0,0,15249,"Implacable",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3931,"royale_armour_3","Art/2DArt/SkillIcons/passives/armourmastery.dds","[117,141]",30,15,0,0,53813,"Steadfast Guard",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3932,"royale_evasion_1","Art/2DArt/SkillIcons/passives/quickstep.dds",[3134],20,0,0,0,64917,"Agile Combatant",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3933,"royale_evasion_2","Art/2DArt/SkillIcons/passives/ElusiveNotable.dds",[10140],100,0,0,0,33068,"Getaway Gambit",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
