"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool_60","i32_61","bool_65","bool_66","InheritsFrom","i32_75","i32_79","i32_83","i32_87","i32_91","bool_95","bool_96","[string]_97","string_113","i32_121","i32_125","i32_129","i32_133","rid_137","rid_153","i32_169","i32_173","i32_177","i32_181","i32_185","[string]_189","bool_205","[i32]_206","string_222","rid_230","rid_246","rid_262","bool_278","string_279","rid_287","string_303","rid_311","string_327","[string]_335","[string]_351"
1385,"Metadata/Projectiles/VaalZealotBloodSoulrend","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/BloodPriest/soulrend/rig.ao""]","[""projectile01""]","[""impact""]",550,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1386,"Metadata/Projectiles/VaalShadowpriestProj","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/VaalShadowpriest/ao/ShadowBolt.ao""]","[""idle""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1387,"Metadata/Projectiles/VaalGoliathCrystalHolder","[""Metadata/Monsters/VaalMonsters/Living/objects/VaalGoliathGemProjectileBig.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1388,"Metadata/Projectiles/VaalGoliathCrystal","[""Metadata/Monsters/VaalMonsters/Living/objects/VaalGoliathGemProjectile.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1389,"Metadata/Projectiles/VaalBloodPriestProj","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/BloodPriest/blood_proj/blood_proj.ao""]","[""projectile""]","[""impact""]",1350,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1390,"Metadata/Projectiles/VaalArchitectofTimeProj","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/TimeArchitect/ao/time_proj.ao""]","[""idle""]","[""impact""]",1200,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1391,"Metadata/Projectiles/AnchoriteInvisible","[""Metadata/Effects/InvisibleEffect.ao""]",[],[],360,1,2,"","","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[4],"","","","","","","","","","",[],[]
1392,"Metadata/Projectiles/CenobiteMortarPoison","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/CenobiteLeash/ao/Poison_MortarProj.ao""]","[""loop""]","[""impact""]",1000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1393,"Metadata/Projectiles/CenobiteMortarExplode","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/CenobiteLeash/ao/Ignite_MortarProj.ao""]","[""loop""]","[""impact""]",1000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1394,"Metadata/Projectiles/CenobiteMortarHeal","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/CenobiteLeash/ao/Heal_MortarProj.ao""]","[""loop""]","[""impact""]",1000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1395,"Metadata/Projectiles/CauldronCroneVomitChunk","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/CauldronCrone/vomit_mortar_01.ao"",""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/CauldronCrone/vomit_mortar_02.ao"",""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/CauldronCrone/vomit_mortar_03.ao"",""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/CauldronCrone/vomit_mortar_04.ao""]","[""idle""]","[""end""]",750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1396,"Metadata/Projectiles/CauldronCroneVomitChunklet","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/CauldronCrone/vomit_spray_mortar.ao""]","[""idle""]","[""end""]",750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1397,"Metadata/Projectiles/QueenOfFilthCorpseBall","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/QueenOfFilth/ao/CorpseBallCorpse01.ao""]",[],"[""end""]",2500,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1398,"Metadata/Projectiles/BloodElementalProjectile","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/BloodElementals/b_projectile.ao""]","[""projectile01""]","[""impact""]",750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1399,"Metadata/Projectiles/BootyBlasterSouls","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/PirateChestHolder/ao/SoulFlight.ao""]","[""ProjectileCurve""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1400,"Metadata/Projectiles/PirateCannonball","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/PirateCannon/ao/cannonball_proj.ao""]","[""idle""]","[""end""]",2500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1401,"Metadata/Projectiles/PirateGrenade","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/PirateGrenade/ao/grenade_armed.ao""]","[""projectile_01""]","[""end""]",1000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],1,[],"","","","","","","","","","",[],[]
1402,"Metadata/Projectiles/PirateGrenadeBounced","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/PirateGrenade/ao/grenade_armed.ao""]","[""projectile_01""]","[""end""]",500,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],1,[4],"","","","","","","","","","",[],[]
1403,"Metadata/Projectiles/PirateGrenadeOnDeath","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/PirateGrenade/ao/grenade_armed.ao""]","[""projectile_01""]","[""end""]",30,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1404,"Metadata/Projectiles/PirateBarrelBarrel","[""Metadata/Monsters/Pirates/objects/PirateBarrelProjectile.ao""]","[""idle_01""]","[""end""]",700,"",4,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,80,80,0,[],"",[],"","","","","","","","","","",[],[]
1405,"Metadata/Projectiles/VaalHumanoidSkitterbotGrenade","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/SkitterBot/ao/mortar.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1406,"Metadata/Projectiles/VaalHumanoidCannonNapalm","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/VaalHumanoidCannon/ao/napalm_mortar.ao""]","[""projectile""]","[""impact""]",1000,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1407,"Metadata/Projectiles/VaalHumanoidCannonNapalmBlobs","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/VaalHumanoidCannon/ao/napalm_mortar_shard.ao""]","[""projectile""]","[""impact""]",500,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,25,25,0,[],"",[],"","","","","","","","",13,"",[],[]
1408,"Metadata/Projectiles/VaalHumanoidStormcallerShockRifleBall","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/VaalHumanoidCannon/ao/rifle_proj.ao""]","[""idle""]","[""end""]",900,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1409,"Metadata/Projectiles/VaalCyborgRocketFist","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/VaalHumanoid02/RocketFist_projectile.ao""]","[""flying_01""]","[""end_01""]",2250,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1410,"Metadata/Projectiles/CaptainRothSoulMortar","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/CaptainRoth/ao/SoulMortar/soulmortar_proj.ao""]","[""combinedcurves""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1411,"Metadata/Projectiles/CaptainRothCannonball","[""Metadata/Effects/Spells/monsters_effects/League_Delve/general/taowu/fireball_proj/delve_fireball.ao""]","[""projectile""]","[""explode""]",3000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1412,"Metadata/Projectiles/VaalCyborgLightningArrowGround","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/VaalHumanoid_07/SR_arrow_lightning.ao""]",[],[],1800,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[0],"","","","","","","","","","",[],[]
1413,"Metadata/Projectiles/DoryaniCrystalToss","[""Metadata/Terrain/Gallows/Act3/3_17/Objects/SeismicCrystalTrap.ao""]","[""spellcast_01""]","[""spellcast""]",1100,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1414,"Metadata/Projectiles/CrawGullSpit","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/CrawGull/ao/proj.ao""]","[""idle""]","[""end""]",1200,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1415,"Metadata/Projectiles/WingedFiendSpit","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/WingedFiend/bile_proj.ao""]","[""proj""]","[""end""]",1400,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1416,"Metadata/Projectiles/AnchormanAnchorToss","[""Metadata/Monsters/Anchorman/AnchormanAnchor.ao""]","[""throw_anchor_projectile""]","[""throw_anchor_impact""]",1450,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[0],"","","","","","","","","","",[],[]
1417,"Metadata/Projectiles/MutantBirdProjectile","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/VaalHumanoid02/RocketFist_projectile.ao""]","[""flying_01""]","[""grd_impact_01""]",750,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"","","","","","","","","","",[],[]
1418,"Metadata/Projectiles/ShipwreckBossSword","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj01.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj02.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj03.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj04.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj05.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj06.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj07.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj08.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj09.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj010.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj011.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj012.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj013.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj014.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj015.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj016.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj017.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj018.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj019.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj020.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/shardproj021.ao""]","[""idle""]","[""impact""]",2500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1419,"Metadata/Projectiles/ShipwreckBossBackSword","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/hooming_back_sword_01.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/hooming_back_sword_02.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ShipwreckSuperunique/ao/hooming_back_sword_03.ao""]","[""idle""]","[""end""]",2000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,100,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1420,"Metadata/Projectiles/CaptainRothGhostCannonball","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/CaptainRoth/ao/GhostCannons/cannonball_proj.ao""]","[""idle""]","[""end""]",2500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1421,"Metadata/Projectiles/ChattersawBoulder","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/Chattersaw/projectile.ao""]","[""idle""]","[""end""]",1100,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1422,"Metadata/Projectiles/PaleWalkerWave","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/PaleWalker/ao/water_wave02.ao""]","[""loop""]","[""end""]",700,"",2,"","","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,5,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1423,"Metadata/Projectiles/CaptainHartlinWave","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/CaptainRoth/ao/waveProj02.ao""]","[""loop""]","[""end""]",700,1,2,"","","Metadata/Projectiles/ServerProjectileGround",-16843010,-16843010,-16843010,-16843010,5,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1424,"Metadata/Projectiles/PaleHulkGrabby","[""Metadata/Effects/misc/blank.ao""]","[""animate""]",[],1500,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1425,"Metadata/Projectiles/GoblinShamanBasicProj","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/SulphiteLightningStorm/ao/projectile.ao""]","[""proj""]","[""impact""]",2200,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1426,"Metadata/Projectiles/GoblinGiantBossLimb","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/GoblinGiantBoss/ao/limb_proj_arm.ao""]","[""idle_01""]",[],2672,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,80,120,0,[],"",[],"","","","","","","","","","",[],[]
1427,"Metadata/Projectiles/ElectricStingRayZap","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ElectricStingray/fodder_4_proj.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ElectricStingray/fodder_4_proj_01.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ElectricStingray/fodder_4_proj_02.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ElectricStingray/fodder_4_proj_03.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ElectricStingray/fodder_4_proj_04.ao"",""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/ElectricStingray/fodder_4_proj_05.ao""]","[""idle""]","[""impact""]",2350,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1428,"Metadata/Projectiles/GiantStarfishSpit","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/StarFish/ao/projectile.ao""]","[""proj""]","[""impact""]",1350,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1429,"Metadata/Projectiles/BrineMaidenIceProjectile","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/BrineMaiden/sbc_projectile.ao""]","[""projectile""]","[""impact""]",2000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1430,"Metadata/Projectiles/BrineMaidenBarrage","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/BrineMaiden/sbc_projectile.ao""]","[""projectile""]","[""impact""]",2000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1431,"Metadata/Projectiles/KaruiSpiritProjectile","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/KaruiSoulCaster/projectile.ao""]","[""projectile""]","[""projectileexplode""]",750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1432,"Metadata/Projectiles/KaruiSpiritMinionProjectile","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/KaruiSoulCaster/projectile_tiki.ao""]","[""loop""]","[""end""]",1200,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1433,"Metadata/Projectiles/VolcanicSlamMortar","[""Metadata/Effects/Spells/slam_volcanicfissure/mortar.ao""]","[""mortar_01""]",[],600,"",2,1,"","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1434,"Metadata/Projectiles/VaalCausticArrow","[""Metadata/Effects/Spells/caustic_arrow_02/VaalCausticArrow/large_projectile.ao""]","[""idle""]","[""end""]",700,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1435,"Metadata/Projectiles/VaalCausticArrowTentacle","[""Metadata/Effects/Microtransactions/Spells/poison_arrow/large_projectile.ao""]","[""idle""]","[""end""]",700,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,3560,3559,0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1436,"Metadata/Projectiles/VaalCausticArrowCelestial","[""Metadata/Effects/Spells/vaal_skills/caustic_arrow/celestial/large_projectile.ao""]","[""idle""]","[""end""]",700,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,3560,6263,0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1437,"Metadata/Projectiles/VaalCausticArrowOblivion","[""Metadata/Effects/Microtransactions/Spells/caustic_arrow/oblivion/vaal_proj.ao""]","[""idle""]","[""end""]",700,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,7012,7013,0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1438,"Metadata/Projectiles/SudokuTotemTikiFireball","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/Sudoku/tiki_fireball_proj.ao""]","[""idle""]","[""impact""]",800,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1439,"Metadata/Projectiles/SudokuTotemVolcanicPopcorn","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/Sudoku/VS_mortar_proj.ao""]","[""idle""]","[""impact""]",450,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1440,"Metadata/Projectiles/YamaSoulrend","[""Metadata/Effects/Spells/chaos_soulrend/ao/projectile.ao""]","[""projectile""]","[""impact""]",800,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1441,"Metadata/Projectiles/YamaDodgeProj","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/chaos_ritual/ritual_chaos_projectile.ao""]","[""chaos_projectile_01""]","[""impact_01""]",1500,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,50,50,0,[],"",[],"","","","","","","","","","",[],[]
1442,"Metadata/Projectiles/StaffProjectileFirebolt","[""Metadata/Effects/Spells/fire_fireball/ao/rig.ao""]","[""projectile""]","[""impact""]",1040,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,7652,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1443,"Metadata/Projectiles/WandProjectileStormbolt","[""Metadata/Effects/Spells/lightning_stormbolt_basic/ao/stormbolt.ao""]","[""projectile""]","[""impact""]",4500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,7653,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1444,"Metadata/Projectiles/WandProjectileFrostbolt","[""Metadata/Effects/Spells/cold_freezing_shard/freezing_shard_proj.ao""]","[""projectile""]","[""impact""]",3200,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,7654,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1445,"Metadata/Projectiles/BloodfeverPustule","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/BloodfeveredAxe/ao/bloodfever_proj.ao""]","[""projectileloop""]","[""projectileimpactgrd""]",1250,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"","","","","","","","","","",[],[]
1446,"Metadata/Projectiles/EscapeShot","[""Metadata/Effects/Spells/ranger_frostescape/frostEscape_Projectile.ao""]","[""projectile_01""]","[""impact_01""]",3000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[0],"","","","","","","","","","",[],[]
1447,"Metadata/Projectiles/OctopusTongueProj","[""Metadata/Monsters/ParasiteMonsters/OctopusParasite/Objects/blank_tongue.ao""]","[""animate""]","[""end""]",750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
