"rownum","EffectBaseType","VisualEffect","VisualIdentity","Stats","ItemClasses","[rid]_80","bool_96","[i32]_97","[i32]_113","bool_129","[rid]_130","bool_146","[rid]_147","[rid]_163","[rid]_179","[rid]_195","rid_211","bool_227","rid_228","rid_244","bool_260","i32_261","i32_265","i32_269","i32_273","i32_277"
3358,3951,"",6613,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3359,3952,"",6614,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3360,3953,"",6615,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3361,3954,"",6616,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3362,3955,"",6617,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3363,3956,"",6618,[17492],[24],[],"",[1],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3364,3957,"",6697,[17492],[24],[],"",[1],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3365,3958,"",6698,[17740],[5],[],"",[1],"[31,32]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3366,3959,"",6699,[17874],[13],[],"",[1],"[1,36,42]","",[],"",[],[],[],[7],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3367,3960,"",6703,[],[13],[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3368,3961,"",6704,[],[13],[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3369,3962,"",6705,[],[13],[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3370,3963,"",6706,[],[13],[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3371,3964,"",6707,[],[13],[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3372,3965,"",6708,[],[13],[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3373,3966,"",6709,[],[13],[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3374,3968,"","",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,36,26,20,78,83,77,79]",[],"",[],"[3,6,38,41,44,47]","",[],"",[],[],[],[0],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3375,6178,"","",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,36,26,20,78,83,77,79]",[],"",[],"[3,6,38,41,44,47]","",[],"",[],[],[],[2],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3376,6179,"","",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,36,26,20,78,83,77,79]",[],"",[],"[3,6,38,41,44,47]","",[],"",[],[],[],[1],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3377,6180,"","",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,36,26,20,78,83,77,79]",[],"",[],"[3,6,38,41,44,47]","",[],"",[],[],[],[3],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3378,6181,"","",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,36,26,20,78,83,77,79]",[],"",[],"[3,6,38,41,44,47]","",[],"",[],[],[],[4],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3379,3969,"",6700,[17857],"[12,17]",[],"",[1],"[1,4,36,39,42,45]","",[],"",[],[],[],[6],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3380,3970,"",6701,[],"[12,17]",[],"",[],"[1,4,36,39,42,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3381,3971,"",6702,[],[17],[],"",[],"[1,36,42]","",[115],1,[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3382,3972,"","",[339],[],[390],"",[8],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
3383,6182,"","",[],[],[],"",[],[34],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3384,3973,"","","[339,11385,8708,13998]",[],[456],"","[2,82,123,7]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
3385,3974,"","","[339,1722]",[],[],"","[3,18]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
3386,3975,"",6710,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3387,3976,"",6711,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3388,3977,"",6712,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3389,3978,"",6713,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3390,3979,"",6714,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3391,3980,"",6715,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3392,3981,"",6716,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3393,3982,"",6717,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3394,3983,"",6718,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3395,3984,"",6719,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3396,3985,"",6723,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3397,3986,"",6724,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3398,3987,"",6725,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3399,3988,"",6726,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3400,3989,"",6727,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3401,3990,"",6728,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3402,3991,"",6729,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3403,3992,"",6730,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3404,3993,"",4198,[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,36,26,20,78,83,77,79]",[],"",[],"[3,6,38,41,44,47]","",[],"",[],[],[],[8],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3405,3994,"","",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,36,26,20,78,83,77,79]",[],"",[],"[3,6,38,41,44,47]","",[],"",[],[],[],[9],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3406,3995,"",6731,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3407,3996,"",6732,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3408,3997,"",6733,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3409,3998,"",6734,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3410,3999,"",6735,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3411,4000,"",6736,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3412,4001,"",6737,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3413,4002,"",6738,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3414,4003,"",6739,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3415,4004,"",6740,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3416,4005,"",6741,[19728],[25],[],"",[1],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3417,4006,"",6742,[19728],[23],[],"",[1],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3418,4007,"",6743,[19728],[22],[],"",[1],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3419,4008,"",6744,[19728],[24],[],"",[1],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3420,4009,"",6745,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3421,4021,"",6720,[19735],[24],[],"",[1],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3422,4022,"",6721,[19735],[24],[],"",[1],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3423,4023,"",6722,[19735],[24],[],"",[1],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3424,4019,299,"",[],"[37,6,7,8,9,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3425,4024,297,"",[],"[37,6,7,8,9,11,12,13,14,57,15,16,17,32,26,77,78,79,92]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3426,4026,"",6746,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3427,4030,"",6747,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3428,4031,"",6748,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3429,4032,"",6749,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3430,4033,"",6750,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3431,4034,"",6751,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3432,4035,"","",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,36,26,20,78,83,77,79]",[],"",[],"[3,6,38,41,44,47]","",[],"",[],[],[],[10],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3433,4036,"",6752,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3434,4037,"",6753,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3435,4038,"",6754,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3436,4039,"",6755,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3437,4040,"",6756,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3438,4041,"",6757,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3439,4042,"",6758,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3440,4043,"",6759,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3441,4044,"",6760,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3442,4045,"",6761,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3443,4046,"",6762,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3444,4047,"",6763,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3445,4048,"",6764,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3446,4049,"",6765,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3447,4050,"",6766,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3448,4051,"",6767,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3449,4052,"",6768,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3450,4053,"",6769,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3451,4054,"",6770,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3452,4055,"",6771,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3453,4056,"",6772,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3454,4070,"",6773,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",104,1,-33554432,-16843010,-16843010,-16843010,16711422
3455,4057,298,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26,20,92,79,83,77,78]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,33488638
3456,4071,"","",[20208],[],[],"",[1],[35],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3457,4058,"",6774,[],"[9,15]",[],"",[],"[1,4,36,39,42,45]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,33488638
3458,4059,"",6775,[],[77],[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,33488638
3459,4060,"",6776,[],[13],[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,33488638
3460,4061,"",6777,[],[8],[],"",[],"[1,4,36,39,42,45]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,33488638
3461,4062,"",6778,[],[7],[],"",[],"[1,4,36,39,42,45]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,33488638
3462,4063,"",6779,[],"[11,16]",[],"",[],"[1,4,36,39,42,45]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,33488638
3463,4064,"",6780,[],"[12,17]",[],"",[],"[1,4,36,39,42,45]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,33488638
3464,4065,"",6781,[],[79],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,33488638
3465,4066,"",6782,[],[32],[],"",[],"[1,4,36,39,42,45]",1,[],1,[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,33488638
3466,4067,"",6783,[],[78],[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,33488638
3467,4068,"",6784,[],[83],[],"",[],"[1,4,36,39,42,45]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,33488638
3468,4069,"",6785,[],[26],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,33488638
3469,4079,"",6786,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3470,4081,"","",[15421],"[0,1,33]",[],"",[19],"[26,27,28,29,30]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3471,4083,"",6788,[],[25],[],"",[],[7],"",[],"",[],"[3,9]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3472,4084,"",6789,[],[23],[],"",[],[12],"",[],"",[],"[3,9]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3473,4085,"",6790,[],[22],[],"",[],[11],"",[],"",[],"[3,9]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3474,4086,"",6791,[],[24],[],"",[],[9],"",[],"",[],"[3,9]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3475,4087,"",6792,[],[25],[],"",[],[7],"",[],"",[],"[0,6]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3476,4088,"",6793,[],[23],[],"",[],[12],"",[],"",[],"[0,6]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3477,4089,"",6794,[],[22],[],"",[],[11],"",[],"",[],"[0,6]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3478,4090,"",6795,[],[24],[],"",[],[9],"",[],"",[],"[0,6]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3479,4091,"",6796,[],[25],[],"",[],[7],"",[],"",[],"[5,11]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3480,4092,"",6797,[],[23],[],"",[],[12],"",[],"",[],"[5,11]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3481,4093,"",6798,[],[22],[],"",[],[11],"",[],"",[],"[5,11]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3482,4094,"",6799,[],[24],[],"",[],[9],"",[],"",[],"[5,11]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3483,4095,"",6800,[],[25],[],"",[],[7],"",[],"",[],"[1,7]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3484,4096,"",6801,[],[23],[],"",[],[12],"",[],"",[],"[1,7]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3485,4097,"",6802,[],[22],[],"",[],[11],"",[],"",[],"[1,7]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3486,4098,"",6803,[],[24],[],"",[],[9],"",[],"",[],"[1,7]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3487,4099,"",6804,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3488,4100,"",6805,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3489,4101,"",6806,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3490,4102,"",6807,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3491,4103,"",6808,[],[25],[],"",[],[7],"",[],"",[],"[4,10]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3492,4104,"",6809,[],[23],[],"",[],[12],"",[],"",[],"[4,10]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3493,4105,"",6810,[],[22],[],"",[],[11],"",[],"",[],"[4,10]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3494,4106,"",6811,[],[24],[],"",[],[9],"",[],"",[],"[4,10]",[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3495,4107,303,"",[1364],[23],[],"",[118],[13],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3496,4108,"",6812,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3497,4109,"","",[311],[4],[],"",[204],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3498,4110,304,"",[],"[37,6,7,8,9,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5,37,40,43,46]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3499,4111,"","",[15421],"[0,1,33]",[],"",[23],"[26,27,28,29,30]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3500,4112,"",6813,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3501,4113,"",6814,[],"[7,6,8,9,11,12,15,16,17,32,14,57,13,20]",[],"",[],"[1,4,36,39,42,45]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,33488638
3502,4114,"",6815,[],[26],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,33488638
3503,4082,"",6787,[],[25],[],"",[],[8],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3504,4115,"","","[20065,20066,20067,20068]",[],[],"","[1,1,1,1]",[34],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3505,4027,300,"",[],[23],[],"",[],[13],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3506,4028,301,"",[],[23],[],"",[],[13],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3507,4029,302,"",[],[23],[],"",[],[13],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3508,6191,"",6354,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3509,6192,"",6355,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3510,6193,"",6356,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3511,6194,"",6357,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3512,6195,"",6358,[],[24],[],"",[],[9],"",[],"",[],[],[],[15],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3513,6196,"",6359,[21041],[24],[],"",[1],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3514,6197,"",6360,[21041],[24],[],"",[1],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3515,6198,"",6361,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3516,6199,"",6362,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3517,6200,"",6363,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3518,6201,"",6364,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3519,6202,"",6365,[],[24],[],"",[],[9],"",[],"",[],[],[],[15],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3520,6203,"",6366,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3521,6204,"",6367,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3522,6205,"",6368,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3523,6206,"",6369,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3524,6207,"",6370,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3525,6208,"",6371,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3526,6209,"",6372,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3527,6210,"",6373,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3528,6211,"",6374,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3529,6212,"",6375,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3530,6213,"",6376,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3531,6214,"",6377,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3532,6215,"",6378,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3533,6216,"",6379,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3534,6217,"",6380,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3535,6218,"",6381,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3536,6219,"",6382,[20635],[25],[],"",[1],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3537,6220,"",6383,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3538,6221,"",6384,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3539,6222,"",6385,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3540,6223,"",6386,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3541,6224,"",6387,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
3542,6225,"",6388,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
