"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","Ascendancy","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","IsAnointmentOnly","i32_162","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","AtlasnodeGroup","i32_228","i32_232","i32_236","i32_240","i32_244","bool_248","[rid]_249","i32_265","[rid]_269","bool_285","KeystoneId","bool_302","IsAttribute","AtlasSubTree","IsRootOfAtlasTree","GrantedSkill","WeaponPointsGranted","bool_341","bool_342"
4587,"placeholder2","Art/2DArt/SkillIcons/passives/damage_blue.dds","[2554,25]",8,8,0,0,50084,"Damage","Dégâts","Schaden","ダメージ","피해","Dano","Урон","Daño","ความเสียหาย","傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4588,"placeholder3","Art/2DArt/SkillIcons/passives/lifemana.dds","[439,124]",30,5,0,0,50726,"Life and Mana Regeneration","Régénération de Vie et de Mana","Lebens- und Manaregeneration","ライフおよびマナ自動回復","생명력 및 마나 재생","Regeneração de Vida e Mana","Регенерация здоровья и маны","Regeneración de vida y maná","การฟื้นฟูมานาและพลังชีวิต","生命和魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4589,"placeholder4","Art/2DArt/SkillIcons/ArcaneCloak.dds",[3430],20,0,0,0,9747,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4590,"placeholder5","Art/2DArt/SkillIcons/ArcaneCloak.dds",[3430],20,0,0,0,47774,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4591,"placeholder6","Art/2DArt/SkillIcons/ArcaneCloak.dds",[],0,0,0,0,15078,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4592,"placeholder7","Art/2DArt/SkillIcons/ArcaneCloak.dds",[],0,0,0,0,12433,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4593,"placeholder8","Art/2DArt/SkillIcons/ArcaneCloak.dds",[],0,0,0,0,47014,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4594,"placeholder9","Art/2DArt/SkillIcons/ArcaneCloak.dds",[],0,5,0,0,16864,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4595,"placeholder10","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,40889,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4596,"placeholder11","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,7569,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4597,"placeholder12","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,63903,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4598,"placeholder13","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,10171,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4599,"placeholder14","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,41971,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4600,"placeholder15","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,11267,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4601,"placeholder16","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,53344,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4602,"placeholder17","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,34459,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4603,"placeholder18","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,12946,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4604,"placeholder19","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,33799,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4605,"placeholder20","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,8008,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4606,"placeholder21","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,24724,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4607,"placeholder22","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,7620,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4608,"placeholder23","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,18674,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4609,"placeholder24_","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,18873,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4610,"placeholder25","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,21403,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4611,"placeholder26","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,27192,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4612,"placeholder27","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,28809,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4613,"placeholder28","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,11395,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4614,"placeholder29","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,62568,"Placeholder","Placeholder","Placeholder","プレースホルダー","임시","Provisório","Placeholder","Marcador de posición","ใช้ชั่วคราว","基座",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4615,"placeholder30","Art/2DArt/SkillIcons/passives/FortifyNode.dds","[439,124,2961]",60,20,20,0,42757,"[DNT-UNUSED] Placeholder Notable","WIP","[DNT-UNUSED] Placeholder Notable","プレースホルダー特殊","WIP","WIP","[DNT-UNUSED] Placeholder Notable","[DNT-UNUSED] Placeholder Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4616,"placeholder31","Art/2DArt/SkillIcons/passives/FortifyNode.dds","[1357,25,2961]",20,20,20,0,62118,"[DNT-UNUSED] Placeholder Notable","WIP","[DNT-UNUSED] Placeholder Notable","プレースホルダー特殊","WIP","WIP","[DNT-UNUSED] Placeholder Notable","[DNT-UNUSED] Placeholder Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4617,"placeholder32","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,58616,"[DNT-UNUSED] Placeholder Notable","WIP","[DNT-UNUSED] Placeholder Notable","プレースホルダー特殊","WIP","WIP","[DNT-UNUSED] Placeholder Notable","[DNT-UNUSED] Placeholder Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4618,"placeholder33","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,29177,"[DNT-UNUSED] Placeholder Notable","WIP","[DNT-UNUSED] Placeholder Notable","プレースホルダー特殊","WIP","WIP","[DNT-UNUSED] Placeholder Notable","[DNT-UNUSED] Placeholder Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4619,"placeholder34","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,62902,"[DNT-UNUSED] Placeholder Notable","WIP","[DNT-UNUSED] Placeholder Notable","プレースホルダー特殊","WIP","WIP","[DNT-UNUSED] Placeholder Notable","[DNT-UNUSED] Placeholder Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4620,"placeholder35","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,63591,"[DNT-UNUSED] Placeholder Notable","WIP","[DNT-UNUSED] Placeholder Notable","プレースホルダー特殊","WIP","WIP","[DNT-UNUSED] Placeholder Notable","[DNT-UNUSED] Placeholder Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4621,"placeholder36","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,28968,"[DNT-UNUSED] Placeholder Notable","WIP","[DNT-UNUSED] Placeholder Notable","プレースホルダー特殊","WIP","WIP","[DNT-UNUSED] Placeholder Notable","[DNT-UNUSED] Placeholder Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4622,"placeholder37","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,18751,"[DNT-UNUSED] Placeholder Notable","WIP","[DNT-UNUSED] Placeholder Notable","プレースホルダー特殊","WIP","WIP","[DNT-UNUSED] Placeholder Notable","[DNT-UNUSED] Placeholder Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4623,"placeholder38","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,10299,"[DNT-UNUSED] Placeholder Notable","WIP","[DNT-UNUSED] Placeholder Notable","プレースホルダー特殊","WIP","WIP","[DNT-UNUSED] Placeholder Notable","[DNT-UNUSED] Placeholder Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4624,"placeholder39","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,41878,"[DNT-UNUSED] Placeholder Notable","WIP","[DNT-UNUSED] Placeholder Notable","プレースホルダー特殊","WIP","WIP","[DNT-UNUSED] Placeholder Notable","[DNT-UNUSED] Placeholder Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4625,"placeholder40","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[],0,0,0,0,50393,"[DNT-UNUSED] Placeholder Notable","WIP","[DNT-UNUSED] Placeholder Notable","プレースホルダー特殊","WIP","WIP","[DNT-UNUSED] Placeholder Notable","[DNT-UNUSED] Placeholder Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
4626,"passive_keystone_resolute_technique","Art/2DArt/SkillIcons/passives/KeystoneResoluteTechnique.dds",[2758],1,0,0,0,44017,"Resolute Technique","Technique résolue","Resolute Technik","レゾリュートテクニック","확고한 기술","Técnica Resoluta","Точные удары","Técnica resuelta","Resolute Technique","堅毅之心",[],1,"","Great tacticians learn that consistency often trumps potential.","Les meilleurs tacticiens apprennent que la constance surpasse souvent le potentiel.","Große Taktiker lernen, dass Fleiß oftmals Talent schlägt.","偉大な戦術家は着実さがしばしば潜在的な力に勝るということを学ぶ。","위대한 전술가는 대개 일관성이 잠재력보다 낫다는 걸 알고 있다.","Grandes táticos aprendem que a consistência costuma vencer o potencial.","Великие тактики знают, что стабильность – залог успеха.","Los grandes tácticos aprenden que la consistencia a menudo vence al potencial.","นัก​ยุทธศาสตร์​ที่​ดี​จะ​เรียนรู้​ว่า​ความสม่ำเสมอ​มัก​เหนือ​ว่า​ศักยภาพ","穩定的發揮比潛力更加重要。","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"",57,"","","","","",0,"",""
4627,"passive_keystone_giants_blood","Art/2DArt/SkillIcons/passives/GiantBloodKeystone.dds",[19202],1,0,0,0,32349,"Giant's Blood","Sang de géant","Blut des Riesen","ジャイアントブラッド","거인의 피","Sangue de Gigante","Кровь гиганта","Sangre de gigante","Giant's Blood","巨人之血",[],1,"","The Titans did not vanish from this world. Their might lives on - in you.","Les Titans n'ont pas disparu de ce monde. Leur puissance continue de vivre - en vous.","Die Titanen sind nicht von dieser Welt verschwunden. Ihre Macht lebt weiter – in Euch.","タイタン達はこの世界から消えたわけではない。彼らの力は生き続けている、お前の中に。","거신들은 이 세상에서 사라진 것이 아니다. 그들의 힘은 네 안에 아직 살아 있다.","Os Titãs não desapareceram deste mundo. O poder deles ainda vive - em você.","Титаны не покинули этот мир. Их мощь продолжает жить – в тебе.","Los titanes no desaparecieron de este mundo. Su fuerza sigue viva, a través de ti.","พวก​ไททัน​มิ​ได้​หาย​สาบสูญ​ไป​จาก​โลก​นี้\r\nพละ​กำลัง​ของ​พวกเขา​ยัง​ยืนยง... ใน​กาย​เจ้า","泰坦並未從這個世界消失。他們的力量仍然存在，就在你身上。","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"",58,"","","","","",0,"",""
4628,"passive_keystone_unwavering_stance_","Art/2DArt/SkillIcons/passives/KeystoneUnwaveringStance.dds",[2277],1,0,0,0,14540,"Unwavering Stance","Posture inflexible","Unerschütterliche Haltung","アンウェイバリングスタンス","변함없는 자세","Postura Inabalável","Несокрушимость","Postura inquebrantable","Unwavering Stance","烈士意志",[],1,"","Stand your ground, child, keep your senses.\r\nThe pain is fleeting, but victory is forever.","Tenez bon, mon enfant. Gardez vos sens en éveil.\r\nLa douleur est passagère, mais la victoire est éternelle.","Bleibt standhaft, Kind, bleibt bei Sinnen. Schmerz vergeht, doch ein Sieg dauert ewiglich.","童よ、大地を踏みしめよ、気をしっかり持て。\r\n痛みは一瞬だが、勝利は永遠だ。","정신을 잃지 말고 제자리를 지키거라, 얘야.\r\n고통은 순간이지만 승리는 영원하니.","Mantenha sua posição, criança, e fique atento. \r\nA dor é passageira, mas a vitória é eterna.","Не отступай и будь хладнокровен. Боль пройдёт, а победа останется.","No cedas, niño, aguanta.\r\nEl dolor es fugaz, pero la victoria es para siempre.","อดทน​ไว้ เด็กน้อย รักษา​สติ​เอา​ไว้\r\nความ​เจ็บปวด​อยู่​เพียง​ชั่วครู่ แต่​ชัยชนะ​จะ​คง​อยู่​ชั่วนิรันดร์","堅定你的立場，孩子，信任你的直覺。疼痛是短暫的，勝利是永恆的。","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"",59,"","","","","",0,"",""
4629,"passive_keystone_avatar_of_fire","Art/2DArt/SkillIcons/passives/KeystoneAvatarOfFire.dds",[5067],1,0,0,0,18684,"Avatar of Fire","Avatar du feu","Inkarnation des Feuers","アバターオブファイヤー","불의 화신","Avatar do Fogo","Воплощение огня","Avatar de fuego","Avatar of Fire","火之化身",[],1,"","\""In my dreams I see a great warrior, his skin scorched black, his fists aflame.\""","« Dans mes rêves, je vois un grand guerrier à la peau carbonisée et aux poings enflammés. »","\""In meinen Träumen habe ich einen großen Krieger gesehen, seine Haut schwarz versengt und seine Fäuste entflammt.\""","「夢の中で見る偉大な戦士は、肌が黒く焦げていて、拳は燃え上がっている。」","\""꿈속에서 나는 피부가 검게 그을리고 주먹이 불타오르는 위대한 전사를 본다.\""","\""Em meus sonhos vejo um grande guerreiro; a pele queimada como carvão, os punhos em chamas.\""","Великий воин является мне во снах. Кожа его опалена, а руки в огне.","\""En mis sueños veo un gran guerrero, su piel chamuscada y negra, sus puños en llamas.\""","\""ใน​ฝัน ข้า​ได้​เห็น​นักรบ​ผู้​ยิ่งใหญ่ ผิว​ของ​เขา​เป็น​สีดำ​ไหม้​เกรียม กำปั้น​ของ​เขา​ลุกไหม้\""","「我在夢境之中看到了一位偉大的戰士……皮膚被燒成焦黑，拳頭纏繞著火焰。」","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"",60,"","","","","",0,"",""
4630,"passive_keystone_blood_magic","Art/2DArt/SkillIcons/passives/KeystoneBloodMagic.dds",[848],1,0,0,0,51749,"Blood Magic","Magie du sang","Blutmagie","ブラッドマジック","혈마법","Magia Sanguínea","Магия крови","Magia de sangre","Blood Magic","祭血術",[],1,"","Lay open your veins, and draw power from your own spilled life.","Ouvrez grand vos veines et puisez le pouvoir de votre propre vie qui se déverse.","Blutet, blutet, saugt Kraft aus Eurem vergossenen Leben.","血管を開き、己の溢れた命を力にせよ。","혈관을 드러내고 흘러나오는 생명으로부터 힘을 이끌어내어라.","Abra suas veias e tire o poder da sua própria vida derramada.","Вскрой себе вены и черпай силу из пролитой жизни.","Abre tus venas y extrae el poder de tu propia vida derramada.","เปิด​สายโลหิต​ใน​ตัว​ท่าน​ออก และ​ดึง​พลัง​ออก​มา​จาก​ชีวิต​ที่​​ไหล​ออก​มา​จาก​ตัว​ท่าน","劃開你的血管，獻上你的鮮血，並從噴濺而出的血液中享受充能的狂喜。","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"",61,"","","","","",0,"",""
4631,"passive_keystone_zealots_oath","Art/2DArt/SkillIcons/passives/liferegentoenergyshield.dds",[7405],1,0,0,0,52,"Zealot's Oath","Serment du Zélote","Schwur des Eiferers","ゼロッツオース","맹신자의 서약","Juramento do Fanático","Обет фанатика","Juramento del fanático","Zealot's Oath","狂熱者的誓言",[],1,"","Tear my flesh and splinter my bones. You will never break my spirit.","Arrachez-moi la chair. Fendez-moi les os. Vous ne pourrez jamais briser ma volonté.","Ihr könnt mein Fleisch zerreißen und meine Knochen zertrümmern. Doch meinen Geist könnt Ihr nicht brechen.","我が肉体をちぎり、我が骨を裂くがいい。我が精神が其方に屈することは永遠にない。","내 살을 찢고 내 뼈를 부술지라도, 내 영혼은 꺾지 못하리라.","Rasgue minha carne e quebre meus ossos. Você nunca quebrará meu espírito.","Терзай мою плоть и раскалывай кости, но дух мой тебе не сломить.","Desgarra mi carne y astilla mis huesos. Nunca quebrarás mi espíritu.","ฉีก​ทึ้ง​เนื้อ​ของ​ข้า และ​บดขยี้​กระดูก​ข้า​ไป​เถิด แต่​เจ้า​จะ​ไม่มี​วัน​ทำ​อะไร​จิตวิญญาณ​ของ​ข้า​ได้","撕裂我的肉體、打斷我的骨頭吧。即使如此，我的精神依然永存不滅。","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"",62,"","","","","",0,"",""
4632,"passive_keystone_ancestral_bond","Art/2DArt/SkillIcons/passives/totemmax.dds",[5069],1,0,0,0,45202,"Ancestral Bond","Lien ancestral","Band der Ahnen","アンセストラルボンド","선대의 유대","Vínculo Ancestral","Связь с предками","Vínculo ancestral","Ancestral Bond","先祖魂約",[],1,"","A wooden construct, mute and blind.\r\nBut fear the wrath of shackled mind.","Un bois sculpté, aveugle et muet.\r\nMais ne déprisez pas les esprits entravés et furieux.","Ein hölzernes Konstrukt, stumm und blind.\r\nDoch fürchtet den Zorn eines geknechteten Gemüts.","物言わず目も見えぬ木彫りの像。\r\nだが縛られし心は憤怒の相。","말없고 눈먼 나무 구조물입니다.\r\n하지만 속박된 영혼의 진노를 두려워하십시오.","Um construto de madeira, que não vê e não fala\r\nMas tema a fúria da mente aprisionada","Деревянный идол тих и слеп, но бойся гнева заключённого в нем разума.","Una construcción de madera, muda y cegada. \r\nPero teme la ira de la mente encadenada.","สิ่ง​ที่​สร้าง​ขึ้น​จาก​ไม้ ทั้ง​เป็น​ใบ้​และ​ตาบอด\r\nแต่​จง​เกรงกลัว​โทสะ​ของ​จิตใจ​ที่​ถูก​พันธนาการ","一個木製雕塑，既安靜又目盲；即使看來無害，可別小看了它。","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"",63,"","","","","",0,"",""
