"rownum","Id","Name","GrantedEffect","SupportText","SupportText (French)","SupportText (German)","SupportText (Japanese)","SupportText (Korean)","SupportText (Portuguese)","SupportText (Russian)","SupportText (Spanish)","SupportText (Thai)","SupportText (Traditional Chinese)","SupportName","GemTags","Consumed_Mod","ItemColor","[rid]_84","AdditionalGrantedEffects","bool_116","bool_117","[i32]_118","i32_134"
618,"DomainSupport","",621,"Supports Skills which create Ground Surfaces, causing created Surfaces to only end when their duration expires.","Modifie les aptitudes qui créent des surfaces de sol, faisant en sorte que ces surfaces ne prennent fin qu'à l'expiration de leur durée.","Unterstützt Fertigkeiten, die Bodenflächen erzeugen und bewirkt, dass erzeugte Flächen erst dann enden, wenn ihre Dauer ausläuft.","領域効果を生成するスキルをサポートし、生成された領域がその持続時間が終わった時にだけ終了するようにする。","지대 효과를 생성하는 스킬에 적용되어, 생성되는 지대가 지속시간이 만료되어야만 사라지도록 합니다.","Suporta Habilidades que criam Superfícies no Solo, fazendo com que as Superfícies criadas só terminem quando sua duração expirar.","Усиливает умения, создающие наземные эффекты. Созданные эффекты пропадут только по окончании их времени действия.","Asiste habilidades que crean superficies de suelo para que las superficies que se crean solo terminen cuando expira su duración.","ใช้เสริมสกิลที่สร้างพื้นปกคลุม เพื่อให้พื้นปกคลุมที่สร้างหมดผลลงเมื่อหมดระยะเวลาที่กำหนดเท่านั้น","輔助會生成地表的技能，讓這些地表只會在持續時間結束後消失。","",[16],"",3,[],[],"","",[],-1
619,"FigureheadSupport","",622,"Supports Skills that generate [Remnant|Remnants], causing those [Remnant|Remnants] to affect [Allies] in your [Presence] when collected instead of you.","Modifie les aptitudes qui génèrent des [Remnant|Reliquats], permettant à ces [Remnant|Reliquats] d'affecter les [Allies|Alliés] dans votre [Presence|Présence] plutôt que vous lorsqu'ils sont collectés.","Unterstützt Fertigkeiten, die [Remnant|Überreste] erzeugen und bewirkt, dass die Effekte dieser [Remnant|Überreste] beim Einsammeln auf [Allies|Verbündete] in Eurer [Presence|Präsenz] wirken statt auf Euch.","[Remnant|レムナント]を生成するスキルをサポートし、生成された[Remnant|レムナント]を拾った時にプレイヤーに影響する代わりに、プレイヤーの[Presence|存在下]にいる[Allies|味方]に影響するようにする。","[Remnant|잔류물]을 생성하는 스킬에 적용되어, 해당 [Remnant|잔류물] 획득 시 플레이어 대신 플레이어에게 [Presence|접근]해 있는 [Allies|동료들]에게 영향을 주게 합니다.","Suporta habilidades que geram [Remnant|Restos], fazendo com que esses [Remnant|Restos] afetem [Allies|Aliados] na sua [Presence|Presença] quando coletados, em vez de você.","Усиливает умения, создающие [Remnant|сгустки], заставляя эти [Remnant|сгустки] при подборе действовать на [Allies|союзников] в вашем [Presence|присутствии] вместо вас.","Asiste habilidades que generan [Remnant|remanentes] para que esos [Remnant|remanentes] afecten a los [Allies|aliados] que están en tu [Presence|presencia] cuando los recolectas en lugar de a ti.","ใช้เสริมสกิลที่สร้าง[Remnant|หยาด] เพื่อให้การเก็บ[Remnant|หยาด]เหล่านั้นให้ผลต่อเพื่อนในระยะปรากฏกายของคุณ","輔助生成[Remnant|痕跡]的技能，使收集的[Remnant|痕跡]會影響你[Presence|存在範圍]內的[Allies|友方]，而非只影響你自己。","","[16,55]","",3,[],[],"","",[],-1
620,"InterludeSupport","",623,"Supports Skills that generate [Remnant|Remnants], causing effects of those [Remnant|Remnants] to be more powerful, but at the cost of a delay.","Modifie les aptitudes qui génèrent des [Remnant|Reliquats], rendant les effets de ces [Remnant|Reliquats] plus puissants, au prix de l'ajout d'un délai.","Unterstützt Fertigkeiten, die [Remnant|Überreste] erzeugen und bewirkt, dass die Effekte dieser [Remnant|Überreste] mächtiger sind, jedoch auf Kosten einer Verzögerung.","[Remnant|レムナント]を生成するスキルをサポートし、遅延が生じるようになる代わりに、その[Remnant|レムナント]の効果がより強力になるようにする。","[Remnant|잔류물]을 생성하는 스킬에 적용되어 해당 [Remnant|잔류물]의 효과를 강화하지만, 지연시간이 증가합니다.","Suporta habilidades que geram [Remnant|Restos], fazendo com que os efeitos desses [Remnant|Restos] sejam mais poderosos, mas com um custo de atraso.","Усиливает умения, создающие [Remnant|сгустки], увеличивая мощность эффектов от этих [Remnant|сгустков] взамен на время перезарядки.","Asiste habilidades que generan [Remnant|remanentes] para que los efectos de esos [Remnant|remanentes] sean más poderosos, pero a costa de tener una demora.","ใช้เสริมสกิลที่สร้าง[Remnant|หยาด] เพื่อให้[Remnant|หยาด]ที่สร้างให้ผลทรงพลังยิ่งขึ้น แลกกับการต้องรอให้เกิดผล","輔助生成[Remnant|痕跡]的技能，使這些[Remnant|痕跡]的效果更強，但會有所延遲。","","[16,55]","",3,[],[],"","",[],-1
621,"ReverberateSupport","",624,"Supports [Slam] Skills. Supported Skills have increased chance to cause [Aftershock|Aftershocks] the longer their [Attack] time.","Modifie les aptitudes de [Slam|Fracas]. Plus le temps d'Attack|Attaque] des aptitudes modifiées est long, plus elles ont de chances de provoquer des [Aftershock|Répliques].","Unterstützt [Slam|Hieb]-Fertigkeiten. Unterstützte Fertigkeiten haben eine erhöhte Chance, [Aftershock|Nachbeben] zu erzeugen, desto länger ihre [Attack|Angriffs]zeit beträgt.","[Slam|スラム]スキルをサポートする。サポートされたスキルは[Attack|アタック]タイムが長いほど、[Aftershock|余震]を引き起こす確率が増加する。","[Slam|강타] 스킬에 적용됩니다. 보조 대상 스킬의 [Attack|공격] 시간이 길수록 [Aftershock|여진]을 유발할 확률이 증가합니다.","Suporta Habilidades de [Slam|Pancada]. Habilidades Suportadas têm maior chance de causar [Aftershock|Abalos Secundários] quanto mais longo for o tempo de [Attack|Ataque].","Усиливает умения [Slam|мощных ударов]. Шанс вызвать [Aftershock|остаточные волны] усиленными умениями увеличивается соразмерно их времени [Attack|атаки].","Asiste habilidades de [Slam|embate]. Las habilidades asistidas tienen una probabilidad aumentada de crear [Aftershock|réplicas] cuanto más largo sea su tiempo de [Attack|ataque].","ใช้เสริมสกิล[Slam|ทุบ]ที่คุณใช้ด้วยตัวเอง เพื่อให้สกิลที่เสริมมีโอกาสสร้าง [Aftershock|คลื่นสะท้อน] เพิ่มขึ้นตามเวลา[Attack|โจมตี]ของสกิล","輔助[Slam|重擊]技能。被輔助技能[Attack|攻擊]的時間越長，造成[Aftershock|餘震]的機率便會提高。","","[16,13,7,35]","",3,[],[],"","",[],-1
622,"ClashSupport","",625,"Supports [Melee] [Attack] Skills. Supported Skills deal more Damage while you have a lower percentage of your Life remaining than the target struck, but less Damage when the reverse is true.","Modifie les aptitudes d'[Attack|Attaque] de [Melee|Mêlée]. Les aptitudes modifiées infligent davantage de Dégâts lorsque votre pourcentage de Vie restant est inférieur à celui de la cible touchée, mais ont une perte de Dégâts dans le cas contraire.","Unterstützt [Melee|Nahkampf]-[Attack|Angriffs]fertigkeiten. Unterstützte Fertigkeiten verursachen mehr Schaden, während Ihr einen niedrigeren Anteil Eures Lebens übrig habt als das getroffene Ziel, aber weniger Schaden, wenn das Gegenteil der Fall ist.","[Melee|近接][Attack|アタック]スキルをサポートする。サポートされたスキルは攻撃した敵の残り対象のパーセントが低いほど、与えるダメージが上昇するが、逆の場合には与えるダメージが低下する。","[Melee|근접] [Attack|공격] 스킬에 적용됩니다. 플레이어의 남은 생명력 백분율이 타격한 대상보다 낮은 경우 보조 대상 스킬로 주는 피해가 커지지만, 반대의 경우 주는 피해가 줄어듭니다.","Suporta habilidades de [Attack|Ataque] [Melee|Corpo a Corpo]. Habilidades suportadas causam mais dano enquanto você tiver uma porcentagem menor de sua Vida restante do que o alvo atingido, mas causam menos dano quando o inverso é verdadeiro.","Усиливает умения [Attack|атак] [Melee|ближнего боя]. Усиленные умения наносят больше урона, пока у вас меньший процент здоровья, чем у поражаемой цели, но меньше урона, если наоборот.","Asiste habilidades de [Attack|ataque] [Melee|cuerpo a cuerpo]. Las habilidades asistidas infligen más daño mientras tu porcentaje de vida restante sea inferior al del objetivo golpeado e infligen menos daño cuando ocurre lo contrario.","ใช้เสริมสกิล[Attack|โจมตี][Melee|ประชิด]\r\nเพื่อให้สกิลที่เสริมมีความเสียหายเพิ่มขึ้น อีก ขณะที่คุณมีเปอร์เซ็นต์ของพลังชีวิตน้อยกว่าเป้าหมาย\r\nแต่สร้างความเสียหายลดลง อีก เมื่อคุณมีเปอร์เซ็นต์ของพลังชีวิตมากกว่าเป้าหมาย","輔助[Melee|近戰][Attack|攻擊]技能。當你的生命百分比比擊中的敵人還低時，被輔助技能會造成更多傷害。反之，造成的傷害則會降低。","","[16,13,7]","",3,[],[],"","",[],-1
623,"MaladySupport","",626,"Supports Skills which can cause Damaging [HitDamage|Hits], causing base chance to inflict [Bleeding|Bleed] with Supported Skills to instead apply to base chance to [Poison], and causing base chance to [Poison] to instead apply to [Bleeding|Bleed].","Modifie les aptitudes qui peuvent endommager au [HitDamage|Toucher], permettant aux chances de base des aptitudes modifiées d'infliger le [Bleeding|Saignement] de s'appliquer à la place aux chances de base d'[Poison|Empoisonner], et permettant aux chances de base d'[Poison|Empoisonner] de s'appliquer à la place au aux chances de base d'infliger le [Bleeding|Saignement].","Unterstützt Fertigkeiten, die schädigende [HitDamage|Treffer] verursachen können und bewirkt, dass die Basis-Chance, mit unterstützten Fertigkeiten [Bleeding|Bluten] zu verursachen, stattdessen auf die Basis-Chance zu [Poison|vergiften] angewendet wird und die Basis-Chance zu [Poison|vergiften] auf die Basis-Chance für das Verursachen von [Bleeding|Bluten] angewendet wird.","ダメージ[HitDamage|ヒット]を与えられるスキルをサポートする。基礎[Bleeding|出血]付与確率を代わりに基礎[Poison|毒]付与確率に適用させ、基礎[Poison|毒]付与確率を代わりに基礎[Bleeding|出血]確率に適用させる。","피해를 주는 [HitDamage|명중]을 유발하는 스킬에 적용됩니다. 보조 대상 스킬로 [Bleeding|출혈]을 유발할 기본 확률이 [Poison|중독]을 유발할 기본 확률에 대신 적용되고, [Poison|중독]을 유발할 기본 확률이 [Bleeding|출혈]을 유발할 기본 확률에 대신 적용됩니다.","Suporta Habilidades que podem causar [HitDamage|Acertos] nocivos, fazendo com que a chance base de infligir [Bleeding|Sangramento] com Habilidades Suportadas seja aplicada à chance base de [Poison|Envenenar], e fazendo com que a chance base de [Poison|Envenenar] seja aplicada à de [Bleeding|Sangramento].","Усиливает умения, которые могут наносить урон [HitDamage|ударами]. Базовый шанс наложить [Bleeding|кровотечение] усиленными умениями вместо этого применяется к [Poison|отравлению], а базовый шанс [Bleeding|отравить] вместо этого применяется к [Bleeding|кровотечению].","Asiste habilidades que pueden infligir [HitDamage|impactos] dañinos para que la probabilidad base de aplicar [Bleeding|sangrado] de las habilidades asistidas se aplique, en su lugar, a la probabilidad base de [Poison|envenenar], y también hace que la probabilidad base de [Poison|envenenar] se aplique, en su lugar, al [Bleeding|sangrado].","ใช้เสริมสกิลสร้างความเสียหายด้วยการ[HitDamage|ปะทะ] เพื่อให้โอกาสพื้นฐานในการสร้างสถานะ [Bleeding|เลือดไหล] ของสกิลที่เสริม กลายเป็นโอกาสพื้นฐานในการสร้างสถานะ [Poison|พิษ] แทน แล้วทำให้โอกาสพื้นฐานในการสร้างสถานะ [Poison|พิษ] ของสกิลที่เสริม กลายเป็นโอกาสพื้นฐานในการสร้างสถานะ [Bleeding|เลือดไหล] แทน","輔助會造成傷害性[HitDamage|擊中]的技能，使被輔助技能造成[Bleeding|流血]的基礎機率改為套用至[Poison|中毒]的基礎機率，並使[Poison|中毒]的基礎機率改為套用至[Bleeding|流血]機率。","",[16],"",3,[],[],"","",[],-1
624,"DazzleSupport","",627,"Supports [Attack] Skills. Supported Skills always hit [Daze|Dazed] Enemies, but [Consume] [Daze] on [HitDamage|Hit], and cannot themselves inflict [Daze].","Modifie les aptitudes d'[Attack|Attaque]. Les aptitudes modifiées touchent toujours les ennemis [Daze|Hébétés], mais [Consume|Consomment] l'[Daze|Hébétement] au [HitDamage|Toucher]. Les aptitudes modifiées ne peuvent pas infliger l'[Daze|Hébétement] par elles-mêmes.","Unterstützt [Attack|Angriffs]fertigkeiten. Unterstützte Fertigkeiten treffen [Daze|benommene] Gegner immer, [Consume|verbrauchen] jedoch [Daze|Benommenheit] bei [HitDamage|Treffer] und können selbst keine [Daze|Benommenheit] verursachen.","[Attack|アタック]スキルをサポートする。サポートされたスキルは[Daze|眩暈]状態の敵に常にヒットするようになるが、[HitDamage|ヒット]時に[Daze|眩暈]を[Consume|消費]し、そのスキル自体では[Daze|眩暈]を付与できなくなる。","[Attack|공격] 스킬에 적용됩니다. 보조 대상 스킬이 [Daze|혼미] 상태의 적에게 항상 명중하지만, [HitDamage|명중] 시 [Daze|혼미]를 [Consume|소모]하며 직접 [Daze|혼미]를 유발할 수 없습니다.","Suporta habilidades de [Attack|Ataque]. Habilidades suportadas sempre acertam inimigos [Daze|Aturdidos], mas [Consume|Consomem] o [Daze|Aturdimento] ao [HitDamage|Acertar], e não podem causar [Daze|Aturdimento] por conta própria.","Усиливает умения [Attack|атак]. Усиленные умения всегда наносят удар по [Daze|оцепеневшим] врагам, но [Consume|поглощают] [Daze|оцепенение] при [HitDamage|нанесении удара] и не могут сами накладывать [Daze|оцепенение].","Asiste habilidades de [Attack|ataque]. Las habilidades asistidas siempre impactan a los enemigos [Daze|desorientados], pero [Consume|consumen] la [Daze|desorientación] al [HitDamage|impactar] y no pueden aplicar [Daze|desorientación] ellas mismas.","ใช้เสริมสกิล[Attack|โจมตี] สกิลที่เสริมจะปะทะเป้าหมายที่ติดสถานะ [Daze|งุนงง] เสมอ แต่[Consume|กลืนกิน]สถานะ [Daze|งุนงง] เมื่อ[HitDamage|ปะทะ] และไม่สามารถสร้างสถานะ [Daze|งุนงง] ได้","輔助[Attack|攻擊]技能。被輔助技能必會擊中[Daze|目眩]的敵人，但在[HitDamage|擊中]時[Consume|消耗][Daze|目眩]，且自身無法造成[Daze|目眩]。","","[16,13]","",3,[],[],"","",[],-1
625,"SyzygySupport","",628,"Supports [Slam] Skills you use yourself. [HitDamage|Hits] from Supported Skills are considered [CrushingBlow|Crushing Blows] against Enemies which are both [Ignite|Ignited] and [ArmourBreak|Fully Armour Broken]. [HitDamage|Hits] with Supported Skills that [HeavyStun|Heavily Stun] [Ignite|Ignited] and [ArmourBreak|Fully Armour Broken] Enemies will [Intimidate] them.","Modifie les aptitudes de [Slam|Fracas] que vous utilisez vous-même. Les [HitDamage|Touches] des aptitudes modifiées sont considérées comme des [CrushingBlow|Coups écrasants] contre les ennemis qui sont à la fois [Ignite|Embrasés] et dont l'[ArmourBreak|Armure est complètement brisée]. Les [HitDamage|Touches] des aptitudes modifiées qui [HeavyStun|Étourdissent massivement] les ennemis [Ignite|Embrasés] et dont l'[ArmourBreak|Armure est complètement brisée] les [Intimidate|Intimident].","Unterstützt [Slam|Hieb]-Fertigkeiten, die Ihr selbst benutzt. [HitDamage|Treffer] von unterstützten Fertigkeiten zählen als [CrushingBlow|zermalmende Schläge] gegen Gegner, die sowohl [Ignite|entzündet] sind als auch deren [ArmourBreak|Rüstung vollständig zerbrochen] ist. [HitDamage|Treffer] mit unterstützten Fertigkeiten, die [Ignite|entzündete] Gegner mit [ArmourBreak|vollständig zerbrochener Rüstung] [HeavyStun|schwer betäuben], [Intimidate|schüchtern] diese ein.","プレイヤー自身が使用する[Slam|スラム]スキルをサポートする。[Ignite|発火]状態かつ[ArmourBreak|完全アーマー破壊]状態の敵に対するサポートされたスキルによる[HitDamage|ヒット]は[CrushingBlow|クラッシングブロー]と見なされる。[HeavyStun|ヘビースタン]状態、[Ignite|発火]状態かつ[ArmourBreak|完全アーマー破壊]状態の敵に対するサポートされたスキルによる[HitDamage|ヒット]は敵を[Intimidate|威嚇]する。","직접 사용하는 [Slam|강타] 스킬에 적용됩니다. [Ignite|점화]되었으며 [ArmourBreak|방어구가 완전히 파괴된] 적에게 가하는 보조 대상 스킬의 [HitDamage|명중]이 [CrushingBlow|타쇄하는 일격]으로 간주됩니다. [Ignite|점화]되었으며 [ArmourBreak|방어구가 완전히 파괴된] 적에게 [HeavyStun|강력 기절]을 유발하는 보조 대상 스킬의 [HitDamage|명중]은 해당 적을 [Intimidate|위협]합니다.","Suporta Habilidades de [Slam|Pancada] que você mesmo usar. [HitDamage|Acertos] de Habilidades Suportadas são considerados [CrushingBlow|Golpes Esmagadores] contra Inimigos que estão tanto [Ignite|Incendiados] quanto [ArmourBreak|Com Armadura Totalmente Quebrada]. [HitDamage|Acertos] com Habilidades Suportadas que [HeavyStun|Atordoam Fortemente] Inimigos [Ignite|Incendiados] e [ArmourBreak|Com Armadura Totalmente Quebrada] irão [Intimidate|Intimidá-los].","Усиливает умения [Slam|мощных ударов], которые вы используете самостоятельно. [HitDamage|Удары] усиленными умениями считаются [CrushingBlow|сокрушительнными] против врагов, которые одновременно [Ignite|подожжены] и броня которых [ArmourBreak|полностью разрушена]. [HitDamage|Удары] усиленными умениями, [HeavyStun|сильно оглушающие] [Ignite|подожжённых] противников с [ArmourBreak|полностью разрушенной] бронёй, [Intimidate|устрашают] их.","Asiste habilidades de [Slam|embate] que usas tú mismo. Los [HitDamage|impactos] de las habilidades asistidas contra los enemigos que están [Ignite|quemados] y que, a la vez, tienen la [ArmourBreak|armadura completamente rota] se consideran [CrushingBlow|impactos aplastantes]. Los [HitDamage|impactos] de las habilidades asistidas que [HeavyStun|aturden totalmente] a los enemigos [Ignite|quemados] y que tienen la [ArmourBreak|armadura completamente rota] los [Intimidate|intimidan].","ใช้เสริมสกิล[Slam|ทุบ]ที่คุณใช้ด้วยตัวเอง เพื่อให้การ[HitDamage|ปะทะ]จากสกิลที่เสริมนับว่าเป็น [CrushingBlow|จู่โจมหนักหน่วง] ต่อศัตรูที่ติดสถานะ [Ignite|ลุกไหม้] และ [ArmourBreak|เกราะหักโดยสมบูรณ์] การปะทะด้วยสกิลที่เสริมที่สร้างสถานะ [HeavyStun|สตันหนัก] ต่อศัตรูที่ติดสถานะ [Ignite|ลุกไหม้] และ [ArmourBreak|เกราะหักโดยสมบูรณ์] จะสร้างสถานะ [Intimidate|ข่มขู่]","輔助你自己使用的[Slam|重擊]技能。被輔助技能[HitDamage|擊中][Ignite|點燃]和[ArmourBreak|完全破甲]的敵人時，會被視為[CrushingBlow|粉碎重擊]。使用被輔助技能[HitDamage|擊中][Ignite|點燃]和[ArmourBreak|完全破甲]的敵人並造成[HeavyStun|沉重暈眩]時，會對其施加[Intimidate|威嚇]。","","[16,13,7,35,0]","",3,[],[],"","",[],-1
626,"UnyieldingSupport","",629,"Supports [Melee] [Attack] Skills you use yourself. While using Supported Skills, a percentage of Damage taken is [Recoup|Recouped] as Life, with the percentage scaling higher the longer the [Attack] time of the Supported Skill. Cannot Support [Channelling] Skills.","Modifie les aptitudes d'[Attack|Attaque] de [Melee|Mêlée] que vous utilisez vous-même. Tant que vous utilisez les aptitudes modifiées, un pourcentage des dégâts subis est [Recoup|Recouvré] sous forme de Vie. Plus la durée d'[Attack|Attaque] de l'aptitude modifiée est long, plus le pourcentage est élevé. Ne peut pas modifier les aptitudes de [Channelling|Canalisation].","Unterstützt [Melee|Nahkampf]-[Attack|Angriffs]fertigkeiten, die Ihr selbst benutzt. Während Ihr unterstützte Fertigkeiten benutzt, wird ein Teil des Schadens als Leben [Recoup|wiedergewonnen], wobei die Höhe des Werts mit der [Attack|Angriffs]zeit der unterstützten Fertigkeit skaliert. Kann keine [Channelling|Kanalisierungs]fertigkeiten unterstützen.","プレイヤー自身が使用する[Melee|近接][Attack|アタック]スキルをサポートする。サポートされたスキルを使用中に、受けたダメージの一定割合をライフとして[Recoup|回収]する。その割合は、サポートされたスキルの[Attack|アタック]タイムが長いほどより多くなる。[Channelling|チャネリング]スキルをサポートできない。","직접 사용하는 [Melee|근접] [Attack|공격] 스킬에 적용됩니다. 보조 대상 스킬을 사용하는 동안 받는 피해의 일정 비율을 생명력으로 [Recoup|회생]하며, 이 비율은 보조 대상 스킬의 [Attack|공격] 시간이 길수록 증가합니다. [Channelling|집중 유지] 스킬에는 적용되지 않습니다.","Suporta habilidades [Melee|Corpo a Corpo] e de [Attack|Ataque] que você mesmo usar. Enquanto usa habilidades suportadas, uma porcentagem do Dano recebido é [Recoup|Recuperado] como Vida, com a porcentagem escalonando de acordo com o tempo de ataque da habilidade suportada. Não pode suportar habilidades de [Channelling|Canalização].","Усиливает умения [Attack|атак] [Melee|ближнего боя], которые вы используете самостоятельно. При использовании усиленных умений часть получаемого урона [Recoup|восполняется] в виде здоровья; чем больше время [Attack|атаки] усиленного умения, тем больше восстановление. Не может усиливать [Channelling|поддерживаемые] умения.","Asiste habilidades de [Attack|ataque] [Melee|cuerpo a cuerpo] que usas tú mismo. Mientras usas las habilidades asistidas, un porcentaje del daño se [Recoup|recobra] como vida, y este porcentaje aumenta cuanto más largo sea el tiempo de [Attack|ataque] de la habilidad asistida. No puede asistir habilidades de [Channelling|canalización].","ใช้เสริมสกิล[Attack|โจมตี][Melee|ประชิด]ที่คุณใช้ด้วยตัวเอง\r\nเพื่อให้คุณ[Recoup|เยียวยา]พลังชีวิตส่วนหนึ่งตามความเสียหายที่ได้รับขณะใช้สกิลที่เสริม\r\nสัดส่วนการเยียวยานี้จะสูงขึ้นตามเวลา[Attack|โจมตี]ของสกิลที่เสริม\r\nไม่สามารถเสริม สกิล[Channelling|แชนเนล] ได้","輔助你自己使用的[Melee|近戰][Attack|攻擊]技能。使用輔助技能時，一定百分比的承受傷害會[Recoup|補償]為生命，而被輔助技能的[Attack|攻擊]時間越長，調幅的百分比就越高。無法輔助[Channelling|引導]技能。","","[16,13,7]","",3,[],[],"","",[],-1
627,"DesperationSupport","",630,"Supports [Melee] [Attack] Skills you use yourself. Insufficient Mana doesn't prevent Supported Skills from being used while [Surrounded].","Modifie les aptitudes d'[Attack|Attaque] de [Melee|Mêlée] que vous utilisez vous-même. Le manque de Mana n'empêche plus l'utilisation des aptitudes modifiées tant que vous êtes [Surrounded|Encerclé].","Unterstützt [Melee|Nahkampf][Attack|angriffs]fertigkeiten, die Ihr selbst benutzt. Ungenügendes Mana verhindert nicht, dass unterstützte Fertigkeiten benutzt werden, während Ihr [Surrounded|umzingelt] seid.","プレイヤー自身が使用する[Melee|近接][Attack|アタック]スキルをサポートする。[Surrounded|包囲]されている間、マナが足らなくても、サポートされたスキルを使えなくならない。","직접 사용하는 [Melee|근접] [Attack|공격] 스킬에 적용됩니다. [Surrounded|포위]당한 상태일 때 마나가 부족해도 보조 대상 스킬을 사용할 수 있습니다.","Suporta Habilidades de [Attack|Ataque] [Melee|Corpo a Corpo] que você mesmo usar. Mana insuficiente não impede que as Habilidades Suportadas sejam usadas enquanto estiver [Surrounded|Cercado]. ","Усиливает умения [Attack|атак] [Melee|ближнего боя], которые вы используете самостоятельно. Усиленные умения можно использовать даже при нехватке маны, если вы [Surrounded|окружены].","Asiste habilidades de [Attack|ataque] [Melee|cuerpo a cuerpo] que usas tú mismo. Tener maná insuficiente no te impide usar las habilidades asistidas si estás [Surrounded|rodeado].","ใช้เสริมสกิล[Attack|โจมตี][Melee|ประชิด]ที่คุณใช้ด้วยตัวเอง เพื่อให้สกิลที่เสริมใช้งานได้แม้มีมานาไม่เพียงพอขณะที่ [Surrounded|ถูกล้อมรอบ]","輔助你自己使用的[Melee|近戰][Attack|攻擊]技能。被[Surrounded|包圍]時，在魔力不足的情況下依舊可使用被輔助技能。","","[16,13,7]","",3,[],[],"","",[],-1
628,"OverextendSupport","",631,"Supports [Attack] Skills you use yourself. Supported Skills deal more Damage with [Critical|Critical Hits], but [Critical|Critically Hitting] an Enemy with them will [Daze] you for a short time.","Modifie les aptitudes d'[Attack|Attaque] que vous utilisez vous-même. Les aptitudes modifiées infligent davantage de dégâts avec les [Critical|Touches critiques], mais infliger une [Critical|Touche critique] à un ennemi avec celles-ci vous [Daze|Hébétera] pendant un court instant.","Unterstützt [Attack|Angriffs]fertigkeiten, die Ihr selbst benutzt. Unterstützte Fertigkeiten verursachen mehr Schaden mit [Critical|kritischen Treffern], aber das [Critical|kritische Treffen] eines Gegners macht Euch für kurze Zeit [Daze|benommen].","プレイヤー自身が使用する[Attack|アタック]スキルをサポートする。サポートされたスキルは[Critical|クリティカルヒット]で与えるダメージが上昇するが、敵に[Critical|クリティカルヒット]を与えると、短時間プレイヤーが[Daze|眩暈]状態になってしまう。","직접 사용하는 [Attack|공격] 스킬에 적용됩니다. 보조 대상 스킬이 [Critical|치명타 명중] 시 주는 피해가 커지지만, 보조 대상 스킬로 적에게 [Critical|치명타 명중] 시 플레이어가 잠시 동안 [Daze|혼미]해집니다.","Suporta Habilidades de [Attack|Ataque] que você mesmo usar. Habilidades Suportadas causam mais Dano com [Critical|Acertos Críticos], mas [Critical|Acertar Criticamente] um inimigo com elas fará com que você fique [Daze|Aturdido] por um curto período. ","Усиливает умения [Attack|атак], которые вы используете самостоятельно. Усиленные умения наносят больше урона [Critical|критическими попаданиями], но [Critical|критическое попадание] ими по врагу кратковременно накладывает на вас [Daze|оцепенение].","Asiste habilidades de [Attack|ataque] que usas tú mismo. Las habilidades asistidas infligen más daño con los [Critical|impactos críticos], pero si infliges un [Critical|impacto crítico] a un enemigo con ellas, quedarás [Daze|desorientado] durante un breve período de tiempo.","ใช้เสริมสกิล[Attack|โจมตี]ที่คุณใช้ด้วยตัวเอง เพื่อให้สกิลที่เสริมสร้างความเสียหายด้วยการ[Critical|ปะทะคริติคอล]เพิ่มขึ้น อีก แต่การ[Critical|ปะทะคริติคอล]ต่อศัตรูด้วยสกิลนี้จะทำให้คุณติดสถานะ [Daze|งุนงง] เป็นระยะเวลาสั้นๆ","輔助你自己使用的[Attack|攻擊]技能。被輔助技能的[Critical|暴擊]會造成更多傷害，但[Critical|暴擊]一名敵人會使自己短時間受到[Daze|目眩]。","","[16,13,38]","",3,[],[],"","",[],-1
