"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","LifeLeech","CastTime","ActiveSkill","IgnoreMinionTypes","CooldownNotRecoverDuringActive","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_145","RegularVariant","bool_154","i32_155","i32_159","i32_163","bool_167","StatSet","AdditionalStatSets","Audio","CostTypes","bool_224","[i32]_225","i32_241","SupportWeaponRestrictions"
5023,"SwollenMillerMeleeTrampleCombo","",[],"",[],[],"",0,"",2,1000,42,"","",[],52,"","","","",0,0,0,"",4791,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_2HSharpMetalSG",[],1,[],-1,[]
5024,"SwollenMillerSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10798,0,0,"",4792,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[]
5025,"SwollenMillerSlamTriggerGA","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10023,0,0,"",4793,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[]
5026,"SwollenMillerComboTriggerGA","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10029,0,0,"",4794,[],"",[],1,[],-1,[]
5027,"SwollenMillerChargeFootstep","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10030,0,0,"",4795,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_MonsterBluntSG",[],1,[],-1,[]
5028,"SwollenMillerChargeTrample","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10031,0,0,"",4796,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_MonsterBluntSG",[],1,[],-1,[]
5029,"SwollenMillerChargeEnd","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10032,0,0,"",4797,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_2HBluntMetalSG",[],1,[],-1,[]
5030,"SwollenMillerBodySlamTriggerGA","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10031,0,0,"",4798,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[]
5031,"FungusZombieCausticOnDeathMedium","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","","","",0,38,0,"",4799,[],"",[],1,[],-1,[]
5032,"FungusZombieCausticOnDeathLarge","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","","","",0,38,0,"",4800,[],"",[],1,[],-1,[]
5033,"FungusZombieExplodeOnDeathMedium","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10024,0,0,"",4801,[],"",[],1,[],-1,[]
5034,"FungusZombieExplodeOnDeathLarge","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10024,0,0,"",4802,[],"",[],1,[],-1,[]
5035,"CGEFungusBehemothCentralGoop","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","","","",0,38,0,"",4803,[],"",[],1,[],-1,[]
5036,"FungalMineCaustic","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","","","",0,38,0,"",4804,[],"",[],1,[],-1,[]
5037,"FungalMineExplode","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10654,0,0,"",4805,[],"",[],1,[],-1,[]
5038,"FungalMineExplodeBoss","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10820,0,0,"",4805,[],"",[],1,[],-1,[]
5039,"BloodBurstExplode","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",11008,0,0,"",4806,[],"",[],1,[],-1,[]
5040,"FungalCascade","",[],"",[],[],"",0,"",2,3000,392,"","",[],23,"","","","",1007,0,0,"",4807,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[]
5041,"FungalCascadeSpawn","",[],"",[],[],"",0,"",2,1000,365,"","",[],"","","","","",1003,0,0,"",4808,[],"",[],1,[],-1,[]
5042,"FungalArtilleryFungalGroundFromMortar","",[],"",[],[],"",0,"",2,1000,239,"","",[],"","","","","",0,38,0,"",4809,[],"",[],1,[],-1,[]
5043,"HagEmptyActionCommand","",[],"",[],[],"",0,"",2,1500,297,"","",[],82,"","","","",0,0,0,"",4810,[],"",[],1,[],-1,[]
5044,"HagRaiseDeadAoE","",[],"",[],[],"",0,"",2,1670,358,"","",[],24,"","","","",1001,0,0,"",4811,[],"",[],1,[],-1,[]
5045,"HagBossDetonateDead","",[],"",[],[],"",0,"",2,1170,331,"","",[],"","","","","",1,1000,0,"",4812,[],"",[],1,[],-1,[]
5046,"HagBossIceSpear","",[],"",[],[],"",0,"",2,3500,174,"","",[],"","","","","",0,0,0,"",4813,[],"",[],1,[],-1,[]
5047,"HagBossIceShard","",[],"",[],[],"",0,"",2,1000,174,"","",[],96,"","","","",0,0,0,"",4814,[],"",[],1,[],-1,[]
5048,"HagBossIceSpearBarrage","",[],"",[],[],"",0,"",2,3500,297,"","",[],26,"","","","",0,0,0,"",4815,[],"",[],1,[],-1,[]
5049,"HagBossSummonWolves","",[],"",[],[],"",0,"",2,1670,391,"","",[],25,"","","","",1000,0,0,"",4816,[],"",[],1,[],-1,[]
5050,"UrchinLeapGeometryAttack","",[],"",[],[],"",0,"",2,1000,316,"","",[],96,"","","","",10017,0,0,"",4817,[],"",[],1,[],-1,[]
5051,"RustKingMeleeClawSwipe","",[],"",[],[],"",0,"",2,1000,42,"","",[],9,"","","","",0,0,0,"",4818,[],"",[],1,[],-1,[]
5052,"RustKingMeleeWeaponSlash","",[],"",[],[],"",0,"",2,1000,42,"","",[],69,"","","","",0,0,0,"",4819,[],"",[],1,[],-1,[]
5053,"RustKingMeleeCombo","",[],"",[],[],"",0,"",2,1000,42,"","",[],47,"","","","",0,0,0,"",4820,[],"",[],1,[],-1,[]
5054,"RustKingMeleeComboTriggerGA","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10019,0,0,"",4821,[],"",[],1,[],-1,[]
5055,"BitterGuySlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],14,"","","","",10006,0,0,"",4822,[],"",[],1,[],-1,[]
5056,"BitterGuySlamIntro","",[],"",[],[],"",0,"",2,1000,316,"","",[],31,"","","","",10006,0,0,"",4822,[],"",[],1,[],-1,[]
5057,"BitterGuySlamBack","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10036,0,0,"",4824,[],"",[],1,[],-1,[]
5058,"BitterGuyWifeSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10044,0,0,"",4825,[],"",[],1,[],-1,[]
5059,"BitterGuySwipe","",[],"",[],[],"",0,"",2,1000,316,"","",[],14,"","","","",10007,0,0,"",4826,[],"",[],1,[],-1,[]
5060,"BitterGuySummonWife","",[],"",[],[],"",0,"",2,2000,234,"","",[],35,"","","","",0,0,0,"",4827,[],"",[],1,[],-1,[]
5061,"BitterGuySummonSwarm","",[],"",[],[],"",0,"",2,3000,234,"","",[],34,"","","","",0,0,0,"",4828,[],"",[],1,[],-1,[]
5062,"BitterGuyEmptyActionChildSummon","",[],"",[],[],"",0,"",2,2000,297,"","",[],33,"","","","",0,0,0,"",4829,[],"",[],1,[],-1,[]
5063,"BitterGuyChildSwim","",[],"",[],[],"",0,"",2,1670,297,"","",[],82,"","","","",0,0,0,"",4830,[],"",[],1,[],-1,[]
5064,"BitterGuyWifeSwim","",[],"",[],[],"",0,"",2,1670,297,"","",[],82,"","","","",0,0,0,"",4831,[],"",[],1,[],-1,[]
5065,"BitterGuyWifeSpiral","",[],"",[],[],"",0,"",2,7000,297,"","",[],96,"","","","",0,0,0,"",4832,[],"",[],1,[],-1,[]
5066,"BitterGuyWifeDamage","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10021,0,0,"",4833,[],"",[],1,[],-1,[]
5067,"BitterGuyWifeDamage2","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10058,0,0,"",4834,[],"",[],1,[],-1,[]
5068,"BitterGuyChildDamage","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10021,0,0,"",4835,[],"",[],1,[],-1,[]
5069,"BitterGuyChildFirestormLeft","",[],"",[],[],"",0,"",2,1000,81,"","",[],"","","","","",0,1000,0,"",4836,[],"",[],1,[],-1,[]
5070,"BitterGuyChildFirestormRight","",[],"",[],[],"",0,"",2,1000,81,"","",[],"","","","","",0,1001,0,"",4837,[],"",[],1,[],-1,[]
5071,"BitterGuyStomp","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10050,0,0,"",4838,[],"",[],1,[],-1,[]
5072,"FungalArtilleryMortar","",[],"",[],[],"",0,"",2,1333,174,"","",[],22,"","","","",1001,0,0,"",4839,[],"",[],1,[],-1,[]
5073,"BitterGuyMelee","",[],"",[],[],"",0,"",2,1000,42,"","",[],"","","","","",0,0,0,"",4840,[],"",[],1,[],-1,[]
5074,"BitterGuySweepMelee","",[],"",[],[],"",0,"",2,1000,42,"","",[],20,"","","","",0,0,0,"",4841,[],"",[],1,[],-1,[]
5075,"MudGolemSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10008,0,0,"",4842,[],"",[],1,[],-1,[]
5076,"MudGolemMaggotSummon","",[],"",[],[],"",0,"",2,1000,184,"","",[],"","","","","",0,0,0,"",4843,[],"",[],1,[],-1,[]
5077,"MudBurrowerMaggotSummon","",[],"",[],[],"",0,"",2,1000,184,"","",[],"","","","","",0,0,0,"",4844,[],"",[],1,[],-1,[]
5078,"HuhuGrubMaggotSummon","",[],"",[],[],"",0,"",2,500,183,"","",[],82,"","","","",0,0,0,"",4845,[],"",[],1,[],-1,[]
5079,"HuhuGrubRangedStanceChange","",[],"",[],[],"",0,"",2,470,297,"","",[],23,"","","","",0,0,0,"",4846,[],"",[],1,[],-1,[]
5080,"CrowbellMeleeSwipe","",[],"",[],[],"",0,"",2,1000,42,"","",[],1,"","","","",0,0,0,"",4847,[],"",[],1,[],-1,[]
5081,"CrowbellMeleeSwipeEnraged","",[],"",[],[],"",0,"",2,1000,42,"","",[],1,"","","","",0,0,0,"",4848,[],"",[],1,[],-1,[]
5082,"CrowbellMeleeSlash","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",4849,[],"",[],1,[],-1,[]
5083,"CrowbellMeleeSlashEnraged","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",4850,[],"",[],1,[],-1,[]
5084,"CrowbellMeleeCombo","",[],"",[],[],"",0,"",2,1000,42,"","",[],47,"","","","",0,0,0,"",4851,[],"",[],1,[],-1,[]
5085,"CrowbellMeleeComboEnraged","",[],"",[],[],"",0,"",2,1000,42,"","",[],47,"","","","",0,0,0,"",4852,[],"",[],1,[],-1,[]
5086,"CrowbellMeleeBellSwipe","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",4853,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_2HBluntMetalSG",[],1,[],-1,[]
5087,"CrowbellMeleeBellCombo","",[],"",[],[],"",0,"",2,1000,42,"","",[],47,"","","","",0,0,0,"",4854,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_2HBluntMetalSG",[],1,[],-1,[]
5088,"CrowbellLeapSlam","",[],"",[],[],"",0,"",2,2500,12,"","",[],"","","","","",0,1001,0,"",4855,[],"",[],1,[],-1,[]
5089,"CrowbellLeapSlamEnraged","",[],"",[],[],"",0,"",2,2500,12,"","",[],"","","","","",0,1001,0,"",4856,[],"",[],1,[],-1,[]
5090,"CrowbellLeapSlamTriggerGA","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10013,0,0,"",4857,[],"",[],1,[],-1,[]
5091,"CrowbellSlamWave","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10048,0,0,"",4858,[],"",[],1,[],-1,[]
5092,"CrowbellDoubleSlamEAA","",[],"",[],[],"",0,"",2,2330,334,"","",[],13,"","","","",0,0,0,"",4859,[],"",[],1,[],-1,[]
5093,"CrowbellDoubleSlamEAAEnraged","",[],"",[],[],"",0,"",2,4500,334,"","",[],13,"","","","",0,0,0,"",4860,[],"",[],1,[],-1,[]
5094,"CrowbellSlamWaveEAA","",[],"",[],[],"",0,"",2,2000,336,"","",[],61,"","","","",0,0,0,"",4861,[],"",[],1,[],-1,[]
5095,"CrowbellDoubleSlamTriggerGA1","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10009,0,0,"",4862,[],"",[],1,[],-1,[]
5096,"CrowbellDoubleSlamTriggerGA2","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10010,0,0,"",4863,[],"",[],1,[],-1,[]
5097,"CrowbellDoubleSlamTriggerGA1Enraged","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10009,0,0,"",4864,[],"",[],1,[],-1,[]
5098,"CrowbellDoubleSlamTriggerGA2Enraged","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10010,0,0,"",4865,[],"",[],1,[],-1,[]
5099,"CrowbellBellSlamEAA","",[],"",[],[],"",0,"",2,4000,335,"","",[],13,"","","","",0,0,0,"",4866,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_2HBluntMetalSG",[],1,[],-1,[]
5100,"CrowbellBellWhirlEAA","",[],"",[],[],"",0,"",2,4000,42,"","",[],57,"","","","",0,0,0,"",4867,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_2HBluntMetalSG",[],1,[],-1,[]
5101,"CrowbellUltimateGA","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10051,0,0,"",4868,[],"",[],1,[],-1,[]
5102,"CrowbellBellSlamTriggerGA1","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10011,0,0,"",4869,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_2HBluntMetalSG",[],1,[],-1,[]
5103,"CrowbellBellSlamTriggerGA2","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10014,0,0,"",4870,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_2HBluntMetalSG",[],1,[],-1,[]
5104,"CrowbellGrabBellEAS","",[],"",[],[],"",0,"",2,2000,297,"","",[],48,"","","","",0,0,0,"",4871,[],"",[],1,[],-1,[]
5105,"CrowbellSmashGateEAS","",[],"",[],[],"",0,"",2,2000,297,"","",[],46,"","","","",0,0,0,"",4872,[],"",[],1,[],-1,[]
5106,"CrowbellBellCharge","",[],"",[],[],"",0,"",2,1000,5,"","",[],"","","","","",1,0,0,"",4873,[],"",[],1,[],-1,[]
5107,"CrowbellBellChargeTriggerGA","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10020,0,0,"",4874,[],"",[],1,[],-1,[]
5108,"DeathKnightSlamEAA","",[],"",[],[],"",0,"",2,2000,316,"","",[],13,"","","","",10563,0,0,"",4875,[],"",[],1,[],-1,[]
5109,"CourtesanMinionProjectile","",[],"",[],[],"",0,"",2,1000,174,"","",[],"","","","","",0,0,0,"",4876,[],"",[],1,[],-1,[]
5110,"CourtesanBloodBurstBeam","",[],"",[],[],"",0,"",2,2500,297,"","",[],23,"","","","",0,0,0,"",4877,[],"",[],1,[],-1,[]
5111,"CourtesanBloodSpear","",[],"",[],[],"",0,"",2,2500,387,"","",[],"","","","","",1001,0,0,"",4878,[],"",[],1,[],-1,[]
5112,"CourtesanBloodSpear2","",[],"",[],[],"",0,"",2,1000,387,"","",[],"","","","","",1002,0,0,"",4879,[],"",[],1,[],-1,[]
5113,"CourtesanBloodSpear3","",[],"",[],[],"",0,"",2,1000,387,"","",[],"","","","","",1003,0,0,"",4880,[],"",[],1,[],-1,[]
5114,"CourtesanBloodSpearEmptyAction","",[],"",[],[],"",0,"",2,2500,318,"","",[],21,"","","","",0,0,0,"",4881,[],"",[],1,[],-1,[]
5115,"CourtesanBloodSpearAreaOfEffect","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10047,0,0,"",4882,[],"",[],1,[],-1,[]
5116,"CourtesanTaunt","",[],"",[],[],"",0,"",2,1500,319,"","",[],82,"","","","",0,0,0,"",4883,[],"",[],1,[],-1,[]
5117,"BurdenedWretchSlam","",[],"",[],[],"",0,"",2,4800,316,"","",[],13,"","","","",10012,0,0,"",4884,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[]
5118,"BurdenedWretchSlamCloseRange","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10177,0,0,"",4885,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[]
5119,"BurdenedWretchSlamUnique","",[],"",[],[],"",0,"",2,4800,316,"","",[],13,"","","","",10012,0,0,"",4886,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[]
5120,"MudBurrowerBurrowSpam","",[],"",[],[],"",0,"",2,1000,256,"","",[],"","","","","",1,6,0,"",4887,[],"",[],1,[],-1,[]
5121,"MudBurrowerTrapAcidMortarSpraySpam","",[],"",[],[],"",0,"",2,3500,193,"","",[],32,"","","","",1004,0,0,"",4888,[],"",[],1,[],-1,[]
5122,"MudBurrowerGoopTriggerEG","",[],"",[],[],"",0,"",2,2000,357,"","",[],"","","","","",1008,0,0,"",4889,[],"",[],1,[],-1,[]
5123,"MudBurrowerGoopTriggerKnockbackGA","",[],"",[],[],"",0,"",2,1000,316,"","",[],1,"","","","",10049,0,0,"",4890,[],"",[],1,[],-1,[]
5124,"CoffinWretchBabySoulrend1","",[],"",[],[],"",0,"",2,2300,400,"","",[],26,"","","","",1,1000,0,"",4891,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[]
5125,"CoffinWretchBabySoulrend2","",[],"",[],[],"",0,"",2,2300,400,"","",[],25,"","","","",1,1001,0,"",4892,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[]
5126,"TauntWolf","",[],"",[],[],"",0,"",2,2000,357,"","",[],42,"","","","",1002,0,0,"",4893,[],"",[],1,[],-1,[]
5127,"TauntWolfRespond","",[],"",[],[],"",0,"",2,2000,297,"","",[],43,"","","","",0,0,0,"",4894,[],"",[],1,[],-1,[]
5128,"TauntStalker","",[],"",[],[],"",0,"",2,1500,357,"","",[],42,"","","","",1009,0,0,"",4895,[],"",[],1,[],-1,[]
5129,"DemonHulkSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",11034,0,0,"",4896,[],"",[],1,[],-1,[]
5130,"BrambleHulkSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10018,0,0,"",4897,[],"",[],1,[],-1,[]
5131,"DemonHulkSlamTriggered","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",11034,0,0,"",4898,[],"",[],1,[],-1,[]
5132,"BrambleHulkSlamTriggered","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10018,0,0,"",4899,[],"",[],1,[],-1,[]
5133,"BrambleHulkSlamLeap","",[],"",[],[],"",0,"",2,1000,792,"","",[],61,"","","","",10018,0,0,"",4900,[],"",[],1,[],-1,[]
5134,"WerewolfProwlerHowlEAS","",[],"",[],[],"",0,"",2,2000,297,"","",[],69,"","","","",0,0,0,"",4901,[],"",[],1,[],-1,[]
5135,"WerewolfPackHowlEAS","",[],"",[],[],"",0,"",2,2000,297,"","",[],69,"","","","",0,0,0,"",4902,[],"",[],1,[],-1,[]
5136,"BitterGuyTransform","",[],"",[],[],"",0,"",2,2170,431,"","",[],82,"","","","",1,0,0,"",4903,[],"",[],1,[],-1,[]
5137,"BitterGuyTransformQuick","",[],"",[],[],"",0,"",2,1000,431,"","",[],59,"","","","",1,0,0,"",4903,[],"",[],1,[],-1,[]
5138,"MeleeStalkerDoubleStrike","",[],"",[],[],"",0,"",2,1000,42,"","",[],16,"","","","",0,0,0,"",4904,[],"",[],1,[],-1,[]
5139,"MudBurrowerGoopExplode","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10046,0,0,"",4905,[],"",[],1,[],-1,[]
5140,"MudBurrowerGoopGT","",[],"",[],[],"",0,"",2,3500,392,"","",[],22,"","","","",1011,0,0,"",4906,[],"",[],1,[],-1,[]
5141,"QuillKiwiShoot","",[],"",[],[],"",0,"",2,1500,44,"","",[],21,"","","","",0,0,0,"",4907,[],"",[],1,[],-1,[]
5142,"QuillKiwiBarrage","",[],"",[],[],"",0,"",2,1500,44,"","",[],69,"","","","",0,0,0,"",4908,[],"",[],1,[],-1,[]
5143,"JavelinThrow","",[],"",[],[],"",0,"",2,1000,44,"","",[],"","","","","",0,0,0,"",4909,[],"",[],1,[],-1,[]
5144,"MutantBirdPeck","",[],"",[],[],"",0,"",2,1000,316,"","",[],61,"","","","",10064,0,0,"",4910,[],"",[],1,[],-1,[]
5145,"MutantBirdMultiPeck","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10065,0,0,"",4911,[],"",[],1,[],-1,[]
5146,"MutantBirdVomitSpray","",[],"",[],[],"",0,"",2,3000,317,"","",[],23,"","","","",10066,0,0,"",4912,[],"",[],1,[],-1,[]
5147,"MutantBirdSpawnDog","",[],"",[],[],"",0,"",2,3200,234,"","",[],24,"","","","",0,1,0,"",4913,[],"",[],1,[],-1,[]
5148,"MutantBirdSpawnDogLongRange","",[],"",[],[],"",0,"",2,3200,234,"","",[],102,"","","","",0,1,0,"",4914,[],"",[],1,[],-1,[]
5149,"MutantBirdMortar","",[],"",[],[],"",0,"",2,1500,193,"","",[],22,"","","","",1007,0,0,"",4915,[],"",[],1,[],-1,[]
5150,"MutantBirdVomitMortarSmall","",[],"",[],[],"",0,"",2,1500,193,"","",[],"","","","","",1009,0,0,"",4916,[],"",[],1,[],-1,[]
5151,"MutantBirdVomitMortarMedium","",[],"",[],[],"",0,"",2,1500,193,"","",[],"","","","","",1010,0,0,"",4917,[],"",[],1,[],-1,[]
5152,"MutantBirdVomitMortarLarge","",[],"",[],[],"",0,"",2,1500,193,"","",[],"","","","","",1011,0,0,"",4918,[],"",[],1,[],-1,[]
5153,"ShellMonsterDeathMortar","",[],"",[],[],"",0,"",2,1500,193,"","",[],"","","","","",1020,0,0,"",4919,[],"",[],1,[],-1,[]
5154,"ShellMonsterSprayMortar","",[],"",[],[],"",0,"",2,1500,193,"","",[],"","","","","",1020,0,0,"",4920,[],"",[],1,[],-1,[]
5155,"ShellMonsterDeathMortarPoison","",[],"",[],[],"",0,"",2,1500,193,"","",[],"","","","","",1070,0,0,"",4921,[],"",[],1,[],-1,[]
5156,"ShellMonsterSprayMortarPoison","",[],"",[],[],"",0,"",2,1500,193,"","",[],"","","","","",1070,0,0,"",4922,[],"",[],1,[],-1,[]
5157,"MutantBirdDogLeapAttack","",[],"",[],[],"",0,"",2,1000,316,"","",[],61,"","","","",10067,0,0,"",4923,[],"",[],1,[],-1,[]
5158,"MutantBirdDogMelee","",[],"",[],[],"",0,"",2,1000,42,"","",[],1,"","","","",0,0,0,"",4924,[],"",[],1,[],-1,[]
5159,"MutantBirdDogMeleeBite","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",4925,[],"",[],1,[],-1,[]
5160,"MutantBirdDogMeleeMove","",[],"",[],[],"",0,"",2,1000,42,"","",[],2,"","","","",0,0,0,"",4926,[],"",[],1,[],-1,[]
5161,"MutantBirdFirstEncounter","",[],"",[],[],"",0,"",2,5070,297,"","",[],69,"","","","",0,0,0,"",4927,[],"",[],1,[],-1,[]
5162,"MutantBirdDespawnDogStart","",[],"",[],[],"",0,"",2,1500,318,"","",[],42,"","","","",0,0,0,"",4928,[],"",[],1,[],-1,[]
5163,"MutantBirdDespawnDogFinish","",[],"",[],[],"",0,"",2,3200,319,"","",[],43,"","","","",0,0,0,"",4929,[],"",[],1,[],-1,[]
5164,"MutantBirdDogEnterBird","",[],"",[],[],"",0,"",2,1000,297,"","",[],69,"","","","",0,0,0,"",4930,[],"",[],1,[],-1,[]
5165,"MutantBirdTurnLeft","",[],"",[],[],"",0,"",2,933,297,"","",[],98,"","","","",0,0,0,"",4931,[],"",[],1,[],-1,[]
5166,"MutantBirdTurnRight","",[],"",[],[],"",0,"",2,933,297,"","",[],99,"","","","",0,0,0,"",4932,[],"",[],1,[],-1,[]
5167,"ForsakenSonQuadProjectile","",[],"",[],[],"",0,"",2,1500,44,"","",[],69,"","","","",0,0,0,"",4933,[],"",[],1,[],-1,[]
5168,"ForsakenSonSingleProjectile","",[],"",[],[],"",0,"",2,1500,44,"","",[],70,"","","","",0,0,0,"",4934,[],"",[],1,[],-1,[]
5169,"ForsakenCyclone","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",4935,[],"",[],1,[],-1,[]
5170,"ForsakenSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10005,0,0,"",4936,[],"",[],1,[],-1,[]
5171,"ForsakenChargeFar","",[],"",[],[],"",0,"",2,1000,5,"","",[],"","","","","",0,0,0,"",4937,[],"",[],1,[],-1,[]
5172,"ForsakenMelee","",[],"",[],[],"",0,"",2,1000,42,"","",[],1,"","","","",0,0,0,"",4938,[],"",[],1,[],-1,[]
5173,"TenderizerMeleeNormal","",[],"",[],[],"",0,"",2,1500,42,"","",[],1,"","","","",0,0,0,"",4939,[],"",[],1,[],-1,[]
5174,"TenderizerMeleeNormal2","",[],"",[],[],"",0,"",2,1500,42,"","",[],3,"","","","",0,0,0,"",4940,[],"",[],1,[],-1,[]
5175,"TenderizerMeleeDouble","",[],"",[],[],"",0,"",2,1500,42,"","",[],16,"","","","",0,0,0,"",4941,[],"",[],1,[],-1,[]
5176,"TenderizerMeleeSpin","",[],"",[],[],"",0,"",2,2000,42,"","",[],85,"","","","",0,0,0,"",4942,[],"",[],1,[],-1,[]
5177,"TenderizerGroundSlam","",[],"",[],[],"",0,"",2,2000,316,"","",[],13,"","","","",10068,0,0,"",4943,[],"",[],1,[],-1,[]
5178,"TenderizerGroundSlamCircle","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10555,0,0,"",4944,[],"",[],1,[],-1,[]
5179,"TenderizerChargeFar","",[],"",[],[],"",0,"",2,2000,6,"","",[],"","","","","",5,0,0,"",4945,[],"",[],1,[],-1,[]
5180,"BalbalaTeleportStrike1","",[],"",[],[],"",0,"",2,1500,292,"","",[],"","","","","",5,-1,0,"",4947,[],"",[],1,[],-1,[]
5181,"BalbalaTeleportStrike2","",[],"",[],[],"",0,"",2,1500,292,"","",[],"","","","","",5,-1,0,"",4948,[],"",[],1,[],-1,[]
5182,"SOBalbalaRune","",[],"",[],[],"",0,"",2,1000,365,"","",[],"","","","","",1015,0,0,"",4949,[],"",[],1,[],-1,[]
5183,"SOBalbalaRuneMap","",[],"",[],[],"",0,"",2,1000,365,"","",[],"","","","","",1096,0,0,"",4950,[],"",[],1,[],-1,[]
5184,"BalbalaFlickerCloneStrike","",[],"",[],[],"",0,"",2,200,334,"","",[],69,"","","","",7,-1,0,"",4951,[],"",[],1,[],-1,[]
5185,"BalbalaFlickerCloneStrikeEnd","",[],"",[],[],"",0,"",2,1000,292,"","",[],61,"","","","",7,-1,0,"",4952,[],"",[],1,[],-1,[]
5186,"BalbalaTeleportToClone","",[],"",[],[],"",0,"",2,1065,335,"","",[],275,"","","","",0,0,0,"",4953,[],"",[],1,[],-1,[]
