"rownum","Id","Name","Metadata","rid","NPCMasterKey","ShortName","i32","NPCAudios1","NPCAudios2","HASH16","row","Portrait","DialogueStyle","rid","string","bool","string","rid"
457,"Metadata/NPC/Four_Endgame/AlvaPlayerWakeup","Alva","Metadata/NPC/Four_Endgame/Alva/AlvaEndgamePlayerWakeup","","","Alva",10,[221],[],-15755,"",54,6,33,"F",1,"",14
458,"Metadata/NPC/Four_Endgame/Bloodpriests/BloodPriestFemale","Atalui, Blood Priestess","Metadata/NPC/NPC",2169,"","Atalui, Blood Priestess",10,[272],[273],-5546,"",60,6,31,"F",1,"",""
459,"Metadata/NPC/Four_Endgame/Vaal/VaalTimeScientist","Ketzuli, Architect of Time","Metadata/NPC/NPC",2170,"","Ketzuli, Architect of Time",10,[270],[271],-6893,"",62,6,32,"M",1,"",""
460,"Metadata/NPC/Four_Endgame/Expedition/Rog","Rog","Metadata/NPC/Four_Endgame/Expedition/Rog",2407,"","Rog",10,[140],[141],25886,"",19,6,4,"M",1,"",24
461,"Metadata/NPC/Four_Endgame/Expedition/Tujen","Tujen","Metadata/NPC/Four_Endgame/Expedition/Tujen",2406,"","Tujen",10,[143],[144],14558,"",18,6,6,"M",1,"",21
462,"Metadata/NPC/Four_Endgame/Expedition/Dannig","Dannig","Metadata/NPC/Four_Endgame/Expedition/Dannig",2408,"","Dannig",10,[137],[138],17629,"",16,6,7,"M",1,"",26
463,"Metadata/NPC/Four_Endgame/Expedition/Gwennen","Gwennen","Metadata/NPC/Four_Endgame/Expedition/Gwennen",2405,"","Gwennen",10,[145],[146],-7602,"",17,6,5,"F",1,"",31
464,"Metadata/NPC/Hideout/Rog","Rog","Metadata/NPC/Hideout/Rog",2407,"","Rog",10,[140],[141],-32278,460,19,6,4,"M",1,"",24
465,"Metadata/NPC/Hideout/Tujen","Tujen","Metadata/NPC/Hideout/Tujen",2406,"","Tujen",10,[143],[144],-18087,461,18,6,6,"M",1,"",21
466,"Metadata/NPC/Hideout/Dannig","Dannig","Metadata/NPC/Hideout/Dannig",2408,"","Dannig",10,[137],[138],3727,462,16,6,7,"M",1,"",26
467,"Metadata/NPC/Hideout/Gwennen","Gwennen","Metadata/NPC/Hideout/Gwennen",2405,"","Gwennen",10,[145],[146],-3265,463,17,6,5,"F",1,"",31
468,"Metadata/NPC/Four_Endgame/HoodedMentor/HoodedMentorEndgameTown","The Hooded One","Metadata/NPC/Four_Endgame/HoodedMentor/HoodedMentorEndgameTown","","","The Hooded One",10,[205],[207],-17156,345,36,6,"","M",1,"",0
469,"Metadata/Monsters/QueenOfFilth/QueenofFilfthBoss_","Queen of Filth","Metadata/Monsters/QueenOfFilth/QueenofFilfth","","","Queen of Filth",3,[],[],-21745,"","","","","F",1,"",""
470,"Metadata/Monsters/QueenOfFilth/QueenofFilfthBossMap","Yaota, the Loathsome","","","","Yaota, the Loathsome",0,[],[],22962,"","","","","F",1,"",""
471,"Metadata/NPC/Four_Act3/TreasureHunters/JungleOutskirtsVendor","Sebastian Carroway","Metadata/NPC/NPC",5007,"","Sebastian Carroway",3,[274],[275],-12310,"","",6,35,"M",1,"",""
472,"Metadata/NPC/Four_Act3/TreasureHunters/JungleDepthsVendor","Gwendolyn Albright","Metadata/NPC/NPC",5008,"","Gwendolyn Albright",3,[276],[277],18408,"","",6,36,"F",1,"",""
473,"Metadata/NPC/Four_Act3/FriendlyCauldronCrone","Cauldron Keeper","Metadata/NPC/Four_Act3/FriendlyCauldronCron/CauldronCrone","","","Cauldron Keeper",3,[261],[262],5972,"","",6,37,"F",1,"",""
474,"Metadata/NPC/Four_Endgame/WanderingCaster","The Breaker of Oaths","Metadata/NPC/NPC","","","The Breaker of Oaths",0,[],[],21347,"","",6,38,"",1,"",""
475,"Metadata/NPC/Four_Endgame/WanderingBlacksmith","Wandering Blacksmith","Metadata/NPC/NPC","","","Wandering Blacksmith",0,[],[],-3229,"","",6,39,"",1,"",""
476,"Metadata/NPC/Four_Endgame/WanderingUniques","Nameless Seer","Metadata/NPC/Four_Endgame/NamelessSeer","","","Nameless Seer",0,[278],[279],-27323,"","",6,41,"",1,"",""
477,"Metadata/NPC/Four_Endgame/WanderingJeweler","Wandering Jeweller","Metadata/NPC/NPC","","","Wandering Jeweller",0,[],[],26466,"","",6,40,"",1,"",""
478,"Metadata/Terrain/Missions/Hideouts/Objects/HillockStatue","Statue of Hillock","Metadata/NPC/NPC","","","Statue of Hillock",0,[],[],3555,"","",6,"","",1,"",""
479,"Metadata/Terrain/Missions/Hideouts/Objects/VaalOversoulStatue","Statue of the Vaal Oversoul","Metadata/NPC/NPC","","","Statue of the Vaal Oversoul",0,[],[],6114,"","",6,"","",1,"",""
480,"Metadata/Terrain/Missions/Hideouts/Objects/DominusStatue","Statue of Dominus","Metadata/NPC/NPC","","","Statue of Dominus",0,[],[],127,"","",6,"","",1,"",""
481,"Metadata/Terrain/Missions/Hideouts/Objects/MalachaiStatue","Statue of Malachai","Metadata/NPC/NPC","","","Statue of Malachai",0,[],[],-7841,"","",6,"","",1,"",""
482,"Metadata/Terrain/Missions/Hideouts/Objects/KitavaStatue","Statue of Kitava","Metadata/NPC/NPC","","","Statue of Kitava",0,[],[],-6913,"","",6,"","",1,"",""
483,"Metadata/Monsters/Breach/BreachOverseerBoss/ItThatReturned","Xesht, We That Are One","Metadata/Monsters/Breach/BreachOverseerBoss/ItThatReturned","","","Xesht",0,[],[],28527,"","","","","",1,"",""
484,"Metadata/Monsters/HusbandMonster/Apparition/HusbandMonsterApparition","","Metadata/Monsters/HusbandMonster/Apparition/HusbandMonsterApparition","","","",1,[],[],7187,"","","","","",1,"",""
485,"Metadata/Monsters/WifeMonster/Apparition/WifeMonsterApparition","","Metadata/Monsters/WifeMonster/Apparition/WifeMonsterApparition","","","",0,[],[],28625,"","","","","",1,"",""
486,"Metadata/Terrain/Hideouts/BeaconOfSalvation/Objects/FirstMate","First Mate","Metadata/NPC/NPC","","","First Mate",0,[],[],-593,"","","","","",1,"",""
487,"Metadata/MapDevices/LumeriusMapDevice/LumeriusMapDeviceHighPriest","High Priest","Metadata/NPC/NPC","","","High Priest",0,[],[],7136,"","","","","",1,"",""
488,"Metadata/Terrain/Gallows/Act1/1_1/Objects/TutorialNPCZombie","Wounded Man","Metadata/Terrain/Gallows/Act1/1_1/Objects/TutorialNPCZombie","","","Wounded Man",1,[],[],13290,"",64,6,"","",1,"",""
489,"Metadata/Monsters/SwollenMiller/SwollenMillerBossMAP","Tierney, the Hateful","Metadata/Monsters/SwollenMiller/SwollenMillerMAP","","","Tierney, the Hateful",0,[],[],1698,"","","","","M",1,"",""
490,"Metadata/Monsters/MarakethSanctumTrial/Boss/ApparitionBoss/ApparitionBoss","Zarokh, the Temporal","Metadata/Monsters/MarakethSanctumTrial/Boss/ApparitionBoss/ApparitionBoss","","","Zarokh, the Temporal",0,[],[],29180,"","","","","",1,"",""
491,"Metadata/Monsters/AtlasBosses/DemonClawBoss/DemonClawBoss","The Arbiter of Ash","Metadata/Monsters/AtlasBosses/DemonClawBoss/DemonClawBoss","","","The Arbiter of Ash",0,[],[],21601,"","","","","",1,"",""
492,"Metadata/NPC/Four_Endgame/MonolithEntranceGlyph","Mysterious Obelisk","Metadata/NPC/NPC","","","Mysterious Obelisk",10,[],[],25885,"","",6,"","","","",""
493,"Metadata/Monsters/VaalMonsters/Zealots/Dagger/VaalZealotDagger","Disciple of Atziri","Metadata/Monsters/VaalMonsters/Zealots/Dagger/VaalZealotDagger","","","Disciple of Atziri",3,[],[],-9281,"","","","","",1,"",""
494,"Metadata/Monsters/VoodooKing/VoodooKingBoss2MAP","The King in the Mists","Metadata/Monsters/VoodooKing/VoodooKingBoss2","","","The King in the Mists",0,[],[],12816,"","","","","M",1,"",""
495,"Metadata/Monsters/VoodooKing/VoodooKingBoss3MAP","The King in the Mists","Metadata/Monsters/VoodooKing/VoodooKingBoss3","","","The King in the Mists",0,[],[],25174,"","","","","M",1,"",""
496,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotDaggersColdSacrificeWorship","","","","","",0,[],[],-30954,"","","","","",1,"",""
497,"Metadata/NPC/Four_Act2/VarashtaSanctumGlyph1","Etchings of Varashta","Metadata/NPC/Info/StoryGlyphBase","","","Etchings of Varashta",2,[],[],4055,"","",6,"","",1,"",""
498,"Metadata/NPC/Four_Act2/VarashtaSanctumGlyph2","Etchings of Varashta","Metadata/NPC/Info/StoryGlyphBase","","","Etchings of Varashta",2,[],[],23271,"","",6,"","",1,"",""
499,"Metadata/NPC/Four_Act2/VarashtaSanctumGlyph3","Etchings of Varashta","Metadata/NPC/Info/StoryGlyphBase","","","Etchings of Varashta",2,[],[],-5278,"","",6,"","",1,"",""
500,"Metadata/NPC/Four_Act2/VarashtaSanctumGlyph4","Etchings of Varashta","Metadata/NPC/Info/StoryGlyphBase","","","Etchings of Varashta",2,[],[],-32256,"","",6,"","",1,"",""
501,"Metadata/NPC/Four_Act2/VarashtaSanctumGlyph5","Etchings of Varashta","Metadata/NPC/Info/StoryGlyphBase","","","Etchings of Varashta",2,[],[],-24279,"","",6,"","",1,"",""
502,"Metadata/NPC/Four_Act1/HusbandEntranceGlyph","Draven's Dictum","Metadata/NPC/Info/StoryGlyphBase","","","",1,[],[],12804,"","",6,"","",1,"",""
503,"Metadata/NPC/Four_Act1/WifeEntranceGlyph","Asinia's Proclamation","Metadata/NPC/Info/StoryGlyphBase","","","",1,[],[],-21773,"","",6,"","",1,"",""
504,"Metadata/NPC/Four_Act1/LostSonGlyph","Sorrowful Memoriam","Metadata/NPC/Info/StoryGlyphBase","","","",1,[],[],2380,"","",6,"","",1,"",""
505,"Metadata/NPC/Four_Act1/LostDaughterGlyph","Grieving Epitaph","Metadata/NPC/Info/StoryGlyphBase","","","",1,[],[],-11201,"","",6,"","",1,"",""
506,"Metadata/Terrain/Gallows/EndGame/SacredFlame/Objects/MysteriousEntity","Mysterious Entity","Metadata/Terrain/Gallows/EndGame/SacredFlame/Objects/MysteriousEntity","","","Mysterious Entity",0,[],[],-14760,"","",6,"","",1,"",""
507,"Metadata/NPC/Four_Act2/JamanraQuarryGlyph","Book of Jamanra","Metadata/NPC/Info/StoryGlyphBase","","","Book of Jamanra",2,[],[],-24915,"","",6,"","",1,"",""
508,"Metadata/Terrain/Doodads/Hideouts/AncestralCanoeCraftingBench","Maata","Metadata/NPC/NPC","","","Maata",0,[],[],-31700,"","","","","",1,"",""
