"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","string","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool","rid","rid"
4496,"atlas_mastery_jun_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryJun.dds",[],0,0,0,0,24945,"Betrayal",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",19,"","",0,0,0,0,0,"",[],0,[],"","",""
4497,"atlas_mastery_jun_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryJun.dds",[],0,0,0,0,11110,"Betrayal",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",19,"","",0,0,0,0,0,"",[],0,[],"","",""
4498,"atlas_mastery_jun_5","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryJun.dds",[],0,0,0,0,44162,"Betrayal",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",19,"","",0,0,0,0,0,"",[],0,[],"","",""
4499,"atlas_mastery_jun_6","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryJun.dds",[],0,0,0,0,17052,"Betrayal",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",19,"","",0,0,0,0,0,"",[],0,[],"","",""
4500,"atlas_mastery_labyrinth_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryLabyrinth.dds",[],0,0,0,0,10529,"Labyrinth",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",20,"","",0,0,0,0,0,"",[],0,[],"","",""
4501,"atlas_mastery_legion_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryLegion.dds",[],0,0,0,0,25829,"Legion",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",21,"","",0,0,0,0,0,"",[],0,[],"","",""
4502,"atlas_mastery_legion_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryLegion.dds",[],0,0,0,0,9459,"Legion",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",21,"","",0,0,0,0,0,"",[],0,[],"","",""
4503,"atlas_mastery_legion_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryLegion.dds",[],0,0,0,0,20892,"Legion",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",21,"","",0,0,0,0,0,"",[],0,[],"","",""
4504,"atlas_mastery_legion_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryLegion.dds",[],0,0,0,0,57363,"Legion",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",21,"","",0,0,0,0,0,"",[],0,[],"","",""
4505,"atlas_mastery_legion_5","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryLegion.dds",[],0,0,0,0,14005,"Legion",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",21,"","",0,0,0,0,0,"",[],0,[],"","",""
4506,"atlas_mastery_map_tier_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,35951,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22,"","",0,0,0,0,0,"",[],0,[],"","",""
4507,"atlas_mastery_map_tier_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,56530,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22,"","",0,0,0,0,0,"",[],0,[],"","",""
4508,"atlas_mastery_map_tier_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,36203,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22,"","",0,0,0,0,0,"",[],0,[],"","",""
4509,"atlas_mastery_map_tier_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,52725,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22,"","",0,0,0,0,0,"",[],0,[],"","",""
4510,"atlas_mastery_map_tier_5","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,30340,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22,"","",0,0,0,0,0,"",[],0,[],"","",""
4511,"atlas_mastery_map_tier_6","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,38855,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22,"","",0,0,0,0,0,"",[],0,[],"","",""
4512,"atlas_mastery_ultimatum_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryUltimatum.dds",[],0,0,0,0,48905,"Ultimatum",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",23,"","",0,0,0,0,0,"",[],0,[],"","",""
4513,"atlas_mastery_ultimatum_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryUltimatum.dds",[],0,0,0,0,55331,"Ultimatum",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",23,"","",0,0,0,0,0,"",[],0,[],"","",""
4514,"atlas_mastery_ultimatum_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryUltimatum.dds",[],0,0,0,0,33334,"Ultimatum",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",23,"","",0,0,0,0,0,"",[],0,[],"","",""
4515,"atlas_mastery_ultimatum_4_","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryUltimatum.dds",[],0,0,0,0,25336,"Ultimatum",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",23,"","",0,0,0,0,0,"",[],0,[],"","",""
4516,"atlas_mastery_ultimatum_5","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryUltimatum.dds",[],0,0,0,0,29902,"Ultimatum",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",23,"","",0,0,0,0,0,"",[],0,[],"","",""
4517,"atlas_mastery_quality_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryQuality.dds",[],0,0,0,0,45718,"Quality",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",24,"","",0,0,0,0,0,"",[],0,[],"","",""
4518,"atlas_mastery_rares_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRare.dds",[],0,0,0,0,5020,"Rare Monsters",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",25,"","",0,0,0,0,0,"",[],0,[],"","",""
4519,"atlas_mastery_ritual_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,36986,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26,"","",0,0,0,0,0,"",[],0,[],"","",""
4520,"atlas_mastery_ritual_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,39765,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26,"","",0,0,0,0,0,"",[],0,[],"","",""
4521,"atlas_mastery_ritual_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,43728,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26,"","",0,0,0,0,0,"",[],0,[],"","",""
4522,"atlas_mastery_ritual_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,28204,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26,"","",0,0,0,0,0,"",[],0,[],"","",""
4523,"atlas_mastery_ritual_5","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,47080,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26,"","",0,0,0,0,0,"",[],0,[],"","",""
4524,"atlas_mastery_ritual_6","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,1460,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26,"","",0,0,0,0,0,"",[],0,[],"","",""
4525,"atlas_mastery_ritual_7","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryRitual.dds",[],0,0,0,0,7486,"Ritual",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",26,"","",0,0,0,0,0,"",[],0,[],"","",""
4526,"atlas_mastery_scarab_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryScarab.dds",[],0,0,0,0,9011,"Scarabs",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",27,"","",0,0,0,0,0,"",[],0,[],"","",""
4527,"atlas_mastery_scarab_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryScarab.dds",[],0,0,0,0,60105,"Scarabs",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",27,"","",0,0,0,0,0,"",[],0,[],"","",""
4528,"atlas_mastery_scarab_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryScarab.dds",[],0,0,0,0,1240,"Scarabs",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",27,"","",0,0,0,0,0,"",[],0,[],"","",""
4529,"atlas_mastery_scarab_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryScarab.dds",[],0,0,0,0,26320,"Scarabs",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",27,"","",0,0,0,0,0,"",[],0,[],"","",""
4530,"atlas_mastery_scarab_5","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryScarab.dds",[],0,0,0,0,12839,"Scarabs",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",27,"","",0,0,0,0,0,"",[],0,[],"","",""
4531,"atlas_mastery_scarab_6","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryScarab.dds",[],0,0,0,0,52896,"Scarabs",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",27,"","",0,0,0,0,0,"",[],0,[],"","",""
4532,"atlas_mastery_scarab_7","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryScarab.dds",[],0,0,0,0,53222,"Scarabs",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",27,"","",0,0,0,0,0,"",[],0,[],"","",""
4533,"atlas_mastery_sextant_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasterySextant.dds",[],0,0,0,0,49827,"Sextants",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",28,"","",0,0,0,0,0,"",[],0,[],"","",""
4534,"atlas_mastery_strongbox_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryStrongbox.dds",[],0,0,0,0,7778,"Strongboxes",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",29,"","",0,0,0,0,0,"",[],0,[],"","",""
4535,"atlas_mastery_strongbox_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryStrongbox.dds",[],0,0,0,0,4065,"Strongboxes",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",29,"","",0,0,0,0,0,"",[],0,[],"","",""
4536,"atlas_mastery_strongbox_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryStrongbox.dds",[],0,0,0,0,48577,"Strongboxes",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",29,"","",0,0,0,0,0,"",[],0,[],"","",""
4537,"atlas_mastery_synthesis_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasterySynthesis.dds",[],0,0,0,0,57359,"Synthesis",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",30,"","",0,0,0,0,0,"",[],0,[],"","",""
4538,"atlas_mastery_tangle_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryTangle.dds",[],0,0,0,0,9252,"The Eater of Worlds",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",31,"","",0,0,0,0,0,"",[],0,[],"","",""
4539,"atlas_mastery_tangle_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryTangle.dds",[],0,0,0,0,21101,"The Eater of Worlds",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",31,"","",0,0,0,0,0,"",[],0,[],"","",""
4540,"atlas_mastery_torment_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryTorment.dds",[],0,0,0,0,21569,"Torment",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",32,"","",0,0,0,0,0,"",[],0,[],"","",""
4541,"atlas_mastery_torment_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryTorment.dds",[],0,0,0,0,13627,"Torment",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",32,"","",0,0,0,0,0,"",[],0,[],"","",""
4542,"atlas_mastery_torment_3__","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryTorment.dds",[],0,0,0,0,37848,"Torment",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",32,"","",0,0,0,0,0,"",[],0,[],"","",""
4543,"atlas_mastery_unique_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryUnique.dds",[],0,0,0,0,21120,"Unique Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",33,"","",0,0,0,0,0,"",[],0,[],"","",""
4544,"atlas_mastery_vaal_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryVaal.dds",[],0,0,0,0,35075,"Vaal Side Areas",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",34,"","",0,0,0,0,0,"",[],0,[],"","",""
4545,"atlas_mastery_vaal_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryVaal.dds",[],0,0,0,0,1474,"Vaal Side Areas",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",34,"","",0,0,0,0,0,"",[],0,[],"","",""
4546,"atlas_mastery_zana_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryKirac.dds",[],0,0,0,0,4326,"Kirac",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",35,"","",0,0,0,0,0,"",[],0,[],"","",""
4547,"atlas_mastery_kirac_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryKirac.dds",[],0,0,0,0,64635,"Kirac",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",35,"","",0,0,0,0,0,"",[],0,[],"","",""
4548,"atlas_mastery_kirac_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryKirac.dds",[],0,0,0,0,56394,"Kirac",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",35,"","",0,0,0,0,0,"",[],0,[],"","",""
4549,"atlas_mastery_kirac_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryKirac.dds",[],0,0,0,0,65379,"Kirac",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",35,"","",0,0,0,0,0,"",[],0,[],"","",""
4550,"atlas_mastery_maven_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMaven.dds",[],0,0,0,0,19323,"The Maven",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",36,"","",0,0,0,0,0,"",[],0,[],"","",""
4551,"atlas_mastery_modeffect_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,12788,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22,"","",0,0,0,0,0,"",[],0,[],"","",""
4552,"atlas_mastery_modeffect_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,37383,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22,"","",0,0,0,0,0,"",[],0,[],"","",""
4553,"atlas_mastery_modeffect_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryMap.dds",[],0,0,0,0,16315,"Maps",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",22,"","",0,0,0,0,0,"",[],0,[],"","",""
4554,"atlas_mastery_necropolis_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryNecropolis.dds",[],0,0,0,0,29268,"Necropolis",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",37,"","",0,0,0,0,0,"",[],0,[],"","",""
4555,"atlas_mastery_necropolis_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryNecropolis.dds",[],0,0,0,0,62719,"Necropolis",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",37,"","",0,0,0,0,0,"",[],0,[],"","",""
4556,"atlas_mastery_necropolis_3","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryNecropolis.dds",[],0,0,0,0,8304,"Necropolis",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",37,"","",0,0,0,0,0,"",[],0,[],"","",""
4557,"atlas_mastery_necropolis_4_","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPassiveMasteryNecropolis.dds",[],0,0,0,0,37579,"Necropolis",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",1,"",37,"","",0,0,0,0,0,"",[],0,[],"","",""
4558,"atlas_keystone_one_portal_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasPortalNotable.dds","[16039,1021]",1,10,0,0,47300,"Lone Adventurer",[],1,"","Travelling alone makes one an easier target?\r\nI believe not.\r\nTravelling alone keeps one free of distraction.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",387,"",0,0,0,0,0,"",[],0,[],"","",""
4559,"atlas_keystone_corruption_1","Art/2DArt/SkillIcons/passives/TwistOfFateKeystone.dds","[16030,20221]",1,1,0,0,34389,"Twist of Fate",[],1,"","The landscape twists before your eyes, morphing into realms of unspeakable horror.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",383,"",257,0,0,0,0,"",[16030],0,[],"","",""
4560,"atlas_keystone_monsterlife_1","Art/2DArt/SkillIcons/passives/WellspringofCreationKeystone.dds","[16013,16015]",50,-25,0,0,2493,"Wellspring of Creation",[],1,"","The waters of life roil and flow,\r\nbirthing horrors of flesh and marrow.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",390,"",0,0,0,0,0,"",[],0,[],"","",""
4561,"atlas_keystone_monsterdamage_1","Art/2DArt/SkillIcons/passives/DanceofDestructKeystone.dds","[16016,16014]",25,-25,0,0,36386,"Dance of Destruction",[],1,"","Atlassian aberrations engage in a deadly dance.\r\nWill you be joining them in the fray?","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",390,"",0,0,0,0,0,"",[],0,[],"","",""
4562,"atlas_keystone_nofragments_1","Art/2DArt/SkillIcons/passives/StreamOfConsciousnessKeystone.dds","[16023,19968]",1,1,0,0,65225,"Unwavering Vision",[],1,"","No deviations. No flaws. Only perfection.","","","","","",[],20,"","",0,[],"","",0,"","",1,"","",387,"Unwavering Vision",257,256,0,0,0,"","[16023,19968]",10,[],"","",""
4563,"atlas_keystone_favouredmaps_1","Art/2DArt/SkillIcons/passives/SingularFocusKeystone.dds","[16022,16021]",200,1,0,0,48952,"Singular Focus",[],1,"","You fancy yourself a god. You see only what you want to see.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",387,"Singular Focus",25601,0,0,0,0,"",[16022],0,[],"","",""
4564,"atlas_keystone_smallnodes_1","Art/2DArt/SkillIcons/passives/WanderingPathKeystone.dds","[16024,16026]",1,100,0,0,40658,"Wandering Path",[],1,"","Embrace the journey, Nomad, for there is no destination.\r\nThis is the prime inescapable truth of eternity.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",388,"Wandering Path",257,0,0,0,0,"",[16024],20,[],"","",""
4565,"atlas_keystone_notables_1_","Art/2DArt/SkillIcons/passives/GrandDesignKeystone.dds","[16025,16027]",1,1,0,0,38059,"Grand Design",[],1,"","Ignore everything but your obsession, Nomad.\r\nA mortal life is too short a season to entertain distractions.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",388,"Grand Design",257,0,0,0,0,"",[16025],20,[],"","",""
4566,"atlas_keystone_allies_1","Art/2DArt/SkillIcons/passives/UnifiedFrontKeystone.dds","[16039,16041]",1,1,0,0,21156,"[DNT] Unused",[],1,"","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",387,"",0,0,0,0,0,"",[],0,[],"","",""
4567,"atlas_keystone_shaper","Art/2DArt/SkillIcons/passives/ShaperAndElderKeystone.dds","[16065,16066,16206]",1,-70,100,0,34546,"Cosmic Wounds",[],1,"","A single act of love and defiance may cascade destruction across the cosmos.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",392,"Cosmic Wounds",257,-17920,255,0,0,"","[16065,16066]",0,[],"","",""
4568,"atlas_keystone_maven_","Art/2DArt/SkillIcons/passives/UberMavenKeystone.dds","[16070,16075,17070]",1,-50,1,0,56188,"Throw the Gauntlet",[],1,"","You must rise from mere amusement to respected equal.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",389,"Throw the Gauntlet",257,-12800,255,0,0,"","[16070,16075]",0,[],"","",""
4569,"atlas_keystone_cortex","Art/2DArt/SkillIcons/passives/CortexKeystone.dds","[16071,16076,17071,17431]",1,-70,1,100,29939,"Memento Mori",[],1,"","When memories become twisted by a corrupted mind, history is rewritten, time after time.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",384,"Memento Mori",257,-17920,25855,0,0,"","[16071,16076,17431]",0,[],"","",""
4570,"atlas_keystone_sirus","Art/2DArt/SkillIcons/passives/SirusKeystone.dds","[16072,16077,15809]",1,-70,20,0,4088,"The Perfect Storm",[],1,"","Agony born of ennui. Hate born of love.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",394,"The Perfect Storm",257,-17920,255,0,0,"","[16072,16077]",0,[],"","",""
4571,"atlas_keystone_searing_exarch","Art/2DArt/SkillIcons/passives/SearingExarchKeystone.dds","[16073,16078,16111]",1,-70,50,0,36777,"Thirst for Knowledge",[],1,"","Constellations are systematically incinerated in the wake of an ever-expanding archive of minds.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",391,"Thirst for Knowledge",257,-17920,255,0,0,"","[16073,16078]",0,[],"","",""
4572,"atlas_keystone_eater_of_worlds","Art/2DArt/SkillIcons/passives/EaterOfWorldsKeystone.dds","[16074,16079,16110]",1,-70,25,0,57976,"Insatiable Appetite",[],1,"","At the core of the mass, a fierce hunger seethes, as the Tangle's champion devours a myriad of worlds...","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",386,"Insatiable Appetite",257,-17920,255,0,0,"","[16074,16079]",0,[],"","",""
4573,"atlas_keystone_eldritch_invitations","Art/2DArt/SkillIcons/passives/UnspeakableHorrorKeystone.dds","[16094,16231]",100,1,0,0,8424,"Height of Hubris",[],1,"","It takes either immense courage or unfettered masochism\r\nto invoke unspeakable horrors, time after time...","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",382,"",0,0,0,0,0,"",[],0,[],"","",""
4574,"atlas_keystone_maven_invitations","Art/2DArt/SkillIcons/passives/CaptivatedInterestKeystone.dds","[15784,15781,16086]",25,25,1,0,34334,"Captivated Interest",[],1,"","You had her curiosity. Now you have her attention.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",389,"",0,0,0,0,0,"",[],0,[],"","",""
4575,"atlas_keystone_altars_1","Art/2DArt/SkillIcons/passives/EldritchGazeKeystone.dds","[16090,16091,16342]",1,50,1,0,33008,"Eldritch Gaze",[],1,"","You were drunk on the power of the cosmos,\r\nuntil a hideous gaze settled upon you,\r\nand tendrils began to unfurl...","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",385,"",0,0,0,0,0,"",[],0,[],"","",""
4576,"atlas_keystone_altars_2","Art/2DArt/SkillIcons/passives/WrathOfTheCosmosKeystone.dds","[17221,17222,16341]",100,50,1,0,48336,"Wrath of the Cosmos",[],1,"","A fiery dawn illumines the horizon, and it becomes apparent that all that glitters is not gold...","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",385,"",0,0,0,0,0,"",[],0,[],"","",""
4577,"atlas_keystone_disfavoured_maps","Art/2DArt/SkillIcons/passives/AtlasTrees/ShadowShaping.dds","[16084,16121]",1,10,0,0,8171,"Shadow Shaping",[],1,"","In lieu of happiness, sometimes the absence of pain is good enough.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",387,"Shadow Shaping",257,0,0,0,0,"",[16084],0,[],"","",""
4578,"atlas_keystone_stronger_rares","Art/2DArt/SkillIcons/passives/AtlasTrees/ValleyofDarkness.dds",[16032],1,0,0,0,6956,"Valley of Darkness",[],1,"","Darkening mists shroud the pale sky,\r\nblurring the barrier between nightmare and dream.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",390,"",0,0,0,0,0,"",[],0,[],"","",""
4579,"atlas_keystone_shaper_elder_guardians","Art/2DArt/SkillIcons/passives/AtlasTrees/ElderShaperNotable3.dds",[13566],1,0,0,0,38868,"Inevitable Ambush",[],1,"","The hunter must become the hunted.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",393,"",0,0,0,0,0,"",[],0,[],"","",""
4580,"atlas_keystone_scarab_pack_size","Art/2DArt/SkillIcons/passives/AtlasTrees/ScarabKeystone.dds",[17432],8,0,0,0,57512,"Growing Hordes",[],1,"","The weight of history hangs heavy on the neck of civilisation.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",387,"",1025,0,0,0,0,"",[17433],0,[],"","",""
4581,"atlas_keystone_expedition_single_explosive","Art/2DArt/SkillIcons/passives/AtlasTrees/ExtremeArchaeology.dds",[19025],1,0,0,0,13802,"Extreme Archaeology",[],1,"","Verisium is often found in a recent crater. Properly refined, it can easily make another.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",387,"",0,0,0,0,0,"",[],0,[],"","",""
4582,"atlas_keystone_harvest_upgraded_plots","Art/2DArt/SkillIcons/passives/AtlasTrees/CropRotation.dds",[19026],1,0,0,0,51310,"Crop Rotation",[],1,"","A good sword is worthless without a hundred plowshares behind it.","","","","","",[],0,"","",0,[],"","",0,"","",1,"","",387,"",0,0,0,0,0,"",[],0,[],"","",""
