"rownum","Id","Name","Icon","Description","PackLeader1","PackLeader2","Mod"
791,"chaos-cultists3","Kitava Zealots","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconKitavaCultistMelee","Corrupted <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Heretical Ward}","<white>{Pack Leader:}\r\n<white>{Heretical Ward}\r\nUses Shield Charge, Spectral Throw",""
792,"chaos-cultists4","Kitava Zealots","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconKitavaCultistMelee","Corrupted <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Heretical Guardian}","<white>{Pack Leader:}\r\n<white>{Heretical Guardian}\r\nCasts Proximity Shield\r\nUses Spectral Throw",""
793,"chaos-cultists5","Sanguine Sisters","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconKitavaBlessedSister","Corrupted <white>{Humanoids}\r\nCasts <craftingfire>{Fireball}, <craftingfire>{Magma} Orb","","",""
794,"chaos-cultists6","Kitava Zealots","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconKitavaCultistMelee","Corrupted <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Wailing Widow}","<white>{Pack Leader:}\r\n<white>{Wailing Widow}\r\nScreeches, applying Temporal Chains",""
795,"chaos-fireelementals1","Prayer Guards","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconHolyFireElemental","Holy <white>{Constructs}\r\nCasts <craftingfire>{Fireball}","","",""
796,"chaos-ghostcivilians1","Vengeful Souls","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconOriathGhostRanged","<white>{Undead} Ghosts","","",""
797,"chaos-scorpions1","Hybrid Arachnids","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSpiderPlated","Scorpion <white>{Beasts}","<white>{Pack Leader:}\r\n<white>{Scalding Arachnid}","<white>{Pack Leader:}\r\n<white>{Scalding Arachnid}\r\nCasts Skittering <craftingfire>{Flames}",""
798,"chaos-parasiticsquid1","Swarthy Molluscs","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBrineVessel","Parasitic <white>{Beasts}\r\nCreates Tarred Ground","<white>{Pack Leader:}\r\n<white>{Swarthy Mollusc}","<white>{Pack Leader:}\r\n<white>{Swarthy Mollusc}\r\nTeleports, creating Tarred Ground",""
799,"chaos-parasiticsquid2","Animated Reefs ","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRockGolemCoral","Rocky <white>{Constructs}\r\nUses Ground Slam","","",""
800,"chaos-templar1","Oriath Enforcers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconOriathBlackguard","Templar <white>{Humanoids} and <white>{Beasts} \r\nUses Sunder, Whirling Blades","","",""
801,"chaos-templar2","Temple Guardians","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconOriathBlackguard","Templar <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Temple Guardian}","<white>{Pack Leader:}\r\n<white>{Temple Guardian}\r\nCasts Proximity Shield\r\nUses Spectral Throw",""
802,"chaos-templar3","Temple Justicars","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBlackguardInquisitor","Templar <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Temple Adjudicator}","<white>{Pack Leader:}\r\n<white>{Temple Adjudicator}\r\nCasts <craftinglightning>{Storm} Call, Ball <craftinglightning>{Lightning}",""
803,"chaos-templar4","Flame Mothers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMotherofFlames","Blackguard <white>{Humanoids}\r\nCasts <craftingfire>{Molten} Orb","<white>{Pack Leader:}\r\n<white>{Temple Scholar}","<white>{Pack Leader:}\r\n<white>{Temple Scholar}\r\nCasts <craftingfire>{Incinerate}",""
804,"chaos-templar5","Blackguard Stalkers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSecretPolice","Ranged and Melee Blackguard <white>{Humanoids} \r\nCasts Ethereal Blades\r\nUses Ambushing Strike","<white>{Pack Leader:}\r\n<white>{Slave Driver}","<white>{Pack Leader:}\r\n<white>{Slave Driver}\r\nCasts <craftinglightning>{Lightning} Whip",""
805,"chaos-templar6","Slave Catchers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSecretPolice","Ranged and Melee Blackguard <white>{Humanoids}\r\nCasts Ethereal Blades\r\nUses Ambushing Strike","<white>{Pack Leader:}\r\n<white>{Slave Catcher}","<white>{Pack Leader:}\r\n<white>{Slave Catcher}\r\nFires slowing Nets",""
806,"chaos-templar7","Blackguard Jaegers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBlackguardJaegerRanged","Ranged and Melee Blackguard <white>{Humanoids}\r\nUses <craftingchaos>{Caustic} Arrow","","",""
807,"chaos-templar8","Indoctrinated Slaves","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconIndoctrinatedConvert","Enslaved <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Truth Extractor}","<white>{Pack Leader:}\r\n<white>{Truth Extractor}\r\nThrows Sawblades that chain off terrain",""
808,"chaos-puselementalminer","Mephitic Maidens","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconPusElementalPoison","<craftingchaos>{Caustic} <white>{Constructs}\r\nLaunches <craftingchaos>{Toxic} mortar\r\nHas Degeneration Aura","<white>{Pack Leader:}\r\n<white>{Sewer Goliath}","<white>{Pack Leader:}\r\n<white>{Sewer Goliath}\r\nUses <craftingchaos>{Toxic} Ground Cascade",""
809,"chaos-puselementalspiral","Mephitic Maidens","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconPusElementalPoison","<craftingchaos>{Caustic} <white>{Constructs}\r\nLaunches <craftingchaos>{Toxic} mortar\r\nHas Degeneration Aura","<white>{Pack Leader:}\r\n<white>{Muck Vortex}","<white>{Pack Leader:}\r\n<white>{Muck Vortex}\r\nUses <craftingchaos>{Toxic} Vortex",""
810,"chaos-warhero","Spectral Soldiers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGhostHeroMelee","<white>{Undead} Ghosts\r\nUses Spectral Throw","<white>{Pack Leader:}\r\n<white>{Spectral Tactician}","<white>{Pack Leader:}\r\n<white>{Spectral Tactician}\r\nSummons Raging Spirits, Ghost Orbs",""
811,"chaos-warhero2","Spectral Legionnaires","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGhostHeroMelee","<white>{Undead} Ghosts\r\nUses Cleave","<white>{Pack Leader:}\r\n<white>{Spectral Tactician}","<white>{Pack Leader:}\r\n<white>{Spectral Tactician}\r\nSummons Raging Spirits, Ghost Orbs",""
812,"chaos-blackguardzombieleader","Pale Blackguards","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBlackguardZombie","<white>{Undead} Blackguard Zombies","","",""
813,"chaos-gemfrogchrome","Chrome-Infused Croakers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGemFrogChrome","Leaping <white>{Beasts}\r\nCasts <craftingcold>{Arctic} Breath\r\nUses Leap Slam","","",""
814,"chaos-iguanachrome","Chrome-Infused Chimerals","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconIguanaChrome","Ranged <white>{Beasts}\r\nFires barrage of spines, inflicting Suppressing Fire","","",""
815,"chaos-spikerchrome","Chrome-Infused Goliaths","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSpikerChrome","Spiked <white>{Beasts}\r\nReleases Spine nova on death","","",""
816,"chaos-citystalkercold","Undying Patricians","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCityStalkerArmouredBlue","Undying <white>{Demons}\r\nUses <craftingcold>{Cold} Snap","","",""
817,"chaos-gargoylechrome","Chromatic Gargoyles","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconChromeGargoyle","Gargoyle <white>{Constructs}\r\nReleases Silver Orb on Death","","",""
818,"chaos-lunarisaxis1","Lunaris Elites","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLunarisEliteSoldierMelee","Lunaris <white>{Humanoid} Soldiers\r\nCasts <craftingcold>{Frost} Dash","<white>{Pack Leader:}\r\n<white>{Lunarsworn Wintermage}","<white>{Pack Leader:}\r\n<white>{Lunarsworn Wintermage}\r\nCasts <craftingcold>{Glacial} Cascade, <craftingcold>{Ice} Thorns",""
819,"chaos-lunarisaxis2","Lunar Scouts","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLunarisSoldierMelee","Lunaris <white>{Humanoid} Soldiers","<white>{Pack Leader:}\r\n<white>{Lunarsworn Archmage}","<white>{Pack Leader:}\r\n<white>{Lunarsworn Archmage}\r\nCasts Forking <craftingcold>{Frost}, <craftingcold>{Arctic} Armour, <craftingcold>{Frostbite} ",""
820,"chaos-lunarisaxis3","Lunaris Elites","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLunarisEliteSoldierMelee","Lunaris <white>{Humanoid} Soldiers\r\nCasts <craftingcold>{Frost} Dash","<white>{Pack Leader:}\r\n<white>{Lunaris Champion}","<white>{Pack Leader:}\r\n<white>{Lunaris Champion}\r\nCasts <craftingcold>{Frost} Dash\r\nPlaces Banner, casting <craftingcold>{Hatred}\r\nUses <craftingcold>{Ice} Crash",""
821,"chaos-lunarisaxis4","Lunar Scouts","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLunarisSoldierMelee","Lunaris <white>{Humanoid} Soldiers","<white>{Pack Leader:}\r\n<white>{Lunaris Champion}","<white>{Pack Leader:}\r\n<white>{Lunaris Champion}\r\nCasts <craftingcold>{Frost} Dash\r\nPlaces Banner, casting <craftingcold>{Hatred}\r\nUses <craftingcold>{Ice} Crash",""
822,"chaos-solarisaxis1","Solaris Elites","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSolarisEliteSoldierMelee","Solaris <white>{Humanoid} Soldiers\r\nUses Double Strike","<white>{Pack Leader:}\r\n<white>{Solarsworn Infernomage}","<white>{Pack Leader:}\r\n<white>{Solarsworn Infernomage}\r\nCasts <craftingfire>{Flaming} Ball, <craftingfire>{Fire} Barrier",""
823,"chaos-solarisaxis2","Solar Scouts","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSolarisEliteSoldierMelee","Solaris <white>{Humanoid} Soldiers","<white>{Pack Leader:}\r\n<white>{Solarsworn Archmage}","<white>{Pack Leader:}\r\n<white>{Solarsworn Archmage}\r\nCasts <craftingfire>{Fireball}, <craftingfire>{Flaming} Meteor",""
824,"chaos-solarisaxis3","Solaris Elites","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSolarisEliteSoldierMelee","Solaris <white>{Humanoid} Soldiers\r\nUses Double Strike","<white>{Pack Leader:}\r\n<white>{Solaris Champion}","<white>{Pack Leader:}\r\n<white>{Solaris Champion}\r\nUses Cleave, Double Strike\r\nSummons <craftingfire>{Fire} Tornados",""
825,"chaos-solarisaxis4","Solar Scouts","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSolarisEliteSoldierMelee","Solaris <white>{Humanoid} Soldiers","<white>{Pack Leader:}\r\n<white>{Solaris Champion}","<white>{Pack Leader:}\r\n<white>{Solaris Champion}\r\nUses Cleave, Double Strike\r\nSummons <craftingfire>{Fire} Tornados",""
826,"chaos-lunarisdemon1","Night Horrors","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconModularDemonLunaris","Lunaris <white>{Demons}","<white>{Pack Leader:}\r\n<white>{Dusk Horror}","<white>{Pack Leader:}\r\n<white>{Dusk Horror}\r\nUses <craftingcold>{Frost} Whip",""
827,"chaos-lunarisdemon2","Lunar Miscreations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconModularDemonLunaris","Lunaris <white>{Demons}","<white>{Pack Leader:}\r\n<white>{Moontouched Miscreation}","<white>{Pack Leader:}\r\n<white>{Moontouched Miscreation}\r\nCasts <craftingcold>{Ice} Crash, triggering <craftingcold>{Frost} Bomb",""
828,"chaos-lunarisdemon3","Lunaris Concubines","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLunarisDemonRanged","Ranged Lunaris <white>{Demons}","","",""
829,"chaos-lunariscannibal1","Lunaris Zealots","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLunarisCannibalFemale","Lunaris <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Lunaris Devotee}","<white>{Pack Leader:}\r\n<white>{Lunaris Devotee}\r\nCasts <craftingcold>{Ice} Storm, <craftingcold>{Ice} Bomb\r\nSummons Brittle Ice",""
830,"chaos-lunariscannibal2","Lunaris Zealots","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLunarisCannibalMale","Lunaris <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Moontouched Zealot}","<white>{Pack Leader:}\r\n<white>{Moontouched Zealot}\r\nCasts <craftingcold>{Ice} Explosion",""
831,"chaos-rats1","Swarming Rats","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRat","Small Rat <white>{Beasts}","","",""
832,"chaos-scarecrows1","Scarecrows","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconScarecrow","<white>{Undead} Scarecrows","","",""
833,"chaos-farmerskeletons1","Brittle Farmers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMeleeSkeleton","<white>{Undead} Skeletons","<white>{Pack Leader:}\r\n<white>{Crow Keeper}","<white>{Pack Leader:}\r\n<white>{Crow Keeper}\r\nSummons Crows",""
834,"chaos-solarisfireelemental1","Solar Elementals","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSolarisFireElemental","Solaris <white>{Constructs}","<white>{Pack Leader:}\r\n<white>{Solar Elemental}","<white>{Pack Leader:}\r\n<white>{Solar Elemental}\r\nCasts <craftingfire>{Fireball} Nova",""
835,"chaos-solarisfireelemental2","Solar Elementals","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSolarisFireElemental","Solaris <white>{Constructs}","<white>{Pack Leader:}\r\n<white>{Solar Guard}","<white>{Pack Leader:}\r\n<white>{Solar Guard}\r\nCasts <craftingfire>{Fireball}",""
836,"chaos-guardianssolaris1","Assault Ribbons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRibbonRed","Small Ribbon <white>{Constructs}","<white>{Pack Leader:}\r\n<white>{Infernal Sentinel}","<white>{Pack Leader:}\r\n<white>{Infernal Sentinel}\r\nCasts <craftingfire>{Fire} Cascades",""
837,"chaos-roman-skeletons1","Brittle Gladiators","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonMeleeRoman","<white>{Undead} Skeleton Soldiers","<white>{Pack Leader:}\r\n<white>{Risen Gladiator}","<white>{Pack Leader:}\r\n<white>{Risen Gladiator}\r\nUses Spear Thrust, inflicting <craftingphysical>{Bleed}",""
838,"chaos-snakespitter1","Acid Slitherers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSnakeSpitterPoison","Ranged <white>{Beasts}","","",""
839,"chaos-solarislions1","Auric Lions","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSolarisLion","Lion <white>{Constructs}","<white>{Pack Leader:}\r\n<white>{Molten Lion}","<white>{Pack Leader:}\r\n<white>{Molten Lion}\r\nCasts <craftingfire>{Molten} Breath, creating <craftingfire>{Burning} Ground",""
840,"chaos-arcticwolf1","Snow Wolves","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWolfCold","Wolf <white>{Beasts}","<white>{Pack Leader:}\r\n<white>{Freezing Wolf}","<white>{Pack Leader:}\r\n<white>{Freezing Wolf}\r\nUses Leap Slam",""
841,"chaos-mummyscagespider","Dessicated Maraketh","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconZombieMummy","<white>{Undead} Mummies","<white>{Pack Leader:}\r\n<white>{Sandworn Slaves}","<white>{Pack Leader:}\r\n<white>{Sandworn Slaves}\r\nUses Cyclone, triggering Sand Tornadoes",""
842,"chaos-rhex1","Wild Rhexes","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBird","Rhex <white>{Beasts}","","",""
843,"chaos-rhex2","Adolescent Rhexes","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBird","Rhex <white>{Beasts}","<white>{Pack Leader:}\r\n<white>{Maternal Rhex}","<white>{Pack Leader:}\r\n<white>{Maternal Rhex}",""
844,"chaos-scorpionsdesert1","Black Scorpions","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBlackScorpion","Scorpion <white>{Beasts}","<white>{Pack Leader:}\r\n<white>{Predatory Scorpion}","<white>{Pack Leader:}\r\n<white>{Predatory Scorpion}\r\nBurrows underground\r\nInflicts <craftingchaos>{Poison} on hit",""
845,"chaos-scorpionsdesert2","Sulphuric Scorpions","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWhiteScorpion","Scorpion <white>{Beasts}\r\nInflicts <craftingchaos>{Poison} on hit","","",""
846,"chaos-gemmonsterfire","Vaulting Croakers and Feral Chimerals","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconIguanaVivid","Ranged and Melee <white>{Beasts}\r\nFires barrage of spines, inflicting Suppressing Fire\r\nCasts <craftingfire>{Flame} Breath\r\nUses Leap Slam","","",""
847,"chaos-bullfresh","Avalanche Riders","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBullExtra","Large <white>{Beasts}","","",""
848,"chaos-bleachedcrabs1","Sulphurspawn","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSmallCrabBleached","Crab <white>{Beasts}","<white>{Pack Leader:}\r\n<white>{Waste Lurcher}","<white>{Pack Leader:}\r\n<white>{Waste Lurcher}",""
849,"chaos-mossmonsterice","Frozen Titans","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMossMonsterCold","Rocky <white>{Constructs}","<white>{Pack Leader:}\r\n<white>{Brittle Shard}","<white>{Pack Leader:}\r\n<white>{Brittle Shard}\r\nCasts <craftingcold>{Ice} Spear\r\nShatters on death, causing an explosion",""
850,"chaos-lynx","Mountain Lynx","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLynx","Lynx <white>{Beasts}","","",""
851,"chaos-mossrockelementals","Mountain Fragments","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMossMonster","Rocky <white>{Constructs}","","",""
852,"chaos-wraith","Wraiths","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWraith","<white>{Undead}\r\nCasts Ethereal Knives","","",""
853,"chaos-paupers","Restless Paupers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconPauper","<white>{Undead} Ghosts","","",""
854,"chaos-regurgitator1","Warped Regurgitators and Handmaidens","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRegurgitator","Kitava <white>{Demons} \r\nFires Blood mortars\r\nUses Ground Slam","","",""
855,"chaos-blackguardinquisitorkitava1","Depraved Justicars","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconKitavaBlackguardInquisitor","Kitava <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Twisted Justicars}","<white>{Pack Leader:}\r\n<white>{Twisted Justicars}\r\nUses <craftinglightning>{Static} Strike",""
856,"chaos-blackguardoriathkitava","Depraved Enforcers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBlackguardKitava","Kitava <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Enthralled Enforcer}","<white>{Pack Leader:}\r\n<white>{Enthralled Enforcer}\r\nUses Sunder",""
857,"chaos-slavecatcherkitava","Depraved Slavers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconKitavaSlaveCatcher","Kitava <white>{Humanoids}\r\nFires slowing Nets","<white>{Pack Leader:}\r\n<white>{Deranged Slaver}","<white>{Pack Leader:}\r\n<white>{Deranged Slaver}\r\nFires slowing Nets, Exploding projectiles",""
858,"chaos-undeadmother","Kitava Zealots","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMotherOfFlamesZombie","Kitava <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Kiln Mother}","<white>{Pack Leader:}\r\n<white>{Kiln Mother}\r\nCasts <craftingfire>{Magma} Orb",""
859,"chaos-wickermancultists","Kitava Zealots","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWickerMan","Kitava <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Wicker Man}","<white>{Pack Leader:}\r\n<white>{Wicker Man}\r\nCasts Righteous <craftingfire>{Fire}\r\nUses <craftingfire>{Molten} Strike",""
860,"chaos-marakethrider","Rhexback Riders","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMarakethRider","Ranged and Melee <white>{Humanoids} on Rhexback","","",""
861,"chaos-glasselementals","Window Shards","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconIceElementalGlass","Elemental <white>{Constructs}","","",""
862,"chaos-reliquarian","Reliquarians","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconReliquarianExtra","Large <white>{Demons}\r\nCasts Ornament Fall, <craftingfire>{Fireball} ","","",""
863,"chaos-dropbearparasite1","Infested Tunnelfiends","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconDropBearParasite","<white>{Beasts} \r\nOften drops on unsuspecting enemies\r\nSpawns Parasites on death","","",""
864,"chaos-ossuaryskeleton1","Brittle Clerics","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBlackSkeletonMelee","<white>{Undead} Skeletons","<white>{Pack Leader:}\r\n<white>{Bone Husk}","<white>{Pack Leader:}\r\n<white>{Bone Husk}\r\nFires Bone Mortars, leaving Bone spikes",""
865,"chaos-ossuaryskeleton2","Desecrated Saints","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGoldSkeletonCaster","Ranged <white>{Undead} Skeletons","<white>{Pack Leader:}\r\n<white>{Bone Stalker}","<white>{Pack Leader:}\r\n<white>{Bone Stalker}\r\nUses Earthquake",""
866,"chaos-reliquaryskeleton1","Gleaming Saints","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonMelee","Ranged and Melee <white>{Undead} Skeletons","","",""
867,"chaos-doedrewraiths","Doedre's Suffering","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconDoedreWraith","<white>{Undead} Wraiths","<white>{Pack Leader:}\r\n<white>{Doedre's Torment}","<white>{Pack Leader:}\r\n<white>{Doedre's Torment}\r\nCasts <craftingchaos>{Chaos} Screech",""
868,"chaos-flamebearerchaos","Maligaro's Cruelty","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFlameBearerBlight","Maligaro <white>{Demons}","<white>{Pack Leader:}\r\n<white>{Maligaro's Passion}","<white>{Pack Leader:}\r\n<white>{Maligaro's Passion}\r\nCasts <craftingchaos>{Blight}",""
869,"chaos-shavronnecitystalker","Shavronne's Envy","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconShavronneCityStalker","Undying <white>{Demons}","<white>{Pack Leader:}\r\n<white>{Shavronne's Greed}","<white>{Pack Leader:}\r\n<white>{Shavronne's Greed}\r\nCasts <craftinglightning>{Lightning} Whip",""
870,"chaos-citystalkerscold1","Undying Labourers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCityStalkerCold","Undying <white>{Demons}","","",""
871,"chaos-citystalkerslightning1","Undying Operators","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCityStalkerCold","Undying <white>{Demons}","","",""
872,"chaos-snakeflameparasite","Host Adders","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSnakeSpitParasite","Infested Snake <white>{Beasts}\r\nCasts <craftingfire>{Flame} Breath","","",""
873,"chaos-parasites1","Parasites","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconParasite","Ranged and Melee Parasitic <white>{Beasts}","","",""
874,"chaos-templarslavedriverkitava1","Deformed Slaves","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSlaveDriverKitava","Enslaved <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Crazed Driver}","<white>{Pack Leader:}\r\n<white>{Crazed Driver}\r\nCasts Blood Whip",""
875,"chaos-blackguardtorturerkitava1","Corrupted Extractors","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBlackguardTorturer","Kitava <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Defiled Extractor}","<white>{Pack Leader:}\r\n<white>{Defiled Extractor}\r\nCreates stationary Sawblade",""
876,"chaos-water-spiral1","Seething Brine","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWaterElemental","<craftingcold>{Water} <white>{Constructs}","<white>{Pack Leader:}\r\n<white>{Maelström} ","<white>{Pack Leader:}\r\n<white>{Maelström} \r\nCasts <craftingcold>{Water} Vortex",""
877,"AtlasUber-fire1","Cannibal Fire-Breathers and Arsonists","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconFireFuryCannibal","Aggressive <white>{Humanoids}\r\nBreathes <craftingfire>{Fire}\r\nThrows <craftingfire>{Fire} bombs","<white>{Pack Leader:\r\nFire Frenzy}","<white>{Pack Leader:\r\nFire Frenzy}\r\nCasts <craftingfire>{Firestorm}, <craftingfire>{Flame} dash",""
878,"AtlasUber-fire2","Goatmen Magus","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGoatManCaster","<white>{Beast} Goatmen\r\nCasts <craftingfire>{Fireball}, <craftingfire>{Flame} Lance","","",""
879,"AtlasUber-fire3","Molten Chimerals","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconMoltenChimeral","Ranged <white>{Beasts} \r\nUses Petrification Glare\r\nBreathes <craftingfire>{Fire}","","",""
880,"AtlasUber-fire4","Plated Arachnids","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconScaldingScorpionPlatedArachnids","Spider <white>{Beasts} ","<white>{Pack Leader: \r\nScalding Scorpion}","<white>{Pack Leader: \r\nScalding Scorpion}\r\nCasts Skittering <craftingfire>{Flames}",""
881,"AtlasUber-fire5","Depraved and Deranged Slavers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconFlameCreatorDepravedSlaver","Ranged and Melee <white>{Humanoids}\r\nFires slowing Nets","<white>{Pack Leader:\r\nFlame Creator}","<white>{Pack Leader:\r\nFlame Creator}\r\nFires <craftingfire>{Flaming} mortars",""
