"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","i32","bool","string","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid","i32","i32","[rid]","[rid]","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","i32","EPKFile","i32","MonsterConditionalEffectPacksKey","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","AddonMonsterTypeIndex","i32","i32","i32","i32","i32","bool","BossHealthBar","bool"
8785,"Metadata/Monsters/Totems/SearingBondTwistedSkullTotem",775,0,4,6,6,"[""Metadata/Monsters/Totems/TwistedTotem/TwistedTotem.act""]","[""Metadata/Monsters/Totems/TwistedTotem/TwistedTotem.ao""]","Metadata/Monsters/Totems/TwistedTotem/TwistedTotem",[],1,"","",85,3,1,6,6,0,"[74,163,791,141,120,830,30,31,811]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",6,"Totem",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,25442,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8786,"Metadata/Monsters/Totems/ChillingBondTwistedSkullTotem",775,0,4,6,6,"[""Metadata/Monsters/Totems/TwistedTotem/TwistedTotem.act""]","[""Metadata/Monsters/Totems/TwistedTotem/TwistedTotem.ao""]","Metadata/Monsters/Totems/dominus_totem/DominusTotemPainPylon",[],1,"","",85,3,1,6,10,0,"[74,163,791,141,815,120,830,30,31]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",6,"Totem",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,19760,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8787,"Metadata/Monsters/Totems/ChargedBeamTwistedSkullTotem",775,0,4,6,6,"[""Metadata/Monsters/Totems/TwistedTotem/TwistedTotem.act""]","[""Metadata/Monsters/Totems/TwistedTotem/TwistedTotem.ao""]","Metadata/Monsters/Totems/TwistedTotem/TwistedTotem",[7534],1,"","",85,3,6,6,6,0,"[74,163,791,141,120,830,30,31,811]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Totems/ChargedBeamTotem.ais",[],"",6,"Totem",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,29076,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8788,"Metadata/Monsters/Totems/SnipeTwistedSkullTotem",775,0,4,6,6,"[""Metadata/Monsters/Totems/TwistedTotem/TwistedTotem.act""]","[""Metadata/Monsters/Totems/TwistedTotem/TwistedTotem.ao""]","Metadata/Monsters/Totems/TwistedTotem/TwistedTotem",[],1,"","",85,3,1,6,6,0,"[74,163,791,141,830,30,31,811]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",10,"Totem",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1451,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8789,"Metadata/Monsters/Totems/HolyFireSprayTwistedSkullTotem",779,0,4,6,6,"[""Metadata/Monsters/Totems/TwistedTotem/TwistedTotem.act""]","[""Metadata/Monsters/Totems/TwistedTotem/TwistedTotem.ao""]","Metadata/Monsters/Totems/TwistedTotem/TwistedTotem",[],1,"","",85,3,1,6,6,0,"[74,163,791,141,120,830,30,31,811]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",6,"Totem",100,120,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,54176,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,120,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8790,"Metadata/Monsters/Totems/ShotgunTwistedSkullTotem",775,0,4,6,6,"[""Metadata/Monsters/Totems/TwistedTotem/TwistedTotem_shotgun.act""]","[""Metadata/Monsters/Totems/TwistedTotem/TwistedTotem.ao""]","Metadata/Monsters/Totems/TwistedTotem/TwistedTotem",[],1,"","",85,3,1,6,6,0,"[74,163,791,141,830,30,31,811]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",10,"Totem",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,10798,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8791,"Metadata/Monsters/Totems/MortarTwistedSkullTotem",775,0,4,6,6,"[""Metadata/Monsters/Totems/TwistedTotem/TwistedTotem.act""]","[""Metadata/Monsters/Totems/TwistedTotem/TwistedTotem.ao""]","Metadata/Monsters/Totems/TwistedTotem/TwistedTotem",[],1,"","",85,3,1,6,6,0,"[74,163,791,141,830,30,31,811]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",10,"Totem",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,59424,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8792,"Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss",2951,18,4,6,25,"[""Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss.act""]","[""Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss.ao""]","Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss","[3939,4477,22889,8475]",1,"","",100,3,6,1,5,0,"[34,819,767,766,788,776,71,48,141,768,764,30,765,810,118,1069,801]",300,[],135,135,700,500,0,"[537,10923,10924,10925,10946,7641,1809,1812,7643,4261,4262,4263,10969,10970,4264,3405,10926,10971,10972,10974,6420,10973,10947,10927,1810,10928,10929,10930,10931,10933]","Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss.ais",[],"",1,"The Trialmaster",300,1500,1500,[14117],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,55649,"","","","","","",[],[],[],"",400,0,[],[],0,"","",[],"",1,1,0,0,0,756,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"",1,""
8793,"Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterDaemonFirecracker_",1130,8,3,6,6,"[""Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterDaemonFirecracker.act""]","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/trialmaster_boss/spike_slam.ao""]","Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterDaemonFirecracker",[],1,"","",100,1,6,6,9,0,"[34,814,818,791,765,801]",100,[],105,105,700,500,0,"[9478,1811,10932]","Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterDaemonFirecracker.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,40009,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8794,"Metadata/Monsters/LeagueUltimatum/Guard/GuardSpear_",2959,30,3,5,20,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02Low.ao""]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear",[],1,"","",100,2,6,4,5,0,"[788,776,71,48,803,764,30,31,765,810,822,118]",130,[],105,135,700,500,0,"[382,10944,10995]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear.ais",[],"",1,"Trial Guard",137,338,1500,[14118],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,22619,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,3,338,"Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/monster_sink.epk",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8795,"Metadata/Monsters/LeagueUltimatum/Guard/GuardSpearRuin_",2959,30,3,5,20,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02Low.ao""]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear",[],1,"","",100,2,6,4,5,0,"[788,776,71,48,803,764,30,31,765,810,822,118]",130,[],105,135,700,500,0,"[382,10945,10995]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear.ais",[],"",1,"Trial Guard",137,338,1500,[14118],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,3546,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,3,338,"Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/monster_sink.epk",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8796,"Metadata/Monsters/LeagueUltimatum/Guard/GuardSpearSpectre",2961,30,3,5,20,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02Low.ao""]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear",[],1,"","",100,2,6,4,5,0,"[788,776,71,48,803,764,30,31,765,810,822,118]",130,[],105,135,700,500,0,"[382,10944,10995]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear.ais",[],"",1,"Trial Guard",137,338,1500,[14118],[],"",14,"","",0,[],[],[],1,1,6,100,0,0,100,32277,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,338,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8797,"Metadata/Monsters/LeagueUltimatum/Guard/GuardSpearWeak",2959,30,3,6,12,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02NoPhysLow.ao""]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear",[],1,"","",100,2,6,4,5,0,"[788,776,71,48,803,764,30,31,765,810,822,118,1072]",130,[],105,135,700,500,0,"[382,10995]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear.ais",[],"",1,"Trial Grunt",137,338,1500,[14118],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,55057,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,3,338,"Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/monster_sink.epk",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8798,"Metadata/Monsters/LeagueUltimatum/Guard/GuardSpearWeakAtlasUber",2960,30,3,6,12,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02NoPhysLow.ao""]","Metadata/Monsters/Monster",[],1,"","",100,2,6,4,5,0,"[788,776,71,48,803,764,30,31,765,810,822,118,1072]",195,[],105,135,700,500,0,"[382,10995]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear.ais",[],"",1,"Ancient Spearman",137,312,1500,[14118],[],"",14,"","",0,[],[],[],1,1,6,100,0,0,100,33144,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,312,"Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/monster_sink.epk",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/AtlasUbers/AtlasUberMonsterBase""]",0,0,0,0,0,"","",""
8799,"Metadata/Monsters/LeagueUltimatum/Guard/GuardSpearWeakSpectre",2961,30,3,6,12,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02NoPhysLow.ao""]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear",[],1,"","",100,2,6,4,5,0,"[788,776,71,48,803,764,30,31,765,810,822,118,1072]",130,[],135,135,700,500,0,"[382,10995]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear.ais",[],"",1,"Trial Grunt",137,338,1500,[14118],[],"",14,"","",0,[],[],[],1,1,6,100,0,0,100,25231,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,338,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8800,"Metadata/Monsters/LeagueUltimatum/Guard/GuardSpearAllFlame",2959,30,3,5,20,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02Low.ao""]","Metadata/Monsters/LeagueNecropolis/Ultimatum/VaalGuards/VaalGuardSpear",[],1,"","",100,2,6,4,5,0,"[788,776,71,48,803,764,30,31,765,810,822,118]",130,[],105,135,700,500,0,"[382,10944,10995]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardSpear.ais",[],"",1,"Trial Guard",137,338,1500,[14118],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,21752,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,3,338,"Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/monster_sink.epk",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8801,"Metadata/Monsters/LeagueUltimatum/Guard/GuardBowLightning",2963,30,3,6,58,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBowLightning.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02BowLow.ao""]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow",[],1,"","",100,2,6,4,5,0,"[786,71,48,768,803,31,765,810,822,32,118,1072]",130,[],105,135,700,500,0,"[529,10934,10937,10940]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow.ais",[],"",1,"Trial Stormchaser",137,247,1500,[8374],[14119],"",13,"","",0,[],[],[],"",1,6,100,0,0,100,53435,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,3,247,"Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/monster_sink.epk",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8802,"Metadata/Monsters/LeagueUltimatum/Guard/GuardBowLightningRuin",2963,30,3,6,58,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBowLightning.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02BowLow.ao""]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow",[],1,"","",100,2,6,4,5,0,"[786,71,48,768,803,31,765,810,822,32,118,1072]",130,[],105,135,700,500,0,"[529,10935,10938,10940]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow.ais",[],"",1,"Trial Stormchaser",137,247,1500,[8374],[14119],"",13,"","",0,[],[],[],"",1,6,100,0,0,100,2625,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,3,247,"Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/monster_sink.epk",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8803,"Metadata/Monsters/LeagueUltimatum/Guard/GuardBowLightningSpectre",2963,30,3,6,58,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBowLightning.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02BowLow.ao""]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow",[],1,"","",100,2,6,4,5,0,"[786,71,48,768,803,31,765,810,822,32,118,1072]",130,[],135,135,700,500,0,"[529,10934,10937,10940]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow.ais",[],"",1,"Trial Stormchaser",137,247,1500,[8374],[14119],"",13,"","",0,[],[],[],1,1,6,100,0,0,100,16621,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,247,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8804,"Metadata/Monsters/LeagueUltimatum/Guard/GuardBowLightningWeak",2963,30,3,6,58,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBowLightning.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02BowNoPhysLow.ao""]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow",[],1,"","",100,2,6,4,5,0,"[786,71,48,768,803,31,810,822,32,118,1072]",130,[],105,135,700,500,0,"[529,10940]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow.ais",[],"",1,"Trial Sparkcaller",137,247,1500,[8374],[14119],"",13,"","",0,[],[],[],"",1,6,100,0,0,100,28116,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,3,247,"Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/monster_sink.epk",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8805,"Metadata/Monsters/LeagueUltimatum/Guard/GuardBowLightningWeakSpectre",2963,30,3,6,58,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBowLightning.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02BowNoPhysLow.ao""]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow",[],1,"","",100,2,6,4,5,0,"[786,71,48,768,803,31,810,822,32,118,1072]",130,[],135,135,700,500,0,"[529,10940]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow.ais",[],"",1,"Trial Sparkcaller",137,247,1500,[8374],[14119],"",13,"","",0,[],[],[],1,1,6,100,0,0,100,31915,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,247,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8806,"Metadata/Monsters/LeagueUltimatum/Guard/GuardBowLightningAllFlame",2963,30,3,6,58,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBowLightning.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02BowLow.ao""]","Metadata/Monsters/LeagueNecropolis/Ultimatum/VaalGuards/VaalGuardBow",[],1,"","",100,2,6,4,5,0,"[786,71,48,768,803,31,765,810,822,32,118,1072]",130,[],105,135,700,500,0,"[529,10934,10937,10940]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow.ais",[],"",1,"Trial Stormchaser",137,247,1500,[8374],[14119],"",13,"","",0,[],[],[],"",1,6,100,0,0,100,6464,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,3,247,"Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/monster_sink.epk",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8807,"Metadata/Monsters/LeagueUltimatum/Guard/GuardBowCold",2963,30,3,6,58,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBowCold.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02BowLow.ao""]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow",[],1,"","",100,2,6,4,5,0,"[767,786,71,48,803,31,810,822,32,118,1072]",130,[],105,135,700,500,0,"[531,11069,11079,10942]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow.ais",[],"",1,"Trial Windchaser",137,247,1500,[8374],[14119],"",13,"","",0,[],[],[],"",1,6,100,0,0,100,37215,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,3,247,"Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/monster_sink.epk",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8808,"Metadata/Monsters/LeagueUltimatum/Guard/GuardBowColdRuin",2963,30,3,6,58,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBowCold.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02BowLow.ao""]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow",[],1,"","",100,2,6,4,5,0,"[767,786,71,48,803,31,810,822,32,118,1072]",130,[],105,135,700,500,0,"[531,11070,11080,10942]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow.ais",[],"",1,"Trial Windchaser",137,247,1500,[8374],[14119],"",13,"","",0,[],[],[],"",1,6,100,0,0,100,3386,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,3,247,"Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/monster_sink.epk",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8809,"Metadata/Monsters/LeagueUltimatum/Guard/GuardBowColdSpectre",2963,30,3,6,58,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBowCold.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02BowLow.ao""]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow",[],1,"","",100,2,6,4,5,0,"[767,786,71,48,803,31,810,822,32,118,1072]",130,[],135,135,700,500,0,"[531,11069,11079,10942]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow.ais",[],"",1,"Trial Windchaser",137,247,1500,[8374],[14119],"",13,"","",0,[],[],[],1,1,6,100,0,0,100,8966,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,247,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8810,"Metadata/Monsters/LeagueUltimatum/Guard/GuardBowColdWeak_",2963,30,3,6,58,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBowCold.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02BowNoPhysLow.ao""]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow",[],1,"","",100,2,6,4,5,0,"[767,786,71,48,803,31,810,822,32,118,1072]",130,[],105,135,700,500,0,"[531,10942]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow.ais",[],"",1,"Trial Galecaller",137,247,1500,[8374],[14119],"",13,"","",0,[],[],[],"",1,6,100,0,0,100,55018,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,3,247,"Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/monster_sink.epk",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8811,"Metadata/Monsters/LeagueUltimatum/Guard/GuardBowColdWeakSpectre",2963,30,3,6,58,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBowCold.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02BowNoPhysLow.ao""]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow",[],1,"","",100,2,6,4,5,0,"[767,786,71,48,803,31,810,822,32,118,1072]",130,[],135,135,700,500,0,"[531,10942]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow.ais",[],"",1,"Trial Galecaller",137,247,1500,[8374],[14119],"",13,"","",0,[],[],[],1,1,6,100,0,0,100,45048,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,247,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8812,"Metadata/Monsters/LeagueUltimatum/Guard/GuardBowColdAllFlame",2963,30,3,6,58,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBowCold.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02BowLow.ao""]","Metadata/Monsters/LeagueNecropolis/Ultimatum/VaalGuards/VaalGuardBow",[],1,"","",100,2,6,4,5,0,"[767,786,71,48,803,31,810,822,32,118,1072]",130,[],105,135,700,500,0,"[531,11069,11079,10942]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow.ais",[],"",1,"Trial Windchaser",137,247,1500,[8374],[14119],"",13,"","",0,[],[],[],"",1,6,100,0,0,100,49596,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,3,247,"Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/monster_sink.epk",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8813,"Metadata/Monsters/LeagueUltimatum/Guard/GuardBowFire",2963,30,3,6,58,"[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBowFire.act""]","[""Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuard02BowLow.ao""]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow",[],1,"","",100,2,6,4,5,0,"[766,786,71,48,803,31,810,822,32,118,1072]",130,[],105,135,700,500,0,"[533,4964,10943]","Metadata/Monsters/LeagueUltimatum/VaalGuards/VaalGuardBow.ais",[],"",1,"Trial Flamechaser",137,247,1500,[8374],[14119],"",13,"","",0,[],[],[],"",1,6,100,0,0,100,21818,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,3,247,"Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/monster_sink.epk",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
